step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/fixture_force_tracking,Episode_Reward/fixture_lost,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Fixture/force_ceiling_n,Fixture/lost_fraction,Fixture/mean_error_n,Fixture/relative_force_error,Fixture/relative_force_error_ema,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
11089,1790234102.070,-0.2051375,-0.3061471,1.418412,-0.0314949,-1.569918,-0.007523969,-0.006000001,-0.05954367,-0.01048098,-0.01842557,-0.03836107,-0.001489261,0,-0.0003395216,1.574277,-0.02298364,0,0,-0.04628326,0.5412701,-0.02,-0.07361805,-0.01164791,0.6770786,0.399897,-0.005651893,-0.002659656,0.6873311,1.444295,0.5588547,1.812448,15,0.2,15.62121,2.181426,2.758698,0.0002035818,5.0625e-05,18.66265,0.001193085,1.555329e-08,0.0009425273,4.696006e-05,0.01331604,0,0.1,0,5.0625e-05,-0.005858574,0.3782873,2.21552,1.646276,25455,0.6963139,905.05,128.3612
11090,1790234106.036,-0.2221257,-0.3283103,1.498514,-0.03301106,-1.131402,-0.009577229,-0.003333334,-0.06852587,-0.0113093,-0.06084698,-0.04902656,-0.001711566,-0.007346667,-0.0006055645,1.765104,-0.0235346,-0.007488477,0,-0.05217987,0.4347803,0,-0.08295749,-0.01461046,0.7242329,0.3523729,-0.005994625,-0.00336031,0.7159375,1.496239,0.5272815,1.871861,15,0,14.8529,2.178296,2.663819,0.0002089795,5.0625e-05,18.68158,0.00121888,1.522844e-08,0.0009463779,6.350771e-05,0.01352551,0,0.05,0,5.0625e-05,-0.006106558,0.3975148,2.283923,1.643355,25031,0.6970082,883.48,126.1696
11091,1790234110.052,-0.2170213,-0.3229892,1.480888,-0.03310602,-1.263897,-0.008435925,-0.023125,-0.07101239,-0.01122177,-0.1496992,-0.04938153,-0.001636125,-0.0065725,-0.0008288188,1.692338,-0.02323321,-0.007019928,-3.640599e-05,-0.04812295,0.4517013,-0.0125,-0.07425256,-0.01405596,0.7195001,0.3519095,-0.005950051,-0.00328211,0.7168598,1.481703,0.5994078,1.844862,15,0.1666667,15.50497,2.151467,2.642381,0.0002087898,5.0625e-05,18.69971,0.001232279,1.564272e-08,0.0009426946,8.077877e-05,0.01149083,0,0.05,0,5.0625e-05,-0.006641594,0.4157002,2.322649,1.64824,24756,0.6977241,870.74,123.7325
11092,1790234114.047,-0.1664166,-0.2474249,1.138508,-0.02642092,-1.235328,-0.007177096,-0.0025,-0.04495407,-0.008520307,-0.04791681,-0.02892506,-0.00123667,0,-0.0002724226,1.305463,-0.01794563,0,0,-0.03807554,0.4839118,-0.075,-0.05369355,-0.009348149,0.548012,0.3223181,-0.004498388,-0.002142555,0.5505651,1.179753,0.4980001,1.452294,15,0.75,14.56723,1.766863,2.673402,0.0002079721,5.0625e-05,18.71777,0.001245529,1.543302e-08,0.0009677819,6.975976e-05,0.01262094,0,0.05,0,5.0625e-05,-0.006839625,0.4131672,2.311947,1.64151,24865,0.6983715,863.48,122.0171
11093,1790234118.024,-0.2152919,-0.3321862,1.498514,-0.03375738,-1.712839,-0.003647781,0,-0.06153119,-0.01145123,-0.01309622,-0.03945505,-0.001562256,0,-0.0002809411,1.644418,-0.02445314,0,0,-0.04143479,0.7218575,0,-0.02997321,-0.01281945,0.7493035,0.43242,-0.005969479,-0.002389444,0.7412207,1.583665,0.6497749,1.914058,15,0,14.26044,1.674765,2.529818,0.0002082175,5.0625e-05,18.73582,0.001254043,1.622531e-08,0.0009600648,8.574449e-05,0.01356288,0,0.05,0,5.0625e-05,-0.006092082,0.4952477,2.289026,1.643914,24995,0.6991209,841.7,120.6846
11094,1790234121.962,-0.2253308,-0.3320238,1.498514,-0.03547538,-1.263367,-0.006972092,-0.005,-0.08117767,-0.01151367,-0.102668,-0.05977918,-0.00166064,-0.011675,-0.001057993,1.724858,-0.02456907,-0.01205502,0,-0.04622857,0.3787507,0,-0.07861351,-0.01620579,0.7428264,0.3210772,-0.006405286,-0.003538834,0.7224519,1.466075,0.5843598,1.825369,15,0,17.08825,3.20007,2.73472,0.0002079238,3.375e-05,18.75385,0.001316885,1.640626e-08,0.0009570323,0.0001519129,0.01252271,0.05,0.05,0,3.375e-05,-0.006144466,0.4183114,2.269632,1.626652,25230,0.6997613,848.37,122.2181
11095,1790234125.923,-0.2205641,-0.3216136,1.498514,-0.03050287,-1.102061,-0.004934857,0,-0.07971121,-0.01123378,-0.1007163,-0.05582398,-0.001698838,-0.0108,-0.0008865145,1.705737,-0.02324292,-0.01129371,0,-0.04492683,0.3375922,0,-0.0808171,-0.01418212,0.7453153,0.319825,-0.005957571,-0.003275264,0.7253432,1.477914,0.6031114,1.856433,15,0,16.81441,4.901443,2.889834,0.0002058075,3.375e-05,18.76904,0.0013069,1.585345e-08,0.0009594788,0.000141598,0.009483062,0,0.05,0,3.375e-05,-0.006624836,0.4646835,2.277453,1.646412,25052,0.7003124,839.39,120.1262
11096,1790234129.926,-0.2233157,-0.3213329,1.498514,-0.03295147,-1.276173,-0.006218991,-0.0125,-0.080444,-0.01123718,-0.1074584,-0.05780423,-0.001615387,-0.0112,-0.001235107,1.695769,-0.02383228,-0.01205023,-1.172908e-07,-0.04801012,0.4314823,0,-0.07334647,-0.0163599,0.7420205,0.3207616,-0.006375931,-0.003442519,0.7332268,1.485411,0.6383718,1.830355,15,0,16.29876,2.886878,2.645472,0.0002049493,3.375e-05,18.78357,0.001273115,1.541988e-08,0.0009459913,0.0001221592,0.01112839,0,0.05,0,3.375e-05,-0.006034379,0.4839284,2.304483,1.652613,24842,0.7008461,843.29,122.196
11097,1790234133.904,-0.1730041,-0.2592126,1.179827,-0.0249729,-0.9634565,-0.004959864,-0.002272727,-0.05627394,-0.008849354,-0.06272388,-0.03959973,-0.001317972,-0.005787273,-0.0006408972,1.351455,-0.0186015,-0.00631676,-0.0001778571,-0.03600893,0.325036,-0.03636364,-0.05180466,-0.01230948,0.5868624,0.2795072,-0.004695529,-0.002438498,0.5743749,1.172973,0.4544161,1.479045,15,0.4444445,16.11369,2.8749,2.569539,0.0002112483,5.0625e-05,18.7999,0.001261148,1.610838e-08,0.0009442832,0.0001056004,0.01190181,0,0.1,0,5.0625e-05,-0.00650338,0.4532272,2.279313,1.650846,25012,0.7015781,832.62,120.0365
11098,1790234137.902,-0.2197425,-0.3219163,1.498514,-0.0355276,-1.681256,-0.009960489,-0.0025,-0.05825932,-0.01117208,0,-0.03737822,-0.001585782,0,-0.0005634966,1.721444,-0.02297361,0,0,-0.05087976,0.5782466,0,-0.05988101,-0.0114209,0.7118875,0.4215164,-0.005951384,-0.002782369,0.7350091,1.541557,0.6141545,1.917897,15,0,15.26838,2.169128,2.49949,0.0002059737,5.0625e-05,18.8191,0.001301037,1.648111e-08,0.0009416898,0.0001533568,0.0122411,0,0.05,0,5.0625e-05,-0.006665301,0.4325376,2.311538,1.648256,24825,0.7022843,897.09,129.7985
11099,1790234141.903,-0.1898582,-0.2925862,1.324885,-0.02870488,-1.466055,-0.005891445,-0.0025,-0.0536333,-0.009914998,-0.008003436,-0.03447676,-0.001378704,0,-0.0003807874,1.475802,-0.02080493,0,0,-0.04016306,0.4582535,-0.025,-0.04955777,-0.01002083,0.6524006,0.3793527,-0.005270749,-0.002376166,0.6488601,1.335976,0.6375105,1.695005,15,0.25,16.5237,3.33527,2.455983,0.0002088315,5.0625e-05,18.8376,0.001309342,1.606477e-08,0.0009573425,0.0001431518,0.01262375,0,0.05,0,5.0625e-05,-0.006246295,0.3950436,2.324002,1.63855,24808,0.7030119,898.03,130.271
11100,1790234145.912,-0.1640719,-0.2385031,1.077509,-0.02066883,-0.313558,-0.002843564,-0.02333333,-0.06057398,-0.008168752,-0.03028173,-0.04429163,-0.001291894,-0.01269,-0.0008151501,1.27158,-0.01655274,-0.01354202,0,-0.03320967,0.1470694,-0.03333334,-0.05599494,-0.01216577,0.5513607,0.1849571,-0.004139458,-0.002570985,0.5180761,1.082133,0.413686,1.299901,15,0.6666667,12.69365,1.42812,2.571635,0.0002118429,5.0625e-05,18.85637,0.001231625,1.577875e-08,0.0009364423,8.332389e-05,0.01228447,0,0.05,0,5.0625e-05,-0.006061628,0.3982549,2.32068,1.642206,24806,0.7036633,856.65,124.7096
11101,1790234149.072,-0.2107381,-0.3032427,1.392386,-0.03022974,-1.12518,-0.004588396,-0.0025,-0.06875195,-0.01049864,-0.02579738,-0.04968514,-0.001539522,-0.007850001,-0.0009586596,1.581729,-0.02267722,-0.009536291,0,-0.04193817,0.4659503,-0.025,-0.05210516,-0.01297903,0.7029209,0.3196524,-0.005652315,-0.00294874,0.6769649,1.435234,0.5381055,1.740784,15,0.3333333,13.64218,1.593035,2.444359,0.0002031841,5.0625e-05,18.87357,0.001236416,1.582882e-08,0.0009435368,8.967969e-05,0.01309513,0,0.05,0,5.0625e-05,-0.006266283,0.3641815,1.561034,1.563435,31462,0.7043258,871.2,126.2574
11102,1790234151.933,-0.2222049,-0.3364455,1.498514,-0.03278361,-0.8225746,-0.006482101,-0.02125001,-0.07411169,-0.01211572,-0.02312047,-0.05203225,-0.001708573,-0.0119,-0.001081917,1.715107,-0.02309582,-0.01319351,0,-0.04729553,0.3091407,0,-0.08008091,-0.01491577,0.7497286,0.3218042,-0.005929781,-0.003286665,0.7249691,1.50017,0.5699732,1.847217,15,0,15.02923,2.269502,2.341708,0.0002051984,5.0625e-05,18.89284,0.001202685,1.407955e-08,0.0009500085,4.746369e-05,0.01195207,0,0.05,0,5.0625e-05,-0.006246313,0.5014096,1.278439,1.572005,34487,0.7051516,800.86,116.7095
11103,1790234154.812,-0.2092565,-0.3065177,1.383285,-0.02897831,-0.7727374,-0.004124151,-0.01136364,-0.08396062,-0.0105098,-0.06012807,-0.06293084,-0.001600256,-0.01665091,-0.001436203,1.582609,-0.02220378,-0.01736964,-0.0007374363,-0.04281303,0.2702783,-0.00909091,-0.06327023,-0.01668496,0.7015738,0.2417009,-0.005643454,-0.003371085,0.6713427,1.372423,0.5197395,1.711117,15,0.1666667,15.62457,2.536961,2.505599,0.0002095527,5.0625e-05,18.91481,0.001192949,1.373544e-08,0.0009467469,3.663552e-05,0.01143157,0,0.05,0,5.0625e-05,-0.006787125,0.3848005,1.288546,1.580514,34263,0.7058994,862.95,125.9362
11104,1790234157.681,-0.1770258,-0.2540576,1.140509,-0.02799538,-0.6494938,-0.006384195,-0.01333333,-0.06789184,-0.008833129,-0.01300708,-0.04802535,-0.001296902,-0.01474,-0.0008052301,1.370315,-0.01650127,-0.01562858,-0.0008118808,-0.0352427,0.2784271,-0.03333334,-0.05742489,-0.01393074,0.5775871,0.1804865,-0.004490576,-0.002949829,0.5429401,1.15077,0.4369141,1.400196,15,0.5,13.56607,1.862423,2.392613,0.000205446,5.0625e-05,18.93359,0.001195522,1.445318e-08,0.0009418699,4.819195e-05,0.01176932,0,0.05,0,5.0625e-05,-0.006680802,0.3870581,1.283548,1.574932,34390,0.7066077,859.17,124.8276
11105,1790234160.566,-0.2155725,-0.3268879,1.498514,-0.03025376,-1.723753,-0.003588379,0,-0.06067993,-0.01112885,0,-0.03940642,-0.001566576,0,-0.000424766,1.652543,-0.0240453,0,0,-0.04015837,0.6422613,0,-0.0338521,-0.01205424,0.7575364,0.4348549,-0.005967589,-0.002364799,0.7520451,1.570704,0.6446887,1.914423,15,0,14.7214,2.057574,2.518555,0.0001971747,5.0625e-05,18.95179,0.001222272,1.387771e-08,0.000935876,8.920766e-05,0.01195151,0.05,0.1,0,5.0625e-05,-0.00569733,0.4127847,1.302433,1.572079,34198,0.7072237,846.24,122.9199
11106,1790234163.441,-0.1455337,-0.2147855,0.9845077,-0.01888933,-0.8103005,-0.002461965,-0.004444445,-0.04264344,-0.007929388,-0.02684713,-0.02931315,-0.00110062,-0.002308889,-0.0004491337,1.097382,-0.01564562,-0.002602886,-1.852582e-05,-0.02682668,0.2977295,-0.04444445,-0.03437676,-0.009298916,0.5046647,0.2630397,-0.003848743,-0.001756371,0.4845814,1.012245,0.4040054,1.232686,15,0.5,15.43041,2.732522,2.55422,0.0001982011,5.0625e-05,18.96958,0.001225614,1.470331e-08,0.000926826,0.000100572,0.01212589,0,0.05,0,5.0625e-05,-0.006391737,0.5436693,1.29046,1.57514,34304,0.7080604,809.44,117.091
11107,1790234166.315,-0.1832051,-0.2707286,1.222885,-0.02663153,-1.282894,-0.007061064,0,-0.04775143,-0.009716548,0,-0.03120473,-0.001359864,0,-0.0002611817,1.398952,-0.01888633,0,0,-0.03812167,0.4737682,-0.025,-0.040959,-0.01014025,0.601474,0.350018,-0.004789508,-0.002335053,0.5806787,1.276091,0.4792892,1.563143,15,0.25,14.60451,2.771312,2.573691,0.0002013605,5.0625e-05,18.99049,0.001242382,1.422426e-08,0.000920811,0.0001201958,0.01159971,0,0.05,0,5.0625e-05,-0.006059579,0.3378995,1.284898,1.579294,34321,0.7087399,833.97,120.897
11108,1790234169.196,-0.2113884,-0.3124033,1.404012,-0.03101806,-1.187139,-0.005539878,-0.01777778,-0.06628477,-0.010676,-0.08940728,-0.04716076,-0.001552582,-0.006697779,-0.0007159719,1.598223,-0.02272419,-0.006263604,-0.0002756877,-0.04284106,0.3762825,-0.01111111,-0.0664885,-0.0146184,0.6977848,0.3435323,-0.005652189,-0.002833426,0.6717809,1.369777,0.6270066,1.760364,15,0.1428572,16.4741,3.179837,2.387122,0.0001974248,5.0625e-05,19.00834,0.001320706,1.460274e-08,0.0009295243,0.0001937422,0.0123722,0,0.05,0,5.0625e-05,-0.005906173,0.4726409,1.286989,1.583222,34249,0.7094688,858.19,125.9397
11109,1790234172.040,-0.1948819,-0.2898861,1.312511,-0.03042305,-1.464359,-0.006610065,-0.0025,-0.04951084,-0.009908281,-0.0003794928,-0.03179554,-0.001373365,0,-0.0002759765,1.526309,-0.0205075,0,0,-0.04208101,0.4943786,-0.01666667,-0.03827215,-0.009581259,0.6439072,0.3751836,-0.005209671,-0.002387242,0.6363323,1.348539,0.6154303,1.676535,15,0.1666667,15.74283,2.982868,2.60623,0.0002014182,5.0625e-05,19.02771,0.001306219,1.389805e-08,0.0009399119,0.0001648752,0.01197698,0,0.05,0,5.0625e-05,-0.006439725,0.4010021,1.294799,1.538778,34692,0.7102219,814.76,119.6202
11110,1790234174.938,-0.2034043,-0.3005053,1.359512,-0.03091262,-1.32668,-0.005916858,-0.03222222,-0.06004324,-0.01020536,-0.05562389,-0.04100715,-0.001479714,-0.003924444,-0.0006227593,1.545245,-0.02148365,-0.003837564,-2.32363e-05,-0.04100925,0.4408617,-0.01111111,-0.04910048,-0.01181209,0.6789888,0.3556469,-0.005467023,-0.002638338,0.6577556,1.353154,0.5950813,1.705939,15,0.125,16.30874,3.555099,3.464804,0.0001979186,5.0625e-05,19.04608,0.001287575,1.374721e-08,0.0009601262,0.0001295165,0.01151715,0,0.05,0,5.0625e-05,-0.006037697,0.4170129,1.318049,1.56888,34051,0.7109001,830.91,122.0294
11111,1790234177.794,-0.2054301,-0.2998185,1.34911,-0.02956616,-1.136505,-0.004624475,0,-0.06447835,-0.01036413,-0.0008838327,-0.04388063,-0.001476639,-0.007107999,-0.000605961,1.536866,-0.02175178,-0.007058812,0,-0.04004478,0.4281681,-0.02,-0.04185615,-0.01142667,0.6831221,0.3248648,-0.005294864,-0.002670753,0.6534504,1.385372,0.5806786,1.688747,15,0.25,14.73518,2.23439,3.743647,0.0002003964,5.0625e-05,19.06314,0.001241446,1.456742e-08,0.0009507867,9.024845e-05,0.01195513,0,0.05,0,5.0625e-05,-0.006956761,0.5302918,1.28155,1.563254,34555,0.7115668,798.06,116.4707
11112,1790234180.629,-0.182212,-0.2643979,1.18201,-0.02154146,-0.08453026,-0.001683236,-0.009285716,-0.07641526,-0.009149607,-0.2197691,-0.05913417,-0.001455902,-0.01989429,-0.00113476,1.40293,-0.01860528,-0.02255671,-0.000102289,-0.03642577,0.03771029,-0.02857143,-0.06328334,-0.01476122,0.6171149,0.1414001,-0.004653904,-0.003142205,0.5722131,1.140773,0.4191938,1.436006,15,1,13.24754,1.558492,2.787081,0.0002114521,5.0625e-05,19.08177,0.001242473,1.478854e-08,0.0009483107,8.269567e-05,0.01177431,0,0.05,0,5.0625e-05,-0.007103176,0.3974608,1.241525,1.583651,34795,0.7123013,852.13,125.6558
11113,1790234183.411,-0.2230227,-0.3305134,1.498514,-0.03694072,-1.734649,-0.005016771,0,-0.06162364,-0.01153258,0,-0.03860261,-0.001572409,0,-0.0006086802,1.71332,-0.02539357,0,0,-0.04254108,0.7677431,0,-0.03236808,-0.01148565,0.7591221,0.435332,-0.006042903,-0.002551779,0.7440311,1.594375,0.7319226,1.914036,15,0,13.1834,1.721002,2.614648,0.0002072413,5.0625e-05,19.0985,0.001243012,1.453343e-08,0.0009584011,7.735503e-05,0.01205254,0,0.05,0,5.0625e-05,-0.006453982,0.3821452,1.173098,1.599629,35453,0.712894,843.84,123.5031
11114,1790234186.203,-0.2259705,-0.3383468,1.498514,-0.03147256,-1.648386,-0.00529674,0,-0.06010897,-0.01187027,0,-0.03819013,-0.001642611,0,-0.0004028545,1.669118,-0.02328995,0,0,-0.04247221,0.630242,0,-0.04340234,-0.01057065,0.7577915,0.4349113,-0.005904454,-0.002539201,0.7416722,1.568318,0.7373036,1.917661,15,0,14.68753,2.151649,2.575573,0.0001969795,5.0625e-05,19.11446,0.001219052,1.493936e-08,0.0009566073,6.545005e-05,0.01007426,0,0.05,0,5.0625e-05,-0.007358671,0.3706043,1.184542,1.597506,35335,0.7136021,862.04,126.6405
11115,1790234188.997,-0.2155147,-0.3141608,1.395761,-0.03148335,-0.8154358,-0.005103089,-0.1366668,-0.07884341,-0.01052527,-0.1119896,-0.06093808,-0.001582431,-0.01570667,-0.001291928,1.619976,-0.02229997,-0.01523363,-0.00558761,-0.04430136,0.3090794,0,-0.06379853,-0.01646847,0.7068869,0.2514911,-0.005631205,-0.003442075,0.6551622,1.363762,0.5790393,1.703269,15,0,14.85701,2.762332,2.460309,0.0002012525,5.0625e-05,19.13242,0.001215024,1.37645e-08,0.00094519,6.856807e-05,0.01156146,0,0.05,0,5.0625e-05,-0.006618278,0.2993689,1.18806,1.596871,35298,0.7141957,900.55,132.2472
11116,1790234191.826,-0.2371897,-0.3331027,1.498514,-0.03781649,-0.8738017,-0.01073236,-0.075,-0.08782081,-0.01196515,-0.002756943,-0.06508419,-0.001725396,-0.01643,-0.00112249,1.778321,-0.02289151,-0.01853254,0,-0.05112495,0.3685178,0,-0.1074302,-0.01769045,0.7235572,0.2578138,-0.006116727,-0.003890975,0.6962623,1.523528,0.621658,1.849744,15,0,13.14496,2.316482,2.229252,0.0001984112,2.25e-05,19.14484,0.001202134,1.291213e-08,0.0009267299,7.697961e-05,0.01197469,0.1,0.05,0,2.25e-05,-0.004984817,0.3547269,1.21998,1.592688,34950,0.7145343,842.67,124.5184
11117,1790234194.663,-0.2285444,-0.3375882,1.498514,-0.03461012,-1.655397,-0.01149533,-0.015,-0.05979139,-0.01162247,0,-0.03850423,-0.001628823,0,-0.000467911,1.721336,-0.02383273,0,0,-0.04962664,0.6280998,0,-0.0773441,-0.01209436,0.7212901,0.4240917,-0.005907235,-0.002822971,0.7088661,1.555026,0.6549413,1.904501,15,0,14.4004,2.313628,2.317994,0.0001966395,3.375e-05,19.15209,0.001208413,1.26003e-08,0.0009270309,8.473035e-05,0.008937184,0,0.1,0,3.375e-05,-0.00581757,0.3296666,1.252656,1.575913,34753,0.7148277,877.35,130.375
11118,1790234197.463,-0.1574788,-0.2442031,1.063009,-0.02512967,-1.101998,-0.00780172,-0.01833334,-0.0390265,-0.008154735,0,-0.02564747,-0.001137288,0,-0.0002890186,1.244664,-0.01655255,0,0,-0.03638131,0.4620648,-0.03333334,-0.04835125,-0.007933768,0.5136226,0.3014842,-0.004192104,-0.002037096,0.5027429,1.121849,0.395997,1.352221,15,0.3333333,13.69646,2.164474,2.392548,0.0002064044,5.0625e-05,19.16265,0.00131982,1.290179e-08,0.0009542968,0.0001591055,0.01183495,0,0.1,0,5.0625e-05,-0.005603414,0.3008522,1.220039,1.571029,35220,0.7153914,860.22,126.8375
11119,1790234200.263,-0.2308891,-0.3311712,1.498514,-0.03404021,-1.628076,-0.004218531,0,-0.06062695,-0.01122185,0,-0.03812794,-0.00157678,0,-0.0003294853,1.707144,-0.02464041,0,0,-0.04127546,0.746525,0,-0.02949406,-0.01069934,0.7628662,0.4364008,-0.005911869,-0.002575988,0.7267572,1.613973,0.7172524,1.918874,15,0,12.47212,1.287533,2.36073,0.00020119,5.0625e-05,19.17804,0.001275395,1.366031e-08,0.0009288694,0.0001453215,0.01148313,0,0.05,0,5.0625e-05,-0.006188717,0.4473158,1.22913,1.561496,35226,0.7160499,892.19,131.3409
11120,1790234203.105,-0.2365825,-0.3350225,1.498514,-0.03134651,-1.107173,-0.005414343,-0.01333333,-0.07077189,-0.01215678,-0.08787402,-0.04949315,-0.001678353,-0.007226667,-0.001001461,1.715919,-0.02351614,-0.008191518,0,-0.0482209,0.4679386,0,-0.06623697,-0.01418909,0.7587387,0.3620907,-0.005995288,-0.003059356,0.7187945,1.497668,0.658932,1.882432,15,0,13.75619,2.246347,2.499031,0.000207379,5.0625e-05,19.19635,0.001265008,1.480111e-08,0.000926451,0.0001311632,0.01165382,0,0.05,0,5.0625e-05,-0.006514393,0.386925,1.238663,1.594417,34698,0.716776,850.91,125.6542
11121,1790234205.975,-0.1906497,-0.2820403,1.225511,-0.02341451,-0.6431485,-0.002370054,0,-0.07459556,-0.009837663,-0.03845361,-0.05476321,-0.001444175,-0.015124,-0.001152869,1.413016,-0.01934967,-0.01553391,-0.0005543224,-0.03401824,0.2130208,-0.02,-0.04305506,-0.01404646,0.6457409,0.2061509,-0.004802694,-0.002857216,0.60188,1.240211,0.4588527,1.499862,15,0.3333333,16.11323,4.070089,2.513282,0.0002026392,5.0625e-05,19.21371,0.001211635,1.53291e-08,0.0009121985,9.678205e-05,0.01032896,0,0.05,0,5.0625e-05,-0.006593225,0.4468621,1.256658,1.60394,34364,0.7174119,859.81,126.8532
11122,1790234208.862,-0.2269335,-0.3363045,1.498514,-0.03135531,-1.658839,-0.002398191,0,-0.06577034,-0.01184445,0,-0.0418439,-0.001582109,0,-0.000673548,1.623184,-0.02423999,0,0,-0.04152444,0.6896933,0,-0.03648756,-0.0111732,0.7751496,0.4399132,-0.005927548,-0.002376033,0.7446031,1.591269,0.7849343,1.91327,15,0,13.87654,1.768516,2.554608,0.000201147,2.25e-05,19.22722,0.001238923,1.495735e-08,0.0009052076,0.0001325532,0.01039571,0.1,0.05,0,2.25e-05,-0.005062125,0.3440242,1.285267,1.592488,34159,0.7177699,864.93,126.7896
11123,1790234211.738,-0.2043739,-0.2961404,1.309512,-0.02561581,-0.5969882,-0.003191025,-0.0008333334,-0.07891896,-0.01006723,-0.05472514,-0.06031112,-0.001543701,-0.01645,-0.001311627,1.5274,-0.0206673,-0.01668102,0,-0.03795715,0.2325958,-0.01666667,-0.05239884,-0.01485544,0.6811306,0.2180361,-0.005264719,-0.003223178,0.6292283,1.299534,0.5134068,1.609203,15,0.3333333,14.42348,2.616874,2.429828,0.0002062514,3.375e-05,19.23884,0.001276175,1.552283e-08,0.0009205909,0.0001493174,0.01146662,0.05,0.15,0,3.375e-05,-0.007042935,0.5127054,1.279047,1.58754,34293,0.7184012,828.56,123.0504
11124,1790234214.609,-0.1760703,-0.2543837,1.134009,-0.02143302,-0.7660452,-0.004933042,-0.04000001,-0.05423884,-0.009132715,-0.02976309,-0.03728759,-0.001310372,-0.005375001,-0.0005198548,1.279801,-0.01786846,-0.005813444,0,-0.03552022,0.2874567,-0.05,-0.04672742,-0.01023587,0.5759904,0.2736576,-0.00438514,-0.00226785,0.5567354,1.121822,0.4683281,1.431527,15,0.6666667,14.93482,2.600284,2.323966,0.0002053165,3.375e-05,19.25567,0.001252283,1.62002e-08,0.000914661,0.0001322888,0.009860717,0.05,0.1,0,3.375e-05,-0.00684657,0.3530763,1.292754,1.568466,34357,0.7189736,862.64,127.361
11125,1790234217.468,-0.2362723,-0.3320179,1.498514,-0.03558446,-1.633029,-0.009171793,-0.03500001,-0.05841101,-0.0112388,0,-0.03762242,-0.001579013,0,-0.0002588333,1.746145,-0.02374677,0,0,-0.04767727,0.5845649,0,-0.0526309,-0.01082031,0.733434,0.4277863,-0.005891765,-0.002870144,0.7066687,1.558108,0.6511595,1.912632,15,0,14.74148,2.700572,2.453073,0.0002016222,1.5e-05,19.26666,0.001217425,1.568565e-08,0.0009200759,9.571089e-05,0.01063873,0.15,0.1,0,1.5e-05,-0.004370876,0.3414372,1.27893,1.570455,34500,0.719242,862.66,128.2076
11126,1790234220.344,-0.2331828,-0.3390001,1.498514,-0.03360232,-1.31128,-0.00427697,-0.05249998,-0.07820176,-0.01118611,-0.009081161,-0.05493797,-0.001613715,-0.007775003,-0.0009900958,1.689756,-0.02385495,-0.008109724,-0.0007409573,-0.04349811,0.5125325,0,-0.05556478,-0.01428421,0.7639356,0.3553873,-0.006305861,-0.003197403,0.7205704,1.465235,0.6095817,1.86477,15,0,14.50412,2.169306,2.382809,0.000196958,2.25e-05,19.27423,0.001250424,1.505569e-08,0.0009049809,0.0001484702,0.008623257,0,0.1,0,2.25e-05,-0.005982063,0.4579458,1.281303,1.58482,34298,0.7196514,869.09,127.8497
11127,1790234223.217,-0.2247717,-0.3305684,1.427762,-0.03207971,-1.056697,-0.00818499,-0.1283333,-0.07418521,-0.01109937,-0.0537035,-0.05284064,-0.001602093,-0.009123336,-0.000927238,1.649318,-0.02310962,-0.009426465,-4.084111e-05,-0.04377791,0.4492731,-0.01666667,-0.0677404,-0.01535156,0.7102207,0.3193002,-0.005950681,-0.003255774,0.6740297,1.438332,0.5964118,1.757769,15,0.25,13.65432,2.005792,2.524016,0.0001992178,3.375e-05,19.28742,0.001267451,1.515075e-08,0.0008840254,0.0001841923,0.01064957,0,0.1,0,3.375e-05,-0.005298757,0.4473,1.28948,1.574377,34325,0.720201,874.82,128.0926
