attempt,step,time_s,phase,jaw_centre_error_m,tip_goal_error_m,jaw_command_m,approach_elevation_deg,jaw_tilt_deg,base_height_m,fell,cup_lift_m,cup_tilt_deg
0,274,5.48,enter,0.0314,0.0314,0.03,-38.7,50.61,0.3189,0,0.0117,22.18
0,275,5.5,enter,0.02945,0.02945,0.03,-38.05,51.09,0.3189,0,0.0131,23.76
0,276,5.52,enter,0.02854,0.02854,0.03,-37.68,51.38,0.319,0,0.0142,25.18
0,277,5.54,enter,0.02793,0.02793,0.03,-37.3,51.71,0.3191,0,0.0152,26.61
0,278,5.56,enter,0.0281,0.0281,0.03,-37.04,51.98,0.3192,0,0.0152,26.94
0,279,5.58,enter,0.02853,0.02853,0.03,-37.02,51.99,0.3192,0,0.015,27.25
0,280,5.6,enter,0.02462,0.02462,0.03,-35.76,52.85,0.3193,0,0.0171,30.85
0,281,5.62,enter,0.02328,0.02328,0.03,-35.09,53.38,0.3194,0,0.0195,35.35
0,282,5.64,enter,0.02295,0.02295,0.03,-34.81,53.71,0.3195,0,0.021,39.63
0,283,5.66,enter,0.02246,0.02246,0.03,-34.61,53.96,0.3196,0,0.0216,44.03
0,284,5.68,enter,0.02364,0.02364,0.03,-34.8,53.82,0.3197,0,0.0212,49.0
0,285,5.7,enter,0.02491,0.02491,0.03,-34.92,53.72,0.3198,0,0.0226,55.4
0,286,5.72,enter,0.02572,0.02572,0.03,-34.96,53.66,0.3198,0,0.0246,63.54
0,287,5.74,enter,0.02659,0.02659,0.03,-34.94,53.65,0.3199,0,0.0264,73.5
0,288,5.76,enter,0.02704,0.02704,0.03,-34.82,53.71,0.32,0,0.0275,85.56
0,289,5.78,close,0.02773,0.02773,0.03,-34.72,53.73,0.3201,0,0.0275,90.0
0,290,5.8,close,0.02674,0.02674,0.02925,-34.41,53.9,0.3201,0,0.0275,90.0
0,291,5.82,close,0.02662,0.02662,0.0285,-34.27,53.82,0.3202,0,0.0275,90.0
0,292,5.84,close,0.02663,0.02663,0.02775,-34.25,53.58,0.3202,0,0.0275,90.0
0,293,5.86,close,0.02632,0.02632,0.027,-34.05,53.35,0.3202,0,0.0275,90.0
0,294,5.88,close,0.02528,0.02528,0.02625,-33.44,53.22,0.3203,0,0.0275,90.0
0,295,5.9,close,0.02353,0.02353,0.0255,-32.49,53.65,0.3203,0,0.0275,90.0
0,296,5.92,close,0.02135,0.02135,0.02475,-31.46,54.4,0.3204,0,0.0275,90.0
0,297,5.94,close,0.02035,0.02035,0.024,-30.75,54.96,0.3205,0,0.0275,90.0
0,298,5.96,close,0.02019,0.02019,0.02325,-30.25,55.48,0.3207,0,0.0275,90.0
0,299,5.98,close,0.01917,0.01917,0.0225,-29.47,56.25,0.3208,0,0.0275,90.0
0,300,6.0,close,0.01892,0.01892,0.02175,-29.15,56.97,0.321,0,0.0275,90.0
0,301,6.02,close,0.01593,0.01593,0.021,-28.43,58.82,0.3212,0,0.0275,90.0
0,302,6.04,close,0.01368,0.01368,0.02025,-28.13,60.12,0.3213,0,0.0275,90.0
0,303,6.06,close,0.01523,0.01523,0.0195,-28.79,59.7,0.3215,0,0.0275,90.0
0,304,6.08,close,0.01756,0.01756,0.01875,-28.79,59.72,0.3218,0,0.0275,90.0
0,305,6.1,close,0.01859,0.01859,0.018,-28.01,60.38,0.3221,0,0.0275,90.0
0,306,6.12,close,0.01923,0.01923,0.01725,-27.77,60.29,0.3224,0,0.0275,90.0
0,307,6.14,close,0.01898,0.01898,0.0165,-28.42,59.4,0.3227,0,0.0275,90.0
0,308,6.16,close,0.0198,0.0198,0.01575,-27.98,59.35,0.323,0,0.0275,90.0
0,309,6.18,close,0.01897,0.01897,0.015,-26.56,60.35,0.3233,0,0.0275,90.0
0,310,6.2,close,0.01588,0.01588,0.01425,-24.93,61.62,0.3236,0,0.0275,90.0
0,311,6.22,close,0.01482,0.01482,0.0135,-24.73,62.15,0.3239,0,0.0275,90.0
0,312,6.24,close,0.01512,0.01512,0.01275,-24.37,63.74,0.3241,0,0.0275,90.0
0,313,6.26,close,0.01308,0.01308,0.012,-22.56,66.41,0.3244,0,0.0275,90.0
0,314,6.28,close,0.01477,0.01477,0.01125,-21.4,68.24,0.3245,0,0.0275,90.0
0,315,6.3,close,0.01371,0.01371,0.0105,-21.68,68.25,0.3247,0,0.0275,90.0
0,316,6.32,close,0.01616,0.01616,0.00975,-22.14,67.86,0.3248,0,0.0275,90.0
0,317,6.34,close,0.01781,0.01781,0.009,-22.44,67.49,0.325,0,0.0275,90.0
0,318,6.36,close,0.02304,0.02304,0.00825,-22.29,67.51,0.3252,0,0.0275,90.0
0,319,6.38,close,0.0218,0.0218,0.0075,-21.12,68.72,0.3254,0,0.0275,90.0
0,320,6.4,close,0.02016,0.02016,0.00675,-20.4,69.53,0.3254,0,0.0275,90.0
0,321,6.42,close,0.01874,0.01874,0.006,-19.5,70.48,0.3253,0,0.0275,90.0
0,322,6.44,close,0.01939,0.01939,0.00525,-18.43,71.55,0.3252,0,0.0275,90.0
0,323,6.46,close,0.0165,0.0165,0.0045,-17.63,72.36,0.325,0,0.0275,90.0
0,324,6.48,close,0.01809,0.01809,0.00375,-17.08,72.87,0.3249,0,0.0275,90.0
0,325,6.5,close,0.01591,0.01591,0.003,-16.4,73.48,0.3246,0,0.0275,90.0
0,326,6.52,close,0.01802,0.01802,0.00225,-15.56,74.27,0.3243,0,0.0275,90.0
0,327,6.54,close,0.01534,0.01534,0.0015,-13.92,75.93,0.324,0,0.0275,90.0
0,328,6.56,close,0.01369,0.01369,0.00075,-12.74,77.15,0.3236,0,0.0275,90.0
0,329,6.58,lift,0.01586,0.01586,0.0,-11.68,78.24,0.3233,0,0.0275,90.0
0,330,6.6,lift,0.01281,0.01281,0.0,-10.84,79.16,0.323,0,0.0275,90.0
0,331,6.62,lift,0.01424,0.01424,0.0,-9.89,80.11,0.3226,0,0.0275,90.0
0,332,6.64,lift,0.01121,0.01121,0.0,-8.92,81.02,0.3222,0,0.0275,90.0
0,333,6.66,lift,0.01123,0.01123,0.0,-8.06,81.84,0.3218,0,0.0275,90.0
0,334,6.68,lift,0.01095,0.01095,0.0,-7.3,82.45,0.3215,0,0.0275,90.0
0,335,6.7,lift,0.01064,0.01064,0.0,-7.02,82.5,0.3211,0,0.0275,90.0
0,336,6.72,lift,0.01228,0.01228,0.0,-6.84,82.94,0.3208,0,0.0275,90.0
0,337,6.74,lift,0.01066,0.01066,0.0,-6.3,83.65,0.3204,0,0.0275,90.0
0,338,6.76,lift,0.00996,0.00996,0.0,-5.97,84.03,0.3201,0,0.0275,90.0
0,339,6.78,lift,0.01034,0.01034,0.0,-5.56,84.32,0.3197,0,0.0275,90.0
0,340,6.8,lift,0.0129,0.0129,0.0,-4.82,84.8,0.3193,0,0.0275,90.0
0,341,6.82,lift,0.01192,0.01192,0.0,-4.65,84.54,0.3191,0,0.0275,90.0
0,342,6.84,lift,0.00902,0.00902,0.0,-4.43,84.16,0.319,0,0.0275,90.0
0,343,6.86,lift,0.00952,0.00952,0.0,-3.43,84.41,0.3189,0,0.0275,90.0
0,344,6.88,lift,0.01111,0.01111,0.0,-2.76,84.81,0.3188,0,0.0275,90.0
0,345,6.9,lift,0.01302,0.01302,0.0,-2.74,85.32,0.3188,0,0.0275,90.0
0,346,6.92,lift,0.01353,0.01353,0.0,-3.12,85.51,0.3188,0,0.0275,90.0
0,347,6.94,lift,0.0181,0.0181,0.0,-3.5,85.32,0.3189,0,0.0275,90.0
0,348,6.96,lift,0.01795,0.01795,0.0,-3.69,85.95,0.3189,0,0.0275,90.0
0,349,6.98,lift,0.01587,0.01587,0.0,-3.92,86.06,0.3189,0,0.0275,90.0
0,350,7.0,lift,0.0151,0.0151,0.0,-3.8,86.16,0.3189,0,0.0275,90.0
0,351,7.02,lift,0.01354,0.01354,0.0,-4.56,85.4,0.319,0,0.0275,90.0
0,352,7.04,lift,0.01574,0.01574,0.0,-4.97,85.0,0.319,0,0.0275,90.0
0,353,7.06,lift,0.01808,0.01808,0.0,-5.59,84.4,0.3191,0,0.0275,90.0
0,354,7.08,lift,0.01691,0.01691,0.0,-6.57,83.41,0.3192,0,0.0275,90.0
0,355,7.1,lift,0.01722,0.01722,0.0,-7.2,82.71,0.3192,0,0.0275,90.0
0,356,7.12,lift,0.01721,0.01721,0.0,-7.71,82.05,0.3194,0,0.0275,90.0
0,357,7.14,lift,0.01683,0.01683,0.0,-8.22,81.53,0.3196,0,0.0275,90.0
0,358,7.16,lift,0.01617,0.01617,0.0,-9.09,80.66,0.3197,0,0.0275,90.0
0,359,7.18,lift,0.01693,0.01693,0.0,-9.83,79.91,0.3199,0,0.0275,90.0
0,360,7.2,lift,0.01592,0.01592,0.0,-10.78,78.87,0.32,0,0.0275,90.0
0,361,7.22,lift,0.01397,0.01397,0.0,-11.3,78.28,0.3202,0,0.0275,90.0
0,362,7.24,lift,0.0119,0.0119,0.0,-11.27,78.22,0.3203,0,0.0275,90.0
0,363,7.26,lift,0.01159,0.01159,0.0,-11.13,78.39,0.3205,0,0.0275,90.0
0,364,7.28,lift,0.01329,0.01329,0.0,-10.76,78.65,0.3206,0,0.0275,90.0
0,365,7.3,lift,0.01393,0.01393,0.0,-10.48,78.84,0.3207,0,0.0275,90.0
0,366,7.32,lift,0.01322,0.01322,0.0,-10.22,79.06,0.3208,0,0.0275,90.0
0,367,7.34,lift,0.01495,0.01495,0.0,-9.38,79.79,0.3209,0,0.0275,90.0
0,368,7.36,lift,0.0172,0.0172,0.0,-9.12,79.9,0.3209,0,0.0275,90.0
0,369,7.38,lift,0.0192,0.0192,0.0,-9.39,79.44,0.3209,0,0.0275,90.0
0,370,7.4,lift,0.01888,0.01888,0.0,-9.99,78.68,0.3209,0,0.0275,90.0
0,371,7.42,lift,0.01709,0.01709,0.0,-10.55,77.93,0.3209,0,0.0275,90.0
0,372,7.44,lift,0.01501,0.01501,0.0,-10.75,77.66,0.321,0,0.0275,90.0
0,373,7.46,lift,0.01459,0.01459,0.0,-10.64,77.8,0.321,0,0.0275,90.0
0,374,7.48,lift,0.01539,0.01539,0.0,-10.31,78.1,0.3209,0,0.0275,90.0
0,375,7.5,lift,0.01611,0.01611,0.0,-10.07,78.31,0.3209,0,0.0275,90.0
0,376,7.52,lift,0.01588,0.01588,0.0,-10.05,78.33,0.3209,0,0.0275,90.0
0,377,7.54,lift,0.01529,0.01529,0.0,-9.97,78.38,0.3209,0,0.0275,90.0
0,378,7.56,lift,0.01501,0.01501,0.0,-9.82,78.44,0.3209,0,0.0275,90.0
0,379,7.58,lift,0.01595,0.01595,0.0,-9.6,78.39,0.3209,0,0.0275,90.0
0,380,7.6,lift,0.01632,0.01632,0.0,-9.53,78.29,0.3209,0,0.0275,90.0
0,381,7.62,lift,0.01554,0.01554,0.0,-9.51,78.22,0.321,0,0.0275,90.0
0,382,7.64,lift,0.01546,0.01546,0.0,-9.36,78.17,0.321,0,0.0275,90.0
0,383,7.66,lift,0.01648,0.01648,0.0,-9.2,77.74,0.321,0,0.0275,90.0
0,384,7.68,lift,0.01809,0.01809,0.0,-9.35,77.41,0.321,0,0.0275,90.0
0,385,7.7,lift,0.01671,0.01671,0.0,-10.46,76.14,0.3209,0,0.0275,90.0
0,386,7.72,lift,0.01456,0.01456,0.0,-11.28,74.96,0.3209,0,0.0275,90.0
0,387,7.74,lift,0.01269,0.01269,0.0,-11.77,74.54,0.3209,0,0.0275,90.0
0,388,7.76,lift,0.01132,0.01132,0.0,-12.07,74.3,0.3208,0,0.0275,90.0
0,389,7.78,lift,0.01119,0.01119,0.0,-11.87,74.42,0.3208,0,0.0275,90.0
0,390,7.8,lift,0.0118,0.0118,0.0,-11.52,74.66,0.3207,0,0.0275,90.0
0,391,7.82,lift,0.01294,0.01294,0.0,-11.21,74.92,0.3207,0,0.0275,90.0
0,392,7.84,lift,0.01325,0.01325,0.0,-11.09,75.07,0.3207,0,0.0275,90.0
0,393,7.86,lift,0.01245,0.01245,0.0,-10.93,75.25,0.3208,0,0.0275,90.0
0,394,7.88,lift,0.0135,0.0135,0.0,-10.01,75.98,0.3208,0,0.0275,90.0
0,395,7.9,lift,0.01457,0.01457,0.0,-9.68,76.16,0.3208,0,0.0275,90.0
0,396,7.92,lift,0.01461,0.01461,0.0,-9.68,76.11,0.3209,0,0.0275,90.0
0,397,7.94,lift,0.01314,0.01314,0.0,-9.64,76.12,0.3209,0,0.0275,90.0
0,398,7.96,lift,0.01321,0.01321,0.0,-8.6,76.9,0.321,0,0.0275,90.0
0,399,7.98,lift,0.01374,0.01374,0.0,-8.33,77.08,0.321,0,0.0275,90.0
0,400,8.0,lift,0.01572,0.01572,0.0,-8.3,77.01,0.3209,0,0.0275,90.0
0,401,8.02,lift,0.0163,0.0163,0.0,-8.78,76.38,0.3209,0,0.0275,90.0
0,402,8.04,lift,0.01493,0.01493,0.0,-9.1,76.0,0.3209,0,0.0275,90.0
0,403,8.06,lift,0.01199,0.01199,0.0,-10.3,74.77,0.3208,0,0.0275,90.0
0,404,8.08,lift,0.01126,0.01126,0.0,-10.61,74.55,0.3208,0,0.0275,90.0
0,405,8.1,lift,0.01058,0.01058,0.0,-10.64,74.56,0.3207,0,0.0275,90.0
0,406,8.12,lift,0.01024,0.01024,0.0,-10.16,75.03,0.3207,0,0.0275,90.0
0,407,8.14,lift,0.01139,0.01139,0.0,-9.62,75.59,0.3206,0,0.0275,90.0
0,408,8.16,lift,0.01277,0.01277,0.0,-9.35,75.92,0.3206,0,0.0275,90.0
0,409,8.18,lift,0.01261,0.01261,0.0,-9.27,76.17,0.3205,0,0.0275,90.0
0,410,8.2,lift,0.01198,0.01198,0.0,-8.39,76.89,0.3206,0,0.0275,90.0
0,411,8.22,lift,0.01325,0.01325,0.0,-7.34,77.53,0.3206,0,0.0275,90.0
0,412,8.24,lift,0.01404,0.01404,0.0,-7.16,77.54,0.3205,0,0.0275,90.0
0,413,8.26,lift,0.01333,0.01333,0.0,-7.26,77.46,0.3205,0,0.0275,90.0
0,414,8.28,lift,0.01166,0.01166,0.0,-7.09,77.61,0.3205,0,0.0275,90.0
0,415,8.3,lift,0.01214,0.01214,0.0,-6.35,78.05,0.3206,0,0.0275,90.0
0,416,8.32,lift,0.01331,0.01331,0.0,-5.94,78.18,0.3206,0,0.0275,90.0
0,417,8.34,lift,0.01497,0.01497,0.0,-6.31,77.74,0.3205,0,0.0275,90.0
0,418,8.36,lift,0.01341,0.01341,0.0,-7.32,77.09,0.3205,0,0.0275,90.0
0,419,8.38,lift,0.01081,0.01081,0.0,-8.18,76.37,0.3205,0,0.0275,90.0
0,420,8.4,lift,0.00904,0.00904,0.0,-8.29,76.39,0.3205,0,0.0275,90.0
0,421,8.42,lift,0.00991,0.00991,0.0,-7.9,77.03,0.3205,0,0.0275,90.0
0,422,8.44,lift,0.01203,0.01203,0.0,-7.31,77.48,0.3205,0,0.0275,90.0
0,423,8.46,lift,0.0118,0.0118,0.0,-7.33,77.68,0.3205,0,0.0275,90.0
0,424,8.48,lift,0.01068,0.01068,0.0,-7.11,78.03,0.3205,0,0.0275,90.0
0,425,8.5,lift,0.01143,0.01143,0.0,-6.16,78.71,0.3205,0,0.0275,90.0
0,426,8.52,lift,0.01263,0.01263,0.0,-5.76,79.1,0.3205,0,0.0275,90.0
0,427,8.54,lift,0.01307,0.01307,0.0,-5.75,79.25,0.3205,0,0.0275,90.0
0,428,8.56,lift,0.01198,0.01198,0.0,-5.69,79.31,0.3205,0,0.0275,90.0
0,429,8.58,hold,0.01174,0.01174,0.0,-4.59,79.93,0.3206,0,0.0275,90.0
0,430,8.6,hold,0.01325,0.01325,0.0,-4.3,79.96,0.3206,0,0.0275,90.0
0,431,8.62,hold,0.01483,0.01483,0.0,-4.33,79.88,0.3206,0,0.0275,90.0
0,432,8.64,hold,0.01362,0.01362,0.0,-4.78,79.56,0.3206,0,0.0275,90.0
0,433,8.66,hold,0.01238,0.01238,0.0,-4.31,79.71,0.3206,0,0.0275,90.0
0,434,8.68,hold,0.01313,0.01313,0.0,-3.72,79.91,0.3207,0,0.0275,90.0
0,435,8.7,hold,0.0156,0.0156,0.0,-3.57,79.88,0.3206,0,0.0275,90.0
0,436,8.72,hold,0.01313,0.01313,0.0,-5.1,78.45,0.3205,0,0.0275,90.0
0,437,8.74,hold,0.01046,0.01046,0.0,-6.4,77.77,0.3205,0,0.0275,90.0
0,438,8.76,hold,0.00836,0.00836,0.0,-6.63,77.73,0.3204,0,0.0275,90.0
0,439,8.78,hold,0.00741,0.00741,0.0,-6.57,77.97,0.3204,0,0.0275,90.0
0,440,8.8,hold,0.00906,0.00906,0.0,-6.22,78.85,0.3203,0,0.0275,90.0
0,441,8.82,hold,0.01041,0.01041,0.0,-6.38,78.87,0.3202,0,0.0275,90.0
0,442,8.84,hold,0.0102,0.0102,0.0,-6.76,78.84,0.3202,0,0.0275,90.0
0,443,8.86,hold,0.00818,0.00818,0.0,-6.77,79.15,0.3202,0,0.0275,90.0
0,444,8.88,hold,0.00834,0.00834,0.0,-6.18,79.76,0.3202,0,0.0275,90.0
0,445,8.9,hold,0.00939,0.00939,0.0,-6.02,79.93,0.3202,0,0.0275,90.0
0,446,8.92,hold,0.01092,0.01092,0.0,-5.88,80.02,0.3202,0,0.0275,90.0
0,447,8.94,hold,0.00941,0.00941,0.0,-6.07,79.92,0.3202,0,0.0275,90.0
0,448,8.96,hold,0.00847,0.00847,0.0,-5.45,80.3,0.3203,0,0.0275,90.0
0,449,8.98,hold,0.0088,0.0088,0.0,-5.25,80.48,0.3203,0,0.0275,90.0
0,450,9.0,hold,0.00954,0.00954,0.0,-5.2,80.53,0.3203,0,0.0275,90.0
0,451,9.02,hold,0.00954,0.00954,0.0,-5.44,80.37,0.3202,0,0.0275,90.0
0,452,9.04,hold,0.00855,0.00855,0.0,-5.54,80.26,0.3202,0,0.0275,90.0
0,453,9.06,hold,0.0093,0.0093,0.0,-4.85,80.64,0.3203,0,0.0275,90.0
0,454,9.08,hold,0.00952,0.00952,0.0,-4.81,80.67,0.3203,0,0.0275,90.0
0,455,9.1,hold,0.00883,0.00883,0.0,-5.23,80.4,0.3203,0,0.0275,90.0
0,456,9.12,hold,0.01024,0.01024,0.0,-5.48,80.14,0.3202,0,0.0275,90.0
0,457,9.14,hold,0.00846,0.00846,0.0,-5.74,80.01,0.3202,0,0.0275,90.0
0,458,9.16,hold,0.00795,0.00795,0.0,-5.3,80.38,0.3203,0,0.0275,90.0
0,459,9.18,hold,0.00914,0.00914,0.0,-5.05,80.6,0.3203,0,0.0275,90.0
0,460,9.2,hold,0.0091,0.0091,0.0,-5.16,80.62,0.3203,0,0.0275,90.0
0,461,9.22,hold,0.00899,0.00899,0.0,-5.45,80.53,0.3202,0,0.0275,90.0
0,462,9.24,hold,0.0083,0.0083,0.0,-5.54,80.5,0.3202,0,0.0275,90.0
0,463,9.26,hold,0.00855,0.00855,0.0,-4.91,80.94,0.3203,0,0.0275,90.0
0,464,9.28,hold,0.0092,0.0092,0.0,-4.81,80.95,0.3203,0,0.0275,90.0
0,465,9.3,hold,0.00997,0.00997,0.0,-4.81,80.97,0.3202,0,0.0275,90.0
0,466,9.32,hold,0.00877,0.00877,0.0,-5.1,80.68,0.3202,0,0.0275,90.0
0,467,9.34,hold,0.00736,0.00736,0.0,-5.07,80.66,0.3203,0,0.0275,90.0
0,468,9.36,hold,0.00874,0.00874,0.0,-4.73,80.76,0.3203,0,0.0275,90.0
0,469,9.38,hold,0.00958,0.00958,0.0,-4.75,80.67,0.3202,0,0.0275,90.0
0,470,9.4,hold,0.01028,0.01028,0.0,-5.12,80.33,0.3202,0,0.0275,90.0
0,471,9.42,hold,0.00809,0.00809,0.0,-5.45,80.06,0.3202,0,0.0275,90.0
0,472,9.44,hold,0.00743,0.00743,0.0,-4.98,80.34,0.3203,0,0.0275,90.0
0,473,9.46,hold,0.00849,0.00849,0.0,-4.77,80.48,0.3202,0,0.0275,90.0
0,474,9.48,hold,0.00875,0.00875,0.0,-4.9,80.49,0.3202,0,0.0275,90.0
0,475,9.5,hold,0.0096,0.0096,0.0,-5.41,80.16,0.3201,0,0.0275,90.0
0,476,9.52,hold,0.00849,0.00849,0.0,-5.63,80.01,0.3202,0,0.0275,90.0
0,477,9.54,hold,0.00764,0.00764,0.0,-4.97,80.46,0.3202,0,0.0275,90.0
0,478,9.56,hold,0.00785,0.00785,0.0,-4.72,80.62,0.3202,0,0.0275,90.0
0,479,9.58,hold,0.00788,0.00788,0.0,-4.75,80.72,0.3202,0,0.0275,90.0
0,480,9.6,hold,0.00835,0.00835,0.0,-4.99,80.6,0.3201,0,0.0275,90.0
0,481,9.62,hold,0.00892,0.00892,0.0,-5.2,80.44,0.3201,0,0.0275,90.0
0,482,9.64,hold,0.00705,0.00705,0.0,-5.27,80.32,0.3201,0,0.0275,90.0
0,483,9.66,hold,0.00734,0.00734,0.0,-4.55,80.71,0.3201,0,0.0275,90.0
0,484,9.68,hold,0.00823,0.00823,0.0,-4.41,80.77,0.3201,0,0.0275,90.0
0,485,9.7,hold,0.00851,0.00851,0.0,-4.68,80.7,0.32,0,0.0275,90.0
0,486,9.72,hold,0.00819,0.00819,0.0,-5.03,80.51,0.32,0,0.0275,90.0
0,487,9.74,hold,0.00666,0.00666,0.0,-5.14,80.39,0.32,0,0.0275,90.0
0,488,9.76,hold,0.0075,0.0075,0.0,-4.55,80.69,0.32,0,0.0275,90.0
0,489,9.78,hold,0.00845,0.00845,0.0,-4.45,80.78,0.32,0,0.0275,90.0
0,490,9.8,hold,0.00824,0.00824,0.0,-4.65,80.78,0.3199,0,0.0275,90.0
0,491,9.82,hold,0.00715,0.00715,0.0,-4.75,80.76,0.3199,0,0.0275,90.0
0,492,9.84,hold,0.00727,0.00727,0.0,-4.42,80.96,0.3199,0,0.0275,90.0
0,493,9.86,hold,0.00859,0.00859,0.0,-4.23,81.02,0.3199,0,0.0275,90.0
0,494,9.88,hold,0.00914,0.00914,0.0,-4.36,80.93,0.3199,0,0.0275,90.0
0,495,9.9,hold,0.00825,0.00825,0.0,-4.5,80.87,0.3199,0,0.0275,90.0
0,496,9.92,hold,0.00736,0.00736,0.0,-4.07,81.14,0.3199,0,0.0275,90.0
0,497,9.94,hold,0.00726,0.00726,0.0,-4.06,81.18,0.3199,0,0.0275,90.0
0,498,9.96,hold,0.00792,0.00792,0.0,-4.2,81.08,0.3199,0,0.0275,90.0
0,499,9.98,hold,0.00895,0.00895,0.0,-4.39,80.82,0.3198,0,0.0275,90.0
0,500,10.0,hold,0.00776,0.00776,0.0,-4.55,80.68,0.3198,0,0.0275,90.0
0,501,10.02,hold,0.00674,0.00674,0.0,-3.92,81.12,0.3199,0,0.0275,90.0
0,502,10.04,hold,0.00722,0.00722,0.0,-3.71,81.33,0.3199,0,0.0275,90.0
0,503,10.06,hold,0.0076,0.0076,0.0,-3.84,81.28,0.3198,0,0.0275,90.0
0,504,10.08,done,0.00902,0.00902,0.0,-4.29,81.0,0.3197,0,0.0275,90.0
0,505,10.1,done,0.00975,0.00975,0.0,-4.5,80.77,0.3197,0,0.0275,90.0
0,506,10.12,done,0.00736,0.00736,0.0,-4.78,80.62,0.3197,0,0.0275,90.0
