step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
0,1789982950.804,-0.01202776,-0.01113767,0.03599999,-0.002265778,-0.0002495155,0,-0.003983115,-0.0005402612,0,-0.00340362,-5.138102e-05,-0.00211,-0.0001094042,0.020375,-0.001257952,-0.001687266,0,-0.0006984415,-0.001486204,-0.008099385,0.01915937,0,-0.0001287908,-0.0001268588,0.01048091,0.03748908,0.03399971,0.01452567,1e-05,25.54068,0.03470015,0.003929467,0.009707994,0.006537023,0.0001443354,0,1,1e-05,-0.0007417053,0.6227072,1.02902,1.526325,38469,0.9999737,13.09,1.205618
1,1789982953.276,-0.02307289,-0.02591861,0.07199996,-0.004553757,-0.0003333098,-0.01166667,-0.008812988,-0.001135133,-1.919667e-05,-0.006665166,-0.0001015696,-0.00216,-0.000248409,0.04746667,-0.001842965,-0.001802114,-0.0007607955,-0.002642975,-0.00384233,-0.009040128,0.03758088,0.007062682,-0.0002710096,-0.0002087988,0.0181516,0.06496212,0.05958933,0.007704686,1e-05,25.54021,0.02729796,0.003885096,0.01011939,0.005588789,0.0001392829,0,1,1e-05,-0.000703387,0.6421513,0.9267147,1.51026,40338,0.9999518,39.68,3.366895
2,1789982955.767,-0.03199242,-0.03370209,0.09849994,-0.005485108,-0.0004168145,-0.025,-0.01163763,-0.001450948,-0.0005190087,-0.008698109,-0.0001376203,-0.003593334,-0.0003444765,0.05333334,-0.002680646,-0.003962557,-0.002720198,-0.003747055,-0.004862796,-0.006495518,0.0514264,0,-0.0003764427,-0.0002859864,0.02354687,0.08383574,0.07287379,0.00640313,1e-05,25.53996,0.02616489,0.003947806,0.01037864,0.005435313,0.0001012064,0,1,1e-05,-0.0004547797,0.56046,0.9528749,1.531497,39568,0.9999481,63.09,5.380867
3,1789982958.285,-0.04601975,-0.05149905,0.1439999,-0.009552393,-0.0005395644,-0.00375,-0.01559153,-0.002057521,0,-0.01197143,-0.0002030408,-0.0037,-0.0002371272,0.11205,-0.003977868,-0.003515843,0,-0.004437738,-0.006129804,-0.009240462,0.07680824,0.02140519,-0.0005310184,-0.0003823253,0.03284744,0.1321307,0.1232891,0.006015623,1e-05,25.53984,0.02615523,0.004023893,0.01063128,0.005484431,0.0001054122,0,1,1e-05,-0.0005137938,0.526493,0.9635258,1.542138,39232,0.9999279,86.38,7.739017
4,1789982960.791,-0.05491561,-0.05921308,0.1690499,-0.009535953,-0.000832764,-0.0245,-0.01905323,-0.002552942,-0.0002643477,-0.0139221,-0.0002366912,-0.006326001,-0.0004853302,0.11269,-0.004621017,-0.006226955,-0.001268554,-0.006213361,-0.007933149,-0.01206463,0.08891677,0.01059943,-0.00064168,-0.0004696378,0.04090649,0.1525514,0.1180689,0.005867145,1e-05,25.53939,0.02631327,0.004069482,0.01091408,0.005462564,0.0001327327,0,1,1e-05,-0.0005870486,0.4511936,0.9760363,1.523588,39327,0.9999053,112.39,9.386872
5,1789982963.320,-0.0687813,-0.07741825,0.216,-0.01402911,-0.0009969419,-0.02454545,-0.02570611,-0.00332888,-0.0002431569,-0.01894142,-0.0003029378,-0.004503637,-0.0005791883,0.1601862,-0.005569005,-0.004345478,0,-0.008208876,-0.01084625,-0.01533723,0.1132899,0.03607956,-0.0008255229,-0.0005860256,0.05530704,0.1919664,0.1765171,0.005715502,1e-05,25.53907,0.02647935,0.004133679,0.01120466,0.005425513,0.0001379983,0,1,1e-05,-0.0005202332,0.4356227,0.97633,1.547101,38956,0.9998914,134.61,11.37083
6,1789982965.846,-0.08010334,-0.09165291,0.2520002,-0.01490409,-0.001014367,-0.04937499,-0.02914561,-0.00375491,-0.00166737,-0.0213986,-0.0003533025,-0.007262501,-0.000639021,0.1761811,-0.006250302,-0.007418213,-0.00502273,-0.009495581,-0.01132481,-0.0138986,0.1331632,0.02778165,-0.0009569818,-0.0006649519,0.05815973,0.2240873,0.1960646,0.005599034,1e-05,25.53888,0.02667697,0.004248536,0.01150693,0.005322477,0.0001694678,0,1,1e-05,-0.000699284,0.3911284,0.975657,1.544501,39007,0.9998862,156.48,13.08053
7,1789982968.369,-0.09074697,-0.103602,0.2880004,-0.01778056,-0.001313638,-0.06666666,-0.0316182,-0.004256006,-0.003622616,-0.02275761,-0.0004016752,-0.009303335,-0.0005612398,0.1873748,-0.0069702,-0.01030111,-0.001374125,-0.01017147,-0.01424122,-0.01324295,0.1517455,0.01421501,-0.001072767,-0.0007976308,0.07365464,0.2369807,0.2325664,0.005569858,1e-05,25.5387,0.0270749,0.004398318,0.01192139,0.00518533,0.0002736883,0,1,1e-05,-0.0007979091,0.3814835,0.9689808,1.54775,39060,0.999863,182.17,14.42235
8,1789982970.901,-0.1003061,-0.1134734,0.3091881,-0.01809998,-0.001636495,-0.0775,-0.03653891,-0.004596114,-0.0004330311,-0.02520838,-0.0004323605,-0.007915001,-0.0004615706,0.220256,-0.008014156,-0.008705866,-0.000274076,-0.01224619,-0.01812313,-0.01297868,0.1608468,0.0343931,-0.001221989,-0.0008572941,0.08096933,0.2293301,0.1822128,0.005492839,1e-05,25.53813,0.02763288,0.004522276,0.01256107,0.005056685,0.0004058877,0,1,1e-05,-0.0008148391,0.3215588,0.9849989,1.540586,38923,0.9998305,199.4,16.66805
9,1789982973.437,-0.1073239,-0.1253192,0.3432009,-0.02295807,-0.001551514,-0.073,-0.04058404,-0.005202234,-0.0001846199,-0.02945388,-0.0004821932,-0.011376,-0.0005088401,0.2291897,-0.008307061,-0.01040164,-0.001433811,-0.01340384,-0.01768526,-0.01699529,0.180843,0.033659,-0.001341218,-0.0009328565,0.08394932,0.3001151,0.2509802,0.005554429,1e-05,25.53755,0.0286874,0.004597414,0.01359421,0.004941351,0.0008185356,0,1,1e-05,-0.001201707,0.3361655,0.9714105,1.552248,38952,0.9997956,221.92,17.82394
