step,wall_time,Episode_Reward/action_rate,Episode_Reward/alive,Episode_Reward/base_angular_motion,Episode_Reward/base_height,Episode_Reward/base_motion,Episode_Reward/failure,Episode_Reward/joint_limits,Episode_Reward/joint_vel,Episode_Reward/reach_coarse,Episode_Reward/reach_fine,Episode_Reward/upright,Episode_Termination/bad_orientation,Episode_Termination/base_contact,Episode_Termination/low_base,Episode_Termination/outside_workspace,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/ee_position/position_error_m,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
0,1789604822.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07011,1e-05,0.0186783,0.01978842,0,0.5473356,0.07440925,79054,0.5002097,,
1,1789604822.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07952,1e-05,-0.00511643,0.01171248,0,0.4899528,0.03922319,92884,0.5006098,,
2,1789604823.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.09958,0.0002562891,-0.007327702,0.01209854,0,0.5062129,0.04206562,89647,0.5015905,,
3,1789604823.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.16321,0.0002562891,-0.01134178,0.01103798,0,0.517364,0.03986263,88208,0.5032603,,
4,1789604824.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.20262,0.0001708594,-0.01141425,0.01115015,0,0.5125172,0.03925419,89080,0.5042054,,
5,1789604825.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.23724,0.0001708594,-0.01250088,0.01162126,0,0.5130754,0.03906298,89021,0.5052309,,
6,1789604825.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.28306,0.0003844336,-0.01220748,0.01132476,0,0.5201776,0.03894067,87909,0.5068727,,
7,1789604826.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.34222,0.0003844336,-0.01264927,0.01324541,0,0.5139489,0.03873706,88932,0.508409,,
8,1789604826.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.40782,0.0005766504,-0.01217472,0.01255233,0,0.5115943,0.03897119,89275,0.5107957,,
9,1789604827.622,-0.02867537,0.1699582,-0.08265851,-0.02279311,-0.002861577,-0.003,0,-0.001381408,0.1399195,0.001281824,-0.02148433,0.0006306967,0,0,0,0,13.50486,0.0005766504,-0.01121554,0.01380454,0.3799134,0.8329656,0.03879905,56382,0.5133624,230.6667,2.188227
