step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/fixture_force_tracking,Episode_Reward/fixture_lost,Episode_Reward/fixture_seat,Episode_Reward/fixture_tool_speed,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Fixture/force_ceiling_n,Fixture/lost_backed_off_fraction,Fixture/lost_fraction,Fixture/lost_lifted_off_fraction,Fixture/lost_slid_off_fraction,Fixture/mean_error_n,Fixture/press_lost_fraction,Fixture/press_slip_radius_m,Fixture/relative_force_error,Fixture/relative_force_error_ema,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
14557,1790245056.114,-0.2868879,-0.4094194,0.7605056,-0.02722722,-0.04621528,-0.0004870293,-0.002,-0.1253741,-0.004499521,-0.005207367,-0.08338515,-0.001017462,-0.01978,-0.001331549,0.7672657,-0.01552019,-0.01287834,-0.0008785687,-0.01844523,0.03275114,-0.06,-0.004664545,-0.01876287,-0.02422815,-0.01317793,0.419079,0.09441533,-0.003801361,-0.003356515,0.3355162,0.7509645,0.3470426,0.9172935,40,0,1,1,0,0.2261818,0.648379,0.15,0.2321866,0.3525748,0.0006407524,5.0625e-05,28.09315,0.002211119,4.42566e-14,0.001500063,7.030375e-05,0.007166508,0,0.2,0,5.0625e-05,-0.01015257,0.2209725,1.333547,1.537793,34236,1.188293,844.48,97.11324
14558,1790245058.986,-0.3147778,-0.457734,0.8542568,-0.0358546,-0.01828443,-0.0005137075,-0.0125,-0.1398141,-0.005206206,-0.005638251,-0.09895869,-0.001109518,-0.02129,-0.00163413,0.891359,-0.01830349,-0.0154732,-0.002255976,-0.02142577,0.01438611,-0.05,-0.001723049,-0.007798329,-0.02828088,-0.0162937,0.466835,0.0897202,-0.004249088,-0.003862076,0.366185,0.8163473,0.4135011,1.007252,40,0,1,1,0,7.987079,0.648379,0.15,0.7072453,0.4291157,0.000622779,0.0001139063,28.08638,0.002092378,2.821909e-14,0.001402852,6.674627e-05,0.01104152,0,0.15,0,0.0001139063,-0.0127752,0.1794869,1.312664,1.547363,34371,1.187467,847.52,97.50884
14559,1790245061.856,-0.5853114,-0.7924117,1.498514,-0.06829502,-1.682557,-0.002965479,-0.0025,-0.1926245,-0.009096406,-0.007856606,-0.1188922,-0.0017067,0,-0.001140841,1.455588,-0.03691196,0,0,-0.04620723,1.459317,0,-0.01889422,-0.2944099,-0.0440984,-0.0209826,0.7600553,0.4354048,-0.006642545,-0.00523063,0.6211423,1.70821,0.7608323,1.843766,40,0,0,0,0,2.65505,0.648379,0.15,0.1289382,0.4044337,0.0006078682,0.0001139063,28.07084,0.002086521,2.324814e-11,0.001390438,8.821495e-05,0.01436742,0.05,0.1,0,0.0001139063,-0.01165903,0.2034958,1.315545,1.542568,34394,1.186716,840.11,96.27901
14560,1790245064.730,-0.4779358,-0.6269737,1.224761,-0.05614486,-1.299179,-0.000881795,-0.00125,-0.1634333,-0.007489953,-0.02875975,-0.101221,-0.001443599,0,-0.001524294,1.132509,-0.02925733,0,0,-0.03310828,1.008472,-0.025,-0.06688789,-0.3049299,-0.03484528,-0.01726,0.6532496,0.3649368,-0.00535564,-0.004323502,0.5261829,1.326402,0.6114348,1.498149,40,0,0.25,0.25,0,3.017178,0.648379,0.15,0.1786786,0.4060358,0.000611763,0.0001139063,28.065,0.002270147,1.922452e-10,0.001591476,6.690773e-05,0.01420063,0.05,0.1,0,0.0001139063,-0.0119339,0.3139835,1.318771,1.54328,34347,1.186665,836.43,96.89153
14561,1790245067.605,-0.5570068,-0.7711823,1.498514,-0.0775301,-1.573267,-0.0003693049,0,-0.1921356,-0.008538103,-0.3448202,-0.1200831,-0.001748178,0,-0.002425401,1.34736,-0.03331743,0,0,-0.02941128,0.2020041,0,-0.295485,-0.7954738,-0.0338716,-0.02202574,0.8348228,0.4565205,-0.006606951,-0.005003398,0.6466443,1.403937,0.6871152,1.848156,40,1,0,0,0,23.76823,0.648379,0.15,0.8331546,0.3930986,0.0006093422,0.0001708594,28.05694,0.002045013,2.767402e-11,0.001372814,6.285647e-05,0.01430398,0,0.1,0,0.0001708594,-0.01376692,0.1571565,1.324389,1.539582,34324,1.185606,788.65,93.03363
14562,1790245070.492,-0.4202942,-0.5653449,1.090509,-0.047095,-0.6234299,-0.001801385,0,-0.1622102,-0.006944827,-0.01102651,-0.1048055,-0.001373974,-0.01572667,-0.001358176,1.113844,-0.02514591,-0.01116392,-0.0004210967,-0.02834291,0.4473977,-0.03333334,-0.01578427,-0.1261786,-0.04330968,-0.01738512,0.5667704,0.2074489,-0.004974467,-0.004394273,0.4617728,1.115058,0.5459058,1.33181,40,0,0.5,0.5,0,2.632264,0.648379,0.15,0.186526,0.3695148,0.000601357,0.0001708594,28.04035,0.002033235,3.784335e-12,0.001368196,6.368168e-05,0.01430389,0,0.05,0,0.0001708594,-0.01270318,0.2399059,1.337461,1.537954,34187,1.185049,792.71,91.29642
14563,1790245073.394,-0.5799307,-0.7916516,1.498514,-0.0661798,-1.091262,-0.001883321,-0.004166667,-0.2301925,-0.009557679,-0.04966567,-0.1488167,-0.001843285,-0.01834667,-0.002020526,1.448872,-0.03441304,-0.0116246,-0.001142209,-0.03661648,0.7305776,0,-0.04581628,-0.3199371,-0.05083844,-0.02321773,0.7989558,0.3150409,-0.007214867,-0.006118413,0.6415341,1.541835,0.7464948,1.813974,40,0.25,0,0,0,2.366791,0.648379,0.15,0.2613581,0.420915,0.0005891579,0.0001139063,28.03704,0.002038681,5.121757e-13,0.00138363,6.589291e-05,0.01373591,0.1,0.1,0,0.0001139063,-0.01161356,0.2538601,1.362656,1.527584,34012,1.185129,771.48,89.54978
14564,1790245076.309,-0.564589,-0.7589075,1.440262,-0.0655176,-1.490626,-0.001571202,-0.004166667,-0.196357,-0.008974584,-0.03179445,-0.1218216,-0.001723737,0,-0.001580818,1.333286,-0.03514771,0,0,-0.03666371,0.8656819,0,-0.2388053,-0.4549143,-0.04451057,-0.02015445,0.7596202,0.426758,-0.006530793,-0.005168529,0.6153161,1.498996,0.7083496,1.768516,40,0,0,0,0.1666667,5.445847,0.648379,0.15,0.3890045,0.4177047,0.0005955404,0.0001139063,28.03182,0.002036057,8.203053e-14,0.001352559,8.795773e-05,0.01471,0.05,0.1,0,0.0001139063,-0.0125408,0.1442913,1.362156,1.540494,33866,1.184212,844.58,98.00872
14565,1790245079.231,-0.5566656,-0.8088285,1.498514,-0.07119158,-1.638234,-0.0008255096,0,-0.2186285,-0.01026435,-0.1041488,-0.1388893,-0.001834647,0,-0.002538058,1.31031,-0.03526594,0,0,-0.03275972,0.7366835,0,-0.1687325,-0.4045008,-0.0360565,-0.02341126,0.8306088,0.4553241,-0.006596692,-0.005572311,0.6589944,1.53846,0.68337,1.87222,40,0,0,0,0,5.779068,0.648379,0.15,0.4479439,0.6535437,0.0005997187,0.0001139063,28.01574,0.00203736,2.954086e-14,0.00137333,6.431058e-05,0.01096329,0,0.05,0,0.0001139063,-0.01283808,0.1416864,1.363851,1.544233,33803,1.183121,899.99,103.2037
14566,1790245082.133,-0.3359005,-0.4758679,0.895257,-0.03883278,-0.5918695,-0.0004447818,0,-0.1248113,-0.005477113,-0.02236075,-0.07990672,-0.001140112,-0.002633334,-0.001570679,0.8056218,-0.02063161,-0.001992015,0,-0.02012766,0.2541716,-0.05,-0.135069,-0.2096176,-0.02556486,-0.01471539,0.4981022,0.2540301,-0.003975664,-0.003167887,0.3905483,0.8861126,0.4187394,1.086807,40,0.2,0.6,0.4,0.2,9.838781,0.648379,0.15,0.6416082,0.489927,0.00060248,0.0001139063,27.9971,0.002226706,1.876355e-11,0.001563086,6.113941e-05,0.01334332,0.05,0.1,0,0.0001139063,-0.01146704,0.222663,1.348677,1.539851,34032,1.182259,822.86,96.11
14567,1790245085.040,-0.580582,-0.8033407,1.498514,-0.06610873,-1.268836,-0.0007574376,0,-0.2158669,-0.009485742,-0.03909668,-0.1376328,-0.001849134,-0.007245,-0.002125255,1.381486,-0.03487173,-0.00579028,-0.0004833085,-0.03336571,0.5019116,0,-0.01890898,-0.2855244,-0.0449226,-0.02204942,0.8149544,0.3951162,-0.006808467,-0.00545514,0.6507156,1.519767,0.7945506,1.842602,40,0,0,0,0,11.42366,0.648379,0.15,0.7673311,0.3924402,0.000593086,0.0001708594,27.98599,0.001959518,1.053377e-10,0.001303457,6.297549e-05,0.01344649,0,0.1,0,0.0001708594,-0.01357354,0.2423355,1.352622,1.542141,33959,1.18176,807.88,97.31282
14568,1790245087.832,-0.5587831,-0.7830951,1.472013,-0.0568241,-0.5819215,-0.0009360745,0,-0.2278648,-0.008874948,-0.06580737,-0.1498832,-0.001876377,-0.02548,-0.002136194,1.472364,-0.03234679,-0.01742338,-0.001688467,-0.03891231,0.5232806,-0.03333334,-0.0433627,-0.1082055,-0.05520856,-0.0244518,0.7929022,0.2538956,-0.007014692,-0.005982816,0.6187735,1.408131,0.7081718,1.761299,40,0,1,1,0,1.61242,0.648379,0.15,0.130232,0.3581218,0.0005923117,7.59375e-05,27.9785,0.00204055,1.014307e-11,0.001358623,8.961566e-05,0.01377512,0.15,0.1,0,7.59375e-05,-0.01258135,0.2031883,1.227332,1.554686,35335,1.181324,839.62,98.38333
14569,1790245090.641,-0.5677934,-0.8106656,1.498514,-0.06406456,-0.8134903,-0.0009996527,0,-0.2082837,-0.009604344,-0.0142164,-0.1320601,-0.001908009,-0.008209999,-0.00256087,1.374011,-0.03507368,-0.005672533,-0.0002686876,-0.03233566,0.2598611,0,-0.08499142,-0.2801546,-0.04641763,-0.02166807,0.8219928,0.3970737,-0.006615438,-0.005361351,0.6539792,1.419453,0.719664,1.825796,40,0,0,0,0,13.35951,0.648379,0.15,0.7684607,0.4306174,0.0005778784,0.0001139063,27.97145,0.001953224,1.364565e-12,0.001300916,7.442922e-05,0.01062957,0,0.1,0,0.0001139063,-0.01310457,0.2235526,1.230481,1.567161,35138,1.180955,846.5,98.98311
14570,1790245093.474,-0.576602,-0.7986616,1.498514,-0.06647335,-0.8562382,-0.001088992,-0.006250001,-0.2249985,-0.009637687,-0.05601634,-0.147622,-0.001877824,-0.0223325,-0.002371318,1.453557,-0.03437848,-0.01580179,-0.0005523168,-0.03656708,0.4179727,0,-0.08299764,-0.2292698,-0.04815623,-0.02406887,0.8109219,0.2958283,-0.007214463,-0.006138367,0.644056,1.449455,0.7307775,1.807518,40,0.25,0,0,0,11.60801,0.6262376,0.15,0.6084958,0.3872527,0.0005740102,0.0001139063,27.96631,0.002126758,1.585735e-13,0.001485357,6.739053e-05,0.014158,0.05,0.1,0,0.0001139063,-0.01224355,0.2490037,1.269042,1.551342,34854,1.180718,855.13,100.2892
14571,1790245096.331,-0.5610832,-0.7968124,1.498514,-0.06799574,-0.8913374,-0.001235448,-0.006428572,-0.2202218,-0.009035665,-0.09568785,-0.144811,-0.001857996,-0.01694858,-0.002347088,1.466128,-0.03412545,-0.01082148,-0.001404363,-0.03552219,0.3715316,0,-0.2187666,-0.5074247,-0.04982709,-0.02502392,0.8087941,0.3205621,-0.007296634,-0.006172269,0.6436476,1.467014,0.6749727,1.792092,40,0.5,0,0,0,11.11999,0.6262376,0.15,0.5643421,0.3885115,0.0005859236,0.0001708594,27.95976,0.002293414,3.236627e-14,0.001647571,5.991996e-05,0.0141289,0,0.1,0,0.0001708594,-0.01320443,0.2533768,1.293605,1.551593,34550,1.180108,897.12,104.1117
14572,1790245099.200,-0.4371059,-0.6066135,1.151796,-0.04805095,-0.4612404,-0.0005878898,0,-0.1672233,-0.006858935,-0.02227113,-0.1098083,-0.001458411,-0.01558571,-0.001751153,1.129288,-0.02522643,-0.01012262,-0.0007586448,-0.02728904,0.287726,-0.02857143,-0.1589805,-0.1968532,-0.03508903,-0.0188837,0.6258473,0.2338492,-0.005383058,-0.004591563,0.4929658,1.13111,0.5204753,1.394818,40,0.25,0.5,0.5,0,5.657893,0.6262376,0.15,0.4360695,0.3699376,0.000585156,0.0001708594,27.94954,0.001917633,1.783479e-14,0.001273085,5.939146e-05,0.01392184,0,0.05,0,0.0001708594,-0.01442967,0.170909,1.290774,1.565856,34412,1.179393,853.93,100.6649
14573,1790245102.074,-0.530061,-0.7232904,1.367095,-0.0608784,-1.115748,-0.0009524288,-0.004444445,-0.1953707,-0.008559534,-0.1072556,-0.1253375,-0.001663304,-0.01006,-0.001792711,1.31207,-0.0317604,-0.007006547,-0.0003775115,-0.03443354,0.7514927,-0.01111111,-0.09954046,-0.2839224,-0.03950237,-0.02072111,0.7360427,0.3341574,-0.006453804,-0.005356464,0.589852,1.445985,0.6808795,1.67007,40,0.2142857,0.1428572,0.1428572,0,5.209079,0.6262376,0.15,0.3246658,0.4047294,0.0005722706,0.0001139063,27.94035,0.00184123,1.536316e-14,0.001208272,6.068675e-05,0.01542019,0.05,0.05,0,0.0001139063,-0.01153157,0.2852936,1.294547,1.569031,34329,1.179128,898.21,107.2733
14574,1790245104.928,-0.4076436,-0.5686554,1.081009,-0.04558847,-0.5800308,-0.00107002,0,-0.1450417,-0.006482339,-0.02089395,-0.09526919,-0.001351929,-0.003980001,-0.001505508,1.025992,-0.02496827,-0.003889129,-4.496277e-05,-0.02718951,0.5066067,-0.03333334,-0.001546947,-0.1172461,-0.03509201,-0.01665021,0.5784379,0.2851032,-0.00493103,-0.003944816,0.4611578,1.101993,0.5517589,1.311656,40,0,0.5,0.5,0,1.937727,0.6262376,0.15,0.1308361,0.3441783,0.0005723088,7.59375e-05,27.93755,0.001794001,1.494466e-14,0.001162817,5.88751e-05,0.01576657,0.1,0.1,0,7.59375e-05,-0.0114777,0.2461708,1.307119,1.534965,34588,1.179002,819.72,99.16978
14575,1790245107.804,-0.567883,-0.7525637,1.450512,-0.06058992,-1.234106,-0.000903687,-0.00375,-0.2127002,-0.008770036,-0.01809978,-0.1375341,-0.001724337,-0.01509,-0.001681087,1.418238,-0.03339675,-0.009326966,-0.001551556,-0.04165458,0.9185702,-0.025,-0.2439221,-0.2412847,-0.04536675,-0.02233791,0.7704982,0.3190162,-0.006728133,-0.005475596,0.6300761,1.542293,0.6983864,1.765731,40,0,0.3333333,0.3333333,0,3.17365,0.6262376,0.15,0.1615504,0.3397271,0.000583738,0.0001139063,27.9385,0.002061482,1.504012e-14,0.001406984,7.075934e-05,0.01132688,0,0.1,0,0.0001139063,-0.01211851,0.3235692,1.309194,1.549355,34389,1.179247,839.07,101.4099
14576,1790245110.681,-0.4238132,-0.5720245,1.091676,-0.04658153,-1.145569,-0.0007579058,-0.002222223,-0.1417703,-0.006989972,-0.005208404,-0.0886151,-0.001310903,0,-0.001159883,1.013997,-0.02620115,0,0,-0.02826265,0.839398,-0.03333334,-0.01300479,-0.2700065,-0.02825471,-0.01567464,0.5867316,0.326573,-0.004950893,-0.003887878,0.4760982,1.181436,0.5496663,1.345717,40,0.1111111,0.3333333,0.2222222,0.1111111,3.356755,0.6262376,0.15,0.2528935,0.3462606,0.0005840753,7.59375e-05,27.94556,0.001995487,1.81683e-14,0.001313837,9.757464e-05,0.01462136,0.1,0.1,0,7.59375e-05,-0.01393711,0.2998641,1.312843,1.552907,34303,1.179714,829.28,98.68202
14577,1790245113.593,-0.5577768,-0.7905641,1.498514,-0.05301858,0,-0.0009714676,0,-0.2474307,-0.00905286,-0.02274552,-0.1774655,-0.002018799,-0.04402001,-0.003144484,1.611267,-0.03223955,-0.03117268,-0.006025847,-0.04081427,0,0,0,0,-0.04713752,-0.02453986,0.8072893,0.1129701,-0.007300557,-0.006824638,0.6538813,1.427685,0.6645147,1.81177,40,0,0.3333333,0.3333333,0,2.815719,0.6262376,0.15,0.1394818,0.3713392,0.0005748111,0.0001139063,27.94963,0.001887494,2.840586e-13,0.001244567,6.811498e-05,0.01144232,0,0.1,0,0.0001139063,-0.01220461,0.2438605,1.357858,1.543187,33885,1.179615,769.48,91.86662
14578,1790245116.496,-0.4904177,-0.6868667,1.287511,-0.05266928,-0.819325,-0.0006237909,0,-0.1948316,-0.008155314,-0.04099874,-0.1267392,-0.001606319,-0.01705666,-0.00188805,1.270995,-0.02979726,-0.01236048,-0.0003822006,-0.03275343,0.4145554,-0.01666667,-0.0023599,-0.1889037,-0.04295095,-0.01993487,0.6953863,0.2555926,-0.006420852,-0.005407104,0.5521568,1.308419,0.629954,1.544628,40,0,0.25,0.25,0,7.933837,0.6262376,0.15,0.4402011,0.3563753,0.0005788041,0.0001139063,27.94888,0.00186793,5.309683e-11,0.001228712,6.041365e-05,0.01511347,0.05,0.1,0,0.0001139063,-0.01350379,0.3349231,1.368875,1.521806,34007,1.179788,820.47,97.07236
14579,1790245119.405,-0.4182312,-0.5892367,1.096676,-0.04439488,-0.3755213,-0.0005693904,-0.002777778,-0.1701618,-0.006622256,-0.02828241,-0.1145475,-0.001396688,-0.01923111,-0.001790543,1.073748,-0.02500266,-0.01415124,-0.0008684962,-0.02786955,0.2254542,-0.03333334,-0.09421133,-0.09937706,-0.03557678,-0.01735282,0.5935491,0.1922631,-0.005295186,-0.004644128,0.4728916,1.089464,0.5273086,1.30788,40,0,0.6,0.6,0,4.662181,0.6262376,0.15,0.2777985,0.3341998,0.0005726836,7.59375e-05,27.95243,0.001856819,1.50037e-11,0.001223171,6.096452e-05,0.01138613,0.1,0.1,0,7.59375e-05,-0.01152723,0.384448,1.363575,1.533416,33933,1.180002,779.11,94.97033
14580,1790245122.306,-0.507648,-0.6810548,1.301512,-0.05539029,-1.128882,-0.0009812409,-0.01083334,-0.186019,-0.008503152,-0.01607516,-0.1168273,-0.001574305,-0.007506667,-0.001610253,1.231594,-0.03053566,-0.004974802,-0.0004827325,-0.03366116,0.9066586,-0.01666667,-0.003138373,-0.2534883,-0.03592195,-0.02042371,0.6986504,0.3325826,-0.006031593,-0.004941866,0.5579737,1.420735,0.6668746,1.608873,40,0,0.2,0,0.2,3.583713,0.6262376,0.15,0.1925716,0.301176,0.0005794778,0.0001139063,27.95702,0.001894408,2.252441e-12,0.001235821,7.910969e-05,0.01067693,0,0.1,0,0.0001139063,-0.01302282,0.3215052,1.355411,1.533477,34028,1.180398,741.32,90.98398
14581,1790245125.220,-0.4801974,-0.6599349,1.267811,-0.05291141,-0.700662,-0.0006914308,-0.004,-0.1903392,-0.00775885,-0.01086647,-0.1234199,-0.001564087,-0.018376,-0.00175366,1.253221,-0.02801344,-0.01204555,-0.0004303525,-0.03335683,0.5165469,-0.02,-0.03816314,-0.1434754,-0.04119699,-0.02038139,0.6719478,0.2420471,-0.005864342,-0.005050219,0.5487713,1.214776,0.5862532,1.531543,40,0,0.3333333,0.3333333,0,1.424841,0.51,0.15,0.1368232,0.325368,0.0005836328,0.0001139063,27.96511,0.00190363,2.873155e-13,0.001259228,6.076942e-05,0.01425807,0.05,0.1,0,0.0001139063,-0.01227604,0.3336423,1.359138,1.542269,33881,1.180926,796.2,95.17499
14582,1790245128.124,-0.5636556,-0.8133174,1.498514,-0.06623667,-0.8378085,-0.0006785912,-0.005,-0.2425257,-0.009095586,-0.07967763,-0.1640818,-0.001885674,-0.02185,-0.003079551,1.442913,-0.03352346,-0.01534478,-0.0005320976,-0.03716472,0.3788092,0,-0.3610093,-0.2154764,-0.05341928,-0.02472096,0.8121373,0.2838282,-0.007945307,-0.006812686,0.6543168,1.433907,0.6517123,1.774477,40,1,0,0,0,9.188972,0.51,0.15,0.4680753,0.337277,0.0005773061,0.0001708594,27.97274,0.001869379,5.561882e-11,0.001231379,6.069461e-05,0.015064,0,0.1,0,0.0001708594,-0.01300438,0.3006362,1.358935,1.532871,33993,1.181294,741.12,90.25336
14583,1790245131.025,-0.5830314,-0.7884659,1.498514,-0.06317981,-0.8531622,-0.001975204,-0.0075,-0.2164517,-0.009309292,-0.01022826,-0.1392302,-0.001857273,-0.01492,-0.001732469,1.488739,-0.03584823,-0.01066621,-0.000553707,-0.03965513,0.7534357,0,-2.813649e-17,-0.1731953,-0.04545214,-0.0230343,0.7942798,0.3317978,-0.007144961,-0.006144198,0.6518521,1.579293,0.7749366,1.778795,40,0,0,0,0,1.384638,0.51,0.15,0.1248247,0.3568045,0.0005772522,0.0001139063,27.97406,0.001863963,2.248716e-11,0.001228064,5.864586e-05,0.01333556,0.05,0.05,0,0.0001139063,-0.01191725,0.2544197,1.340939,1.547351,34035,1.181172,767.58,93.19427
14584,1790245134.026,-0.5655515,-0.7946255,1.498514,-0.05775192,-1.348064,-0.000661995,0,-0.199067,-0.00980149,-0.02332412,-0.1280435,-0.001857096,-0.004500001,-0.002015887,1.377448,-0.03548736,-0.002765581,-0.00126515,-0.03620399,0.7551754,0,-0.3508279,-0.4339763,-0.04166071,-0.02237967,0.8186371,0.4199796,-0.007271001,-0.005864142,0.6495358,1.455358,0.7139884,1.822781,40,0.5,0,0,0.1666667,6.306797,0.51,0.15,0.3710657,0.3093211,0.0005785936,0.0001139063,27.97228,0.002054624,3.154538e-12,0.001415401,6.062999e-05,0.01405884,0.05,0.1,0,0.0001139063,-0.01169073,0.3038996,1.352255,1.638031,32874,1.181171,836.74,100.1264
14585,1790245136.927,-0.4894522,-0.6919154,1.294761,-0.05128087,-0.857875,-0.0006432753,-0.015,-0.184456,-0.00838935,-0.05330133,-0.1194108,-0.001636692,-0.007713336,-0.001954284,1.215768,-0.03006006,-0.004952395,-0.0004966256,-0.02918073,0.3149177,-0.01666667,-0.09484395,-0.3044872,-0.03641394,-0.02013405,0.7146175,0.336603,-0.006226636,-0.005268849,0.5640625,1.228295,0.6371768,1.577264,40,0.75,0.25,0.25,0,14.21182,0.51,0.15,0.6517023,0.3479677,0.0005902469,0.0001139063,27.9744,0.002448772,8.189626e-11,0.001799435,5.908976e-05,0.01397886,0.05,0.1,0,0.0001139063,-0.01118516,0.2855406,1.338719,1.548914,34043,1.181312,788.9,92.27042
14586,1790245139.833,-0.3415194,-0.4724983,0.891382,-0.03704248,-0.4369709,-0.0003894522,0,-0.1305074,-0.005282253,-0.001426459,-0.08474818,-0.001114681,-0.011715,-0.001040559,0.8716321,-0.01972674,-0.006713048,-0.001411893,-0.02320345,0.363253,-0.05,-0.0009350921,-0.08165297,-0.02673154,-0.01483584,0.4804815,0.1828253,-0.004255327,-0.003530326,0.3857581,0.8890766,0.4546452,1.084242,40,0,0.6666667,0.6666667,0,1.80025,0.51,0.15,0.1102498,0.3693962,0.0006031775,5.0625e-05,27.97416,0.00187198,3.780868e-11,0.001210085,5.871757e-05,0.0144581,0.15,0.1,0,5.0625e-05,-0.01075604,0.2384053,1.344267,1.550855,33955,1.181186,830.93,99.29541
14587,1790245142.637,-0.4634109,-0.6688303,1.237211,-0.05048197,-0.3511836,-0.0007331336,0,-0.2054131,-0.007785627,-0.0397194,-0.1390628,-0.001595439,-0.02936,-0.002285931,1.277943,-0.02689864,-0.01955627,-0.001900365,-0.03101316,0.1410511,-0.02,-0.03170342,-0.09857704,-0.04369875,-0.02259348,0.6715654,0.1480287,-0.00674301,-0.005882948,0.543571,1.198823,0.5613459,1.485259,40,0,0.5,0.5,0,13.16109,0.51,0.15,0.5506594,0.3848861,0.0005700294,0.0001139063,27.97083,0.001826769,5.174099e-12,0.001198133,5.860729e-05,0.01042498,0,0.15,0,0.0001139063,-0.01272522,0.2495596,1.23004,1.563278,35192,1.180845,900.32,107.1178
14588,1790245145.380,-0.3453554,-0.4661699,0.8977571,-0.03112268,-0.9190861,-0.0005438705,0,-0.1213407,-0.005749837,-0.01585339,-0.07694441,-0.001078147,0,-0.0008706266,0.7836049,-0.02098088,0,0,-0.02562024,0.6528112,-0.05,-0.002811668,-0.2082303,-0.02653266,-0.01387098,0.4741875,0.266205,-0.003937379,-0.002927107,0.3802195,0.9173594,0.4509042,1.10394,45,0,0.5,0.5,0,2.706108,0.51,0.15,0.127544,0.5605761,0.000583628,0.0001139063,27.96579,0.001955273,9.086819e-13,0.001312944,5.870055e-05,0.01323061,0.05,0.1,0,0.0001139063,-0.01151952,0.2357077,1.231161,1.499844,35995,1.180481,773.59,93.91947
14589,1790245148.215,-0.5140463,-0.7114727,1.326655,-0.05357144,-0.9939014,-0.0005788099,0,-0.190707,-0.008357476,-0.006299136,-0.1243239,-0.001634394,-0.01248572,-0.001658355,1.270783,-0.03016948,-0.01000722,-0.0004188348,-0.03510439,0.7906687,-0.01428572,-0.0329872,-0.2048772,-0.0404985,-0.01951955,0.7057592,0.2990395,-0.006138857,-0.005082051,0.5733959,1.376537,0.616732,1.617432,45,0,0.2,0.2,0,1.669978,0.51,0.15,0.1353849,0.4290221,0.0005919253,0.0001139063,27.9613,0.00191871,1.775555e-13,0.001250506,7.627874e-05,0.01545147,0.05,0.1,0,0.0001139063,-0.01296546,0.3006507,1.228966,1.595272,34807,1.180329,781.73,93.41606
14590,1790245151.044,-0.5701023,-0.7950367,1.498514,-0.05938314,-1.281225,-0.0006707294,0,-0.2108496,-0.009649375,-0.02140615,-0.1349685,-0.001851285,-0.00871,-0.001925449,1.4005,-0.0354305,-0.005530109,-0.0004131397,-0.03752775,0.7679121,0,-0.1195875,-0.2887377,-0.04562239,-0.02241787,0.8173065,0.3961783,-0.007145302,-0.005689034,0.6502755,1.554909,0.7319843,1.831861,45,0.3333333,0,0,0,5.866494,0.51,0.15,0.4208302,0.4047979,0.0006013054,0.0001139063,27.9625,0.00200018,8.741942e-14,0.001335197,6.367761e-05,0.01454803,0.05,0.1,0,0.0001139063,-0.01202522,0.3620047,1.238559,1.580502,34871,1.180596,835,97.52142
14591,1790245153.879,-0.5722581,-0.807062,1.498514,-0.063612,-0.8596138,-0.0009570738,0,-0.2443166,-0.009160297,-0.04845212,-0.1630356,-0.001917274,-0.02308,-0.002194864,1.465989,-0.03349616,-0.01529597,-0.00164315,-0.03650581,0.4569369,0,-0.008424597,-0.3144504,-0.04766672,-0.02570562,0.7963247,0.2778234,-0.00768701,-0.006688027,0.6638802,1.539064,0.7275304,1.795351,45,0,0,0,0,6.946725,0.51,0.15,0.7722777,0.4019054,0.0005914132,0.0001139063,27.9631,0.002177996,2.640911e-11,0.001524638,6.194434e-05,0.01452014,0.05,0.1,0,0.0001139063,-0.01273307,0.223276,1.238231,1.585053,34819,1.180352,831.89,99.21893
