step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
337,1789880652.427,-0.3776756,-0.3622809,1.498514,-0.04580119,-0.001195899,-0.0025,-0.1157686,-0.008454787,-0.07509348,-0.07440671,-0.001876371,-0.04748,-0.001719658,1.489227,-0.02524426,-0.04805782,-0.0002091834,-0.0643657,-0.07513376,-0.02129174,0.7983682,0.1142318,-0.006678924,-0.003967646,0.5868636,0.7504262,1.531259,0.0008995921,22.94071,0.001317236,1.130971e-05,1.081895e-05,0.0003955155,1e-05,-0.002196018,0.0802713,1.045855,1.559293,37734,0.8699232,986.59,105.127
338,1789880655.037,-0.3756854,-0.3619727,1.498514,-0.04836646,-0.001629342,-0.001666667,-0.122381,-0.007651882,-0.06915838,-0.07889339,-0.001841811,-0.0521,-0.001939384,1.494481,-0.02476269,-0.05001076,-0.0002020828,-0.06529881,-0.07336131,-0.0231437,0.7987385,0.09565656,-0.006917684,-0.004172317,0.5853935,0.7245511,1.347031,0.0009019006,22.93868,0.001314036,1.117655e-05,1.070247e-05,0.0003902564,1e-05,-0.002069201,0.06962766,1.039164,1.564715,37752,0.8698231,993.04,105.749
339,1789880657.646,-0.3718014,-0.3573342,1.498514,-0.04604832,-0.001096567,-0.005625,-0.1080187,-0.008719957,-0.09669815,-0.0707467,-0.001883648,-0.03939251,-0.00177538,1.463226,-0.02532383,-0.03889903,-6.324225e-05,-0.06221784,-0.06586566,-0.02142967,0.8053917,0.1865088,-0.006676545,-0.003684905,0.5916845,0.8096902,1.489654,0.0009073699,22.93645,0.001335345,1.134822e-05,1.088442e-05,0.0004057424,1e-05,-0.002845134,0.07715005,1.038641,1.564627,37761,0.8697179,992.39,107.1137
340,1789880660.256,-0.3748226,-0.3607968,1.498514,-0.04580338,-0.0009161395,-0.01,-0.1047011,-0.00935149,-0.0501806,-0.06869797,-0.001895729,-0.029415,-0.001799606,1.450388,-0.02617072,-0.03005495,0,-0.06018915,-0.06098918,-0.02332883,0.8063682,0.2562835,-0.00666727,-0.00351985,0.5973507,0.7743537,1.588917,0.0009058297,22.93438,0.001278978,1.161155e-05,1.142074e-05,0.0003501163,1e-05,-0.002502255,0.08440291,1.033895,1.56866,37772,0.8696288,985.03,106.2883
341,1789880662.875,-0.3730405,-0.3596062,1.498514,-0.04466578,-0.001136141,0,-0.1176077,-0.00817118,-0.1223165,-0.07562123,-0.001840526,-0.04470999,-0.001941043,1.49654,-0.02495765,-0.04879336,-8.803972e-05,-0.06754303,-0.06981592,-0.0208008,0.7946382,0.1137462,-0.006935831,-0.004012294,0.6066458,0.8367307,1.225081,0.0009207899,22.9327,0.001285168,1.106448e-05,1.113469e-05,0.0003421793,1e-05,-0.002512195,0.08917896,1.036359,1.575373,37639,0.869562,984.36,104.3369
342,1789880665.490,-0.3752645,-0.352544,1.498514,-0.04597896,-0.0009936292,0,-0.1135122,-0.008949151,-0.06061019,-0.07435355,-0.001889987,-0.03938001,-0.002425346,1.454939,-0.02608541,-0.04315169,-0.000728427,-0.06545593,-0.06755804,-0.0217634,0.7950872,0.1713618,-0.006557794,-0.003728288,0.5841569,0.7951772,1.262197,0.0009064602,22.93116,0.001420802,1.11998e-05,1.099264e-05,0.0004921489,1e-05,-0.002030842,0.08103462,1.042125,1.565542,37698,0.8694758,978.29,104.7981
343,1789880668.119,-0.3559912,-0.3473211,1.418262,-0.04545734,-0.001466762,-0.01625,-0.103594,-0.008013908,-0.1311505,-0.06813392,-0.001730553,-0.031225,-0.001606055,1.391,-0.02432174,-0.03132945,-0.001247571,-0.05992883,-0.06789701,-0.02088927,0.7628285,0.2004496,-0.006552673,-0.003652339,0.5491279,0.7949645,1.373192,0.0009026658,22.92926,0.00138666,1.095835e-05,1.041374e-05,0.0004626217,1e-05,-0.002486087,0.08723785,1.041255,1.573503,37595,0.8693931,983.78,107.7079
344,1789880670.726,-0.3805009,-0.3497967,1.498514,-0.05211621,-0.001006304,-0.015,-0.1132597,-0.009038663,-0.0316972,-0.07427451,-0.001863493,-0.03096,-0.001926973,1.477365,-0.02621678,-0.03167882,-2.681282e-05,-0.06185792,-0.07151347,-0.02214531,0.8079891,0.2286678,-0.006732877,-0.003770642,0.584569,0.7857264,1.459757,0.0009261295,22.92747,0.001404232,1.071077e-05,1.025659e-05,0.0004571351,1e-05,-0.002313285,0.08043534,1.032584,1.567592,37806,0.8693047,990.89,106.5091
345,1789880673.350,-0.3102677,-0.2925069,1.228885,-0.03913612,-0.000913604,-0.06624998,-0.0939376,-0.006543289,-0.06334453,-0.06007078,-0.001495665,-0.032375,-0.001393152,1.193585,-0.0200392,-0.03319741,-2.588533e-05,-0.05348397,-0.05945406,-0.01833053,0.652371,0.1449714,-0.005783456,-0.00326633,0.4849077,0.632609,1.183546,0.0009048262,22.92561,0.001344967,1.044756e-05,1.009548e-05,0.0004195977,1e-05,-0.002080037,0.07817037,1.042066,1.576093,37546,0.8692268,976.97,105.9862
346,1789880675.968,-0.3753433,-0.3582778,1.498514,-0.04827198,-0.001123492,-0.01181818,-0.1147641,-0.008525878,-0.07428102,-0.07421982,-0.001861912,-0.04153818,-0.001926115,1.481087,-0.02523115,-0.0414273,-0.0007350009,-0.06237395,-0.06971048,-0.02193241,0.8053433,0.1669823,-0.006716123,-0.00379494,0.5948128,0.8237436,1.494234,0.0008964525,22.92359,0.001280338,1.049956e-05,1.01089e-05,0.0003632771,1e-05,-0.002781206,0.06093229,1.043645,1.567395,37649,0.8691101,998.64,108.6036
347,1789880678.585,-0.374708,-0.3588756,1.498514,-0.04658518,-0.001988799,-0.03,-0.1209206,-0.008564267,-0.07460426,-0.0784288,-0.001867161,-0.04372501,-0.001880463,1.492315,-0.0252023,-0.04249142,-2.226072e-05,-0.06593601,-0.07898913,-0.02496953,0.7927676,0.1423349,-0.006902214,-0.004275884,0.5814984,0.8642457,1.409986,0.0009056101,22.92089,0.001266857,1.066529e-05,1.011273e-05,0.0003404689,1e-05,-0.002829578,0.07228644,1.038831,1.571712,37656,0.8689919,991.79,107.4263
348,1789880681.192,-0.3326749,-0.3198742,1.325635,-0.04354162,-0.001369425,-0.00125,-0.1108975,-0.007273356,-0.02705329,-0.07214868,-0.001681944,-0.05187,-0.002298834,1.311212,-0.02246985,-0.05253937,-0.001241447,-0.06121578,-0.07048425,-0.01993575,0.6926454,0.03298312,-0.006030576,-0.003848292,0.5095045,0.7172217,1.188671,0.0009035348,22.91866,0.0012245,1.059631e-05,1.001874e-05,0.0003003504,1e-05,-0.002408421,0.08423673,1.031566,1.569099,37799,0.8689026,963.8,103.8389
349,1789880683.791,-0.3733684,-0.3557028,1.498514,-0.04803723,-0.001425705,-0.03099999,-0.1178121,-0.009306088,-0.05076236,-0.0777212,-0.001867193,-0.039268,-0.001841431,1.501415,-0.02560831,-0.04117859,-0.0001391715,-0.06430637,-0.07859038,-0.02261476,0.8019943,0.1602359,-0.006722476,-0.003994278,0.5970453,0.7399821,1.55169,0.000908964,22.91677,0.001216445,1.049917e-05,9.947434e-06,0.0002870341,1e-05,-0.002482811,0.07683305,1.029741,1.562296,37925,0.8688098,988.5,107.559
350,1789880686.395,-0.3681172,-0.3457273,1.472513,-0.04730725,-0.001489145,-0.04833333,-0.119248,-0.008209853,-0.09897465,-0.07805555,-0.001834185,-0.05196,-0.002011522,1.465447,-0.02406501,-0.05210227,-0.004428479,-0.06660235,-0.08055779,-0.02555719,0.7759885,0.07651716,-0.006975019,-0.004134614,0.5715826,0.8178098,1.426622,0.0009041741,22.91466,0.001192921,1.028719e-05,9.940867e-06,0.0002685192,1e-05,-0.002303687,0.07505549,1.029695,1.562018,37930,0.8687083,988.9,105.9439
351,1789880688.989,-0.3764977,-0.3604178,1.498514,-0.04769487,-0.001606101,-0.032,-0.1217834,-0.00834861,-0.05536379,-0.07880287,-0.001866616,-0.051784,-0.002152483,1.504405,-0.02463492,-0.053612,-0.0007924938,-0.06924291,-0.08238617,-0.02420105,0.7825602,0.0677342,-0.007000578,-0.004391979,0.585745,0.8185584,1.299082,0.0009088335,22.91261,0.00120846,1.010637e-05,9.598763e-06,0.0002799215,1e-05,-0.00255533,0.07924175,1.02512,1.562042,37996,0.8686261,976.42,105.8169
352,1789880691.594,-0.3725509,-0.3549623,1.498514,-0.05651138,-0.002673396,-0.015,-0.1328,-0.008243497,-0.006914174,-0.08651801,-0.001796592,-0.04376,-0.002040254,1.486465,-0.02540405,-0.04513304,-0.002858791,-0.06886028,-0.08443289,-0.03085518,0.7848482,0.1130873,-0.006830628,-0.004667861,0.5564126,0.7762622,1.353622,0.000899577,22.91084,0.001195151,1.009133e-05,9.675075e-06,0.0002758072,1e-05,-0.002499777,0.09460683,1.029675,1.563387,37910,0.8685414,970.63,105.4178
353,1789880694.136,-0.3756759,-0.3574052,1.498514,-0.05050578,-0.001273855,-0.03571429,-0.1181812,-0.008408654,-0.070446,-0.07694487,-0.001832473,-0.04373143,-0.001991362,1.464457,-0.02627896,-0.04526648,-0.003824009,-0.06361141,-0.08056282,-0.02287593,0.7940857,0.1308207,-0.006802175,-0.003895049,0.5962671,0.8554677,1.342139,0.0009047142,22.90902,0.001226707,1.002887e-05,9.513236e-06,0.0003024507,1e-05,-0.002137795,0.08583342,1.02398,1.511699,38768,0.8684521,968.83,104.3449
354,1789880696.701,-0.373991,-0.3603373,1.498514,-0.04528062,-0.001014719,-0.0025,-0.1140569,-0.008999038,-0.109683,-0.07427534,-0.001849354,-0.041855,-0.002025889,1.493452,-0.02496823,-0.04502041,-0.0001073525,-0.06245463,-0.06689467,-0.02150777,0.802174,0.1432872,-0.006847624,-0.003847291,0.5920869,0.8429679,1.58461,0.0009061719,22.9071,0.00117388,1.004339e-05,9.491406e-06,0.000248173,1e-05,-0.002194922,0.08266072,0.9887557,1.570804,38406,0.8683692,970.88,105.2722
355,1789880699.249,-0.3720079,-0.3595774,1.498514,-0.04819743,-0.001202307,-0.006666667,-0.1203203,-0.008233992,-0.0424793,-0.07860065,-0.001871811,-0.05406332,-0.002061699,1.493506,-0.0242585,-0.05700114,-0.0004741732,-0.06692755,-0.08015012,-0.02225118,0.789417,0.05743551,-0.00679895,-0.004038895,0.5800225,0.896368,1.414375,0.0009045848,22.9053,0.001193845,9.885336e-06,9.428948e-06,0.000269946,1e-05,-0.00223766,0.08747997,0.9698734,1.571417,38682,0.8682847,977.46,108.0521
356,1789880701.808,-0.3257256,-0.313225,1.310761,-0.04211488,-0.001154581,-0.001666667,-0.09592901,-0.007600125,-0.05305484,-0.06259926,-0.001614729,-0.03012,-0.001411769,1.29322,-0.02212138,-0.02802216,-0.001623378,-0.05317678,-0.06351205,-0.02043587,0.7083133,0.191201,-0.006123485,-0.003328728,0.5267131,0.6918511,1.322012,0.0009046821,22.90355,0.001168812,1.010698e-05,9.380413e-06,0.0002446423,1e-05,-0.001187735,0.08106881,0.9838142,1.568954,38508,0.8682123,960.88,105.1561
357,1789880704.371,-0.3715179,-0.3604563,1.498514,-0.04796635,-0.001511014,-0.0125,-0.1141779,-0.008940795,-0.04165429,-0.07508887,-0.001841567,-0.03865501,-0.002103761,1.463713,-0.02547006,-0.03979152,-0.001518201,-0.06176632,-0.07599156,-0.02489301,0.8008041,0.172413,-0.006698483,-0.003845173,0.6073318,0.8352034,1.509066,0.0008803359,22.9018,0.001129936,1.008729e-05,9.327093e-06,0.000230186,1e-05,-0.002493597,0.06405886,0.9767277,1.580096,38447,0.8681134,982.03,107.3367
358,1789880706.939,-0.3650046,-0.3577066,1.498514,-0.05103444,-0.001486752,-0.005,-0.1359063,-0.008036932,-0.0005243075,-0.08763852,-0.001829896,-0.0582,-0.002610965,1.494915,-0.02568944,-0.06573405,0,-0.0742753,-0.09031793,-0.02432127,0.7692103,0,-0.006627583,-0.004297681,0.5370224,0.8314397,1.374309,0.0008874904,22.89947,0.001152457,1.004783e-05,9.488985e-06,0.0002454298,1e-05,-0.002024827,0.08513576,0.978343,1.582068,38393,0.868001,970.63,107.3266
359,1789880709.507,-0.3755058,-0.3566195,1.498514,-0.04603253,-0.001727332,-0.00125,-0.1186988,-0.009152615,-0.04447269,-0.07820275,-0.001902408,-0.041395,-0.001915279,1.489877,-0.02499877,-0.04131858,-1.886515e-05,-0.06261601,-0.06555438,-0.02467902,0.8026798,0.1442933,-0.006719751,-0.004202236,0.5951611,0.8053904,1.520555,0.0008674891,22.89669,0.001104459,9.824395e-06,9.231387e-06,0.0002179136,1e-05,-0.002458325,0.05884245,0.9717801,1.589597,38379,0.8678415,995.3,110.0033
360,1789880712.076,-0.3739555,-0.3570255,1.498514,-0.04606327,-0.001317508,-0.003,-0.1214285,-0.009167715,-0.03557943,-0.07975572,-0.001897142,-0.047428,-0.00210055,1.494005,-0.0250104,-0.04688315,-0.0002747274,-0.06343865,-0.06854852,-0.02283993,0.8029119,0.1153193,-0.006626563,-0.004113765,0.586935,0.8503426,1.476501,0.0008875784,22.89368,0.001148557,9.913396e-06,9.163971e-06,0.0002419016,1e-05,-0.002420056,0.07742423,0.9702096,1.592459,38360,0.867745,991.55,108.5889
361,1789880714.643,-0.3696751,-0.3574301,1.498514,-0.0465944,-0.001545276,-0.01083334,-0.1153275,-0.008928942,-0.06693874,-0.07545596,-0.001851897,-0.04282333,-0.001928848,1.494806,-0.02452539,-0.04480739,-0.0007421832,-0.06265428,-0.07379673,-0.02340391,0.800719,0.1337007,-0.006853762,-0.004022595,0.5892877,0.7730802,1.491129,0.0008742989,22.89199,0.001132314,9.937219e-06,9.299147e-06,0.0002387783,1e-05,-0.002317563,0.06722202,0.9751611,1.584675,38402,0.8676711,991.8,109.3328
362,1789880717.214,-0.3740985,-0.3500318,1.498514,-0.04791993,-0.00146177,-0.015,-0.1188918,-0.008555691,-0.05019645,-0.07758394,-0.001883859,-0.03917,-0.001941558,1.500439,-0.02485338,-0.03888223,-0.0012035,-0.06332889,-0.07007002,-0.02444541,0.8025283,0.1720953,-0.006955979,-0.004064173,0.5870447,0.8464782,1.493106,0.000868655,22.89003,0.001138694,1.019402e-05,9.440682e-06,0.0002504038,1e-05,-0.002786326,0.06661908,0.9887028,1.575956,38330,0.867552,999,110.4093
363,1789880719.794,-0.3735371,-0.3602644,1.498514,-0.04781989,-0.001953566,-0.005,-0.1239987,-0.008437555,-0.03021588,-0.07927959,-0.001836512,-0.044855,-0.00214614,1.500115,-0.02453787,-0.0417614,-0.000324187,-0.06367518,-0.07032408,-0.02373596,0.8022493,0.143121,-0.006910096,-0.004308173,0.5853344,0.8197066,1.500325,0.000881522,22.88731,0.001129049,1.014e-05,9.382397e-06,0.0002280045,1e-05,-0.002695063,0.05982079,0.9860892,1.586267,38215,0.8674326,999,109.9673
364,1789880722.378,-0.3779219,-0.3515458,1.498514,-0.04721385,-0.001001966,0,-0.1302897,-0.009860753,-0.0861071,-0.08235815,-0.001903584,-0.0607,-0.002333155,1.483865,-0.02521884,-0.06777938,-0.0001673394,-0.06867011,-0.07303464,-0.01976427,0.7894315,0,-0.006552949,-0.004101763,0.5807211,0.7565665,1.325395,0.0008719364,22.88491,0.001115357,9.912977e-06,9.274646e-06,0.0002242329,1e-05,-0.002810969,0.06469683,0.9843974,1.592483,38148,0.8673369,999,111.0052
365,1789880724.966,-0.374852,-0.3502255,1.498514,-0.04632838,-0.001263673,0,-0.1185825,-0.008995896,-0.06483112,-0.07699728,-0.001874886,-0.042515,-0.001958782,1.502877,-0.02434264,-0.04365919,-0.0001276972,-0.0621047,-0.06639563,-0.02186887,0.803668,0.1439271,-0.006798778,-0.003986849,0.5956456,0.8209221,1.509163,0.00087886,22.88295,0.001136239,9.895488e-06,9.316878e-06,0.0002381667,1e-05,-0.002527403,0.06485541,0.9866879,1.59428,38088,0.867242,990.66,110.6948
366,1789880727.553,-0.373845,-0.3533542,1.498514,-0.04956539,-0.001909416,-0.006250001,-0.1195518,-0.009385708,-0.02050027,-0.07793205,-0.001851607,-0.04794499,-0.001986523,1.514902,-0.02522011,-0.04668222,-0.0005088771,-0.06418671,-0.08555969,-0.02313279,0.7934753,0.115002,-0.006856672,-0.004106715,0.5897139,0.8924596,1.370546,0.0008917876,22.88089,0.001125003,9.771396e-06,9.250432e-06,0.0002141936,1e-05,-0.002245895,0.08321892,0.9797986,1.600867,38092,0.8671511,980.86,108.7013
367,1789880730.144,-0.3724847,-0.3546759,1.498514,-0.04695517,-0.001547596,-0.004444445,-0.116063,-0.008921064,-0.0351765,-0.0754777,-0.001870797,-0.03871334,-0.001926387,1.493831,-0.02433641,-0.03766101,-0.0005625383,-0.0610518,-0.06435078,-0.02439444,0.8100321,0.1789757,-0.00687753,-0.00397947,0.6054249,0.8386802,1.540249,0.0008864637,22.87899,0.001145582,9.765024e-06,9.245515e-06,0.0002401083,1e-05,-0.002210143,0.07638787,0.9823675,1.594562,38147,0.8670651,985.47,109.467
368,1789880732.740,-0.3762452,-0.3618353,1.498514,-0.04615591,-0.00129831,0,-0.1285121,-0.009018022,-0.02649287,-0.08071423,-0.001860131,-0.05224998,-0.002100154,1.518965,-0.02470378,-0.05563792,0,-0.06609714,-0.07193833,-0.02277153,0.7974017,0.05680446,-0.00676621,-0.004257206,0.5960153,0.7322842,1.559567,0.0008858252,22.87722,0.001180048,9.631812e-06,9.250289e-06,0.0002753402,1e-05,-0.002374418,0.07588821,0.9829257,1.607192,37953,0.8669884,984.09,110.2813
369,1789880735.320,-0.3722848,-0.3626173,1.498514,-0.04867182,-0.001486164,0,-0.1180107,-0.009059808,-0.0196288,-0.07618991,-0.001858297,-0.04371332,-0.001743331,1.505748,-0.02501275,-0.04191851,0,-0.0603759,-0.07182546,-0.02193315,0.8055977,0.1531362,-0.006754865,-0.004033992,0.579127,0.8979065,1.527757,0.0008665407,22.87554,0.001146027,9.491895e-06,9.286869e-06,0.0002607073,1e-05,-0.002558552,0.07048724,0.9870656,1.586,38205,0.8669137,981.99,110.5844
370,1789880737.910,-0.3781796,-0.3561103,1.498514,-0.04809521,-0.0009117223,-0.001666667,-0.102384,-0.00954359,-0.03028088,-0.06696475,-0.001883466,-0.01950667,-0.001502743,1.495564,-0.02566318,-0.02098628,-3.387332e-05,-0.05383606,-0.05849892,-0.0207706,0.8248904,0.3069799,-0.006519089,-0.003505298,0.6086819,0.92737,1.742969,0.0008751243,22.87362,0.001107931,9.192879e-06,9.086533e-06,0.0002145269,1e-05,-0.002056754,0.07462394,0.984237,1.598978,38054,0.8668093,969.76,108.4728
371,1789880740.499,-0.3712629,-0.3551351,1.498514,-0.04918271,-0.002758026,-0.015,-0.1309565,-0.008588165,-0.06754841,-0.08502892,-0.001870446,-0.04977334,-0.002081413,1.506182,-0.02441796,-0.05121402,-0.0005325227,-0.06900134,-0.0880849,-0.02754695,0.7799041,0.07630263,-0.006942682,-0.004658276,0.5855553,0.8096477,1.279832,0.0008560366,22.87122,0.001068873,9.183623e-06,8.955814e-06,0.0001946969,1e-05,-0.002668793,0.06742799,0.9786716,1.603897,38064,0.8666912,983.5,109.6173
372,1789880743.108,-0.3724349,-0.3620374,1.498514,-0.04929681,-0.002281757,-0.05166668,-0.1280789,-0.008765724,-0.03251538,-0.08617102,-0.001907853,-0.04922667,-0.002311175,1.515931,-0.0263831,-0.04743852,-0.01004758,-0.06476098,-0.08038362,-0.03117274,0.7893422,0.07695964,-0.007037522,-0.004599483,0.5555221,0.8852572,1.371016,0.0008743202,22.86857,0.001135105,9.266319e-06,8.996179e-06,0.0002425223,1e-05,-0.002035258,0.0646977,0.9879596,1.6144,37774,0.8665626,989.72,109.4052
373,1789880745.701,-0.3731086,-0.3590601,1.498514,-0.04805749,-0.001476702,-0.012,-0.1177331,-0.009543967,-0.02356686,-0.07723682,-0.001911337,-0.037064,-0.001847456,1.497775,-0.02451445,-0.03511281,-0.01070551,-0.05962591,-0.0627787,-0.02496909,0.8099911,0.1843747,-0.006754863,-0.004079385,0.5956123,0.8503337,1.617627,0.0008864378,22.86601,0.001177988,9.37348e-06,9.044236e-06,0.0002731329,1e-05,-0.002832933,0.0843003,0.9824562,1.604006,38007,0.8664627,988.84,110.6879
374,1789880748.304,-0.3666073,-0.3560829,1.498514,-0.04943692,-0.001618793,0,-0.1156004,-0.009103907,-0.02893856,-0.07604831,-0.001887728,-0.03514,-0.002216929,1.51539,-0.02653778,-0.03918662,-0.0001674368,-0.06201397,-0.07942605,-0.02066858,0.7984395,0.1720198,-0.006603295,-0.003980931,0.5920869,1.009064,1.497343,0.0008821185,22.86409,0.001189259,9.168772e-06,8.981441e-06,0.0002889903,1e-05,-0.001802582,0.06458713,0.9879522,1.608528,37860,0.866374,967.97,108.6207
375,1789880750.884,-0.3726713,-0.353496,1.498514,-0.04793119,-0.001508198,-0.0025,-0.1172219,-0.009085357,-0.01925841,-0.07644832,-0.001871737,-0.04211333,-0.001879995,1.498056,-0.02491632,-0.04134852,-0.0001462484,-0.06126121,-0.07665379,-0.02314609,0.8039894,0.1540578,-0.00678166,-0.004037105,0.5925286,0.7732652,1.461614,0.0008510256,22.86189,0.001145738,8.943552e-06,8.707296e-06,0.0002770618,1e-05,-0.002908548,0.05840958,0.9854646,1.58745,38207,0.8662564,993.17,111.6473
376,1789880753.472,-0.3750738,-0.3575531,1.498514,-0.04737698,-0.001813389,-0.015,-0.1283274,-0.008761408,-0.05392712,-0.08413734,-0.001891006,-0.04929142,-0.002231739,1.541809,-0.02486836,-0.04906367,-0.001523272,-0.06431247,-0.07717224,-0.02571375,0.7938954,0.08196825,-0.007141315,-0.004540624,0.5907797,0.8657845,1.403103,0.0008700892,22.85929,0.0011709,8.843263e-06,8.574422e-06,0.0002833934,1e-05,-0.002770697,0.06762522,0.9825485,1.599739,38068,0.8661425,999,111.8552
377,1789880756.083,-0.3689481,-0.3607775,1.498514,-0.0475895,-0.001258912,-0.01375,-0.1226652,-0.00981955,-0.01111824,-0.08000037,-0.001914711,-0.04524,-0.00240098,1.50694,-0.02500832,-0.04694397,-0.0002576557,-0.06191325,-0.07905617,-0.02394157,0.7976626,0.1146391,-0.006700759,-0.004060121,0.5938236,1.009471,1.594886,0.0008545465,22.85699,0.001115233,8.871256e-06,8.550618e-06,0.0002432646,1e-05,-0.002449838,0.0578873,0.9861999,1.617145,37760,0.8660396,997.76,113.2945
378,1789880758.680,-0.3727693,-0.3605052,1.498514,-0.04800048,-0.001495052,-0.01583334,-0.1135276,-0.009362935,-0.02979271,-0.0746485,-0.001869963,-0.03369334,-0.002081855,1.490365,-0.02467559,-0.03459763,-0.0001611339,-0.0579949,-0.0621265,-0.02297652,0.8145517,0.2116828,-0.006691245,-0.003801779,0.6311339,0.8617845,1.530678,0.0008546353,22.8547,0.001093963,9.107038e-06,8.682954e-06,0.0002215381,1e-05,-0.002491086,0.07230353,0.997988,1.593003,37940,0.865922,982.35,110.1776
379,1789880761.284,-0.374768,-0.349786,1.498514,-0.05095156,-0.001969296,-0.005,-0.1272365,-0.008785307,-0.04933406,-0.08228482,-0.001904406,-0.04596667,-0.001842481,1.546049,-0.02403534,-0.04340672,-7.801504e-06,-0.06226316,-0.07925875,-0.02744791,0.7994336,0.1147337,-0.007117047,-0.004527259,0.5961431,0.8297956,1.388524,0.0008860368,22.85221,0.001086659,8.979446e-06,8.721269e-06,0.0001829214,1e-05,-0.002228446,0.07147557,0.9786954,1.617963,37857,0.8658185,986.86,110.6633
380,1789880763.878,-0.3721665,-0.3548259,1.498514,-0.04797665,-0.001454948,-0.01833334,-0.1164855,-0.009224538,-0.04956045,-0.0760503,-0.00186518,-0.03461333,-0.001723626,1.511598,-0.02479651,-0.03502709,-0.001583369,-0.05839583,-0.06244422,-0.02299162,0.813198,0.1915266,-0.006709298,-0.004043284,0.593232,0.9016051,1.614424,0.0008621918,22.85018,0.001059949,8.866667e-06,8.545805e-06,0.0001803445,1e-05,-0.002087153,0.06608792,0.9814246,1.60718,37975,0.8657289,989.39,111.8854
381,1789880766.483,-0.3729507,-0.3590379,1.498514,-0.05032071,-0.00178622,-0.008636365,-0.1288274,-0.009319084,-0.03266215,-0.08340341,-0.001877594,-0.04722182,-0.002213158,1.525524,-0.02542313,-0.0502515,-0.0008333521,-0.06385839,-0.07629538,-0.02345582,0.7917207,0.09384842,-0.006674011,-0.004268308,0.5865638,0.8922648,1.461644,0.0008495472,22.84785,0.001027826,8.681768e-06,8.419294e-06,0.0001611781,1e-05,-0.002390177,0.05842379,0.9840944,1.613806,37839,0.8655941,990.98,110.7414
382,1789880769.082,-0.3733228,-0.3536282,1.498514,-0.0481489,-0.001651316,-0.0175,-0.1251226,-0.009267015,-0.02297717,-0.08095649,-0.001909333,-0.04203667,-0.002158557,1.513007,-0.02518694,-0.04340052,-8.672834e-05,-0.06079627,-0.07107539,-0.02411564,0.8061237,0.1352683,-0.006659,-0.004146849,0.615849,0.8922894,1.529195,0.000841853,22.84476,0.001026854,8.503019e-06,8.100158e-06,0.000168398,1e-05,-0.003038318,0.06168162,0.9747462,1.618316,37910,0.8654557,999,113.4916
383,1789880771.663,-0.3739626,-0.3529164,1.498514,-0.04850833,-0.0020051,-0.008333335,-0.1334098,-0.009171624,-0.02181111,-0.08601435,-0.001920875,-0.04971334,-0.002163714,1.535649,-0.02547187,-0.04858872,-0.0009445229,-0.06191149,-0.07801591,-0.02698886,0.7999195,0.07679431,-0.00673291,-0.00450405,0.5995995,0.8958237,1.538158,0.0008458283,22.84172,0.00103023,8.403939e-06,8.133268e-06,0.0001678649,1e-05,-0.002247899,0.05704086,0.9780962,1.596266,38185,0.8652995,991.74,113.3939
384,1789880774.252,-0.3701396,-0.3569913,1.498514,-0.04907651,-0.002207648,-0.00375,-0.1251289,-0.009459874,-0.02244836,-0.08262523,-0.001875936,-0.036405,-0.002041194,1.493452,-0.02622386,-0.03720269,-0.0007983085,-0.05965197,-0.07127228,-0.02467195,0.7997254,0.1728241,-0.006867774,-0.004202279,0.6006602,0.9954619,1.445639,0.0008395811,22.83845,0.001008707,8.352115e-06,8.220067e-06,0.0001525538,1e-05,-0.002875704,0.05478448,0.9749751,1.60781,38061,0.8651592,999,113.5544
385,1789880776.861,-0.3717299,-0.3456542,1.498514,-0.04618179,-0.001862569,-0.001666667,-0.1293168,-0.008923177,-0.1331196,-0.08454953,-0.001886093,-0.04619332,-0.002164848,1.526332,-0.02493321,-0.04397576,-0.001115526,-0.06174959,-0.07359318,-0.02398298,0.8013994,0.1154577,-0.006939077,-0.004360805,0.6065819,0.8966949,1.567355,0.0008445193,22.83577,0.001015992,8.335038e-06,8.202142e-06,0.0001549353,1e-05,-0.003020714,0.05680316,0.9853833,1.610692,37866,0.8650538,993,112.0968
