step,base_height_m,tilt_deg,base_drift_m,leg_joint_dev_rad,arm_joint_dev_rad,leg_torque_nm,arm_contact_n
381,0.266566,1.35896,0.0744974,0.342225,0.0103852,8.56528,0
382,0.266564,1.35836,0.0745122,0.34222,0.0103851,8.56523,0
383,0.266561,1.35765,0.0745281,0.342218,0.0103848,8.56531,0
384,0.266558,1.35695,0.0745447,0.342219,0.0103846,8.56546,0
385,0.266554,1.35628,0.0745623,0.342225,0.0103844,8.56565,0
386,0.266549,1.35556,0.0745801,0.342233,0.0103843,8.56587,0
387,0.266544,1.35477,0.0745986,0.34224,0.0103844,8.56612,0
388,0.266539,1.35408,0.0746172,0.342253,0.0103844,8.56646,0
389,0.266534,1.3535,0.074636,0.342266,0.0103846,8.56681,0
390,0.266528,1.35292,0.0746548,0.342279,0.0103849,8.56714,0
391,0.266523,1.35241,0.0746732,0.342292,0.0103853,8.56742,0
392,0.266519,1.35186,0.0746913,0.342303,0.0103857,8.56765,0
393,0.266515,1.35126,0.0747091,0.342312,0.0103861,8.56778,0
394,0.26651,1.35067,0.0747263,0.342318,0.0103865,8.56788,0
395,0.266507,1.34991,0.0747425,0.342322,0.0103871,8.56849,0
396,0.266503,1.34877,0.0747573,0.342319,0.0103881,8.56806,0
397,0.266499,1.34756,0.0747708,0.342314,0.0103881,8.56795,0
398,0.266496,1.34645,0.0747833,0.342309,0.0103878,8.56779,0
399,0.266493,1.34547,0.0747947,0.342302,0.0103875,8.56762,0
400,0.266491,1.3447,0.0748046,0.342293,0.0103874,8.56734,0
401,0.266491,1.34413,0.0748133,0.342283,0.0103874,8.56701,0
402,0.266491,1.34367,0.0748204,0.34227,0.0103874,8.56665,0
403,0.266492,1.34349,0.074826,0.342256,0.0103872,8.56625,0
404,0.266493,1.34339,0.0748304,0.342242,0.010387,8.5659,0
405,0.266494,1.34332,0.0748335,0.342227,0.0103869,8.56555,0
406,0.266495,1.34333,0.0748355,0.342214,0.0103868,8.56523,0
407,0.266496,1.34349,0.0748363,0.342201,0.0103868,8.56478,0
408,0.266497,1.34367,0.074836,0.342191,0.0103867,8.56448,0
409,0.266498,1.3439,0.0748343,0.342184,0.0103866,8.56429,0
410,0.266499,1.34408,0.0748319,0.34218,0.0103867,8.56418,0
411,0.266499,1.3444,0.0748284,0.342177,0.0103865,8.56414,0
412,0.266499,1.34464,0.074824,0.342174,0.0103867,8.56404,0
413,0.266499,1.34479,0.0748189,0.34217,0.010387,8.56449,0
414,0.266499,1.34495,0.0748122,0.342167,0.0103872,8.56417,0
415,0.266499,1.34507,0.0748049,0.342166,0.010387,8.56405,0
416,0.266499,1.34543,0.0747967,0.342166,0.010387,8.56434,0
417,0.2665,1.34585,0.0747877,0.342167,0.0103871,8.56435,0
418,0.266501,1.3463,0.0747776,0.342165,0.0103874,8.56434,0
419,0.266502,1.34676,0.074767,0.342164,0.0103875,8.56431,0
420,0.266504,1.34717,0.0747555,0.342161,0.0103876,8.56425,0
421,0.266506,1.34759,0.0747436,0.342159,0.0103877,8.56418,0
422,0.266508,1.34803,0.0747317,0.342155,0.0103877,8.56416,0
423,0.26651,1.34856,0.0747195,0.342153,0.0103877,8.5643,0
424,0.266512,1.34891,0.0747075,0.342157,0.0103876,8.56442,0
425,0.266515,1.34932,0.0746951,0.34216,0.0103876,8.56446,0
426,0.266517,1.34979,0.0746831,0.342164,0.0103872,8.56456,0
427,0.26652,1.3504,0.0746718,0.342165,0.0103869,8.56459,0
428,0.266522,1.35102,0.0746611,0.342166,0.0103867,8.56465,0
429,0.266525,1.35171,0.0746506,0.342168,0.0103867,8.56471,0
430,0.266527,1.35229,0.074641,0.342167,0.0103867,8.56467,0
431,0.266529,1.35282,0.0746316,0.342164,0.0103868,8.56456,0
432,0.266531,1.35329,0.0746234,0.342159,0.0103868,8.56441,0
433,0.266533,1.35371,0.0746153,0.342159,0.0103869,8.56444,0
434,0.266534,1.35399,0.074608,0.342163,0.0103869,8.56455,0
435,0.266536,1.35428,0.0746013,0.342166,0.0103869,8.5646,0
436,0.266538,1.3545,0.0745956,0.342168,0.0103868,8.56462,0
437,0.26654,1.35482,0.0745904,0.34217,0.0103863,8.56442,0
438,0.266541,1.35531,0.0745867,0.342174,0.0103859,8.56508,0
439,0.266543,1.35568,0.0745837,0.342176,0.0103859,8.56471,0
440,0.266544,1.35601,0.0745813,0.342179,0.0103861,8.56516,0
441,0.266545,1.35624,0.0745799,0.34218,0.0103862,8.56516,0
442,0.266546,1.35633,0.074579,0.342181,0.0103863,8.56473,0
443,0.266546,1.35635,0.0745788,0.342181,0.0103865,8.56427,0
444,0.266546,1.35605,0.0745791,0.342179,0.0103868,8.56449,0
445,0.266545,1.35564,0.0745798,0.342178,0.0103867,8.56475,0
446,0.266545,1.35527,0.0745811,0.342178,0.0103864,8.56477,0
447,0.266544,1.35494,0.0745834,0.34218,0.010386,8.56456,0
448,0.266543,1.35484,0.0745864,0.342183,0.0103859,8.56511,0
449,0.266543,1.3547,0.0745899,0.342184,0.010386,8.56543,0
450,0.266542,1.35445,0.0745938,0.342185,0.0103862,8.56542,0
451,0.266542,1.35433,0.0745981,0.342186,0.0103859,8.56473,0
452,0.266542,1.35436,0.0746033,0.34219,0.0103856,8.56506,0
453,0.266542,1.35448,0.074609,0.342197,0.0103855,8.56531,0
454,0.266541,1.35455,0.0746153,0.342203,0.0103857,8.56548,0
455,0.26654,1.35456,0.0746215,0.342211,0.0103859,8.56572,0
456,0.266539,1.35447,0.0746281,0.342223,0.0103859,8.56604,0
457,0.266537,1.35437,0.0746346,0.342236,0.0103859,8.56636,0
458,0.266535,1.35415,0.0746419,0.342249,0.0103859,8.56663,0
459,0.266533,1.35385,0.0746494,0.342262,0.0103859,8.56696,0
460,0.266531,1.35362,0.0746576,0.342275,0.010386,8.56725,0
461,0.266528,1.35344,0.0746661,0.342287,0.0103861,8.56747,0
462,0.266527,1.35324,0.0746748,0.342298,0.0103862,8.56716,0
463,0.266525,1.35305,0.0746837,0.342306,0.0103864,8.56733,0
464,0.266524,1.35281,0.0746928,0.342312,0.0103867,8.56743,0
465,0.266523,1.35244,0.0747016,0.342316,0.0103868,8.56746,0
466,0.266521,1.3521,0.0747104,0.342317,0.0103871,8.56745,0
467,0.26652,1.35146,0.0747181,0.342315,0.0103878,8.56778,0
468,0.266519,1.35062,0.0747247,0.342309,0.0103881,8.56749,0
469,0.266517,1.34974,0.0747305,0.342302,0.0103878,8.56739,0
470,0.266516,1.34898,0.0747355,0.342296,0.0103875,8.56719,0
471,0.266515,1.3483,0.0747392,0.34229,0.0103871,8.56704,0
472,0.266514,1.34774,0.0747428,0.342285,0.0103868,8.56692,0
473,0.266514,1.34739,0.0747454,0.342279,0.0103866,8.56679,0
474,0.266514,1.34726,0.0747474,0.342276,0.0103863,8.56672,0
475,0.266515,1.34732,0.0747485,0.342274,0.010386,8.56671,0
476,0.266515,1.34739,0.0747491,0.342273,0.0103859,8.56674,0
477,0.266515,1.34757,0.0747491,0.342275,0.0103859,8.56683,0
478,0.266514,1.34779,0.0747487,0.342279,0.0103858,8.56687,0
479,0.266514,1.34802,0.0747477,0.342283,0.0103858,8.56711,0
480,0.266513,1.34831,0.0747465,0.342288,0.010386,8.5671,0
481,0.266513,1.3486,0.0747444,0.342292,0.0103861,8.56719,0
482,0.266512,1.34881,0.0747423,0.342296,0.0103862,8.56728,0
483,0.266511,1.34902,0.0747396,0.342299,0.0103865,8.56728,0
484,0.266511,1.34926,0.0747365,0.342298,0.010387,8.56721,0
485,0.26651,1.34931,0.0747334,0.342296,0.0103871,8.5671,0
486,0.26651,1.34936,0.07473,0.342289,0.0103873,8.56691,0
487,0.26651,1.34941,0.0747264,0.342281,0.0103874,8.56664,0
488,0.266511,1.3495,0.0747229,0.342271,0.0103875,8.56633,0
489,0.266512,1.34955,0.0747191,0.34226,0.0103876,8.56602,0
490,0.266513,1.34956,0.0747156,0.342246,0.0103876,8.56568,0
491,0.266514,1.34947,0.0747118,0.342232,0.0103876,8.5653,0
492,0.266515,1.34941,0.0747085,0.342216,0.0103875,8.56493,0
493,0.266516,1.34932,0.0747052,0.342202,0.0103874,8.56456,0
494,0.266518,1.34923,0.0747017,0.342188,0.0103874,8.56444,0
495,0.266519,1.34915,0.0746984,0.342184,0.0103872,8.56434,0
496,0.26652,1.3491,0.074695,0.342181,0.010387,8.56423,0
497,0.266521,1.34909,0.0746918,0.342178,0.0103868,8.56418,0
498,0.266523,1.34922,0.0746887,0.342174,0.0103864,8.56477,0
499,0.42,0,0,0,0,8.56476,0
500,0.417548,0,5.96046e-08,7.45058e-09,1.47883e-07,1.86263e-07,0
501,0.411171,0,0,7.45058e-09,9.1221e-08,1.86264e-07,0
502,0.400871,0,1.19209e-07,7.45058e-09,5.02021e-08,1.86264e-07,0
503,0.386646,0,5.96046e-08,7.45058e-09,2.10383e-08,1.86264e-07,0
504,0.368498,0,5.96046e-08,7.45058e-09,7.53908e-10,1.86264e-07,0
505,0.346425,0,5.96046e-08,7.45058e-09,1.28715e-08,1.86264e-07,0
506,0.320417,0,2.51049e-06,0.0202525,7.20489e-05,1.86264e-07,0
507,0.292679,0.118694,0.000307054,0.19645,0.00106152,8.16924,0
508,0.267373,0.978038,0.0017679,0.359575,0.00211816,12.0018,0
509,0.246185,2.68274,0.00459084,0.505566,0.00344628,15.2284,0
510,0.229875,5.09998,0.00870201,0.631415,0.00506944,18.1592,0
511,0.218233,8.02797,0.0138762,0.737106,0.00650367,20.2913,0
512,0.210389,11.1858,0.0197318,0.823592,0.00792312,22.2213,0
513,0.205303,14.212,0.0257732,0.890971,0.00940612,23.4,0
514,0.201939,16.6527,0.031516,0.938333,0.0136843,23.4,0
515,0.199469,18.2398,0.0366285,0.967678,0.0347887,23.4,0
516,0.197861,18.6902,0.0405297,0.977927,0.0578777,20.2,0
517,0.197265,18.1324,0.0432894,0.971531,0.0792911,20.2,0
518,0.197259,17.2619,0.0457799,0.958674,0.100172,20.2,0
519,0.197992,16.1987,0.0480826,0.940027,0.120122,20.2,0
520,0.199653,15.1074,0.0502909,0.916693,0.135587,20.2,0
521,0.202326,14.0892,0.0524585,0.88949,0.143966,20.2,0
522,0.205987,13.163,0.0545909,0.858662,0.152728,20.2,0
523,0.210537,12.2951,0.0566517,0.824105,0.173707,19.9502,0
524,0.215838,11.4242,0.0585857,0.785464,0.19443,18.907,0
525,0.221742,10.4797,0.0603458,0.742206,0.214043,17.7396,0
526,0.228117,9.38684,0.0619219,0.693607,0.229043,16.4243,0
527,0.234871,8.10015,0.0633436,0.639004,0.235644,14.9465,0
528,0.241968,6.63739,0.0646355,0.578403,0.236942,13.318,0
529,0.249399,5.02976,0.065843,0.511866,0.235659,11.5427,0
530,0.257145,3.32159,0.0670234,0.439713,0.233148,9.6299,0
531,0.264974,1.62446,0.0682304,0.364745,0.228757,7.70357,0
532,0.272451,0.0884417,0.0694946,0.292072,0.221122,5.93292,0
533,0.279102,1.17023,0.0708144,0.22725,0.208065,5.02243,0
534,0.284482,2.0715,0.0721479,0.198111,0.190118,4.73539,0
535,0.288242,2.59872,0.0734298,0.188273,0.169881,4.52613,0
536,0.290152,2.76626,0.0745938,0.181878,0.149,4.43239,0
537,0.290197,2.62288,0.075615,0.18,0.12824,4.47067,0
538,0.288474,2.22906,0.0764614,0.183226,0.10767,4.64446,0
539,0.28526,1.67482,0.0771058,0.191648,0.0885843,4.95575,0
540,0.28092,1.03368,0.0775592,0.213133,0.0731934,6.06162,0
541,0.275858,0.354015,0.0778595,0.256058,0.0609987,7.21345,0
542,0.270488,0.332054,0.0780569,0.300009,0.0513799,8.32869,0
543,0.265197,0.995882,0.0782024,0.342245,0.0438222,9.3507,0
544,0.260315,1.61825,0.0783392,0.38062,0.0379009,10.2363,0
545,0.256106,2.17848,0.0784959,0.413523,0.0332791,10.9554,0
546,0.252756,2.65561,0.0786862,0.439838,0.0296746,11.4971,0
547,0.250377,3.02867,0.0789077,0.458801,0.0268597,11.8257,0
548,0.249013,3.27907,0.0791481,0.470106,0.0246443,11.9733,0
549,0.248651,3.39273,0.0793882,0.473712,0.0228696,11.9104,0
550,0.249225,3.36348,0.079607,0.469926,0.0214056,11.6856,0
551,0.250631,3.19368,0.0797854,0.459328,0.02014,11.2921,0
552,0.252734,2.89587,0.0799068,0.442751,0.0189941,10.7656,0
553,0.255374,2.49275,0.0799611,0.421322,0.0179043,10.1323,0
554,0.258376,2.01526,0.0799431,0.39645,0.0168267,9.45209,0
555,0.261554,1.49985,0.0798501,0.369691,0.0157407,8.74722,0
556,0.264722,0.985313,0.0796826,0.342709,0.0146538,8.06512,0
557,0.267697,0.508603,0.0794404,0.317266,0.0135717,7.46219,0
558,0.270316,0.102783,0.0791238,0.294972,0.0125262,6.96407,0
559,0.272442,0.211217,0.0787319,0.277157,0.01155,6.60167,0
560,0.273976,0.41295,0.0782643,0.264862,0.0106795,6.40038,0
561,0.274863,0.500068,0.0777228,0.258584,0.00994299,6.35786,0
562,0.275095,0.476629,0.0771089,0.258346,0.00936781,6.46589,0
563,0.274711,0.353878,0.0764298,0.26369,0.00896263,6.70484,0
564,0.273788,0.148367,0.0756949,0.273797,0.00873122,7.04626,0
565,0.272435,0.121543,0.0749161,0.28757,0.00865933,7.45942,0
566,0.27078,0.430806,0.074109,0.30379,0.00873066,7.90552,0
567,0.268961,0.762075,0.073289,0.321219,0.0089162,8.36327,0
568,0.267113,1.09544,0.0724728,0.338695,0.00919182,8.80005,0
569,0.265361,1.41361,0.0716746,0.35519,0.0095235,9.19321,0
570,0.263811,1.70195,0.0709072,0.369866,0.00988536,9.53185,0
571,0.262547,1.9479,0.0701806,0.382029,0.0102583,9.78933,0
572,0.261628,2.14208,0.0695014,0.391243,0.0106102,9.96416,0
573,0.261088,2.27783,0.0688738,0.397241,0.0109282,10.0536,0
574,0.260935,2.35169,0.0683007,0.399933,0.0111923,10.0589,0
575,0.261153,2.36385,0.0677826,0.399412,0.0113946,9.98497,0
576,0.261707,2.31801,0.0673194,0.395944,0.0115234,9.8435,0
577,0.262544,2.22,0.0669099,0.389901,0.0115791,9.64416,0
578,0.2636,2.07907,0.0665538,0.381797,0.0115558,9.39915,0
579,0.264801,1.90721,0.0662497,0.372238,0.0114622,9.12947,0
580,0.26607,1.71737,0.0659976,0.361879,0.0113082,8.85581,0
581,0.26733,1.52345,0.0657976,0.351395,0.0111019,8.59176,0
582,0.268509,1.33845,0.0656499,0.341439,0.0108609,8.35319,0
583,0.269543,1.17403,0.0655535,0.332609,0.0106008,8.15982,0
584,0.270379,1.03929,0.0655078,0.325364,0.0103447,8.00901,0
585,0.27098,0.940712,0.0655114,0.320082,0.0101007,7.91382,0
586,0.271325,0.881655,0.0655624,0.316962,0.0098877,7.87644,0
587,0.27141,0.862527,0.0656595,0.316039,0.00971604,7.89475,0
588,0.271245,0.880212,0.0658002,0.317197,0.00959499,7.96287,0
589,0.270859,0.930622,0.0659834,0.320201,0.00952739,8.07328,0
590,0.270287,1.00751,0.066207,0.324712,0.00951308,8.21328,0
591,0.269576,1.10349,0.06647,0.33032,0.00954825,8.37483,0
592,0.268777,1.21059,0.0667709,0.336599,0.00962683,8.54361,0
593,0.267941,1.32071,0.0671072,0.343066,0.00974294,8.70924,0
594,0.267118,1.42636,0.0674771,0.349331,0.00988312,8.8618,0
595,0.266353,1.52078,0.0678779,0.355016,0.010039,8.9929,0
596,0.265683,1.59836,0.0683073,0.359826,0.0101966,9.09621,0
597,0.265137,1.6549,0.0687613,0.363502,0.0103555,9.1668,0
598,0.264733,1.68751,0.0692365,0.365922,0.0104965,9.19725,0
599,0.26448,1.69515,0.0697284,0.367024,0.0106202,9.20659,0
