step,wall_time,Episode_Reward/action_rate,Episode_Reward/alive,Episode_Reward/base_motion,Episode_Reward/failure,Episode_Reward/joint_limits,Episode_Reward/joint_vel,Episode_Reward/reach_coarse,Episode_Reward/reach_fine,Episode_Reward/upright,Episode_Termination/bad_orientation,Episode_Termination/base_contact,Episode_Termination/low_base,Episode_Termination/outside_workspace,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/ee_position/position_error_m,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
291,1789522862.527,-0.06899469,0.500002,-0.004781092,0,0,-0.003960066,1.961473,0.8601012,-0.01232062,0,0,0,0,1,11.58078,0.0003844336,-0.001509095,0.0002886839,0.01278269,0.4994681,0.04124165,90902,0.5026677,500,32.32208
292,1789522863.052,-0.07100828,0.500002,-0.004727796,0,0,-0.00390217,1.961871,0.8629165,-0.01242003,0,0,0,0,1,11.56687,0.0002562891,-0.002549832,0.001034807,0.01246016,0.4797568,0.04114056,94360,0.5025827,500,32.32208
293,1789522863.570,-0.07100828,0.500002,-0.004727796,0,0,-0.00390217,1.961871,0.8629165,-0.01242003,0,0,0,0,1,11.56404,0.0003844336,-0.004553283,0.0004489392,0.01246016,0.4750206,0.03993607,95448,0.5025444,500,32.32208
294,1789522864.091,-0.07100828,0.500002,-0.004727796,0,0,-0.00390217,1.961871,0.8629165,-0.01242003,0,0,0,0,1,11.55763,0.0002562891,-0.005105276,0.0002680586,0.01246016,0.4767671,0.04096174,94937,0.5023102,500,32.32208
295,1789522864.615,-0.07100828,0.500002,-0.004727796,0,0,-0.00390217,1.961871,0.8629165,-0.01242003,0,0,0,0,1,11.52984,0.0003844336,-0.005725341,0.0002272528,0.01246016,0.4790049,0.04112864,94498,0.5014745,500,32.32208
296,1789522865.132,-0.07100828,0.500002,-0.004727796,0,0,-0.00390217,1.961871,0.8629165,-0.01242003,0,0,0,0,1,11.5021,0.0002562891,-0.00363544,0.0002149932,0.01246016,0.4716332,0.04086685,95906,0.5011498,500,32.32208
297,1789522865.653,-0.07100828,0.500002,-0.004727796,0,0,-0.00390217,1.961871,0.8629165,-0.01242003,0,0,0,0,1,11.48594,0.0003844336,-0.00463496,0.0002047768,0.01246016,0.4754059,0.04221034,94958,0.5008903,500,32.32208
298,1789522866.171,-0.07100828,0.500002,-0.004727796,0,0,-0.00390217,1.961871,0.8629165,-0.01242003,0,0,0,0,1,11.47055,0.0001708594,0.0007584848,0.0002062332,0.01246016,0.4734762,0.04114699,95510,0.5006031,500,32.32208
299,1789522866.699,-0.07003266,0.500002,-0.004744431,0,0,-0.003622634,1.961814,0.8781926,-0.01127337,0,0,0,0,1,11.45269,0.0002562891,-0.006931838,0.0001997607,0.01359225,0.4830129,0.04123664,93756,0.5000275,500,32.32987
300,1789522867.220,-0.06461141,0.500002,-0.004837584,0,0,-0.003675408,1.963212,0.8666887,-0.01136121,0,0,0,0,1,11.41648,0.0003844336,-0.005588045,0.0002035858,0.01071605,0.4766948,0.04110193,94925,0.4991325,500,32.33026
301,1789522867.766,-0.07206573,0.500002,-0.004257656,0,0,-0.003544454,1.966242,0.8765115,-0.01120625,0,0,0,0,1,11.38287,0.0003844336,-0.003478981,0.0002106909,0.01156993,0.4976993,0.04114223,91217,0.498399,500,32.34856
302,1789522868.317,-0.06737429,0.500002,-0.004273348,0,0,-0.003785731,1.964594,0.8696084,-0.0124977,0,0,0,0,1,11.36128,0.0001708594,-0.001553561,0.0002237843,0.01137801,0.5058706,0.04099035,89880,0.498148,500,32.37962
303,1789522868.864,-0.06733034,0.500002,-0.004705931,0,0,-0.003798675,1.963187,0.8688633,-0.01231262,0,0,0,0,1,11.34253,0.0002562891,-0.005560786,0.0002031592,0.01368407,0.5034986,0.03976107,90476,0.4977157,500,32.40492
304,1789522869.426,-0.0681427,0.500002,-0.004450781,0,0,-0.003771392,1.963936,0.8704581,-0.01196446,0,0,0,0,1,11.32072,0.0003844336,-0.004291348,0.0001942342,0.01183425,0.5167589,0.04137421,88065,0.4972721,500,32.46158
305,1789522869.990,-0.06768429,0.500002,-0.004554996,0,0,-0.003764349,1.963018,0.8716158,-0.01248509,0,0,0,0,1,11.30132,0.0001708594,-0.002755659,0.0001990834,0.0137515,0.5200491,0.03995538,87770,0.4968354,500,32.46201
306,1789522870.558,-0.0684371,0.500002,-0.004603083,0,0,-0.003717689,1.964305,0.8738016,-0.01209493,0,0,0,0,1,11.27924,0.0002562891,-0.006062626,0.000196626,0.01313773,0.5228574,0.04108763,87157,0.4962542,500,32.45673
307,1789522871.128,-0.06626271,0.500002,-0.004587783,0,0,-0.003734956,1.963197,0.870747,-0.01203797,0,0,0,0,1,11.24165,0.0003844336,-0.007592166,0.0001887528,0.01064917,0.525615,0.04061031,86806,0.4951183,500,32.47367
308,1789522871.694,-0.06803775,0.500002,-0.004561434,0,0,-0.003709208,1.965306,0.8773359,-0.0121502,0,0,0,0,1,11.20719,0.0001708594,-0.003903793,0.0004021437,0.0116141,0.5172524,0.04507899,87407,0.494623,500,32.50976
309,1789522872.260,-0.06601325,0.500002,-0.004651689,0,0,-0.003723486,1.963181,0.8706301,-0.0121565,0,0,0,0,1,11.18239,0.0002562891,-0.00554717,0.0001938011,0.01124342,0.5216687,0.0400753,87498,0.4939632,500,32.50666
310,1789522872.828,-0.06759086,0.500002,-0.004640037,0,0,-0.003706733,1.964629,0.8721644,-0.01139938,0,0,0,0,1,11.15121,0.0003844336,-0.004791569,0.0001799954,0.01129405,0.523638,0.0402751,87162,0.4932852,500,32.49226
311,1789522873.387,-0.066953,0.500002,-0.004469806,0,0,-0.003629423,1.96582,0.8752359,-0.01125867,0,0,0,0,1,11.12882,0.0001708594,-0.002197566,0.0002212382,0.01358999,0.5157633,0.03962302,88500,0.4928763,500,32.50165
312,1789522873.931,-0.06498744,0.500002,-0.004674543,0,0,-0.003712844,1.963426,0.8731527,-0.0117774,0,0,0,0,1,11.11132,0.0001708594,-0.003242628,0.000251836,0.01222253,0.4979913,0.04104781,91184,0.4925533,500,32.52573
313,1789522874.455,-0.06547397,0.500002,-0.00459403,0,0,-0.003700918,1.964178,0.8741898,-0.01188189,0,0,0,0,1,11.10271,0.0002562891,-0.005578797,0.0002541232,0.01207941,0.4797978,0.04126811,94329,0.4924202,500,32.52573
314,1789522874.976,-0.06547397,0.500002,-0.00459403,0,0,-0.003700918,1.964178,0.8741898,-0.01188189,0,0,0,0,1,11.08823,0.0003844336,-0.005221903,0.0002071511,0.01207941,0.4763374,0.04105139,95000,0.4919287,500,32.52573
315,1789522875.495,-0.06547397,0.500002,-0.00459403,0,0,-0.003700918,1.964178,0.8741898,-0.01188189,0,0,0,0,1,11.06617,0.0001708594,-0.003862279,0.0002817755,0.01207941,0.4749057,0.04094791,95282,0.4914734,500,32.52573
316,1789522876.012,-0.06547397,0.500002,-0.00459403,0,0,-0.003700918,1.964178,0.8741898,-0.01188189,0,0,0,0,1,11.04701,0.0002562891,-0.00582643,0.0001765769,0.01207941,0.4743321,0.0396204,95635,0.4909566,500,32.52573
317,1789522876.532,-0.06547397,0.500002,-0.00459403,0,0,-0.003700918,1.964178,0.8741898,-0.01188189,0,0,0,0,1,11.01409,0.0003844336,-0.005567155,0.0001716715,0.01207941,0.4757216,0.04097557,95127,0.4901643,500,32.52573
318,1789522877.048,-0.06547397,0.500002,-0.00459403,0,0,-0.003700918,1.964178,0.8741898,-0.01188189,0,0,0,0,1,10.99081,0.0001708594,-0.001001515,0.0001905447,0.01207941,0.4723618,0.03977728,95973,0.4898989,500,32.52573
319,1789522877.570,-0.06547397,0.500002,-0.00459403,0,0,-0.003700918,1.964178,0.8741898,-0.01188189,0,0,0,0,1,10.97458,0.0002562891,-0.005063409,0.0001880999,0.01207941,0.4770999,0.04117799,94837,0.4895954,500,32.52573
320,1789522878.100,-0.06193497,0.500002,-0.004554864,0,0,-0.003686779,1.961883,0.8756708,-0.01359522,0,0,0,0,1,10.95601,0.0003844336,-0.004559984,0.0001990088,0.009304319,0.4856524,0.0412643,93282,0.4890056,500,32.52804
321,1789522878.628,-0.06413192,0.500002,-0.004814431,0,0,-0.003488204,1.963132,0.8741497,-0.01213411,0,0,0,0,1,10.92841,0.0003844336,-0.002282097,0.0001654921,0.008043828,0.4828515,0.04212284,93627,0.4884564,500,32.52914
322,1789522879.165,-0.06433424,0.500002,-0.004217669,0,0,-0.003501402,1.967282,0.8843114,-0.01088729,0,0,0,0,1,10.90806,0.0001708594,-0.001696952,0.0006213064,0.01274362,0.4936907,0.04008293,92083,0.4880847,500,32.52232
323,1789522879.714,-0.06309877,0.500002,-0.004497435,0,0,-0.003599302,1.965234,0.875698,-0.0105288,0,0,0,0,1,10.88917,0.0002562891,-0.005606538,0.0002993847,0.01180724,0.5050361,0.03989768,90198,0.4875258,500,32.54681
324,1789522880.262,-0.06250661,0.500002,-0.004513467,0,0,-0.003558417,1.965487,0.8819439,-0.01058,0,0,0,0,1,10.86696,0.0003844336,-0.003900412,0.0003158808,0.01342281,0.5045891,0.03975201,90296,0.4869209,500,32.59408
325,1789522880.829,-0.06088432,0.4898353,-0.004567557,-8.333334e-05,0,-0.003480592,1.924397,0.863533,-0.01107064,0,0,0.0003255208,0,0.9996745,10.86261,1e-05,0.0006728163,0.005064427,0.01149416,0.5235634,0.03956771,87283,0.4871728,495.13,32.31406
326,1789522881.384,-0.0618384,0.500002,-0.004666553,0,0,-0.003526899,1.964236,0.8821234,-0.01126098,0,0,0.0004882812,0,0.9995117,10.86894,7.59375e-05,-0.006345273,0.0002145584,0.01073048,0.5113044,0.03981853,89185,0.487321,495.13,32.33605
327,1789522881.957,-0.06078596,0.500002,-0.004656551,0,0,-0.003637215,1.965128,0.8792195,-0.01116247,0,0,0.0004882812,0,0.9995117,10.86563,0.0001708594,-0.006800412,0.0001796368,0.01015775,0.5277679,0.04029226,86526,0.4871998,500,32.65763
328,1789522882.527,-0.06165753,0.500002,-0.004388931,0,0,-0.003475934,1.966042,0.8831204,-0.01081986,0,0,0.0004882812,0,0.9995117,10.85525,0.0002562891,-0.004580378,0.0001593413,0.01159938,0.5251138,0.04132509,86773,0.4870625,500,32.68154
329,1789522883.090,-0.06146578,0.500002,-0.004561182,0,0,-0.003487393,1.966165,0.8847844,-0.01098113,0,0,0.0004882812,0,0.9995117,10.84027,0.0003844336,-0.003478838,0.0001613692,0.01074172,0.5179272,0.04078007,87974,0.4868589,500,32.68536
330,1789522883.655,-0.05999991,0.500002,-0.004628361,0,0,-0.00356045,1.96575,0.8824148,-0.01097059,0,0,0.0004882812,0,0.9995117,10.82154,0.0003844336,-0.003588034,0.01028065,0.01004165,0.5194407,0.04182458,87573,0.4863644,500,32.68779
331,1789522884.218,-0.06011393,0.500002,-0.004608458,0,0,-0.003552966,1.965481,0.885217,-0.01057988,0,0,0.0004882812,0,0.9995117,10.81383,0.0002562891,-0.002005835,0.005253571,0.01223855,0.5183902,0.03976274,88061,0.4867651,500,32.70344
332,1789522884.781,-0.06109934,0.500002,-0.00442877,0,0,-0.003424827,1.966336,0.8849925,-0.0107171,0,0,0.0004882812,0,0.9995117,10.84774,0.0003844336,-0.002008139,0.001561995,0.01087429,0.5148125,0.04399443,87958,0.4877593,500,32.71796
333,1789522885.322,-0.06054735,0.500002,-0.004628839,0,0,-0.003523693,1.96589,0.8851266,-0.01105375,0,0,0.0004882812,0,0.9995117,10.87539,0.0001708594,-0.003566974,0.0006817367,0.01113282,0.4958527,0.04077435,91594,0.4883527,500,32.69335
334,1789522885.847,-0.06039751,0.500002,-0.004569262,0,0,-0.003498021,1.965832,0.8844535,-0.01096144,0,0,0.0004882812,0,0.9995117,10.895,0.0001708594,-0.007415707,0.0004936875,0.01176996,0.4812527,0.04040146,94223,0.4888556,500,32.69335
335,1789522886.368,-0.06039751,0.500002,-0.004569262,0,0,-0.003498021,1.965832,0.8844535,-0.01096144,0,0,0.0004882812,0,0.9995117,10.8995,0.0002562891,-0.004485501,0.0003294851,0.01176996,0.4757373,0.04115176,95091,0.4889983,500,32.69335
336,1789522886.886,-0.06039751,0.500002,-0.004569262,0,0,-0.003498021,1.965832,0.8844535,-0.01096144,0,0,0.0004882812,0,0.9995117,10.8969,0.0002562891,-0.002488016,0.0002234335,0.01176996,0.4743152,0.04037595,95498,0.4889388,500,32.69335
337,1789522887.408,-0.06039751,0.500002,-0.004569262,0,0,-0.003498021,1.965832,0.8844535,-0.01096144,0,0,0.0004882812,0,0.9995117,10.89189,0.0001708594,-0.003306266,0.0002019066,0.01176996,0.476197,0.04180026,94888,0.488919,500,32.69335
338,1789522887.932,-0.06039751,0.500002,-0.004569262,0,0,-0.003498021,1.965832,0.8844535,-0.01096144,0,0,0.0004882812,0,0.9995117,10.87975,0.0002562891,-0.005734597,0.0001877364,0.01176996,0.480196,0.03991866,94502,0.4884481,500,32.69335
339,1789522888.450,-0.06039751,0.500002,-0.004569262,0,0,-0.003498021,1.965832,0.8844535,-0.01096144,0,0,0.0004882812,0,0.9995117,10.85282,0.0002562891,-0.003617417,0.0001682562,0.01176996,0.4744582,0.04017997,95507,0.487799,500,32.69335
340,1789522888.969,-0.05958929,0.500002,-0.004517927,0,0,-0.003479086,1.965935,0.8831515,-0.01088712,0,0,0.0004882812,0,0.9995117,10.82593,0.0003844336,-0.004744144,0.000193972,0.01504172,0.4758284,0.03996515,95293,0.487328,500,32.69437
341,1789522889.490,-0.06118231,0.500002,-0.004905535,0,0,-0.003341124,1.964921,0.8945274,-0.009482086,0,0,0.0004882812,0,0.9995117,10.80777,0.0001708594,-0.002134222,0.0001928746,0.01465286,0.4774468,0.04034758,94925,0.48717,500,32.69434
342,1789522890.018,-0.0610142,0.500002,-0.004741087,0,0,-0.003250169,1.965999,0.8950817,-0.009675102,0,0,0.0004882812,0,0.9995117,10.79128,0.0002562891,-0.005683807,0.0001597392,0.00853972,0.485358,0.03991485,93574,0.4865781,500,32.69329
343,1789522890.560,-0.05974045,0.500002,-0.004485723,0,0,-0.003347085,1.966272,0.8908421,-0.01026675,0,0,0.0004882812,0,0.9995117,10.76078,0.0003844336,-0.002017321,0.0001665208,0.009831914,0.4980824,0.03951716,91428,0.4859637,500,32.70522
344,1789522891.105,-0.05841836,0.500002,-0.004507721,0,0,-0.003427712,1.966643,0.8884537,-0.01065091,0,0,0.0004882812,0,0.9995117,10.73702,0.0002562891,-0.002933498,0.0001790692,0.0158322,0.5010486,0.0404408,90771,0.4856719,500,32.72469
345,1789522891.660,-0.05802166,0.500002,-0.004607642,0,0,-0.003375918,1.96369,0.8863043,-0.01152887,0,0,0.0004882812,0,0.9995117,10.71178,0.0002562891,-0.003767486,0.000180496,0.009543582,0.5118074,0.03998685,89076,0.4850699,500,32.74467
346,1789522892.218,-0.05758519,0.500002,-0.004539541,0,0,-0.003454099,1.966176,0.8866954,-0.01039879,0,0,8.138021e-05,0,0.9999186,10.69229,0.0001139063,-0.001892581,0.0001474474,0.01068887,0.5139458,0.03989983,88746,0.4847565,500,32.77262
347,1789522892.780,-0.05770002,0.500002,-0.004510689,0,0,-0.003430431,1.965622,0.8876337,-0.01075489,0,0,0,0,1,10.67263,0.0002562891,-0.006068564,0.0001532729,0.01187272,0.5182707,0.04004073,88036,0.4844297,500,32.76875
348,1789522893.339,-0.05831784,0.500002,-0.004599219,0,0,-0.003383177,1.966533,0.887555,-0.009990823,0,0,0,0,1,10.65239,0.0002562891,-0.004185257,0.0001566808,0.009373307,0.5151048,0.04050636,88464,0.4841444,500,32.76851
349,1789522893.905,-0.05774982,0.500002,-0.004452223,0,0,-0.003439448,1.967407,0.8904721,-0.01035804,0,0,0,0,1,10.63332,0.0002562891,-0.002667102,0.000150203,0.0114884,0.5223939,0.03950429,87474,0.4835639,500,32.7859
350,1789522894.467,-0.05961847,0.500002,-0.004343259,0,0,-0.003346389,1.9678,0.890406,-0.01042747,0,0,0,0,1,10.61456,0.0001139063,-0.0008088727,0.0001570265,0.01189475,0.5179708,0.04020786,88057,0.4833302,500,32.7994
351,1789522895.030,-0.05698217,0.500002,-0.004498611,0,0,-0.003413442,1.966417,0.8875849,-0.0104938,0,0,0,0,1,10.59877,0.0001708594,-0.00583133,0.0001464512,0.009027307,0.5166922,0.03966951,88345,0.4828346,500,32.79581
352,1789522895.589,-0.05794333,0.500002,-0.004372903,0,0,-0.003317076,1.967388,0.8928007,-0.01018802,0,0,0,0,1,10.57046,0.0002562891,-0.005848107,0.0001526854,0.009615868,0.5145514,0.04016471,88607,0.4820564,500,32.81638
353,1789522896.145,-0.05771257,0.500002,-0.004554132,0,0,-0.003374991,1.965893,0.8897901,-0.01055183,0,0,0,0,1,10.54698,0.0001139063,-0.001783692,0.0001448824,0.01158707,0.512351,0.04016256,88960,0.4817983,500,32.81613
354,1789522896.676,-0.05711368,0.500002,-0.004413467,0,0,-0.003360157,1.967169,0.891485,-0.010291,0,0,0,0,1,10.5368,0.0001708594,-0.00428947,0.0003040698,0.01089231,0.4874339,0.04043031,93114,0.481753,500,32.80304
355,1789522897.195,-0.05685229,0.500002,-0.004445973,0,0,-0.003376731,1.966861,0.8902683,-0.01030317,0,0,0,0,1,10.53229,0.0001708594,-0.005179458,0.0001835892,0.0108441,0.4752884,0.03987217,95411,0.4817614,500,32.80304
356,1789522897.719,-0.05685229,0.500002,-0.004445973,0,0,-0.003376731,1.966861,0.8902683,-0.01030317,0,0,0,0,1,10.51936,0.0002562891,-0.005664109,0.0001486976,0.0108441,0.4809165,0.03989267,94376,0.4814117,500,32.80304
357,1789522898.240,-0.05685229,0.500002,-0.004445973,0,0,-0.003376731,1.966861,0.8902683,-0.01030317,0,0,0,0,1,10.50045,0.0002562891,-0.004249056,0.000148426,0.0108441,0.4776609,0.04021549,94910,0.481149,500,32.80304
358,1789522898.765,-0.05685229,0.500002,-0.004445973,0,0,-0.003376731,1.966861,0.8902683,-0.01030317,0,0,0,0,1,10.48627,0.0002562891,-0.002331351,0.0001473172,0.0108441,0.4812841,0.04001713,94287,0.4808602,500,32.80304
359,1789522899.284,-0.05685229,0.500002,-0.004445973,0,0,-0.003376731,1.966861,0.8902683,-0.01030317,0,0,0,0,1,10.47314,7.59375e-05,4.744198e-05,0.0001400183,0.0108441,0.4764624,0.03974104,95218,0.4806956,500,32.80304
360,1789522899.810,-0.05685229,0.500002,-0.004445973,0,0,-0.003376731,1.966861,0.8902683,-0.01030317,0,0,0,0,1,10.46109,0.0001708594,-0.005439132,0.0001440881,0.0108441,0.4824684,0.03985596,94102,0.4803309,500,32.80304
361,1789522900.329,-0.05501947,0.500002,-0.004538779,0,0,-0.003400021,1.968008,0.8906671,-0.01005028,0,0,0,0,1,10.43661,0.0002562891,-0.005252003,0.0001359499,0.008127906,0.4759371,0.03985047,95295,0.4797772,500,32.80553
362,1789522900.857,-0.05111971,0.500002,-0.005810586,0,0,-0.003726776,1.961052,0.8876899,-0.01088972,0,0,0,0,1,10.41811,0.0001708594,-0.002252068,0.000127744,0.0174161,0.484555,0.03978848,93740,0.4795763,500,32.80217
363,1789522901.378,-0.05389568,0.500002,-0.004705633,0,0,-0.003470015,1.965123,0.8944792,-0.01149544,0,0,0,0,1,10.40333,0.0001708594,-0.003827239,0.0001200715,0.01623843,0.4776382,0.03978539,94993,0.4791985,500,32.80676
364,1789522901.926,-0.0561315,0.500002,-0.004281077,0,0,-0.003247118,1.969069,0.8948573,-0.01030913,0,0,0,0,1,10.37526,0.0002562891,-0.006311766,0.0001294382,0.008976894,0.5045137,0.03975606,90308,0.4784855,500,32.82896
365,1789522902.470,-0.05499403,0.500002,-0.004388087,0,0,-0.003409154,1.967494,0.895215,-0.01041389,0,0,0,0,1,10.34453,0.0002562891,-0.003474407,0.000129209,0.01044178,0.5005171,0.04009533,90919,0.4778184,500,32.83673
366,1789522903.022,-0.05312034,0.500002,-0.004407394,0,0,-0.003334756,1.96839,0.8945484,-0.0107714,0,0,0,0,1,10.31397,0.0002562891,-0.004248038,0.0001287801,0.01092057,0.5091448,0.03973961,89548,0.4769742,500,32.87128
367,1789522903.579,-0.05479739,0.500002,-0.004345407,0,0,-0.003325868,1.968037,0.8947842,-0.009916948,0,0,0,0,1,10.28484,0.0001708594,-0.001859161,0.0001327214,0.009417884,0.5132282,0.03951645,88923,0.4764936,500,32.90014
368,1789522904.136,-0.05410306,0.500002,-0.004357932,0,0,-0.003232965,1.966669,0.8943919,-0.009744856,0,0,0,0,1,10.26963,0.0001708594,-0.003769679,0.0001328072,0.01143236,0.5139403,0.03998899,88733,0.4761175,500,32.88916
369,1789522904.701,-0.05392943,0.500002,-0.004312483,0,0,-0.003259751,1.967715,0.8928756,-0.01031244,0,0,0,0,1,10.24489,0.0001708594,-0.00367049,0.0001224068,0.01089502,0.5200307,0.04026985,87724,0.4754423,500,32.89986
370,1789522905.260,-0.05397835,0.500002,-0.004423719,0,0,-0.003171914,1.967505,0.8940918,-0.009728868,0,0,0,0,1,10.21883,0.0002562891,-0.005395789,0.0001349063,0.009484581,0.5153213,0.04033709,88457,0.4747715,500,32.90456
371,1789522905.831,-0.05246809,0.500002,-0.004394046,0,0,-0.003272005,1.967592,0.895636,-0.01016078,0,0,0,0,1,10.20009,0.0001139063,0.0007087903,0.000133337,0.01017191,0.5271564,0.03999853,86664,0.4745483,500,32.91423
372,1789522906.385,-0.05307573,0.500002,-0.004197302,0,0,-0.003157129,1.969098,0.9007437,-0.01024822,0,0,0,0,1,10.18588,0.0001708594,-0.006180574,0.0001283932,0.00900131,0.5097997,0.04005098,89391,0.474248,500,32.95116
373,1789522906.948,-0.0529457,0.500002,-0.004484276,0,0,-0.003208908,1.967573,0.8992676,-0.01012849,0,0,0,0,1,10.1644,0.0001708594,-0.004689535,0.0001312495,0.01203308,0.517175,0.04075503,88097,0.4737982,500,32.95908
374,1789522907.501,-0.05351631,0.500002,-0.004260009,0,0,-0.003263834,1.969311,0.8974671,-0.00985902,0,0,0,0,1,10.14456,0.0001708594,-0.004992349,0.0001283334,0.009918824,0.5089095,0.04026508,89501,0.473577,500,32.95493
375,1789522908.018,-0.05276048,0.500002,-0.004328887,0,0,-0.003219012,1.96849,0.8987169,-0.01010508,0,0,0,0,1,10.14529,0.0001708594,-0.002513486,0.0002982266,0.01029295,0.4731202,0.03958249,95868,0.4738175,500,32.95493
376,1789522908.535,-0.05276048,0.500002,-0.004328887,0,0,-0.003219012,1.96849,0.8987169,-0.01010508,0,0,0,0,1,10.1462,0.0002562891,-0.004140888,0.000148411,0.01029295,0.4741592,0.03982544,95629,0.4737224,500,32.95493
377,1789522909.054,-0.05276048,0.500002,-0.004328887,0,0,-0.003219012,1.96849,0.8987169,-0.01010508,0,0,0,0,1,10.1357,0.0001708594,-0.001995143,0.0001413174,0.01029295,0.4752853,0.03999925,95388,0.4736446,500,32.95493
378,1789522909.571,-0.05276048,0.500002,-0.004328887,0,0,-0.003219012,1.96849,0.8987169,-0.01010508,0,0,0,0,1,10.12541,0.0002562891,-0.003906335,0.0001375362,0.01029295,0.4732707,0.04089713,95595,0.473432,500,32.95493
379,1789522910.094,-0.05276048,0.500002,-0.004328887,0,0,-0.003219012,1.96849,0.8987169,-0.01010508,0,0,0,0,1,10.11048,0.0002562891,-0.001570051,0.0001193013,0.01029295,0.4785721,0.04037571,94714,0.4731334,500,32.95493
380,1789522910.615,-0.05276048,0.500002,-0.004328887,0,0,-0.003219012,1.96849,0.8987169,-0.01010508,0,0,0,0,1,10.09866,0.0001139063,0.0002857957,0.0001243575,0.01029295,0.4770594,0.04039049,94988,0.4729542,500,32.95493
381,1789522911.138,-0.05276048,0.500002,-0.004328887,0,0,-0.003219012,1.96849,0.8987169,-0.01010508,0,0,0,0,1,10.08858,0.0001708594,-0.005578244,0.000125689,0.01029295,0.4796381,0.04046369,94504,0.4727836,500,32.95493
382,1789522911.664,-0.05390065,0.500002,-0.004177642,0,0,-0.00312045,1.96933,0.8992994,-0.009899398,0,0,0,0,1,10.07376,0.0002562891,-0.005289407,0.000118728,0.009410059,0.4817033,0.04034638,94151,0.4724334,500,32.95338
383,1789522912.191,-0.05904765,0.500002,-0.003771459,0,0,-0.002934712,1.97347,0.9134659,-0.01064122,0,0,0,0,1,10.05809,0.0001139063,-0.0003412855,0.0001256649,0.009418728,0.4843528,0.03988719,93758,0.4721944,500,32.95381
384,1789522912.725,-0.05210006,0.500002,-0.004065177,0,0,-0.002986902,1.969132,0.9047887,-0.01024264,0,0,0,0,1,10.03448,0.0002562891,-0.002961748,0.0001196799,0.006417444,0.490536,0.03979182,92682,0.4714987,500,32.9504
385,1789522913.273,-0.05128264,0.500002,-0.004290553,0,0,-0.003205137,1.969865,0.8989748,-0.009812716,0,0,0,0,1,10.00804,0.0001139063,0.0003100983,0.0001203191,0.01008727,0.5043066,0.04012036,90282,0.4711302,500,32.95428
386,1789522913.817,-0.05116494,0.500002,-0.004303281,0,0,-0.003109386,1.967949,0.9015955,-0.009118326,0,0,0,0,1,9.988397,0.0002562891,-0.003885449,0.0001192646,0.007334517,0.5007811,0.03941369,90989,0.4706163,500,32.97735
387,1789522914.374,-0.05028312,0.500002,-0.004393947,0,0,-0.003166702,1.967485,0.8968117,-0.01019184,0,0,0,0,1,9.967929,0.0001708594,-0.002575621,0.0001194458,0.01149932,0.5140221,0.0398035,88749,0.4704653,500,33.00327
388,1789522914.933,-0.05101937,0.500002,-0.004117336,0,0,-0.003008076,1.968988,0.9043159,-0.009493751,0,0,0,0,1,9.951192,0.0002562891,-0.005388138,0.0001152784,0.009290601,0.51512,0.03988504,88561,0.4700089,500,33.03531
389,1789522915.489,-0.04986518,0.500002,-0.004384835,0,0,-0.003095832,1.967499,0.9017558,-0.01013909,0,0,0,0,1,9.924174,0.0001708594,-0.002873658,0.0001206009,0.01076408,0.5121872,0.04048085,88935,0.4695622,500,33.03616
390,1789522916.050,-0.04886407,0.500002,-0.00438247,0,0,-0.003179152,1.967593,0.8981306,-0.0102312,0,0,0,0,1,9.911437,0.0001708594,-0.00336459,0.0001218487,0.009981125,0.5171547,0.03976917,88256,0.4694438,500,33.02569
391,1789522916.607,-0.04969406,0.500002,-0.004309986,0,0,-0.003054214,1.968592,0.9032481,-0.009591999,0,0,0,0,1,9.904987,0.0001708594,-0.004437129,0.0001221681,0.0103328,0.5134759,0.03996253,88812,0.4694624,500,33.04652
392,1789522917.168,-0.04877965,0.500002,-0.004330279,0,0,-0.003167944,1.968346,0.9016103,-0.009938579,0,0,0,0,1,9.896158,0.0002562891,-0.004945287,0.000125043,0.01004102,0.5163112,0.04033303,88300,0.469318,500,33.05254
393,1789522917.728,-0.05104765,0.500002,-0.004132782,0,0,-0.00301384,1.970604,0.9091935,-0.009992557,0,0,0,0,1,9.88048,0.0002562891,-0.002166435,0.0001198572,0.00986893,0.5159855,0.04028583,88359,0.468933,500,33.08202
394,1789522918.286,-0.0499194,0.500002,-0.004078792,0,0,-0.003018166,1.969568,0.9044465,-0.01003517,0,0,0,0,1,9.866365,7.59375e-05,0.004834349,0.0001232863,0.0107704,0.5140009,0.04109025,88547,0.4687565,500,33.09233
395,1789522918.832,-0.05012223,0.500002,-0.004127342,0,0,-0.003047528,1.971192,0.9060823,-0.009951808,0,0,0,0,1,9.860295,7.59375e-05,-9.017513e-05,0.0001749344,0.009186078,0.5004208,0.04112411,90762,0.4687016,500,33.07948
396,1789522919.358,-0.04966175,0.500002,-0.004137408,0,0,-0.0030419,1.969586,0.9051651,-0.00974005,0,0,0,0,1,9.858218,0.0001708594,-0.003296216,0.0002816911,0.0101572,0.4802432,0.04136753,94231,0.4687321,500,33.07948
