step,wall_time,Episode_Reward/action_rate,Episode_Reward/alive,Episode_Reward/base_angular_motion,Episode_Reward/base_height,Episode_Reward/base_motion,Episode_Reward/failure,Episode_Reward/joint_limits,Episode_Reward/joint_vel,Episode_Reward/reach_coarse,Episode_Reward/reach_fine,Episode_Reward/upright,Episode_Termination/bad_orientation,Episode_Termination/base_contact,Episode_Termination/low_base,Episode_Termination/outside_workspace,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/ee_position/position_error_m,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
18,1789603977.337,-0.07665282,0.4432507,-0.2002409,-0.07273498,-0.005055214,-0.004,0,-0.003405688,0.6862866,0.02751753,-0.05080726,0.2208456,0,0,0,0,14.03424,0.0003844336,-0.01136025,0.01865509,0.473109,0.5288806,0.04062819,86305,0.5282512,431.22,6.939372
19,1789603977.910,-0.08083895,0.4672929,-0.1957377,-0.08600789,-0.00518428,-0.004,0,-0.003818344,0.6411964,0.02260209,-0.05785526,0.2407837,0,0,0,0,14.07537,0.0003844336,-0.01037929,0.01671675,0.4666005,0.5291104,0.03914952,86495,0.5294406,453.5,7.167545
20,1789603978.473,-0.08538791,0.4911684,-0.2080863,-0.078862,-0.005259628,-0.003166667,0,-0.003778043,0.8172252,0.02971401,-0.05124503,0.2622884,0,0,0,0.1522827,14.11385,0.0008649756,-0.01114115,0.01361234,0.371876,0.519702,0.03900361,87974,0.5308527,500,11.90024
21,1789603979.065,-0.08709838,0.500002,-0.2165498,-0.04912713,-0.004556585,0,0,-0.002985816,1.021219,0.04578564,-0.02405116,0.269043,0,0,0,0.730957,14.17847,0.001297463,-0.009453269,0.05748016,0.111209,0.5477209,0.04010844,83616,0.5327861,500,11.90024
22,1789603979.684,-0.08709838,0.500002,-0.2165498,-0.04912713,-0.004556585,0,0,-0.002985816,1.021219,0.04578564,-0.02405116,0.269043,0,0,0,0.730957,14.23626,0.001297463,-0.00859824,0.06600469,0.111209,0.5738921,0.04053259,79996,0.5346258,500,11.90024
23,1789603980.259,-0.08709838,0.500002,-0.2165498,-0.04912713,-0.004556585,0,0,-0.002985816,1.021219,0.04578564,-0.02405116,0.269043,0,0,0,0.730957,14.28444,0.0008649756,-0.01033708,0.01330997,0.111209,0.5233612,0.04825377,85987,0.5357965,500,11.90024
24,1789603980.875,-0.08709838,0.500002,-0.2165498,-0.04912713,-0.004556585,0,0,-0.002985816,1.021219,0.04578564,-0.02405116,0.269043,0,0,0,0.730957,14.31687,0.0003844336,-0.01164424,0.01109583,0.111209,0.5699639,0.04202986,80314,0.5365535,500,11.90024
25,1789603981.412,-0.08709838,0.500002,-0.2165498,-0.04912713,-0.004556585,0,0,-0.002985816,1.021219,0.04578564,-0.02405116,0.269043,0,0,0,0.730957,14.3434,0.0003844336,-0.01159701,0.010945,0.111209,0.4923973,0.04075766,92190,0.5374301,500,11.90024
26,1789603981.943,-0.08709838,0.500002,-0.2165498,-0.04912713,-0.004556585,0,0,-0.002985816,1.021219,0.04578564,-0.02405116,0.269043,0,0,0,0.730957,14.37296,0.0005766504,-0.01106745,0.01077614,0.111209,0.4832587,0.04433656,93162,0.5383747,500,11.90024
27,1789603982.466,-0.08840909,0.500002,-0.2016948,-0.04825785,-0.004424938,0,0,-0.003037538,1.169589,0.05106671,-0.02232909,0.2688395,0,0,0,0.7311605,14.41039,0.001297463,-0.01089185,0.01114177,0.08685671,0.4773946,0.04105496,94805,0.5396781,500,11.99063
28,1789603982.985,-0.08983782,0.500002,-0.2081634,-0.05019154,-0.004292932,0,0,-0.002939982,1.447764,0.1391113,-0.02209867,0.2681682,0,0,0,0.7318319,14.42919,0.001946195,-0.008289432,0.00916285,0.060902,0.4763746,0.03899717,95371,0.5401579,500,11.99517
29,1789603983.516,-0.09047607,0.500002,-0.2028283,-0.04938879,-0.004258529,0,0,-0.002900559,1.414108,0.1395103,-0.02243735,0.2674968,0,0,0,0.7325033,14.4504,0.0008649756,-0.008841206,0.007344056,0.05512017,0.4876008,0.0393362,93278,0.5406892,500,12.1004
30,1789603984.072,-0.09156545,0.500002,-0.1858492,-0.04623682,-0.00409543,0,0,-0.003025781,1.316164,0.08102974,-0.02327697,0.2630819,0,0,0,0.7369182,14.48529,0.001297463,-0.009320417,0.007959994,0.07704141,0.5114152,0.04092431,88988,0.5421441,500,12.57299
31,1789603984.628,-0.09131806,0.500002,-0.1890663,-0.0440676,-0.004262156,0,0,-0.002887163,1.387449,0.1119614,-0.02299089,0.2553101,0,0,0,0.7446899,14.51353,0.001297463,-0.009678588,0.006637155,0.06391206,0.5087891,0.04210663,89221,0.5428481,500,13.70052
32,1789603985.188,-0.09277605,0.500002,-0.1832335,-0.0434313,-0.004081984,0,0,-0.002813564,1.443513,0.1238704,-0.02169665,0.2415568,0,0,0,0.7584432,14.53464,0.0008649756,-0.01179357,0.006916407,0.0646375,0.5164447,0.03992558,88344,0.5432031,500,15.31574
33,1789603985.759,-0.09241754,0.500002,-0.1784593,-0.04683551,-0.003892985,0,0,-0.002784201,1.420711,0.1255457,-0.02201511,0.2225952,0,0,0,0.7774048,14.54574,0.0008649756,-0.0100616,0.007607613,0.06817083,0.5248516,0.04118586,86835,0.5435375,500,16.83856
34,1789603986.323,-0.09325852,0.500002,-0.1727867,-0.04419511,-0.003915921,0,0,-0.002782952,1.469791,0.1351887,-0.02175302,0.2010905,0,0,0,0.7989095,14.54241,0.0008649756,-0.01050631,0.007530882,0.06494669,0.5195401,0.04047656,87768,0.5435681,500,17.21753
35,1789603986.891,-0.09353449,0.500002,-0.1709208,-0.04263718,-0.003965477,0,0,-0.002783644,1.458135,0.1318884,-0.02185367,0.1727295,0,0,0,0.8272705,14.55108,0.001297463,-0.008560164,0.007203025,0.06336536,0.5225227,0.04122305,87188,0.5437186,500,17.74276
36,1789603987.461,-0.09381598,0.500002,-0.1628652,-0.04207439,-0.003797003,0,0,-0.00277133,1.501078,0.1503976,-0.02146762,0.1385905,0,0,0,0.8614095,14.54706,0.001297463,-0.008603304,0.007213132,0.05463107,0.5245299,0.04003596,87061,0.5437884,500,18.26567
37,1789603988.031,-0.0944589,0.500002,-0.1644997,-0.04177731,-0.003715607,0,0,-0.002839515,1.524816,0.1546017,-0.0216504,0.1009928,0,0,0,0.8990072,14.56581,0.0008649756,-0.009254683,0.008484458,0.06005863,0.5248144,0.04003477,87017,0.5446207,500,18.44021
38,1789603988.597,-0.09473598,0.500002,-0.163593,-0.04115757,-0.003778523,0,0,-0.002807378,1.554565,0.1714314,-0.02146233,0.07033285,0,0,0,0.9296672,14.58581,0.0008649756,-0.009747149,0.005560935,0.05241859,0.5214977,0.04053187,87454,0.5452392,500,18.73562
39,1789603989.180,-0.09499311,0.500002,-0.1640831,-0.04041719,-0.003700691,0,0,-0.002807899,1.558697,0.1698767,-0.02188382,0.04453532,0,0,0,0.9554647,14.6024,0.0008649756,-0.01030673,0.005580354,0.05630786,0.5386732,0.04004908,84931,0.5454848,500,18.93702
40,1789603989.746,-0.09551036,0.500002,-0.1630913,-0.03983035,-0.003694896,0,0,-0.002838252,1.579438,0.1867891,-0.02076713,0.02469889,0,0,0,0.9753011,14.59499,0.0008649756,-0.009334718,0.005374275,0.05067169,0.5217624,0.04035878,87440,0.5454335,500,19.14995
41,1789603990.303,-0.09519424,0.500002,-0.1512014,-0.04049025,-0.003469651,0,0,-0.002842963,1.591199,0.1884854,-0.02211539,0.004292806,0,0,0,0.9957072,14.60155,0.0008649756,-0.007517202,0.004250438,0.0514405,0.5120382,0.040169,89010,0.5455848,500,19.76179
42,1789603990.819,-0.09554603,0.500002,-0.1567981,-0.04010712,-0.003619932,0,0,-0.002817224,1.598368,0.1995672,-0.02142558,0,0,0,0,1,14.60128,0.0008649756,-0.007597667,0.005322672,0.05026926,0.4710257,0.04006696,96170,0.5458354,500,19.76179
43,1789603991.339,-0.09554603,0.500002,-0.1567981,-0.04010712,-0.003619932,0,0,-0.002817224,1.598368,0.1995672,-0.02142558,0,0,0,0,1,14.60106,0.0008649756,-0.009254227,0.004784189,0.05026926,0.4755945,0.04029942,95275,0.5456273,500,19.76179
44,1789603991.859,-0.09554603,0.500002,-0.1567981,-0.04010712,-0.003619932,0,0,-0.002817224,1.598368,0.1995672,-0.02142558,0,0,0,0,1,14.57465,0.0008649756,-0.009653916,0.004606043,0.05026926,0.476001,0.03981161,95290,0.5445412,500,19.76179
45,1789603992.378,-0.09554603,0.500002,-0.1567981,-0.04010712,-0.003619932,0,0,-0.002817224,1.598368,0.1995672,-0.02142558,0,0,0,0,1,14.53576,0.0008649756,-0.009261795,0.004670145,0.05026926,0.476104,0.03937101,95352,0.5438483,500,19.76179
46,1789603992.910,-0.09554603,0.500002,-0.1567981,-0.04010712,-0.003619932,0,0,-0.002817224,1.598368,0.1995672,-0.02142558,0,0,0,0,1,14.52268,0.0008649756,-0.008655792,0.004865479,0.05026926,0.4860959,0.04224372,93031,0.5436579,500,19.76179
47,1789603993.433,-0.09554603,0.500002,-0.1567981,-0.04010712,-0.003619932,0,0,-0.002817224,1.598368,0.1995672,-0.02142558,0,0,0,0,1,14.50634,0.0008649756,-0.008498549,0.005309084,0.05026926,0.4793928,0.04007196,94620,0.5430446,500,19.76179
48,1789603993.968,-0.09565614,0.500002,-0.1424901,-0.04033578,-0.003497792,0,0,-0.002632002,1.655117,0.2322477,-0.01954956,0,0,0,0,1,14.49261,0.0005766504,-0.009333169,0.004683367,0.05610995,0.4897954,0.04096699,92606,0.5430421,500,19.76585
49,1789603994.498,-0.09419522,0.500002,-0.1446266,-0.03246142,-0.002823715,0,0,-0.00272753,1.640298,0.201031,-0.02345985,0,0,0,0,1,14.48191,0.001297463,-0.008115033,0.004399655,0.036741,0.4856317,0.04008007,93496,0.5428398,500,19.77261
50,1789603995.042,-0.09571338,0.500002,-0.1443517,-0.03371867,-0.003133617,0,0,-0.002835754,1.676881,0.2382945,-0.02289816,0,0,0,0,1,14.47781,0.0008649756,-0.006823793,0.004042943,0.04520733,0.4992552,0.04078126,91016,0.5430433,500,19.9315
51,1789603995.596,-0.09698884,0.500002,-0.1403898,-0.03906393,-0.003411386,0,0,-0.002839784,1.727383,0.2978859,-0.02155967,0,0,0,0,1,14.48448,0.0005766504,-0.009305916,0.004141026,0.03683516,0.5062513,0.04075933,89855,0.5433055,500,20.29109
52,1789603996.140,-0.09828083,0.500002,-0.1428969,-0.03459753,-0.003481238,0,0,-0.002877001,1.739793,0.316516,-0.02128091,0,0,0,0,1,14.47635,0.0008649756,-0.008456659,0.003732165,0.04988121,0.5000234,0.03976703,91057,0.5428984,500,20.81111
53,1789603996.701,-0.09765666,0.500002,-0.1413146,-0.03533737,-0.00344904,0,0,-0.002768595,1.745143,0.314974,-0.02046221,0,0,0,0,1,14.44812,0.0008649756,-0.009585704,0.003665227,0.04363291,0.518312,0.03968692,88086,0.5418855,500,21.88071
54,1789603997.268,-0.09823622,0.500002,-0.1372048,-0.03657199,-0.003472161,0,0,-0.002877249,1.748871,0.3268131,-0.02217786,0,0,0,0,1,14.42257,0.0008649756,-0.007631807,0.003973214,0.04156264,0.5220523,0.04038715,87390,0.5417705,500,22.67279
55,1789603997.836,-0.09821915,0.500002,-0.1374125,-0.03398911,-0.003406534,0,0,-0.002886658,1.75992,0.3379869,-0.02088395,0,0,0,0,1,14.41338,0.001297463,-0.006402391,0.004037588,0.0440836,0.5219252,0.04121256,87282,0.5412272,500,22.92481
56,1789603998.408,-0.09767881,0.500002,-0.1335746,-0.03383395,-0.003475993,0,0,-0.002809392,1.765371,0.3371579,-0.02026043,0,0,0,0,1,14.3906,0.0008649756,-0.007212038,0.003407087,0.04151633,0.529578,0.03878331,86480,0.5408034,500,23.0979
57,1789603998.990,-0.09837028,0.500002,-0.1358286,-0.03336023,-0.003387993,0,0,-0.002826971,1.778636,0.3609455,-0.02072757,0,0,0,0,1,14.36435,0.001297463,-0.006968577,0.004025657,0.03708778,0.535439,0.04031205,85370,0.5399121,500,23.30659
58,1789603999.561,-0.09781474,0.500002,-0.1320197,-0.0339939,-0.003427286,0,0,-0.002848048,1.776522,0.3624769,-0.02054252,0,0,0,0,1,14.34118,0.0008649756,-0.006840088,0.003123539,0.03690739,0.5282378,0.03925514,86612,0.5397246,500,23.45499
59,1789604000.129,-0.09874368,0.500002,-0.1378144,-0.03336804,-0.003476477,0,0,-0.002786807,1.788233,0.3763832,-0.02007812,0,0,0,0,1,14.33114,0.001297463,-0.007227951,0.003376366,0.04220683,0.5229006,0.04045081,87249,0.5396944,500,23.64191
60,1789604000.676,-0.09818201,0.500002,-0.1270472,-0.03168402,-0.003314145,0,0,-0.002764403,1.790977,0.3815469,-0.01988233,0,0,0,0,1,14.3379,0.0008649756,-0.006978626,0.003049735,0.03683048,0.5046217,0.03891301,90430,0.5401191,500,23.76329
61,1789604001.226,-0.09815885,0.500002,-0.1239612,-0.03209133,-0.003283351,0,0,-0.00273614,1.789756,0.3799449,-0.01907037,0,0,0,0,1,14.32481,0.0008649756,-0.008463884,0.003217729,0.04807335,0.5064168,0.03972149,89999,0.5392531,500,23.83789
62,1789604001.760,-0.09890088,0.500002,-0.1334944,-0.0313448,-0.00343974,0,-1.30471e-05,-0.002852214,1.797803,0.3925227,-0.02054691,0,0,0,0,1,14.30506,0.0001708594,-0.00474141,0.006472495,0.03421892,0.489392,0.04013038,92823,0.5392688,500,24.0516
63,1789604002.274,-0.09859648,0.500002,-0.1284503,-0.03155195,-0.003316583,0,-2.408695e-05,-0.002820829,1.796827,0.3896084,-0.02015854,0,0,0,0,1,14.29565,0.0005766504,-0.005812233,0.003484658,0.03828998,0.4697921,0.040838,96257,0.5389975,500,24.0516
64,1789604002.789,-0.09859648,0.500002,-0.1284503,-0.03155195,-0.003316583,0,-2.408695e-05,-0.002820829,1.796827,0.3896084,-0.02015854,0,0,0,0,1,14.27641,0.0008649756,-0.006379917,0.002925571,0.03828998,0.4714634,0.0391686,96257,0.5383895,500,24.0516
65,1789604003.306,-0.09859648,0.500002,-0.1284503,-0.03155195,-0.003316583,0,-2.408695e-05,-0.002820829,1.796827,0.3896084,-0.02015854,0,0,0,0,1,14.25597,0.0005766504,-0.006376154,0.002654258,0.03828998,0.4753006,0.03853178,95657,0.5383251,500,24.0516
66,1789604003.828,-0.09859648,0.500002,-0.1284503,-0.03155195,-0.003316583,0,-2.408695e-05,-0.002820829,1.796827,0.3896084,-0.02015854,0,0,0,0,1,14.24206,0.0005766504,-0.007403605,0.002652797,0.03828998,0.478662,0.03968024,94825,0.537705,500,24.0516
67,1789604004.364,-0.09859648,0.500002,-0.1284503,-0.03155195,-0.003316583,0,-2.408695e-05,-0.002820829,1.796827,0.3896084,-0.02015854,0,0,0,0,1,14.2079,0.0008649756,-0.009178146,0.002613915,0.03828998,0.4933429,0.03925157,92287,0.5370746,500,24.0516
68,1789604004.889,-0.09859648,0.500002,-0.1284503,-0.03155195,-0.003316583,0,-2.408695e-05,-0.002820829,1.796827,0.3896084,-0.02015854,0,0,0,0,1,14.20298,0.0008649756,-0.006231168,0.002493386,0.03828998,0.4814773,0.03913665,94411,0.5374731,500,24.0516
69,1789604005.428,-0.1003813,0.500002,-0.11721,-0.0283628,-0.003436811,0,-6.021738e-06,-0.002627606,1.819949,0.4433993,-0.01755368,0,0,0,0,1,14.19413,0.0008649756,-0.005825046,0.002270804,0.03687308,0.4954829,0.04002571,91785,0.5371146,500,24.07621
70,1789604005.949,-0.1025293,0.500002,-0.1424376,-0.01743955,-0.003019278,0,0,-0.002619933,1.834571,0.4241529,-0.01912302,0,0,0,0,1,14.17561,0.0008649756,-0.006882939,0.002435985,0.02498316,0.4766054,0.04003644,95137,0.5371056,500,24.07621
71,1789604006.482,-0.1014481,0.500002,-0.1311257,-0.02267393,-0.003037559,0,0,-0.002766831,1.833749,0.4419183,-0.0191968,0,0,0,0,1,14.16602,0.0008649756,-0.007262853,0.00274436,0.02964181,0.4899287,0.03972197,92800,0.5365515,500,24.19317
72,1789604007.021,-0.09887081,0.500002,-0.1170759,-0.02424648,-0.003306215,0,0,-0.002905071,1.831217,0.4464943,-0.01867249,0,0,0,0,1,14.14081,0.0008649756,-0.006511307,0.002169357,0.03293261,0.4941328,0.04046416,91942,0.5362262,500,24.31557
73,1789604007.570,-0.09981768,0.500002,-0.1192435,-0.02759766,-0.003128765,0,0,-0.002825564,1.835084,0.4560677,-0.01909078,0,0,0,0,1,14.13107,0.0008649756,-0.006870452,0.002319982,0.03445337,0.5046227,0.04010272,90232,0.5363186,500,24.63028
74,1789604008.131,-0.1001709,0.500002,-0.1260159,-0.02811943,-0.003101984,0,0,-0.002778292,1.840712,0.4704506,-0.01953421,0,0,0,0,1,14.11652,0.0005766504,-0.007592182,0.002325491,0.02977673,0.5168598,0.04018593,88236,0.5355335,500,25.04848
75,1789604008.692,-0.09860955,0.500002,-0.11263,-0.02773996,-0.00307816,0,0,-0.002739854,1.841865,0.4655747,-0.01847994,0,0,0,0,1,14.07244,0.0008649756,-0.008233359,0.002441892,0.03533574,0.5154738,0.04125237,88287,0.5343915,500,25.32795
76,1789604009.277,-0.1001155,0.500002,-0.1195705,-0.02772792,-0.003144734,0,0,-0.002742667,1.843404,0.4728979,-0.01924609,0,0,0,0,1,14.03546,0.0005766504,-0.007851255,0.001985946,0.02871097,0.5405626,0.03993058,84672,0.5336717,500,25.4088
77,1789604009.840,-0.0997512,0.500002,-0.1198652,-0.02661584,-0.003141399,0,0,-0.002721273,1.848142,0.4792774,-0.01873686,0,0,0,0,1,13.99747,0.0008649756,-0.007634351,0.002042464,0.03365588,0.5180845,0.04018044,88044,0.5326551,500,25.48007
78,1789604010.403,-0.09961566,0.500002,-0.115461,-0.02587555,-0.003045374,0,0,-0.0027195,1.850661,0.4871036,-0.01869028,0,0,0,0,1,13.96732,0.0008649756,-0.007557732,0.00197249,0.03858195,0.5201116,0.03906941,87899,0.5322787,500,25.6291
79,1789604010.964,-0.09955155,0.500002,-0.1175436,-0.02631762,-0.003095237,0,0,-0.002810185,1.849823,0.4842505,-0.01902898,0,0,0,0,1,13.93903,0.0008649756,-0.006297336,0.002231355,0.03457357,0.5168099,0.03998899,88276,0.531242,500,25.59027
80,1789604011.523,-0.09968787,0.500002,-0.1199392,-0.02286972,-0.003008906,0,0,-0.002769496,1.854793,0.492884,-0.01904018,0,0,0,0,1,13.89254,0.0008649756,-0.005565227,0.002504311,0.03104101,0.5136497,0.04077888,88653,0.530326,500,25.73707
81,1789604012.073,-0.09948683,0.500002,-0.1176252,-0.02504526,-0.002967677,0,0,-0.002833813,1.852703,0.4937024,-0.01923224,0,0,0,0,1,13.86916,0.0003844336,-0.007539443,0.002531708,0.031642,0.5066538,0.03931379,90027,0.5297344,500,25.80302
82,1789604012.632,-0.09874064,0.500002,-0.1118547,-0.02594167,-0.003066306,0,0,-0.002823428,1.849817,0.4848633,-0.01845026,0,0,0,0,1,13.82612,0.0008649756,-0.009172866,0.001871543,0.03470368,0.5167835,0.03901958,88434,0.5286442,500,25.78388
83,1789604013.165,-0.09987055,0.500002,-0.1159939,-0.02254759,-0.002983839,0,0,-0.002774253,1.858612,0.5020828,-0.01859366,0,0,0,0,1,13.8062,0.0001708594,-0.002354366,0.001779346,0.031275,0.4884541,0.04010749,92992,0.5283949,500,25.93477
84,1789604013.685,-0.09959372,0.500002,-0.1151772,-0.02369305,-0.002986873,0,0,-0.002773448,1.856908,0.4990859,-0.01882195,0,0,0,0,1,13.78542,0.0005766504,-0.007006205,0.001915989,0.03259218,0.4736402,0.04242921,95243,0.5278332,500,25.93477
85,1789604014.219,-0.09959372,0.500002,-0.1151772,-0.02369305,-0.002986873,0,0,-0.002773448,1.856908,0.4990859,-0.01882195,0,0,0,0,1,13.75271,0.0008649756,-0.007109323,0.001866774,0.03259218,0.489203,0.04067397,92761,0.5267602,500,25.93477
86,1789604014.737,-0.09959372,0.500002,-0.1151772,-0.02369305,-0.002986873,0,0,-0.002773448,1.856908,0.4990859,-0.01882195,0,0,0,0,1,13.71293,0.0008649756,-0.00557159,0.002143678,0.03259218,0.4736757,0.04099917,95501,0.5262156,500,25.93477
87,1789604015.258,-0.09959372,0.500002,-0.1151772,-0.02369305,-0.002986873,0,0,-0.002773448,1.856908,0.4990859,-0.01882195,0,0,0,0,1,13.6828,0.0005766504,-0.005536844,0.001607514,0.03259218,0.4761527,0.03899026,95414,0.525462,500,25.93477
88,1789604015.776,-0.09959372,0.500002,-0.1151772,-0.02369305,-0.002986873,0,0,-0.002773448,1.856908,0.4990859,-0.01882195,0,0,0,0,1,13.64928,0.0008649756,-0.007298302,0.001623445,0.03259218,0.4748604,0.04004097,95459,0.5246261,500,25.93477
89,1789604016.289,-0.09959372,0.500002,-0.1151772,-0.02369305,-0.002986873,0,0,-0.002773448,1.856908,0.4990859,-0.01882195,0,0,0,0,1,13.61746,0.0008649756,-0.005875628,0.00187039,0.03259218,0.4692323,0.04014802,96493,0.5241444,500,25.93477
90,1789604016.809,-0.1015725,0.500002,-0.1321624,-0.02419525,-0.003022231,0,0,-0.00279534,1.86707,0.5220931,-0.01856495,0,0,0,0,1,13.58412,0.0005766504,-0.005676248,0.001476897,0.03823675,0.4764965,0.0394845,95259,0.5233144,500,25.93287
91,1789604017.325,-0.09779043,0.500002,-0.09743288,-0.02056708,-0.003003456,0,0,-0.002516798,1.859642,0.5028228,-0.01607215,0,0,0,0,1,13.54727,0.0008649756,-0.008440753,0.001521099,0.04000137,0.4721842,0.04011393,95944,0.5229677,500,25.93287
92,1789604017.859,-0.09795593,0.500002,-0.1074879,-0.02470422,-0.002824852,0,0,-0.002729192,1.87549,0.5412797,-0.01831367,0,0,0,0,1,13.52638,0.0008649756,-0.00781466,0.001634603,0.0322606,0.4887519,0.04113078,92760,0.5226017,500,25.99276
93,1789604018.390,-0.09908475,0.500002,-0.1166821,-0.02568441,-0.002976781,0,0,-0.002694106,1.873556,0.540899,-0.01775457,0,0,0,0,1,13.5094,0.0008649756,-0.003423607,0.001497265,0.03399615,0.4870927,0.03984475,93278,0.5225131,500,26.06317
94,1789604018.949,-0.09797349,0.500002,-0.0997835,-0.01924125,-0.002826733,0,0,-0.002690803,1.873511,0.5382747,-0.01766875,0,0,0,0,1,13.48446,0.0008649756,-0.005742195,0.001558354,0.0355683,0.513737,0.04109263,88589,0.5216312,500,26.3527
