attempt,step,time_s,phase,jaw_centre_error_m,tip_goal_error_m,jaw_command_m,approach_elevation_deg,jaw_tilt_deg,base_height_m,fell,cup_lift_m,cup_tilt_deg
0,274,5.48,enter,0.03355,0.03355,0.03,-25.0,3.43,0.3162,0,0.0089,18.98
0,275,5.5,enter,0.03327,0.03327,0.03,-24.76,3.61,0.3159,0,0.0088,18.71
0,276,5.52,enter,0.03301,0.03301,0.03,-24.55,3.8,0.3157,0,0.0085,18.1
0,277,5.54,enter,0.03245,0.03245,0.03,-24.39,4.0,0.3155,0,0.0088,18.57
0,278,5.56,enter,0.03292,0.03292,0.03,-24.24,4.23,0.3152,0,0.009,19.02
0,279,5.58,enter,0.03314,0.03314,0.03,-24.04,4.42,0.315,0,0.009,19.12
0,280,5.6,enter,0.03324,0.03324,0.03,-23.83,4.61,0.3147,0,0.0089,18.89
0,281,5.62,enter,0.03322,0.03322,0.03,-23.66,4.78,0.3145,0,0.0086,18.29
0,282,5.64,enter,0.03308,0.03308,0.03,-23.51,4.94,0.3143,0,0.0087,18.46
0,283,5.66,enter,0.03339,0.03339,0.03,-23.36,5.13,0.314,0,0.0091,19.4
0,284,5.68,enter,0.0339,0.0339,0.03,-23.22,5.32,0.3138,0,0.0095,20.26
0,285,5.7,enter,0.03417,0.03417,0.03,-23.06,5.5,0.3136,0,0.0096,20.43
0,286,5.72,enter,0.03421,0.03421,0.03,-22.93,5.66,0.3133,0,0.0095,20.26
0,287,5.74,enter,0.03414,0.03414,0.03,-22.84,5.87,0.3131,0,0.0102,21.38
0,288,5.76,enter,0.03491,0.03491,0.03,-22.72,6.07,0.3129,0,0.0109,22.63
0,289,5.78,close,0.03548,0.03548,0.03,-22.55,6.24,0.3127,0,0.0106,22.75
0,290,5.8,close,0.03478,0.03478,0.02925,-22.39,6.4,0.3125,0,0.0105,22.53
0,291,5.82,close,0.03402,0.03402,0.0285,-22.34,6.61,0.3123,0,0.0104,22.43
0,292,5.84,close,0.0337,0.0337,0.02775,-22.28,6.9,0.3122,0,0.011,23.49
0,293,5.86,close,0.0337,0.0337,0.027,-22.0,7.11,0.312,0,0.0113,24.21
0,294,5.88,close,0.03357,0.03357,0.02625,-21.71,7.28,0.3118,0,0.0113,24.18
0,295,5.9,close,0.03311,0.03311,0.0255,-21.43,7.43,0.3116,0,0.0111,23.79
0,296,5.92,close,0.033,0.033,0.02475,-20.97,7.85,0.3114,0,0.0111,23.75
0,297,5.94,close,0.0342,0.0342,0.024,-20.41,8.08,0.3113,0,0.0112,24.14
0,298,5.96,close,0.03555,0.03555,0.02325,-19.84,8.25,0.3111,0,0.0113,24.16
0,299,5.98,close,0.03627,0.03627,0.0225,-19.41,8.48,0.3109,0,0.0112,24.08
0,300,6.0,close,0.03654,0.03654,0.02175,-19.1,8.76,0.3108,0,0.0112,24.08
0,301,6.02,close,0.03682,0.03682,0.021,-18.88,9.09,0.3106,0,0.0113,24.18
0,302,6.04,close,0.03725,0.03725,0.02025,-18.65,9.39,0.3105,0,0.0113,24.23
0,303,6.06,close,0.03775,0.03775,0.0195,-18.42,9.76,0.3103,0,0.0113,24.28
0,304,6.08,close,0.03809,0.03809,0.01875,-18.18,10.41,0.3102,0,0.0112,24.11
0,305,6.1,close,0.03968,0.03968,0.018,-17.77,10.94,0.3101,0,0.0112,24.07
0,306,6.12,close,0.0419,0.0419,0.01725,-17.33,11.42,0.3099,0,0.0114,24.45
0,307,6.14,close,0.04346,0.04346,0.0165,-17.03,11.56,0.3098,0,0.0116,25.01
0,308,6.16,close,0.0436,0.0436,0.01575,-16.92,12.05,0.3097,0,0.0118,25.53
0,309,6.18,close,0.04312,0.04312,0.015,-16.91,12.58,0.3097,0,0.012,25.79
0,310,6.2,close,0.04331,0.04331,0.01425,-16.94,13.06,0.3096,0,0.0121,26.26
0,311,6.22,close,0.04494,0.04494,0.0135,-16.77,13.27,0.3096,0,0.0123,26.47
0,312,6.24,close,0.04531,0.04531,0.01275,-16.71,13.48,0.3096,0,0.0123,26.67
0,313,6.26,close,0.04437,0.04437,0.012,-16.84,13.62,0.3096,0,0.0122,26.43
0,314,6.28,close,0.04337,0.04337,0.01125,-16.94,14.14,0.3096,0,0.0121,26.11
0,315,6.3,close,0.04414,0.04414,0.0105,-16.91,14.64,0.3096,0,0.0122,26.22
0,316,6.32,close,0.04438,0.04438,0.00975,-16.88,14.96,0.3097,0,0.0121,26.19
0,317,6.34,close,0.04176,0.04176,0.009,-17.09,14.88,0.3097,0,0.0119,25.68
0,318,6.36,close,0.04354,0.04354,0.00825,-16.51,15.31,0.3098,0,0.0118,25.39
0,319,6.38,close,0.0466,0.0466,0.0075,-15.83,15.09,0.3099,0,0.012,25.81
0,320,6.4,close,0.04961,0.04961,0.00675,-15.35,15.03,0.3099,0,0.0122,26.45
0,321,6.42,close,0.05257,0.05257,0.006,-14.88,14.89,0.3099,0,0.0129,27.92
0,322,6.44,close,0.05632,0.05632,0.00525,-14.32,14.77,0.3098,0,0.0136,29.54
0,323,6.46,close,0.06061,0.06061,0.0045,-13.71,14.74,0.3096,0,0.014,30.69
0,324,6.48,close,0.06449,0.06449,0.00375,-13.14,14.72,0.3094,0,0.0146,31.97
0,325,6.5,close,0.06819,0.06819,0.003,-12.58,14.68,0.3092,0,0.0151,33.41
0,326,6.52,close,0.07222,0.07222,0.00225,-11.99,14.64,0.309,0,0.0158,35.12
0,327,6.54,close,0.07656,0.07656,0.0015,-11.35,14.6,0.3087,0,0.0166,37.16
0,328,6.56,close,0.08085,0.08085,0.00075,-10.69,14.54,0.3084,0,0.0176,39.65
0,329,6.58,lift,0.08501,0.08501,0.0,-10.05,14.46,0.3081,0,0.0187,42.74
0,330,6.6,lift,0.08802,0.08802,0.0,-9.41,14.38,0.3078,0,0.02,46.58
0,331,6.62,lift,0.09148,0.09148,0.0,-8.71,14.31,0.3075,0,0.0215,51.39
0,332,6.64,lift,0.09552,0.09552,0.0,-7.94,14.25,0.3072,0,0.0232,57.41
0,333,6.66,lift,0.09985,0.09985,0.0,-7.12,14.19,0.3068,0,0.0249,64.92
0,334,6.68,lift,0.10413,0.10413,0.0,-6.29,14.13,0.3065,0,0.0265,74.24
0,335,6.7,lift,0.10811,0.10811,0.0,-5.51,14.06,0.3062,0,0.0275,85.65
0,336,6.72,lift,0.11188,0.11188,0.0,-4.75,14.0,0.306,0,0.0275,90.0
0,337,6.74,lift,0.11564,0.11564,0.0,-3.99,13.93,0.3057,0,0.0275,90.0
0,338,6.76,lift,0.11943,0.11943,0.0,-3.21,13.86,0.3054,0,0.0275,90.0
0,339,6.78,lift,0.12319,0.12319,0.0,-2.43,13.78,0.3051,0,0.0275,90.0
0,340,6.8,lift,0.12678,0.12678,0.0,-1.66,13.71,0.3049,0,0.0275,90.0
0,341,6.82,lift,0.13015,0.13015,0.0,-0.93,13.62,0.3046,0,0.0275,90.0
0,342,6.84,lift,0.13335,0.13335,0.0,-0.21,13.53,0.3043,0,0.0275,90.0
0,343,6.86,lift,0.13639,0.13639,0.0,0.49,13.45,0.3041,0,0.0275,90.0
0,344,6.88,lift,0.13928,0.13928,0.0,1.17,13.36,0.3038,0,0.0275,90.0
0,345,6.9,lift,0.1421,0.1421,0.0,1.83,13.28,0.3035,0,0.0275,90.0
0,346,6.92,lift,0.14487,0.14487,0.0,2.5,13.2,0.3033,0,0.0275,90.0
0,347,6.94,lift,0.14753,0.14753,0.0,3.13,13.13,0.303,0,0.0275,90.0
0,348,6.96,lift,0.15015,0.15015,0.0,3.73,13.09,0.3027,0,0.0275,90.0
0,349,6.98,lift,0.15293,0.15293,0.0,4.26,13.13,0.3024,0,0.0275,90.0
0,350,7.0,lift,0.15614,0.15614,0.0,4.84,13.17,0.3022,0,0.0275,90.0
0,351,7.02,lift,0.15944,0.15944,0.0,5.43,13.16,0.3019,0,0.0275,90.0
0,352,7.04,lift,0.16255,0.16255,0.0,6.08,13.08,0.3016,0,0.0275,90.0
0,353,7.06,lift,0.16522,0.16522,0.0,6.71,12.94,0.3014,0,0.0275,90.0
0,354,7.08,lift,0.16756,0.16756,0.0,7.29,12.81,0.3011,0,0.0275,90.0
0,355,7.1,lift,0.16991,0.16991,0.0,7.86,12.7,0.3009,0,0.0275,90.0
0,356,7.12,lift,0.17239,0.17239,0.0,8.44,12.59,0.3006,0,0.0275,90.0
0,357,7.14,lift,0.17483,0.17483,0.0,9.02,12.47,0.3004,0,0.0275,90.0
0,358,7.16,lift,0.17714,0.17714,0.0,9.58,12.34,0.3001,0,0.0275,90.0
0,359,7.18,lift,0.17944,0.17944,0.0,10.13,12.21,0.2999,0,0.0275,90.0
0,360,7.2,lift,0.18181,0.18181,0.0,10.68,12.08,0.2996,0,0.0275,90.0
0,361,7.22,lift,0.18422,0.18422,0.0,11.24,11.94,0.2994,0,0.0275,90.0
0,362,7.24,lift,0.18659,0.18659,0.0,11.79,11.79,0.2991,0,0.0275,90.0
0,363,7.26,lift,0.18888,0.18888,0.0,12.32,11.64,0.2988,0,0.0275,90.0
0,364,7.28,lift,0.19089,0.19089,0.0,12.81,11.43,0.2985,0,0.0275,90.0
0,365,7.3,lift,0.1927,0.1927,0.0,13.27,11.22,0.2982,0,0.0275,90.0
0,366,7.32,lift,0.19445,0.19445,0.0,13.72,11.04,0.2978,0,0.0275,90.0
0,367,7.34,lift,0.19625,0.19625,0.0,14.17,10.87,0.2975,0,0.0275,90.0
0,368,7.36,lift,0.1981,0.1981,0.0,14.62,10.7,0.2971,0,0.0275,90.0
0,369,7.38,lift,0.19992,0.19992,0.0,15.07,10.52,0.2967,0,0.0275,90.0
0,370,7.4,lift,0.2016,0.2016,0.0,15.5,10.33,0.2963,0,0.0275,90.0
0,371,7.42,lift,0.20319,0.20319,0.0,15.91,10.14,0.2958,0,0.0275,90.0
0,372,7.44,lift,0.20472,0.20472,0.0,16.31,9.96,0.2954,0,0.0275,90.0
0,373,7.46,lift,0.2062,0.2062,0.0,16.7,9.76,0.2949,0,0.0275,90.0
0,374,7.48,lift,0.20757,0.20757,0.0,17.07,9.57,0.2944,0,0.0275,90.0
0,375,7.5,lift,0.20876,0.20876,0.0,17.41,9.38,0.294,0,0.0275,90.0
0,376,7.52,lift,0.20979,0.20979,0.0,17.73,9.19,0.2935,0,0.0275,90.0
0,377,7.54,lift,0.21073,0.21073,0.0,18.02,8.99,0.293,0,0.0275,90.0
0,378,7.56,lift,0.21164,0.21164,0.0,18.31,8.8,0.2925,0,0.0275,90.0
0,379,7.58,lift,0.21247,0.21247,0.0,18.59,8.62,0.292,0,0.0275,90.0
0,380,7.6,lift,0.21319,0.21319,0.0,18.86,8.43,0.2915,0,0.0275,90.0
0,381,7.62,lift,0.21381,0.21381,0.0,19.1,8.25,0.291,0,0.0275,90.0
0,382,7.64,lift,0.21437,0.21437,0.0,19.34,8.09,0.2905,0,0.0275,90.0
0,383,7.66,lift,0.21485,0.21485,0.0,19.56,7.91,0.29,0,0.0275,90.0
0,384,7.68,lift,0.2153,0.2153,0.0,19.77,7.75,0.2895,0,0.0275,90.0
0,385,7.7,lift,0.2157,0.2157,0.0,19.98,7.58,0.289,0,0.0275,90.0
0,386,7.72,lift,0.21606,0.21606,0.0,20.18,7.42,0.2885,0,0.0275,90.0
0,387,7.74,lift,0.2164,0.2164,0.0,20.37,7.28,0.288,0,0.0275,90.0
0,388,7.76,lift,0.21674,0.21674,0.0,20.56,7.13,0.2875,0,0.0275,90.0
0,389,7.78,lift,0.21708,0.21708,0.0,20.75,6.99,0.287,0,0.0275,90.0
0,390,7.8,lift,0.2174,0.2174,0.0,20.93,6.87,0.2865,0,0.0275,90.0
0,391,7.82,lift,0.21768,0.21768,0.0,21.11,6.74,0.286,0,0.0275,90.0
0,392,7.84,lift,0.21793,0.21793,0.0,21.28,6.61,0.2855,0,0.0275,90.0
0,393,7.86,lift,0.21817,0.21817,0.0,21.44,6.49,0.2849,0,0.0275,90.0
0,394,7.88,lift,0.21832,0.21832,0.0,21.6,6.37,0.2844,0,0.0275,90.0
0,395,7.9,lift,0.21837,0.21837,0.0,21.74,6.25,0.2839,0,0.0275,90.0
0,396,7.92,lift,0.21836,0.21836,0.0,21.87,6.13,0.2834,0,0.0275,90.0
0,397,7.94,lift,0.21832,0.21832,0.0,22.0,6.0,0.2828,0,0.0275,90.0
0,398,7.96,lift,0.21823,0.21823,0.0,22.12,5.88,0.2823,0,0.0275,90.0
0,399,7.98,lift,0.21797,0.21797,0.0,22.22,5.76,0.2818,0,0.0275,90.0
0,400,8.0,lift,0.21761,0.21761,0.0,22.31,5.63,0.2812,0,0.0275,90.0
0,401,8.02,lift,0.2173,0.2173,0.0,22.41,5.51,0.2806,0,0.0275,90.0
0,402,8.04,lift,0.21685,0.21685,0.0,22.49,5.39,0.28,0,0.0275,90.0
0,403,8.06,lift,0.21621,0.21621,0.0,22.56,5.25,0.2794,0,0.0275,90.0
0,404,8.08,lift,0.21563,0.21563,0.0,22.63,5.13,0.2788,0,0.0275,90.0
0,405,8.1,lift,0.21492,0.21492,0.0,22.68,5.0,0.2781,0,0.0275,90.0
0,406,8.12,lift,0.21402,0.21402,0.0,22.71,4.87,0.2775,0,0.0275,90.0
0,407,8.14,lift,0.21315,0.21315,0.0,22.75,4.74,0.2768,0,0.0275,90.0
0,408,8.16,lift,0.21212,0.21212,0.0,22.77,4.61,0.2761,0,0.0275,90.0
0,409,8.18,lift,0.21095,0.21095,0.0,22.76,4.48,0.2754,0,0.0275,90.0
0,410,8.2,lift,0.20996,0.20996,0.0,22.79,4.34,0.2747,0,0.0275,90.0
0,411,8.22,lift,0.20894,0.20894,0.0,22.81,4.23,0.274,0,0.0275,90.0
0,412,8.24,lift,0.2076,0.2076,0.0,22.79,4.1,0.2733,0,0.0275,90.0
0,413,8.26,lift,0.20622,0.20622,0.0,22.75,3.96,0.2726,0,0.0275,90.0
0,414,8.28,lift,0.20466,0.20466,0.0,22.68,3.8,0.2719,0,0.0275,90.0
0,415,8.3,lift,0.20287,0.20287,0.0,22.59,3.64,0.2713,0,0.0275,90.0
0,416,8.32,lift,0.20102,0.20102,0.0,22.49,3.48,0.2706,0,0.0275,90.0
0,417,8.34,lift,0.19908,0.19908,0.0,22.38,3.31,0.27,0,0.0275,90.0
0,418,8.36,lift,0.19692,0.19692,0.0,22.22,3.15,0.2695,0,0.0275,90.0
0,419,8.38,lift,0.19457,0.19457,0.0,22.03,2.96,0.269,0,0.0275,90.0
0,420,8.4,lift,0.19219,0.19219,0.0,21.83,2.76,0.2686,0,0.0275,90.0
0,421,8.42,lift,0.18977,0.18977,0.0,21.63,2.56,0.2683,0,0.0275,90.0
0,422,8.44,lift,0.18727,0.18727,0.0,21.4,2.37,0.268,0,0.0275,90.0
0,423,8.46,lift,0.18462,0.18462,0.0,21.14,2.17,0.2678,0,0.0275,90.0
0,424,8.48,lift,0.18178,0.18178,0.0,20.85,1.93,0.2677,0,0.0275,90.0
0,425,8.5,lift,0.17888,0.17888,0.0,20.56,1.68,0.2676,0,0.0275,90.0
0,426,8.52,lift,0.17593,0.17593,0.0,20.25,1.43,0.2677,0,0.0275,90.0
0,427,8.54,lift,0.17282,0.17282,0.0,19.91,1.18,0.2678,0,0.0275,90.0
0,428,8.56,lift,0.16952,0.16952,0.0,19.54,0.91,0.268,0,0.0275,90.0
0,429,8.58,hold,0.16611,0.16611,0.0,19.14,0.63,0.2683,0,0.0275,90.0
0,430,8.6,hold,0.16415,0.16415,0.0,18.75,0.34,0.2687,0,0.0275,90.0
0,431,8.62,hold,0.16197,0.16197,0.0,18.33,0.09,0.2691,0,0.0275,90.0
0,432,8.64,hold,0.1595,0.1595,0.0,17.87,0.18,0.2696,0,0.0275,90.0
0,433,8.66,hold,0.15651,0.15651,0.0,17.34,0.44,0.2702,0,0.0275,90.0
0,434,8.68,hold,0.15315,0.15315,0.0,16.76,0.73,0.2709,0,0.0275,90.0
0,435,8.7,hold,0.14982,0.14982,0.0,16.18,1.03,0.2716,0,0.0275,90.0
0,436,8.72,hold,0.14659,0.14659,0.0,15.64,1.28,0.2724,0,0.0275,90.0
0,437,8.74,hold,0.14341,0.14341,0.0,15.1,1.5,0.2733,0,0.0275,90.0
0,438,8.76,hold,0.14015,0.14015,0.0,14.55,1.72,0.2742,0,0.0275,90.0
0,439,8.78,hold,0.13688,0.13688,0.0,13.98,1.92,0.2752,0,0.0275,90.0
0,440,8.8,hold,0.13392,0.13392,0.0,13.45,2.11,0.2762,0,0.0275,90.0
0,441,8.82,hold,0.13123,0.13123,0.0,12.96,2.27,0.2772,0,0.0275,90.0
0,442,8.84,hold,0.12901,0.12901,0.0,12.52,2.4,0.2783,0,0.0275,90.0
0,443,8.86,hold,0.1271,0.1271,0.0,12.11,2.5,0.2794,0,0.0275,90.0
0,444,8.88,hold,0.12526,0.12526,0.0,11.71,2.6,0.2805,0,0.0275,90.0
0,445,8.9,hold,0.12363,0.12363,0.0,11.32,2.7,0.2816,0,0.0275,90.0
0,446,8.92,hold,0.12229,0.12229,0.0,10.98,2.79,0.2827,0,0.0275,90.0
0,447,8.94,hold,0.12128,0.12128,0.0,10.67,2.85,0.2838,0,0.0275,90.0
0,448,8.96,hold,0.12059,0.12059,0.0,10.39,2.9,0.2849,0,0.0275,90.0
0,449,8.98,hold,0.12006,0.12006,0.0,10.13,2.94,0.286,0,0.0275,90.0
0,450,9.0,hold,0.11973,0.11973,0.0,9.89,2.98,0.287,0,0.0275,90.0
0,451,9.02,hold,0.11966,0.11966,0.0,9.69,3.02,0.288,0,0.0275,90.0
0,452,9.04,hold,0.11981,0.11981,0.0,9.52,3.06,0.2889,0,0.0275,90.0
0,453,9.06,hold,0.12009,0.12009,0.0,9.36,3.09,0.2898,0,0.0275,90.0
0,454,9.08,hold,0.12037,0.12037,0.0,9.21,3.14,0.2907,0,0.0275,90.0
0,455,9.1,hold,0.12074,0.12074,0.0,9.07,3.19,0.2915,0,0.0275,90.0
0,456,9.12,hold,0.12124,0.12124,0.0,8.95,3.25,0.2922,0,0.0275,90.0
0,457,9.14,hold,0.12182,0.12182,0.0,8.85,3.32,0.2929,0,0.0275,90.0
0,458,9.16,hold,0.12238,0.12238,0.0,8.76,3.39,0.2935,0,0.0275,90.0
0,459,9.18,hold,0.12287,0.12287,0.0,8.67,3.47,0.294,0,0.0275,90.0
0,460,9.2,hold,0.12323,0.12323,0.0,8.58,3.56,0.2945,0,0.0275,90.0
0,461,9.22,hold,0.12352,0.12352,0.0,8.5,3.66,0.2949,0,0.0275,90.0
0,462,9.24,hold,0.12367,0.12367,0.0,8.42,3.79,0.2953,0,0.0275,90.0
0,463,9.26,hold,0.12365,0.12365,0.0,8.33,3.91,0.2956,0,0.0275,90.0
0,464,9.28,hold,0.12345,0.12345,0.0,8.22,4.05,0.2959,0,0.0275,90.0
0,465,9.3,hold,0.12307,0.12307,0.0,8.1,4.2,0.2962,0,0.0275,90.0
0,466,9.32,hold,0.12256,0.12256,0.0,7.98,4.36,0.2965,0,0.0275,90.0
0,467,9.34,hold,0.12194,0.12194,0.0,7.86,4.52,0.2967,0,0.0275,90.0
0,468,9.36,hold,0.12113,0.12113,0.0,7.73,4.7,0.297,0,0.0275,90.0
0,469,9.38,hold,0.12016,0.12016,0.0,7.58,4.88,0.2973,0,0.0275,90.0
0,470,9.4,hold,0.11905,0.11905,0.0,7.42,5.07,0.2976,0,0.0275,90.0
0,471,9.42,hold,0.11786,0.11786,0.0,7.26,5.25,0.2979,0,0.0275,90.0
0,472,9.44,hold,0.11661,0.11661,0.0,7.09,5.44,0.2982,0,0.0275,90.0
0,473,9.46,hold,0.11535,0.11535,0.0,6.92,5.63,0.2986,0,0.0275,90.0
0,474,9.48,hold,0.11411,0.11411,0.0,6.75,5.81,0.299,0,0.0275,90.0
0,475,9.5,hold,0.11285,0.11285,0.0,6.59,5.99,0.2994,0,0.0275,90.0
0,476,9.52,hold,0.1116,0.1116,0.0,6.42,6.17,0.2998,0,0.0275,90.0
0,477,9.54,hold,0.11039,0.11039,0.0,6.26,6.34,0.3003,0,0.0275,90.0
0,478,9.56,hold,0.10923,0.10923,0.0,6.11,6.51,0.3008,0,0.0275,90.0
0,479,9.58,hold,0.10809,0.10809,0.0,5.96,6.68,0.3013,0,0.0275,90.0
0,480,9.6,hold,0.10698,0.10698,0.0,5.81,6.84,0.3018,0,0.0275,90.0
0,481,9.62,hold,0.10588,0.10588,0.0,5.67,6.99,0.3023,0,0.0275,90.0
0,482,9.64,hold,0.10483,0.10483,0.0,5.53,7.15,0.3028,0,0.0275,90.0
0,483,9.66,hold,0.10381,0.10381,0.0,5.4,7.3,0.3034,0,0.0275,90.0
0,484,9.68,hold,0.10285,0.10285,0.0,5.28,7.45,0.3039,0,0.0275,90.0
0,485,9.7,hold,0.10193,0.10193,0.0,5.18,7.6,0.3045,0,0.0275,90.0
0,486,9.72,hold,0.10098,0.10098,0.0,5.07,7.74,0.305,0,0.0275,90.0
0,487,9.74,hold,0.09996,0.09996,0.0,4.97,7.89,0.3055,0,0.0275,90.0
0,488,9.76,hold,0.09892,0.09892,0.0,4.88,8.04,0.3061,0,0.0275,90.0
0,489,9.78,hold,0.09788,0.09788,0.0,4.79,8.19,0.3066,0,0.0275,90.0
0,490,9.8,hold,0.09686,0.09686,0.0,4.7,8.34,0.3071,0,0.0275,90.0
0,491,9.82,hold,0.0958,0.0958,0.0,4.62,8.49,0.3076,0,0.0275,90.0
0,492,9.84,hold,0.09473,0.09473,0.0,4.55,8.64,0.3081,0,0.0275,90.0
0,493,9.86,hold,0.09368,0.09368,0.0,4.48,8.79,0.3086,0,0.0275,90.0
0,494,9.88,hold,0.09267,0.09267,0.0,4.41,8.94,0.3091,0,0.0275,90.0
0,495,9.9,hold,0.09165,0.09165,0.0,4.36,9.09,0.3095,0,0.0275,90.0
0,496,9.92,hold,0.09066,0.09066,0.0,4.31,9.25,0.31,0,0.0275,90.0
0,497,9.94,hold,0.0896,0.0896,0.0,4.26,9.4,0.3104,0,0.0275,90.0
0,498,9.96,hold,0.08843,0.08843,0.0,4.21,9.57,0.3109,0,0.0275,90.0
0,499,9.98,hold,0.08709,0.08709,0.0,4.16,9.74,0.3113,0,0.0275,90.0
0,500,10.0,hold,0.08573,0.08573,0.0,4.11,9.92,0.3116,0,0.0275,90.0
0,501,10.02,hold,0.08454,0.08454,0.0,4.08,10.08,0.312,0,0.0275,90.0
0,502,10.04,hold,0.08346,0.08346,0.0,4.07,10.23,0.3123,0,0.0275,90.0
0,503,10.06,hold,0.0824,0.0824,0.0,4.05,10.39,0.3126,0,0.0275,90.0
0,504,10.08,done,0.08137,0.08137,0.0,4.05,10.55,0.3128,0,0.0275,90.0
0,505,10.1,done,0.08044,0.08044,0.0,4.05,10.71,0.3131,0,0.0275,90.0
0,506,10.12,done,0.07951,0.07951,0.0,4.05,10.86,0.3133,0,0.0275,90.0
