step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
0,1789877326.041,-0.009244716,-0.01275372,0.03299999,-0.002827444,-0.0001274991,0,-0.004461681,-0.0005053597,0,-0.003417426,-4.869169e-05,-0.00258,-0.0001369983,0.0154,-0.001150339,-0.001507306,0,-0.000805336,-0.001554454,-0.005195124,0.01748273,0,-0.0001150189,-9.30805e-05,0.01147319,2.414763e-30,0.02836048,0.01456918,25.53372,3.66434,0.003926152,0.009602379,3.636242,0.0002962963,-0.01464009,0.5290205,0.6175373,0.4596219,22815,0.9996864,13.11765,0.8084756
1,1789877326.904,-0.02212067,-0.02724122,0.07199996,-0.005599517,-0.0004660833,0,-0.009170759,-0.001243402,0,-0.006950766,-0.0001063369,0,-0.0002669272,0.05765001,-0.002014658,0,0,-0.002597688,-0.004678979,-0.01319596,0.03717397,0.0211036,-0.0002740002,-0.000215657,0.01859507,8.418948e-39,0.06981572,0.007929745,25.52929,3.646174,0.005496101,0.009512645,3.623236,2.601229e-05,-0.0323876,0.2105833,0.4766631,0.3534729,29604,0.9991589,28.85714,1.67476
2,1789877327.788,-0.03703604,-0.0429728,0.1064999,-0.00634356,-0.0005891364,-0.05000001,-0.01176769,-0.001682233,0,-0.009198206,-0.0001527793,-0.004,-8.234018e-05,0.06920003,-0.002655921,-0.004396352,0,-0.003871472,-0.006428636,-0.01035854,0.05496372,0,-0.0004018862,-0.0003260307,0.03287375,1.400557e-14,0.01967745,0.006867516,25.52324,3.633261,0.006068679,0.008679945,3.611645,1.156102e-05,-0.02332364,0.230482,0.5233066,0.3546464,27992,0.9989359,40.4878,2.309137
3,1789877328.674,-0.04371559,-0.04766594,0.1439999,-0.01160942,-0.0005095114,0,-0.01352028,-0.002211473,0,-0.01078896,-0.0002031526,0,-0.0003268567,0.1341499,-0.003639841,0,0,-0.004098391,-0.006994107,-0.008416361,0.07607191,0.04271663,-0.0005419616,-0.0003699608,0.03863639,0,0.1473058,0.006338673,25.52,3.619606,0.006144385,0.008641692,3.598481,0.0002962963,-0.01958063,0.2051684,0.5195401,0.3597546,27949,0.9987217,53.74,3.272949
4,1789877329.572,-0.05307097,-0.06846996,0.1799999,-0.007554858,-0.0009896746,-0.005,-0.01711015,-0.002709626,0,-0.01188598,-0.0002547271,0,-0.0002858859,0.1866998,-0.004650289,0,0,-0.005503607,-0.009694926,-0.01670737,0.09348523,0.05293071,-0.0006809092,-0.0004871613,0.04158133,2.290035e-38,0.1762048,0.005992682,25.51236,3.622257,0.00567374,0.008791172,3.6018,1e-05,-0.02946176,0.1460702,0.5359354,0.3560524,27551,0.9983382,77.73,4.760548
5,1789877330.478,-0.07047953,-0.07514368,0.2159999,-0.01150495,-0.001009908,-0.04500001,-0.02477915,-0.003067029,0,-0.01735261,-0.000301595,0,-0.0004179992,0.1901748,-0.005248332,0,0,-0.008033769,-0.01291957,-0.01449327,0.1126156,0.06364626,-0.0008404113,-0.000587815,0.05079336,2.348912e-36,0.2315702,0.005971648,25.5083,3.6073,0.005702464,0.008046445,3.58758,5.0625e-05,-0.02103429,0.1531881,0.5420516,0.3581114,27301,0.9980416,102.57,6.19992
