step,wall_time,Episode_Reward/action_rate,Episode_Reward/alive,Episode_Reward/base_angular_motion,Episode_Reward/base_height,Episode_Reward/base_motion,Episode_Reward/failure,Episode_Reward/joint_limits,Episode_Reward/joint_vel,Episode_Reward/reach_coarse,Episode_Reward/reach_fine,Episode_Reward/upright,Episode_Termination/bad_orientation,Episode_Termination/base_contact,Episode_Termination/low_base,Episode_Termination/outside_workspace,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/ee_position/position_error_m,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
29,1789611124.587,-0.4095329,0.5000009,-0.205786,-0.04542249,-0.00490176,-4.188482e-06,0,-0.002610008,0.8715357,0.03921839,-0.02072669,0.06835938,0,0,0,0.9326172,12.81022,0.0001708594,-0.01080208,0.01024398,0.09781644,0.4693117,0.04013348,96481,0.4932987,500,7.243539
30,1789611125.098,-0.4095329,0.5000009,-0.205786,-0.04542249,-0.00490176,-4.188482e-06,0,-0.002610008,0.8715357,0.03921839,-0.02072669,0.06835938,0,0,0,0.9326172,12.78787,0.0005766504,-0.0104246,0.01080567,0.09781644,0.4667745,0.04042649,96908,0.4924997,500,7.243539
31,1789611125.607,-0.4095329,0.5000009,-0.205786,-0.04542249,-0.00490176,-4.188482e-06,0,-0.002610008,0.8715357,0.03921839,-0.02072669,0.06835938,0,0,0,0.9326172,12.75399,0.0005766504,-0.0112517,0.01018659,0.09781644,0.4674056,0.03888249,97083,0.4916422,500,7.243539
32,1789611126.142,-0.4122307,0.5000016,-0.180176,-0.03869588,-0.004455017,-1.396161e-06,0,-0.002429256,1.253112,0.06745222,-0.01895101,0.06803386,0,0,0,0.9329427,12.72608,0.0005766504,-0.01103582,0.01031707,0.08014964,0.4907684,0.04048848,92520,0.4909192,500,7.268733
33,1789611126.670,-0.4078242,0.500002,-0.153642,-0.02553582,-0.004207093,0,0,-0.002348129,1.483213,0.1246857,-0.01732823,0.06726074,0,0,0,0.9337158,12.68097,0.0008649756,-0.009549978,0.01044803,0.05890784,0.4853947,0.03901052,93729,0.4896514,500,7.429972
34,1789611127.194,-0.3999004,0.500002,-0.1548483,-0.02812698,-0.004430255,0,0,-0.002495656,1.403557,0.1154912,-0.01663222,0.0645752,0,0,0,0.9364014,12.64629,0.0008649756,-0.009315673,0.01712451,0.0474988,0.4795768,0.03997636,94604,0.4887432,500,7.899519
35,1789611127.721,-0.3986,0.500002,-0.1463457,-0.03099904,-0.004266215,0,0,-0.002564185,1.340695,0.08863403,-0.01694372,0.0633138,0,0,0,0.9376628,12.60684,0.0008649756,-0.00917071,0.008091225,0.04591256,0.4813623,0.0413506,94032,0.4878488,500,7.957088
36,1789611128.245,-0.4003592,0.500002,-0.1723862,-0.03246981,-0.004122658,0,0,-0.002559471,1.462652,0.1457091,-0.01807958,0.06174723,0,0,0,0.9392294,12.55625,0.001297463,-0.008019892,0.007205566,0.06341887,0.4818299,0.03888154,94393,0.4863281,500,8.380309
37,1789611128.778,-0.4004319,0.500002,-0.1561983,-0.02776511,-0.004109708,0,0,-0.002328234,1.46762,0.1330139,-0.01581415,0.0563558,0,0,0,0.9446208,12.49886,0.001297463,-0.006008311,0.006502396,0.05610697,0.4890239,0.04043627,92834,0.4847525,500,9.420615
38,1789611129.326,-0.3966269,0.500002,-0.146873,-0.02588398,-0.003887404,0,0,-0.002352823,1.521755,0.1602991,-0.01691826,0.04681396,0,0,0,0.9541626,12.43651,0.001297463,-0.008222155,0.005838356,0.06780069,0.504396,0.03930974,90401,0.4832081,500,11.85169
39,1789611129.919,-0.3981532,0.500002,-0.1489391,-0.02897016,-0.003888572,0,0,-0.002263918,1.535112,0.1533043,-0.01715202,0.03446452,0,0,0,0.9665121,12.38371,0.0005766504,-0.007710688,0.006202363,0.05347988,0.5442917,0.04382515,83575,0.4819931,500,13.9914
40,1789611130.485,-0.4001199,0.500002,-0.1480093,-0.02627965,-0.003860413,0,0,-0.002380621,1.569396,0.1790394,-0.01717668,0.02048747,0,0,0,0.9804891,12.32018,0.0008649756,-0.009864522,0.006687547,0.05543418,0.5199959,0.04070973,87660,0.4801995,500,15.87307
41,1789611131.039,-0.3960472,0.500002,-0.1433314,-0.02659602,-0.003778039,0,0,-0.002291061,1.58246,0.1859792,-0.01667163,0.004313151,0,0,0,0.9962972,12.27977,7.59375e-05,0.000946005,0.008332535,0.05171293,0.5079553,0.04139042,89473,0.4797113,500,16.6432
42,1789611131.567,-0.3953299,0.500002,-0.1405846,-0.02639127,-0.003748419,0,0,-0.00231098,1.573617,0.1835913,-0.01669766,0,0,0,0,1,12.26442,0.0001708594,-0.006786651,0.006909174,0.04935937,0.4847698,0.03991413,93679,0.4792479,500,16.6432
43,1789611132.086,-0.3953299,0.500002,-0.1405846,-0.02639127,-0.003748419,0,0,-0.00231098,1.573617,0.1835913,-0.01669766,0,0,0,0,1,12.21754,0.0005766504,-0.008996,0.006667406,0.04935937,0.4757423,0.03930163,95432,0.4773229,500,16.6432
44,1789611132.608,-0.3953299,0.500002,-0.1405846,-0.02639127,-0.003748419,0,0,-0.00231098,1.573617,0.1835913,-0.01669766,0,0,0,0,1,12.14985,0.0005766504,-0.009612797,0.006274444,0.04935937,0.4776003,0.04073453,94826,0.4760381,500,16.6432
45,1789611133.128,-0.3953299,0.500002,-0.1405846,-0.02639127,-0.003748419,0,0,-0.00231098,1.573617,0.1835913,-0.01669766,0,0,0,0,1,12.10738,0.0005766504,-0.009654911,0.005288951,0.04935937,0.4744802,0.04120421,95314,0.4749072,500,16.6432
46,1789611133.639,-0.3953299,0.500002,-0.1405846,-0.02639127,-0.003748419,0,0,-0.00231098,1.573617,0.1835913,-0.01669766,0,0,0,0,1,12.0411,0.0005766504,-0.01130656,0.005559838,0.04935937,0.4663408,0.04074335,96930,0.4731487,500,16.6432
47,1789611134.149,-0.3953299,0.500002,-0.1405846,-0.02639127,-0.003748419,0,0,-0.00231098,1.573617,0.1835913,-0.01669766,0,0,0,0,1,11.95844,0.0008649756,-0.007425952,0.004853402,0.04935937,0.4677179,0.03919578,96963,0.4710447,500,16.6432
48,1789611134.656,-0.3953299,0.500002,-0.1405846,-0.02639127,-0.003748419,0,0,-0.00231098,1.573617,0.1835913,-0.01669766,0,0,0,0,1,11.89437,0.0008649756,-0.008759827,0.005319652,0.04935937,0.4641912,0.038903,97699,0.4693848,500,16.6432
49,1789611135.160,-0.3953299,0.500002,-0.1405846,-0.02639127,-0.003748419,0,0,-0.00231098,1.573617,0.1835913,-0.01669766,0,0,0,0,1,11.808,0.0008649756,-0.007604793,0.004799256,0.04935937,0.4614058,0.0391376,98197,0.4672506,500,16.6432
50,1789611135.669,-0.3953299,0.500002,-0.1405846,-0.02639127,-0.003748419,0,0,-0.00231098,1.573617,0.1835913,-0.01669766,0,0,0,0,1,11.73665,0.0008649756,-0.008322399,0.004175989,0.04935937,0.4664943,0.03894854,97245,0.465551,500,16.6432
51,1789611136.183,-0.3953299,0.500002,-0.1405846,-0.02639127,-0.003748419,0,0,-0.00231098,1.573617,0.1835913,-0.01669766,0,0,0,0,1,11.65061,0.0008649756,-0.009002676,0.003821239,0.04935937,0.467041,0.04035306,96871,0.4632282,500,16.6432
52,1789611136.691,-0.3953299,0.500002,-0.1405846,-0.02639127,-0.003748419,0,0,-0.00231098,1.573617,0.1835913,-0.01669766,0,0,0,0,1,11.58011,0.0008649756,-0.006033208,0.003655572,0.04935937,0.4634984,0.03978562,97662,0.4615688,500,16.6432
53,1789611137.195,-0.3817693,0.500002,-0.1133446,-0.02100634,-0.003403537,0,0,-0.002131438,1.696716,0.2772278,-0.01537718,0,0,0,0,1,11.47753,0.0005766504,-0.007838869,0.00369829,0.04950502,0.4619672,0.03901839,98110,0.4589222,500,16.6832
54,1789611137.713,-0.3698747,0.500002,-0.1197434,-0.02324438,-0.003343236,0,0,-0.002103969,1.731507,0.311068,-0.01583298,0,0,0,0,1,11.39209,0.0008649756,-0.008261622,0.003692871,0.04131603,0.4743042,0.04026413,95520,0.4569013,500,16.8805
55,1789611138.236,-0.3740371,0.500002,-0.1127832,-0.0194183,-0.003542943,0,0,-0.002144061,1.773991,0.3478695,-0.01783693,0,0,0,0,1,11.31215,0.0008649756,-0.007760557,0.00349505,0.04078544,0.4789288,0.03914404,94874,0.4547729,500,17.048
56,1789611138.751,-0.3715736,0.500002,-0.1194256,-0.01685583,-0.003317164,0,0,-0.002133898,1.780529,0.3576596,-0.01713787,0,0,0,0,1,11.22334,0.0008649756,-0.006898194,0.0033747,0.02933047,0.4724145,0.03907967,96094,0.4528716,500,17.15419
57,1789611139.268,-0.3684971,0.500002,-0.1275238,-0.01932438,-0.003372281,0,0,-0.00226595,1.771894,0.3413018,-0.01890629,0,0,0,0,1,11.13756,0.0008649756,-0.007804741,0.003293613,0.03233373,0.4726985,0.0403018,95812,0.45075,500,17.53116
58,1789611139.800,-0.3583496,0.500002,-0.1107749,-0.02129317,-0.003424893,0,0,-0.002184892,1.771168,0.3540952,-0.01675178,0,0,0,0,1,11.04963,0.0005766504,-0.006668933,0.003547763,0.04469391,0.4880197,0.04070044,92964,0.4490708,500,18.17625
59,1789611140.341,-0.3563934,0.500002,-0.1092312,-0.02128912,-0.003326809,0,0,-0.002211179,1.77862,0.3636989,-0.01742522,0,0,0,0,1,10.99653,0.0005766504,-0.007825837,0.003166257,0.03966018,0.4975851,0.0387218,91649,0.44752,500,19.36465
60,1789611140.874,-0.3565075,0.500002,-0.1054248,-0.01861916,-0.003330691,0,0,-0.002154077,1.78637,0.3745827,-0.01746498,0,0,0,0,1,10.89903,0.0008649756,-0.007156895,0.003233606,0.04615351,0.4880245,0.04128313,92860,0.4450958,500,20.65315
61,1789611141.405,-0.3528496,0.500002,-0.1111196,-0.01727648,-0.003405421,0,0,-0.002177175,1.79507,0.3884068,-0.01697588,0,0,0,0,1,10.82172,0.0005766504,-0.006937273,0.002990213,0.0397595,0.4867914,0.04036236,93240,0.4433219,500,21.54574
62,1789611141.925,-0.3509566,0.500002,-0.1100599,-0.01836462,-0.003350424,0,0,-0.002168933,1.792827,0.3870344,-0.01723464,0,0,0,0,1,10.76846,0.0003844336,-0.001739467,0.009150404,0.03587969,0.4750516,0.04030752,95374,0.442765,500,21.85393
63,1789611142.438,-0.3506555,0.500002,-0.1110772,-0.01900819,-0.003352082,0,0,-0.002162231,1.798788,0.3918917,-0.01731293,0,0,0,0,1,10.74449,0.0005766504,-0.004664634,0.00444605,0.03711855,0.4687927,0.04033446,96541,0.4417327,500,21.85393
64,1789611142.941,-0.3506555,0.500002,-0.1110772,-0.01900819,-0.003352082,0,0,-0.002162231,1.798788,0.3918917,-0.01731293,0,0,0,0,1,10.66499,0.0008649756,-0.008390674,0.003449673,0.03711855,0.4599664,0.03940248,98428,0.439693,500,21.85393
65,1789611143.468,-0.3506555,0.500002,-0.1110772,-0.01900819,-0.003352082,0,0,-0.002162231,1.798788,0.3918917,-0.01731293,0,0,0,0,1,10.58643,0.0005766504,-0.005766469,0.002899764,0.03711855,0.482378,0.04138064,93844,0.4378009,500,21.85393
66,1789611144.003,-0.3506555,0.500002,-0.1110772,-0.01900819,-0.003352082,0,0,-0.002162231,1.798788,0.3918917,-0.01731293,0,0,0,0,1,10.48722,0.0008649756,-0.008358712,0.002874702,0.03711855,0.488261,0.04335093,92458,0.4349848,500,21.85393
67,1789611144.512,-0.3506555,0.500002,-0.1110772,-0.01900819,-0.003352082,0,0,-0.002162231,1.798788,0.3918917,-0.01731293,0,0,0,0,1,10.37925,0.0005766504,-0.006946521,0.003016791,0.03711855,0.4645021,0.04048371,97333,0.4331235,500,21.85393
68,1789611145.019,-0.3506555,0.500002,-0.1110772,-0.01900819,-0.003352082,0,0,-0.002162231,1.798788,0.3918917,-0.01731293,0,0,0,0,1,10.30144,0.0005766504,-0.007855942,0.002680059,0.03711855,0.4629772,0.04031897,97660,0.4314804,500,21.85393
69,1789611145.539,-0.3506555,0.500002,-0.1110772,-0.01900819,-0.003352082,0,0,-0.002162231,1.798788,0.3918917,-0.01731293,0,0,0,0,1,10.20778,0.0008649756,-0.007433555,0.003012873,0.03711855,0.4771216,0.03999615,95049,0.428873,500,21.85393
70,1789611146.045,-0.3506555,0.500002,-0.1110772,-0.01900819,-0.003352082,0,0,-0.002162231,1.798788,0.3918917,-0.01731293,0,0,0,0,1,10.10851,0.0005766504,-0.007061077,0.002963733,0.03711855,0.4631662,0.0390265,97874,0.4269806,500,21.85393
71,1789611146.549,-0.3506555,0.500002,-0.1110772,-0.01900819,-0.003352082,0,0,-0.002162231,1.798788,0.3918917,-0.01731293,0,0,0,0,1,10.03041,0.0005766504,-0.006916689,0.003083256,0.03711855,0.4609556,0.03977013,98161,0.4253415,500,21.85393
72,1789611147.052,-0.3506555,0.500002,-0.1110772,-0.01900819,-0.003352082,0,0,-0.002162231,1.798788,0.3918917,-0.01731293,0,0,0,0,1,9.955379,0.0008649756,-0.006626182,0.002389818,0.03711855,0.4605734,0.03903508,98381,0.4234263,500,21.85393
73,1789611147.555,-0.3506555,0.500002,-0.1110772,-0.01900819,-0.003352082,0,0,-0.002162231,1.798788,0.3918917,-0.01731293,0,0,0,0,1,9.857365,0.0008649756,-0.007237313,0.002362051,0.03711855,0.4600298,0.03884149,98526,0.421268,500,21.85393
74,1789611148.059,-0.3315855,0.500002,-0.1151467,-0.007871782,-0.003362984,0,0,-0.001985444,1.852065,0.479766,-0.01646057,0,0,0,0,1,9.76491,0.0008649756,-0.005265599,0.002758457,0.02956096,0.4617043,0.03943944,98079,0.4191845,500,21.88297
75,1789611148.572,-0.3221055,0.500002,-0.1066756,-0.01717988,-0.003125163,0,0,-0.002035584,1.849371,0.4872082,-0.01745525,0,0,0,0,1,9.662254,0.0008649756,-0.004854644,0.002600531,0.03247987,0.4699693,0.03891897,96587,0.4168657,500,21.96057
76,1789611149.082,-0.3153656,0.500002,-0.09109347,-0.01225803,-0.002888826,0,0,-0.001736394,1.852601,0.4921051,-0.01665389,0,0,0,0,1,9.562883,0.0008649756,-0.004652839,0.003229554,0.03048988,0.4667075,0.03885913,97221,0.4146158,500,22.04941
77,1789611149.587,-0.319343,0.500002,-0.09990053,-0.009880468,-0.003065316,0,0,-0.001751273,1.8652,0.5159827,-0.01596964,0,0,0,0,1,9.460894,0.0008649756,-0.004880171,0.001994275,0.02814952,0.4627485,0.0388937,97982,0.412389,500,22.0898
78,1789611150.106,-0.314097,0.500002,-0.09902462,-0.01155466,-0.003158982,0,0,-0.001892204,1.85618,0.4951503,-0.01677626,0,0,0,0,1,9.365887,0.0008649756,-0.006224846,0.002230426,0.03199992,0.4763997,0.03934002,95303,0.4103037,500,22.25083
79,1789611150.642,-0.3045201,0.500002,-0.09995215,-0.01329547,-0.003155782,0,0,-0.001988143,1.855066,0.4949691,-0.01781025,0,0,0,0,1,9.27472,0.0005766504,-0.004860247,0.002167659,0.03232794,0.4923358,0.0394299,92431,0.4087758,500,22.68377
80,1789611151.181,-0.2998179,0.500002,-0.09235917,-0.01337382,-0.003118232,0,0,-0.0019628,1.858316,0.5004761,-0.0184368,0,0,0,0,1,9.213049,0.0005766504,-0.006106409,0.001930616,0.03173666,0.4955387,0.03898382,91954,0.4073788,500,23.36081
81,1789611151.712,-0.3012201,0.500002,-0.09467469,-0.01091504,-0.003088803,0,0,-0.001901142,1.861646,0.5054902,-0.01741519,0,0,0,0,1,9.135293,0.0005766504,-0.008335612,0.002072056,0.02797032,0.4886055,0.0390861,93145,0.4055778,500,23.97341
82,1789611152.242,-0.2961945,0.500002,-0.0954197,-0.01294435,-0.00323077,0,0,-0.001873069,1.858195,0.5058331,-0.01731788,0,0,0,0,1,9.040484,0.0008649756,-0.007221678,0.002062893,0.0309654,0.487288,0.03910661,93374,0.4033313,500,24.31519
83,1789611152.759,-0.2935612,0.500002,-0.09381914,-0.01143559,-0.003155068,0,0,-0.001890818,1.863472,0.5114983,-0.01714887,0,0,0,0,1,8.987051,7.59375e-05,0.007133624,0.006216804,0.02971352,0.4741132,0.03871727,95844,0.4030609,500,24.60269
84,1789611153.262,-0.2942337,0.500002,-0.09439179,-0.0119764,-0.003137798,0,0,-0.001896038,1.863511,0.5146213,-0.01732336,0,0,0,0,1,8.967852,0.0002562891,-0.006657933,0.002493961,0.03117454,0.4600375,0.03918958,98456,0.4024121,500,24.60269
85,1789611153.762,-0.2942337,0.500002,-0.09439179,-0.0119764,-0.003137798,0,0,-0.001896038,1.863511,0.5146213,-0.01732336,0,0,0,0,1,8.9102,0.0005766504,-0.007096181,0.002307978,0.03117454,0.4568565,0.03941298,99042,0.4006805,500,24.60269
86,1789611154.265,-0.2942337,0.500002,-0.09439179,-0.0119764,-0.003137798,0,0,-0.001896038,1.863511,0.5146213,-0.01732336,0,0,0,0,1,8.819608,0.0005766504,-0.006347398,0.002352258,0.03117454,0.4598532,0.03891587,98546,0.3987359,500,24.60269
87,1789611154.768,-0.2942337,0.500002,-0.09439179,-0.0119764,-0.003137798,0,0,-0.001896038,1.863511,0.5146213,-0.01732336,0,0,0,0,1,8.730487,0.0005766504,-0.005909729,0.001817239,0.03117454,0.4598584,0.04038453,98256,0.3968812,500,24.60269
88,1789611155.276,-0.2942337,0.500002,-0.09439179,-0.0119764,-0.003137798,0,0,-0.001896038,1.863511,0.5146213,-0.01732336,0,0,0,0,1,8.653573,0.0005766504,-0.008071233,0.00181807,0.03117454,0.4573274,0.04069161,98695,0.3952148,500,24.60269
89,1789611155.780,-0.2942337,0.500002,-0.09439179,-0.0119764,-0.003137798,0,0,-0.001896038,1.863511,0.5146213,-0.01732336,0,0,0,0,1,8.56893,0.0005766504,-0.008666743,0.001861557,0.03117454,0.4614999,0.03896546,98212,0.3933817,500,24.60269
90,1789611156.283,-0.2942337,0.500002,-0.09439179,-0.0119764,-0.003137798,0,0,-0.001896038,1.863511,0.5146213,-0.01732336,0,0,0,0,1,8.463149,0.0008649756,-0.006965402,0.002014935,0.03117454,0.4600363,0.03969073,98357,0.3911594,500,24.60269
91,1789611156.788,-0.2942337,0.500002,-0.09439179,-0.0119764,-0.003137798,0,0,-0.001896038,1.863511,0.5146213,-0.01732336,0,0,0,0,1,8.381897,0.0002562891,-0.006420221,0.002057671,0.03117454,0.4624889,0.03911185,97990,0.3899314,500,24.60269
92,1789611157.296,-0.2942337,0.500002,-0.09439179,-0.0119764,-0.003137798,0,0,-0.001896038,1.863511,0.5146213,-0.01732336,0,0,0,0,1,8.296187,0.0005766504,-0.008233766,0.001595641,0.03117454,0.464787,0.03950572,97467,0.3875755,500,24.60269
93,1789611157.803,-0.2942337,0.500002,-0.09439179,-0.0119764,-0.003137798,0,0,-0.001896038,1.863511,0.5146213,-0.01732336,0,0,0,0,1,8.178719,0.0008649756,-0.006045722,0.001622421,0.03117454,0.4643888,0.03921986,97599,0.3851734,500,24.60269
94,1789611158.315,-0.2900757,0.500002,-0.09188785,-0.01039247,-0.003122638,0,0,-0.001872182,1.867603,0.5222484,-0.01696098,0,0,0,0,1,8.089167,0.0005766504,-0.00612939,0.00200072,0.03336839,0.4694464,0.03893185,96683,0.3836749,500,24.61199
95,1789611158.818,-0.2692824,0.500002,-0.07857506,-0.003239814,-0.003062844,0,0,-0.001723024,1.887395,0.5629855,-0.01563319,0,0,0,0,1,7.995294,0.0005766504,-0.005590852,0.001553364,0.04002132,0.4602129,0.03969574,98321,0.3816935,500,24.62478
