step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
156,1789943668.630,-0.4450273,-0.407568,1.498514,-0.06916051,-0.006129726,-0.03250001,-0.1505282,-0.01567292,-0.0003276953,-0.09874095,-0.002064898,-0.05434998,-0.002245289,1.324286,-0.03330448,-0.0612805,0,-0.05351903,-0.06855173,-0.02588146,0.7934704,0.05686817,-0.005937663,-0.004097076,0.4803856,1.228111,1.208127,0.001277893,24.43551,0.001819508,3.869572e-05,3.377673e-05,0.0004691428,0.01381787,0.15,0.05,3.375e-05,-0.02123623,0.1328559,2.231459,1.085641,7408,0.9414058,919.72,95.48342
157,1789943670.516,-0.2440354,-0.2178219,0.815998,-0.0357891,-0.003065743,-0.02,-0.07517448,-0.008140348,-0.002670161,-0.04951094,-0.001066035,-0.02606001,-0.001681624,0.6668021,-0.01673186,-0.03622512,0,-0.03112888,-0.0381966,-0.01952281,0.428811,0.01963979,-0.00331207,-0.002179794,0.2231162,0.6135225,0.6309471,0.001291927,24.43296,0.001833409,3.932449e-05,3.324857e-05,0.000468909,0.01468336,0.1,0.05,2.25e-05,-0.01332732,0.1741007,1.352831,0.5137069,13166,0.9413209,927.29,95.8597
158,1789943673.746,-0.4461919,-0.4078539,1.498514,-0.06427576,-0.004221808,-0.02166667,-0.1369742,-0.01480085,-0.07801907,-0.08953062,-0.002010299,-0.03176667,-0.002049904,1.352995,-0.03172926,-0.03577554,0,-0.05049117,-0.05057417,-0.02916091,0.803888,0.2252209,-0.006113151,-0.00382083,0.4818518,1.064915,1.392596,0.001297658,24.43167,0.001869156,3.810944e-05,3.253713e-05,0.0005008509,0.01312139,0.05,0.1,3.375e-05,-0.01529871,0.1356069,2.756461,0.4564297,7649,0.9412456,926.31,94.69427
159,1789943675.779,-0.4507341,-0.4089808,1.498514,-0.08151065,-0.005167191,-0.0075,-0.1378821,-0.01338509,-1.97619,-0.08888748,-0.001846773,-0.04324,-0.0019974,1.315836,-0.03190663,-0.0542094,-0.0002545104,-0.05093188,-0.05473062,-0.02672584,0.7947201,0.1123511,-0.007392002,-0.003890932,0.4783117,0.9905431,1.152003,0.001265049,24.43031,0.001784946,3.694217e-05,3.196856e-05,0.0004509864,0.01336805,0.05,0.05,3.375e-05,-0.01436982,0.1568571,1.340313,0.6432469,12389,0.9411813,938.4,94.33255
160,1789943678.843,-0.4464994,-0.4080395,1.498514,-0.05235773,-0.005020843,-0.01,-0.1439288,-0.01496043,-0.002760833,-0.09041798,-0.002043573,-0.06856002,-0.001906378,1.320061,-0.0294943,-0.0712647,0,-0.05207498,-0.05142647,-0.02419925,0.8016121,0,-0.00624785,-0.00401214,0.4361112,1.126139,1.237397,0.001201233,24.4279,0.001637637,3.531893e-05,3.051175e-05,0.0003705729,0.01275854,0.1,0.05,2.25e-05,-0.01498652,0.100159,2.51764,0.5108099,8115,0.9410046,926.94,92.2894
161,1789943682.073,-0.4647925,-0.4123167,1.498514,-0.07046774,-0.003298903,-0.015,-0.1395132,-0.01568851,-0.08538298,-0.08991169,-0.001965911,-0.02964,-0.002650673,1.32656,-0.03154306,-0.03657296,0,-0.05073693,-0.04613252,-0.02792831,0.8100407,0.2261109,-0.005939831,-0.00381606,0.4813273,0.8804498,1.49426,0.001150643,24.42453,0.001617806,3.537363e-05,3.060385e-05,0.0004011851,0.01304866,0.05,0.1,3.375e-05,-0.01658119,0.1164553,2.741571,0.4640751,7666,0.940863,939.29,93.75994
162,1789943683.869,-0.4608698,-0.4007743,1.498514,-0.06737342,-0.00327035,0,-0.1355604,-0.01427993,-0.001347704,-0.08816802,-0.001995013,-0.0355,-0.001696006,1.375962,-0.0314296,-0.03659987,0,-0.04589922,-0.04615416,-0.02783865,0.8131134,0.2264321,-0.006006802,-0.003836695,0.4936399,1.035553,1.468238,0.001188688,24.42239,0.001667555,3.407995e-05,2.947562e-05,0.0004153123,0.01301937,0.1,0.05,2.25e-05,-0.01654,0.1054804,1.308334,0.4768505,13766,0.940751,955.27,96.1864
163,1789943687.071,-0.2362822,-0.1952671,0.766498,-0.03305169,-0.0008983999,-0.07500001,-0.07282944,-0.007581636,-0.0003350306,-0.04691909,-0.001033127,0,-0.001169917,0.6729513,-0.01397528,-1.187399e-05,-0.0002892555,-0.02489385,-0.01714668,-0.01316732,0.4222898,0.2269413,-0.003106843,-0.001924222,0.2562314,0.5993606,0.8881802,0.001167767,24.4199,0.001636658,3.304118e-05,2.873671e-05,0.0004071126,0.01205624,0.1,0.1,2.25e-05,-0.01440444,0.146671,2.738705,0.445441,7718,0.9406409,954.79,96.58841
164,1789943689.987,-0.4548492,-0.4130994,1.498514,-0.06996016,-0.004788104,-0.015,-0.1378825,-0.01475062,-0.001847318,-0.08875891,-0.001943445,-0.02922,-0.001557139,1.32591,-0.03081395,-0.03627841,0,-0.05170984,-0.0480426,-0.03069496,0.7994649,0.2245512,-0.005950119,-0.00391742,0.4630593,0.8827152,1.617761,0.001168235,24.41702,0.001657777,3.269565e-05,2.828789e-05,0.0004285587,0.01323585,0,0.1,5.0625e-05,-0.01637689,0.1063759,1.662217,1.202864,8577,0.9403956,953.56,96.28202
165,1789943692.185,-0.4467553,-0.4123129,1.498514,-0.0674987,-0.005160863,-0.015,-0.1428238,-0.01447734,0,-0.09177341,-0.002032271,-0.05502999,-0.002364281,1.328185,-0.02904466,-0.06326495,0,-0.05343398,-0.06095153,-0.02847112,0.7984434,0.05597795,-0.006419824,-0.004000652,0.4742572,1.157485,1.191213,0.001139615,24.40747,0.001537475,3.245821e-05,2.793128e-05,0.0003374706,0.01530321,0.15,0.1,3.375e-05,-0.01831343,0.1173028,1.655054,0.515317,11323,0.9398007,970.5,98.8417
166,1789943695.311,-0.4587261,-0.4066671,1.498514,-0.06894404,-0.003873894,0,-0.1624607,-0.01516235,-0.000372538,-0.1030229,-0.002056636,-0.05164,-0.002387785,1.287561,-0.03238977,-0.05349074,0,-0.04974323,-0.05554551,-0.02245576,0.8147468,0.113968,-0.005887401,-0.003947259,0.4442078,1.124853,1.137574,0.001149738,24.39977,0.001561491,3.16954e-05,2.775209e-05,0.0003523058,0.01459347,0.1,0.1,3.375e-05,-0.0195832,0.08040211,2.633722,0.4707634,7916,0.9395,970.5,98.15759
167,1789943697.075,-0.4452537,-0.4040059,1.498514,-0.06965946,-0.005678128,-0.02,-0.1474487,-0.01492667,-8.661867e-05,-0.09627451,-0.002001145,-0.04607999,-0.002643434,1.335661,-0.03193681,-0.05419987,0,-0.05245341,-0.05648224,-0.02540117,0.7930865,0.111716,-0.006114004,-0.004016598,0.4592133,0.8908401,1.228309,0.001134582,24.39367,0.00154164,3.201542e-05,2.821091e-05,0.0003468317,0.012524,0,0.05,5.0625e-05,-0.01672338,0.07686532,1.29424,0.4534409,14062,0.9391589,978.75,98.32224
168,1789943700.320,-0.4516476,-0.4134067,1.498514,-0.06351729,-0.00617974,-0.015,-0.158011,-0.01485607,-0.004104954,-0.1008857,-0.0020366,-0.06645997,-0.002663217,1.324936,-0.03283902,-0.0715239,-8.952008e-05,-0.05567914,-0.07477576,-0.02996376,0.7910358,0,-0.006088528,-0.004152479,0.4563946,1.037172,1.127121,0.001139537,24.38675,0.001542069,3.091784e-05,2.737121e-05,0.0003442429,0.01424679,0.15,0,1.5e-05,-0.01629626,0.07066928,2.767211,0.4579346,7620,0.9388629,993.62,99.94922
169,1789943703.649,-0.448211,-0.4032083,1.498514,-0.0660296,-0.002993873,-0.005,-0.1395519,-0.0154544,-0.06456701,-0.08794288,-0.002012386,-0.0363,-0.002382728,1.352561,-0.03036939,-0.03601598,0,-0.04840979,-0.05013065,-0.0228192,0.8132824,0.2269146,-0.006093632,-0.00369344,0.504604,1.089387,1.560266,0.001142992,24.38265,0.001525584,3.042335e-05,2.628621e-05,0.0003258825,0.01177515,0,0.05,2.25e-05,-0.01094659,0.08355992,2.340003,0.9703734,7423,0.9386914,998.77,100.4755
170,1789943705.471,-0.4444082,-0.4093548,1.498514,-0.05329596,-0.002852824,0,-0.1220374,-0.01476567,0,-0.07953967,-0.0020187,-0.0141,-0.001557339,1.422112,-0.02979598,-0.01809145,0,-0.04666697,-0.03371598,-0.02127918,0.8192429,0.3402953,-0.005872506,-0.003621262,0.4858623,1.232945,1.625027,0.001153796,24.37916,0.001547254,3.042191e-05,2.634453e-05,0.0003366914,0.0119987,0,0.05,3.375e-05,-0.01262693,0.08682625,1.291494,0.5154912,13600,0.93852,994.41,100.8866
171,1789943708.741,-0.4524599,-0.401875,1.498514,-0.06418109,-0.002704169,0,-0.137682,-0.01470232,-0.03114655,-0.08852388,-0.001990042,-0.03512,-0.002101949,1.377912,-0.03009824,-0.03662067,0,-0.04925269,-0.04958297,-0.02232337,0.8217921,0.2287959,-0.006019787,-0.003741274,0.5005723,0.924956,1.474838,0.001189893,24.37638,0.001563559,2.932965e-05,2.581945e-05,0.0003185174,0.01279117,0,0,3.375e-05,-0.01447691,0.1036721,2.789721,0.4626901,7556,0.9384279,994.41,102.0657
172,1789943711.457,-0.4441148,-0.4129407,1.498514,-0.06702077,-0.004664862,-0.0275,-0.1366972,-0.01536534,-0.000533109,-0.08961871,-0.002038476,-0.0417,-0.001864439,1.376287,-0.03235047,-0.04451943,-0.0001908396,-0.05053149,-0.05557066,-0.02616227,0.7978697,0.1688116,-0.006156777,-0.004016075,0.5038673,1.072944,1.240209,0.001137843,24.37449,0.001522849,2.856546e-05,2.50876e-05,0.0003313528,0.01499429,0.2,0,1e-05,-0.009473214,0.106736,1.459592,1.205665,9220,0.9383334,966.15,98.32583
173,1789943713.977,-0.4551052,-0.4072241,1.498514,-0.06510977,-0.004727519,-0.03250001,-0.1393193,-0.01530824,-0.06741971,-0.08954164,-0.002005666,-0.03226,-0.002175211,1.373037,-0.03199548,-0.03579252,-8.181968e-05,-0.05110858,-0.05717213,-0.02549636,0.7946641,0.2227565,-0.006148624,-0.004062125,0.475119,0.921654,1.472044,0.001087027,24.37283,0.001466265,2.734006e-05,2.449788e-05,0.0003273998,0.01042066,0,0,1e-05,-0.006930013,0.1051339,1.984566,0.5097518,9852,0.9382481,961.81,97.01683
174,1789943717.295,-0.4406999,-0.4007924,1.498514,-0.06514283,-0.006568599,-0.08000001,-0.1617959,-0.01357799,-0.001669063,-0.1047624,-0.002037741,-0.06415998,-0.002861557,1.306411,-0.0299594,-0.07078122,-0.0001002185,-0.0589704,-0.06972529,-0.02885371,0.7855598,0,-0.006008425,-0.004140499,0.4710309,1.075505,1.151238,0.001110716,24.37068,0.001473307,2.709031e-05,2.348111e-05,0.0003120189,0.009585841,0,0.05,1.5e-05,-0.008345562,0.08785783,2.843818,0.4644573,7428,0.9381038,961.81,96.86228
175,1789943719.206,-0.3267234,-0.2919057,1.086509,-0.05023054,-0.002836629,-0.02666667,-0.1061698,-0.01020445,-0.03702679,-0.06780528,-0.001425142,-0.01998,-0.00226301,0.9527234,-0.02188603,-0.02272465,-0.003114724,-0.03942349,-0.03475685,-0.02164952,0.5851898,0.1768469,-0.004653991,-0.00287917,0.3454029,0.7487056,1.035506,0.001127272,24.3677,0.001496048,2.662959e-05,2.372668e-05,0.000318419,0.01136556,0,0,1.5e-05,-0.00902512,0.09453489,1.341761,0.5579817,12936,0.9379529,981.83,100.3711
176,1789943722.488,-0.4527664,-0.4111676,1.498514,-0.05454976,-0.00602235,-0.1,-0.155797,-0.01479443,-0.0001162863,-0.101463,-0.002066381,-0.07099997,-0.002171068,1.322661,-0.03204752,-0.06773193,-0.0005302625,-0.05444907,-0.08068754,-0.02975925,0.7888061,0,-0.006235513,-0.004250656,0.4295629,1.152591,1.393335,0.001109841,24.36309,0.001451905,2.720239e-05,2.364516e-05,0.0002912167,0.01098883,0,0.1,3.375e-05,-0.01418196,0.07213876,2.801046,0.4703286,7512,0.9375999,981.83,101.3751
177,1789943725.863,-0.4531508,-0.4084813,1.498514,-0.06330535,-0.003940427,0,-0.1452285,-0.01516491,-5.308152e-05,-0.09490964,-0.002042206,-0.05076001,-0.002662094,1.335012,-0.02985661,-0.05423037,0,-0.05367894,-0.05505932,-0.02484592,0.8074858,0.1134878,-0.005926735,-0.003922997,0.5024926,1.135918,1.309381,0.001087195,24.35586,0.001388539,2.608957e-05,2.285842e-05,0.0002523963,0.01198228,0,0,3.375e-05,-0.01381384,0.1209076,2.473727,0.8920109,7301,0.9372422,972.76,101.0571
178,1789943727.819,-0.4519677,-0.4051512,1.498514,-0.06938875,-0.003932244,-0.04500001,-0.1447339,-0.01467862,-0.005650717,-0.0934055,-0.00202866,-0.03853,-0.002024261,1.355811,-0.03212595,-0.04260635,0,-0.0486137,-0.06012039,-0.02544565,0.8045882,0.1695092,-0.006128412,-0.004094719,0.474402,1.120116,1.396452,0.001116639,24.34744,0.001421667,2.566916e-05,2.243831e-05,0.0002569202,0.01329217,0,0.05,5.0625e-05,-0.01646088,0.09051649,1.413582,0.5319922,12631,0.9367313,964.57,99.90232
179,1789943731.100,-0.4719028,-0.3916125,1.498514,-0.0627472,-0.005662418,-0.005,-0.159874,-0.01424805,-0.02866132,-0.0994119,-0.001970892,-0.05086,-0.002693068,1.344112,-0.0319273,-0.05388027,0,-0.05497932,-0.05920569,-0.02432279,0.7930878,0.1123837,-0.006041384,-0.004230472,0.4791414,0.9366626,1.363102,0.001102951,24.33816,0.001445344,2.506635e-05,2.269449e-05,0.0002946323,0.0151491,0.2,0.05,1.5e-05,-0.01623618,0.1063686,2.805158,0.4573286,7532,0.9363945,960.2,98.56856
180,1789943734.485,-0.3962838,-0.356574,1.33426,-0.06211696,-0.00367288,-0.0175,-0.1351402,-0.01253967,-0.07810465,-0.08685134,-0.001787591,-0.04184,-0.002640248,1.144607,-0.02781263,-0.04478654,-0.00384761,-0.04855668,-0.05290901,-0.0280117,0.7140521,0.112562,-0.005569409,-0.003600814,0.4218199,0.8504759,1.217292,0.00108542,24.33431,0.001414008,2.455255e-05,2.171031e-05,0.0002823241,0.0120849,0,0,1.5e-05,-0.008805263,0.09851799,2.22227,1.147526,7293,0.9362549,967.05,98.51962
181,1789943736.430,-0.4348467,-0.4024148,1.498514,-0.0637482,-0.004799168,-0.015,-0.1459623,-0.0141104,-0.005468618,-0.09412941,-0.002039442,-0.05852666,-0.002467998,1.332411,-0.03039724,-0.05906655,-9.934829e-06,-0.05368274,-0.06042889,-0.02634255,0.8033478,0.07603891,-0.006106476,-0.004010865,0.4853525,1.082098,1.191689,0.001058695,24.32999,0.001345836,2.428725e-05,2.166697e-05,0.0002411862,0.01323262,0,0.1,3.375e-05,-0.01268267,0.08291696,1.409183,0.5239317,12713,0.935954,982.63,98.85235
182,1789943739.756,-0.4443454,-0.398519,1.498514,-0.06029966,-0.004691442,-0.07249998,-0.1372618,-0.01408709,-0.003049891,-0.08781996,-0.002012173,-0.0388,-0.001620052,1.369137,-0.03066307,-0.04304483,-4.466214e-05,-0.04998268,-0.05364808,-0.02692845,0.8039014,0.1699725,-0.006099492,-0.003960787,0.4898717,1.018051,1.42954,0.001062013,24.3238,0.001348257,2.449634e-05,2.105493e-05,0.0002406929,0.01537159,0.15,0.05,1.5e-05,-0.01489363,0.1041737,2.825014,0.4796064,7436,0.9356918,985.69,98.6989
183,1789943742.407,-0.4530856,-0.3821941,1.498514,-0.05598371,-0.003943497,0,-0.1448976,-0.01473328,-0.001955973,-0.09254381,-0.00207292,-0.0535,-0.002641982,1.368812,-0.03075972,-0.05326772,0,-0.04938657,-0.04636002,-0.03062735,0.8137495,0.1144207,-0.005878452,-0.004006812,0.5039503,1.303707,1.204367,0.001033074,24.32011,0.001309185,2.372015e-05,2.107868e-05,0.0002313129,0.01048708,0,0.05,2.25e-05,-0.01135248,0.08454926,1.367825,1.234754,9442,0.9355224,985.69,98.68192
184,1789943744.966,-0.432612,-0.3875565,1.498514,-0.05944122,-0.002524422,-0.01,-0.1264309,-0.01451682,-0.0006677824,-0.08203308,-0.002012195,-0.01596,-0.001802387,1.413012,-0.02941882,-0.01768645,0,-0.04790767,-0.04880192,-0.02313975,0.8153936,0.3401818,-0.006083639,-0.003634271,0.4963033,0.9458451,1.737814,0.001063299,24.31605,0.00133612,2.341045e-05,2.076179e-05,0.0002286482,0.01232632,0,0.05,3.375e-05,-0.01430728,0.09084736,2.00582,0.5242283,9713,0.9352509,987.88,99.3037
185,1789943748.347,-0.4414035,-0.4005376,1.498514,-0.05680712,-0.00491508,-0.05500001,-0.154604,-0.01535944,0,-0.09841963,-0.002084971,-0.05889998,-0.00213829,1.323961,-0.03104758,-0.06594376,-0.0001220202,-0.05253081,-0.06941342,-0.02401225,0.8045408,0,-0.00608013,-0.004305628,0.4676035,1.348088,1.498018,0.001051713,24.30992,0.001321414,2.331487e-05,2.033614e-05,0.00022605,0.01408262,0,0,3.375e-05,-0.01411634,0.08242758,2.888325,0.4790189,7298,0.934903,989.45,100.5877
186,1789943750.181,-0.4432493,-0.3949109,1.498514,-0.06921753,-0.004839373,-0.025,-0.1477156,-0.01468086,-0.000911538,-0.09768783,-0.002016744,-0.04584001,-0.002574672,1.297961,-0.02982131,-0.0532457,0,-0.05580122,-0.05806261,-0.02781138,0.7977936,0.1130706,-0.006169075,-0.004070808,0.4781874,0.9416339,1.371778,0.001039226,24.30406,0.00130856,2.338206e-05,2.017136e-05,0.0002257801,0.01473531,0,0,3.375e-05,-0.01319933,0.08660685,1.29617,0.5229838,13509,0.9346905,999,102.4965
187,1789943753.358,-0.3869811,-0.3457975,1.305759,-0.04870537,-0.002905646,0,-0.1232444,-0.01225636,-0.007202548,-0.07910844,-0.0017951,-0.02543,-0.002138705,1.173232,-0.0260773,-0.02721637,0,-0.04351073,-0.03978492,-0.0238899,0.7095751,0.2253986,-0.00533584,-0.003369613,0.4338075,1.061854,1.408639,0.001042392,24.3,0.001316295,2.369916e-05,2.031721e-05,0.0002298872,0.0139866,0.15,0.05,1.5e-05,-0.01389694,0.1116832,2.707071,0.4506586,7782,0.9344977,990.04,102.6421
188,1789943756.518,-0.440822,-0.3981844,1.498514,-0.0831049,-0.004768664,-0.04,-0.161018,-0.01381767,-0.03689511,-0.1020695,-0.001937289,-0.06491997,-0.002194874,1.32136,-0.02951661,-0.0723408,0,-0.05611545,-0.05368808,-0.0295141,0.7976331,0,-0.006762513,-0.004179718,0.4594016,1.030843,1.042279,0.001032786,24.29671,0.001312887,2.376004e-05,2.031575e-05,0.0002360253,0.01008051,0,0.05,2.25e-05,-0.01047593,0.09263806,2.496951,0.64114,7831,0.934314,990.04,103.8144
189,1789943758.326,-0.3119577,-0.2869522,1.044509,-0.04693925,-0.00333819,-0.015,-0.1071927,-0.01040784,-0.01334055,-0.06890418,-0.00142273,-0.03651998,-0.002149595,0.9118903,-0.02166448,-0.03795212,-0.005421454,-0.03848552,-0.04065059,-0.02116396,0.5584886,0.07570718,-0.00432439,-0.002816305,0.3338429,0.640583,0.8404721,0.001060914,24.29202,0.001323993,2.296587e-05,2.015806e-05,0.0002199548,0.01299761,0.2,0.05,1e-05,-0.0112178,0.1087343,1.325284,0.465409,13724,0.9340915,980.96,103.3701
190,1789943761.472,-0.4391989,-0.4022891,1.498514,-0.05532534,-0.003779208,0,-0.1316289,-0.01529301,-0.0007436562,-0.08632686,-0.002042479,-0.03945,-0.001979248,1.374337,-0.03146061,-0.04465665,0,-0.04707848,-0.04723352,-0.02458612,0.8075284,0.1701622,-0.006083741,-0.003938731,0.4957336,1.138098,1.487995,0.001003179,24.2892,0.00126359,2.248019e-05,1.995865e-05,0.0002179714,0.01118228,0,0.1,2.25e-05,-0.0103469,0.1030129,2.66875,0.4570103,7862,0.933972,980.96,103.5669
191,1789943763.222,-0.4566519,-0.4026018,1.498514,-0.06849477,-0.005303017,-0.135,-0.163703,-0.01401338,0,-0.1025399,-0.002013773,-0.06395998,-0.001755421,1.310961,-0.03068021,-0.06445543,0,-0.05532826,-0.06040912,-0.02809033,0.7960383,0,-0.006019089,-0.004407746,0.5165864,1.005622,0.9728112,0.001035156,24.28628,0.001291224,2.209593e-05,1.985597e-05,0.0002141164,0.01050764,0,0,2.25e-05,-0.01211349,0.07225025,1.262833,0.4764149,14130,0.9337631,987.35,102.6943
192,1789943766.427,-0.4274379,-0.4110763,1.498514,-0.06199829,-0.006202489,0,-0.1524266,-0.01424922,0,-0.09763985,-0.002069053,-0.07149997,-0.00263042,1.315511,-0.02877199,-0.07217007,0,-0.05906422,-0.05996467,-0.02596456,0.7926828,0,-0.005881455,-0.004208266,0.4825011,1.14664,1.020217,0.001013209,24.28164,0.001279658,2.246573e-05,1.978114e-05,0.0002242022,0.01297726,0.05,0.05,2.25e-05,-0.01231941,0.09874524,2.722869,0.4663749,7705,0.9335384,989.92,101.947
193,1789943769.698,-0.4346808,-0.400048,1.498514,-0.05576231,-0.003258022,-0.005,-0.1318019,-0.01488751,-0.0008507306,-0.08509108,-0.002044558,-0.02864,-0.002129124,1.385712,-0.03053979,-0.03507888,0,-0.04952117,-0.04458893,-0.02341658,0.810862,0.2260998,-0.006119066,-0.003781187,0.5230399,0.8471014,1.483846,0.001036932,24.27721,0.00129477,2.168689e-05,1.947527e-05,0.0002166761,0.01313773,0.05,0.05,2.25e-05,-0.01205038,0.1085488,2.781662,0.4748721,7546,0.9333091,984.58,100.9771
194,1789943771.474,-0.4380692,-0.4098696,1.498514,-0.0620489,-0.00566945,-0.09750002,-0.1469679,-0.0145693,-0.0005644858,-0.09502617,-0.002029476,-0.04505001,-0.001992688,1.299909,-0.03092659,-0.04848896,0,-0.05344404,-0.06717528,-0.02672879,0.7894766,0.1123466,-0.006425494,-0.004265099,0.4586661,1.02975,1.19973,0.001039604,24.27342,0.001293967,2.162802e-05,1.899845e-05,0.0002137369,0.01317189,0.05,0,1.5e-05,-0.009620391,0.1030578,1.302319,0.4600313,13945,0.9331475,984.32,101.4475
195,1789943774.624,-0.4433339,-0.4024013,1.498514,-0.07107212,-0.00506338,-0.03,-0.1507503,-0.01446155,-0.006916172,-0.0971285,-0.002025036,-0.05246667,-0.002235861,1.337394,-0.03094729,-0.05839082,0,-0.05404934,-0.06190659,-0.0259784,0.7961406,0.07482092,-0.006198054,-0.004273723,0.479971,1.17944,1.396829,0.001020909,24.27011,0.001264608,2.139084e-05,1.921205e-05,0.0002030958,0.01015809,0,0.05,2.25e-05,-0.01086445,0.08436255,2.66652,0.4741247,7825,0.9329426,979.69,101.0007
196,1789943777.267,-0.4477243,-0.3957548,1.498514,-0.05765222,-0.004387603,-0.01,-0.1525935,-0.01506444,0,-0.09772214,-0.002051347,-0.0509,-0.002594342,1.30316,-0.0299242,-0.05318689,0,-0.05357316,-0.06049159,-0.02715013,0.8024272,0.1138893,-0.006050281,-0.004043426,0.4794862,1.070928,1.322996,0.001036022,24.26473,0.001296111,2.112792e-05,1.887018e-05,0.000220091,0.01120276,0,0.05,3.375e-05,-0.01348561,0.07731274,1.38549,1.212884,9458,0.9326004,979.69,100.7084
197,1789943779.581,-0.4434961,-0.400332,1.498514,-0.06543964,-0.002731631,-0.005,-0.1310928,-0.01421961,-0.0007542127,-0.08505552,-0.002026908,-0.01739,-0.001954707,1.412688,-0.03090459,-0.01776776,0,-0.04601608,-0.04086644,-0.02396764,0.8186177,0.3406547,-0.006018963,-0.003779932,0.5040394,1.057649,1.555613,0.00106526,24.25788,0.001335616,2.157284e-05,1.855029e-05,0.0002302326,0.01193813,0,0.05,5.0625e-05,-0.01433856,0.1090878,1.841193,0.4450343,10749,0.9322685,964.94,100.0071
198,1789943782.841,-0.4438456,-0.4023612,1.498514,-0.06626913,-0.004987141,-0.0525,-0.1417575,-0.01425107,-0.07719718,-0.0919861,-0.001986524,-0.04782499,-0.002092153,1.362149,-0.03123165,-0.05067457,-0.0003761326,-0.05254901,-0.05495147,-0.02690909,0.795778,0.1128588,-0.006214132,-0.004209167,0.4688722,0.9846932,1.318067,0.0009801186,24.25238,0.001247479,2.115845e-05,1.888073e-05,0.000227321,0.01433321,0.2,0.05,1.5e-05,-0.01684248,0.1125632,2.788131,0.4551992,7577,0.9320688,957.3,99.9274
199,1789943784.656,-0.4363466,-0.4091467,1.498514,-0.06023517,-0.003547444,-0.0025,-0.1248365,-0.01426468,-1.971543e-05,-0.08328615,-0.002042799,-0.03452,-0.001987963,1.378561,-0.0297789,-0.03556813,0,-0.04969995,-0.04932524,-0.02121468,0.808975,0.2262921,-0.00615934,-0.00389965,0.4978924,0.9499704,1.359232,0.001039905,24.24937,0.001306989,2.060372e-05,1.875758e-05,0.0002277222,0.01105644,0,0.05,2.25e-05,-0.01085942,0.07358722,1.323119,0.4800014,13629,0.9319153,971.27,101.5761
200,1789943787.902,-0.4463026,-0.3999731,1.498514,-0.05741837,-0.004128944,0,-0.1359589,-0.01471554,-0.003295913,-0.0868701,-0.002035179,-0.03475,-0.001980382,1.384411,-0.03064839,-0.03596307,0,-0.05036622,-0.0428975,-0.02367808,0.8041002,0.2258651,-0.006119554,-0.004040892,0.4926627,1.18887,1.456634,0.001025401,24.24571,0.001294627,2.040961e-05,1.865944e-05,0.0002301561,0.01159408,0,0.05,3.375e-05,-0.01297309,0.1018555,2.755443,0.4773281,7602,0.9317274,971.27,102.8618
201,1789943791.215,-0.4454042,-0.3968652,1.498514,-0.05713389,-0.005385529,-0.04750001,-0.1560231,-0.01423677,-0.02098496,-0.09923331,-0.002064915,-0.05700999,-0.002082693,1.351261,-0.03080204,-0.06083193,0,-0.0541095,-0.06233665,-0.02461223,0.7969445,0.05664577,-0.006078043,-0.004311669,0.4416831,1.077091,1.374713,0.001013431,24.24241,0.001290414,2.080908e-05,1.874178e-05,0.0002374314,0.01422979,0,0,3.375e-05,-0.01373849,0.08167969,2.788065,0.4721694,7538,0.9315737,986.02,104.2636
202,1789943793.039,-0.4364135,-0.4005374,1.498514,-0.05920697,-0.003611114,-0.0075,-0.1392547,-0.01467134,-0.004321408,-0.09042512,-0.002061766,-0.03489,-0.002011332,1.386037,-0.02987603,-0.03529376,0,-0.04894066,-0.04201,-0.0245268,0.8116593,0.226423,-0.005913253,-0.00387203,0.5200948,1.099802,1.405616,0.001027362,24.23793,0.001290982,2.022277e-05,1.822674e-05,0.0002251695,0.01349703,0.1,0.05,2.25e-05,-0.01517372,0.09896542,1.330463,0.4828117,13553,0.9312811,999,104.6364
