step,wall_time,Episode_Reward/action_rate,Episode_Reward/alive,Episode_Reward/base_angular_motion,Episode_Reward/base_height,Episode_Reward/base_motion,Episode_Reward/failure,Episode_Reward/joint_limits,Episode_Reward/joint_vel,Episode_Reward/reach_coarse,Episode_Reward/reach_fine,Episode_Reward/upright,Episode_Termination/bad_orientation,Episode_Termination/base_contact,Episode_Termination/low_base,Episode_Termination/outside_workspace,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/ee_position/position_error_m,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
0,1789558724.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06927,1e-05,0.01762101,0.02085926,0,0.5125432,0.07678747,83403,0.5001709,,
1,1789558724.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07769,0.0002562891,-0.004619557,0.02084631,0,0.4472945,0.03923559,101025,0.5007023,,
2,1789558725.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.13453,0.0008649756,-0.009396948,0.01995369,0,0.4466469,0.03942776,101120,0.502797,,
3,1789558725.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.19294,0.0005766504,-0.01129904,0.01656598,0,0.4572816,0.03931856,98977,0.5043194,,
4,1789558726.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.25021,0.0005766504,-0.01215871,0.01729932,0,0.4618039,0.03956628,98035,0.5056248,,
5,1789558726.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.27684,0.0002562891,-0.01273598,0.01663939,0,0.4652066,0.03778291,97719,0.5061308,,
6,1789558727.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.30593,0.0008649756,-0.01051902,0.01884448,0,0.4684176,0.03818917,97021,0.5073527,,
7,1789558728.027,-0.01143098,0.06920829,-0.04346288,-0.009242911,-0.001543609,-0.0015,0,-0.0007352375,0.07821938,0.0005300203,-0.009540509,0.0002237956,0,0,0,0,13.35295,0.0003844336,-0.01240292,0.01867901,0.1931631,0.7763171,0.03887582,60294,0.5086188,187.5,1.847303
8,1789558728.538,-0.03375304,0.1986665,-0.1072217,-0.03047493,-0.003826809,-0.004,0,-0.001835826,0.2324062,0.001594574,-0.02548712,0.001464844,0,0,0,0,13.40525,0.0003844336,-0.01176674,0.01933641,0.5124603,0.4686677,0.03796005,97017,0.510245,196.25,2.171265
9,1789558729.311,-0.03841105,0.2260415,-0.1211135,-0.02826831,-0.004034895,-0.004,0,-0.001959271,0.3174485,0.008724614,-0.02680342,0.005004883,0,0,0,0,13.47193,0.0008649756,-0.00932421,0.01997819,0.4900384,0.7306733,0.03966784,63805,0.5125525,222.7222,3.047598
10,1789558729.848,-0.04257575,0.2511665,-0.1367351,-0.03230275,-0.004204592,-0.004,0,-0.002000302,0.371631,0.01151008,-0.02849714,0.01523844,0,0,0,0,13.54383,0.0005766504,-0.009801446,0.02087094,0.5105807,0.4944,0.03797698,92325,0.5142863,239.3333,3.460407
11,1789558730.397,-0.04690308,0.2753748,-0.1478045,-0.03545506,-0.004375368,-0.004,0,-0.00224565,0.4058331,0.01292022,-0.03029836,0.03533936,0,0,0,0,13.61545,0.001297463,-0.01001053,0.02200864,0.505583,0.5070279,0.03807569,90170,0.5167118,267.22,4.057583
12,1789558730.957,-0.05111232,0.2994581,-0.1509867,-0.03646433,-0.004575872,-0.004,0,-0.002396873,0.4716534,0.01507381,-0.03004557,0.07596843,0,0,0,0,13.68241,0.0005766504,-0.01133582,0.02168294,0.5129594,0.5175793,0.03834486,88414,0.5182417,297.78,4.777985
13,1789558731.514,-0.05489388,0.3217748,-0.1596712,-0.03932218,-0.004749577,-0.004,0,-0.002532779,0.5132884,0.01649769,-0.03246168,0.1275024,0,0,0,0,13.73203,0.0005766504,-0.01276278,0.02008436,0.4991386,0.5140719,0.03935599,88813,0.5195148,325.49,5.369863
14,1789558732.068,-0.05912315,0.3456747,-0.1725063,-0.04319566,-0.004828113,-0.004,0,-0.002676249,0.540898,0.01780273,-0.03403117,0.1911011,0,0,0,0,13.75798,0.0003844336,-0.01298724,0.02088468,0.4909615,0.5109248,0.03798366,89544,0.5200732,350.09,5.996273
15,1789558732.628,-0.06355515,0.3714997,-0.1815929,-0.04786059,-0.004867545,-0.004,0,-0.00294345,0.5704049,0.01762008,-0.03759203,0.2584229,0,0,0,0,13.78627,0.0001708594,-0.01150753,0.0202967,0.4898102,0.5159867,0.03954554,88477,0.5210272,375.32,6.302896
16,1789558733.178,-0.06797926,0.3954164,-0.1860096,-0.04961849,-0.005160836,-0.004,0,-0.003100161,0.6023744,0.01634718,-0.03947642,0.3163656,0,0,0,0,13.82103,0.0001708594,-0.01186707,0.01837029,0.4726272,0.5067382,0.03922272,90028,0.5220241,396.54,6.765237
17,1789558733.739,-0.07193884,0.4172751,-0.1917083,-0.0565935,-0.005229244,-0.004,0,-0.003416572,0.6546659,0.02054337,-0.04316169,0.3709106,0,0,0,0,13.84809,0.0002562891,-0.0116168,0.01859222,0.4802887,0.5174458,0.03918409,88302,0.5227513,418.33,7.212707
18,1789558734.295,-0.07656714,0.4434173,-0.1989648,-0.06231982,-0.005373769,-0.004,0,-0.003722472,0.6770682,0.01974393,-0.04909284,0.413208,0,0,0,0,13.87343,0.0005766504,-0.01170884,0.01793233,0.4674369,0.5129225,0.03953362,88969,0.5238338,435.16,7.56157
19,1789558734.846,-0.08122461,0.4673762,-0.2109532,-0.06941029,-0.005564266,-0.004,0,-0.003888556,0.709497,0.02301863,-0.05282,0.4390869,0,0,0,0,13.90989,0.0005766504,-0.01300913,0.01451666,0.4714672,0.507936,0.0385015,89949,0.5245422,456.44,7.850022
20,1789558735.388,-0.08300599,0.4771782,-0.2059304,-0.06461307,-0.005169561,-0.003168971,0,-0.003781097,0.7847368,0.0272887,-0.04679748,0.4628296,0,0,0,0.1103719,13.9171,0.0008649756,-0.01286607,0.01385664,0.3940189,0.4996836,0.03816414,91386,0.5247051,500,11.7047
21,1789558735.867,-0.05799919,0.3273329,-0.1374973,-0.03952904,-0.004455226,-0.002670353,0,-0.002374615,0.6253507,0.02170005,-0.03046957,0.4716797,0,0,0,0.5297852,13.93414,0.0008649756,-0.01080385,0.02888601,0.360797,0.4362588,0.03910542,103398,0.5253308,497.42,11.60405
22,1789558736.346,-0.04347256,0.2409998,-0.09702547,-0.03841019,-0.004414187,-0.004,0,-0.001978333,0.439511,0.01296696,-0.03480256,0.4716797,0,0,0,0.5297852,13.95093,0.001297463,-0.009730782,0.01328618,0.4793248,0.436528,0.0380547,103568,0.5262814,497.42,11.60405
23,1789558736.828,-0.04747434,0.2568332,-0.09586968,-0.05300611,-0.003699318,-0.004,0,-0.00264124,0.3589987,0.0118082,-0.04231269,0.4716797,0,0,0,0.5297852,13.98798,0.001297463,-0.01013449,0.01358594,0.4921443,0.4398046,0.03875399,102708,0.5270963,491.04,11.35262
24,1789558737.307,-0.05470308,0.2919998,-0.09968852,-0.05640929,-0.003941169,-0.004,0,-0.003185967,0.5308809,0.03364722,-0.03891329,0.4716797,0,0,0,0.5297852,13.99565,0.001297463,-0.01074523,0.01233676,0.4885022,0.4365242,0.03856516,103458,0.5272598,491.04,11.35262
25,1789558737.785,-0.05470308,0.2919998,-0.09968852,-0.05640929,-0.003941169,-0.004,0,-0.003185967,0.5308809,0.03364722,-0.03891329,0.4716797,0,0,0,0.5297852,14.00461,0.0008649756,-0.01070077,0.01013124,0.4885022,0.4360278,0.03917146,103434,0.5277687,491.04,11.35262
26,1789558738.266,-0.05728821,0.3193331,-0.1091886,-0.08828439,-0.003979014,-0.004,0,-0.003397434,0.3658257,0.02448327,-0.061106,0.4716797,0,0,0,0.5297852,14.01622,0.0008649756,-0.0108371,0.01011531,0.3631457,0.4382777,0.03943515,102890,0.5280228,489.38,11.2675
27,1789558738.744,-0.05858077,0.3329998,-0.1139386,-0.1042219,-0.003997936,-0.004,0,-0.003503168,0.2832981,0.01990129,-0.07220235,0.4716797,0,0,0,0.5297852,14.01794,0.0005766504,-0.01093612,0.009822356,0.3004675,0.4347627,0.03878355,103795,0.5281097,489.38,11.2675
28,1789558739.223,-0.0753544,0.4234593,-0.1454525,-0.06577913,-0.004261337,-0.001833333,0,-0.003298984,0.7776148,0.03851558,-0.04464526,0.4712932,0,0,0,0.5301718,14.03135,0.001297463,-0.01012522,0.00955376,0.1618234,0.4369347,0.03813648,103462,0.528974,489.38,11.29107
29,1789558739.703,-0.09023874,0.500002,-0.1652865,-0.03637654,-0.003875887,0,0,-0.002745313,1.405517,0.1223924,-0.01914541,0.4703369,0,0,0,0.5311279,14.05189,0.0008649756,-0.01053425,0.008534912,0.04100228,0.4370804,0.03872514,103302,0.5293134,489.38,11.36242
30,1789558740.205,-0.09142509,0.500002,-0.1755931,-0.03478185,-0.003853073,0,0,-0.00289073,1.356483,0.09691375,-0.01928608,0.46639,0,0,0,0.5350749,14.04227,0.0008649756,-0.01005368,0.008593854,0.05701944,0.4598536,0.03818893,98690,0.5289112,489.38,11.94121
31,1789558740.713,-0.09144698,0.500002,-0.1769734,-0.03755958,-0.003857088,0,0,-0.002958795,1.379507,0.102279,-0.01971539,0.4561157,0,0,0,0.5453491,14.0386,0.0008649756,-0.01015823,0.008524845,0.08001569,0.4660397,0.03856683,97406,0.5290517,489.38,13.16027
32,1789558741.233,-0.09194623,0.500002,-0.1733401,-0.03581559,-0.003917667,0,0,-0.00302359,1.408622,0.1155216,-0.02004937,0.4342855,0,0,0,0.5671794,14.03944,0.0008649756,-0.01024293,0.008049909,0.06489342,0.4778557,0.037956,95290,0.5293763,500,16.81826
33,1789558741.752,-0.09264149,0.500002,-0.1725608,-0.03730788,-0.003814997,0,0,-0.003018071,1.445387,0.1260458,-0.02004515,0.3931478,0,0,0,0.6083171,14.04463,0.0005766504,-0.0103511,0.007620451,0.06933659,0.4769087,0.03780794,95493,0.5293089,500,17.55062
34,1789558742.275,-0.09234834,0.500002,-0.1588402,-0.0369889,-0.003826036,0,0,-0.003017987,1.44509,0.1220883,-0.02013643,0.3389079,0,0,0,0.662557,14.03794,0.0008649756,-0.01067193,0.008141243,0.06023524,0.4791868,0.03893805,94865,0.5295689,500,17.48143
35,1789558742.798,-0.09282777,0.500002,-0.1626676,-0.03615415,-0.003730321,0,0,-0.002958545,1.476429,0.1326981,-0.01988666,0.2741292,0,0,0,0.7273356,14.04886,0.001297463,-0.008278592,0.007623618,0.05849841,0.4807594,0.03810668,94729,0.5297186,500,17.84064
36,1789558743.326,-0.0930812,0.500002,-0.1608777,-0.03518944,-0.003664534,0,0,-0.002986051,1.491411,0.1418356,-0.01967409,0.2071126,0,0,0,0.7943522,14.04522,0.0008649756,-0.0102622,0.006525773,0.05335753,0.4842608,0.03963971,93819,0.5298166,500,18.2185
37,1789558743.848,-0.09324545,0.500002,-0.157251,-0.03464719,-0.003628646,0,0,-0.00295667,1.509992,0.1523975,-0.01980091,0.1508586,0,0,0,0.8506063,14.05088,0.0008649756,-0.008832088,0.006423412,0.0528623,0.4775856,0.03950334,95055,0.5303469,500,18.37398
38,1789558744.376,-0.0933476,0.500002,-0.1535133,-0.03575575,-0.003618021,0,0,-0.002945573,1.516545,0.1553731,-0.01988473,0.09647624,0,0,0,0.9049886,14.05678,0.0008649756,-0.008543598,0.006292973,0.0586543,0.4850359,0.03933764,93734,0.530258,500,18.6852
39,1789558744.897,-0.09444577,0.500002,-0.1557829,-0.03406174,-0.00352303,0,0,-0.00298509,1.535021,0.1647536,-0.01961582,0.05745443,0,0,0,0.9440104,14.04536,0.001297463,-0.008157077,0.005987252,0.05826411,0.4768074,0.03968835,95164,0.530423,500,18.93084
40,1789558745.414,-0.09432471,0.500002,-0.1525455,-0.03375741,-0.003555378,0,0,-0.00300638,1.565361,0.1798815,-0.01977929,0.03253174,0,0,0,0.9689331,14.04497,0.001297463,-0.007127892,0.005422384,0.05153657,0.4740474,0.03812575,95967,0.5300782,500,19.24313
41,1789558745.920,-0.09413059,0.500002,-0.1493644,-0.03351537,-0.003528964,0,0,-0.002943195,1.59758,0.1971292,-0.01957424,0.008524577,0,0,0,0.992391,14.02589,0.0008649756,-0.006714369,0.01455874,0.05419136,0.4630885,0.03933311,97830,0.529937,500,19.77953
42,1789558746.401,-0.09451582,0.500002,-0.1702112,-0.03357777,-0.003034096,0,0,-0.002989569,1.654206,0.214643,-0.02145818,0.002034505,0,0,0,0.9979655,14.03174,0.0008649756,-0.006685443,0.006317568,0.06653676,0.4374876,0.03911972,103128,0.5304987,500,19.79344
43,1789558746.877,-0.09456771,0.500002,-0.1748659,-0.03347731,-0.00294665,0,0,-0.002991847,1.667092,0.2192523,-0.02179804,0.001953125,0,0,0,0.9980469,14.03728,0.001297463,-0.007771506,0.005541417,0.06898341,0.4332316,0.03927875,104023,0.5309083,500,19.79344
44,1789558747.361,-0.09567871,0.500002,-0.1540227,-0.03353701,-0.003430089,0,0,-0.00299105,1.681642,0.268599,-0.0209156,0.001139323,0,0,0,0.9988607,14.04417,0.001297463,-0.008848627,0.004646713,0.03678239,0.4419973,0.03908086,102170,0.531205,500,19.79829
