step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/fixture_force_tracking,Episode_Reward/fixture_lost,Episode_Reward/fixture_seat,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Fixture/force_ceiling_n,Fixture/lost_backed_off_fraction,Fixture/lost_fraction,Fixture/lost_lifted_off_fraction,Fixture/lost_slid_off_fraction,Fixture/mean_error_n,Fixture/relative_force_error,Fixture/relative_force_error_ema,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
13844,1790242897.123,-0.2361405,-0.3187618,0.432001,-0.02898178,-0.1505356,-0.0006330409,-0.001666667,-0.10065,-0.002621086,-0.01938858,-0.06757165,-0.0005634349,-0.007153334,-0.001123894,0.3981163,-0.01250373,-0.003653247,-0.002156044,-0.01333208,0.07108908,-0.03333334,-0.004557074,-0.02903592,-0.01003634,0.2283791,0.08538978,-0.00267447,-0.002388335,0.1571577,0.4049142,0.202471,0.5009809,30,0,0.5,0.5,0,5.836784,0.3575993,0.417089,0.001107626,0.0001139063,31.59595,0.002267809,2.202948e-12,0.001048277,0.000111906,0.01520117,0.05,0.1,0,0.0001139063,-0.01435059,0.7677515,1.230271,1.589666,34860,1.435084,203.09,20.60482
13845,1790242899.942,-0.1580735,-0.2090027,0.2974288,-0.01881661,-0.05194443,-0.000335769,-0.001428572,-0.06391074,-0.001750006,-0.01453443,-0.04287187,-0.0003972306,-0.003237144,-0.0009291109,0.2618355,-0.008627471,-0.001646319,-0.0005451869,-0.008252343,0.0362167,-0.07142858,-0.005179902,-0.01430285,-0.007774807,0.1585404,0.06891998,-0.001769507,-0.001543152,0.1104439,0.2920942,0.1431532,0.3385683,35,0,0.8333334,0.3333333,0.5,3.9097,0.2642391,0.3628241,0.001117744,7.59375e-05,31.60848,0.00231445,2.306106e-12,0.001086239,0.0001104666,0.01445569,0.1,0.1,0,7.59375e-05,-0.01515818,0.7170632,1.224674,1.584495,34993,1.436046,210.01,21.06394
13846,1790242902.784,-0.1766043,-0.2357101,0.324808,-0.0198742,-0.06643239,-0.000359876,-0.003461539,-0.06838877,-0.001855433,-0.01539838,-0.04461093,-0.0004346864,-0.001209231,-0.0008973108,0.2725267,-0.009352364,-0.0007119194,-0.001557201,-0.009564116,0.04191732,-0.07692309,-0.002997331,-0.01773835,-0.008784285,0.173778,0.08862226,-0.00175241,-0.001602126,0.1201034,0.2978976,0.147848,0.3757779,35,0.2727273,0.9090909,0.3636364,0.2727273,4.480165,0.3441677,0.3755816,0.001115741,7.59375e-05,31.61914,0.002308853,2.391931e-12,0.001084018,0.0001090943,0.009473949,0,0.05,0,7.59375e-05,-0.01315413,0.9330372,1.24547,1.579971,34792,1.436852,214.14,21.73325
13847,1790242905.695,-0.1593073,-0.2105951,0.2922859,-0.01866369,-0.09598781,-0.0004003648,-0.001428572,-0.06084952,-0.001610984,-0.007878555,-0.0398444,-0.000386834,0,-0.0009685962,0.2388212,-0.009046631,0,0,-0.008468999,0.07338369,-0.0857143,-0.007628371,-0.01415161,-0.007941866,0.1557195,0.0870606,-0.001581685,-0.001379559,0.1079649,0.2602672,0.1149612,0.337474,35,0.2857143,0.8571429,0.1428572,0.4285715,0.9799231,0.3539942,0.3565269,0.001105368,0.0001139063,31.63054,0.002278336,2.571796e-12,0.001063189,0.0001097794,0.01156919,0,0.1,0,0.0001139063,-0.01514638,0.9146896,1.32046,1.57892,33905,1.437784,217.88,22.31887
13848,1790242908.603,-0.1615579,-0.212773,0.3,-0.01884034,-0.08975257,-0.000412416,-0.0025,-0.06084888,-0.001721646,-0.03162382,-0.04001434,-0.0003939283,0,-0.0007678996,0.2517999,-0.008616871,0,0,-0.008449776,0.05760741,-0.08000001,-0.002492502,-0.01559544,-0.007695965,0.1610881,0.08970701,-0.001607935,-0.001448335,0.1121549,0.2752052,0.1389688,0.3537616,35,0.4,0.8000001,0.2,0.2,1.877335,0.2767253,0.3609868,0.001082802,0.0001139063,31.64068,0.002264186,2.414143e-12,0.001076924,0.0001044606,0.01313417,0.05,0.1,0,0.0001139063,-0.01342619,0.927287,1.341076,1.55608,33931,1.438506,227.52,22.74524
13849,1790242911.526,-0.1618311,-0.2149602,0.3045006,-0.01706204,-0.03877186,-0.0002934245,-0.002857144,-0.06266458,-0.001872401,-0.005118147,-0.04158701,-0.0004080258,0,-0.000901691,0.250464,-0.009181257,0,0,-0.008373016,0.02639902,-0.1,-0.006409788,-0.01324991,-0.00891356,0.1641718,0.09123851,-0.001592649,-0.001446594,0.1131141,0.2846426,0.1391256,0.3544701,35,0.1428572,1,0.1428572,0.7142857,6.61053,0.7002536,0.3573765,0.001069185,7.59375e-05,31.65272,0.002305927,2.482334e-12,0.001119325,0.0001174171,0.01463974,0.1,0.1,0,7.59375e-05,-0.01520829,0.8583208,1.332869,1.578553,33764,1.439598,235.44,23.65677
13850,1790242914.427,-0.1785074,-0.2306681,0.3282501,-0.01915752,-0.01346275,-0.0002708245,-0.003333334,-0.07383659,-0.002002192,-0.007313968,-0.05059474,-0.0004409655,-0.004753334,-0.001140795,0.2937999,-0.009866975,-0.003030886,-0.0004480056,-0.009325922,0.01556624,-0.08333334,-0.002855955,-0.01614864,-0.01003602,0.1749723,0.06612025,-0.001956583,-0.001753235,0.1223064,0.2871847,0.1508436,0.3756607,35,0,1,0.2,0.8000001,0.2099149,0.1746194,0.327526,0.001069114,0.0001139063,31.6651,0.002351595,2.417184e-12,0.001154225,0.0001282567,0.01195473,0,0.1,0,0.0001139063,-0.01399351,0.7995365,1.326242,1.563865,34013,1.440588,235.81,23.40169
13851,1790242917.304,-0.2399988,-0.3086157,0.4324281,-0.02540109,-0.09704946,-0.0003058449,-0.002142857,-0.1014323,-0.002745861,-0.02838596,-0.06764542,-0.0005655886,-0.006594287,-0.001209996,0.3793432,-0.01195442,-0.00365234,-0.0151523,-0.01328315,0.06116353,-0.05714286,-0.008319254,-0.02363621,-0.01221109,0.2288348,0.08677809,-0.002757868,-0.002406443,0.1544822,0.4296109,0.2044455,0.4917361,35,0,0.8000001,0.4,0.4,3.70331,0.3163732,0.3153327,0.001060554,0.0001139063,31.67596,0.002336544,2.589887e-12,0.001107988,0.0001680017,0.01105082,0,0.05,0,0.0001139063,-0.01446938,0.5163853,1.330652,1.534788,34306,1.441212,266.6,26.71171
13852,1790242920.210,-0.182675,-0.2390935,0.334125,-0.01831086,-0.05087209,-0.0002960056,-0.001875,-0.06993943,-0.00203206,-0.008882985,-0.04712608,-0.0004431799,-0.0025925,-0.001047595,0.2859249,-0.009597137,-0.001241053,-0.001304857,-0.009490097,0.03843368,-0.08750001,-0.005356123,-0.01742311,-0.01008213,0.1787823,0.08601989,-0.002119448,-0.001772146,0.1232844,0.2924682,0.1500115,0.3827129,35,0,1,0.1428572,0.8571429,1.798361,0.2320636,0.3060794,0.00105333,7.59375e-05,31.6831,0.002271781,2.514941e-12,0.001056,0.0001624515,0.01447039,0.1,0.1,0,7.59375e-05,-0.01328023,0.4782989,1.316565,1.578645,33954,1.4417,295.41,29.29449
13853,1790242923.125,-0.2507157,-0.3256923,0.4564609,-0.02845817,-0.1449386,-0.0007109169,-0.004230769,-0.1028995,-0.002761033,-0.03812462,-0.06837277,-0.0005960103,-0.005190771,-0.001358535,0.4063157,-0.01344196,-0.003298219,-0.0007909512,-0.01400813,0.07664283,-0.06153847,-0.006412511,-0.02482099,-0.01171905,0.2399972,0.1010967,-0.002645989,-0.002411814,0.1680397,0.427591,0.194326,0.5137675,35,0.1,0.8000001,0.1,0.6,3.32602,0.4237585,0.3165143,0.001049853,0.0001139063,31.68866,0.002252684,2.516637e-12,0.001087672,0.0001151579,0.01013645,0,0.1,0,0.0001139063,-0.01418765,0.5303065,1.350889,1.553077,33851,1.442204,312.24,30.94372
13854,1790242926.030,-0.3582688,-0.4463218,0.6394271,-0.04316534,-0.3281115,-0.001234869,-0.02928572,-0.1469922,-0.004072098,-0.1141503,-0.09870778,-0.0008182218,-0.01084857,-0.00170169,0.590994,-0.01897231,-0.006005013,-0.003264874,-0.02184508,0.2026574,-0.02857143,-0.0003933563,-0.04795182,-0.015826,0.3303359,0.1213674,-0.004036503,-0.003545399,0.2288036,0.60646,0.2725492,0.7201551,35,0.2,0.4,0.2,0,4.002143,0.4220943,0.3138609,0.00106192,0.0001139063,31.69416,0.002320146,2.534562e-12,0.001116978,0.0001412487,0.01421444,0.05,0.1,0,0.0001139063,-0.01434971,0.5038324,1.334137,1.559462,33972,1.442464,316.51,30.85427
13855,1790242928.920,-0.1662578,-0.2160023,0.3038572,-0.01698637,-0.01618581,-0.000416628,-0.03571428,-0.06559657,-0.001852256,-0.04481007,-0.04348429,-0.0004057463,0,-0.0009613188,0.2363284,-0.008649915,0,0,-0.008692088,0.01863087,-0.0857143,-0.004673271,-0.02074881,-0.008195588,0.1618459,0.09041049,-0.001794705,-0.001506828,0.1059894,0.237827,0.1327938,0.3479589,35,0.1666667,1,0.3333333,0.5,2.199365,0.301124,0.3044193,0.001042462,0.0001139063,31.69657,0.002233877,2.499033e-12,0.001075231,0.0001161847,0.01051935,0,0.05,0,0.0001139063,-0.01360412,0.4472847,1.333292,1.545948,34142,1.442666,324.2,31.45911
13856,1790242931.804,-0.3260182,-0.4182976,0.5894998,-0.03451082,-0.3160183,-0.000694072,-0.004166667,-0.123909,-0.00373622,-0.05547776,-0.08087063,-0.0007684065,-0.004190001,-0.001312113,0.5192842,-0.01807034,-0.001973209,-0.000625884,-0.01829782,0.209532,-0.05,-0.01904908,-0.03191784,-0.0135582,0.3096952,0.1503514,-0.003472914,-0.003108457,0.2181738,0.5795991,0.2925591,0.6891782,35,0,0.6,0,0.6,2.461257,0.4290752,0.2933277,0.001041963,7.59375e-05,31.69963,0.002263977,2.452461e-12,0.00110178,0.0001202338,0.01339986,0.1,0.1,0,7.59375e-05,-0.01271478,0.5315183,1.32259,1.55002,34221,1.442843,327.7,32.28299
13857,1790242934.690,-0.3018515,-0.4022644,0.5505003,-0.03040878,-0.04479816,-0.0007252214,-0.02,-0.1260055,-0.003330239,-0.008603208,-0.08613925,-0.0007332435,-0.009992002,-0.001708364,0.4916809,-0.01616604,-0.005074118,-0.00317973,-0.01701381,0.03111762,-0.06,-0.002435324,-0.03031172,-0.01297563,0.2880538,0.1003813,-0.003671436,-0.003131618,0.2011977,0.4957932,0.2313965,0.599292,35,0,1,0.6666667,0.3333333,4.96684,0.4552317,0.3028646,0.001032439,0.0001139063,31.69962,0.00222946,2.365255e-12,0.001085398,0.0001116233,0.01004582,0,0.1,0,0.0001139063,-0.01403595,0.3620863,1.331754,1.543596,34188,1.442659,365.65,36.42746
13858,1790242937.590,-0.3718387,-0.4737589,0.6648754,-0.0445035,-0.2512808,-0.0009159504,-0.0075,-0.1578271,-0.00416641,-0.0849918,-0.1052296,-0.0008539718,-0.0139075,-0.001978426,0.6173205,-0.01995426,-0.008498139,-0.002669462,-0.02141992,0.1300174,-0.0375,-0.003197548,-0.04143456,-0.01748053,0.3471367,0.1085779,-0.004263173,-0.003827665,0.2396671,0.6392986,0.2886096,0.7616872,35,0.2,0.6,0,0.4,3.327923,0.3854264,0.3053339,0.00103363,0.0001708594,31.69542,0.002265476,2.35743e-12,0.001091519,0.0001403263,0.01572227,0,0.1,0,0.0001708594,-0.01367512,0.4428152,1.350125,1.538412,34032,1.44248,387.42,37.27828
13859,1790242940.475,-0.3500531,-0.4445825,0.6283135,-0.04281473,-0.2545736,-0.001205432,-0.006250001,-0.1448292,-0.003999355,-0.1480107,-0.09469515,-0.0008053833,-0.011845,-0.001608518,0.5874208,-0.01903607,-0.006938181,-0.002427195,-0.02037324,0.1318543,-0.05,-0.001055775,-0.03729511,-0.01391892,0.3265893,0.1133435,-0.003759702,-0.003449061,0.2190388,0.5798347,0.2850137,0.7205309,35,0,0.6666667,0,0.6666667,3.218693,0.2374169,0.2898469,0.001042986,0.0001708594,31.69472,0.002336909,2.444494e-12,0.001109166,0.0001847574,0.01525105,0,0.05,0,0.0001708594,-0.01308443,0.4086387,1.316053,1.551307,34283,1.442553,351.49,34.02262
13860,1790242943.372,-0.3961103,-0.5197825,0.7233016,-0.04084494,-0.2137158,-0.0008539287,-0.014,-0.1629025,-0.00425463,-0.03777971,-0.1088108,-0.0009211274,-0.010376,-0.00213593,0.633552,-0.02100551,-0.005746413,-0.001077264,-0.0224638,0.126084,-0.04,-0.000758935,-0.04150519,-0.0183713,0.3789697,0.154326,-0.004695259,-0.004004087,0.260111,0.684689,0.3153637,0.8178816,35,0.3333333,0.6666667,0,0.3333333,2.681899,0.1838099,0.268998,0.001046384,0.0001139063,31.69613,0.002349833,2.525511e-12,0.001108447,0.0001950025,0.0135012,0.05,0.05,0,0.0001139063,-0.01183922,0.4098504,1.341938,1.544304,34059,1.442685,369.51,35.26102
13861,1790242946.246,-0.3591201,-0.4641199,0.6442517,-0.04332674,-0.2666214,-0.0006602671,-0.00125,-0.1522561,-0.00400093,-0.08000456,-0.104258,-0.0008307253,-0.0115,-0.001570019,0.5902275,-0.0188689,-0.007683305,-0.002423842,-0.02005889,0.1588858,-0.05,-0.00653883,-0.0343546,-0.01567794,0.3378543,0.1142269,-0.004118685,-0.003634683,0.2254773,0.576216,0.269447,0.7355638,35,0,0.6666667,0.3333333,0.3333333,4.708798,0.3081239,0.2919232,0.001062343,0.0001708594,31.69848,0.002336771,2.602096e-12,0.001122322,0.0001521053,0.01423477,0,0.1,0,0.0001708594,-0.01391345,0.4089402,1.316099,1.546659,34338,1.44294,416.95,41.49099
13862,1790242949.140,-0.2295464,-0.3080134,0.4225011,-0.02267007,-0.02653376,-0.0004627976,-0.008333335,-0.09362718,-0.00244811,-0.01490277,-0.06202047,-0.0005673326,-0.002723334,-0.001157694,0.3625923,-0.01263891,-0.00173671,0,-0.01191035,0.0249287,-0.08333334,-0.003200443,-0.0175199,-0.01222803,0.2243139,0.1093304,-0.002469881,-0.002240247,0.1501378,0.4162987,0.1977684,0.4847352,35,0,1,0.4,0.6,1.694452,0.3188577,0.2835285,0.001045874,0.0001139063,31.70141,0.002372744,2.672855e-12,0.001130039,0.0001968308,0.01638571,0.1,0.1,0,0.0001139063,-0.01230155,0.3579584,1.327284,1.556441,34089,1.443152,419.35,41.53701
13863,1790242952.020,-0.4545311,-0.5797492,0.8216699,-0.04914271,-0.5376784,-0.000900257,-0.006111111,-0.1856758,-0.005121901,-0.1032159,-0.1231202,-0.001032989,-0.01010667,-0.001817508,0.745787,-0.02472083,-0.005776441,-0.002113823,-0.0281551,0.2616352,-0.03333334,-0.0007386714,-0.04574697,-0.01991624,0.4268726,0.1811112,-0.005116541,-0.004413427,0.3010667,0.7584483,0.3346741,0.9480108,35,0.2857143,0.4285715,0,0.1428572,4.66562,0.326303,0.2906824,0.001016715,0.0001708594,31.69994,0.002286293,2.911922e-12,0.001113878,0.0001557005,0.01379373,0,0.1,0,0.0001708594,-0.0126572,0.2946479,1.315657,1.554241,34253,1.442659,462.41,44.18288
13864,1790242954.906,-0.3995881,-0.5263876,0.7327532,-0.04542159,-0.3547727,-0.001194201,-0.01375,-0.1599225,-0.004441846,-0.01454593,-0.1056549,-0.0009266375,-0.004755001,-0.00178329,0.6412779,-0.0222127,-0.003222813,-0.0004401937,-0.02376774,0.2125925,-0.05,-0.08413272,-0.04003295,-0.0187316,0.3821776,0.1864232,-0.004504899,-0.003943409,0.2721743,0.6957878,0.2987659,0.8522695,35,0,0.6666667,0,0.6666667,1.896069,0.1982812,0.2643675,0.001016706,7.59375e-05,31.69182,0.00227352,2.466385e-12,0.001112973,0.0001438404,0.01540567,0.15,0.1,0,7.59375e-05,-0.01317523,0.3448617,1.331021,1.543504,34198,1.442306,437.43,43.01986
13865,1790242957.798,-0.484357,-0.6081897,0.8635044,-0.0601857,-0.8579819,-0.001900295,-0.008333335,-0.1891626,-0.005456173,-0.1849477,-0.1203055,-0.001068526,0,-0.001578703,0.7628543,-0.0276524,0,0,-0.02833056,0.4197287,-0.03333334,-0.001118453,-0.05438809,-0.0184341,0.443799,0.2525994,-0.004749718,-0.004336029,0.3192196,0.843202,0.3569908,1.008138,35,0,0.3333333,0,0.3333333,5.829139,0.4720825,0.2668465,0.0009972662,0.0001139063,31.68848,0.002250664,2.33784e-12,0.001110869,0.0001425285,0.0111274,0,0.1,0,0.0001139063,-0.01230602,0.3676865,1.340617,1.540377,34121,1.44203,450.7,43.5746
13866,1790242960.689,-0.3453531,-0.4632651,0.630003,-0.03474931,-0.007093647,-0.0005471885,-0.016,-0.1516033,-0.003888431,-0.01391004,-0.1058591,-0.000826924,-0.020836,-0.002132756,0.6043133,-0.01695378,-0.01112395,-0.004997406,-0.01911928,0.007541902,-0.06,-0.001640205,-0.03264431,-0.01947009,0.3295366,0.06390296,-0.00477236,-0.003953807,0.2243347,0.5881249,0.2485168,0.7087045,35,0,1,0.6666667,0.3333333,4.233488,0.1855475,0.2666706,0.001006293,0.0001139063,31.68228,0.002262178,2.331242e-12,0.001113479,0.0001424052,0.009850301,0,0.05,0,0.0001139063,-0.01268148,0.2724358,1.321312,1.55996,34118,1.441395,497.42,46.97828
