episode,dir,cup_x_env_m,cup_y_env_m,cup_yaw_deg,grasp_mode,final_state,success,cup_lift_m,cup_axis_to_jaw_centre_mm,axis_error_mm,sim_time_s,failure
0,.,0.42,0.03,0.0,pinch,done,True,0.119,40.5,0.7,12.84,
