step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/fixture_force_tracking,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/mech_effort,Episode_Reward/mech_overforce,Episode_Reward/mech_overspeed,Episode_Reward/mech_progress,Episode_Reward/mech_push,Episode_Reward/mech_torn,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Mechanism/frontier_opened_ema,Mechanism/frontier_opened_fraction,Mechanism/latch_released_fraction,Mechanism/opened_fraction,Mechanism/opened_hinge,Mechanism/opened_pull,Mechanism/opened_push,Mechanism/opened_side,Mechanism/opened_up,Mechanism/peak_ceiling_n,Mechanism/torn_fraction,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
14509,1790277808.293,-0.02583929,-0.04052694,0.1216501,-0.005143647,-0.02114289,-0.0004890333,0,-0.01338445,-0.0007657275,-0.01992002,-0.01016477,-0.0001586004,0,-0.0006981906,0.09108999,-0.002847632,0,0,-0.004654303,0.005337519,-0.01269102,-0.005550986,-0.001748836,-0.009033309,0,0,0,0,0.05778388,0.0341901,-0.0005610486,-0.0002882232,0.04221186,0.07834347,0.03201512,0.1156537,0.001077008,1e-05,21.41299,0.002160064,4.298161e-13,0.001025057,5.799935e-05,0.01469733,0.25,0.1,0,1e-05,0.000696125,2.29735,0.01610915,0,0,0,0,0,0,0,0,70,0,1.2453,1.493086,35898,0.8157414,86.6,8.863675
14510,1790277811.056,-0.033387,-0.05029933,0.1594287,-0.006178572,-0.03276377,-0.0005951835,0,-0.01599946,-0.001013975,-0.03027425,-0.01238301,-0.0002029715,0,-0.001069807,0.1196678,-0.003518092,0,0,-0.006437804,0.005051951,-0.01650663,-0.005814831,-0.001671833,-1.594734e-08,-4.038971e-05,0,0,0,0.07492729,0.04457196,-0.0007687797,-0.0004018072,0.05509099,0.1032942,0.04482297,0.1585998,0.001049709,1.5e-05,21.41606,0.002072252,3.469727e-13,0.000964693,5.785038e-05,0.01026814,0,0.1,0,1.5e-05,-0.005061421,1.875967,0.09345259,0,0,0,0,0,0,0,0,70,0,1.264536,1.487584,35719,0.8159307,96.8,9.75399
14511,1790277813.883,-0.02795406,-0.04280584,0.1335,-0.00501266,-0.02498443,-0.0002991345,0,-0.01411959,-0.0008586197,-0.01254548,-0.01131485,-0.0001713776,0,-0.0008957614,0.09721427,-0.002811433,0,0,-0.005350512,0.01198139,-0.01333062,-0.00468824,-0.0008050733,-0.005885328,-0.001144541,0,0,0,0.06387796,0.03765843,-0.0006376062,-0.0003397268,0.04467062,0.08134879,0.03892069,0.1276174,0.0009948334,2.25e-05,21.42295,0.002044594,2.786834e-13,0.0009908488,5.89124e-05,0.00852231,0,0.1,0,2.25e-05,-0.009387877,1.424709,0.09562305,0,1,0,1,0,1,0,0,70,0,1.253247,1.555419,35000,0.8163554,122.24,12.45786
14512,1790277816.800,-0.03409012,-0.05136483,0.16245,-0.005783805,-0.05575993,-0.0009318678,-0.005000001,-0.01622479,-0.001075538,-0.03746676,-0.01239761,-0.0002064452,0,-0.0008922508,0.130735,-0.003600371,0,0,-0.006051421,0.02973302,-0.01611454,-0.004931194,-0.003412071,-0.006671852,-0.0003018383,0,0,-0.01,0.07585498,0.04526731,-0.0008182946,-0.0004387728,0.05819262,0.1139851,0.0439415,0.1634804,0.0009521415,3.375e-05,21.43477,0.002050588,2.328838e-13,0.001042556,5.589089e-05,0.01093242,0,0.1,0,3.375e-05,-0.008754215,1.017799,0.1594553,0,nan,0.5,0,0,1,0,0,70,0.5,1.296773,1.609398,33825,0.8168737,118.25,12.31201
14513,1790277819.690,-0.1208223,-0.1779947,0.54,-0.02262634,-0.456364,-0.003205933,-0.09749996,-0.05223455,-0.003799037,-0.1190122,-0.04131949,-0.0006491443,0,-0.002371036,0.4729999,-0.01366398,0,0,-0.01721804,0.08675405,-0.05485291,-0.009288762,-0.03435485,-0.01963679,-0.009451946,0,0,0,0.2499532,0.149846,-0.003565557,-0.002042865,0.2146301,0.4244518,0.1324639,0.6095833,0.0008874069,2.25e-05,21.44451,0.002010017,1.983135e-13,0.001069273,5.333778e-05,0.01115133,0.15,0.15,0,2.25e-05,-0.007193749,0.8175866,0.1619935,0,1,0,1,0,1,1,0,70,0,1.268165,1.609819,34157,0.8172127,184.8,19.06689
14514,1790277822.466,-0.02692184,-0.04426369,0.1359999,-0.004622351,0,-0.0003025336,0,-0.01327268,-0.0009184382,-0.006070695,-0.009946521,-0.0001784907,0,-0.001171661,0.1007333,-0.002763333,0,0,-0.005452535,0,-0.009816201,-0.004881865,0,0,0,0,0,0,0.06561615,0.0385261,-0.0005965749,-0.0003470287,0.05075919,0.07194819,0.04333244,0.1159045,0.0008392143,3.375e-05,21.45374,0.002083121,1.730163e-13,0.001188901,5.500566e-05,0.01040664,0,0.1,0,3.375e-05,-0.0105937,0.5581338,0.1582903,0.5,1,1,1,0,1,1,0,70,0,1.27591,1.488442,35561,0.8176859,205.14,21.26534
14515,1790277825.266,-0.05568071,-0.09043297,0.2677503,-0.009878973,-0.00612,-0.0005089943,0,-0.02704108,-0.001883269,-0.02963808,-0.02031901,-0.0003454293,0,-0.001647261,0.2022998,-0.00564547,0,0,-0.01048705,0.003672961,-0.02588013,-0.008410411,-0.0002056031,-6.622787e-06,0,0,0,0,0.1280702,0.07553974,-0.001225137,-0.0007209645,0.09144749,0.1390089,0.09044215,0.237646,0.0007761435,5.0625e-05,21.46509,0.00209475,1.573985e-13,0.00126329,5.531614e-05,0.01283265,0,0.1,0,5.0625e-05,-0.01039299,0.5086393,0.2351916,0,0,0,0,0,1,1,1,70,0,1.265112,1.523429,35252,0.8182286,246.31,25.90137
14516,1790277828.121,-0.09553097,-0.1416689,0.4484997,-0.01807929,-0.03910182,-0.001685869,-0.0125,-0.05624269,-0.0031315,-0.1073016,-0.04395275,-0.0005705126,-0.010525,-0.003521341,0.416488,-0.01013491,-0.007913705,-5.757312e-05,-0.01558723,0.005561491,-0.03692198,-0.01745661,-0.005581198,0,0,0,0,-0.025,0.2124889,0.05208513,-0.002730863,-0.001897414,0.164647,0.3071315,0.1465517,0.4260772,0.0007443519,5.0625e-05,21.47806,0.002216313,1.450211e-13,0.001418739,5.322158e-05,0.01192482,0,0.05,0,5.0625e-05,-0.009858178,0.4428319,0.2311278,0,nan,0,0,0,0,0,0,70,1,1.260078,1.583721,34567,0.8188444,301.3,30.86503
14517,1790277830.935,-0.136731,-0.2198907,0.6839988,-0.02330148,-0.5408711,-0.005497051,0,-0.06097219,-0.005231026,-0.2554424,-0.04276599,-0.0007964051,0,-0.002966377,0.6123508,-0.01564933,0,0,-0.02260315,0.2713424,-0.05255511,-0.01001063,-0.0113485,-0.02103045,-0.02571194,0,0,0,0.3123822,0.1885342,-0.002851044,-0.001418559,0.305463,0.6241657,0.123295,0.8106343,0.0007088941,3.375e-05,21.49017,0.002247002,1.280845e-13,0.001486181,5.192751e-05,0.01080234,0.1,0.1,0,3.375e-05,-0.009627724,0.3667018,0.1716394,0,0,0,0,0,0,0,0,70,0,1.275864,1.525839,35087,0.8191997,341.27,35.4991
14518,1790277833.744,-0.1234098,-0.1850964,0.5884992,-0.02212783,-0.4814899,-0.002714257,-0.008333335,-0.05448652,-0.004403392,-0.06996717,-0.03964841,-0.0006961228,0,-0.002583228,0.5287839,-0.01365827,0,0,-0.01959479,0.1339908,-0.04930645,-0.01176732,-0.01641569,-0.01209457,-0.08021319,0,0,0,0.2804516,0.1657427,-0.002859854,-0.00171828,0.2376804,0.4879111,0.1570705,0.6381279,0.000682238,3.375e-05,21.49805,0.002348133,1.194993e-13,0.001614723,5.117151e-05,0.0106079,0.05,0.1,0,3.375e-05,-0.009903377,0.3575541,0.1894343,0.5,1,0.6666667,1,0.5,0.5,1,0,70,0,1.263038,1.534852,35135,0.8196015,364.68,38.41161
14519,1790277836.565,-0.1344642,-0.2066622,0.6899986,-0.0231168,-0.3516196,-0.001758464,-0.005,-0.06035699,-0.005043856,-0.06240115,-0.04367121,-0.0008482778,-0.006040001,-0.001912097,0.6629264,-0.01288195,-0.006223917,-7.824026e-05,-0.02269793,0.02304144,-0.04463963,-0.01497965,-0.004853087,-0.009419566,0,0,0,0,0.3420641,0.1437818,-0.003474675,-0.002137327,0.2954447,0.4445282,0.2275732,0.6723275,0.0006574268,2.25e-05,21.50597,0.002356762,1.068545e-13,0.001649028,5.030691e-05,0.01025073,0.1,0.1,0,2.25e-05,-0.007595548,0.2944413,0.195317,0,nan,0,0,0.5,0,1,0,70,0,1.257673,1.543525,35093,0.8198706,406.78,42.96225
14520,1790277839.374,-0.1379737,-0.2150357,0.6869987,-0.02625694,0,-0.001943214,-0.015,-0.07654967,-0.00478217,-0.1320496,-0.06269307,-0.0009000762,-0.02622,-0.002381813,0.7164509,-0.01420012,-0.02354201,-0.01510106,-0.02464352,0,-0.07173344,-0.02073837,0,0,0,0,0,0,0.3336802,0,-0.00404541,-0.003064166,0.2705686,0.4094958,0.1664595,0.4776888,0.0006128264,5.0625e-05,21.51533,0.002348952,9.645732e-14,0.00168652,4.960606e-05,0.01106084,0,0.15,0,5.0625e-05,-0.01049249,0.3051687,0.1765373,0.5,nan,1,1,1,0,1,0,70,0,1.26091,1.537724,35125,0.8204317,433.61,45.88393
14521,1790277842.155,-0.1607542,-0.2610897,0.8279983,-0.02472644,-0.7309031,-0.006043912,0,-0.07168152,-0.006010293,-0.1210309,-0.04643302,-0.0009625153,0,-0.002635773,0.7972018,-0.0186856,0,0,-0.0277046,0.3564659,-0.05089163,-0.01207734,-0.01000957,-0.006982823,-0.0002498935,0,0,0,0.3921387,0.2324897,-0.003380408,-0.001776616,0.3625962,0.7343385,0.2132181,0.9725234,0.000589448,5.0625e-05,21.52835,0.002300465,8.384074e-14,0.001664196,4.682098e-05,0.01279969,0.05,0.1,0,5.0625e-05,-0.009601342,0.2198114,0.207934,0.5,1,1,0,1,0,1,1,70,0,1.241459,1.527857,35497,0.8208464,469.06,48.98233
14522,1790277844.957,-0.1626254,-0.2381862,0.8639991,-0.03158202,-0.8758577,-0.004944392,-0.48,-0.05840043,-0.00640453,-0.03926633,-0.03815436,-0.0009804227,0,-0.001167955,0.8328523,-0.01461674,0,0,-0.02566949,0.03944838,-0.07293195,-0.008902716,-0.01714947,0,0,0,0,0,0.3958695,0.2386098,-0.003590226,-0.00234651,0.3852131,0.6503395,0.4003101,1.070607,0.0005666856,5.0625e-05,21.53675,0.002230081,7.637302e-14,0.001617065,4.633031e-05,0.01361111,0.05,0.1,0,5.0625e-05,-0.008784596,0.2289424,0.1497853,0,nan,0,1,0,1,0,0,70,0,1.243024,1.547022,35233,0.8212094,499.45,53.05674
14523,1790277847.729,-0.1775176,-0.264893,0.9,-0.02912002,-0.8743612,-0.008082926,-0.0075,-0.06951827,-0.006776407,-0.06091233,-0.04872625,-0.001079496,0,-0.002434759,0.886378,-0.01970169,0,0,-0.02923308,0.04628198,-0.1029259,-0.01351731,-0.02743771,-0.008117869,-0.0237811,0,0,0,0.4176754,0.2501131,-0.004235233,-0.002716589,0.3765737,0.5815195,0.365628,1.057454,0.0005626375,5.0625e-05,21.54507,0.002163941,6.834179e-14,0.0015546,4.67036e-05,0.01046429,0,0.05,0,5.0625e-05,-0.01147595,0.2118342,0.1558904,0.5,0.5,0.5,0.5,0.5,1,0.5,1,70,0,1.215781,1.544768,35610,0.8215877,533.1,57.28058
14524,1790277850.511,-0.1940806,-0.2874973,0.9315006,-0.03402902,-0.734419,-0.005906396,-0.05374998,-0.08747551,-0.006499592,-0.1551243,-0.06509893,-0.001124105,-0.009550001,-0.00327756,0.8996159,-0.01965452,-0.007070239,-0.0001941946,-0.03261405,0.1564764,-0.08827865,-0.0189817,-0.03035877,-0.1135056,-0.06306897,0,0,0,0.4341253,0.1931942,-0.004744638,-0.002912503,0.3848066,0.6886815,0.2610733,1.067471,0.0005447281,3.375e-05,21.55244,0.002115467,6.045359e-14,0.001524085,4.665388e-05,0.01230624,0.1,0.1,0,3.375e-05,-0.008957176,0.1675777,0.2626427,0.5,0.5,0.6666667,1,1,0,1,0,70,0,1.220776,1.549502,35485,0.8217934,563.26,60.14414
14525,1790277853.286,-0.2001334,-0.2855825,0.9720016,-0.02973272,-0.9852015,-0.008564717,0,-0.08032521,-0.007732256,-0.1832639,-0.05402902,-0.001067427,0,-0.005485957,0.8793537,-0.02122399,0,0,-0.03478207,0.3799206,-0.0683054,-0.01135848,-0.01498474,-0.07581049,0,0,0,0,0.4356901,0.2654788,-0.003999858,-0.002036492,0.4237448,0.9445266,0.1265113,1.174334,0.0005198558,3.375e-05,21.55418,0.002012475,5.391761e-14,0.001447779,4.483976e-05,0.01066922,0.05,0.1,0,3.375e-05,-0.008517669,0.1497352,0.2406932,0,nan,0,1,1,1,0,0,70,0,1.204094,1.558105,35589,0.8218483,588.94,62.72632
14526,1790277856.042,-0.1806142,-0.2622534,0.8560016,-0.03891327,-0.8699807,-0.004374254,-0.2516665,-0.07491983,-0.006069481,-0.3135661,-0.05504061,-0.000995473,0,-0.002172572,0.7571861,-0.01740983,0,0,-0.02823359,0.09161906,-0.1599048,-0.01094879,-0.07340494,-0.2207883,-0.008804655,0,0,0,0.3769476,0.2316251,-0.004995184,-0.002941526,0.3410709,0.5924243,0.3438838,0.9984207,0.0005012673,5.0625e-05,21.557,0.001973258,4.849534e-14,0.001426419,4.557158e-05,0.01061843,0,0.1,0,5.0625e-05,-0.01067659,0.1610342,0.3416327,0.3333333,1,0.3333333,0.5,0.3333333,0,1,0,70,0,1.187793,1.54849,35926,0.8220283,618.97,65.66402
14527,1790277858.784,-0.1429342,-0.2250156,0.7019986,-0.02350304,-0.576225,-0.006032943,-0.01,-0.06340608,-0.005347175,-0.2178786,-0.04394387,-0.0008093921,0,-0.003367664,0.6623508,-0.01655743,0,0,-0.02240958,0.176132,-0.05768242,-0.0110961,-0.01144928,-0.0006484253,-0.01704074,0,0,0,0.3173233,0.1925873,-0.003098137,-0.001729939,0.28463,0.5606173,0.2445476,0.8111916,0.0004764854,3.375e-05,21.55989,0.001898206,4.280196e-14,0.001381491,4.022911e-05,0.01001109,0.1,0.1,0,3.375e-05,-0.009058204,0.1304062,0.3247639,0,nan,0,1,0,1,1,0,70,0,1.193274,1.537106,36003,0.8220907,638.32,67.94723
14528,1790277861.536,-0.1741663,-0.2743019,0.8564989,-0.03589714,-0.8791024,-0.007869838,-0.03,-0.07883339,-0.006195218,-0.182045,-0.05828121,-0.0009852471,0,-0.003017405,0.8033516,-0.02136082,0,0,-0.03177396,0.2678745,-0.08595221,-0.01798463,-0.0335195,-0.01489228,-0.08399613,0,0,0,0.3875729,0.2350822,-0.0041856,-0.002261113,0.3286996,0.6641998,0.1699925,0.9342281,0.0004614943,2.25e-05,21.56006,0.001862034,3.937308e-14,0.001362361,3.817879e-05,0.009874105,0.1,0.1,0,2.25e-05,-0.00743964,0.11913,0.2961122,0,1,0,0,0,0,0,0,70,0,1.208329,1.532003,35873,0.8220763,666.35,71.14904
14529,1790277864.313,-0.2351064,-0.3524171,1.116005,-0.03957562,-1.169078,-0.008780676,-0.035,-0.1002777,-0.007931095,-0.2827511,-0.07010485,-0.001297508,0,-0.003765807,1.008739,-0.02544899,0,0,-0.03664334,0.3182245,-0.1111222,-0.01765199,-0.05513306,-0.1162037,-0.11109,0,0,0,0.5118661,0.3083074,-0.005517415,-0.003001532,0.4717718,0.9524119,0.3160703,1.322342,0.0004342188,3.375e-05,21.5595,0.00180599,3.58274e-14,0.001334328,3.744313e-05,0.00874281,0,0.1,0,3.375e-05,-0.0112359,0.1121273,0.3658335,1,1,1,1,1,1,1,0,70,0,1.215909,1.548542,35560,0.8220638,693.33,73.51812
14530,1790277867.085,-0.220913,-0.3480267,1.152006,-0.03718157,-1.114584,-0.009152817,-0.025,-0.08791029,-0.008800728,-0.3947756,-0.06002037,-0.00132776,0,-0.003836069,1.110907,-0.02603031,0,0,-0.03797358,0.1621811,-0.1885998,-0.01309937,-0.05110037,-0.1721659,-0.1032627,0,0,0,0.5184478,0.3152835,-0.005205816,-0.002965287,0.4914201,0.8615273,0.4657595,1.347718,0.0004383682,3.375e-05,21.55939,0.001780921,3.249778e-14,0.001305405,3.71482e-05,0.01141251,0.05,0.1,0,3.375e-05,-0.006699107,0.1595886,0.4908115,1,1,1,1,1,0,1,0,70,0,1.217706,1.54244,35615,0.8220876,717.9,75.71008
14531,1790277869.850,-0.2270341,-0.3378412,1.188007,-0.0415115,-1.215724,-0.008194803,-0.06000001,-0.07485446,-0.00893858,-0.2508458,-0.05008043,-0.001367837,0,-0.00185282,1.22261,-0.02233695,0,0,-0.03472736,0.0745905,-0.2311614,-0.01211378,-0.04158342,0,0,0,0,0,0.5265993,0.3226196,-0.004966939,-0.002868238,0.5184664,0.9228222,0.4736741,1.462988,0.0004175092,5.0625e-05,21.5598,0.001706471,2.987417e-14,0.001251101,3.785997e-05,0.01038491,0,0.1,0,5.0625e-05,-0.0114364,0.09425867,0.507038,0,0,0,0,1,1,0,0,70,0,1.21507,1.537843,35709,0.8220889,744.44,78.40704
14532,1790277872.634,-0.2457165,-0.3846034,1.224007,-0.0393547,-1.164262,-0.008643999,-0.015,-0.1020862,-0.008694588,-0.1002158,-0.07146195,-0.001424364,0,-0.002560229,1.165958,-0.0265456,0,0,-0.04724228,0.4507433,-0.07615137,-0.01720136,-0.03062612,-0.09523102,-0.0006254698,0,0,0,0.5831887,0.3447339,-0.005764862,-0.002864526,0.5290183,1.068998,0.4811871,1.474428,0.0003942383,5.0625e-05,21.55871,0.001659566,2.720762e-14,0.00122841,3.691822e-05,0.01317293,0,0.05,0,5.0625e-05,-0.006991174,0.08743434,0.4523326,1,nan,1,1,1,1,0,0,70,0,1.231526,1.54059,35461,0.8220938,764.82,81.84235
