step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/fixture_force_tracking,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/mech_effort,Episode_Reward/mech_overforce,Episode_Reward/mech_overspeed,Episode_Reward/mech_progress,Episode_Reward/mech_push,Episode_Reward/mech_torn,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Mechanism/frontier_opened_ema,Mechanism/frontier_opened_fraction,Mechanism/latch_released_fraction,Mechanism/opened_fraction,Mechanism/opened_hinge,Mechanism/opened_pull,Mechanism/opened_push,Mechanism/opened_side,Mechanism/opened_up,Mechanism/peak_ceiling_n,Mechanism/torn_fraction,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
14499,1790277780.681,-0.006995928,-0.01153789,0.03599999,-0.000693513,0,-3.716705e-05,0,-0.003760428,-0.0001814675,0,-0.003064787,-4.78938e-05,-0.00166,-0.0001178506,0.04052501,-0.0006230153,-0.001276506,0,-0.0007933138,0,-0.0008080887,-0.0007130547,0,0,0,0,0,0,0.02017409,0,-0.000141323,-0.0001361773,0.01956614,0.04101276,0.02045428,0.04056008,0.0006873817,1e-05,21.3241,0.0007832263,1.772719e-08,3.24149e-05,6.3412e-05,37.66257,0.95,0.05,0,1e-05,0.1592051,0.2436248,,,,,,,,,,70,,1.193991,1.426731,37510,0.812297,12.26966,2.063881
14500,1790277783.318,-0.01464232,-0.02719286,0.07199997,-0.003077616,0,-0.0001030804,-0.000909091,-0.007101844,-0.0003333806,-0.003112128,-0.00560713,-9.846277e-05,-0.001030909,-0.0002070972,0.06787275,-0.001477994,-0.000873553,-0.001780769,-0.002206109,0,-0.004157783,-0.002983699,0,0,0,0,0,0,0.03809943,0.01365991,-0.0003336908,-0.0001967951,0.02825789,0.064092,0.03307937,0.08104415,0.001178326,1e-05,21.33972,0.002020475,2.576663e-09,0.0006883501,0.0001537965,0.2832899,0.9,0.05,0,1e-05,0.1059529,5.560321,,,,,,,,,,70,,1.073675,1.554642,37401,0.812646,38.09,5.790756
14501,1790277785.984,-0.02128745,-0.03637924,0.1051027,-0.004229923,0,-0.000204417,0,-0.009232283,-0.000580934,-0.005394883,-0.007342482,-0.0001415262,-0.000110137,-0.0004702469,0.08622261,-0.0020315,-0.0001038239,-6.580343e-05,-0.003666305,0,-0.008133567,-0.004142575,0,0,0,0,0,0,0.05319948,0.02956858,-0.0004664056,-0.0002338814,0.04138153,0.07616811,0.03820663,0.1058535,0.001589844,1e-05,21.34543,0.00207661,3.802912e-10,0.0003808215,0.0001059446,0.0295333,0.85,0.1,0,1e-05,0.01574175,12.16197,,,,,,,,,,70,,1.122941,1.535339,36980,0.8128288,69.8,8.541351
14502,1790277788.736,-0.02639872,-0.0425901,0.1263395,-0.005391232,-0.0001969811,-0.0002589889,-0.002264151,-0.01185928,-0.000743088,-0.0126995,-0.009658853,-0.0001658889,-0.0004120755,-0.0007786633,0.09678108,-0.002685869,-0.0003189479,-0.000507503,-0.004833051,0.0002790878,-0.01209615,-0.005803661,-3.391978e-07,0,0,0,0,0,0.06193633,0.03342334,-0.000648131,-0.0003302555,0.04473072,0.08398716,0.04292555,0.1249988,0.00187936,1e-05,21.34983,0.002488668,4.247842e-11,0.0004986484,0.0001106597,0.01598902,0.15,0.1,0,1e-05,0.002810269,6.718807,0,0,0,0,0,0,0,0,0,70,0,1.246954,1.497829,35814,0.8130317,85.41,9.781219
14503,1790277791.541,-0.01739165,-0.02827261,0.08182974,-0.003534551,0,-0.0001887949,0,-0.008218804,-0.0004811368,-0.005326926,-0.00657176,-0.0001090038,0,-0.0003822559,0.06072978,-0.001705586,0,0,-0.003264891,0,-0.007978893,-0.004576748,0,0,0,0,0,0,0.03991654,0.0233027,-0.0003784792,-0.0002006278,0.02562597,0.04985942,0.02558788,0.06851803,0.001652961,1.5e-05,21.35501,0.0022321,7.72123e-12,0.0005020552,7.708363e-05,0.008673388,0,0.1,0,1.5e-05,-0.00350825,9.659466,0,0,0,0,0,0,0,0,0,70,0,1.270795,1.521757,35202,0.8133032,55.7,5.833857
14504,1790277794.337,-0.01929797,-0.03099494,0.0911071,-0.003868053,0,-0.0002497413,0,-0.00950539,-0.000535756,-0.01194406,-0.007803678,-0.0001219291,-0.0001976191,-0.0004704462,0.06765001,-0.002024291,-0.000178514,0,-0.003622312,0,-0.01049505,-0.004974048,0,0,0,0,0,0,0.04401785,0.02430889,-0.0004604568,-0.0002404081,0.02881083,0.05574784,0.02889759,0.07793277,0.001506095,2.25e-05,21.36275,0.002504716,2.465471e-12,0.0009338695,6.47513e-05,0.008833014,0,0.1,0,2.25e-05,-0.005109501,6.285498,0,0,0,0,0,0,0,0,0,70,0,1.263861,1.520769,35302,0.813674,66.23,6.88987
14505,1790277797.142,-0.02079445,-0.03310111,0.09835713,-0.004241926,-0.007386777,-0.0002788499,-0.001122449,-0.0101331,-0.0005818472,-0.0085377,-0.008136347,-0.000130033,0,-0.0005717356,0.07363774,-0.002119703,0,0,-0.003819133,0.003323265,-0.009186268,-0.004889979,-0.0003646005,-0.0009270545,-0.002104896,0,0,0,0.04765555,0.02791665,-0.0004669457,-0.0002491002,0.03301118,0.06338827,0.0301018,0.08680303,0.001363176,3.375e-05,21.37257,0.002625005,1.575478e-12,0.001199753,6.20756e-05,0.01032888,0,0.1,0,3.375e-05,-0.004716137,6.43018,0,0,1,0,0,0,0,0,0,70,0,1.269535,1.523539,35195,0.8141441,65.27,6.750042
14506,1790277799.957,-0.02102997,-0.03422142,0.1010714,-0.004038774,-0.007056053,-0.0002873474,-0.002619048,-0.01033556,-0.0006065107,-0.01096806,-0.008237764,-0.0001334667,0,-0.0006792755,0.07369284,-0.002220722,-2.227104e-06,-0.0003297642,-0.003994068,0.003039378,-0.01069897,-0.00604259,-0.0006666805,-0.0006236655,-0.003915126,0,0,0,0.04859693,0.02852061,-0.0004854376,-0.0002663835,0.03418665,0.06249217,0.02831944,0.08634399,0.001310707,3.375e-05,21.3825,0.002519402,1.090316e-12,0.001146717,6.197852e-05,0.008749803,0,0.05,0,3.375e-05,-0.006468217,4.394743,0.0225625,0,1,0,0,0,0,0,0,70,0,1.254375,1.549567,35059,0.8145707,71.75,7.40747
14507,1790277802.800,-0.02603118,-0.04073305,0.1247001,-0.004783644,-0.005817812,-0.0003865082,0,-0.01374948,-0.0007427853,-0.01495138,-0.0109231,-0.0001634308,-0.0008893335,-0.000788795,0.09901331,-0.002631424,-0.0006775097,-2.792046e-06,-0.004907559,0.00213098,-0.01244347,-0.005845842,-8.785838e-05,-9.544053e-05,-1.066723e-05,0,0,0,0.0596519,0.02907102,-0.0006239979,-0.0003573473,0.04383021,0.07761,0.03583706,0.114187,0.001230889,3.375e-05,21.39232,0.002351676,7.967487e-13,0.001061402,5.938513e-05,0.009347691,0,0.05,0,3.375e-05,-0.006355021,3.724491,0.01283355,0,0,0,0,0,0,0,0,70,0,1.244675,1.587271,34712,0.8150126,75.1,7.636851
14508,1790277805.543,-0.0323104,-0.0498255,0.1527415,-0.005826003,-0.03919726,-0.0007001444,0,-0.01559386,-0.00099412,-0.0241581,-0.0118585,-0.0001955542,-0.000326207,-0.0008705712,0.1230999,-0.003393376,-0.0002652884,-0.0003809727,-0.005769443,0.01344321,-0.0147259,-0.005698408,-0.001122817,-0.008103471,-0.002341758,0,0,0,0.07275684,0.04056042,-0.000726113,-0.0003941218,0.05535283,0.1070455,0.04217459,0.1469199,0.001152261,5.0625e-05,21.40424,0.002279108,5.773686e-13,0.001067155,5.96919e-05,0.01231761,0,0.1,0,5.0625e-05,-0.006062769,3.16588,0.005945673,0,1,0,0,0,1,0,0,70,0,1.23993,1.491171,35994,0.8155946,85.98,8.874141
