attempt,step,time_s,phase,jaw_centre_error_m,lateral_error_m,along_error_m,tip_goal_error_m,jaw_command_m,approach_elevation_deg,jaw_tilt_deg,base_height_m,base_shift_m,base_yaw_deg,arm_speed_rad_s,finger_contact_n,forearm_contact_n,fell,door_deg,handle_deg
1,13,0.26,spawn,0.01283,0.01252,0.00279,0.01418,0.00336,10.46,68.71,0.3193,0.0128,-0.169,1.73,0.0,0.0,0,0.0,-0.0
0,14,0.28,spawn,0.00976,0.00913,0.00347,0.01175,0.0036,9.83,73.06,0.3182,0.0137,-0.208,1.73,0.0,0.0,0,0.0,-0.0
1,14,0.28,spawn,0.00977,0.00913,0.00349,0.01176,0.0036,9.83,73.06,0.3182,0.0137,-0.208,1.73,0.0,0.0,0,0.0,-0.0
0,15,0.3,spawn,0.008,0.0062,0.00505,0.011,0.00384,9.35,77.09,0.3173,0.0146,-0.245,1.73,0.0,0.0,0,0.0,-0.0
1,15,0.3,spawn,0.00802,0.00622,0.00506,0.01102,0.00384,9.35,77.09,0.3173,0.0146,-0.245,1.73,0.0,0.0,0,0.0,-0.0
0,16,0.32,spawn,0.00861,0.00444,0.00737,0.01193,0.00408,8.97,80.2,0.3166,0.0154,-0.275,1.73,0.0,0.0,0,0.0,-0.0
1,16,0.32,spawn,0.00862,0.00445,0.00738,0.01194,0.00408,8.98,80.19,0.3166,0.0154,-0.275,1.73,0.0,0.0,0,0.0,-0.0
0,17,0.34,spawn,0.01032,0.00246,0.01002,0.01256,0.00432,8.22,81.75,0.3162,0.0163,-0.28,1.73,0.0,0.0,0,0.0,-0.0
1,17,0.34,spawn,0.01033,0.00248,0.01003,0.01257,0.00432,8.22,81.74,0.3162,0.0163,-0.28,1.73,0.0,0.0,0,0.0,-0.0
0,18,0.36,spawn,0.0136,0.00528,0.01253,0.01479,0.00456,7.49,80.6,0.316,0.017,-0.311,1.73,0.0,0.0,0,0.0,-0.0
1,18,0.36,spawn,0.0136,0.00526,0.01254,0.01479,0.00456,7.5,80.6,0.316,0.017,-0.311,1.73,0.0,0.0,0,0.0,-0.0
0,19,0.38,spawn,0.01623,0.00613,0.01503,0.01642,0.0048,6.58,77.75,0.3158,0.0178,-0.307,1.729,0.0,0.0,0,0.0,-0.0
1,19,0.38,spawn,0.01621,0.00607,0.01503,0.01642,0.0048,6.59,77.75,0.3158,0.0178,-0.306,1.729,0.0,0.0,0,0.0,-0.0
0,20,0.4,spawn,0.01839,0.00561,0.01751,0.01757,0.00504,5.45,74.15,0.3157,0.0185,-0.277,1.729,0.0,0.0,0,0.0,-0.0
1,20,0.4,spawn,0.01837,0.00554,0.01752,0.01757,0.00504,5.46,74.15,0.3157,0.0185,-0.276,1.729,0.0,0.0,0,0.0,-0.0
0,21,0.42,spawn,0.02051,0.00589,0.01964,0.01889,0.00528,4.25,70.13,0.3156,0.0192,-0.225,1.728,0.0,0.0,0,0.0,-0.0
1,21,0.42,spawn,0.0205,0.00585,0.01964,0.0189,0.00528,4.26,70.13,0.3156,0.0192,-0.224,1.728,0.0,0.0,0,0.0,-0.0
0,22,0.44,spawn,0.02086,0.00466,0.02033,0.02003,0.00552,3.98,71.53,0.3154,0.0198,-0.154,1.608,0.0,0.0,0,0.0,-0.0
1,22,0.44,spawn,0.02086,0.00466,0.02033,0.02003,0.00552,3.99,71.52,0.3154,0.0198,-0.154,1.607,0.0,0.0,0,0.0,-0.0
0,23,0.46,spawn,0.02159,0.01075,0.01873,0.02087,0.00576,3.86,76.57,0.3152,0.0204,-0.139,1.73,0.0,0.0,0,0.0,-0.0
1,23,0.46,spawn,0.02163,0.01082,0.01873,0.0209,0.00576,3.86,76.56,0.3152,0.0204,-0.139,1.73,0.0,0.0,0,0.0,-0.0
0,24,0.48,spawn,0.02147,0.00961,0.0192,0.0214,0.006,3.91,81.67,0.315,0.0211,-0.072,1.73,0.0,0.0,0,0.0,-0.0
1,24,0.48,spawn,0.02153,0.0097,0.01922,0.02144,0.006,3.9,81.66,0.315,0.0211,-0.072,1.73,0.0,0.0,0,0.0,-0.0
0,25,0.5,spawn,0.0208,0.00691,0.01962,0.02061,0.00624,3.69,85.94,0.3149,0.0218,-0.0,1.73,0.0,0.0,0,0.0,-0.0
1,25,0.5,spawn,0.0208,0.00689,0.01963,0.0206,0.00624,3.7,85.94,0.3149,0.0218,-0.0,1.73,0.0,0.0,0,0.0,-0.0
0,26,0.52,spawn,0.02009,0.00422,0.01964,0.02027,0.00648,3.47,86.37,0.3148,0.0225,0.062,1.73,0.0,0.0,0,0.0,-0.0
1,26,0.52,spawn,0.02019,0.00419,0.01975,0.02038,0.00648,3.43,86.57,0.3148,0.0225,0.062,1.724,0.0,0.0,0,0.0,-0.0
0,27,0.54,spawn,0.01879,0.00669,0.01756,0.01902,0.00672,2.78,86.7,0.3147,0.0231,0.077,1.73,0.0,0.0,0,0.0,-0.0
1,27,0.54,spawn,0.01888,0.00696,0.01755,0.01914,0.00672,2.82,85.76,0.3147,0.023,0.083,1.73,0.0,0.0,0,0.0,-0.0
0,28,0.56,spawn,0.01702,0.00499,0.01627,0.01741,0.00696,2.33,86.91,0.3145,0.0236,0.141,1.73,0.0,0.0,0,0.0,-0.0
1,28,0.56,spawn,0.01611,0.00477,0.01539,0.01655,0.00696,2.41,85.47,0.3145,0.0235,0.151,1.73,0.0,0.0,0,0.0,-0.0
0,29,0.58,spawn,0.01785,0.00861,0.01564,0.01739,0.0072,1.01,87.78,0.3145,0.0241,0.171,1.73,0.0,0.0,0,0.0,-0.0
1,29,0.58,spawn,0.01659,0.00815,0.01445,0.01615,0.0072,1.07,86.18,0.3144,0.024,0.176,1.729,0.0,0.0,0,0.0,-0.0
0,30,0.6,spawn,0.01749,0.0078,0.01565,0.01656,0.00744,0.2,88.22,0.3145,0.0246,0.253,1.728,0.0,0.0,0,0.0,-0.0
1,30,0.6,spawn,0.01661,0.00762,0.01476,0.01562,0.00744,0.2,88.88,0.3145,0.0245,0.254,1.047,0.0,0.0,0,0.0,-0.0
0,31,0.62,spawn,0.01725,0.00988,0.01415,0.01615,0.00768,-0.72,89.28,0.3145,0.025,0.323,1.584,0.0,0.0,0,0.0,-0.0
1,31,0.62,spawn,0.01661,0.01009,0.01319,0.01546,0.00768,-0.76,88.27,0.3144,0.0249,0.324,1.047,0.0,0.0,0,0.0,-0.0
0,32,0.64,spawn,0.01771,0.01357,0.01138,0.01663,0.00792,-1.97,87.33,0.3144,0.0253,0.37,1.383,0.0,0.0,0,0.0,-0.0
1,32,0.64,spawn,0.01712,0.0137,0.01027,0.01601,0.00792,-1.99,86.53,0.3143,0.0251,0.373,1.048,0.0,0.0,0,0.0,-0.0
0,33,0.66,spawn,0.02026,0.01818,0.00895,0.01951,0.00816,-2.92,87.08,0.3143,0.0256,0.442,1.73,0.0,0.0,0,0.0,-0.0
1,33,0.66,spawn,0.0199,0.01835,0.00771,0.01912,0.00816,-2.97,87.01,0.3141,0.0253,0.439,1.73,0.0,0.0,0,0.0,-0.0
0,34,0.68,spawn,0.02557,0.02459,0.00701,0.02531,0.0084,-3.89,86.1,0.3141,0.0259,0.519,1.73,0.0,0.0,0,0.0,-0.0
1,34,0.68,spawn,0.02563,0.02496,0.00581,0.02538,0.0084,-3.96,86.04,0.314,0.0255,0.51,1.73,0.0,0.0,0,0.0,-0.0
0,35,0.7,spawn,0.03169,0.03134,0.00468,0.03194,0.00864,-4.7,85.23,0.314,0.0261,0.595,1.73,0.0,0.0,0,0.0,-0.0
1,35,0.7,spawn,0.03222,0.03202,0.00359,0.03251,0.00864,-4.78,85.2,0.3138,0.0257,0.588,1.73,0.0,0.0,0,0.0,-0.0
0,36,0.72,spawn,0.03721,0.03718,0.00152,0.03789,0.00888,-5.17,84.6,0.3138,0.0262,0.674,1.73,0.0,0.0,0,0.0,-0.0
1,36,0.72,spawn,0.03795,0.03795,0.00041,0.03871,0.00888,-5.25,84.66,0.3135,0.0258,0.67,1.73,0.0,0.0,0,0.0,-0.0
0,37,0.74,spawn,0.04261,0.04258,-0.0016,0.04362,0.00912,-5.5,83.88,0.3135,0.0264,0.755,1.73,0.0,0.0,0,0.0,-0.0
1,37,0.74,spawn,0.04348,0.0434,-0.00274,0.04462,0.00912,-5.57,84.16,0.3133,0.0259,0.753,1.73,0.0,0.0,0,0.0,-0.0
0,38,0.76,spawn,0.04853,0.04837,-0.00404,0.04985,0.00936,-5.76,82.12,0.3133,0.0265,0.839,1.73,0.0,0.0,0,0.0,-0.0
1,38,0.76,spawn,0.04959,0.04932,-0.00518,0.05103,0.00936,-5.83,83.35,0.313,0.026,0.841,1.73,0.0,0.0,0,0.0,-0.0
0,39,0.78,spawn,0.05445,0.05409,-0.00628,0.05614,0.0096,-5.81,79.47,0.3131,0.0266,0.931,1.047,0.0,0.0,0,0.0,-0.0
1,39,0.78,spawn,0.05533,0.05481,-0.00755,0.05715,0.0096,-5.89,80.85,0.3128,0.0261,0.936,1.728,0.0,0.0,0,0.0,-0.0
0,40,0.8,spawn,0.05901,0.05828,-0.00921,0.06106,0.00984,-5.64,75.17,0.3128,0.0266,1.028,1.727,0.0,0.0,0,0.0,-0.0
1,40,0.8,spawn,0.05953,0.0586,-0.01051,0.06171,0.00984,-5.71,77.27,0.3125,0.0261,1.034,1.539,0.0,0.0,0,0.0,-0.0
0,41,0.82,spawn,0.06255,0.06138,-0.01204,0.06501,0.01008,-5.58,70.22,0.3125,0.0266,1.114,1.73,0.0,0.0,0,0.0,-0.0
1,41,0.82,spawn,0.06289,0.06146,-0.01335,0.06549,0.01008,-5.63,72.48,0.3123,0.0261,1.123,1.73,0.0,0.0,0,0.0,-0.0
0,42,0.84,spawn,0.06616,0.06454,-0.01456,0.06905,0.01032,-5.62,64.84,0.3122,0.0266,1.189,1.73,0.0,0.0,0,0.0,-0.0
1,42,0.84,spawn,0.06628,0.0644,-0.01568,0.06934,0.01032,-5.66,67.11,0.312,0.026,1.203,1.73,0.0,0.0,0,0.0,-0.0
0,43,0.86,spawn,0.07038,0.06837,-0.01669,0.07368,0.01056,-5.49,59.3,0.3119,0.0265,1.265,1.73,0.0,0.0,0,0.0,-0.0
1,43,0.86,spawn,0.07031,0.06802,-0.01777,0.07378,0.01056,-5.49,61.41,0.3117,0.026,1.28,1.73,0.0,0.0,0,0.0,-0.0
0,44,0.88,spawn,0.07475,0.07232,-0.0189,0.07846,0.0108,-5.17,53.86,0.3116,0.0265,1.341,1.73,0.0,0.0,0,0.0,-0.0
1,44,0.88,spawn,0.0743,0.0716,-0.01981,0.0782,0.0108,-5.17,55.74,0.3114,0.0259,1.357,1.73,0.0,0.0,0,0.0,-0.0
0,45,0.9,spawn,0.07872,0.07578,-0.02129,0.08289,0.01104,-4.88,48.88,0.3112,0.0264,1.42,1.73,0.0,0.0,0,0.0,-0.0
1,45,0.9,spawn,0.07791,0.07475,-0.02196,0.08228,0.01104,-4.8,50.35,0.311,0.0258,1.437,1.73,0.0,0.0,0,0.0,-0.0
0,46,0.92,spawn,0.08218,0.07881,-0.02329,0.08681,0.01128,-4.62,44.86,0.3109,0.0262,1.502,1.73,0.0,0.0,0,0.0,-0.0
1,46,0.92,spawn,0.08069,0.07717,-0.02358,0.08555,0.01128,-4.56,46.45,0.3107,0.0257,1.512,1.683,0.0,0.0,0,0.0,-0.0
0,47,0.94,spawn,0.08548,0.08191,-0.02447,0.09054,0.01152,-4.34,41.74,0.3105,0.0261,1.586,1.73,0.0,0.0,0,0.0,-0.0
1,47,0.94,spawn,0.08345,0.07969,-0.02475,0.0887,0.01152,-4.42,45.3,0.3103,0.0256,1.59,1.727,0.0,0.0,0,0.0,-0.0
0,48,0.96,spawn,0.08906,0.08537,-0.02535,0.09449,0.01176,-4.02,40.27,0.3101,0.0261,1.675,1.73,0.0,0.0,0,0.0,-0.0
1,48,0.96,spawn,0.08653,0.08251,-0.02606,0.09226,0.01176,-4.19,42.17,0.3099,0.0254,1.677,0.667,0.0,0.0,0,0.0,-0.0
0,49,0.98,stand,0.09202,0.08055,-0.0445,0.09785,0.012,-3.75,39.19,0.3097,0.026,1.759,1.73,0.0,0.0,0,0.0,-0.0
1,49,0.98,stand,0.08876,0.08496,-0.02568,0.09493,0.012,-3.92,40.08,0.3095,0.0253,1.755,1.316,0.0,0.0,0,0.0,-0.0
0,50,1.0,stand,0.09373,0.08223,-0.04498,0.10005,0.012,-3.69,38.2,0.3092,0.0259,1.832,1.73,0.0,0.0,0,0.0,-0.0
1,50,1.0,stand,0.0895,0.08577,-0.02556,0.09628,0.012,-3.98,37.58,0.3092,0.0252,1.814,0.721,0.0,0.0,0,0.0,-0.0
0,51,1.02,stand,0.09677,0.08531,-0.04567,0.1035,0.012,-3.34,37.38,0.3088,0.0258,1.933,1.73,0.0,0.0,0,0.0,-0.0
1,51,1.02,stand,0.09267,0.08914,-0.02534,0.09984,0.012,-3.53,36.86,0.3087,0.025,1.91,1.73,0.0,0.0,0,0.0,-0.0
0,52,1.04,stand,0.09861,0.08708,-0.04627,0.10577,0.012,-2.89,36.21,0.3084,0.0258,2.024,1.73,0.0,0.0,0,0.0,-0.0
1,52,1.04,stand,0.09275,0.08917,-0.0255,0.10048,0.012,-3.24,34.84,0.3083,0.0248,1.975,1.24,0.0,0.0,0,0.0,-0.0
0,53,1.06,stand,0.09889,0.08752,-0.04603,0.10653,0.012,-2.57,35.2,0.308,0.0257,2.098,1.73,0.0,0.0,0,0.0,-0.0
1,53,1.06,stand,0.09326,0.08978,-0.02525,0.10132,0.012,-2.63,34.62,0.3079,0.0246,2.053,1.73,0.0,0.0,0,0.0,-0.0
0,54,1.08,stand,0.09995,0.08905,-0.04537,0.10797,0.012,-2.02,34.57,0.3076,0.0257,2.191,1.73,0.0,0.0,0,0.0,-0.0
1,54,1.08,stand,0.0914,0.08819,-0.024,0.09967,0.012,-2.22,34.64,0.3075,0.0243,2.113,1.73,0.0,0.0,0,0.0,-0.0
0,55,1.1,stand,0.09872,0.08828,-0.04417,0.10721,0.012,-1.66,33.71,0.3073,0.0256,2.263,1.73,0.0,0.0,0,0.0,-0.0
1,55,1.1,stand,0.08912,0.08633,-0.02213,0.09747,0.012,-2.11,35.61,0.3073,0.0241,2.172,1.73,0.0,0.0,0,0.0,-0.0
0,56,1.12,stand,0.09665,0.0871,-0.04188,0.10537,0.012,-1.37,33.5,0.3071,0.0256,2.329,1.73,0.0,0.0,0,0.0,-0.0
1,56,1.12,stand,0.08772,0.08536,-0.02023,0.09605,0.012,-1.72,36.28,0.307,0.0238,2.248,1.73,0.0,0.0,0,0.0,-0.0
0,57,1.14,stand,0.09554,0.08702,-0.03942,0.1043,0.012,-0.8,33.36,0.307,0.0255,2.415,1.73,0.0,0.0,0,0.0,-0.0
1,57,1.14,stand,0.08517,0.08309,-0.0187,0.09357,0.012,-1.79,36.67,0.3068,0.0235,2.308,1.73,0.0,0.0,0,0.0,-0.0
0,58,1.16,stand,0.0929,0.0853,-0.03679,0.10181,0.012,-0.34,33.08,0.3068,0.0255,2.486,1.73,0.0,0.0,0,0.0,-0.0
1,58,1.16,stand,0.08353,0.08183,-0.01677,0.09202,0.012,-1.47,36.69,0.3067,0.0232,2.38,1.73,0.0,0.0,0,0.0,-0.0
0,59,1.18,stand,0.09021,0.0837,-0.03364,0.09919,0.012,-0.04,33.13,0.3068,0.0254,2.553,1.73,0.0,0.0,0,0.0,-0.0
1,59,1.18,stand,0.08133,0.07994,-0.01496,0.09007,0.012,-1.54,36.18,0.3066,0.0229,2.442,1.706,0.0,0.0,0,0.0,-0.0
0,60,1.2,stand,0.08769,0.08228,-0.03032,0.09675,0.012,0.21,33.12,0.3068,0.0254,2.623,1.73,0.0,0.0,0,0.0,-0.0
1,60,1.2,stand,0.08018,0.07912,-0.01303,0.08939,0.012,-0.92,34.71,0.3066,0.0226,2.522,1.729,0.0,0.0,0,0.0,-0.0
0,61,1.22,stand,0.08512,0.08063,-0.02726,0.09432,0.012,0.42,33.01,0.3068,0.0253,2.688,1.73,0.0,0.0,0,0.0,-0.0
1,61,1.22,stand,0.07778,0.07702,-0.01081,0.08697,0.012,-0.83,35.28,0.3066,0.0223,2.584,1.73,0.0,0.0,0,0.0,-0.0
0,62,1.24,stand,0.08267,0.07903,-0.02426,0.09198,0.012,0.6,32.98,0.3069,0.0251,2.749,1.73,0.0,0.0,0,0.0,-0.0
1,62,1.24,stand,0.07564,0.07508,-0.00916,0.0849,0.012,-0.72,35.5,0.3067,0.022,2.644,1.73,0.0,0.0,0,0.0,-0.0
0,63,1.26,stand,0.08009,0.07717,-0.02143,0.08958,0.012,0.64,32.87,0.3071,0.025,2.804,1.73,0.0,0.0,0,0.0,-0.0
1,63,1.26,stand,0.07359,0.07318,-0.00778,0.08293,0.012,-0.71,35.74,0.3069,0.0216,2.703,1.73,0.0,0.0,0,0.0,-0.0
0,64,1.28,stand,0.07776,0.07546,-0.01878,0.08737,0.012,0.79,32.86,0.3072,0.0248,2.86,1.73,0.0,0.0,0,0.0,-0.0
1,64,1.28,stand,0.07161,0.07133,-0.0064,0.08104,0.012,-0.74,35.93,0.3072,0.0213,2.761,1.73,0.0,0.0,0,0.0,-0.0
0,65,1.3,stand,0.07546,0.07363,-0.0165,0.08514,0.012,0.83,33.02,0.3074,0.0246,2.913,1.73,0.0,0.0,0,0.0,-0.0
1,65,1.3,stand,0.06971,0.06953,-0.005,0.07925,0.012,-0.45,35.94,0.3076,0.021,2.823,1.73,0.0,0.0,0,0.0,-0.0
0,66,1.32,stand,0.07324,0.07181,-0.01438,0.08293,0.012,0.9,33.31,0.3076,0.0244,2.964,1.73,0.0,0.0,0,0.0,-0.0
1,66,1.32,stand,0.06731,0.06722,-0.00343,0.0767,0.012,-0.39,37.21,0.308,0.0208,2.874,1.73,0.0,0.0,0,0.0,-0.0
0,67,1.34,stand,0.07101,0.06993,-0.01234,0.08069,0.012,0.8,33.7,0.3079,0.0241,3.01,1.73,0.0,0.0,0,0.0,-0.0
1,67,1.34,stand,0.06421,0.0642,-0.00157,0.07318,0.012,-0.58,40.75,0.3084,0.0206,2.917,1.73,0.0,0.0,0,0.0,-0.0
0,68,1.36,stand,0.06878,0.06796,-0.01058,0.07846,0.012,0.63,34.09,0.3081,0.0239,3.054,1.73,0.0,0.0,0,0.0,-0.0
1,68,1.36,stand,0.06171,0.06171,0.00031,0.07042,0.012,-0.48,42.61,0.3089,0.0204,2.972,1.73,0.0,0.0,0,0.0,-0.0
0,69,1.38,stand,0.06642,0.0658,-0.00905,0.07612,0.012,0.49,34.47,0.3083,0.0237,3.096,1.73,0.0,0.0,0,0.0,-0.0
1,69,1.38,stand,0.05805,0.05802,0.00186,0.06629,0.012,-0.88,46.37,0.3095,0.0203,3.011,1.73,0.0,0.0,0,0.0,-0.0
0,70,1.4,stand,0.06407,0.0636,-0.00772,0.07382,0.012,0.3,34.74,0.3086,0.0235,3.135,1.73,0.0,0.0,0,0.0,-0.0
1,70,1.4,stand,0.05541,0.05528,0.00369,0.06329,0.012,-0.85,49.18,0.31,0.0202,3.064,1.73,0.0,0.0,0,0.0,-0.0
0,71,1.42,stand,0.06146,0.06111,-0.00656,0.07139,0.012,0.15,34.74,0.3088,0.0234,3.17,1.73,0.0,0.0,0,0.0,-0.0
1,71,1.42,stand,0.05177,0.05151,0.00518,0.05913,0.012,-1.3,53.08,0.3106,0.0201,3.099,1.73,0.0,0.0,0,0.0,-0.0
0,72,1.44,stand,0.05836,0.0581,-0.00554,0.06856,0.012,-0.02,34.52,0.309,0.0232,3.197,1.73,0.0,0.0,0,0.0,-0.0
1,72,1.44,stand,0.04886,0.04844,0.0064,0.05589,0.012,-1.39,56.25,0.3111,0.0201,3.142,1.73,0.0,0.0,0,0.0,-0.0
0,73,1.46,stand,0.0551,0.05492,-0.00442,0.06554,0.012,0.04,34.25,0.3092,0.0231,3.222,1.73,0.0,0.0,0,0.0,-0.0
1,73,1.46,stand,0.04528,0.04469,0.00731,0.05188,0.012,-1.6,60.01,0.3117,0.0202,3.171,1.719,0.0,0.0,0,0.0,-0.0
0,74,1.48,stand,0.0518,0.0517,-0.00336,0.06244,0.012,0.15,34.13,0.3094,0.023,3.248,1.73,0.0,0.0,0,0.0,-0.0
1,74,1.48,stand,0.04199,0.04106,0.00877,0.04781,0.012,-2.02,64.98,0.3122,0.0202,3.195,1.73,0.0,0.0,0,0.0,-0.0
0,75,1.5,stand,0.0488,0.04874,-0.00235,0.0595,0.012,0.24,34.3,0.3096,0.023,3.277,1.73,0.0,0.0,0,0.0,-0.0
1,75,1.5,stand,0.03826,0.03699,0.00975,0.0434,0.012,-2.43,69.93,0.3127,0.0203,3.213,1.73,0.0,0.0,0,0.0,-0.0
0,76,1.52,stand,0.04569,0.04567,-0.00129,0.05639,0.012,0.16,34.69,0.3098,0.023,3.3,1.73,0.0,0.0,0,0.0,-0.0
1,76,1.52,stand,0.03385,0.03234,0.01001,0.03847,0.012,-2.63,74.54,0.3131,0.0205,3.228,1.725,0.0,0.0,0,0.0,-0.0
0,77,1.54,stand,0.04247,0.04246,-0.00035,0.05311,0.012,0.02,35.43,0.3099,0.023,3.315,1.729,0.0,0.0,0,0.0,-0.0
1,77,1.54,stand,0.02973,0.02794,0.01016,0.03405,0.012,-2.84,78.78,0.3135,0.0206,3.241,1.727,0.0,0.0,0,0.0,-0.0
0,78,1.56,stand,0.03925,0.03925,0.00048,0.04981,0.012,-0.14,36.95,0.3101,0.0231,3.327,1.73,0.0,0.0,0,0.0,-0.0
1,78,1.56,stand,0.02754,0.0256,0.01017,0.03173,0.012,-3.01,81.67,0.3138,0.0208,3.262,1.73,0.0,0.0,0,0.0,-0.0
0,79,1.58,stand,0.03616,0.03614,0.00115,0.04665,0.012,-0.32,38.2,0.3102,0.0231,3.334,1.729,0.0,0.0,0,0.0,-0.0
1,79,1.58,stand,0.02513,0.02313,0.00981,0.02939,0.012,-3.07,82.33,0.3141,0.0209,3.266,1.73,0.0,0.0,0,0.0,-0.0
0,80,1.6,stand,0.03301,0.03298,0.00158,0.0435,0.012,-0.45,38.8,0.3102,0.0232,3.34,1.73,0.0,0.0,0,0.0,-0.0
1,80,1.6,stand,0.02276,0.02088,0.00905,0.02707,0.012,-2.99,82.64,0.3143,0.0211,3.271,1.73,0.0,0.0,0,0.0,-0.0
0,81,1.62,stand,0.0298,0.02974,0.00191,0.04025,0.012,-0.55,40.2,0.3103,0.0233,3.341,1.73,0.0,0.0,0,0.0,-0.0
1,81,1.62,stand,0.02025,0.01857,0.00806,0.02465,0.012,-2.9,82.85,0.3145,0.0212,3.269,1.73,0.0,0.0,0,0.0,-0.0
0,82,1.64,stand,0.02622,0.02611,0.00242,0.03652,0.012,-0.51,43.24,0.3103,0.0234,3.337,1.353,0.0,0.0,0,0.0,-0.0
1,82,1.64,stand,0.01847,0.01704,0.00712,0.02296,0.012,-2.82,82.91,0.3147,0.0214,3.269,1.73,0.0,0.0,0,0.0,-0.0
