step,base_height_m,tilt_deg,base_drift_m,leg_joint_dev_rad,arm_joint_dev_rad,leg_torque_nm,arm_contact_n,base_x_m,base_y_m,base_yaw_deg
31,0.265511,0.24913,0.0785649,0.362181,0.0116234,9.16887,0,-0.0785649,-5.04851e-05,-0.00434672
32,0.26493,0.314222,0.0803349,0.367487,0.0117722,9.28862,0,-0.0803349,-4.85331e-05,-0.00377119
33,0.264547,0.428905,0.0819435,0.372022,0.0118844,9.38713,0,-0.0819435,-4.65065e-05,-0.00330392
34,0.26435,0.560303,0.0833856,0.375748,0.011951,9.46553,0,-0.0833856,-4.47333e-05,-0.00297261
35,0.264319,0.701451,0.0846599,0.378666,0.0119727,9.52385,0,-0.0846599,-4.30197e-05,-0.00278297
36,0.264428,0.845052,0.0857624,0.380822,0.0119567,9.56354,0,-0.0857624,-4.12166e-05,-0.00273177
37,0.264644,0.983663,0.0866892,0.382239,0.0119055,9.58603,0,-0.0866892,-3.96073e-05,-0.00277111
38,0.264936,1.11033,0.0874374,0.38301,0.0118271,9.59295,0,-0.0874373,-3.78639e-05,-0.00279288
39,0.265269,1.21882,0.0880034,0.383194,0.011731,9.58451,0,-0.0880034,-3.62098e-05,-0.00273184
40,0.265612,1.30504,0.0883836,0.3829,0.0116243,9.57024,0,-0.0883836,-3.44813e-05,-0.00274825
41,0.265938,1.36635,0.0885733,0.382231,0.011519,9.54532,0,-0.0885733,-3.26782e-05,-0.00278265
42,0.266225,1.40125,0.0885723,0.38128,0.0114187,9.51792,0,-0.0885723,-3.10838e-05,-0.00279745
43,0.266462,1.40935,0.0883795,0.380102,0.0113304,9.48411,0,-0.0883794,-2.96235e-05,-0.0027998
44,0.266643,1.39122,0.0879993,0.378741,0.0112597,9.44633,0,-0.0879993,-2.80887e-05,-0.00280522
45,0.266771,1.34802,0.0874378,0.377195,0.0112086,9.40315,0,-0.0874378,-2.66582e-05,-0.00289195
46,0.266855,1.28206,0.0867013,0.375461,0.0111798,9.35682,0,-0.0867013,-2.53916e-05,-0.0029486
47,0.266909,1.19618,0.0857986,0.373484,0.0111713,9.30237,0,-0.0857986,-2.44528e-05,-0.00297077
48,0.266952,1.09373,0.0847407,0.37125,0.0111843,9.24195,0,-0.0847407,-2.37674e-05,-0.00304399
49,0.267003,0.978553,0.0835377,0.36867,0.0112143,9.17001,0,-0.0835377,-2.3365e-05,-0.00310544
50,0.267081,0.854147,0.082202,0.36574,0.0112583,9.09091,0,-0.082202,-2.32607e-05,-0.00313081
51,0.267206,0.724541,0.0807448,0.362385,0.0113106,8.99928,0,-0.0807448,-2.29329e-05,-0.00306848
52,0.26739,0.59321,0.0791762,0.358605,0.0113688,8.89664,0,-0.0791762,-2.32458e-05,-0.00304113
53,0.267646,0.463006,0.0775091,0.35438,0.0114278,8.78223,0,-0.0775091,-2.34693e-05,-0.00294286
54,0.267979,0.336789,0.0757514,0.349727,0.0114833,8.65776,0,-0.0757514,-2.33799e-05,-0.00272436
55,0.268391,0.219016,0.0739156,0.344648,0.0115302,8.52201,0,-0.0739156,-2.37823e-05,-0.00254188
56,0.268878,0.172147,0.0720104,0.339206,0.0115661,8.37961,0,-0.0720104,-2.46912e-05,-0.00244932
57,0.269432,0.152442,0.0700457,0.333429,0.0115902,8.2272,0,-0.0700457,-2.59429e-05,-0.00244096
58,0.270043,0.185827,0.0680309,0.327426,0.0115982,8.108,0,-0.0680309,-2.74628e-05,-0.00246039
59,0.270694,0.216889,0.0659772,0.32291,0.0115905,7.99064,0,-0.0659772,-2.89828e-05,-0.00255152
60,0.271371,0.27629,0.0638938,0.31818,0.0115701,7.89077,0,-0.0638938,-3.04282e-05,-0.00267689
61,0.272057,0.357771,0.0617917,0.314596,0.0115353,7.81985,0,-0.0617917,-3.18736e-05,-0.00282543
62,0.272733,0.436481,0.059682,0.311863,0.0114896,7.75118,0,-0.059682,-3.29763e-05,-0.00298619
63,0.273386,0.514088,0.0575744,0.309141,0.0114377,7.69967,0,-0.0575744,-3.42131e-05,-0.00312952
64,0.273999,0.592525,0.0554811,0.307605,0.0113806,7.68885,0,-0.0554811,-3.52114e-05,-0.00327037
65,0.274563,0.672558,0.0534121,0.307293,0.0113218,7.68527,0,-0.0534121,-3.6031e-05,-0.00341892
66,0.275069,0.754959,0.0513801,0.307259,0.0112656,7.68997,0,-0.0513801,-3.67761e-05,-0.00356689
67,0.275511,0.840325,0.0493929,0.307538,0.0112134,7.70275,0,-0.0493929,-3.77297e-05,-0.00370894
68,0.275887,0.928444,0.0474631,0.308144,0.0111668,7.72409,0,-0.0474631,-3.84897e-05,-0.00385242
69,0.276197,1.01905,0.0456002,0.309065,0.0111287,7.75319,0,-0.0456002,-3.94136e-05,-0.00398105
70,0.276447,1.11108,0.043814,0.31026,0.0111008,7.78845,0,-0.043814,-4.01884e-05,-0.00409609
71,0.276641,1.2034,0.0421141,0.311679,0.0110816,7.82438,0,-0.0421141,-4.07994e-05,-0.00416304
72,0.276788,1.29457,0.0405076,0.313262,0.0110722,7.8707,0,-0.0405075,-4.12166e-05,-0.0041714
73,0.276896,1.38307,0.0390026,0.314918,0.0110718,7.91129,0,-0.0390026,-4.15891e-05,-0.00414713
74,0.276975,1.46726,0.0376065,0.316581,0.0110784,7.95386,0,-0.0376065,-4.17829e-05,-0.00410415
75,0.277033,1.54563,0.0363239,0.318172,0.0110899,7.99146,0,-0.0363239,-4.21703e-05,-0.0040595
76,0.27708,1.61679,0.035161,0.31963,0.0111053,8.02645,0,-0.0351609,-4.21256e-05,-0.00399414
77,0.277121,1.67964,0.0341222,0.32089,0.0111239,8.05572,0,-0.0341222,-4.21405e-05,-0.00391363
78,0.277163,1.73324,0.0332109,0.321916,0.0111414,8.07441,0,-0.0332109,-4.18276e-05,-0.00383062
79,0.27721,1.77693,0.0324295,0.322673,0.011158,8.09118,0,-0.0324295,-4.10825e-05,-0.0037387
80,0.277264,1.81046,0.0317808,0.323154,0.011172,8.09793,0,-0.0317808,-4.071e-05,-0.00364796
81,0.277326,1.83379,0.0312653,0.323362,0.0111814,8.09819,0,-0.0312653,-4.0099e-05,-0.00357468
82,0.277394,1.84729,0.0308833,0.323312,0.0111869,8.09217,0,-0.0308833,-3.94583e-05,-0.00354885
83,0.277465,1.85158,0.0306363,0.323036,0.0111873,8.08075,0,-0.0306363,-3.86685e-05,-0.00350684
84,0.277536,1.84739,0.0305216,0.322573,0.0111825,8.0659,0,-0.0305216,-3.76999e-05,-0.00347981
85,0.277601,1.83578,0.0305383,0.321969,0.0111728,8.04793,0,-0.0305382,-3.71039e-05,-0.00346207
86,0.277656,1.8174,0.0306843,0.321269,0.0111604,8.02879,0,-0.0306843,-3.61949e-05,-0.00344597
87,0.277696,1.793,0.0309555,0.320512,0.0111466,8.00853,0,-0.0309554,-3.49879e-05,-0.00342399
88,0.277716,1.76358,0.031349,0.31974,0.0111299,7.98899,0,-0.031349,-3.3915e-05,-0.00340316
89,0.277713,1.7299,0.0318599,0.318988,0.0111143,7.97045,0,-0.0318599,-3.26931e-05,-0.00338837
90,0.277684,1.69288,0.0324834,0.318293,0.0110976,7.9544,0,-0.0324834,-3.15905e-05,-0.00335756
91,0.277625,1.65332,0.0332154,0.317681,0.011083,7.9408,0,-0.0332154,-3.0756e-05,-0.00327489
92,0.277535,1.61171,0.0340494,0.31717,0.0110696,7.92931,0,-0.0340494,-2.98023e-05,-0.00318806
93,0.277413,1.56841,0.0349782,0.31676,0.0110613,7.91892,0,-0.0349782,-2.85208e-05,-0.00312733
94,0.277261,1.52338,0.0359955,0.31645,0.0110561,7.91557,0,-0.0359955,-2.73734e-05,-0.00315504
95,0.277081,1.47673,0.0370937,0.316223,0.011054,7.90705,0,-0.0370937,-2.66135e-05,-0.00317158
96,0.276876,1.42825,0.0382655,0.316056,0.0110582,7.90755,0,-0.0382655,-2.56002e-05,-0.00317325
97,0.276648,1.37771,0.0395032,0.315927,0.0110649,7.90531,0,-0.0395032,-2.49743e-05,-0.00311213
98,0.276402,1.32503,0.0407985,0.315816,0.0110735,7.89975,0,-0.0407985,-2.43038e-05,-0.00299478
99,0.276139,1.26997,0.042143,0.315693,0.0110872,7.89912,0,-0.042143,-2.39313e-05,-0.00287178
100,0.275866,1.2123,0.0435285,0.315535,0.011103,7.89522,0,-0.0435285,-2.35885e-05,-0.00274445
101,0.275584,1.1519,0.0449469,0.315311,0.0111188,7.88556,0,-0.0449469,-2.34991e-05,-0.00260962
102,0.275297,1.08869,0.0463892,0.315024,0.0111355,7.8788,0,-0.0463892,-2.34097e-05,-0.00249027
103,0.275007,1.02314,0.0478475,0.314651,0.0111512,7.86583,0,-0.0478475,-2.3216e-05,-0.00244298
104,0.274715,0.955337,0.0493142,0.314203,0.0111667,7.85562,0,-0.0493142,-2.32309e-05,-0.00239375
105,0.274425,0.885537,0.0507801,0.313667,0.011183,7.84051,0,-0.0507801,-2.31564e-05,-0.00237529
106,0.274138,0.814228,0.0522377,0.313048,0.0111971,7.82155,0,-0.0522377,-2.34991e-05,-0.0024102
107,0.273854,0.741684,0.0536796,0.312358,0.0112098,7.8041,0,-0.0536796,-2.38568e-05,-0.00247685
108,0.273576,0.668557,0.0550981,0.311605,0.0112209,7.7836,0,-0.0550981,-2.4274e-05,-0.00256948
109,0.273302,0.595444,0.0564857,0.310803,0.0112314,7.76397,0,-0.0564857,-2.46316e-05,-0.00269597
110,0.273034,0.523209,0.0578366,0.309975,0.0112397,7.74273,0,-0.0578366,-2.50787e-05,-0.00282786
111,0.272772,0.452276,0.0591431,0.309241,0.0112442,7.73941,0,-0.0591431,-2.55108e-05,-0.00295284
112,0.272515,0.383419,0.0604001,0.309374,0.01125,7.74424,0,-0.0604001,-2.61217e-05,-0.00307977
113,0.272264,0.317536,0.0616008,0.309901,0.0112547,7.78264,0,-0.0616008,-2.68817e-05,-0.00318729
114,0.272019,0.255043,0.0627404,0.311454,0.0112585,7.83256,0,-0.0627404,-2.77013e-05,-0.00329481
115,0.271781,0.196114,0.0638132,0.313906,0.0112638,7.90479,0,-0.0638132,-2.8491e-05,-0.00345485
116,0.27155,0.141376,0.0648165,0.316698,0.0112662,7.9718,0,-0.0648165,-2.91914e-05,-0.00359996
117,0.271327,0.0924266,0.065745,0.319312,0.01127,8.03411,0,-0.065745,-3.00109e-05,-0.00373842
118,0.271114,0.0561248,0.0665954,0.321732,0.0112743,8.08857,0,-0.0665954,-3.10987e-05,-0.00388034
119,0.270913,0.0302854,0.0673643,0.323942,0.0112797,8.14211,0,-0.0673643,-3.17246e-05,-0.00397754
120,0.270727,0.0313432,0.0680496,0.325933,0.0112892,8.18777,0,-0.0680496,-3.24845e-05,-0.00405781
121,0.270559,0.0601165,0.068649,0.327692,0.0112985,8.22665,0,-0.068649,-3.31849e-05,-0.00408563
122,0.270411,0.0855483,0.0691623,0.329206,0.0113089,8.26124,0,-0.0691623,-3.39299e-05,-0.0041184
123,0.270286,0.107009,0.0695882,0.330475,0.0113172,8.28828,0,-0.0695882,-3.50028e-05,-0.00411687
124,0.270184,0.123525,0.0699253,0.331486,0.0113255,8.30845,0,-0.0699253,-3.62098e-05,-0.00408832
125,0.270107,0.135199,0.0701754,0.332229,0.0113328,8.32075,0,-0.0701754,-3.74168e-05,-0.00410376
126,0.270056,0.141803,0.0703377,0.332708,0.0113393,8.3292,0,-0.0703377,-3.82364e-05,-0.00409761
127,0.27003,0.145094,0.0704124,0.33293,0.0113452,8.32917,0,-0.0704124,-3.8743e-05,-0.00413864
128,0.27003,0.143194,0.0704015,0.332893,0.0113502,8.32393,0,-0.0704015,-3.92199e-05,-0.00424076
129,0.270054,0.137488,0.0703053,0.332607,0.0113543,8.31177,0,-0.0703053,-3.95924e-05,-0.00434174
130,0.270103,0.127335,0.0701265,0.332077,0.0113575,8.29406,0,-0.0701265,-3.99351e-05,-0.00444548
131,0.270175,0.11454,0.0698674,0.331318,0.0113595,8.27088,0,-0.0698674,-4.03672e-05,-0.0045812
132,0.270267,0.102798,0.0695297,0.330339,0.0113614,8.24227,0,-0.0695297,-4.04567e-05,-0.00475368
133,0.270381,0.0944527,0.0691175,0.329152,0.0113617,8.20794,0,-0.0691175,-4.05461e-05,-0.00491581
134,0.270513,0.0878536,0.0686339,0.327747,0.0113597,8.16944,0,-0.0686339,-4.05014e-05,-0.005052
135,0.270662,0.0825071,0.0680819,0.326159,0.0113571,8.12586,0,-0.0680819,-4.06057e-05,-0.00513312
136,0.270825,0.0862208,0.0674665,0.324384,0.0113538,8.07822,0,-0.0674664,-4.06206e-05,-0.00515526
137,0.271002,0.099713,0.0667917,0.322451,0.0113507,8.0245,0,-0.0667916,-4.05759e-05,-0.00516196
138,0.27119,0.113551,0.0660621,0.320352,0.0113444,7.97102,0,-0.0660621,-4.05163e-05,-0.00506973
139,0.271387,0.125504,0.0652822,0.318119,0.0113394,7.91123,0,-0.0652822,-4.02182e-05,-0.00498874
140,0.271591,0.167629,0.0644565,0.315844,0.0113337,7.8684,0,-0.0644565,-3.98308e-05,-0.00485454
141,0.271801,0.212914,0.0635909,0.314176,0.0113269,7.8268,0,-0.0635909,-3.93242e-05,-0.00470643
142,0.272014,0.260159,0.0626898,0.312444,0.0113215,7.78234,0,-0.0626898,-3.86685e-05,-0.00457384
143,0.27223,0.309045,0.0617592,0.310856,0.0113155,7.7656,0,-0.0617592,-3.80427e-05,-0.00439289
144,0.272446,0.358962,0.0608031,0.310201,0.0113091,7.74918,0,-0.0608031,-3.7536e-05,-0.00426434
145,0.272662,0.410004,0.0598287,0.309537,0.0113029,7.73172,0,-0.0598287,-3.6642e-05,-0.00413587
146,0.272877,0.461397,0.0588416,0.308943,0.0112973,7.74219,0,-0.0588416,-3.5733e-05,-0.00400333
147,0.273089,0.512944,0.0578456,0.30945,0.0112911,7.75189,0,-0.0578456,-3.48687e-05,-0.0039027
148,0.273297,0.564244,0.056848,0.309962,0.0112848,7.76783,0,-0.056848,-3.38703e-05,-0.00380714
149,0.273502,0.615297,0.0558527,0.310464,0.0112794,7.7805,0,-0.0558527,-3.29316e-05,-0.00375613
150,0.273702,0.665672,0.0548658,0.310962,0.0112723,7.7924,0,-0.0548658,-3.19332e-05,-0.00367562
151,0.273896,0.71496,0.0538927,0.311437,0.0112669,7.80405,0,-0.0538927,-3.09944e-05,-0.00362045
152,0.274083,0.76302,0.0529385,0.3119,0.0112609,7.81316,0,-0.0529385,-2.9847e-05,-0.00354188
153,0.274264,0.809452,0.0520074,0.312338,0.0112545,7.82592,0,-0.0520074,-2.9102e-05,-0.00349363
154,0.274437,0.854176,0.0511052,0.312753,0.0112479,7.83598,0,-0.0511052,-2.82377e-05,-0.00342547
155,0.274602,0.897079,0.0502347,0.313142,0.0112425,7.84531,0,-0.0502347,-2.74628e-05,-0.00336305
156,0.274759,0.937695,0.0494011,0.313505,0.0112357,7.85353,0,-0.0494011,-2.69264e-05,-0.00333492
157,0.274906,0.976061,0.048608,0.313841,0.0112303,7.86187,0,-0.048608,-2.63155e-05,-0.00325818
158,0.275043,1.01203,0.0478599,0.314151,0.0112244,7.86899,0,-0.0478599,-2.58833e-05,-0.0032076
159,0.275171,1.04554,0.0471584,0.314436,0.0112183,7.87551,0,-0.0471584,-2.54214e-05,-0.00314937
160,0.275287,1.07638,0.0465081,0.314692,0.011212,7.88137,0,-0.0465081,-2.50041e-05,-0.00310472
161,0.275394,1.1046,0.0459111,0.314927,0.0112057,7.88487,0,-0.0459111,-2.46167e-05,-0.00304402
162,0.275489,1.13008,0.0453698,0.315138,0.0112009,7.8918,0,-0.0453698,-2.42591e-05,-0.00299827
163,0.275573,1.15271,0.0448864,0.315324,0.0111948,7.89604,0,-0.0448864,-2.4125e-05,-0.00296813
164,0.275646,1.17256,0.044462,0.315491,0.0111898,7.89958,0,-0.044462,-2.39611e-05,-0.00294252
165,0.275708,1.18956,0.0440985,0.31563,0.0111851,7.90292,0,-0.0440985,-2.39015e-05,-0.00294869
166,0.275759,1.20371,0.0437964,0.315753,0.0111817,7.90535,0,-0.0437964,-2.39462e-05,-0.00295642
167,0.275798,1.21487,0.0435566,0.315852,0.0111775,7.90761,0,-0.0435566,-2.41399e-05,-0.00297956
168,0.275827,1.22331,0.0433794,0.315932,0.0111732,7.90909,0,-0.0433794,-2.41548e-05,-0.00301749
169,0.275845,1.22894,0.0432649,0.315986,0.0111704,7.91003,0,-0.0432649,-2.42889e-05,-0.00304379
170,0.275852,1.23159,0.0432118,0.316018,0.0111683,7.91052,0,-0.0432118,-2.46167e-05,-0.00302074
171,0.27585,1.23155,0.0432199,0.316029,0.0111656,7.9102,0,-0.0432199,-2.50041e-05,-0.00294769
172,0.275837,1.22849,0.0432876,0.316012,0.0111645,7.90933,0,-0.0432875,-2.55406e-05,-0.00286997
173,0.275815,1.22273,0.0434141,0.315973,0.011163,7.90801,0,-0.0434141,-2.60919e-05,-0.0028041
174,0.275784,1.21429,0.0435973,0.315908,0.0111631,7.90576,0,-0.0435973,-2.67774e-05,-0.00274043
175,0.275743,1.20299,0.0438348,0.315817,0.0111628,7.90296,0,-0.0438348,-2.74479e-05,-0.00268201
176,0.275693,1.18905,0.0441242,0.3157,0.0111628,7.89936,0,-0.0441242,-2.79546e-05,-0.00263549
177,0.275634,1.17257,0.0444631,0.315562,0.0111643,7.89543,0,-0.0444631,-2.85059e-05,-0.00266759
178,0.275567,1.1539,0.0448501,0.315401,0.0111643,7.89116,0,-0.0448501,-2.90573e-05,-0.00274253
179,0.275493,1.13307,0.0452821,0.315218,0.0111661,7.88608,0,-0.0452821,-2.93106e-05,-0.00288307
180,0.275412,1.11026,0.045755,0.315013,0.0111676,7.8798,0,-0.045755,-2.97576e-05,-0.00304493
181,0.275323,1.08546,0.0462659,0.314787,0.0111703,7.87444,0,-0.0462659,-2.99811e-05,-0.00324908
182,0.275228,1.05893,0.0468113,0.314543,0.011172,7.86773,0,-0.0468113,-3.02941e-05,-0.00342785
183,0.275126,1.03078,0.047387,0.314283,0.0111746,7.85975,0,-0.047387,-3.08156e-05,-0.00360598
184,0.275017,1.00136,0.0479905,0.314013,0.0111772,7.85387,0,-0.0479904,-3.12328e-05,-0.00371208
185,0.274903,0.970701,0.048618,0.313734,0.0111797,7.84668,0,-0.048618,-3.15905e-05,-0.0037504
186,0.274783,0.939131,0.0492644,0.313452,0.0111822,7.83971,0,-0.0492643,-3.22163e-05,-0.00375428
187,0.274658,0.906826,0.0499263,0.313166,0.0111851,7.83114,0,-0.0499263,-3.30508e-05,-0.00364275
188,0.274528,0.873981,0.0506003,0.312881,0.011188,7.82347,0,-0.0506002,-3.3468e-05,-0.00350086
189,0.274394,0.84068,0.0512819,0.312595,0.0111918,7.8182,0,-0.0512819,-3.37213e-05,-0.00329563
190,0.274258,0.807176,0.0519679,0.312308,0.0111965,7.80896,0,-0.0519679,-3.40194e-05,-0.00306956
191,0.27412,0.773532,0.0526545,0.312021,0.0112011,7.80402,0,-0.0526545,-3.4228e-05,-0.0028581
192,0.27398,0.739832,0.0533374,0.311737,0.0112059,7.79683,0,-0.0533374,-3.43621e-05,-0.00261618
193,0.273841,0.706512,0.0540139,0.311449,0.0112105,7.7885,0,-0.0540138,-3.44068e-05,-0.00249448
194,0.273702,0.673451,0.0546795,0.311167,0.0112156,7.78241,0,-0.0546795,-3.44813e-05,-0.00244059
195,0.273565,0.640929,0.0553316,0.310885,0.0112204,7.77559,0,-0.0553316,-3.44217e-05,-0.0025443
196,0.27343,0.609296,0.0559664,0.310609,0.0112256,7.76846,0,-0.0559664,-3.47346e-05,-0.00275277
197,0.273298,0.578442,0.0565808,0.310337,0.0112298,7.75791,0,-0.0565808,-3.50922e-05,-0.00307631
198,0.273171,0.548672,0.0571723,0.310079,0.0112351,7.75394,0,-0.0571723,-3.55244e-05,-0.00351217
199,0.273048,0.520079,0.0577385,0.30983,0.01124,7.74954,0,-0.0577385,-3.56138e-05,-0.00400478
200,0.272931,0.492654,0.0582763,0.309586,0.0112438,7.74378,0,-0.0582763,-3.59863e-05,-0.00450098
201,0.27282,0.466769,0.0587835,0.309348,0.0112495,7.73613,0,-0.0587835,-3.63439e-05,-0.00499817
202,0.272716,0.442284,0.0592572,0.309127,0.0112533,7.73278,0,-0.0592572,-3.68208e-05,-0.00545109
203,0.272619,0.419502,0.0596966,0.30891,0.0112573,7.7275,0,-0.0596966,-3.74317e-05,-0.00585821
204,0.27253,0.398471,0.0601,0.308706,0.0112623,7.72145,0,-0.0601,-3.82215e-05,-0.00605581
205,0.272449,0.379337,0.0604651,0.308516,0.0112647,7.7181,0,-0.0604651,-3.90559e-05,-0.00615097
206,0.272376,0.362253,0.0607904,0.308345,0.0112684,7.71423,0,-0.0607904,-4.00543e-05,-0.00610452
207,0.272313,0.34703,0.0610762,0.308191,0.0112714,7.71064,0,-0.0610762,-4.05759e-05,-0.00590498
208,0.272259,0.334126,0.0613205,0.308055,0.0112734,7.7077,0,-0.0613205,-4.10229e-05,-0.00563098
209,0.272214,0.32321,0.0615234,0.307955,0.0112752,7.71227,0,-0.0615234,-4.10378e-05,-0.00532047
210,0.272178,0.314932,0.061685,0.308369,0.0112762,7.7211,0,-0.061685,-4.08888e-05,-0.00493483
211,0.272152,0.30895,0.0618047,0.308712,0.0112772,7.72802,0,-0.0618047,-4.06653e-05,-0.00460412
212,0.272136,0.305564,0.0618825,0.30897,0.0112785,7.73289,0,-0.0618825,-4.02033e-05,-0.00435756
213,0.272128,0.304099,0.0619192,0.309138,0.011279,7.73509,0,-0.0619192,-3.94285e-05,-0.00405016
214,0.272128,0.305155,0.0619148,0.309212,0.0112796,7.73423,0,-0.0619147,-3.85195e-05,-0.00379356
215,0.272137,0.308366,0.0618703,0.309205,0.0112803,7.73372,0,-0.0618703,-3.76552e-05,-0.0036307
216,0.272153,0.313435,0.061786,0.309128,0.0112814,7.73303,0,-0.061786,-3.68059e-05,-0.00353354
217,0.272177,0.320187,0.0616631,0.30905,0.0112824,7.73278,0,-0.0616631,-3.57926e-05,-0.00356616
218,0.272209,0.328624,0.0615031,0.309046,0.0112837,7.73259,0,-0.0615031,-3.44366e-05,-0.00371487
219,0.272249,0.338661,0.061308,0.309023,0.0112844,7.7316,0,-0.061308,-3.29465e-05,-0.00390235
220,0.272296,0.350167,0.0610783,0.308978,0.0112844,7.7301,0,-0.0610783,-3.12179e-05,-0.00411278
221,0.272352,0.363441,0.0608174,0.308902,0.0112846,7.72735,0,-0.0608173,-2.9549e-05,-0.0043093
222,0.272415,0.378553,0.0605262,0.308789,0.0112836,7.7268,0,-0.0605262,-2.80738e-05,-0.00450018
223,0.272486,0.395238,0.060208,0.308747,0.0112824,7.7309,0,-0.060208,-2.66135e-05,-0.0046198
224,0.272564,0.413185,0.0598639,0.30891,0.0112831,7.73516,0,-0.0598639,-2.52873e-05,-0.00470079
225,0.272648,0.43246,0.0594966,0.309079,0.0112814,7.73941,0,-0.0594966,-2.42293e-05,-0.00468567
226,0.272736,0.452555,0.0591083,0.30925,0.0112805,7.74364,0,-0.0591083,-2.34097e-05,-0.00460728
227,0.272829,0.473503,0.0587009,0.309423,0.0112796,7.74804,0,-0.0587009,-2.24262e-05,-0.00446893
228,0.272925,0.494981,0.058277,0.309596,0.011277,7.75235,0,-0.058277,-2.19941e-05,-0.0042985
229,0.273023,0.517023,0.0578384,0.309777,0.011276,7.75721,0,-0.0578384,-2.15918e-05,-0.0040691
230,0.273123,0.539331,0.0573883,0.309959,0.0112722,7.76175,0,-0.0573883,-2.14577e-05,-0.00377367
231,0.273223,0.562045,0.0569301,0.310145,0.0112689,7.76595,0,-0.0569301,-2.14726e-05,-0.00345894
232,0.273324,0.585068,0.0564654,0.310336,0.0112664,7.77001,0,-0.0564654,-2.16365e-05,-0.00319293
233,0.273424,0.608248,0.0559977,0.310535,0.0112618,7.77647,0,-0.0559977,-2.19494e-05,-0.0029343
234,0.273523,0.631592,0.0555284,0.310737,0.0112588,7.78098,0,-0.0555284,-2.20984e-05,-0.00271712
