step,tip_err_l1_m,tip_err_x_m,tip_err_y_m,tip_err_z_m,base_z_m,force_cmd_n,force_meas_n,force_est_n
321,0.86513,0.13329,0.19593,0.53591,0.23812,0.0000,0.0000,5.2744
322,0.86154,0.13830,0.19405,0.52920,0.23821,0.0000,0.0000,5.2903
323,0.85767,0.14316,0.19209,0.52241,0.23829,0.0000,0.0000,5.3023
324,0.85350,0.14788,0.19011,0.51551,0.23836,0.0000,0.0000,5.3071
325,0.84901,0.15244,0.18807,0.50850,0.23842,0.0000,0.0000,5.3125
326,0.84414,0.15681,0.18593,0.50140,0.23848,0.0000,0.0000,5.3112
327,0.83904,0.16105,0.18378,0.49420,0.23852,0.0000,0.0000,5.3155
328,0.83362,0.16512,0.18158,0.48692,0.23855,0.0000,0.0000,5.3022
329,0.82795,0.16903,0.17938,0.47954,0.23857,0.0000,0.0000,5.2816
330,0.82217,0.17280,0.17737,0.47200,0.23857,0.0000,0.0000,5.2773
331,0.81596,0.17629,0.17535,0.46433,0.23853,0.0000,0.0000,5.2558
332,0.80949,0.17959,0.17337,0.45653,0.23848,0.0000,0.0000,5.2365
333,0.80257,0.18266,0.17125,0.44865,0.23842,0.0000,0.0000,5.2112
334,0.79536,0.18557,0.16909,0.44071,0.23836,0.0000,0.0000,5.1819
335,0.78780,0.18829,0.16680,0.43271,0.23831,0.0000,0.0000,5.1489
336,0.77979,0.19076,0.16439,0.42464,0.23825,0.0000,0.0000,5.1208
337,0.77147,0.19304,0.16192,0.41651,0.23819,0.0000,0.0000,5.0796
338,0.76280,0.19512,0.15935,0.40833,0.23813,0.0000,0.0000,5.0551
339,0.75364,0.19692,0.15661,0.40011,0.23808,0.0000,0.0000,5.0118
340,0.74439,0.19863,0.15391,0.39185,0.23803,0.0000,0.0000,4.9856
341,0.73464,0.20006,0.15098,0.38360,0.23801,0.0000,0.0000,4.9565
342,0.72491,0.20145,0.14815,0.37532,0.23798,0.0000,0.0000,4.9212
343,0.71506,0.20270,0.14532,0.36704,0.23798,0.0000,0.0000,4.9161
344,0.70500,0.20379,0.14245,0.35875,0.23798,0.0000,0.0000,4.8930
345,0.69509,0.20490,0.13970,0.35049,0.23801,0.0000,0.0000,4.8984
346,0.68492,0.20588,0.13671,0.34232,0.23808,0.0000,0.0000,4.9075
347,0.67434,0.20667,0.13347,0.33420,0.23816,0.0000,0.0000,4.9187
348,0.66360,0.20729,0.13025,0.32607,0.23824,0.0000,0.0000,4.9476
349,0.65263,0.20770,0.12700,0.31793,0.23833,0.0000,0.0000,4.9577
350,0.64156,0.20794,0.12385,0.30976,0.23840,0.0000,0.0000,4.9815
351,0.63025,0.20798,0.12070,0.30157,0.23845,0.0000,0.0000,5.0071
352,0.61868,0.20778,0.11753,0.29337,0.23850,0.0000,0.0000,5.0236
353,0.60696,0.20740,0.11441,0.28516,0.23854,0.0000,0.0000,5.0531
354,0.59521,0.20686,0.11143,0.27692,0.23857,0.0000,0.0000,5.0760
355,0.58342,0.20614,0.10862,0.26866,0.23858,0.0000,0.0000,5.1062
356,0.57148,0.20515,0.10601,0.26032,0.23856,0.0000,0.0000,5.1446
357,0.55934,0.20391,0.10350,0.25192,0.23851,0.0000,0.0000,5.1747
358,0.54705,0.20248,0.10106,0.24350,0.23845,0.0000,0.0000,5.2210
359,0.53446,0.20079,0.09855,0.23512,0.23839,0.0000,0.0000,5.2554
360,0.52174,0.19893,0.09607,0.22674,0.23833,0.0000,0.0000,5.3020
361,0.50870,0.19679,0.09352,0.21839,0.23827,0.0000,0.0000,5.3465
362,0.49560,0.19450,0.09105,0.21005,0.23821,0.0000,0.0000,5.3865
363,0.48215,0.19193,0.08847,0.20176,0.23816,0.0000,0.0000,5.4251
364,0.46846,0.18911,0.08585,0.19350,0.23810,0.0000,0.0000,5.4700
365,0.45487,0.18620,0.08339,0.18527,0.23805,0.0000,0.0000,5.5192
366,0.44085,0.18298,0.08073,0.17714,0.23802,0.0000,0.0000,5.5554
367,0.42710,0.17973,0.07833,0.16905,0.23798,0.0000,0.0000,5.5948
368,0.41333,0.17633,0.07595,0.16105,0.23798,0.0000,0.0000,5.6431
369,0.39964,0.17283,0.07370,0.15312,0.23797,0.0000,0.0000,5.6871
370,0.38622,0.16933,0.07156,0.14533,0.23801,0.0000,0.0000,5.7287
371,0.37274,0.16574,0.06928,0.13772,0.23808,0.0000,0.0000,5.7817
372,0.35923,0.16202,0.06700,0.13022,0.23816,0.0000,0.0000,5.8240
373,0.34555,0.15808,0.06468,0.12279,0.23824,0.0000,0.0000,5.8723
374,0.33193,0.15399,0.06250,0.11544,0.23832,0.0000,0.0000,5.9133
375,0.31838,0.14976,0.06048,0.10814,0.23839,0.0000,0.0000,5.9540
376,0.30473,0.14532,0.05850,0.10091,0.23845,0.0000,0.0000,5.9994
377,0.29106,0.14071,0.05661,0.09374,0.23850,0.0000,0.0000,6.0326
378,0.27755,0.13597,0.05494,0.08664,0.23854,0.0000,0.0000,6.0849
379,0.26416,0.13111,0.05344,0.07961,0.23857,0.0000,0.0000,6.1245
380,0.25090,0.12610,0.05217,0.07262,0.23858,0.0000,0.0000,6.1781
381,0.23775,0.12090,0.05122,0.06563,0.23855,0.0000,0.0000,6.2190
382,0.22453,0.11547,0.05038,0.05868,0.23851,0.0000,0.0000,6.2686
383,0.21138,0.10990,0.04968,0.05180,0.23846,0.0000,0.0000,6.3162
384,0.19818,0.10416,0.04901,0.04502,0.23840,0.0000,0.0000,6.3685
385,0.18503,0.09826,0.04845,0.03832,0.23834,0.0000,0.0000,6.4189
386,0.17190,0.09222,0.04796,0.03173,0.23828,0.0000,0.0000,6.4714
387,0.15866,0.08597,0.04744,0.02525,0.23823,0.0000,0.0000,6.5155
388,0.14894,0.08125,0.04721,0.02048,0.23817,0.0000,0.0000,6.5566
389,0.14863,0.08105,0.04725,0.02034,0.23812,0.0000,0.0000,6.6078
390,0.14800,0.08070,0.04712,0.02018,0.23806,0.0000,0.0000,6.6446
391,0.14774,0.08051,0.04721,0.02002,0.23802,0.0000,0.0000,6.6883
392,0.14702,0.08015,0.04698,0.01989,0.23798,0.0000,0.0000,6.7343
393,0.14675,0.07996,0.04703,0.01976,0.23795,0.0000,0.0000,6.7793
394,0.14671,0.07989,0.04713,0.01969,0.23795,0.0000,0.0000,6.8227
395,0.14691,0.07998,0.04725,0.01968,0.23797,0.0000,0.0000,6.8788
396,0.14721,0.08014,0.04733,0.01973,0.23802,0.0000,0.0000,6.9240
397,0.14729,0.08031,0.04709,0.01989,0.23809,0.0000,0.0000,6.9741
398,0.14738,0.08049,0.04681,0.02009,0.23818,0.0000,0.0000,7.0162
399,0.14750,0.08068,0.04653,0.02029,0.23827,0.0000,0.0000,7.0627
400,0.14756,0.08083,0.04625,0.02048,0.23834,0.0000,0.0000,7.0961
401,0.14773,0.08101,0.04607,0.02064,0.23841,0.0000,0.0000,7.1325
402,0.14779,0.08114,0.04586,0.02080,0.23846,0.0000,0.0000,7.1685
403,0.14792,0.08129,0.04570,0.02093,0.23851,0.0000,0.0000,7.1958
404,0.14801,0.08141,0.04554,0.02106,0.23854,0.0000,0.0000,7.2290
405,0.14827,0.08157,0.04554,0.02115,0.23856,0.0000,0.0000,7.2499
406,0.14860,0.08171,0.04570,0.02119,0.23856,0.0000,0.0000,7.2829
407,0.14893,0.08179,0.04600,0.02114,0.23853,0.0000,0.0000,7.3093
408,0.14917,0.08182,0.04630,0.02105,0.23849,0.0000,0.0000,7.3345
409,0.14935,0.08182,0.04657,0.02095,0.23844,0.0000,0.0000,7.3611
410,0.14960,0.08187,0.04688,0.02085,0.23839,0.0000,0.0000,7.3838
411,0.14959,0.08179,0.04708,0.02073,0.23833,0.0000,0.0000,7.4063
412,0.14942,0.08162,0.04722,0.02057,0.23826,0.0000,0.0000,7.4319
413,0.14926,0.08146,0.04740,0.02040,0.23820,0.0000,0.0000,7.4538
414,0.14882,0.08119,0.04740,0.02023,0.23814,0.0000,0.0000,7.4727
415,0.14855,0.08099,0.04750,0.02006,0.23808,0.0000,0.0000,7.4899
416,0.14810,0.08072,0.04745,0.01992,0.23804,0.0000,0.0000,7.5017
417,0.14777,0.08052,0.04744,0.01980,0.23800,0.0000,0.0000,7.5128
418,0.14762,0.08041,0.04751,0.01970,0.23798,0.0000,0.0000,7.5257
419,0.14749,0.08031,0.04756,0.01962,0.23797,0.0000,0.0000,7.5341
420,0.14780,0.08044,0.04776,0.01960,0.23799,0.0000,0.0000,7.5251
421,0.14801,0.08061,0.04769,0.01971,0.23805,0.0000,0.0000,7.5243
422,0.14804,0.08075,0.04741,0.01988,0.23813,0.0000,0.0000,7.5129
423,0.14804,0.08090,0.04705,0.02009,0.23822,0.0000,0.0000,7.5133
424,0.14815,0.08109,0.04675,0.02031,0.23831,0.0000,0.0000,7.5024
425,0.14823,0.08125,0.04648,0.02050,0.23839,0.0000,0.0000,7.4971
426,0.14836,0.08140,0.04629,0.02067,0.23845,0.0000,0.0000,7.4958
427,0.14840,0.08151,0.04608,0.02081,0.23850,0.0000,0.0000,7.4881
428,0.14851,0.08163,0.04593,0.02094,0.23854,0.0000,0.0000,7.4968
429,0.14878,0.08180,0.04594,0.02104,0.23857,0.0000,0.0000,7.4927
430,0.14909,0.08195,0.04604,0.02111,0.23858,0.0000,0.0000,7.4910
431,0.14945,0.08205,0.04633,0.02107,0.23856,0.0000,0.0000,7.4958
432,0.14967,0.08206,0.04664,0.02098,0.23852,0.0000,0.0000,7.4916
433,0.14985,0.08203,0.04698,0.02084,0.23845,0.0000,0.0000,7.4950
434,0.14994,0.08197,0.04728,0.02069,0.23839,0.0000,0.0000,7.4985
435,0.14989,0.08186,0.04748,0.02055,0.23833,0.0000,0.0000,7.4994
436,0.14980,0.08174,0.04765,0.02040,0.23826,0.0000,0.0000,7.4975
437,0.14962,0.08159,0.04778,0.02025,0.23820,0.0000,0.0000,7.4990
438,0.14925,0.08137,0.04778,0.02010,0.23814,0.0000,0.0000,7.5008
439,0.14885,0.08114,0.04777,0.01995,0.23808,0.0000,0.0000,7.4949
440,0.14842,0.08088,0.04776,0.01979,0.23803,0.0000,0.0000,7.4941
441,0.14768,0.08048,0.04757,0.01963,0.23797,0.0000,0.0000,7.4891
442,0.14746,0.08032,0.04767,0.01947,0.23793,0.0000,0.0000,7.4838
443,0.14707,0.08010,0.04759,0.01937,0.23791,0.0000,0.0000,7.4847
444,0.14721,0.08014,0.04776,0.01931,0.23791,0.0000,0.0000,7.4679
445,0.14744,0.08028,0.04778,0.01938,0.23796,0.0000,0.0000,7.4706
446,0.14761,0.08047,0.04761,0.01954,0.23805,0.0000,0.0000,7.4656
447,0.14770,0.08064,0.04731,0.01974,0.23814,0.0000,0.0000,7.4579
448,0.14782,0.08084,0.04702,0.01996,0.23824,0.0000,0.0000,7.4535
449,0.14804,0.08106,0.04682,0.02016,0.23832,0.0000,0.0000,7.4391
450,0.14811,0.08120,0.04657,0.02034,0.23840,0.0000,0.0000,7.4430
451,0.14823,0.08135,0.04638,0.02050,0.23846,0.0000,0.0000,7.4370
452,0.14836,0.08150,0.04622,0.02064,0.23851,0.0000,0.0000,7.4370
453,0.14847,0.08163,0.04607,0.02077,0.23854,0.0000,0.0000,7.4397
454,0.14869,0.08179,0.04603,0.02088,0.23857,0.0000,0.0000,7.4323
455,0.14903,0.08194,0.04617,0.02092,0.23857,0.0000,0.0000,7.4360
456,0.14941,0.08204,0.04650,0.02087,0.23854,0.0000,0.0000,7.4361
457,0.14967,0.08207,0.04682,0.02078,0.23849,0.0000,0.0000,7.4340
458,0.14980,0.08204,0.04711,0.02065,0.23843,0.0000,0.0000,7.4405
459,0.14996,0.08201,0.04744,0.02051,0.23837,0.0000,0.0000,7.4445
460,0.14995,0.08194,0.04765,0.02037,0.23831,0.0000,0.0000,7.4422
461,0.14992,0.08184,0.04785,0.02023,0.23825,0.0000,0.0000,7.4510
462,0.14982,0.08173,0.04800,0.02009,0.23819,0.0000,0.0000,7.4495
463,0.14947,0.08152,0.04800,0.01996,0.23814,0.0000,0.0000,7.4476
464,0.14919,0.08133,0.04806,0.01980,0.23808,0.0000,0.0000,7.4438
465,0.14880,0.08110,0.04804,0.01967,0.23803,0.0000,0.0000,7.4402
466,0.14820,0.08077,0.04791,0.01953,0.23799,0.0000,0.0000,7.4383
467,0.14800,0.08062,0.04798,0.01939,0.23796,0.0000,0.0000,7.4393
468,0.14749,0.08036,0.04781,0.01931,0.23795,0.0000,0.0000,7.4344
469,0.14745,0.08032,0.04789,0.01925,0.23795,0.0000,0.0000,7.4261
470,0.14766,0.08042,0.04796,0.01928,0.23799,0.0000,0.0000,7.4287
471,0.14144,0.07976,0.04312,0.01856,0.23806,0.0000,0.0000,7.4203
472,0.13494,0.07897,0.03810,0.01788,0.23814,0.0000,0.0000,7.4274
473,0.12845,0.07815,0.03308,0.01722,0.23823,0.0000,0.0000,7.4272
474,0.12189,0.07724,0.02808,0.01657,0.23832,0.0000,0.0000,7.4105
475,0.11520,0.07622,0.02309,0.01590,0.23839,0.0000,0.0000,7.3984
476,0.10848,0.07512,0.01816,0.01520,0.23845,0.0000,0.0000,7.3705
477,0.10165,0.07391,0.01326,0.01449,0.23850,0.0000,0.0000,7.3525
478,0.09487,0.07265,0.00847,0.01376,0.23854,0.0000,0.0000,7.3176
479,0.08807,0.07131,0.00377,0.01300,0.23856,0.0000,0.0000,7.2838
480,0.08282,0.06988,0.00076,0.01218,0.23856,0.0000,0.0000,7.2505
481,0.08471,0.06833,0.00510,0.01128,0.23854,0.0000,0.0000,7.2140
482,0.08634,0.06663,0.00939,0.01032,0.23849,0.0000,0.0000,7.1763
483,0.08787,0.06481,0.01371,0.00935,0.23843,0.0000,0.0000,7.1352
484,0.08925,0.06290,0.01800,0.00835,0.23837,0.0000,0.0000,7.0915
485,0.09052,0.06089,0.02228,0.00735,0.23832,0.0000,0.0000,7.0494
486,0.09181,0.05868,0.02675,0.00638,0.23825,0.0000,0.0000,7.0051
487,0.09284,0.05643,0.03107,0.00534,0.23819,0.0000,0.0000,6.9562
488,0.09385,0.05405,0.03547,0.00433,0.23813,0.0000,0.0000,6.9027
489,0.09487,0.05143,0.04009,0.00335,0.23807,0.0000,0.0000,6.8543
490,0.09556,0.04886,0.04441,0.00230,0.23802,0.0000,0.0000,6.8069
491,0.09636,0.04608,0.04900,0.00128,0.23798,0.0000,0.0000,6.7476
492,0.09696,0.04332,0.05336,0.00028,0.23794,0.0000,0.0000,6.6956
493,0.09889,0.04069,0.05754,0.00067,0.23794,0.0000,0.0000,6.6453
494,0.10140,0.03817,0.06175,0.00148,0.23797,0.0000,0.0000,6.6015
495,0.10386,0.03566,0.06595,0.00226,0.23803,0.0000,0.0000,6.5502
496,0.10638,0.03300,0.07042,0.00295,0.23811,0.0000,0.0000,6.4974
497,0.10879,0.03031,0.07489,0.00359,0.23821,0.0000,0.0000,6.4484
498,0.11107,0.02754,0.07929,0.00425,0.23830,0.0000,0.0000,6.4074
499,0.11319,0.02468,0.08359,0.00493,0.23837,0.0000,0.0000,6.2564
500,0.11517,0.02173,0.08780,0.00564,0.23843,0.0000,0.0000,6.1038
501,0.11704,0.01869,0.09201,0.00634,0.23849,0.0000,0.0000,6.0670
502,0.11874,0.01560,0.09603,0.00710,0.23853,0.0000,0.0000,6.0047
503,0.12028,0.01242,0.10003,0.00783,0.23856,0.0000,0.0000,5.9898
504,0.12164,0.00924,0.10374,0.00866,0.23857,0.0000,0.0000,6.0067
505,0.12275,0.00589,0.10731,0.00955,0.23856,0.0000,0.0000,6.0785
506,0.12368,0.00244,0.11073,0.01051,0.23851,0.0000,0.0000,5.9802
507,0.12676,0.00114,0.11410,0.01152,0.23845,0.0000,0.0000,6.0126
508,0.13475,0.00477,0.11748,0.01250,0.23840,0.0000,0.0000,6.0222
509,0.14276,0.00847,0.12078,0.01351,0.23834,0.0000,0.0000,5.9580
510,0.15106,0.01235,0.12422,0.01449,0.23828,0.0000,0.0000,5.9106
511,0.15928,0.01626,0.12749,0.01553,0.23822,0.0000,0.0000,5.8666
512,0.16775,0.02034,0.13085,0.01656,0.23817,0.0000,0.0000,5.9230
513,0.17635,0.02452,0.13424,0.01760,0.23810,0.0000,0.0000,5.8680
514,0.18486,0.02876,0.13748,0.01862,0.23804,0.0000,0.0000,5.8479
515,0.19371,0.03314,0.14091,0.01967,0.23800,0.0000,0.0000,5.7687
516,0.20230,0.03752,0.14412,0.02066,0.23796,0.0000,0.0000,5.7374
517,0.21080,0.04191,0.14722,0.02167,0.23794,0.0000,0.0000,5.6718
518,0.21931,0.04629,0.15039,0.02263,0.23793,0.0000,0.0000,5.5618
519,0.22727,0.05053,0.15321,0.02353,0.23795,0.0000,0.0000,5.5057
520,0.23515,0.05467,0.15617,0.02431,0.23802,0.0000,0.0000,5.4228
521,0.24310,0.05891,0.15916,0.02503,0.23809,0.0000,0.0000,5.4777
522,0.25113,0.06321,0.16220,0.02572,0.23818,0.0000,0.0000,5.3737
523,0.25913,0.06756,0.16520,0.02637,0.23827,0.0000,0.0000,5.3554
524,0.26702,0.07194,0.16801,0.02708,0.23835,0.0000,0.0000,5.2551
525,0.27498,0.07640,0.17079,0.02778,0.23841,0.0000,0.0000,5.2709
526,0.28285,0.08091,0.17340,0.02854,0.23847,0.0000,0.0000,5.2373
527,0.29077,0.08548,0.17604,0.02925,0.23851,0.0000,0.0000,5.1761
528,0.29848,0.09006,0.17837,0.03005,0.23854,0.0000,0.0000,5.1442
529,0.30614,0.09467,0.18060,0.03086,0.23856,0.0000,0.0000,5.2061
530,0.31368,0.09936,0.18259,0.03174,0.23854,0.0000,0.0000,6.0152
531,0.32129,0.10416,0.18442,0.03270,0.23851,0.0000,0.0000,4.9691
532,0.32888,0.10903,0.18617,0.03368,0.23846,0.0000,0.0000,4.9476
533,0.33652,0.11396,0.18786,0.03470,0.23840,0.0000,0.0000,4.9065
534,0.34419,0.11899,0.18952,0.03569,0.23835,0.0000,0.0000,4.8778
535,0.35185,0.12402,0.19111,0.03672,0.23830,0.0000,0.0000,4.8380
536,0.35952,0.12914,0.19265,0.03774,0.23825,0.0000,0.0000,4.8014
537,0.36742,0.13439,0.19427,0.03875,0.23819,0.0000,0.0000,4.7693
538,0.37521,0.13968,0.19570,0.03983,0.23813,0.0000,0.0000,4.7270
539,0.38316,0.14506,0.19727,0.04083,0.23809,0.0000,0.0000,4.6963
540,0.39124,0.15054,0.19881,0.04188,0.23803,0.0000,0.0000,4.6452
541,0.39890,0.15596,0.20004,0.04291,0.23800,0.0000,0.0000,4.6208
542,0.40704,0.16151,0.20164,0.04390,0.23797,0.0000,0.0000,4.5747
543,0.41464,0.16700,0.20270,0.04494,0.23794,0.0000,0.0000,4.5407
544,0.42167,0.17220,0.20359,0.04587,0.23796,0.0000,0.0000,4.5051
545,0.42656,0.17586,0.20426,0.04644,0.23802,0.0000,0.0000,4.4743
546,0.42629,0.17568,0.20430,0.04630,0.23809,0.0000,0.0000,4.4318
547,0.42624,0.17557,0.20455,0.04612,0.23817,0.0000,0.0000,4.3956
548,0.42618,0.17545,0.20484,0.04589,0.23826,0.0000,0.0000,4.3598
549,0.42601,0.17527,0.20503,0.04571,0.23834,0.0000,0.0000,4.3310
550,0.42594,0.17516,0.20525,0.04553,0.23840,0.0000,0.0000,4.2964
551,0.42582,0.17502,0.20542,0.04537,0.23846,0.0000,0.0000,4.2800
552,0.42576,0.17492,0.20563,0.04521,0.23850,0.0000,0.0000,4.2563
553,0.42559,0.17480,0.20569,0.04510,0.23854,0.0000,0.0000,4.2358
554,0.42536,0.17465,0.20575,0.04496,0.23856,0.0000,0.0000,4.2308
555,0.42499,0.17449,0.20555,0.04495,0.23856,0.0000,0.0000,4.2287
556,0.42470,0.17441,0.20530,0.04499,0.23853,0.0000,0.0000,4.2205
557,0.42448,0.17438,0.20500,0.04509,0.23848,0.0000,0.0000,4.2257
558,0.42432,0.17439,0.20473,0.04520,0.23843,0.0000,0.0000,4.2337
559,0.42416,0.17438,0.20444,0.04534,0.23837,0.0000,0.0000,4.2349
560,0.42417,0.17447,0.20428,0.04543,0.23832,0.0000,0.0000,4.2444
561,0.42426,0.17452,0.20416,0.04558,0.23826,0.0000,0.0000,4.2468
562,0.42435,0.17465,0.20401,0.04569,0.23820,0.0000,0.0000,4.2511
563,0.42486,0.17490,0.20410,0.04585,0.23814,0.0000,0.0000,4.2597
564,0.42530,0.17520,0.20408,0.04602,0.23808,0.0000,0.0000,4.2542
565,0.42590,0.17551,0.20420,0.04619,0.23803,0.0000,0.0000,4.2675
566,0.42662,0.17583,0.20448,0.04631,0.23798,0.0000,0.0000,4.2634
567,0.42675,0.17599,0.20432,0.04644,0.23795,0.0000,0.0000,4.2716
568,0.42707,0.17608,0.20449,0.04650,0.23794,0.0000,0.0000,4.2746
569,0.42690,0.17605,0.20431,0.04654,0.23795,0.0000,0.0000,4.2864
570,0.42669,0.17591,0.20430,0.04647,0.23800,0.0000,0.0000,4.2954
571,0.42652,0.17576,0.20449,0.04627,0.23807,0.0000,0.0000,4.2961
572,0.42647,0.17566,0.20470,0.04611,0.23816,0.0000,0.0000,4.3111
573,0.42631,0.17549,0.20492,0.04590,0.23825,0.0000,0.0000,4.3105
574,0.42617,0.17533,0.20517,0.04567,0.23834,0.0000,0.0000,4.3126
575,0.42603,0.17519,0.20533,0.04551,0.23841,0.0000,0.0000,4.3247
576,0.42593,0.17507,0.20552,0.04534,0.23846,0.0000,0.0000,4.3198
577,0.42578,0.17493,0.20564,0.04521,0.23851,0.0000,0.0000,4.3284
578,0.42569,0.17483,0.20582,0.04504,0.23854,0.0000,0.0000,4.3188
579,0.42544,0.17467,0.20580,0.04496,0.23857,0.0000,0.0000,4.3276
580,0.42507,0.17451,0.20565,0.04491,0.23857,0.0000,0.0000,4.3289
581,0.42476,0.17442,0.20539,0.04495,0.23854,0.0000,0.0000,4.3255
582,0.42458,0.17441,0.20515,0.04501,0.23849,0.0000,0.0000,4.3226
583,0.42439,0.17439,0.20485,0.04515,0.23844,0.0000,0.0000,4.3463
584,0.42421,0.17438,0.20455,0.04528,0.23839,0.0000,0.0000,4.3397
585,0.42417,0.17440,0.20442,0.04535,0.23833,0.0000,0.0000,4.3459
586,0.42413,0.17444,0.20420,0.04548,0.23828,0.0000,0.0000,4.3631
587,0.42430,0.17459,0.20407,0.04564,0.23822,0.0000,0.0000,4.3595
588,0.42458,0.17478,0.20401,0.04580,0.23816,0.0000,0.0000,4.3619
589,0.42493,0.17500,0.20401,0.04592,0.23810,0.0000,0.0000,4.3579
590,0.42539,0.17525,0.20405,0.04608,0.23805,0.0000,0.0000,4.3609
591,0.42602,0.17553,0.20427,0.04622,0.23800,0.0000,0.0000,4.3544
592,0.42633,0.17578,0.20420,0.04635,0.23797,0.0000,0.0000,4.3671
593,0.42687,0.17600,0.20438,0.04648,0.23794,0.0000,0.0000,4.3537
594,0.42690,0.17608,0.20427,0.04655,0.23792,0.0000,0.0000,4.3630
595,0.42669,0.17595,0.20419,0.04655,0.23796,0.0000,0.0000,4.3581
596,0.42643,0.17578,0.20427,0.04638,0.23803,0.0000,0.0000,4.3479
597,0.42633,0.17566,0.20443,0.04624,0.23811,0.0000,0.0000,4.3593
598,0.42619,0.17550,0.20466,0.04603,0.23821,0.0000,0.0000,4.3428
599,0.42609,0.17535,0.20496,0.04578,0.23830,0.0000,0.0000,4.3316
600,0.42593,0.17520,0.20512,0.04561,0.23837,0.0000,0.0000,4.3437
601,0.42580,0.17506,0.20529,0.04544,0.23844,0.0000,0.0000,4.3259
602,0.42568,0.17494,0.20545,0.04529,0.23849,0.0000,0.0000,4.3258
603,0.42556,0.17483,0.20559,0.04514,0.23853,0.0000,0.0000,4.3244
604,0.42536,0.17468,0.20564,0.04504,0.23856,0.0000,0.0000,4.3205
605,0.42506,0.17452,0.20558,0.04495,0.23858,0.0000,0.0000,4.3243
606,0.42478,0.17443,0.20541,0.04494,0.23855,0.0000,0.0000,4.3190
607,0.42451,0.17438,0.20508,0.04505,0.23851,0.0000,0.0000,4.3300
608,0.42437,0.17440,0.20480,0.04517,0.23845,0.0000,0.0000,4.3329
609,0.42424,0.17439,0.20457,0.04528,0.23839,0.0000,0.0000,4.3445
610,0.42410,0.17440,0.20428,0.04542,0.23833,0.0000,0.0000,4.3485
611,0.42420,0.17449,0.20418,0.04552,0.23828,0.0000,0.0000,4.3560
612,0.42425,0.17459,0.20399,0.04567,0.23822,0.0000,0.0000,4.3593
613,0.42454,0.17475,0.20402,0.04578,0.23817,0.0000,0.0000,4.3602
614,0.42481,0.17491,0.20397,0.04593,0.23811,0.0000,0.0000,4.3633
615,0.42518,0.17515,0.20399,0.04605,0.23807,0.0000,0.0000,4.3608
616,0.42590,0.17549,0.20419,0.04622,0.23801,0.0000,0.0000,4.3559
617,0.42630,0.17578,0.20419,0.04633,0.23797,0.0000,0.0000,4.3600
618,0.42693,0.17601,0.20447,0.04645,0.23795,0.0000,0.0000,4.3629
619,0.42718,0.17619,0.20444,0.04655,0.23794,0.0000,0.0000,4.3502
620,0.42714,0.17620,0.20436,0.04658,0.23795,0.0000,0.0000,4.3640
621,0.42690,0.17607,0.20429,0.04654,0.23798,0.0000,0.0000,4.3515
622,0.42664,0.17592,0.20426,0.04646,0.23804,0.0000,0.0000,4.3561
623,0.42655,0.17578,0.20450,0.04627,0.23812,0.0000,0.0000,4.3506
624,0.42643,0.17563,0.20473,0.04607,0.23821,0.0000,0.0000,4.3447
625,0.42630,0.17547,0.20496,0.04586,0.23830,0.0000,0.0000,4.3451
626,0.42616,0.17532,0.20517,0.04567,0.23837,0.0000,0.0000,4.3489
627,0.42611,0.17520,0.20541,0.04550,0.23843,0.0000,0.0000,4.3330
628,0.41846,0.16945,0.20644,0.04257,0.23847,0.0000,0.0000,4.3427
629,0.41061,0.16364,0.20731,0.03966,0.23851,0.0000,0.0000,4.3160
630,0.40259,0.15780,0.20806,0.03673,0.23854,0.0000,0.0000,4.3187
631,0.39426,0.15189,0.20849,0.03387,0.23855,0.0000,0.0000,4.3175
632,0.38580,0.14602,0.20875,0.03103,0.23854,0.0000,0.0000,4.3181
633,0.37718,0.14015,0.20871,0.02832,0.23850,0.0000,0.0000,4.3377
634,0.36847,0.13430,0.20854,0.02563,0.23845,0.0000,0.0000,4.3384
635,0.35966,0.12844,0.20830,0.02292,0.23840,0.0000,0.0000,4.3631
636,0.35078,0.12260,0.20797,0.02021,0.23835,0.0000,0.0000,4.3780
637,0.34189,0.11680,0.20756,0.01753,0.23830,0.0000,0.0000,4.4059
638,0.33290,0.11103,0.20703,0.01484,0.23825,0.0000,0.0000,4.4285
639,0.32392,0.10526,0.20653,0.01213,0.23820,0.0000,0.0000,4.4520
640,0.31478,0.09949,0.20585,0.00943,0.23816,0.0000,0.0000,4.4717
641,0.30570,0.09383,0.20512,0.00675,0.23812,0.0000,0.0000,4.4959
642,0.29702,0.08838,0.20460,0.00405,0.23806,0.0000,0.0000,4.5134
643,0.28792,0.08286,0.20364,0.00142,0.23801,0.0000,0.0000,4.5516
644,0.28137,0.07731,0.20281,0.00126,0.23798,0.0000,0.0000,4.5660
645,0.27754,0.07178,0.20177,0.00399,0.23794,0.0000,0.0000,4.5853
646,0.27294,0.06594,0.20026,0.00673,0.23795,0.0000,0.0000,4.6290
647,0.26824,0.05988,0.19874,0.00961,0.23798,0.0000,0.0000,4.6361
648,0.26360,0.05392,0.19714,0.01254,0.23804,0.0000,0.0000,4.6744
649,0.25907,0.04797,0.19558,0.01552,0.23811,0.0000,0.0000,4.6996
650,0.25472,0.04206,0.19408,0.01858,0.23820,0.0000,0.0000,4.7215
651,0.25008,0.03614,0.19235,0.02159,0.23827,0.0000,0.0000,4.7682
