step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
0,1789964064.727,-0.01222913,-0.01959178,0.03599999,-0.002044821,-6.693178e-05,0,-0.005193545,-0.0005767361,0,-0.004130024,-5.025118e-05,-0.0029,-0.0003150868,0.0116,-0.0009526656,-0.00176114,0,-0.001108096,-0.0007482072,-0.004503022,0.01934379,0,-0.0001315903,-9.366465e-05,0.006673539,0.03363095,0.03003383,0.01340067,0.0002962963,25.56283,0.02315263,0.003001768,0.0006154343,0.00613476,0.01434008,0.2,0.05,0.0002962963,-0.01331025,0.4060403,0.6043737,0.4096093,24237,1.001942,13.8,1.213634
1,1789964065.622,-0.02318896,-0.0271734,0.07199996,-0.003650777,-0.0004970884,-0.0025,-0.008991318,-0.001097631,-2.189547e-05,-0.006124088,-9.934947e-05,-0.0019,-0.0002578149,0.05699999,-0.002472551,-0.001701342,0,-0.002174657,-0.004975234,-0.01352825,0.03750315,0.01052825,-0.0002632116,-0.000196188,0.01766694,0.07417058,0.05492084,0.007739417,0.0001316872,25.58079,0.01686739,0.002588242,0.001675835,0.004863894,0.01552088,0.2,0.1,0.0001316872,-0.03052095,0.4986672,0.5102527,0.3528161,28475,1.002321,25.70175,2.096442
2,1789964066.479,-0.03472961,-0.03857045,0.1079999,-0.006444848,-0.0004434615,-0.01,-0.01116778,-0.001624542,-0.0001309204,-0.008538419,-0.0001501139,-0.00642,-0.0003571742,0.06600004,-0.003094464,-0.004771144,0,-0.003385724,-0.004360878,-0.01487979,0.0570755,0,-0.0003854477,-0.0002924762,0.02334418,0.09252375,0.0700395,0.006502819,1.156102e-05,25.58017,0.01494165,0.002083187,0.001924778,0.004430869,0.01467148,0.5,0.2,1.156102e-05,-0.0302961,0.4089386,0.4984114,0.3518815,28902,1.002149,37.18824,3.128889
3,1789964067.338,-0.045267,-0.05172036,0.1439999,-0.00942594,-0.0007712491,0,-0.01577253,-0.002356795,0,-0.01223473,-0.0002035736,-0.00658,-0.0001823814,0.09060004,-0.004309972,-0.007127376,0,-0.004500336,-0.007388738,-0.01005573,0.07604569,0,-0.0005364906,-0.0003875728,0.03328112,0.1298129,0.08968197,0.00596098,3.901844e-05,25.57511,0.01355954,0.001809622,0.001537104,0.004251835,0.01007663,0.3,0.45,3.901844e-05,-0.02182406,0.4388664,0.5032918,0.3497708,28809,1.00161,54.27,4.50769
4,1789964068.188,-0.05979313,-0.06105452,0.1784999,-0.0108195,-0.001601823,-0.05000001,-0.01957055,-0.002559248,0,-0.01370188,-0.0002507961,-0.00778,-0.0002680279,0.10735,-0.005010195,-0.008113112,0,-0.007054373,-0.01722967,-0.012808,0.09014236,0,-0.0006931999,-0.0005423614,0.05320305,0.1325712,0.1099274,0.005689801,2.601229e-05,25.5704,0.01258892,0.001502735,0.00138712,0.004009261,0.01274601,0.35,0.3,2.601229e-05,-0.02888059,0.3074157,0.5075777,0.3356254,29146,1.001718,74.85,6.309548
5,1789964069.071,-0.0753672,-0.08010873,0.2159999,-0.01365273,-0.001270125,0,-0.03774061,-0.003243407,0,-0.02478459,-0.0002961323,-0.01188,-0.0006032243,0.1209499,-0.005775874,-0.01054992,-0.002834463,-0.01128673,-0.01123926,-0.009453988,0.1130914,0,-0.0009759662,-0.0005742514,0.03502835,0.1829294,0.1345019,0.005720539,8.779149e-05,25.57243,0.01177142,0.001169003,0.001125068,0.003756813,0.01239649,0.2,0.35,8.779149e-05,-0.02561929,0.3569627,0.521513,0.3550601,28036,1.001804,103.67,8.788411
6,1789964069.918,-0.07982861,-0.0872555,0.2520002,-0.01308885,-0.001295874,-0.07499998,-0.02775543,-0.003697091,-0.0002828112,-0.0194112,-0.0003535221,-0.006530001,-0.0003208457,0.1991748,-0.005932991,-0.006221629,0,-0.008764291,-0.01201662,-0.01077178,0.1314806,0.03653656,-0.0009394517,-0.000714617,0.06272848,0.2222045,0.1555284,0.005665596,1e-05,25.57178,0.01112138,0.001015792,0.0009730986,0.003466891,0.01513414,0.5,0.2,1e-05,-0.03068094,0.3413523,0.5097215,0.330606,29245,1.001704,129.06,10.97381
7,1789964070.757,-0.09275568,-0.1021091,0.2865004,-0.01597583,-0.001386046,-0.005,-0.03276669,-0.004236483,0,-0.02329648,-0.0004001081,-0.012095,-0.0005510551,0.1726998,-0.007206773,-0.01233041,0,-0.01062727,-0.0146745,-0.01330244,0.1512259,0.009306557,-0.001098941,-0.0007623157,0.06700875,0.2602348,0.301919,0.005234204,0.0001708594,25.57126,0.01005284,0.0008582749,0.0008310623,0.003129302,0.0108783,0.05,0.4,0.0001708594,-0.01986446,0.3708595,0.5109994,0.3221164,29498,1.001737,153.69,13.0786
8,1789964071.609,-0.1132057,-0.1179637,0.3210007,-0.02239781,-0.002159881,-0.005,-0.04105412,-0.004609709,-0.0003133893,-0.02940108,-0.0004463376,-0.01312,-0.0007419602,0.1803499,-0.009053161,-0.01598259,0,-0.01182172,-0.02309755,-0.01774626,0.167559,0,-0.00127124,-0.0009579055,0.09176942,0.2627437,0.2468044,0.005488971,0.0001708594,25.56988,0.009942778,0.0008054554,0.0007599343,0.002888417,0.0157277,0.15,0.15,0.0001708594,-0.03237992,0.2376992,0.5004346,0.345161,29063,1.001566,175.55,14.51309
9,1789964072.461,-0.117994,-0.1370231,0.3585009,-0.02601035,-0.001786286,-0.01,-0.05252007,-0.00535639,-0.0008697749,-0.03667178,-0.0005038566,-0.01138,-0.0008130594,0.2296995,-0.009114431,-0.01321651,-0.01365857,-0.0156362,-0.0195794,-0.03117488,0.1866221,0.02558735,-0.001467624,-0.0009027486,0.09087523,0.3082926,0.303688,0.005261362,1e-05,25.56657,0.009234654,0.0006790289,0.00067624,0.002618022,0.01675028,0.6,0.15,1e-05,-0.03325954,0.2129346,0.5077276,0.338428,29044,1.001413,192.91,16.08666
10,1789964073.340,-0.1311251,-0.1386996,0.3960012,-0.02199848,-0.002813949,-0.09999999,-0.04774716,-0.006042087,-0.0003421572,-0.03372969,-0.0005542979,-0.01477,-0.0004769361,0.2387496,-0.01047482,-0.01767154,-0.0008498993,-0.01654937,-0.02580095,-0.01865557,0.2031269,0,-0.00151715,-0.001162952,0.09466313,0.2893353,0.111875,0.005128061,0.0002562891,25.56557,0.008611796,0.0005857768,0.0005389268,0.002359032,0.01034665,0,0.4,0.0002562891,-0.02105635,0.2443144,0.5178049,0.3549204,28160,1.001363,224.67,18.8138
11,1789964074.200,-0.143864,-0.1644061,0.430501,-0.02619366,-0.002539597,0,-0.06077647,-0.006656736,0,-0.0416915,-0.0006026587,-0.01748,-0.00109645,0.2353495,-0.01045123,-0.02136693,-0.001573925,-0.01939169,-0.03142088,-0.02377305,0.2254643,0,-0.001728229,-0.001145386,0.07221381,0.3835199,0.2781346,0.00528012,5.0625e-05,25.5682,0.008624442,0.0005895837,0.0004887118,0.002266027,0.01721107,0.35,0.15,5.0625e-05,-0.02683746,0.2688036,0.5151217,0.3374722,28824,1.001657,245.42,20.46112
12,1789964075.089,-0.1538393,-0.1635263,0.4665006,-0.03277907,-0.002931603,-0.05000001,-0.06504036,-0.006433681,-0.006481846,-0.0442717,-0.0006506918,-0.01828,-0.001167005,0.2631995,-0.01146108,-0.02265308,-7.565328e-05,-0.02078962,-0.02784111,-0.01928463,0.2427841,0,-0.001905587,-0.001333834,0.1206944,0.4392756,0.2084705,0.004997979,0.0001708594,25.57083,0.008005198,0.0004906768,0.0003990901,0.002117452,0.01330194,0.05,0.2,0.0001708594,-0.02825177,0.2817537,0.5226281,0.3546038,28015,1.001668,265.83,21.36552
