step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
0,1789879627.463,-0.01202776,-0.01113767,0.03599999,-0.002265778,-0.0002495155,0,-0.003983115,-0.0005402612,0,-0.00340362,-5.138102e-05,-0.00211,-0.0001094042,0.020375,-0.001257952,-0.001687266,0,-0.0006984415,-0.001486204,-0.008099385,0.01915937,0,-0.0001287908,-0.0001268588,0.01048091,0.03748908,0.03399971,0.01457249,25.53623,0.03416037,0.003762264,0.009270033,0.006555586,0.0006666667,-0.007426267,0.4460389,1.038043,1.479868,39041,0.9996091,13.09,1.205618
1,1789879629.913,-0.02285135,-0.02585511,0.07199996,-0.004336074,-0.0003107462,-0.004,-0.008207406,-0.001127472,0,-0.006177288,-0.0001009966,-0.002012,-0.0002844117,0.04920001,-0.001903777,-0.001799642,-0.0004325809,-0.002562234,-0.004039875,-0.007428705,0.03777751,0.008475686,-0.0002674591,-0.0002046814,0.0183251,0.0673712,0.05967736,0.00756268,25.54498,0.02704214,0.004843014,0.009078305,0.00555814,0.0004444444,-0.02021188,0.5176185,0.9246857,1.492728,40664,1.000752,39.66,3.3631
2,1789879632.348,-0.03256124,-0.03343894,0.09849994,-0.007121192,-0.0004529408,-0.03166667,-0.01251639,-0.001381509,-0.0002063187,-0.009504808,-0.0001377024,-0.003846667,-0.0003396923,0.05333334,-0.002676416,-0.004062803,-0.0009911323,-0.003803809,-0.005558649,-0.007859895,0.05107351,0,-0.0003849824,-0.0002969359,0.02150894,0.08494304,0.08841166,0.006322512,25.55679,0.02508356,0.004825545,0.008525723,0.005409779,0.0002962963,-0.02162571,0.4211806,0.9466441,1.483644,40449,1.001416,62.69,5.382759
3,1789879634.811,-0.04536222,-0.05149231,0.1439999,-0.008089772,-0.0006161988,-0.007000001,-0.01733537,-0.00209641,0,-0.01234783,-0.0002027662,-0.004400001,-0.0004359188,0.10256,-0.003586561,-0.004238024,-0.002509105,-0.005706826,-0.006285175,-0.01085481,0.07637438,0.01702528,-0.0005598025,-0.0003753502,0.03475783,0.1224099,0.1121499,0.005938613,25.56902,0.02450388,0.004804488,0.008300423,0.005460359,0.0001975309,-0.02357043,0.4275752,0.9566951,1.500101,40013,1.001491,87.3,7.707076
