step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/fixture_force_tracking,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/mech_effort,Episode_Reward/mech_overforce,Episode_Reward/mech_overspeed,Episode_Reward/mech_progress,Episode_Reward/mech_push,Episode_Reward/mech_torn,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Mechanism/frontier_opened_ema,Mechanism/frontier_opened_fraction,Mechanism/latch_released_fraction,Mechanism/opened_fraction,Mechanism/opened_hinge,Mechanism/opened_pull,Mechanism/opened_push,Mechanism/opened_side,Mechanism/opened_up,Mechanism/peak_ceiling_n,Mechanism/torn_fraction,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
14519,1790274676.379,-0.09045392,-0.1290102,0.370501,-0.01658203,-0.2348303,-0.002839601,-0.07000002,-0.03459281,-0.002637139,-0.06928306,-0.02836511,-0.0004501856,0,-0.002079096,0.3067997,-0.00893684,0,0,-0.01241733,0.0267694,-0.03908689,-0.0138384,-0.04052406,-0.000180792,-0.02001576,0.1845784,0,-0.1,0.1690043,0.1021121,-0.002858013,-0.001593648,0.1302727,0.2649812,0.09169284,0.4125004,0.0006296678,3.375e-05,21.46852,0.002312551,1.069789e-13,0.00163576,4.712275e-05,0.008993869,0,0.1,0,3.375e-05,-0.01050557,0.2778543,0.1999899,0,nan,0,0,0,0.5,0,0,70,1,2.471079,1.624609,24001,0.818138,418.7,50.47263
14520,1790274679.698,-0.1276579,-0.2007571,0.6674988,-0.02216006,-0.5735519,-0.002644053,0,-0.05275237,-0.005063703,-0.07050243,-0.03678274,-0.0008016108,0,-0.002423958,0.6072511,-0.0130987,0,0,-0.02232999,0.09038419,-0.04135528,-0.01287556,-0.00799329,-0.006957246,-0.008871974,0.6437675,0,0,0.3182439,0.1880591,-0.002793438,-0.001589104,0.2858267,0.5252928,0.1922948,0.7404386,0.0006135199,3.375e-05,21.47286,0.002297639,9.623944e-14,0.001633714,5.040548e-05,0.008663289,0,0.05,0,3.375e-05,-0.01031057,0.2391845,0.2571604,0,1,0,0,1,0,0,0,70,0,1.682661,1.591245,30026,0.8183773,445.62,52.64589
14521,1790274682.852,-0.1570995,-0.2686202,0.8279983,-0.02394597,-0.6916832,-0.006738879,0,-0.07508069,-0.006170185,-0.09110709,-0.04909162,-0.0009671791,0,-0.003153518,0.7595018,-0.017596,0,0,-0.03054683,0.06003881,-0.07262231,-0.01294883,-0.01366088,-0.0003269528,0,0.6109513,0,0,0.3855965,0.2305435,-0.00334616,-0.001614455,0.3681528,0.6329606,0.2391425,0.9876059,0.0005686946,3.375e-05,21.47831,0.002235499,8.643356e-14,0.001620567,4.623743e-05,0.008742474,0,0.05,0,3.375e-05,-0.009828665,0.1782423,0.2285374,0,nan,0,0.5,0,0,0,0,70,0,1.62888,1.497821,31440,0.8186134,481.06,57.09639
14522,1790274685.925,-0.1666721,-0.2515895,0.8639991,-0.02931727,-0.7934532,-0.001335703,-0.975002,-0.06230585,-0.005806867,-0.4172397,-0.04097582,-0.0009517229,0,-0.002468854,0.808802,-0.01439046,0,0,-0.02299536,0.4152461,-0.03479578,-0.009972888,-0.009289695,-0.0008657018,-0.0009823045,1.158241,0,0,0.4424014,0.2521698,-0.003437201,-0.001757297,0.4004204,0.836744,0.2424154,1.06919,0.0005408319,3.375e-05,21.4834,0.002155207,7.970798e-14,0.001567246,4.712918e-05,0.01097589,0.05,0.1,0,3.375e-05,-0.007917152,0.2488248,0.2895523,0,1,1,0,1,0,0,1,70,0,1.457381,1.598393,32169,0.8188092,477.4,57.37848
14523,1790274689.239,-0.1735064,-0.2556052,0.9,-0.02994569,-0.9076607,-0.007423291,-0.015,-0.06827419,-0.006437469,-0.2442904,-0.04672431,-0.0009823316,0,-0.00352821,0.8434771,-0.01901698,0,0,-0.02755291,0.1655172,-0.08232179,-0.01309498,-0.01827259,-0.0335031,-0.0002587778,0.728285,0,0,0.4069681,0.2468644,-0.003707708,-0.002280383,0.3835257,0.6828804,0.2466926,1.076806,0.0005324211,3.375e-05,21.48703,0.002074949,6.933971e-14,0.001497761,4.476756e-05,0.01071002,0.05,0.1,0,3.375e-05,-0.008436261,0.1665611,0.2563161,0.5,nan,0.5,0.5,0.5,0,0,0,70,0,1.577493,1.708462,29916,0.8189333,503.04,61.26608
14524,1790274693.250,-0.1923536,-0.2790014,0.9360008,-0.03056803,0,-0.001812534,0,-0.1143641,-0.00641638,-0.04799187,-0.08761694,-0.001202395,-0.03456,-0.002865649,1.049106,-0.01842626,-0.03090091,0,-0.02954953,0,-0.08459976,-0.0317139,0,0,0,0,0,0,0.4665092,0,-0.005714021,-0.004521878,0.3949341,0.575853,0.3294488,0.7961468,0.0005174515,3.375e-05,21.4894,0.002005048,6.197027e-14,0.001443968,4.362877e-05,0.01018941,0,0.05,0,3.375e-05,-0.007532445,0.1449684,0.2013556,0.25,0,0.25,0,0,0,1,0,70,0,2.282844,1.693687,24721,0.8190374,558.94,69.70828
14525,1790274697.401,-0.1925786,-0.2971347,0.9705016,-0.02985015,-0.6850536,-0.006683961,0,-0.08462407,-0.007239366,-0.1084767,-0.05948196,-0.001173886,-0.006410002,-0.002857041,0.9459294,-0.02036697,-0.004998821,0,-0.0315469,0.1835165,-0.06801458,-0.01560107,-0.01513055,-0.02280365,-0.007752252,0.8224074,0,0,0.4639751,0.2312378,-0.004299461,-0.002531128,0.4364164,0.7645484,0.2635828,1.126414,0.0005035823,3.375e-05,21.49111,0.001980368,5.535482e-14,0.001435097,4.168836e-05,0.01015547,0.05,0.1,0,3.375e-05,-0.008712111,0.1531279,0.1864396,0.3333333,0,0.3333333,0,1,0,1,0,70,0,2.207839,1.880832,24043,0.8190883,590.76,74.6119
14526,1790274701.429,-0.1964853,-0.3066531,1.008003,-0.0316728,-0.7327515,-0.005119652,-0.2133335,-0.09569525,-0.00710373,-0.2970338,-0.06877503,-0.001196776,-0.01176,-0.002505352,1.001672,-0.01952169,-0.009665733,-0.0006624443,-0.03525916,0.113825,-0.1207607,-0.02041144,-0.02433668,-0.01416573,-0.005996516,0.6859362,0,0,0.4583195,0.1807202,-0.00484866,-0.003029049,0.4115044,0.6926945,0.3201931,1.148496,0.0004829456,5.0625e-05,21.49206,0.001932946,5.11816e-14,0.00140866,4.134049e-05,0.01153984,0,0.1,0,5.0625e-05,-0.009706274,0.1617908,0.2753062,0,1,0.5,0.5,0.5,0,1,0,70,0,2.182385,1.808833,24630,0.8191063,610.33,77.66018
14527,1790274705.598,-0.202411,-0.3120577,1.042503,-0.0346848,-1.056049,-0.007116771,-0.005,-0.07537561,-0.008052297,-0.217658,-0.05189599,-0.001183265,0,-0.003491377,1.003581,-0.02235911,0,0,-0.03048921,0.2039911,-0.05993129,-0.01065593,-0.0144168,-0.001289985,0,0.6637509,0,0,0.4851164,0.2900675,-0.004261062,-0.002487987,0.4510369,0.8704243,0.2998327,1.274789,0.0004681373,5.0625e-05,21.49244,0.001841315,4.524591e-14,0.00133326,3.991822e-05,0.01043499,0,0.05,0,5.0625e-05,-0.009183214,0.1259764,0.2444593,0,0,0,0,0,0,1,0,70,0,2.241977,1.876163,23870,0.8191247,632.02,78.1785
14528,1790274709.658,-0.2088092,-0.3060146,0.9780018,-0.03582569,0,-0.004238808,0,-0.1049183,-0.007230399,-0.07357155,-0.07355063,-0.001239851,-0.0142,-0.004046188,0.9569035,-0.02130058,-0.01155135,0,-0.03267274,0,-0.07357313,-0.02104007,0,0,0,0,0,0,0.4696422,0.1699927,-0.004975006,-0.003417116,0.3944101,0.5867018,0.3158717,0.9364502,0.0004555892,3.375e-05,21.49244,0.001877885,4.095583e-14,0.001383473,3.882233e-05,0.01010119,0.05,0.05,0,3.375e-05,-0.006892493,0.1302972,0.2878742,0,1,0,0,0,0,1,0,70,0,2.148108,1.864832,24496,0.8191182,661.92,83.36729
