step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
20,1789950877.545,-0.2441132,-0.2658345,0.7559981,-0.04508734,-0.004497923,-0.2018749,-0.08323999,-0.01093799,-0.006093153,-0.05869275,-0.001050662,-0.0184125,-0.0007338939,0.5852568,-0.01981666,-0.01944725,-0.0002834561,-0.02860942,-0.04375673,-0.02594112,0.3898752,0.09254891,-0.002906316,-0.002216986,0.1978422,0.5178605,0.6386452,0.004895862,0.0006666667,25.52246,0.008946051,0.0007121071,0.001180958,0.002157124,0.01457186,0,0.1,0.006666667,-0.02521567,0.1379403,0.9575553,1.597209,38478,0.9984368,459.29,36.13089
21,1789950880.084,-0.2575657,-0.2837406,0.7919978,-0.04541908,-0.004770688,-0.2342856,-0.08478078,-0.0116656,-0.0002163773,-0.05878888,-0.001104562,-0.0206,-0.0007490007,0.6002579,-0.02042495,-0.02241681,-0.001289722,-0.03083302,-0.04708386,-0.02545626,0.4089879,0.08565106,-0.003070227,-0.002343884,0.2054862,0.4955346,0.6484357,0.004829445,0.0004444444,25.4937,0.00857891,0.000626479,0.001033131,0.002089855,0.01674812,0.1,0.05,0.004444445,-0.02405434,0.1296631,0.947309,1.585205,38816,0.9977608,464.38,37.61314
22,1789950882.648,-0.2102772,-0.2309792,0.636749,-0.0359527,-0.004442194,-0.1591666,-0.07390507,-0.009182933,-0.0002973572,-0.05081996,-0.0008874011,-0.02258667,-0.000888386,0.4271503,-0.01607416,-0.02538843,-0.001623961,-0.02737929,-0.04486335,-0.0251288,0.326546,0.02583461,-0.002578618,-0.001882421,0.1618271,0.4363547,0.487246,0.004655769,0.0001316872,25.48624,0.008135095,0.0005601762,0.0009073007,0.00201185,0.01728084,0.25,0.1,0.001316872,-0.02503383,0.1197779,0.959183,1.598937,38428,0.9970416,492.32,39.09239
23,1789950885.218,-0.2611929,-0.2798449,0.8109993,-0.04684332,-0.004766304,-0.1466666,-0.09593096,-0.01134244,-0.006319133,-0.06697529,-0.001128458,-0.02757668,-0.001235105,0.5750927,-0.02025818,-0.02737274,-0.001324843,-0.03190831,-0.04788227,-0.02807488,0.4194424,0.06620736,-0.003127481,-0.002354,0.2013042,0.5047013,0.6101987,0.004647499,0.0004444444,25.46067,0.007885849,0.0005148171,0.0007948895,0.001928644,0.01100946,0,0.15,0.004444445,-0.0216748,0.1155484,0.9493988,1.614722,38338,0.9948438,502.4,39.87604
24,1789950887.767,-0.2866682,-0.3179116,0.9,-0.05678758,-0.004791609,-0.1733333,-0.09350725,-0.01300152,-0.000250604,-0.06777738,-0.001251462,-0.03719334,-0.001212775,0.6319009,-0.02198592,-0.0361964,0,-0.03396543,-0.05244641,-0.02761578,0.4684865,0.03671964,-0.003440917,-0.002536561,0.2358956,0.5841308,0.7404402,0.004523132,0.0002962963,25.41401,0.007548966,0.0004815173,0.0006732122,0.001871104,0.01587546,0.15,0.1,0.002962963,-0.02405848,0.1320921,0.9417398,1.601365,38655,0.9927662,527.91,41.31491
25,1789950890.326,-0.2321547,-0.2569662,0.7132506,-0.04244691,-0.004018664,-0.1574999,-0.09068844,-0.01034699,-0.001357879,-0.06135041,-0.00100031,-0.01383,-0.001557257,0.5392257,-0.01772526,-0.0163305,-0.001521033,-0.03155527,-0.03987552,-0.02745953,0.3696193,0.1095375,-0.002846514,-0.001992976,0.2049973,0.4627279,0.6136266,0.004557128,0.0001975309,25.37587,0.007409705,0.0004446639,0.0005939039,0.001814009,0.01422369,0.15,0.1,0.001975309,-0.02611852,0.1851381,0.9476969,1.604416,38518,0.9901398,546.93,44.35825
26,1789950892.867,-0.2741942,-0.2937331,0.8532016,-0.04862254,-0.004704285,-0.1799999,-0.09261089,-0.01227449,-1.795054e-06,-0.06486275,-0.001189654,-0.0345,-0.000960122,0.5693709,-0.02174528,-0.03610314,0,-0.03172811,-0.04765154,-0.02718914,0.4428638,0.02230632,-0.003230921,-0.002413601,0.2118587,0.5795189,0.5467076,0.004450893,0.0004444444,25.32835,0.007098939,0.0004061842,0.0005313476,0.001710515,0.01174716,0,0.1,0.004444445,-0.02409427,0.1062722,0.9482102,1.58691,38776,0.9872745,599.43,48.63346
27,1789950895.431,-0.2876349,-0.3114524,0.8846269,-0.05105957,-0.005528382,-0.2162499,-0.1011876,-0.01266783,-0.01103785,-0.06960221,-0.001221843,-0.01925,-0.001210325,0.6963894,-0.02183226,-0.02039682,-0.00081659,-0.03599205,-0.05358277,-0.02752167,0.4554002,0.1286214,-0.003429147,-0.002566048,0.2396922,0.5710393,0.8016419,0.004372203,0.0001316872,25.2665,0.006906136,0.0003885801,0.0005245702,0.001620782,0.01686091,0.25,0.1,0.001316872,-0.02789758,0.1610061,0.9526272,1.605108,38434,0.9846562,611.43,49.02948
28,1789950898.006,-0.3388107,-0.3578992,1.044003,-0.06155679,-0.007028944,-0.3374998,-0.115284,-0.01468609,-0.01462433,-0.08122252,-0.001449192,-0.03515,-0.001344709,0.7270515,-0.02767575,-0.0385386,0,-0.04136527,-0.06941301,-0.03524993,0.5348382,0.05537059,-0.003979533,-0.003146472,0.2822523,0.6173778,0.9626846,0.0042731,0.0004444444,25.23557,0.006756009,0.00038186,0.0004969977,0.001604051,0.01155908,0,0.15,0.004444445,-0.02396197,0.1046834,0.9519157,1.617623,38257,0.9823092,628.46,50.62
29,1789950900.560,-0.2642861,-0.2939826,0.8216268,-0.05054682,-0.004406595,-0.10375,-0.09023702,-0.0115908,-0.002311714,-0.06470324,-0.001137854,-0.03021,-0.001421571,0.5508007,-0.02082539,-0.03382525,-0.0007902218,-0.03053376,-0.04219685,-0.02805042,0.4266176,0.02761718,-0.003123147,-0.00229461,0.2313624,0.5446531,0.6901587,0.004207585,0.0002962963,25.16843,0.006655804,0.0003760073,0.0004876493,0.001584562,0.01718239,0.15,0.1,0.002962963,-0.02735248,0.118224,0.9383357,1.609083,38589,0.9793507,655.46,52.29518
30,1789950903.129,-0.363882,-0.3897671,1.116005,-0.06613868,-0.006677135,-0.2116666,-0.1207144,-0.01586663,-0.0008343399,-0.08397868,-0.00155555,-0.03144,-0.001299067,0.8505694,-0.03013611,-0.03495675,0,-0.04294436,-0.05710064,-0.03239499,0.5756764,0.108221,-0.004261668,-0.003297001,0.3128332,0.699356,0.8465127,0.004037787,0.0001316872,25.13326,0.006333955,0.0003564683,0.0004366051,0.001503095,0.01469114,0.2,0.1,0.001316872,-0.02914122,0.1028307,0.9520946,1.611473,38346,0.9770133,705.99,57.06234
31,1789950905.693,-0.3750171,-0.3979963,1.152006,-0.07029392,-0.005281465,-0.06000001,-0.1286141,-0.0165153,-0.0113772,-0.09135707,-0.001592468,-0.04165,-0.002430746,0.7901275,-0.03142123,-0.04693567,-0.001832999,-0.04124109,-0.05766156,-0.03769246,0.6048135,0.05498573,-0.00435809,-0.003119669,0.2944707,0.8180125,0.9298683,0.004000704,0.0004444444,25.09199,0.006237768,0.0003407957,0.000410708,0.00148556,0.01142541,0,0.15,0.004444445,-0.02487221,0.09846231,0.9496408,1.607754,38439,0.9742866,713.34,58.47401
32,1789950908.248,-0.3838295,-0.407476,1.188007,-0.06850375,-0.007132488,-0.2899998,-0.1263925,-0.01693531,-0.005525907,-0.08846974,-0.001657528,-0.04404,-0.001452392,0.8132653,-0.03053958,-0.05113355,0,-0.04534092,-0.06701972,-0.03849777,0.6139714,0.03190201,-0.004540884,-0.003351197,0.3003802,0.7097241,0.8199999,0.004008105,0.0002962963,25.00909,0.006267796,0.0003543385,0.0004265503,0.001478802,0.01774685,0.15,0.1,0.002962963,-0.02841118,0.08150807,0.9451711,1.603906,38564,0.9703463,749.37,61.31918
