step,wall_time,Episode_Reward/action_rate,Episode_Reward/alive,Episode_Reward/base_height,Episode_Reward/base_motion,Episode_Reward/failure,Episode_Reward/joint_limits,Episode_Reward/joint_vel,Episode_Reward/reach_coarse,Episode_Reward/reach_fine,Episode_Reward/upright,Episode_Termination/bad_orientation,Episode_Termination/base_contact,Episode_Termination/low_base,Episode_Termination/outside_workspace,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/ee_position/position_error_m,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
213,1789554965.666,-0.09574963,0.500002,-0.01092998,-0.004854599,0,0,-0.005364295,1.932685,0.7451526,-0.0169064,0,0,0,0,1,13.97851,0.0003844336,-0.004817347,0.000662066,0.01309121,0.4523904,0.03794861,100240,0.5632278,500,30.59638
214,1789554966.149,-0.1039114,0.500002,-0.005283334,-0.004395129,0,0,-0.005114364,1.943557,0.7682621,-0.01530878,0,0,0,0,1,13.9585,0.0005766504,-0.003245763,0.0006254686,0.02679212,0.4402764,0.03947854,102452,0.5628335,500,30.59835
215,1789554966.633,-0.09429165,0.500002,-0.009126513,-0.004696587,0,0,-0.005135046,1.943295,0.7748165,-0.01478203,0,0,0,0,1,13.94287,0.0003844336,-0.005805129,0.000884875,0.01314794,0.4415569,0.03945732,102184,0.5626832,500,30.60746
216,1789554967.115,-0.09479117,0.500002,-0.006389353,-0.004724538,0,0,-0.005027323,1.941079,0.7462732,-0.01561107,0,0,0,0,1,13.92968,0.0003844336,-0.004009828,0.0007141589,0.01594366,0.4390848,0.03929162,102747,0.5624222,500,30.60774
217,1789554967.594,-0.09296812,0.500002,-0.006831007,-0.004771529,0,0,-0.004993869,1.936931,0.7502297,-0.01525054,0,0,0,0,1,13.91864,0.0002562891,-0.00469326,0.0006803831,0.01283987,0.4374878,0.038275,103311,0.5622571,500,30.60209
218,1789554968.083,-0.09431554,0.500002,-0.00570888,-0.004380782,0,0,-0.00566652,1.937102,0.7371876,-0.01621725,0,0,0,0,1,13.91014,0.0003844336,-0.006941065,0.0005527533,0.02274149,0.4469588,0.03823471,101303,0.5621304,500,30.60191
219,1789554968.571,-0.09954682,0.500002,-0.009151397,-0.004584448,0,0,-0.005109651,1.94047,0.7681014,-0.01471101,0,0,0,0,1,13.89859,0.0003844336,-0.005252167,0.0005721541,0.01587649,0.445507,0.03927636,101389,0.5619604,500,30.618
220,1789554969.079,-0.09799697,0.500002,-0.006348781,-0.004541633,0,0,-0.005115299,1.94355,0.7647731,-0.01508111,0,0,0,0,1,13.87885,0.0003844336,-0.003702388,0.0005489246,0.01901191,0.4643431,0.03930473,97592,0.5616055,500,30.65839
221,1789554969.599,-0.09737702,0.500002,-0.007455691,-0.004731276,0,0,-0.005043674,1.942427,0.766596,-0.01533835,0,0,0,0,1,13.86804,0.0003844336,-0.003969944,0.0005399097,0.01724996,0.4767246,0.03931499,95248,0.5615433,500,30.72207
222,1789554970.124,-0.09828064,0.500002,-0.008100749,-0.004741149,0,0,-0.005129296,1.942354,0.7672006,-0.01544285,0,0,0,0,1,13.86045,0.0003844336,-0.004887633,0.000607693,0.01787249,0.4813573,0.03939819,94385,0.561426,500,30.74886
223,1789554970.652,-0.09823459,0.500002,-0.007316635,-0.004618314,0,0,-0.005123013,1.942948,0.7697967,-0.01538717,0,0,0,0,1,13.84524,0.0005766504,-0.005031619,0.0006275621,0.01860368,0.4844725,0.03952336,93802,0.5611006,500,30.85249
224,1789554971.175,-0.09581168,0.500002,-0.008244465,-0.004813182,0,0,-0.005215961,1.94112,0.7658447,-0.01513537,0,0,0,0,1,13.84159,0.0003844336,-0.003460988,0.0007756118,0.01651962,0.4816439,0.03817844,94555,0.5613796,500,30.7854
225,1789554971.702,-0.09578517,0.500002,-0.007797401,-0.004753037,0,0,-0.005241839,1.94201,0.7662982,-0.01509998,0,0,0,0,1,13.84125,0.0003844336,-0.004924574,0.0006583537,0.01895344,0.4834859,0.03940082,94001,0.5614397,500,30.79943
226,1789554972.230,-0.0974035,0.500002,-0.008263098,-0.004746525,0,0,-0.005151562,1.942387,0.7695279,-0.01503184,0,0,0,0,1,13.83926,0.0003844336,-0.004082978,0.0006182011,0.01666189,0.4840474,0.03942156,93896,0.5616747,500,30.79152
227,1789554972.755,-0.09675141,0.500002,-0.007459102,-0.004682036,0,0,-0.005120513,1.943422,0.7728319,-0.01495497,0,0,0,0,1,13.83716,0.0003844336,-0.005177445,0.000625636,0.01847807,0.4825685,0.03860378,94310,0.5616895,500,30.88498
228,1789554973.279,-0.09728893,0.500002,-0.008160619,-0.004712555,0,0,-0.005073444,1.943011,0.7719268,-0.0147816,0,0,0,0,1,13.8294,0.0003844336,-0.006038112,0.0005874086,0.01711716,0.4787357,0.04102802,94566,0.5616257,500,30.84108
229,1789554973.784,-0.09580787,0.500002,-0.00865053,-0.004659081,0,0,-0.005001725,1.943006,0.7783377,-0.01503356,0,0,0,0,1,13.81892,0.0002562891,-0.002897293,0.000748169,0.01497417,0.4629424,0.03836203,98048,0.5614354,500,30.86811
230,1789554974.275,-0.09681874,0.500002,-0.008945564,-0.004849079,0,0,-0.005178456,1.942013,0.7718351,-0.01524882,0,0,0,0,1,13.81343,0.0002562891,-0.006821561,0.0006580784,0.01901638,0.4479666,0.03935838,100860,0.5611896,500,30.87249
231,1789554974.774,-0.09624287,0.500002,-0.009295352,-0.004882808,0,0,-0.005115856,1.941532,0.7711355,-0.01479872,0,0,0,0,1,13.79194,0.0003844336,-0.005232539,0.0005806647,0.01509975,0.4565392,0.03809261,99370,0.5604848,500,30.8785
232,1789554975.278,-0.09853216,0.500002,-0.006869351,-0.004841262,0,0,-0.005055961,1.945379,0.7783521,-0.0147222,0,0,0,0,1,13.77003,0.0002562891,-0.005524374,0.0005655456,0.01708806,0.4611604,0.03925729,98221,0.5599511,500,30.89769
233,1789554975.768,-0.09624925,0.500002,-0.009431183,-0.005241201,0,0,-0.005159338,1.939543,0.7670142,-0.01513944,0,0,0,0,1,13.74854,0.0003844336,-0.007167596,0.0005376528,0.01267499,0.446959,0.03827548,101295,0.5597292,500,30.89418
234,1789554976.257,-0.09816471,0.500002,-0.007918256,-0.00471402,0,0,-0.005205388,1.945967,0.7850806,-0.01442777,0,0,0,0,1,13.73634,0.0003844336,-0.006517209,0.000530127,0.01580924,0.4461794,0.03927231,101250,0.5598179,500,30.90211
235,1789554976.736,-0.1054802,0.500002,-0.006174039,-0.004090709,0,0,-0.004830075,1.951787,0.8009801,-0.01488546,0,0,0,0,1,13.72787,0.0003844336,-0.003246932,0.0006053589,0.01371738,0.4365742,0.03866935,103424,0.5595676,500,30.90587
236,1789554977.213,-0.1002495,0.500002,-0.006548919,-0.004399703,0,0,-0.004931908,1.950252,0.8099185,-0.0159422,0,0,0,0,1,13.7096,0.0003844336,-0.004635175,0.001026135,0.008490915,0.4355879,0.03829908,103720,0.5591433,500,30.90879
237,1789554977.693,-0.09514245,0.500002,-0.006093274,-0.004814737,0,0,-0.005851239,1.95008,0.7904419,-0.01497538,0,0,0,0,1,13.69423,0.0003844336,-0.00378234,0.0008490392,0.01116499,0.4375174,0.03867745,103218,0.5586826,500,30.90929
238,1789554978.172,-0.1043478,0.500002,-0.006493827,-0.004579791,0,0,-0.00491777,1.953556,0.7984328,-0.01447566,0,0,0,0,1,13.67298,0.0002562891,-0.005043081,0.0006584132,0.01843323,0.4371879,0.03874683,103274,0.5584577,500,30.90965
239,1789554978.657,-0.0917844,0.500002,-0.008608061,-0.00488523,0,0,-0.00491033,1.944432,0.7818273,-0.01457307,0,0,0,0,1,13.65571,0.0003844336,-0.007254401,0.0005136559,0.02116594,0.4429555,0.03841925,102107,0.5579481,500,30.92213
240,1789554979.146,-0.09467953,0.500002,-0.00735707,-0.004960235,0,0,-0.005353516,1.944231,0.7861629,-0.0157775,0,0,0,0,1,13.63144,0.0002562891,-0.00450859,0.000510752,0.01845901,0.4463243,0.03833961,101414,0.557452,500,30.92479
241,1789554979.658,-0.09467533,0.500002,-0.008264048,-0.00497571,0,0,-0.00510469,1.94311,0.7805759,-0.01473626,0,0,0,0,1,13.6082,0.0003844336,-0.006416749,0.0005034332,0.01797668,0.4701815,0.03829288,96665,0.5567368,500,30.94635
242,1789554980.174,-0.09367688,0.500002,-0.007493054,-0.005032897,0,0,-0.005146781,1.94489,0.7835253,-0.01449733,0,0,0,0,1,13.58687,0.0002562891,-0.002315682,0.0004786511,0.01597543,0.474448,0.03797579,95920,0.556481,500,31.00963
243,1789554980.699,-0.0936027,0.500002,-0.008013554,-0.004980176,0,0,-0.005067882,1.944558,0.7840106,-0.01447699,0,0,0,0,1,13.57369,0.0003844336,-0.006075388,0.0004927514,0.01679068,0.4814534,0.03921771,94401,0.5562247,500,31.02217
244,1789554981.228,-0.09449457,0.500002,-0.007655862,-0.004985666,0,0,-0.005100235,1.945174,0.7843029,-0.01458307,0,0,0,0,1,13.56304,0.0002562891,-0.004781008,0.0004881153,0.01772926,0.4871576,0.03802705,93589,0.5561054,500,31.0246
245,1789554981.754,-0.09325948,0.500002,-0.007327415,-0.004917488,0,0,-0.005188263,1.945963,0.7869458,-0.01464708,0,0,0,0,1,13.55251,0.0003844336,-0.005807467,0.0005355385,0.01782549,0.482691,0.03943896,94137,0.5558246,500,31.0817
246,1789554982.279,-0.09367047,0.500002,-0.007262073,-0.004914967,0,0,-0.005106089,1.945735,0.786703,-0.01471833,0,0,0,0,1,13.5438,0.0002562891,-0.004994879,0.0005474027,0.01738567,0.4818883,0.038764,94404,0.5557744,500,31.08043
247,1789554982.807,-0.09430826,0.500002,-0.007003525,-0.004920518,0,0,-0.005066891,1.946343,0.7878196,-0.01444683,0,0,0,0,1,13.53018,0.0003844336,-0.005542988,0.0005208086,0.01561592,0.4863985,0.03819489,93695,0.555304,500,31.10399
248,1789554983.334,-0.09314224,0.500002,-0.00679235,-0.00490002,0,0,-0.005111692,1.946623,0.7890986,-0.01449276,0,0,0,0,1,13.51212,0.0002562891,-0.005272551,0.0004935989,0.01581652,0.4840515,0.03870964,94023,0.5550721,500,31.09323
249,1789554983.857,-0.09324669,0.500002,-0.00729652,-0.004885764,0,0,-0.004990148,1.946081,0.7899663,-0.01443615,0,0,0,0,1,13.49631,0.0003844336,-0.005679808,0.0005077615,0.01711165,0.4806588,0.03836656,94700,0.5547717,500,31.13179
250,1789554984.358,-0.09032801,0.500002,-0.008310386,-0.004933665,0,0,-0.005026014,1.94486,0.7830682,-0.01529588,0,0,0,0,1,13.48097,0.0003844336,-0.001918857,0.0008579579,0.01109838,0.4581101,0.03882718,98909,0.5545372,500,31.10638
251,1789554984.860,-0.0867586,0.500002,-0.01052401,-0.005406455,0,0,-0.005196019,1.94176,0.7806311,-0.01437672,0,0,0,0,1,13.47534,0.0002562891,-0.002666821,0.0005673924,0.01699064,0.4565408,0.03814864,99359,0.5544493,500,31.07829
252,1789554985.364,-0.09125333,0.500002,-0.006316257,-0.004868685,0,0,-0.005111302,1.946908,0.7923457,-0.01457663,0,0,0,0,1,13.46146,0.0003844336,-0.007102462,0.0005037256,0.01499138,0.4622655,0.03859091,98135,0.5539956,500,31.08993
253,1789554985.866,-0.09235849,0.500002,-0.005096079,-0.004599338,0,0,-0.0047863,1.950001,0.8036141,-0.01479774,0,0,0,0,1,13.44625,0.0001708594,-0.0004171382,0.0004642952,0.01977237,0.4589953,0.03856969,98785,0.5536453,500,31.11681
254,1789554986.366,-0.09257152,0.500002,-0.006214406,-0.004845811,0,0,-0.00503646,1.948483,0.7929465,-0.01428157,0,0,0,0,1,13.43132,0.0002562891,-0.006206434,0.0004791597,0.01131901,0.4567797,0.03954959,99031,0.5531388,500,31.12066
255,1789554986.852,-0.08849852,0.500002,-0.007399411,-0.004929048,0,0,-0.00511914,1.942629,0.7841139,-0.01368167,0,0,0,0,1,13.41589,0.0002562891,-0.003800882,0.0004499851,0.01701054,0.4445188,0.03835797,101789,0.5529009,500,31.12686
256,1789554987.337,-0.08860168,0.500002,-0.004969588,-0.004688285,0,0,-0.005555613,1.949553,0.790393,-0.0140927,0,0,0,0,1,13.40856,0.0002562891,-0.005138905,0.0004329098,0.01295937,0.4419036,0.03942895,102116,0.5527246,500,31.13128
257,1789554987.817,-0.09239125,0.500002,-0.008800684,-0.004596604,0,0,-0.004561369,1.945911,0.8016853,-0.01444987,0,0,0,0,1,13.39473,0.0003844336,-0.006269184,0.0004396334,0.005825443,0.4365907,0.0391748,103311,0.552388,500,31.13607
258,1789554988.293,-0.09490027,0.500002,-0.005403679,-0.004709517,0,0,-0.004645341,1.950616,0.8117189,-0.01306058,0,0,0,0,1,13.37522,0.0003844336,-0.0036933,0.002922578,0.009769518,0.4345889,0.03871799,103848,0.5519415,500,31.13868
259,1789554988.774,-0.09351528,0.500002,-0.004987333,-0.004543364,0,0,-0.00481328,1.946952,0.7901622,-0.01467704,0,0,0,0,1,13.35921,0.0001708594,-0.003251611,0.0004542117,0.01010676,0.4393163,0.03822875,102926,0.5516026,500,31.1363
260,1789554989.264,-0.08936521,0.500002,-0.005592164,-0.004952748,0,0,-0.004957835,1.946386,0.7803167,-0.01455545,0,0,0,0,1,13.34845,0.0002562891,-0.006543157,0.0004135051,0.02000931,0.4469995,0.03852153,101235,0.5512272,500,31.14422
261,1789554989.758,-0.08616968,0.500002,-0.007430802,-0.005137992,0,0,-0.004925077,1.946347,0.7967471,-0.01372933,0,0,0,0,1,13.32717,0.0003844336,-0.005315705,0.0004397387,0.01782998,0.4518244,0.03906107,100129,0.5507987,500,31.16382
262,1789554990.271,-0.09267622,0.500002,-0.005617712,-0.004723878,0,0,-0.004931911,1.949329,0.8020563,-0.01372143,0,0,0,0,1,13.31658,0.0001708594,0.0001986943,0.0004603628,0.01823417,0.470382,0.03916788,96461,0.5507156,500,31.24031
263,1789554990.791,-0.09182151,0.500002,-0.005732164,-0.004686226,0,0,-0.004915637,1.949462,0.8026587,-0.01395997,0,0,0,0,1,13.30778,0.0003844336,-0.004409458,0.0004435066,0.01508205,0.4766307,0.03858018,95401,0.550486,500,31.30552
264,1789554991.317,-0.08982529,0.500002,-0.005995497,-0.004879758,0,0,-0.00503013,1.949656,0.8031042,-0.01404156,0,0,0,0,1,13.29596,0.0003844336,-0.003759334,0.0004684255,0.01473435,0.4841986,0.03843546,94046,0.5503923,500,31.33342
265,1789554991.846,-0.0904651,0.500002,-0.005824886,-0.004841264,0,0,-0.005000497,1.949218,0.801616,-0.01401472,0,0,0,0,1,13.28789,0.0002562891,-0.003549306,0.0004962184,0.01656786,0.4863892,0.03855681,93632,0.5503016,500,31.27528
266,1789554992.376,-0.0895897,0.500002,-0.00600978,-0.004878322,0,0,-0.005036403,1.949668,0.8021007,-0.01389459,0,0,0,0,1,13.27501,0.0003844336,-0.005427917,0.0004687449,0.01497298,0.4858515,0.03955317,93550,0.5499459,500,31.32625
267,1789554992.903,-0.0896387,0.500002,-0.006310645,-0.004960376,0,0,-0.004937595,1.949726,0.8048946,-0.01361035,0,0,0,0,1,13.26306,0.0001708594,-0.003767622,0.0005058221,0.01417542,0.4839094,0.03969336,93872,0.5497722,500,31.37708
268,1789554993.430,-0.09003922,0.500002,-0.006190976,-0.004847272,0,0,-0.004900686,1.950355,0.80655,-0.01377102,0,0,0,0,1,13.24888,0.0003844336,-0.00628845,0.0004819004,0.01697849,0.4848053,0.0379343,94027,0.5494189,500,31.37012
269,1789554993.955,-0.08879548,0.500002,-0.005877696,-0.004864002,0,0,-0.005002027,1.950297,0.8050932,-0.01353227,0,0,0,0,1,13.23621,0.0002562891,-0.003906677,0.0004830918,0.01532982,0.4810021,0.03949022,94433,0.5491804,500,31.36433
270,1789554994.481,-0.08851062,0.500002,-0.006189839,-0.004947431,0,0,-0.005068654,1.949658,0.8027754,-0.01354217,0,0,0,0,1,13.22825,0.0003844336,-0.004363513,0.0004708509,0.01624956,0.4841392,0.03811407,94115,0.5492438,500,31.33118
271,1789554994.980,-0.08973935,0.500002,-0.006241904,-0.004890186,0,0,-0.005013754,1.950579,0.812451,-0.01372866,0,0,0,0,1,13.23054,0.0003844336,-0.002665308,0.0006865149,0.01721515,0.456423,0.03911614,99188,0.5494422,500,31.33779
272,1789554995.480,-0.08658622,0.500002,-0.006350195,-0.00511136,0,0,-0.005308754,1.949146,0.8038945,-0.01396408,0,0,0,0,1,13.23397,0.0002562891,-0.002676136,0.0004909347,0.01594263,0.4557765,0.03965211,99211,0.5494374,500,31.34928
273,1789554995.978,-0.09041645,0.500002,-0.006279762,-0.004726154,0,0,-0.0047836,1.952674,0.8167841,-0.01306391,0,0,0,0,1,13.22679,0.0002562891,-0.004928527,0.0004523036,0.01792518,0.4568155,0.0381856,99296,0.5493057,500,31.37711
274,1789554996.471,-0.08918252,0.500002,-0.006310667,-0.005006071,0,0,-0.004827425,1.951906,0.8160986,-0.01301309,0,0,0,0,1,13.22113,0.0002562891,-0.004400592,0.0004232698,0.01977757,0.450274,0.03821969,100619,0.5492694,500,31.3862
275,1789554996.964,-0.0899968,0.500002,-0.006021839,-0.004830816,0,0,-0.004645983,1.949954,0.8137104,-0.01306015,0,0,0,0,1,13.21088,0.0003844336,-0.004581118,0.0004117779,0.01440677,0.4496424,0.03949165,100487,0.5488864,500,31.40405
276,1789554997.448,-0.08673694,0.500002,-0.008223211,-0.005002253,0,0,-0.004864503,1.947215,0.8086728,-0.01305313,0,0,0,0,1,13.19255,0.0002562891,-0.002701405,0.0005920174,0.01475162,0.4405816,0.03928256,102428,0.5485214,500,31.40853
277,1789554997.929,-0.09218803,0.500002,-0.0057415,-0.004297688,0,0,-0.004810482,1.954012,0.8222146,-0.01355851,0,0,0,0,1,13.17961,0.0002562891,-0.003774061,0.0003857077,0.01374535,0.4392786,0.03808236,102966,0.548284,500,31.41113
278,1789554998.412,-0.08857934,0.500002,-0.006686802,-0.004870072,0,0,-0.005155279,1.949938,0.7991762,-0.01318537,0,0,0,0,1,13.17035,0.0001708594,-0.004137778,0.0003952649,0.01547414,0.442034,0.03812623,102365,0.5481276,500,31.41339
279,1789554998.895,-0.08338192,0.500002,-0.007510291,-0.00532716,0,0,-0.005391435,1.948722,0.8013225,-0.01307207,0,0,0,0,1,13.16014,0.0002562891,-0.005643415,0.0003890634,0.01672008,0.4396636,0.03943706,102592,0.547892,500,31.40754
280,1789554999.379,-0.08189242,0.500002,-0.009333263,-0.005949548,0,0,-0.0053466,1.942542,0.7890331,-0.01332369,0,0,0,0,1,13.1445,0.0002562891,-0.003714497,0.0003829595,0.01076463,0.4419956,0.03862953,102266,0.5473566,500,31.41424
281,1789554999.865,-0.09300139,0.500002,-0.006370691,-0.00464326,0,0,-0.004546116,1.951484,0.8234381,-0.01380588,0,0,0,0,1,13.12724,0.0001708594,-0.003034117,0.0003796314,0.01509407,0.4436274,0.03832412,101985,0.5470064,500,31.42078
282,1789555000.361,-0.08718755,0.500002,-0.005608426,-0.004623548,0,0,-0.004769555,1.952341,0.817081,-0.01388411,0,0,0,0,1,13.11134,0.0002562891,-0.003202111,0.0003847252,0.01554076,0.4530685,0.03871584,99946,0.5465742,500,31.43934
283,1789555000.874,-0.08663005,0.500002,-0.007267895,-0.004955566,0,0,-0.00483814,1.951795,0.8198379,-0.01300502,0,0,0,0,1,13.09489,0.0001708594,-0.004704987,0.0003873611,0.01226898,0.4713383,0.03800154,96501,0.5463133,500,31.49142
284,1789555001.400,-0.08734711,0.500002,-0.005909077,-0.004915572,0,0,-0.004987326,1.952476,0.8148212,-0.01287993,0,0,0,0,1,13.08109,0.0002562891,-0.005429656,0.0003994572,0.0143725,0.4840865,0.03841901,94069,0.5459892,500,31.53464
285,1789555001.930,-0.08780544,0.500002,-0.006271146,-0.004881124,0,0,-0.00487243,1.953045,0.8193593,-0.01272624,0,0,0,0,1,13.06917,0.0003844336,-0.004985506,0.0004250371,0.0143091,0.4871039,0.03811097,93584,0.5459567,500,31.55336
286,1789555002.461,-0.08614159,0.500002,-0.006425093,-0.005037514,0,0,-0.004919206,1.951924,0.8144323,-0.01272875,0,0,0,0,1,13.06772,0.0001708594,-0.003528282,0.0004445682,0.01495963,0.4895957,0.03786325,93186,0.545972,500,31.54328
287,1789555002.990,-0.08656649,0.500002,-0.006440668,-0.004930721,0,0,-0.004902669,1.952657,0.8185964,-0.01279589,0,0,0,0,1,13.05876,0.0003844336,-0.004557943,0.0004371983,0.0135597,0.4858737,0.03895092,93654,0.5457582,500,31.55965
288,1789555003.527,-0.08673697,0.500002,-0.006947256,-0.004920192,0,0,-0.004856599,1.952396,0.8200225,-0.01298591,0,0,0,0,1,13.04365,0.0002562891,-0.00581296,0.001408261,0.01406378,0.4929838,0.03914833,92368,0.5455192,500,31.56283
289,1789555004.054,-0.08689031,0.500002,-0.006341939,-0.00493978,0,0,-0.00486987,1.95344,0.8204727,-0.0127019,0,0,0,0,1,13.03821,0.0002562891,-0.005007032,0.0008400673,0.01524534,0.484139,0.03856301,94034,0.5455964,500,31.59507
290,1789555004.580,-0.0864779,0.500002,-0.006012394,-0.004896353,0,0,-0.004786147,1.953984,0.8230553,-0.0125688,0,0,0,0,1,13.03389,0.0003844336,-0.005117026,0.000475161,0.01480788,0.48456,0.03809905,94042,0.5456178,500,31.61274
291,1789555005.101,-0.08455725,0.500002,-0.006612681,-0.005022338,0,0,-0.004908349,1.951887,0.8211167,-0.01275923,0,0,0,0,1,13.02673,0.0002562891,-0.00480294,0.0004919461,0.01217563,0.4785769,0.03785944,95175,0.5456272,500,31.60117
292,1789555005.603,-0.08615067,0.500002,-0.006789042,-0.004904597,0,0,-0.004717718,1.954747,0.8276886,-0.01259554,0,0,0,0,1,13.02286,0.0002562891,-0.004696106,0.0006649654,0.01248899,0.4601748,0.03780079,98703,0.5455731,500,31.61541
293,1789555006.101,-0.08485725,0.500002,-0.00608824,-0.005063153,0,0,-0.005130984,1.953492,0.8196422,-0.01295685,0,0,0,0,1,13.014,0.0002562891,-0.004970815,0.0004183133,0.01810137,0.456219,0.03796458,99461,0.5452963,500,31.61196
294,1789555006.603,-0.08142236,0.500002,-0.005805077,-0.005108925,0,0,-0.00487454,1.951957,0.8182084,-0.0131383,0,0,0,0,1,12.99953,0.0003844336,-0.004414988,0.0004033961,0.01611434,0.4600804,0.03822041,98639,0.5451168,500,31.6247
295,1789555007.096,-0.08671421,0.500002,-0.004957061,-0.004871143,0,0,-0.004726538,1.955729,0.8341292,-0.01174806,0,0,0,0,1,12.98881,0.0001708594,-0.003429905,0.0004407156,0.022323,0.4512069,0.03837562,100395,0.5448731,500,31.63362
296,1789555007.590,-0.08174826,0.500002,-0.00768716,-0.005186755,0,0,-0.004863985,1.952076,0.823888,-0.01306714,0,0,0,0,1,12.97956,0.0002562891,-0.006490106,0.0003902157,0.01333289,0.4515808,0.03874516,100243,0.5446464,500,31.63688
297,1789555008.075,-0.08582996,0.500002,-0.00680919,-0.004568316,0,0,-0.004722273,1.954903,0.8267832,-0.01271744,0,0,0,0,1,12.9693,0.0002562891,-0.00350228,0.0003787535,0.01774026,0.4427109,0.03853774,102134,0.5443003,500,31.63531
298,1789555008.553,-0.0882926,0.500002,-0.004858144,-0.004859707,0,0,-0.005244938,1.958325,0.816928,-0.01320412,0,0,0,0,1,12.94806,0.0003844336,-0.004844158,0.0003542115,0.01208528,0.4352646,0.03848886,103750,0.5437827,500,31.63191
299,1789555009.031,-0.08739127,0.500002,-0.00673461,-0.004695727,0,0,-0.004864542,1.957254,0.8324339,-0.01199159,0,0,0,0,1,12.93019,0.0001708594,-0.001722636,0.0004080201,0.01258506,0.436007,0.03827453,103634,0.5436452,500,31.63653
300,1789555009.515,-0.08364639,0.500002,-0.00779059,-0.005108158,0,0,-0.004915524,1.953215,0.8266706,-0.01188486,0,0,0,0,1,12.92111,0.0002562891,-0.005478853,0.0003232051,0.007036007,0.4431481,0.03794265,102167,0.5433515,500,31.63292
301,1789555010.006,-0.07960875,0.500002,-0.006467362,-0.00544559,0,0,-0.00492719,1.952522,0.8215272,-0.0126612,0,0,0,0,1,12.9074,0.0001708594,-0.002950049,0.0003374898,0.01316925,0.4463315,0.0380764,101468,0.5430585,500,31.63394
302,1789555010.492,-0.07892133,0.500002,-0.008585487,-0.005747681,0,0,-0.004996654,1.950001,0.816893,-0.01287376,0,0,0,0,1,12.8935,0.0002562891,-0.006488129,0.0003231302,0.01475373,0.4444447,0.03797698,101885,0.5427246,500,31.63655
303,1789555010.990,-0.0824255,0.500002,-0.005911296,-0.004995838,0,0,-0.004924478,1.955911,0.8275713,-0.01274271,0,0,0,0,1,12.88129,0.0001708594,-0.003079505,0.0003195911,0.0124456,0.4558959,0.0382297,99472,0.5423757,500,31.65701
304,1789555011.508,-0.0832471,0.500002,-0.006070522,-0.005087962,0,0,-0.004822987,1.95279,0.8210621,-0.01254857,0,0,0,0,1,12.86689,0.0002562891,-0.004764354,0.0003503917,0.01807632,0.4765856,0.03786731,95542,0.5423641,500,31.6788
305,1789555012.032,-0.08330812,0.500002,-0.005801562,-0.004843591,0,0,-0.004765488,1.954977,0.8269095,-0.01242466,0,0,0,0,1,12.8607,0.0003844336,-0.003196401,0.000342517,0.01357097,0.4820652,0.03803468,94504,0.5420166,500,31.68307
306,1789555012.566,-0.0826594,0.500002,-0.00540868,-0.004982114,0,0,-0.004773913,1.954477,0.8248047,-0.01253985,0,0,0,0,1,12.84436,0.0002562891,-0.004455511,0.0003733979,0.01365528,0.4916489,0.03854442,92705,0.5415861,500,31.6856
307,1789555013.096,-0.08266494,0.500002,-0.005612691,-0.004922689,0,0,-0.004724411,1.954877,0.827255,-0.01230725,0,0,0,0,1,12.82704,0.0003844336,-0.004585268,0.0004261798,0.01424865,0.4875882,0.03835154,93455,0.5411881,500,31.725
308,1789555013.624,-0.08288723,0.500002,-0.005877914,-0.004968941,0,0,-0.004789163,1.954805,0.8265849,-0.01239725,0,0,0,0,1,12.81736,0.0001708594,-3.442312e-05,0.0004039104,0.01526823,0.4852469,0.03804278,93928,0.5410917,500,31.68616
309,1789555014.151,-0.08208485,0.500002,-0.005676097,-0.005022281,0,0,-0.004777548,1.954652,0.8273882,-0.01217296,0,0,0,0,1,12.81037,0.0002562891,-0.005668818,0.0003999043,0.01518156,0.4852304,0.03821921,93900,0.5410138,500,31.70168
310,1789555014.678,-0.08141303,0.500002,-0.006210289,-0.005036891,0,0,-0.004709298,1.95404,0.8275759,-0.01224506,0,0,0,0,1,12.80327,0.0003844336,-0.004764749,0.0003877594,0.01404828,0.4840968,0.03818369,94110,0.5408975,500,31.73065
311,1789555015.203,-0.08174944,0.500002,-0.005451049,-0.004880726,0,0,-0.004724482,1.955325,0.8295407,-0.01235519,0,0,0,0,1,12.79953,0.0001708594,-0.001446114,0.000370775,0.0142595,0.4837875,0.03785563,94225,0.5408146,500,31.77106
312,1789555015.716,-0.08236216,0.500002,-0.005806992,-0.004914693,0,0,-0.004827317,1.954347,0.8268223,-0.01203196,0,0,0,0,1,12.79441,0.0002562891,-0.002690978,0.0004232357,0.01473813,0.471036,0.03776836,96602,0.5406922,500,31.721
313,1789555016.214,-0.08190508,0.500002,-0.004464434,-0.004586199,0,0,-0.004651082,1.955689,0.8239965,-0.01327269,0,0,0,0,1,12.79515,0.0003844336,-0.002953893,0.0005306322,0.01541652,0.4560831,0.0379796,99485,0.5409426,500,31.74127
314,1789555016.710,-0.08244541,0.500002,-0.004653531,-0.004805282,0,0,-0.004759075,1.956122,0.8300061,-0.01215596,0,0,0,0,1,12.79704,0.0002562891,-0.003658044,0.0004214466,0.01396709,0.4549482,0.03799891,99710,0.5411759,500,31.73616
