step,base_height_m,tilt_deg,base_drift_m,leg_joint_dev_rad,arm_joint_dev_rad,leg_torque_nm,arm_contact_n,base_x_m,base_y_m,base_yaw_deg
0,0.31997,0.791594,0.0013247,0.047067,0.00418829,1.54114,0,-0.00132212,-2.48849e-06,-0.000488385
1,0.316524,1.36881,0.00248397,0.0738819,0.00349005,2.4828,0,-0.00248396,-4.85778e-06,-0.00111339
2,0.310237,1.70198,0.00354459,0.120418,0.002774,3.89808,0,-0.00354458,-7.19726e-06,-0.00166494
3,0.301935,1.76119,0.00471325,0.17604,0.00273106,5.45387,0,-0.00471324,-9.49204e-06,-0.00206604
4,0.292612,1.97911,0.00616659,0.236556,0.00319952,7.056,0,-0.00616658,-1.17719e-05,-0.00234339
5,0.283159,2.28559,0.00803177,0.297967,0.00439115,8.60488,0,-0.00803176,-1.40369e-05,-0.00272359
6,0.27431,2.72114,0.0103705,0.356884,0.00555457,10.0289,0,-0.0103705,-1.63466e-05,-0.00322863
7,0.266817,3.37218,0.0132359,0.410948,0.00666587,11.2875,0,-0.0132359,-1.89841e-05,-0.00393922
8,0.261005,4.18253,0.0165788,0.457638,0.00790117,12.3165,0,-0.0165788,-2.20835e-05,-0.00476805
9,0.256955,5.04105,0.0202892,0.494829,0.00969943,13.0686,0,-0.0202892,-2.55853e-05,-0.00560777
10,0.254578,5.8105,0.0242248,0.520854,0.0130157,13.51,0,-0.0242248,-2.92957e-05,-0.00630802
11,0.253657,6.37174,0.0282478,0.535051,0.0186918,13.6484,0,-0.0282477,-3.31551e-05,-0.00664284
12,0.253892,6.65214,0.0322458,0.537858,0.0270103,13.4997,0,-0.0322458,-3.70443e-05,-0.00661615
13,0.25503,6.6065,0.0361301,0.529966,0.0381119,13.1005,0,-0.0361301,-4.1008e-05,-0.00628979
14,0.256899,6.21795,0.0398556,0.511953,0.0512058,12.4635,0,-0.0398556,-4.5374e-05,-0.00582392
15,0.259387,5.51597,0.0434189,0.484821,0.064934,11.6126,0,-0.0434188,-5.03361e-05,-0.0053626
16,0.262381,4.57719,0.0468554,0.450285,0.0771016,10.6067,0,-0.0468554,-5.53131e-05,-0.00501772
17,0.265746,3.50995,0.050212,0.410776,0.0856877,9.52592,0,-0.050212,-6.08712e-05,-0.00484872
18,0.269304,2.43129,0.0535267,0.369179,0.088835,8.45076,0,-0.0535267,-6.57588e-05,-0.00490738
19,0.27283,1.42573,0.056827,0.328256,0.0832169,7.45211,0,-0.056827,-7.00653e-05,-0.00525061
20,0.276113,0.700231,0.0601046,0.292397,0.0722101,6.99068,0,-0.0601045,-7.36117e-05,-0.00589531
21,0.278949,0.703936,0.0633312,0.277452,0.0604935,6.7353,0,-0.0633312,-7.62492e-05,-0.00683783
22,0.281141,0.850556,0.066466,0.268426,0.0504022,6.68965,0,-0.066466,-7.76052e-05,-0.00799142
23,0.282528,1.12557,0.0694631,0.268545,0.0421188,6.74612,0,-0.069463,-7.75754e-05,-0.0092188
24,0.28301,1.33293,0.0722719,0.271641,0.0353806,6.85237,0,-0.0722718,-7.66069e-05,-0.0104172
25,0.282566,1.38548,0.0748515,0.276767,0.0299651,7.01812,0,-0.0748515,-7.40737e-05,-0.0114576
