step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/mech_effort,Episode_Reward/mech_overspeed,Episode_Reward/mech_progress,Episode_Reward/mech_push,Episode_Reward/mech_torn,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Mechanism/frontier_opened_ema,Mechanism/frontier_opened_fraction,Mechanism/latch_released_fraction,Mechanism/opened_fraction,Mechanism/opened_hinge,Mechanism/opened_pull,Mechanism/opened_push,Mechanism/opened_side,Mechanism/opened_up,Mechanism/peak_ceiling_n,Mechanism/torn_fraction,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
15293,1790263379.545,-0.1765499,-0.2386307,1.498514,-0.04023702,-1.426686,-0.008631622,-0.005,-0.0393754,-0.01280385,-0.00723129,-0.02752355,-0.001663821,0,-0.0001361211,1.803455,-0.02062676,0,0,-0.04141108,-0.08104675,-0.009182326,-0.05243378,-0.007965909,1.588729,0.1492139,0,0.7632129,0.4359027,-0.005481642,-0.002194341,0.7541644,1.744341,0.8270925,1.924342,0.0001265297,1.5e-05,16.45137,0.001077664,1.168298e-10,0.0009396508,1.148358e-05,0.00915462,0.1,0.15,0,1.5e-05,-0.002612218,0.07733812,0.5507347,0.5,0.5,0.6666667,0.6666667,1,1,0,0,65,0,1.310532,1.497475,35008,0.612968,996.24,192.0221
15294,1790263382.362,-0.1724229,-0.2355749,1.498514,-0.03666989,-1.387789,-0.003720942,-0.01166667,-0.03902925,-0.01350761,-0.0572302,-0.02655763,-0.001684856,0,-0.0001327401,1.757738,-0.01930254,0,0,-0.04201638,-0.0336943,-0.008000968,-0.069722,-0.003146078,1.428863,0.1869947,0,0.8134558,0.4504043,-0.005291141,-0.002554346,0.785901,1.775682,0.8507137,1.9291,0.0001270347,3.375e-05,16.45009,0.001048812,1.174678e-11,0.0009101697,1.160777e-05,0.009070753,0,0.15,0,3.375e-05,-0.006076383,0.05693702,0.5697808,0.5,0.5,0.3333333,1,1,0,0,0,65,0,1.306374,1.499527,35034,0.6128755,999,190.4764
15295,1790263385.169,-0.1777224,-0.2359546,1.498514,-0.04197631,-1.474243,-0.004327614,-0.003,-0.04063669,-0.0127307,-0.05697609,-0.02823664,-0.001645489,0,-0.0002067712,1.773121,-0.01997342,0,0,-0.04478912,-0.05002661,-0.008330042,-0.07049952,-0.008937335,1.78553,0.183733,0,0.7989306,0.4463754,-0.005385411,-0.00235195,0.7592663,1.798609,0.8605873,1.925835,0.0001284355,3.375e-05,16.44658,0.001053639,1.436908e-12,0.0009134308,1.177294e-05,0.007703469,0,0.05,0,3.375e-05,-0.006983188,0.05095853,0.6272899,0.3333333,0.5,0.6,0.3333333,1,0.5,0,0.5,65,0,1.313293,1.480828,35182,0.6127192,999,193.3868
15296,1790263387.985,-0.1781445,-0.2387872,1.498514,-0.04108602,-1.349185,-0.001843751,0,-0.03721038,-0.01360075,-0.01481505,-0.02612374,-0.001700017,0,-0.0002042904,1.784388,-0.01985186,0,0,-0.03992616,-0.02637544,-0.008295732,-0.04925552,-0.0004366107,1.795804,0.2053176,0,0.831577,0.4555637,-0.005186216,-0.002076454,0.7673709,1.85118,0.7939114,1.931825,0.0001284183,5.0625e-05,16.4404,0.001047438,1.723073e-13,0.000907109,1.191031e-05,0.009211757,0,0.1,0,5.0625e-05,-0.009336176,0.05438453,0.5327489,0.5,1,0.6666667,0,0,1,0,0.5,65,0,1.292028,1.512555,35051,0.6124353,999,191.802
15297,1790263390.794,-0.1766568,-0.2386028,1.498514,-0.04055714,-1.431701,-0.004736253,-0.0025,-0.04181283,-0.01328582,-0.03678935,-0.02865543,-0.001697209,0,-0.0001604711,1.787584,-0.02038372,0,0,-0.04442221,-0.0660828,-0.008387018,-0.0539898,-0.006682803,1.586414,0.3241336,0,0.8005089,0.4466892,-0.005274262,-0.002240903,0.7683556,1.846171,0.8004,1.921368,0.000128773,5.0625e-05,16.4331,0.001042125,2.54923e-14,0.0009012068,1.214524e-05,0.01361725,0.05,0.1,0,5.0625e-05,-0.006673003,0.05701054,0.5033959,0.5,0,0.5,0,1,0,0,1,65,0,1.298047,1.49963,35137,0.6122733,999,190.2192
15298,1790263393.542,-0.1771234,-0.2373228,1.498514,-0.03553859,-1.094362,-0.004486888,0,-0.04755979,-0.01321267,-0.006195263,-0.03450064,-0.001727711,-0.007465001,-0.0003403645,1.808547,-0.01940802,-0.008060278,0,-0.0395065,-0.05489061,-0.01018827,-0.02174663,-0.000291143,0.9860605,0.07621738,0,0.8146464,0.3649203,-0.005246444,-0.002524666,0.7686082,1.760483,0.8377137,1.924719,0.0001287357,5.0625e-05,16.43218,0.001044893,3.385675e-15,0.0009039602,1.219718e-05,0.01281119,0.05,0.1,0,5.0625e-05,-0.00582031,0.08243413,0.6837985,0.4285715,0.5,0.3333333,0,1,0.5,0.25,0,65,0,1.224218,1.513164,35911,0.6123851,991.21,189.5467
15299,1790263396.307,-0.1776065,-0.2410694,1.498514,-0.0368154,-1.07944,-0.006041321,-0.00125,-0.0523709,-0.01265417,-0.01384663,-0.04098588,-0.001716004,-0.010295,-0.0005182064,1.827885,-0.0197497,-0.01033207,0,-0.03451749,-0.0537581,-0.0120682,-0.02812747,-0.005700565,1.475309,0.0807967,0,0.792147,0.330026,-0.005354787,-0.00252309,0.7710434,1.769206,0.8076917,1.917907,0.0001276824,5.0625e-05,16.4353,0.001042309,5.516196e-16,0.0009025841,1.204274e-05,0.01163983,0,0.05,0,5.0625e-05,-0.005871468,0.05795699,0.5943251,0,1,0.6666667,0.5,0.5,0,1,1,65,0,1.21658,1.528961,35804,0.6124429,999,191.9481
15300,1790263399.066,-0.1765918,-0.23638,1.498514,-0.035703,-0.8830544,-0.001936284,-0.01,-0.04720856,-0.01280075,-0.009105612,-0.03581972,-0.00173228,-0.0084025,-0.0004464732,1.804078,-0.01876492,-0.00902258,-1.353658e-05,-0.03780551,-0.02911216,-0.01051403,-0.03614282,-0.004572866,1.166683,0.1147648,0,0.8374564,0.3569776,-0.005348409,-0.002395534,0.792402,1.831837,0.8293176,1.918801,0.0001294272,1.5e-05,16.43594,0.00103416,1.521075e-16,0.0008931583,1.157422e-05,0.01315631,0.15,0.05,0,1.5e-05,-0.004201533,0.05820677,0.6099546,0.6,0.5,0.6,0.5,1,0,0,0,65,0,1.228446,1.519507,35773,0.6124468,999,193.0753
15301,1790263401.848,-0.1754517,-0.228647,1.498514,-0.03921382,-1.112037,-0.005175007,-0.04125001,-0.0455758,-0.01185876,-0.03992634,-0.03554434,-0.001699598,-0.004975,-0.0003403534,1.805947,-0.02073541,-0.00553081,0,-0.04841489,-0.05101075,-0.01119089,-0.09233178,-0.033147,1.155073,0.3044263,0,0.7893838,0.3866887,-0.005539542,-0.002582327,0.7715677,1.752595,0.8378417,1.896399,0.0001264531,2.25e-05,16.43515,0.001010623,3.612296e-16,0.0008723995,1.177066e-05,0.007533478,0,0.1,0,2.25e-05,-0.00555588,0.05346161,0.6338536,0.6666667,nan,0.6666667,0.5,0.6666667,1,1,0,65,0,1.235485,1.535073,35481,0.6123535,999,195.4006
15302,1790263404.637,-0.176582,-0.236265,1.498514,-0.0388087,-1.233166,-0.004256492,-0.01428572,-0.04451831,-0.01224454,-0.07596316,-0.03273647,-0.00168029,-0.00562,-0.0003131359,1.816301,-0.01921101,-0.006214035,0,-0.04697739,-0.06208616,-0.009552347,-0.04863914,-0.006424805,1.150853,0.1488819,0,0.7906715,0.3780276,-0.005405725,-0.00276574,0.7651278,1.689309,0.7907871,1.914736,0.0001262753,2.25e-05,16.43124,0.001010856,3.622616e-11,0.0008732127,1.136797e-05,0.009862774,0.05,0.1,0,2.25e-05,-0.003324747,0.05249249,0.6488677,0.6,0.5,0.5,0,1,1,0,0,65,0,1.238083,1.540069,35384,0.6122094,999,194.0624
15303,1790263407.399,-0.1755776,-0.2359701,1.498514,-0.04259366,-1.428078,-0.005235696,0,-0.03940778,-0.01372298,-0.03473889,-0.02677602,-0.001688644,0,-0.0001263687,1.802047,-0.01971852,0,0,-0.03870021,-0.03095358,-0.007147181,-0.02629253,-0.007655678,2.127479,0.1525777,0,0.7927879,0.4447971,-0.005168974,-0.002173465,0.7716848,1.895836,0.8650163,1.921995,0.0001264981,3.375e-05,16.42883,0.00100513,1.139981e-10,0.0008671127,1.151923e-05,0.009230215,0,0.1,0,3.375e-05,-0.003684774,0.08851902,0.5683147,0.5,0.5,0.5,0.5,1,0,1,1,65,0,1.234944,1.516178,35732,0.6122189,992.12,190.1704
15304,1790263410.182,-0.177171,-0.2393344,1.498514,-0.03386253,-0.7245066,-0.002928403,0,-0.05092106,-0.01341476,-0.01700663,-0.03900209,-0.001775001,-0.010135,-0.0006473279,1.780597,-0.01937672,-0.01061352,0,-0.0386437,-0.03922771,-0.01047142,-0.02977185,-0.002232861,0.8838231,0.116751,0,0.8340918,0.3413622,-0.005271926,-0.002488233,0.791599,1.759797,0.798306,1.913216,0.0001276922,5.0625e-05,16.42828,0.001019529,1.153787e-10,0.0008802501,1.158673e-05,0.01049141,0,0.1,0,5.0625e-05,-0.007334494,0.05292029,0.5770216,1,1,1,1,1,0,1,0.5,65,0,1.230265,1.541402,35467,0.6121119,999,192.0182
15305,1790263412.952,-0.1751381,-0.2394114,1.498514,-0.04091062,-1.391066,-0.002509407,0,-0.03675456,-0.01434713,-0.009170314,-0.02467168,-0.001690599,0,-0.0001396111,1.795547,-0.01897981,0,0,-0.03918333,-0.0250403,-0.007974552,-0.02387904,-0.0001611287,1.740412,0.09936567,0,0.8300797,0.4551923,-0.005096819,-0.001872766,0.7897097,1.900103,0.8596872,1.938924,0.0001274973,3.375e-05,16.42593,0.001020801,1.757603e-11,0.0008813833,1.191987e-05,0.01343676,0.1,0.1,0,3.375e-05,-0.004704041,0.09024029,0.5021481,0,0,0.5,1,1,0.5,0,1,65,0,1.233814,1.525447,35626,0.6121815,991.69,189.6832
15306,1790263415.737,-0.1780353,-0.2327258,1.498514,-0.0352216,-0.8853816,-0.003758057,-0.008125002,-0.06044717,-0.01287636,-0.01550832,-0.04769876,-0.001746384,-0.01517,-0.0006768804,1.804322,-0.01975382,-0.01624226,0,-0.03855302,-0.04578013,-0.01333111,-0.03974943,-0.003898536,1.189044,0.1428086,0,0.8117461,0.2788282,-0.005373614,-0.002714151,0.7820207,1.77421,0.8253395,1.902196,0.0001249799,3.375e-05,16.43088,0.001035891,1.911216e-12,0.0008991609,1.175047e-05,0.01033854,0,0.05,0,3.375e-05,-0.005224825,0.1101978,0.5708265,0.75,1,0.8000001,0.75,1,1,0,0,65,0,1.227827,1.545743,35443,0.6123759,989.71,191.1179
15307,1790263418.512,-0.1742112,-0.2318831,1.498514,-0.03726193,-1.453231,-0.003117635,-0.006250001,-0.03676903,-0.01266327,-0.1268764,-0.02571341,-0.001640558,0,-0.0002163101,1.770522,-0.01985264,0,0,-0.04596489,-0.04172501,-0.008366093,-0.07130159,0,1.279506,0.1584839,0,0.8122876,0.450124,-0.005409027,-0.002460688,0.7757772,1.778896,0.8637532,1.928929,0.000126671,5.0625e-05,16.43346,0.001040912,1.657242e-13,0.0009023871,1.185373e-05,0.01031934,0,0.1,0,5.0625e-05,-0.008372368,0.05787946,0.6635009,0,0,0,0,1,1,0,0,65,0,1.246102,1.517225,35574,0.6123003,999,194.6844
15308,1790263421.373,-0.1787031,-0.2371767,1.498514,-0.03682297,-0.9134024,-0.002251736,0,-0.05253063,-0.01305812,-0.01617665,-0.03904305,-0.001744801,-0.009816671,-0.0004726353,1.806814,-0.01897228,-0.01076442,0,-0.03747655,-0.02604079,-0.01095463,-0.02474201,-0.001862663,1.098247,0.1184844,0,0.8324975,0.3407827,-0.005266879,-0.002428486,0.7929056,1.847046,0.8517205,1.919494,0.0001272809,5.0625e-05,16.4302,0.00104382,1.978626e-14,0.0009048575,1.16816e-05,0.009074779,0,0.05,0,5.0625e-05,-0.007343939,0.05642378,0.5762028,0.3333333,0.6666667,0.5,0.4,1,0,0,0,65,0,1.324575,1.524991,34497,0.6122233,999,191.2523
15309,1790263424.231,-0.1746362,-0.2212851,1.498514,-0.03717807,-1.525196,-0.0009518519,0,-0.03559015,-0.01200864,-0.01756474,-0.02416721,-0.00164072,0,-0.0001679043,1.737369,-0.01977691,0,0,-0.03442849,-0.01636699,-0.007469583,-0.08586375,0,2.011774,0.03524021,0,0.8468784,0.4597657,-0.005511281,-0.002188347,0.771847,1.858327,0.8723614,1.937598,0.0001302365,5.0625e-05,16.42751,0.00104913,3.336219e-15,0.0009071609,1.173308e-05,0.01004783,0,0.05,0,5.0625e-05,-0.007942286,0.06682675,0.5687695,0,nan,0,0.5,1,0,0,0,65,0,1.345737,1.499348,34552,0.6121761,999,190.6949
15310,1790263427.088,-0.1770394,-0.2336351,1.498514,-0.03935046,-1.459227,-0.002395229,-0.026,-0.0385748,-0.01340744,-0.02435962,-0.02687689,-0.001684692,0,-0.0001313062,1.773381,-0.02036086,0,0,-0.0411724,-0.02860573,-0.008276561,-0.07864232,-0.009082615,2.166994,0.2286129,0,0.8259754,0.4539429,-0.005344721,-0.00229965,0.7714247,1.878719,0.8624482,1.916696,0.0001311321,2.25e-05,16.42821,0.001068364,5.153083e-16,0.0009256296,1.160188e-05,0.01141873,0.1,0.05,0,2.25e-05,-0.006956966,0.08463776,0.5048604,0.75,nan,0.8000001,1,1,0,1,0,65,0,1.348537,1.496951,34547,0.6123303,992.05,189.5288
15311,1790263430.026,-0.1773117,-0.2368943,1.498514,-0.03695545,-1.23667,-0.002874844,-0.002222223,-0.04340886,-0.01363187,-0.01574669,-0.0315604,-0.001691412,-0.004355556,-0.0003409764,1.797894,-0.01962868,-0.004715663,0,-0.038707,-0.03360476,-0.009401394,-0.03516562,-0.00318799,1.68655,0.1070341,0,0.8254441,0.4027356,-0.0052333,-0.002250075,0.7794377,1.855067,0.8587191,1.926866,0.0001317331,5.0625e-05,16.4329,0.001068333,1.194983e-16,0.0009245521,1.204803e-05,0.0119914,0,0.15,0,5.0625e-05,-0.006214839,0.09234653,0.5274806,0.75,0.75,0.75,1,1,0.8000001,0,0,65,0,1.340326,1.584637,33608,0.6124355,989.44,190.282
15312,1790263432.890,-0.1758376,-0.2325617,1.498514,-0.03062514,-0.7493874,-0.00485245,0,-0.05585073,-0.01313045,-0.003238653,-0.04611891,-0.001781574,-0.01454,-0.0009436973,1.823823,-0.01952232,-0.01616675,0,-0.03552746,-0.04551645,-0.01217574,-0.01229502,0,0.5591893,0.07080287,0,0.8078906,0.2780544,-0.005369435,-0.002733176,0.7870463,1.732581,0.8304224,1.907695,0.0001291886,7.59375e-05,16.43498,0.001070524,6.967414e-17,0.0009296061,1.172942e-05,0.01340937,0,0.1,0,7.59375e-05,-0.008527547,0.06535674,0.4746377,0.5,nan,0,0,1,0,0,0,65,0,1.340055,1.512553,34461,0.6124101,999,189.5277
15313,1790263435.771,-0.1755411,-0.2324933,1.498514,-0.03727715,-1.225267,-0.003296714,0,-0.04230935,-0.01317834,-0.01233861,-0.02969918,-0.001699019,-0.004362858,-0.0002233035,1.809058,-0.01921747,-0.004614956,0,-0.03800605,-0.02908215,-0.009001258,-0.03364382,-0.003331469,1.783145,0.08303452,0,0.8206043,0.4030327,-0.0052669,-0.00221877,0.775542,1.849512,0.8394195,1.933619,0.0001339443,3.375e-05,16.4341,0.001110817,5.77537e-17,0.0009650858,1.178664e-05,0.0110071,0.1,0.05,0,3.375e-05,-0.004154365,0.07190687,0.4507427,0.3333333,0.5,0.6666667,1,1,1,0.5,0.5,65,0,1.359547,1.509326,34265,0.6123874,999,190.9326
15314,1790263438.607,-0.1760277,-0.2356652,1.498514,-0.03537364,-1.211277,-0.002839855,0,-0.0422046,-0.01375851,-0.003626311,-0.03136406,-0.001718874,-0.00396,-0.0003683364,1.78705,-0.01942277,-0.004314103,0,-0.03693807,-0.03044676,-0.009527422,-0.02291608,-0.003871784,1.626565,0.0921221,0,0.8345801,0.4073538,-0.005245292,-0.00216739,0.7873133,1.850412,0.8487756,1.925943,0.0001315826,5.0625e-05,16.43245,0.001107136,5.301951e-17,0.0009636492,1.190427e-05,0.01290225,0,0.1,0,5.0625e-05,-0.006395159,0.06387785,0.6219865,0.3333333,0.5,0.5,1,1,0.5,0,0,65,0,1.320709,1.502155,34824,0.6122932,999,194.5899
15315,1790263441.436,-0.1749703,-0.231104,1.498514,-0.03506615,-1.43889,-0.002252794,-0.0025,-0.0342296,-0.01271125,-0.0003910154,-0.02364529,-0.001651743,0,-9.113915e-05,1.795871,-0.01937279,0,0,-0.04479551,-0.03962745,-0.007923536,-0.0448315,-0.002813402,2.102117,0.07993644,0,0.8276846,0.4544654,-0.005338284,-0.002139086,0.774776,1.850855,0.7449843,1.933802,0.0001297329,1.5e-05,16.42982,0.001087133,4.8786e-17,0.0009432405,1.415952e-05,0.01292035,0.2,0.1,0,1.5e-05,-0.003324299,0.06510305,0.5969347,0.5,nan,0.5,0.5,1,1,0,0,65,0,1.318367,1.499004,34892,0.612256,999,191.9843
15316,1790263444.360,-0.176088,-0.233928,1.498514,-0.0367832,-1.194179,-0.003155941,0,-0.04093531,-0.0131605,-0.005228174,-0.02970393,-0.001683265,-0.00332,-0.0002618452,1.80833,-0.01946229,-0.003822505,0,-0.03849564,-0.02572337,-0.009054832,-0.02544985,-0.002564661,1.821135,0.06671105,0,0.8183286,0.4138053,-0.00525976,-0.002290108,0.7789018,1.862519,0.8631915,1.923695,0.000130744,3.375e-05,16.42875,0.001060795,4.58826e-17,0.0009172296,1.282159e-05,0.007504305,0,0.15,0,3.375e-05,-0.007421075,0.05726801,0.5297483,0.6666667,1,0.8000001,1,1,1,1,0,65,0,1.302184,1.61033,33752,0.6121993,999,192.9608
15317,1790263447.167,-0.1782338,-0.2363736,1.498514,-0.03498631,-1.168753,-0.002079124,-0.01833334,-0.0427677,-0.01336367,-0.04297163,-0.03094516,-0.001703368,-0.004736667,-0.0003723643,1.785254,-0.01881939,-0.005119594,0,-0.03939989,-0.03589421,-0.009596061,-0.02294282,-0.001380027,1.389101,0.0888909,0,0.8366062,0.3993401,-0.005321475,-0.002265824,0.7796051,1.778157,0.8336413,1.926857,0.0001318186,5.0625e-05,16.42842,0.001075162,4.341651e-17,0.0009307337,1.261018e-05,0.01052904,0,0.1,0,5.0625e-05,-0.006240194,0.08849704,0.5489706,0,0.6666667,0.4,0,1,0.5,1,0,65,0,1.283554,1.513156,35149,0.6123045,991.81,192.8795
15318,1790263449.966,-0.1591439,-0.2037355,1.321012,-0.03027919,-0.4768946,-0.002789296,-0.1625001,-0.0515747,-0.01091469,-0.008054106,-0.04099029,-0.001532561,-0.01391,-0.0006976616,1.585093,-0.01725979,-0.01508703,-0.008749491,-0.03208118,-0.03471097,-0.01219736,-0.007091643,-0.003659533,0.8956429,0.01737544,0,0.7172558,0.2428845,-0.004748532,-0.002519321,0.6920301,1.515265,0.7161996,1.670918,0.0001302844,2.25e-05,16.4323,0.001077305,4.201152e-17,0.000933819,1.320154e-05,0.01093516,0.1,0.05,0,2.25e-05,-0.002376145,0.104644,0.4876523,0.3333333,1,1,1,1,0,1,0,65,0,1.273673,1.514442,35258,0.6124313,977.18,185.8656
15319,1790263452.773,-0.1742438,-0.2299767,1.498514,-0.03559906,-1.107692,-0.005346715,-0.0025,-0.04595775,-0.01261902,-0.007283444,-0.03474823,-0.001696225,-0.005085002,-0.0002835875,1.787259,-0.01988612,-0.006055104,0,-0.04470388,-0.05578241,-0.0107408,-0.07269742,-0.004373846,1.35038,0.2270042,0,0.7941602,0.3882428,-0.005363025,-0.002331579,0.7759237,1.802583,0.8155581,1.909658,0.0001263387,3.375e-05,16.43551,0.001031251,8.399038e-16,0.0008930618,1.185075e-05,0.009657017,0,0.1,0,3.375e-05,-0.006025999,0.06022062,0.5557368,0.6666667,nan,0.6666667,0,1,0,1,0.5,65,0,1.270219,1.524845,35170,0.6125172,999,190.6264
15320,1790263455.568,-0.1785265,-0.234521,1.498514,-0.03409625,-0.8574941,-0.003861431,-0.007000001,-0.05371588,-0.01270415,-0.004846687,-0.04033131,-0.001735382,-0.009148002,-0.0005614908,1.788591,-0.01908789,-0.01139539,0,-0.03791826,-0.05064725,-0.01127379,-0.01667826,-0.001713682,1.091361,0.07093241,0,0.8211169,0.3376616,-0.00527627,-0.002358499,0.7865443,1.7778,0.7716205,1.914319,0.0001249976,2.25e-05,16.43796,0.001020436,1.042375e-11,0.0008839809,1.145709e-05,0.009742215,0.1,0.1,0,2.25e-05,-0.004326693,0.07940841,0.5543429,0.5,1,0.3333333,0,1,0,1,0,65,0,1.249527,1.533811,35318,0.6125947,991.69,191.4133
15321,1790263458.339,-0.1795972,-0.2381255,1.498514,-0.03237436,-0.6705477,-0.001410907,-0.05000001,-0.06599548,-0.01260935,-0.0004894679,-0.05206154,-0.001758238,-0.01998001,-0.0006162333,1.811147,-0.01820206,-0.02103372,0,-0.03790019,-0.03602748,-0.01477139,-0.0221625,-0.002918133,0.914385,0.1296789,0,0.8435601,0.2288976,-0.005326367,-0.002800594,0.8038027,1.80365,0.8256692,1.899096,0.0001251006,3.375e-05,16.43748,0.001030121,5.921032e-11,0.000893576,1.144394e-05,0.008436277,0,0.1,0,3.375e-05,-0.007476341,0.05889761,0.5110912,0,1,1,0.6666667,1,1,0,1,65,0,1.238789,1.520647,35624,0.612473,999,188.9791
15322,1790263461.128,-0.1755182,-0.2342774,1.498514,-0.0337129,-0.9804322,-0.001502055,0,-0.04622501,-0.01274263,-0.009892425,-0.03532232,-0.001722482,-0.009786665,-0.0003926849,1.816889,-0.0177777,-0.0115091,0,-0.04186486,-0.03365368,-0.01056662,-0.02194505,0,0.7299733,0.05905144,0,0.8336124,0.3413524,-0.005372993,-0.002464049,0.7860408,1.726015,0.8260948,1.920864,0.0001299269,3.375e-05,16.43085,0.00103245,7.103531e-12,0.0008908058,1.171752e-05,0.00777249,0,0.05,0,3.375e-05,-0.008570148,0.05662969,0.4854881,0,nan,0,0,1,0,0,0,65,0,1.262577,1.515002,35391,0.6121144,999,190.5122
15323,1790263463.934,-0.1727418,-0.2321599,1.498514,-0.04125269,-1.41425,-0.00538893,-0.01,-0.03638159,-0.01288672,-0.01047643,-0.02574454,-0.001671077,0,-0.0001911426,1.797171,-0.0199591,0,0,-0.04021395,-0.05356925,-0.008666301,-0.06290595,-0.01239536,1.946785,0.2153019,0,0.799486,0.4463289,-0.0053951,-0.002273113,0.7732708,1.835934,0.8665563,1.921207,0.0001287948,5.0625e-05,16.4226,0.001024378,4.429337e-11,0.0008837118,1.187097e-05,0.01055758,0,0.1,0,5.0625e-05,-0.007482317,0.08528209,0.596391,0.6,1,0.5,0,0.6,0,1,0.5,65,0,1.272347,1.522508,35173,0.6120436,991.99,194.5692
15324,1790263466.725,-0.1789947,-0.2338843,1.498514,-0.03344146,-0.7997097,-0.001675832,0,-0.04663904,-0.01308233,-0.01289741,-0.03542969,-0.00175847,-0.007928001,-0.0004894901,1.797432,-0.01874282,-0.008767973,0,-0.03608359,-0.02464674,-0.01186087,-0.02240686,-0.0002623384,1.303205,0.1002082,0,0.8461353,0.368489,-0.005207752,-0.002259631,0.7902943,1.829249,0.8006486,1.919873,0.0001285982,7.59375e-05,16.42275,0.001037063,2.518069e-11,0.0008962618,1.220316e-05,0.01391459,0,0.1,0,7.59375e-05,-0.007595269,0.05966295,0.5895697,1,1,1,1,1,1,1,1,65,0,1.2714,1.508149,35366,0.6120128,999,192.8466
15325,1790263469.515,-0.1767587,-0.2357858,1.498514,-0.03354787,-1.099267,-0.005415722,-0.005,-0.04797933,-0.01354076,-0.0008526513,-0.03473772,-0.001731712,-0.007630001,-0.0003877163,1.805947,-0.01884107,-0.008552967,-5.527994e-05,-0.03786692,-0.05684615,-0.01149749,-0.02083386,-0.00107181,1.312939,0.1318037,0,0.8105383,0.3640264,-0.005295243,-0.002356071,0.7768636,1.719158,0.7508173,1.910215,0.0001256004,7.59375e-05,16.42188,0.001040318,4.198137e-12,0.0009027207,1.199715e-05,0.01139475,0,0.05,0,7.59375e-05,-0.008579102,0.06102526,0.6213908,0.5,0.6666667,0.6666667,0.5,1,0.5,1,0,65,0,1.27217,1.50565,35388,0.6119855,999,192.9037
15326,1790263472.321,-0.1745999,-0.2300333,1.498514,-0.03866335,-1.461261,-0.006209509,0,-0.04152352,-0.0126651,-0.03820088,-0.02781768,-0.001641894,0,-0.0002085918,1.769004,-0.02043241,0,0,-0.0383964,-0.06431818,-0.007408326,-0.05048715,-0.003860278,1.795539,0.2070747,0,0.7799586,0.4409324,-0.005330339,-0.002416491,0.7681543,1.783363,0.8374822,1.91972,0.0001280614,3.375e-05,16.42043,0.001059864,5.706743e-13,0.0009201,1.170282e-05,0.01475952,0.1,0.05,0,3.375e-05,-0.0008875239,0.06063611,0.5460726,0.5,0,0.6666667,0,1,1,0,0,65,0,1.282974,1.51068,35188,0.6119161,999,189.2864
15327,1790263475.156,-0.1746736,-0.231853,1.498514,-0.04127289,-1.43668,-0.0008579583,0,-0.03200461,-0.01288358,-0.07512328,-0.02352525,-0.001668777,0,-0.0001507267,1.788071,-0.01916083,0,0,-0.03536034,-0.02036067,-0.007763915,-0.06225821,-0.00126171,1.544805,0.07768603,0,0.8406228,0.4580354,-0.005427276,-0.00215594,0.7719195,1.813893,0.8198631,1.935959,0.0001281902,2.25e-05,16.41965,0.001053861,5.687596e-11,0.000914162,1.150902e-05,0.01198242,0.1,0.1,0,2.25e-05,-0.002303057,0.07606432,0.5557609,0,0,0,0,1,0,0,0,65,0,1.302853,1.520903,34813,0.6119322,991.71,191.16
15328,1790263477.992,-0.1653978,-0.2328786,1.498514,-0.02988524,-1.520098,-0.01228969,-0.0275,-0.04011571,-0.01360583,-0.00085091,-0.02707276,-0.001671679,0,-0.0001997291,1.750697,-0.01938634,0,0,-0.04502649,-0.1377567,-0.008995762,-0.03051258,0,0.7440426,0.178932,0,0.7347039,0.4275885,-0.005327827,-0.002499365,0.7618229,1.48212,0.8293933,1.934769,0.0001291731,2.25e-05,16.4194,0.001070513,3.841292e-11,0.0009298008,1.153899e-05,0.009130495,0.1,0.15,0,2.25e-05,-0.004121824,0.06235014,0.561211,0,0,0,0,1,0,0,1,65,0,1.310441,1.514083,34803,0.6118534,999,190.9546
