step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/fixture_force_tracking,Episode_Reward/fixture_lost,Episode_Reward/fixture_seat,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Fixture/force_ceiling_n,Fixture/lost_backed_off_fraction,Fixture/lost_fraction,Fixture/lost_lifted_off_fraction,Fixture/lost_slid_off_fraction,Fixture/mean_error_n,Fixture/relative_force_error,Fixture/relative_force_error_ema,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
12311,1790237913.984,-0.416696,-0.5263903,0.9657068,-0.05088389,-0.6266409,-0.0006375364,-0.004,-0.1740988,-0.007103264,-0.01359749,-0.1133068,-0.001213511,-0.0128,-0.001798012,0.9263367,-0.025567,-0.01026612,-0.001545116,-0.02610369,0.5688928,-0.06,-0.02324785,-0.04015743,-0.01704172,0.5184646,0.2004449,-0.004383425,-0.00376607,0.3825067,1.00913,0.4510113,1.145632,15,0,0.75,0.75,0,2.266335,0.4819732,0.4313741,0.0006111095,3.375e-05,28.82117,0.001571835,2.160513e-09,0.0009229011,3.782279e-05,0.01225203,0.15,0.1,0,3.375e-05,-0.00590743,0.3299708,1.365714,1.53285,33914,1.22362,780.86,96.97297
12312,1790237916.877,-0.4200986,-0.5334228,0.9786081,-0.05119732,-0.3135218,-0.0008781604,-0.002,-0.1777307,-0.006926935,-0.03567786,-0.1188133,-0.001245134,-0.019644,-0.001861457,0.9571885,-0.02649793,-0.01432548,-0.003090605,-0.02808611,0.2833471,-0.04,-0.001850199,-0.04064689,-0.0185559,0.5220848,0.1584867,-0.004759721,-0.004171421,0.3817058,1.016574,0.4222299,1.15419,15,0,0.6666667,0.6666667,0,0.8962703,0.4191297,0.4343906,0.0006080787,7.59375e-05,28.82007,0.001560297,2.141445e-09,0.0009155929,3.662283e-05,0.01018266,0,0.15,0,7.59375e-05,-0.01077866,0.3646445,1.342849,1.539247,34108,1.223586,772.6,95.95767
12313,1790237919.768,-0.5679617,-0.7182478,1.296011,-0.07137322,-0.8098041,-0.001202303,-0.003333334,-0.2279179,-0.009586005,-0.01922358,-0.1506824,-0.001620588,-0.01474666,-0.002570002,1.244844,-0.03660652,-0.01155007,-0.002572302,-0.03559331,0.7207147,-0.01666667,-0.009804141,-0.05324177,-0.02361831,0.6927317,0.2757974,-0.006053125,-0.005195485,0.5108521,1.402296,0.6021159,1.54094,15,0,0.25,0.25,0,2.380316,0.380658,0.4344825,0.0006093908,7.59375e-05,28.82116,0.001575323,2.06094e-09,0.0009281624,3.776719e-05,0.0100892,0,0.05,0,7.59375e-05,-0.01003215,0.3568905,1.334943,1.546488,34116,1.223698,778.65,95.91449
12314,1790237922.566,-0.5669169,-0.7226965,1.307635,-0.0663159,-0.9715953,-0.0008371572,-0.00125,-0.2236309,-0.009405864,-0.01137633,-0.1479082,-0.001615987,-0.012065,-0.002425089,1.226109,-0.03494145,-0.008127826,-0.00335333,-0.03525616,0.8505608,-0.025,-0.07805835,-0.05241905,-0.02426849,0.7077166,0.3096343,-0.005827539,-0.004920487,0.518026,1.41836,0.6040332,1.572382,15,0,0.3333333,0.3333333,0,2.713971,0.4058344,0.4440831,0.000615809,0.0001139063,28.8247,0.001572531,2.107639e-09,0.0009190263,3.769355e-05,0.01503658,0,0.1,0,0.0001139063,-0.009080333,0.3492808,1.241591,1.546068,35263,1.224018,753.15,93.9528
12315,1790237925.384,-0.6635882,-0.8361486,1.498514,-0.08025321,-1.357755,-0.00145665,-0.0008333334,-0.2563188,-0.01180515,-0.004547849,-0.1640805,-0.001843446,-0.008470001,-0.002389654,1.395245,-0.04176567,-0.005135025,-0.0007474072,-0.04090932,1.09895,0,-0.05298172,-0.05880563,-0.02443572,0.8000266,0.3914907,-0.00662462,-0.005530413,0.5924851,1.640162,0.7125399,1.817222,15,0,0,0,0,3.33177,0.4311012,0.4550401,0.0006225518,7.59375e-05,28.82465,0.00158504,2.075901e-09,0.000922982,3.950392e-05,0.0134265,0.05,0.05,0,7.59375e-05,-0.01025348,0.2954048,1.220456,1.587442,35009,1.223685,742.76,92.20132
12316,1790237928.212,-0.4784864,-0.6071557,1.088843,-0.05893745,-0.9120293,-0.001249885,-0.002222223,-0.1782684,-0.008041797,-0.01932436,-0.1146641,-0.001350447,-0.003635557,-0.001848003,1.001408,-0.03027339,-0.002500281,-0.0007848133,-0.0292257,0.6744007,-0.03333334,-0.001595395,-0.04677606,-0.01796638,0.57965,0.2998611,-0.004770489,-0.003939593,0.428639,1.159768,0.5142959,1.308689,15,0,0.375,0.375,0,3.715697,0.4832179,0.4495718,0.0006084223,5.0625e-05,28.82091,0.001595541,2.252279e-09,0.0009393014,4.781516e-05,0.01192644,0.1,0.1,0,5.0625e-05,-0.0087406,0.3249498,1.242883,1.575944,34874,1.223638,801.71,100.1586
12317,1790237931.042,-0.6013011,-0.7699488,1.365012,-0.07411211,-1.169393,-0.001702695,-0.0005,-0.226706,-0.01044906,-0.05621936,-0.1441198,-0.001687029,-0.007516,-0.002311984,1.272711,-0.0388294,-0.00637556,-0.0005286117,-0.03692165,0.9325113,-0.01,-0.02048052,-0.05511665,-0.02264129,0.7280194,0.3516409,-0.006015429,-0.0050303,0.5358483,1.443352,0.6488689,1.643643,15,0,0.125,0.125,0,3.441008,0.4841755,0.4464254,0.0006128934,7.59375e-05,28.82051,0.001584836,2.217172e-09,0.0009275004,4.443965e-05,0.01031863,0,0.1,0,7.59375e-05,-0.01029276,0.333655,1.226351,1.593639,34859,1.22363,762.65,93.97053
12318,1790237933.874,-0.3829805,-0.4890977,0.8805069,-0.04713234,-0.8139796,-0.001341868,0,-0.1459648,-0.006497688,-0.0232736,-0.09168103,-0.001068826,0,-0.001196259,0.8022057,-0.02381657,0,0,-0.02453355,0.7480226,-0.05,-0.0006909493,-0.03577835,-0.01559562,0.4655871,0.2613202,-0.003790459,-0.003197851,0.3459481,0.9822069,0.4255166,1.06971,15,0,0.5,0.5,0,3.048693,0.2500454,0.433291,0.0006248354,7.59375e-05,28.82024,0.001576788,2.179768e-09,0.0009113053,4.064477e-05,0.0105678,0,0.05,0,7.59375e-05,-0.009498314,0.3533787,1.238419,1.582067,34853,1.223701,686.18,84.59842
12319,1790237936.697,-0.5630721,-0.6857351,1.243211,-0.07263237,-1.344296,-0.001735914,-0.002,-0.2089595,-0.009600805,-0.01712002,-0.1284202,-0.001523075,0,-0.001831259,1.141769,-0.03709672,0,0,-0.03145249,1.055233,-0.02,-0.0004146149,-0.04643987,-0.01963579,0.6585277,0.3692802,-0.005292549,-0.004368203,0.4889395,1.379476,0.5852077,1.513198,15,0,0.2,0.2,0,3.875114,0.455896,0.4565991,0.0006382042,0.0001139063,28.82118,0.001605215,2.140597e-09,0.0009273913,3.961732e-05,0.01473641,0,0.1,0,0.0001139063,-0.009859611,0.2983007,1.230824,1.581696,34952,1.223797,796.66,98.41446
12320,1790237939.519,-0.3171266,-0.4037093,0.709505,-0.04280716,-0.5607964,-0.0005484679,-0.003333334,-0.1163343,-0.005310857,-0.01177317,-0.07358643,-0.0008735273,0,-0.001194337,0.6463537,-0.02028177,0,0,-0.01849531,0.5183239,-0.06666668,-0.006446831,-0.02618793,-0.01146402,0.3820618,0.2124899,-0.003096047,-0.002549173,0.2823979,0.7809448,0.3429964,0.8539413,15,0,0.6666667,0.6666667,0,3.031814,0.4330379,0.4525942,0.000629258,5.0625e-05,28.82273,0.00159273,2.15524e-09,0.0009249055,3.856441e-05,0.01418482,0.1,0.05,0,5.0625e-05,-0.008982684,0.3993854,1.232949,1.57843,34966,1.22392,711.52,86.91434
12321,1790237942.361,-0.5497874,-0.6920522,1.261211,-0.06890284,-0.7036154,-0.001327039,-0.002,-0.2264043,-0.009101784,-0.02863661,-0.1494236,-0.001567016,-0.019836,-0.00246811,1.223361,-0.03356002,-0.0137557,-0.002596082,-0.03587454,0.555703,-0.02,-0.004205018,-0.05652772,-0.02203563,0.6729113,0.243422,-0.005885466,-0.005001129,0.4922405,1.309897,0.5532417,1.481188,15,0,0.3333333,0.3333333,0,2.840008,0.6086036,0.4477373,0.0006091228,7.59375e-05,28.82528,0.001572982,2.131906e-09,0.0009265964,3.726038e-05,0.009951551,0,0.1,0,7.59375e-05,-0.009512465,0.4022958,1.231312,1.598186,34742,1.22417,747.67,92.37753
12322,1790237945.205,-0.6652683,-0.8282388,1.498514,-0.08723458,-1.659353,-0.001624738,-0.0025,-0.2438965,-0.01156455,-0.01577955,-0.1527561,-0.001830901,0,-0.00213553,1.363611,-0.04528592,0,0,-0.03871817,1.390563,0,-0.03469329,-0.05349756,-0.02263673,0.8018262,0.4473566,-0.006286608,-0.00506046,0.5978323,1.683797,0.7267058,1.81807,15,0,0,0,0,2.269764,0.431103,0.4569364,0.0006110103,0.0001139063,28.83202,0.001559227,2.038416e-09,0.0009125231,3.569172e-05,0.01423938,0,0.1,0,0.0001139063,-0.009920256,0.4222859,1.230775,1.596819,34765,1.224788,711.19,88.71287
12323,1790237948.045,-0.3916606,-0.4913325,0.9050696,-0.04590952,-0.4375287,-0.0007636443,0,-0.1594971,-0.006387985,-0.01740192,-0.1029838,-0.001141957,-0.0113875,-0.001548338,0.887038,-0.02449343,-0.008064589,-0.000586592,-0.0246501,0.3296709,-0.05,-0.02615561,-0.03741203,-0.01473455,0.4851254,0.1865815,-0.004140167,-0.003610995,0.3512979,0.9529979,0.4259121,1.072914,15,0,0.6666667,0.6666667,0,3.851354,0.4731161,0.471669,0.0006213681,3.375e-05,28.83889,0.001562123,2.069077e-09,0.0009029461,3.780691e-05,0.01188856,0.15,0.05,0,3.375e-05,-0.007730909,0.2554815,1.227528,1.600337,34762,1.224883,829.61,102.6764
12324,1790237950.886,-0.4312159,-0.5303493,0.9957082,-0.04978875,-0.3470571,-0.0008304858,0,-0.1736736,-0.007003937,-0.007360663,-0.1156277,-0.001283086,-0.013168,-0.001593699,0.9675078,-0.02709638,-0.008935883,-0.0006226742,-0.02740922,0.2660641,-0.04,-0.002698971,-0.03953438,-0.0172191,0.5311906,0.2076877,-0.004700583,-0.004122927,0.3879054,1.027411,0.4462834,1.172661,15,0,0.6666667,0.6666667,0,1.313894,0.5748023,0.4511581,0.0006190187,5.0625e-05,28.83871,0.001580406,2.126956e-09,0.000924852,3.653318e-05,0.008725652,0,0.1,0,5.0625e-05,-0.007617285,0.3198712,1.224743,1.607059,34714,1.224853,780.92,96.26884
12325,1790237953.726,-0.6267416,-0.8374828,1.498514,-0.07488552,0,-0.002760371,-0.05,-0.298705,-0.01035312,-0.03175073,-0.2057263,-0.001923166,-0.06413001,-0.002763701,1.556341,-0.03962451,-0.04466058,-0.00204848,-0.04949602,0,0,0,-0.09016651,-0.02997321,0.7770652,0.05443987,-0.007448122,-0.006834426,0.5485777,1.403129,0.6673228,1.651312,15,0,0.5,0.5,0,1.932517,0.3771294,0.4300076,0.0006061716,7.59375e-05,28.83737,0.001576656,2.138374e-09,0.0009313947,3.908719e-05,0.01157538,0,0.1,0,7.59375e-05,-0.00874289,0.322172,1.238062,1.591802,34738,1.224684,735.82,91.14243
12326,1790237956.624,-0.5747222,-0.7169911,1.328369,-0.06637378,-0.4690806,-0.001752997,-0.006428572,-0.2310964,-0.00925288,-0.05148127,-0.154448,-0.001693122,-0.01941714,-0.002456793,1.279104,-0.03753813,-0.01350952,-0.001481388,-0.03791758,0.3432282,-0.01428572,-0.000724112,-0.05540679,-0.02475409,0.7054605,0.2681952,-0.006178787,-0.005401256,0.5194768,1.351717,0.599574,1.558814,15,0,0.3333333,0.3333333,0,5.101827,0.4794271,0.4374613,0.0006104925,5.0625e-05,28.83537,0.001596677,2.190374e-09,0.0009292109,5.697106e-05,0.01221376,0.05,0.05,0,5.0625e-05,-0.007716804,0.3774205,1.323579,1.563287,34052,1.224662,725.55,90.36079
12327,1790237959.552,-0.4001253,-0.5120941,0.9250566,-0.04993615,-0.7416727,-0.001275528,-0.0205,-0.1534976,-0.006688436,-0.05113404,-0.09918543,-0.001135355,-0.004616001,-0.001516033,0.8567306,-0.02618565,-0.003650494,-0.004508595,-0.02587702,0.6506194,-0.05,-0.04985128,-0.0381279,-0.01696029,0.4901257,0.2437258,-0.004182234,-0.003462468,0.3596079,0.9980924,0.4195876,1.104189,15,0,0.5555556,0.5555556,0,2.669586,0.3620366,0.4388914,0.0006250559,0.0001139063,28.8336,0.001614789,2.329517e-09,0.0009211337,6.859684e-05,0.01345834,0,0.15,0,0.0001139063,-0.01042207,0.2494297,1.346555,1.570958,33694,1.224375,783.62,97.23785
12328,1790237962.519,-0.6354492,-0.8061508,1.488263,-0.07448613,-0.5106559,-0.001028532,-0.008333335,-0.2645123,-0.0102933,-0.06615372,-0.1778852,-0.001883558,-0.02671667,-0.002883075,1.454055,-0.03971699,-0.0186854,-0.002263723,-0.04235207,0.3621256,-0.01666667,-0.1237178,-0.06510296,-0.02772956,0.798659,0.2605902,-0.007299973,-0.006403885,0.5734978,1.502181,0.6385629,1.737831,15,0,0.5,0,0.5,3.733425,0.5726889,0.4450911,0.0006260306,3.375e-05,28.82754,0.001597417,2.149518e-09,0.000932137,3.924698e-05,0.01352459,0.15,0.05,0,3.375e-05,-0.008921089,0.2491643,1.367204,1.587749,33267,1.224123,814.44,101.086
12329,1790237965.447,-0.6336547,-0.7754802,1.440262,-0.08193751,-0.741131,-0.002409296,-0.015,-0.2720624,-0.01027471,-0.01244454,-0.1788667,-0.001811417,-0.02433333,-0.002750498,1.416813,-0.03915086,-0.01754119,-0.002317956,-0.04315887,0.5965166,-0.01666667,-0.06058182,-0.06449376,-0.02699021,0.7518076,0.2597101,-0.006939081,-0.00608246,0.5572318,1.501704,0.6394698,1.684713,15,0,0.3333333,0.3333333,0,3.424931,0.4802818,0.4361138,0.0006213692,5.0625e-05,28.82487,0.001618552,2.072111e-09,0.0009578626,3.931779e-05,0.008598209,0,0.1,0,5.0625e-05,-0.008270686,0.3818558,1.349927,1.56575,33715,1.224018,709.47,86.96124
12330,1790237968.368,-0.3631079,-0.4517183,0.8493058,-0.04198712,-0.1240766,-0.0006683727,-0.004,-0.1601832,-0.005594735,-0.004930519,-0.1093205,-0.001100936,-0.021,-0.001925369,0.8475757,-0.0225248,-0.01246728,-0.003564164,-0.02538655,0.106874,-0.06,-0.05149771,-0.03739425,-0.01742557,0.4510984,0.1196781,-0.004327583,-0.003817846,0.3341227,0.8581163,0.4007484,0.9662618,15,0,1,0.6666667,0.3333333,0.7548687,0.5842851,0.4529631,0.0006295004,7.59375e-05,28.82408,0.001675281,2.205396e-09,0.0009865026,5.927556e-05,0.01074046,0,0.1,0,7.59375e-05,-0.009879041,0.4093814,1.365838,1.544967,33772,1.224144,749.12,93.37836
12331,1790237971.266,-0.3023611,-0.3782264,0.6995049,-0.04321278,-0.5994842,-0.0008086794,0,-0.1084914,-0.00530309,-0.0008691991,-0.06782399,-0.0008731705,0,-0.0008913128,0.6432037,-0.01922914,0,0,-0.01771361,0.5266711,-0.06666668,-0.01323491,-0.02376015,-0.01041997,0.3765584,0.2094768,-0.003028944,-0.002502748,0.2817225,0.7938437,0.3382115,0.8424139,15,0,0.6666667,0.3333333,0.3333333,2.80503,0.3659522,0.4407901,0.0006134155,7.59375e-05,28.82564,0.001668889,2.315297e-09,0.0009642672,9.12037e-05,0.009949909,0,0.05,0,7.59375e-05,-0.01071454,0.3040534,1.344454,1.541201,34066,1.224113,825.31,102.5572
12332,1790237974.184,-0.5862178,-0.7475991,1.33844,-0.08025485,-0.9862901,-0.002486618,-0.01,-0.2380463,-0.009991979,-0.0202633,-0.1520227,-0.001654447,-0.01348857,-0.002098703,1.303676,-0.03726865,-0.009765889,-0.001053349,-0.03742307,0.8186129,-0.01428572,-0.002048173,-0.05245265,-0.022135,0.7001292,0.3003364,-0.00611811,-0.005263572,0.5215915,1.455424,0.6301548,1.591189,15,0,0.2,0.2,0,3.679018,0.4099803,0.4363551,0.0006202126,0.0001139063,28.82288,0.001687905,2.253878e-09,0.0009583661,0.0001093237,0.01391996,0,0.1,0,0.0001139063,-0.01032797,0.3093314,1.36329,1.543544,33818,1.223942,751.54,93.30003
12333,1790237977.066,-0.3655204,-0.4611565,0.8395039,-0.04053259,-0.2196769,-0.001954174,-0.02333334,-0.1417093,-0.005771962,-0.00745924,-0.09186004,-0.001063558,-0.005606668,-0.0014341,0.8001882,-0.02461713,-0.003946159,-0.0002358047,-0.02484491,0.1747857,-0.06666668,-0.1154368,-0.03967271,-0.01509797,0.4341168,0.2090041,-0.003871523,-0.003340906,0.3139814,0.8231577,0.3888361,0.9712929,15,0,1,0.5,0.5,1.643066,0.5025665,0.4468439,0.0006153935,0.0001139063,28.82331,0.001646408,2.33662e-09,0.0009646073,6.640454e-05,0.01367817,0,0.05,0,0.0001139063,-0.01079001,0.3706209,1.333698,1.537251,34240,1.224239,765.21,94.30293
12334,1790237979.989,-0.383989,-0.4753183,0.888007,-0.05220379,-0.4506985,-0.001541377,-0.00125,-0.1518382,-0.006118861,-0.01057693,-0.09731932,-0.001117165,-0.009060002,-0.001577099,0.8685942,-0.02563147,-0.006495476,-0.000347854,-0.02539192,0.4089724,-0.05,-0.01031473,-0.03666056,-0.01531236,0.4628229,0.2061324,-0.004131722,-0.003592023,0.3427472,0.9448439,0.3994399,1.050695,15,0,0.6666667,0.3333333,0.3333333,2.512408,0.334765,0.4487506,0.0006236691,7.59375e-05,28.82764,0.001676024,2.438156e-09,0.0009633307,8.902184e-05,0.01170263,0.05,0.05,0,7.59375e-05,-0.007996244,0.3026555,1.347201,1.564698,33759,1.224319,728.53,90.38421
12335,1790237982.902,-0.6566085,-0.8146378,1.498514,-0.08081585,-0.8035147,-0.002439132,-0.01666667,-0.2708302,-0.01043466,-0.08777263,-0.1808628,-0.001839422,-0.02413001,-0.002864606,1.463064,-0.04160177,-0.01819718,-0.003564255,-0.04442058,0.7040126,0,-1.534657e-17,-0.07162473,-0.02798576,0.7827107,0.2770767,-0.007175527,-0.006270423,0.560635,1.526133,0.6476141,1.723959,15,0,0,0,0,2.781445,0.4080731,0.4489459,0.0006327885,0.0001139063,28.8259,0.001710217,2.403776e-09,0.0009696917,0.0001077343,0.0145062,0,0.1,0,0.0001139063,-0.009877704,0.3716088,1.361625,1.540555,33872,1.224191,763.02,94.66049
12336,1790237985.793,-0.5847141,-0.7102773,1.33901,-0.06840752,-0.3552257,-0.00134485,-0.01,-0.2479628,-0.00924479,-0.07971524,-0.1713911,-0.001716356,-0.02787333,-0.002813556,1.325579,-0.03594544,-0.01845481,-0.004005091,-0.03971905,0.2930199,-0.03333334,-0.0159475,-0.06381579,-0.02661518,0.7013621,0.2120309,-0.006680626,-0.005948538,0.5152317,1.335699,0.5805062,1.545994,15,0,1,1,0,1.787013,0.6161053,0.446124,0.0006340183,5.0625e-05,28.82396,0.001683144,2.322177e-09,0.0009740482,7.507488e-05,0.01341597,0.15,0.1,0,5.0625e-05,-0.007546726,0.3558446,1.339994,1.540351,34129,1.224131,768.05,95.56089
12337,1790237988.711,-0.5570082,-0.7066616,1.246082,-0.07466529,-0.8505014,-0.002293842,-0.002857144,-0.2340314,-0.00924932,-0.03399764,-0.1528959,-0.001554889,-0.01837428,-0.002435345,1.22204,-0.03606002,-0.01337667,-0.0009148258,-0.0363108,0.7395641,-0.02857143,-0.04238909,-0.05516925,-0.02066959,0.646723,0.2399284,-0.005704985,-0.004932567,0.4738384,1.335271,0.536727,1.47505,15,0,0.4,0.4,0,2.603225,0.4023096,0.4494678,0.0006314019,7.59375e-05,28.82363,0.001661298,2.294826e-09,0.0009703412,5.955261e-05,0.01041,0,0.1,0,7.59375e-05,-0.01088998,0.4260801,1.364267,1.542922,33814,1.224204,729.72,89.67107
12338,1790237991.597,-0.6442441,-0.8286394,1.498514,-0.0760822,-0.8291163,-0.001410124,-0.01083333,-0.2524429,-0.010914,-0.04515816,-0.1660135,-0.001871734,-0.01609667,-0.002571337,1.436738,-0.04102888,-0.01080337,-0.001307075,-0.04150207,0.6161578,0,-0.02152399,-0.06106877,-0.02593379,0.8006552,0.335652,-0.006869763,-0.005862886,0.5783081,1.545431,0.6820782,1.785447,15,0,0,0,0,3.937552,0.4721535,0.4439128,0.0006226166,5.0625e-05,28.82432,0.001636524,2.157731e-09,0.0009666129,4.729211e-05,0.01380692,0.1,0.1,0,5.0625e-05,-0.009003961,0.2894164,1.332659,1.540054,34219,1.224116,788.68,97.73503
12339,1790237994.506,-0.5456154,-0.6917952,1.259411,-0.06788629,-0.8214073,-0.001401251,-0.004,-0.2223682,-0.009407183,-0.03147317,-0.1451751,-0.001567001,-0.017324,-0.002181777,1.2012,-0.03452979,-0.0116717,-0.002205899,-0.0342682,0.6780729,-0.02,-0.007907588,-0.05008184,-0.02306008,0.6706728,0.2639471,-0.005780328,-0.004889726,0.4892657,1.352011,0.5830359,1.489022,15,0,0.2857143,0.2857143,0,3.378821,0.4526538,0.4428118,0.0006292813,7.59375e-05,28.82286,0.001616229,2.06565e-09,0.0009470864,3.98593e-05,0.01120985,0,0.1,0,7.59375e-05,-0.009066465,0.329713,1.34795,1.546163,33966,1.224015,761.08,94.41463
12340,1790237997.388,-0.3079066,-0.3958262,0.7041043,-0.03963954,-0.5901189,-0.001198088,-0.002,-0.1130941,-0.005390139,-0.01093889,-0.07079174,-0.0008617298,0,-0.001079366,0.6476035,-0.01966149,0,0,-0.01830257,0.4532277,-0.08000001,-0.1577431,-0.0251604,-0.01260187,0.3712582,0.208639,-0.00303667,-0.0024617,0.2776993,0.7748184,0.34051,0.857131,15,0,0.8000001,0.8000001,0,3.04473,0.5343489,0.4435171,0.0006124389,7.59375e-05,28.82211,0.001597036,2.071388e-09,0.0009440552,4.054038e-05,0.01103516,0,0.05,0,7.59375e-05,-0.00946155,0.4397671,1.332665,1.537461,34250,1.224001,684.74,84.02335
12341,1790238000.271,-0.4397156,-0.5535713,1.005007,-0.05485439,-0.7829444,-0.001613816,-0.003125,-0.168198,-0.007557838,-0.01313973,-0.1068668,-0.001255421,-0.004265,-0.001689837,0.929125,-0.02878846,-0.003405768,-5.875625e-05,-0.02752987,0.6438636,-0.05,-0.07706265,-0.03959163,-0.01555349,0.5294417,0.2701192,-0.004404847,-0.00370388,0.3960108,1.103531,0.444807,1.201105,15,0,0.5714287,0.4285715,0.1428572,2.105839,0.490962,0.4375083,0.0006177809,0.0001139063,28.82408,0.001647341,2.177782e-09,0.0009655445,6.401322e-05,0.01360595,0,0.1,0,0.0001139063,-0.01031994,0.431117,1.32142,1.550434,34230,1.224372,739.41,92.25802
12342,1790238003.146,-0.5416035,-0.6787612,1.23151,-0.06345396,-0.8536746,-0.001418018,-0.005,-0.2162884,-0.009367703,-0.004473682,-0.140449,-0.001537679,-0.01678,-0.002124034,1.198223,-0.0345926,-0.01218183,-0.001425323,-0.03378523,0.6809308,-0.025,-0.004828752,-0.04677935,-0.0204366,0.6543294,0.2551236,-0.00565671,-0.004813159,0.4832866,1.339568,0.5914378,1.461832,15,0,0.3333333,0.3333333,0,3.298122,0.4016604,0.4208555,0.0006222228,5.0625e-05,28.82989,0.00163714,2.264632e-09,0.0009652681,4.964719e-05,0.01283639,0.1,0.05,0,5.0625e-05,-0.008334054,0.4423391,1.339227,1.525271,34318,1.22474,732.61,90.66583
12343,1790238006.029,-0.4668522,-0.5933254,1.074436,-0.06055473,-0.6014944,-0.00206198,-0.007142858,-0.1927238,-0.007756572,-0.034942,-0.1262577,-0.00136874,-0.01459428,-0.001911772,1.038308,-0.03059339,-0.009995505,-0.0009958706,-0.03028848,0.5331556,-0.05714286,-0.04557175,-0.04823006,-0.01858789,0.555422,0.2207411,-0.004951428,-0.004295826,0.4089164,1.133847,0.4748847,1.257132,15,0,0.8000001,0.8000001,0,1.125125,0.4722198,0.4397117,0.0006320811,7.59375e-05,28.83432,0.001639041,2.308587e-09,0.0009546701,5.228795e-05,0.01276203,0,0.1,0,7.59375e-05,-0.008089736,0.3822741,1.325912,1.545494,34235,1.224958,710.45,89.00001
12344,1790238009.011,-0.5866086,-0.7382965,1.347387,-0.07044117,-0.6308872,-0.002280894,-0.015,-0.2406135,-0.009724347,-0.04605434,-0.1585169,-0.001712126,-0.0179975,-0.00240992,1.315756,-0.03691796,-0.01253593,-0.002008654,-0.03973724,0.5140272,-0.0125,-0.0004995799,-0.05826184,-0.02540552,0.701554,0.2724728,-0.006530857,-0.005713043,0.519292,1.416117,0.6247406,1.58088,15,0,0.25,0.25,0,2.802252,0.4165241,0.4384174,0.0006288206,0.0001139063,28.83625,0.001660533,2.334889e-09,0.0009663167,6.539358e-05,0.01422463,0,0.1,0,0.0001139063,-0.01027569,0.4330913,1.34318,1.62802,33085,1.225199,726.35,89.98644
12345,1790238011.894,-0.5576472,-0.7130259,1.284284,-0.07054488,-1.067312,-0.00166728,-0.00909091,-0.215313,-0.00958018,-0.02198515,-0.1396284,-0.001592285,-0.008174544,-0.002165082,1.205315,-0.03577504,-0.006686696,-0.001306602,-0.03465163,0.8315956,-0.02727273,-0.07502587,-0.04975031,-0.02226366,0.6796052,0.3217298,-0.005739413,-0.00483002,0.4985532,1.375459,0.5947344,1.544794,15,0,0.3333333,0.3333333,0,2.417024,0.4678828,0.4557544,0.0006392437,0.0001139063,28.84174,0.001679412,2.262429e-09,0.0009647295,7.543634e-05,0.01408622,0,0.05,0,0.0001139063,-0.01066197,0.4118028,1.324622,1.547044,34232,1.2257,726.16,89.05729
12346,1790238014.784,-0.3391348,-0.4254042,0.7877182,-0.04252339,-0.2277564,-0.001438609,-0.004285715,-0.1314152,-0.005133414,-0.05137257,-0.08708881,-0.001016523,-0.007297144,-0.001304646,0.7515685,-0.02236124,-0.004509514,-0.001892186,-0.02217774,0.2008592,-0.07142858,-0.05000509,-0.03364886,-0.01480565,0.4099668,0.1844968,-0.003656183,-0.003166092,0.3060745,0.7986001,0.336272,0.921077,15,0,1,0.8000001,0.2,2.842294,0.4233836,0.4463123,0.0006500603,7.59375e-05,28.85038,0.001643382,2.378107e-09,0.0009376986,5.562088e-05,0.01439235,0.05,0.05,0,7.59375e-05,-0.009734332,0.4880277,1.333912,1.543225,34167,1.226325,707.68,88.23695
