step,tip_err_l1_m,tip_err_x_m,tip_err_y_m,tip_err_z_m,base_z_m,force_cmd_n,force_meas_n,force_est_n
325,0.02444,0.00759,0.00341,0.01345,0.26974,0.0000,0.0000,1.7303
326,0.02606,0.00831,0.00491,0.01284,0.27117,0.0000,0.0000,1.6442
327,0.02786,0.00905,0.00646,0.01235,0.27266,0.0000,0.0000,1.5741
328,0.02949,0.00946,0.00791,0.01211,0.27420,0.0000,0.0000,1.5527
329,0.03072,0.00948,0.00913,0.01211,0.27580,0.0000,0.0000,1.5842
330,0.03188,0.00950,0.01017,0.01220,0.27746,0.0000,0.0000,1.6746
331,0.03314,0.00978,0.01106,0.01231,0.27919,0.0000,0.0000,1.7969
332,0.03433,0.01021,0.01175,0.01237,0.28099,0.0000,0.0000,1.9028
333,0.03538,0.01074,0.01225,0.01239,0.28284,0.0000,0.0000,1.9599
334,0.03621,0.01123,0.01259,0.01239,0.28472,0.0000,0.0000,1.9615
335,0.03700,0.01130,0.01329,0.01241,0.28658,0.0000,0.0000,1.8978
336,0.03792,0.01071,0.01461,0.01260,0.28840,0.0000,0.0000,1.7654
337,0.03917,0.00981,0.01630,0.01306,0.29016,0.0000,0.0000,1.6025
338,0.04060,0.00902,0.01779,0.01379,0.29181,0.0000,0.0000,1.4864
339,0.04255,0.00834,0.01944,0.01477,0.29336,0.0000,0.0000,1.4045
340,0.04503,0.00768,0.02135,0.01600,0.29480,0.0000,0.0000,1.3444
341,0.04782,0.00704,0.02332,0.01747,0.29615,0.0000,0.0000,1.3068
342,0.05319,0.00789,0.02607,0.01922,0.29743,0.0000,0.0000,1.2769
343,0.05869,0.00888,0.02877,0.02104,0.29864,0.0000,0.0000,1.2306
344,0.06330,0.00944,0.03117,0.02269,0.29978,0.0000,0.0000,1.1553
345,0.06614,0.00932,0.03299,0.02382,0.30087,0.0000,0.0000,1.0594
346,0.06803,0.00891,0.03455,0.02457,0.30188,0.0000,0.0000,0.9501
347,0.06896,0.00814,0.03582,0.02500,0.30282,0.0000,0.0000,0.8400
348,0.06893,0.00708,0.03681,0.02504,0.30368,0.0000,0.0000,0.7320
349,0.06791,0.00577,0.03745,0.02469,0.30444,0.0000,0.0000,0.6340
350,0.06570,0.00414,0.03761,0.02394,0.30510,0.0000,0.0000,0.5482
351,0.06249,0.00217,0.03748,0.02283,0.30566,0.0000,0.0000,0.4775
352,0.05984,0.00030,0.03804,0.02151,0.30611,0.0000,0.0000,0.4227
353,0.06195,0.00252,0.03855,0.02088,0.30646,0.0000,0.0000,0.3871
354,0.06412,0.00269,0.03840,0.02302,0.30671,0.0000,0.0000,0.3681
355,0.06633,0.00138,0.03773,0.02722,0.30689,0.0000,0.0000,0.3521
356,0.06908,0.00059,0.03683,0.03167,0.30701,0.0000,0.0000,0.3355
357,0.07209,0.00056,0.03569,0.03584,0.30708,0.0000,0.0000,0.3255
358,0.07495,0.00091,0.03456,0.03949,0.30712,0.0000,0.0000,0.3252
359,0.07751,0.00138,0.03341,0.04271,0.30716,0.0000,0.0000,0.3305
360,0.07992,0.00214,0.03208,0.04569,0.30718,0.0000,0.0000,0.3376
361,0.08226,0.00311,0.03061,0.04853,0.30720,0.0000,0.0000,0.3478
362,0.08459,0.00425,0.02898,0.05136,0.30720,0.0000,0.0000,0.3565
363,0.08697,0.00540,0.02732,0.05425,0.30719,0.0000,0.0000,0.3660
364,0.08943,0.00657,0.02571,0.05714,0.30715,0.0000,0.0000,0.3745
365,0.09197,0.00783,0.02412,0.06002,0.30709,0.0000,0.0000,0.3879
366,0.09486,0.00955,0.02234,0.06297,0.30702,0.0000,0.0000,0.4071
367,0.09665,0.01010,0.02124,0.06531,0.30694,0.0000,0.0000,0.4381
368,0.09976,0.01210,0.01949,0.06817,0.30686,0.0000,0.0000,0.4688
369,0.10185,0.01309,0.01835,0.07041,0.30678,0.0000,0.0000,0.5219
370,0.10428,0.01416,0.01732,0.07281,0.30673,0.0000,0.0000,0.5860
371,0.10487,0.01296,0.01596,0.07594,0.30670,0.0000,0.0000,0.6303
372,0.10922,0.01513,0.01540,0.07869,0.30665,0.0000,0.0000,0.6652
373,0.11118,0.01443,0.01480,0.08195,0.30665,0.0000,0.0000,0.7342
374,0.11333,0.01444,0.01402,0.08487,0.30667,0.0000,0.0000,0.7501
375,0.11475,0.01527,0.01230,0.08718,0.30673,0.0000,0.0000,0.7898
376,0.11483,0.01552,0.01034,0.08897,0.30682,0.0000,0.0000,0.8018
377,0.11462,0.01579,0.00835,0.09048,0.30692,0.0000,0.0000,0.8255
378,0.11570,0.01678,0.00607,0.09284,0.30702,0.0000,0.0000,0.8256
379,0.11851,0.01926,0.00317,0.09608,0.30713,0.0000,0.0000,0.8299
380,0.12284,0.02192,0.00085,0.10006,0.30723,0.0000,0.0000,0.8345
381,0.12903,0.02402,0.00041,0.10459,0.30736,0.0000,0.0000,0.8308
382,0.13685,0.02602,0.00119,0.10964,0.30749,0.0000,0.0000,0.7890
383,0.14502,0.02846,0.00182,0.11474,0.30758,0.0000,0.0000,0.7461
384,0.15293,0.03192,0.00234,0.11867,0.30759,0.0000,0.0000,0.7360
385,0.16046,0.03521,0.00304,0.12221,0.30753,0.0000,0.0000,0.7666
386,0.16681,0.03775,0.00355,0.12551,0.30742,0.0000,0.0000,0.8264
387,0.17374,0.04042,0.00444,0.12888,0.30728,0.0000,0.0000,0.8841
388,0.17724,0.04171,0.00512,0.13042,0.30713,0.0000,0.0000,0.9255
389,0.17111,0.03899,0.00483,0.12729,0.30693,0.0000,0.0000,0.9284
390,0.16519,0.03660,0.00459,0.12399,0.30670,0.0000,0.0000,0.9204
391,0.15996,0.03486,0.00452,0.12058,0.30643,0.0000,0.0000,0.9372
392,0.15524,0.03350,0.00447,0.11727,0.30615,0.0000,0.0000,0.9504
393,0.15087,0.03251,0.00444,0.11392,0.30587,0.0000,0.0000,0.9843
394,0.14673,0.03180,0.00461,0.11031,0.30562,0.0000,0.0000,1.0003
395,0.14259,0.03109,0.00471,0.10678,0.30542,0.0000,0.0000,1.0135
396,0.13869,0.03034,0.00484,0.10351,0.30526,0.0000,0.0000,1.0247
397,0.13515,0.02963,0.00501,0.10051,0.30514,0.0000,0.0000,1.0241
398,0.13158,0.02888,0.00502,0.09767,0.30507,0.0000,0.0000,1.0201
399,0.12824,0.02813,0.00497,0.09514,0.30504,0.0000,0.0000,0.9972
400,0.12494,0.02733,0.00499,0.09262,0.30503,0.0000,0.0000,0.9663
401,0.12175,0.02666,0.00506,0.09003,0.30503,0.0000,0.0000,0.8957
402,0.11853,0.02606,0.00538,0.08708,0.30503,0.0000,0.0000,0.8690
403,0.11519,0.02565,0.00576,0.08378,0.30503,0.0000,0.0000,0.8456
404,0.11191,0.02530,0.00625,0.08036,0.30502,0.0000,0.0000,0.8112
405,0.10861,0.02493,0.00666,0.07702,0.30499,0.0000,0.0000,0.7970
406,0.10534,0.02461,0.00712,0.07361,0.30495,0.0000,0.0000,0.7774
407,0.10200,0.02427,0.00757,0.07016,0.30489,0.0000,0.0000,0.7803
408,0.09870,0.02388,0.00794,0.06688,0.30484,0.0000,0.0000,0.7919
409,0.09552,0.02349,0.00827,0.06376,0.30478,0.0000,0.0000,0.8040
410,0.09243,0.02304,0.00855,0.06085,0.30473,0.0000,0.0000,0.8158
411,0.08956,0.02254,0.00877,0.05825,0.30467,0.0000,0.0000,0.8342
412,0.08691,0.02198,0.00894,0.05598,0.30463,0.0000,0.0000,0.8651
413,0.08454,0.02140,0.00917,0.05397,0.30459,0.0000,0.0000,0.9064
414,0.08238,0.02073,0.00943,0.05222,0.30457,0.0000,0.0000,0.9433
415,0.08039,0.01998,0.00974,0.05067,0.30454,0.0000,0.0000,0.9611
416,0.07845,0.01920,0.01008,0.04917,0.30452,0.0000,0.0000,0.9501
417,0.07641,0.01836,0.01046,0.04760,0.30449,0.0000,0.0000,0.9375
418,0.07427,0.01752,0.01089,0.04587,0.30447,0.0000,0.0000,0.9261
419,0.07200,0.01667,0.01137,0.04396,0.30444,0.0000,0.0000,0.9178
420,0.06963,0.01582,0.01185,0.04196,0.30442,0.0000,0.0000,0.9125
421,0.06724,0.01496,0.01230,0.03999,0.30438,0.0000,0.0000,0.9114
422,0.06484,0.01405,0.01271,0.03809,0.30435,0.0000,0.0000,0.9149
423,0.06261,0.01316,0.01308,0.03637,0.30431,0.0000,0.0000,0.9180
424,0.06036,0.01221,0.01333,0.03482,0.30429,0.0000,0.0000,0.9147
425,0.05819,0.01126,0.01350,0.03343,0.30426,0.0000,0.0000,0.9068
426,0.05616,0.01037,0.01363,0.03216,0.30424,0.0000,0.0000,0.8917
427,0.05418,0.00955,0.01374,0.03089,0.30422,0.0000,0.0000,0.8755
428,0.05230,0.00883,0.01383,0.02964,0.30419,0.0000,0.0000,0.8587
429,0.05044,0.00810,0.01389,0.02844,0.30418,0.0000,0.0000,0.8416
430,0.04853,0.00736,0.01387,0.02730,0.30418,0.0000,0.0000,0.8251
431,0.04669,0.00668,0.01382,0.02619,0.30417,0.0000,0.0000,0.8057
432,0.04483,0.00605,0.01375,0.02503,0.30417,0.0000,0.0000,0.7882
433,0.04296,0.00551,0.01366,0.02379,0.30418,0.0000,0.0000,0.7690
434,0.04110,0.00498,0.01354,0.02259,0.30418,0.0000,0.0000,0.7534
435,0.03932,0.00447,0.01341,0.02144,0.30418,0.0000,0.0000,0.7372
436,0.03761,0.00398,0.01324,0.02038,0.30418,0.0000,0.0000,0.7211
437,0.03594,0.00353,0.01309,0.01931,0.30419,0.0000,0.0000,0.7065
438,0.03434,0.00316,0.01290,0.01828,0.30421,0.0000,0.0000,0.6914
439,0.03268,0.00277,0.01260,0.01731,0.30422,0.0000,0.0000,0.6809
440,0.03097,0.00234,0.01221,0.01641,0.30425,0.0000,0.0000,0.6738
441,0.02940,0.00194,0.01185,0.01561,0.30429,0.0000,0.0000,0.6656
442,0.02788,0.00156,0.01144,0.01488,0.30435,0.0000,0.0000,0.6604
443,0.02643,0.00123,0.01098,0.01422,0.30443,0.0000,0.0000,0.6547
444,0.02496,0.00088,0.01046,0.01362,0.30451,0.0000,0.0000,0.6504
445,0.02338,0.00047,0.00986,0.01305,0.30463,0.0000,0.0000,0.6493
446,0.02185,0.00011,0.00927,0.01246,0.30476,0.0000,0.0000,0.6480
447,0.02078,0.00022,0.00866,0.01190,0.30490,0.0000,0.0000,0.6503
448,0.01990,0.00053,0.00805,0.01132,0.30507,0.0000,0.0000,0.6537
449,0.01899,0.00078,0.00748,0.01073,0.30524,0.0000,0.0000,0.6625
450,0.01801,0.00102,0.00689,0.01009,0.30541,0.0000,0.0000,0.6724
451,0.01697,0.00129,0.00628,0.00941,0.30559,0.0000,0.0000,0.6853
452,0.01588,0.00154,0.00565,0.00870,0.30579,0.0000,0.0000,0.7031
453,0.01486,0.00168,0.00509,0.00809,0.30597,0.0000,0.0000,0.7237
454,0.01393,0.00175,0.00454,0.00764,0.30615,0.0000,0.0000,0.7498
455,0.01285,0.00171,0.00439,0.00674,0.30632,0.0000,0.0000,0.7767
456,0.01140,0.00294,0.00299,0.00546,0.30650,0.0000,0.0000,0.8138
457,0.00888,0.00349,0.00186,0.00352,0.30668,0.0000,0.0000,0.8739
458,0.00598,0.00422,0.00014,0.00163,0.30684,0.0000,0.0000,0.9804
459,0.00566,0.00413,0.00043,0.00110,0.30699,0.0000,0.0000,1.1473
460,0.00687,0.00443,0.00188,0.00055,0.30712,0.0000,0.0000,1.3351
461,0.00443,0.00303,0.00001,0.00139,0.30724,0.0000,0.0000,1.6414
462,0.00432,0.00194,0.00041,0.00197,0.30732,0.0000,0.0000,1.8968
463,0.00467,0.00002,0.00262,0.00203,0.30740,0.0000,0.0000,2.2446
464,0.00468,0.00133,0.00180,0.00155,0.30742,0.0000,0.0000,2.4696
465,0.00409,0.00243,0.00161,0.00005,0.30745,0.0000,0.0000,2.7412
466,0.00821,0.00482,0.00043,0.00296,0.30744,0.0000,0.0000,3.0126
467,0.00793,0.00474,0.00033,0.00286,0.30748,0.0000,0.0000,3.3925
468,0.01035,0.00557,0.00061,0.00417,0.30750,0.0000,0.0000,3.5281
469,0.01458,0.00636,0.00185,0.00637,0.30750,0.0000,0.0000,3.6764
470,0.01784,0.00683,0.00276,0.00824,0.30752,0.0000,0.0000,3.7604
471,0.01775,0.00708,0.00100,0.00968,0.30755,0.0000,0.0000,3.8706
472,0.02112,0.00744,0.00244,0.01125,0.30756,0.0000,0.0000,4.0144
473,0.02264,0.00762,0.00317,0.01185,0.30756,0.0000,0.0000,4.2233
474,0.02314,0.00739,0.00386,0.01189,0.30752,0.0000,0.0000,4.4574
475,0.02227,0.00689,0.00302,0.01237,0.30746,0.0000,0.0000,4.6345
476,0.02060,0.00628,0.00067,0.01366,0.30736,0.0000,0.0000,4.8211
477,0.02182,0.00586,0.00074,0.01522,0.30725,0.0000,0.0000,5.0349
478,0.02459,0.00538,0.00246,0.01675,0.30711,0.0000,0.0000,5.2766
479,0.02816,0.00495,0.00446,0.01875,0.30693,0.0000,0.0000,5.4482
480,0.02947,0.00539,0.00585,0.01823,0.30681,0.0000,0.0000,5.6365
481,0.02596,0.00379,0.00857,0.01360,0.30680,0.0000,0.0000,5.7866
482,0.02377,0.00277,0.01077,0.01023,0.30687,0.0000,0.0000,5.8535
483,0.02292,0.00219,0.01259,0.00814,0.30696,0.0000,0.0000,5.8692
484,0.02151,0.00127,0.01407,0.00617,0.30706,0.0000,0.0000,5.7989
485,0.02061,0.00040,0.01551,0.00470,0.30714,0.0000,0.0000,5.7081
486,0.01890,0.00028,0.01594,0.00268,0.30722,0.0000,0.0000,5.5789
487,0.01879,0.00091,0.01711,0.00077,0.30729,0.0000,0.0000,5.3911
488,0.01860,0.00169,0.01637,0.00053,0.30733,0.0000,0.0000,5.1678
489,0.02004,0.00280,0.01688,0.00036,0.30728,0.0000,0.0000,4.9011
490,0.02031,0.00319,0.01689,0.00023,0.30712,0.0000,0.0000,4.6636
491,0.02106,0.00334,0.01744,0.00028,0.30686,0.0000,0.0000,4.4010
492,0.02189,0.00341,0.01730,0.00117,0.30651,0.0000,0.0000,4.1860
493,0.02296,0.00313,0.01730,0.00253,0.30611,0.0000,0.0000,3.9554
494,0.02424,0.00269,0.01709,0.00446,0.30567,0.0000,0.0000,3.7509
495,0.02576,0.00230,0.01673,0.00672,0.30524,0.0000,0.0000,3.5246
496,0.02722,0.00186,0.01653,0.00883,0.30482,0.0000,0.0000,3.3518
497,0.02826,0.00144,0.01648,0.01033,0.30442,0.0000,0.0000,3.1819
498,0.02915,0.00138,0.01618,0.01160,0.30407,0.0000,0.0000,3.0635
499,0.02519,0.00881,0.01240,0.00398,0.30433,0.0000,0.0000,2.8230
500,0.02705,0.00487,0.01282,0.00936,0.30491,0.0000,0.0000,2.8384
501,0.03330,0.00104,0.01509,0.01717,0.30528,0.0000,0.0000,2.5222
502,0.04180,0.00397,0.01519,0.02264,0.30546,0.0000,0.0000,2.3523
503,0.03828,0.00250,0.01610,0.01967,0.30540,0.0000,0.0000,2.2823
504,0.03275,0.00026,0.01727,0.01522,0.30518,0.0000,0.0000,2.2005
505,0.03317,0.00223,0.01729,0.01365,0.30491,0.0000,0.0000,2.0573
506,0.03354,0.00170,0.01588,0.01597,0.30476,0.0000,0.0000,2.0416
507,0.03432,0.00024,0.01530,0.01879,0.30478,0.0000,0.0000,1.9107
508,0.03543,0.00071,0.01568,0.01904,0.30494,0.0000,0.0000,1.9661
509,0.03497,0.00095,0.01574,0.01829,0.30522,0.0000,0.0000,1.9343
510,0.03225,0.00016,0.01512,0.01697,0.30555,0.0000,0.0000,1.9272
511,0.03105,0.00002,0.01439,0.01665,0.30590,0.0000,0.0000,1.9650
512,0.03116,0.00033,0.01520,0.01562,0.30620,0.0000,0.0000,2.0387
513,0.03071,0.00068,0.01465,0.01539,0.30644,0.0000,0.0000,2.1159
514,0.02996,0.00083,0.01492,0.01421,0.30662,0.0000,0.0000,2.0819
515,0.02877,0.00117,0.01508,0.01251,0.30674,0.0000,0.0000,2.1498
516,0.02799,0.00148,0.01481,0.01170,0.30681,0.0000,0.0000,2.2046
517,0.02827,0.00207,0.01381,0.01240,0.30689,0.0000,0.0000,2.2129
518,0.02863,0.00232,0.01301,0.01330,0.30700,0.0000,0.0000,2.2544
519,0.02902,0.00259,0.01239,0.01403,0.30713,0.0000,0.0000,2.3402
520,0.02890,0.00283,0.01211,0.01396,0.30726,0.0000,0.0000,2.4105
521,0.02864,0.00323,0.01177,0.01364,0.30737,0.0000,0.0000,2.4564
522,0.02869,0.00378,0.01137,0.01354,0.30748,0.0000,0.0000,2.5292
523,0.02884,0.00457,0.01166,0.01261,0.30756,0.0000,0.0000,2.5696
524,0.02878,0.00559,0.01149,0.01169,0.30764,0.0000,0.0000,2.6810
525,0.02841,0.00650,0.01117,0.01074,0.30772,0.0000,0.0000,2.7826
526,0.02812,0.00759,0.01086,0.00968,0.30779,0.0000,0.0000,2.7785
527,0.02773,0.00876,0.01049,0.00847,0.30784,0.0000,0.0000,2.8269
528,0.02704,0.00974,0.00988,0.00742,0.30787,0.0000,0.0000,2.8852
529,0.02600,0.01026,0.00908,0.00665,0.30789,0.0000,0.0000,2.8716
530,0.02572,0.01126,0.00813,0.00634,0.30797,0.0000,0.0000,2.5994
531,0.02420,0.01224,0.00689,0.00508,0.30805,0.0000,0.0000,3.2417
532,0.02353,0.01291,0.00728,0.00334,0.30802,0.0000,0.0000,3.3989
533,0.02072,0.01186,0.00816,0.00070,0.30786,0.0000,0.0000,3.4495
534,0.02415,0.01231,0.00930,0.00254,0.30761,0.0000,0.0000,3.4048
535,0.03180,0.01507,0.01028,0.00645,0.30732,0.0000,0.0000,3.4179
536,0.03757,0.01812,0.01057,0.00889,0.30703,0.0000,0.0000,3.5181
537,0.04235,0.01917,0.01106,0.01212,0.30669,0.0000,0.0000,3.6469
538,0.04144,0.01823,0.00996,0.01325,0.30637,0.0000,0.0000,3.7259
539,0.04301,0.01702,0.01103,0.01496,0.30602,0.0000,0.0000,3.7157
540,0.04104,0.01487,0.01029,0.01588,0.30568,0.0000,0.0000,3.6680
541,0.03976,0.01495,0.00991,0.01490,0.30536,0.0000,0.0000,3.5176
542,0.03654,0.01507,0.00835,0.01313,0.30506,0.0000,0.0000,3.3312
543,0.03163,0.01414,0.00689,0.01059,0.30475,0.0000,0.0000,3.1716
544,0.02708,0.01228,0.00646,0.00835,0.30444,0.0000,0.0000,3.0210
545,0.02594,0.01226,0.00702,0.00666,0.30413,0.0000,0.0000,2.9440
546,0.03150,0.01606,0.00917,0.00628,0.30382,0.0000,0.0000,2.9168
547,0.03508,0.01763,0.01113,0.00632,0.30352,0.0000,0.0000,2.9534
548,0.03878,0.01858,0.01311,0.00709,0.30325,0.0000,0.0000,2.9978
549,0.04145,0.01890,0.01460,0.00794,0.30301,0.0000,0.0000,3.0028
550,0.04347,0.01833,0.01625,0.00889,0.30279,0.0000,0.0000,2.9961
551,0.04419,0.01672,0.01764,0.00983,0.30262,0.0000,0.0000,2.9399
552,0.04338,0.01557,0.01807,0.00975,0.30252,0.0000,0.0000,2.7692
553,0.04148,0.01401,0.01783,0.00964,0.30248,0.0000,0.0000,2.4590
554,0.03897,0.01228,0.01727,0.00942,0.30248,0.0000,0.0000,2.0795
555,0.03605,0.01023,0.01666,0.00917,0.30249,0.0000,0.0000,1.7005
556,0.03251,0.00798,0.01601,0.00853,0.30247,0.0000,0.0000,1.3436
557,0.02855,0.00553,0.01547,0.00756,0.30240,0.0000,0.0000,1.0535
558,0.02548,0.00364,0.01508,0.00676,0.30225,0.0000,0.0000,0.8345
559,0.02421,0.00285,0.01481,0.00655,0.30201,0.0000,0.0000,0.6773
560,0.02276,0.00198,0.01428,0.00651,0.30168,0.0000,0.0000,0.5600
561,0.02123,0.00093,0.01388,0.00642,0.30128,0.0000,0.0000,0.4720
562,0.02002,0.00010,0.01351,0.00641,0.30083,0.0000,0.0000,0.4038
563,0.02057,0.00097,0.01315,0.00646,0.30036,0.0000,0.0000,0.3535
564,0.02105,0.00165,0.01270,0.00669,0.29991,0.0000,0.0000,0.3124
565,0.02177,0.00247,0.01222,0.00709,0.29949,0.0000,0.0000,0.2763
566,0.02226,0.00294,0.01171,0.00761,0.29912,0.0000,0.0000,0.2470
567,0.02169,0.00318,0.01085,0.00766,0.29881,0.0000,0.0000,0.2232
568,0.02113,0.00429,0.00991,0.00694,0.29854,0.0000,0.0000,0.2117
569,0.02059,0.00517,0.00942,0.00600,0.29832,0.0000,0.0000,0.2044
570,0.02040,0.00604,0.00894,0.00542,0.29812,0.0000,0.0000,0.2085
571,0.02033,0.00672,0.00864,0.00497,0.29796,0.0000,0.0000,0.2140
572,0.02062,0.00745,0.00852,0.00464,0.29781,0.0000,0.0000,0.2267
573,0.02087,0.00808,0.00853,0.00425,0.29767,0.0000,0.0000,0.2318
574,0.02100,0.00858,0.00853,0.00389,0.29753,0.0000,0.0000,0.2341
575,0.02110,0.00896,0.00852,0.00362,0.29740,0.0000,0.0000,0.2360
576,0.02143,0.00929,0.00857,0.00357,0.29727,0.0000,0.0000,0.2383
577,0.02161,0.00951,0.00868,0.00342,0.29714,0.0000,0.0000,0.2396
578,0.02150,0.00966,0.00873,0.00311,0.29700,0.0000,0.0000,0.2418
579,0.02143,0.00980,0.00879,0.00284,0.29686,0.0000,0.0000,0.2469
580,0.02109,0.00991,0.00872,0.00246,0.29672,0.0000,0.0000,0.2543
581,0.02049,0.01007,0.00860,0.00181,0.29656,0.0000,0.0000,0.2660
582,0.01996,0.01024,0.00857,0.00114,0.29642,0.0000,0.0000,0.2804
583,0.01790,0.00935,0.00837,0.00018,0.29628,0.0000,0.0000,0.2977
584,0.01768,0.00926,0.00814,0.00028,0.29614,0.0000,0.0000,0.3235
585,0.01822,0.00978,0.00768,0.00077,0.29601,0.0000,0.0000,0.3451
586,0.01843,0.00850,0.00828,0.00164,0.29591,0.0000,0.0000,0.3619
587,0.02013,0.00938,0.00690,0.00385,0.29585,0.0000,0.0000,0.3942
588,0.01825,0.00704,0.00715,0.00407,0.29577,0.0000,0.0000,0.4099
589,0.02431,0.01069,0.00739,0.00622,0.29571,0.0000,0.0000,0.4406
590,0.02488,0.00827,0.01081,0.00581,0.29567,0.0000,0.0000,0.4470
591,0.02365,0.00686,0.01006,0.00673,0.29566,0.0000,0.0000,0.4696
592,0.02954,0.00841,0.00944,0.01169,0.29566,0.0000,0.0000,0.4965
593,0.03113,0.00496,0.01219,0.01398,0.29567,0.0000,0.0000,0.5081
594,0.02794,0.00073,0.01286,0.01435,0.29571,0.0000,0.0000,0.5622
595,0.03022,0.00296,0.01058,0.01668,0.29575,0.0000,0.0000,0.6428
596,0.03102,0.00265,0.01188,0.01650,0.29576,0.0000,0.0000,0.6766
597,0.03082,0.00270,0.01146,0.01666,0.29580,0.0000,0.0000,0.7166
598,0.02935,0.00177,0.01063,0.01695,0.29586,0.0000,0.0000,0.7048
599,0.02631,0.00076,0.01025,0.01531,0.29590,0.0000,0.0000,0.7061
600,0.02408,0.00044,0.00953,0.01411,0.29592,0.0000,0.0000,0.6986
601,0.02231,0.00005,0.00873,0.01353,0.29592,0.0000,0.0000,0.6691
602,0.02369,0.00147,0.00755,0.01466,0.29592,0.0000,0.0000,0.6235
603,0.02411,0.00019,0.00778,0.01614,0.29589,0.0000,0.0000,0.5909
604,0.03213,0.00625,0.00893,0.01695,0.29580,0.0000,0.0000,0.5655
605,0.03022,0.00280,0.00901,0.01842,0.29569,0.0000,0.0000,0.4796
606,0.03544,0.00520,0.00751,0.02273,0.29561,0.0000,0.0000,0.4825
607,0.03797,0.00480,0.01046,0.02271,0.29551,0.0000,0.0000,0.4476
608,0.03494,0.00262,0.01176,0.02056,0.29541,0.0000,0.0000,0.5021
609,0.03400,0.00369,0.01144,0.01887,0.29530,0.0000,0.0000,0.6144
610,0.03430,0.00493,0.01063,0.01874,0.29519,0.0000,0.0000,0.7452
611,0.03269,0.00487,0.01003,0.01779,0.29508,0.0000,0.0000,0.8145
612,0.02992,0.00413,0.00929,0.01650,0.29499,0.0000,0.0000,0.8390
613,0.02868,0.00503,0.00962,0.01402,0.29490,0.0000,0.0000,0.8529
614,0.02719,0.00531,0.00924,0.01264,0.29484,0.0000,0.0000,0.8574
615,0.02537,0.00539,0.00861,0.01137,0.29483,0.0000,0.0000,0.8481
616,0.02284,0.00487,0.00787,0.01009,0.29488,0.0000,0.0000,0.8150
617,0.01943,0.00444,0.00735,0.00764,0.29495,0.0000,0.0000,0.7569
618,0.01461,0.00366,0.00741,0.00353,0.29501,0.0000,0.0000,0.7922
619,0.01018,0.00282,0.00684,0.00053,0.29508,0.0000,0.0000,0.8714
620,0.01004,0.00345,0.00586,0.00074,0.29515,0.0000,0.0000,0.9216
621,0.00992,0.00368,0.00567,0.00056,0.29528,0.0000,0.0000,0.9196
622,0.01198,0.00500,0.00406,0.00291,0.29552,0.0000,0.0000,0.8958
623,0.01171,0.00472,0.00313,0.00386,0.29584,0.0000,0.0000,0.8834
624,0.00803,0.00265,0.00332,0.00206,0.29616,0.0000,0.0000,0.8497
625,0.00505,0.00119,0.00309,0.00077,0.29646,0.0000,0.0000,0.8765
626,0.00982,0.00407,0.00409,0.00166,0.29671,0.0000,0.0000,0.8933
627,0.01309,0.00572,0.00534,0.00203,0.29693,0.0000,0.0000,0.8959
628,0.02472,0.01256,0.00670,0.00546,0.29711,0.0000,0.0000,0.8308
629,0.02966,0.01371,0.00741,0.00854,0.29728,0.0000,0.0000,0.7570
630,0.03137,0.01224,0.00760,0.01152,0.29737,0.0000,0.0000,0.6514
631,0.03861,0.01266,0.00736,0.01859,0.29733,0.0000,0.0000,0.5835
632,0.03948,0.01272,0.00422,0.02254,0.29721,0.0000,0.0000,0.6012
633,0.03009,0.00367,0.00178,0.02464,0.29697,0.0000,0.0000,0.6460
634,0.02485,0.00111,0.00108,0.02266,0.29673,0.0000,0.0000,0.6677
635,0.02192,0.00359,0.00004,0.01829,0.29658,0.0000,0.0000,0.6618
636,0.02106,0.00608,0.00067,0.01431,0.29647,0.0000,0.0000,0.6178
637,0.02243,0.01002,0.00114,0.01127,0.29639,0.0000,0.0000,0.5575
638,0.02453,0.01269,0.00034,0.01151,0.29630,0.0000,0.0000,0.5108
639,0.03055,0.01499,0.00227,0.01328,0.29617,0.0000,0.0000,0.5450
640,0.03644,0.01551,0.00505,0.01587,0.29599,0.0000,0.0000,0.6717
641,0.03677,0.01327,0.00558,0.01791,0.29574,0.0000,0.0000,0.7924
642,0.04303,0.01743,0.00540,0.02020,0.29547,0.0000,0.0000,0.9162
643,0.04390,0.02088,0.00475,0.01828,0.29528,0.0000,0.0000,1.1724
644,0.04356,0.02284,0.00441,0.01632,0.29516,0.0000,0.0000,1.4436
645,0.04363,0.02481,0.00379,0.01504,0.29513,0.0000,0.0000,1.6927
646,0.04401,0.02657,0.00291,0.01453,0.29515,0.0000,0.0000,1.9726
647,0.04722,0.02645,0.00334,0.01743,0.29517,0.0000,0.0000,2.3330
648,0.05245,0.02772,0.00255,0.02219,0.29518,0.0000,0.0000,2.6259
649,0.05201,0.02866,0.00079,0.02255,0.29517,0.0000,0.0000,2.9145
650,0.05623,0.03076,0.00051,0.02496,0.29511,0.0000,0.0000,3.2806
651,0.05978,0.03246,0.00005,0.02728,0.29508,0.0000,0.0000,3.7163
652,0.06473,0.03489,0.00267,0.02717,0.29511,0.0000,0.0000,3.9940
653,0.06905,0.03786,0.00489,0.02630,0.29513,0.0000,0.0000,4.3368
654,0.06979,0.03943,0.00517,0.02518,0.29513,0.0000,0.0000,4.6993
655,0.06985,0.04024,0.00431,0.02530,0.29509,0.0000,0.0000,5.0059
