step,time_s,tip_err_l1_m,tip_err_x_m,tip_err_y_m,tip_err_z_m,base_z_m,force_cmd_n,force_est_n,base_vx_mps,base_vy_mps,base_wz_radps,base_roll_rad,base_pitch_rad,goal_radius_m,goal_pitch_rad,goal_yaw_rad,tip_x_m,tip_y_m,tip_z_m,action_absmax,torque_absmax_nm
81,1.62,0.435159,0.101864,0.234439,0.0988562,0.141315,0,15.7109,0.0155242,0.0173248,0.0034402,-2.23053,0.0180547,0.5,0.262244,0,-0.151807,-0.0860605,0.520768,15.5064,23.7
82,1.64,0.443739,0.111901,0.260067,0.0717712,0.140854,0,15.6369,-0.00349996,0.021053,-0.0219163,-2.23132,0.0180838,0.5,0.257725,0,-0.140569,-0.110481,0.545669,15.5945,23.7
83,1.66,0.470459,0.128083,0.300644,0.0417326,0.140747,0,15.31,-0.0576925,-0.00955649,-0.164923,-2.23459,0.0170583,0.5,0.253205,0,-0.120047,-0.148233,0.573522,15.5932,23.2804
84,1.68,0.503589,0.144221,0.316274,0.0430952,0.141347,0,16.4811,-0.000113588,0.0161322,-0.0409314,-2.24153,0.0169832,0.5,0.248686,0,-0.0989951,-0.162113,0.56997,14.9453,22.4895
85,1.7,0.542152,0.169813,0.328031,0.0443078,0.141213,0,16.5519,0.00318603,0.0173835,-0.024672,-2.24062,0.0181244,0.5,0.244167,0,-0.0741746,-0.173743,0.566566,14.3492,23.6036
86,1.72,0.592377,0.200549,0.340144,0.0516852,0.141358,0,15.2531,0.00138745,0.0212137,0.08772,-2.24269,0.0161884,0.5,0.239647,0,-0.043388,-0.184787,0.556995,14.0585,23.7
87,1.74,0.659555,0.232673,0.363132,0.0637506,0.14187,0,13.7891,-0.00934076,0.00357044,0.129688,-2.24987,0.011212,0.5,0.235128,0,-0.00738528,-0.205686,0.542733,13.9871,23.7
88,1.76,0.729809,0.264617,0.382776,0.0824162,0.142338,0,12.8882,-0.0217892,0.00623759,0.0399028,-2.25628,0.00663163,0.5,0.230608,0,0.0267919,-0.224609,0.521869,13.7984,23.7
89,1.78,0.799776,0.293393,0.396347,0.110036,0.142846,0,12.7903,-0.0254021,0.0314418,0.0467199,-2.26367,0.0033049,0.5,0.226089,0,0.0592004,-0.235888,0.492048,13.2387,23.7
90,1.8,0.841718,0.305347,0.407882,0.128489,0.143494,0,13.4106,-0.0612946,-0.0242438,-0.0255981,-2.26864,-0.000607789,0.5,0.221569,0,0.0744694,-0.24581,0.471392,12.4398,23.7
91,1.82,0.879749,0.321158,0.405148,0.153443,0.144662,0,15.1608,-0.0201185,0.00371945,0.0685663,-2.27675,-0.00736061,0.5,0.21705,0,0.0910478,-0.244154,0.444232,11.5684,21.9391
92,1.84,0.93279,0.335542,0.388911,0.208336,0.145086,0,16.8795,0.0108754,-0.0226434,-0.387869,-2.2803,-0.00414188,0.5,0.212531,0,0.103268,-0.22829,0.387131,10.9967,20.4087
93,1.86,0.966395,0.342593,0.373576,0.250226,0.145639,0,17.5366,0.0390202,0.0119385,-0.222451,-2.28537,0.000840485,0.5,0.208011,0,0.100381,-0.215845,0.343031,10.28,18.8583
94,1.88,0.975971,0.351413,0.35874,0.265817,0.145632,0,17.5629,0.0166444,-0.0328596,-0.47652,-2.28712,-0.00279168,0.5,0.203492,0,0.0948844,-0.206941,0.325228,10.1006,17.711
95,1.9,0.973777,0.361674,0.343631,0.268472,0.144982,0,17.8409,0.0441579,-0.0280426,-0.483447,-2.2843,-0.00216919,0.5,0.198972,0,0.0907821,-0.196798,0.320359,10.4459,17.4721
96,1.92,0.949849,0.349499,0.334978,0.265373,0.144282,0,16.8911,-0.00282763,0.00344152,-0.0216502,-2.2772,-0.00521904,0.5,0.194453,0,0.0742605,-0.189599,0.321242,11.0731,19.2823
97,1.94,0.924428,0.338655,0.330664,0.255109,0.144138,0,16.1239,-0.0135281,-0.00658301,-0.00294984,-2.27642,-0.00437449,0.5,0.189933,0,0.0632002,-0.184852,0.329288,11.6987,21.687
98,1.96,0.897261,0.329723,0.325824,0.241714,0.144077,0,16.1437,-0.000512834,0.00307812,-0.0313375,-2.27526,-0.00400619,0.5,0.185414,0,0.0558803,-0.178484,0.340463,12.1411,23.7
99,1.98,0.886735,0.332488,0.333528,0.220718,0.143865,0,16.9024,-0.0034076,0.0105056,0.0376044,-2.27275,-0.00279948,0.5,0.180895,0,0.0645704,-0.181788,0.359237,12.3009,23.5639
100,2,0.889865,0.333611,0.356852,0.199402,0.143828,0,17.1801,-0.00681902,0.00668014,0.020728,-2.27137,-0.00396241,0.5,0.176375,0,0.0747257,-0.198835,0.378329,12.2376,23.7
101,2.02,0.90565,0.330963,0.374858,0.19983,0.143521,0,16.971,-0.0116014,0.0153333,-0.0665777,-2.26582,-0.00600666,0.5,0.171856,0,0.0804335,-0.211889,0.375676,12.1601,23.7
102,2.04,0.910423,0.327859,0.392277,0.190287,0.143338,0,16.8471,-0.0104905,0.0116136,-0.0724249,-2.26323,-0.00493952,0.5,0.167336,0,0.0818188,-0.226109,0.382991,13.1233,23.7
103,2.06,0.900547,0.32048,0.409063,0.171005,0.14306,0,17.2146,-0.0025388,0.0110905,-0.0247682,-2.25904,-0.000403017,0.5,0.162817,0,0.0785503,-0.238576,0.400045,13.9454,23.7
104,2.08,0.893295,0.310274,0.424661,0.15836,0.143222,0,17.3013,-0.015733,0.0319605,-0.105594,-2.25929,0.00364433,0.5,0.158297,0,0.0744542,-0.248606,0.410459,14.7962,23.7
105,2.1,0.887043,0.304062,0.435339,0.147642,0.142953,0,17.7063,-0.014708,0.0298608,-0.0837143,-2.25577,0.00698653,0.5,0.153778,0,0.0736702,-0.254631,0.418944,15.3396,23.7
106,2.12,0.878112,0.297615,0.444103,0.136395,0.142507,0,18.3269,-0.00729015,0.0234812,-0.0187367,-2.2499,0.0110413,0.5,0.149258,0,0.0735103,-0.258096,0.427958,15.7693,23.7
107,2.14,0.867883,0.291914,0.451384,0.124584,0.141894,0,17.8886,-0.0164953,0.0311925,-0.108867,-2.24437,0.0165328,0.5,0.144739,0,0.0716061,-0.261738,0.437533,16.1424,23.7
108,2.16,0.833703,0.279384,0.450001,0.104319,0.14109,0,18.2337,-0.00746076,0.0303697,-0.0542748,-2.23664,0.022661,0.5,0.14022,0,0.06502,-0.256326,0.455562,16.3173,22.3538
109,2.18,0.803771,0.2704,0.446285,0.0870859,0.139501,0,18.2922,-8.22246e-05,0.0220133,-0.0308637,-2.22184,0.0305373,0.5,0.1357,0,0.0615573,-0.249826,0.470556,16.1322,20.7108
110,2.2,0.770902,0.257965,0.44165,0.0712874,0.138403,0,19.2399,-0.0179426,0.0298179,-0.0700938,-2.2125,0.0338787,0.5,0.131181,0,0.0556352,-0.243014,0.484115,15.7242,19.4401
111,2.22,0.716632,0.244314,0.422715,0.0496023,0.137798,0,20.3049,0.00445419,0.0218485,-0.00492501,-2.20691,0.0407309,0.5,0.126661,0,0.0437237,-0.223242,0.503559,15.1661,18.3697
112,2.24,0.670269,0.235622,0.401893,0.032754,0.138089,0,20.6463,-0.000603047,0.0196802,-0.00223612,-2.20649,0.0386715,0.5,0.122142,0,0.0297236,-0.204238,0.518165,14.7148,18.3056
113,2.26,0.645755,0.231502,0.393834,0.0204185,0.140016,0,20.7488,0.0203879,-0.0569594,-0.386853,-2.22037,0.0263019,0.5,0.117622,0,0.0129266,-0.201026,0.528257,14.2959,18.2742
114,2.28,0.618233,0.235142,0.382737,0.000353754,0.140238,0,20.7136,0.0199651,-0.0511905,-0.409827,-2.2233,0.0241427,0.5,0.113103,0,-0.00625971,-0.200873,0.546785,14.0523,19.6948
115,2.3,0.635656,0.239984,0.382358,0.0133135,0.137741,0,20.1418,-0.0139129,-0.00202247,-0.0273028,-2.20692,0.0395878,0.5,0.108584,0,-0.0112042,-0.203916,0.557499,14.1274,18.3428
116,2.32,0.638174,0.219405,0.386358,0.03241,0.137776,0,18.7923,-0.0501603,0.0193834,-0.289824,-2.20813,0.0522911,0.5,0.104064,0,-0.0271306,-0.203461,0.574348,14.5012,14.4711
117,2.34,0.668544,0.212536,0.406056,0.0499526,0.13769,0,17.8924,-0.0179645,-0.0103937,0.0144892,-2.20787,0.0401364,0.5,0.0995447,0,-0.0290854,-0.221488,0.589643,14.8061,13.8343
118,2.36,0.691121,0.209721,0.424516,0.056883,0.138439,0,17.2829,-0.0204086,-0.0107637,0.0505383,-2.21522,0.0312391,0.5,0.0950252,0,-0.0276929,-0.238983,0.594324,14.744,14.5802
119,2.38,0.706589,0.208216,0.435138,0.0632343,0.138634,0,16.3434,-0.0214729,-0.0115164,-0.0444751,-2.2182,0.0272158,0.5,0.0905058,0,-0.0293946,-0.249942,0.598426,14.4765,14.2502
120,2.4,0.698593,0.202788,0.428817,0.0669878,0.138899,0,15.175,0.00304763,0.017262,0.0403145,-2.2196,0.0268508,0.5,0.0859864,0,-0.0361044,-0.244787,0.599928,14.1043,15
121,2.42,0.687551,0.196403,0.419719,0.0714295,0.138971,0,13.6679,0.00119651,0.0278128,0.0656076,-2.21999,0.0282568,0.5,0.0814669,0,-0.0448355,-0.23799,0.602118,13.8029,15
122,2.44,0.693178,0.204277,0.416983,0.071918,0.138232,0,12.6147,-0.00311763,0.0270014,0.0143163,-2.21472,0.0334691,0.5,0.0769475,0,-0.0399017,-0.237506,0.600354,13.4283,15
123,2.46,0.688715,0.212823,0.410906,0.0649864,0.137587,0,11.6776,-0.00241841,0.019174,0.0110041,-2.21083,0.037297,0.5,0.072428,0,-0.0327972,-0.232767,0.591169,13.171,15.9396
