step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/fixture_force_tracking,Episode_Reward/fixture_lost,Episode_Reward/fixture_seat,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Fixture/force_ceiling_n,Fixture/lost_backed_off_fraction,Fixture/lost_fraction,Fixture/lost_lifted_off_fraction,Fixture/lost_slid_off_fraction,Fixture/mean_error_n,Fixture/press_lost_fraction,Fixture/press_slip_radius_m,Fixture/relative_force_error,Fixture/relative_force_error_ema,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
14083,1790243624.657,-0.5270314,-0.6626571,0.9156048,-0.0486632,-0.3566735,-0.0005998375,-0.004,-0.2105803,-0.005762221,-0.01427696,-0.1402576,-0.001177651,-0.016848,-0.002644678,0.8369145,-0.0277158,-0.01022844,-0.001834197,-0.02704956,0.2569451,-0.04,-0.03578578,-0.04229027,-0.02191973,0.4868706,0.1721795,-0.005945038,-0.005207458,0.3229196,0.8568926,0.4116357,1.036629,35,0,0.6666667,0.3333333,0.3333333,3.282082,0.9975001,0.14,0.3334006,0.2711417,0.000972558,0.0001139063,31.77377,0.002055977,1.158743e-12,0.0009855124,9.790658e-05,0.01389043,0.05,0.1,0,0.0001139063,-0.0141577,0.3213129,1.347762,1.658968,32694,1.449252,497.38,50.74383
14084,1790243627.570,-0.3222431,-0.4031511,0.5659313,-0.03328679,-0.222906,-0.000370371,-0.002142857,-0.1246929,-0.003285178,-0.01222781,-0.08263664,-0.000731155,-0.006157143,-0.001750799,0.5001448,-0.01733847,-0.003747851,-0.0004562492,-0.01597373,0.1816646,-0.07142858,-0.002257256,-0.02625441,-0.01421859,0.3005637,0.1311064,-0.003302354,-0.003013789,0.2010331,0.533192,0.2604074,0.6560453,35,0.6666667,0.8333334,0.1666667,0,2.625153,0.9975001,0.14,0.155954,0.2594622,0.000973409,7.59375e-05,31.76262,0.002078515,2.385305e-12,0.001003063,0.0001020439,0.01377491,0.1,0.1,0,7.59375e-05,-0.01520878,0.3028854,1.354074,1.547233,33882,1.448411,482.23,48.55049
14085,1790243630.462,-0.4356441,-0.5612131,0.7781296,-0.04299816,-0.01812453,-0.0005832387,-0.0025,-0.1830026,-0.004755824,-0.01161893,-0.1237697,-0.001026144,-0.018265,-0.002470864,0.7300547,-0.02223844,-0.009880025,-0.00210416,-0.02233532,0.01585658,-0.05,-0.004668503,-0.03512251,-0.0179787,0.4130222,0.1229947,-0.005220793,-0.004575058,0.2780347,0.6489981,0.3573414,0.8778186,35,0.5,1,0.5,0,1.311386,0.9975001,0.14,0.2411016,0.2510171,0.0009592517,0.0001708594,31.75372,0.002061943,2.912884e-10,0.001002569,0.0001001225,0.01384629,0,0.15,0,0.0001708594,-0.0148959,0.3365739,1.329946,1.551393,34117,1.447773,474.87,48.04476
14086,1790243633.350,-0.404987,-0.5015119,0.6981041,-0.03822855,-0.3128725,-0.0003949734,-0.001,-0.1612177,-0.004343816,-0.007939468,-0.1049809,-0.0008987646,-0.009696001,-0.001773504,0.6224434,-0.02095235,-0.005628544,-0.0009181756,-0.02079278,0.1919206,-0.06,-0.1207317,-0.02971603,-0.01465767,0.3692212,0.1505171,-0.004341364,-0.00385787,0.2509797,0.663279,0.3210192,0.8141774,35,0.25,0.75,0.25,0.25,2.515251,0.9975001,0.14,0.2560905,0.3022709,0.0009676159,0.0001139063,31.7467,0.002058491,5.674022e-11,0.0009916807,9.919442e-05,0.01417836,0.05,0.05,0,0.0001139063,-0.01460621,0.333882,1.328597,1.54763,34178,1.447381,519.5,52.39539
14087,1790243636.253,-0.5627034,-0.7067358,0.9922571,-0.05779032,-1.036854,-0.0005252266,-0.009166667,-0.2067776,-0.006226689,-0.02450131,-0.1326967,-0.001208565,0,-0.001901256,0.8366966,-0.03040075,0,0,-0.03098138,0.6454339,-0.03333334,-0.01623895,-0.04606267,-0.0208023,0.5211775,0.2934715,-0.005400303,-0.005023719,0.3666696,1.002515,0.4462994,1.177657,35,0.1666667,0.3333333,0.1666667,0,3.93925,0.9975001,0.14,0.2701915,0.2713906,0.0009710999,0.0001139063,31.7434,0.002061464,5.974058e-12,0.0009842102,0.000106154,0.01382813,0.05,0.1,0,0.0001139063,-0.01503972,0.3437715,1.349526,1.541511,34003,1.447243,487.33,49.67836
14088,1790243639.302,-0.4574851,-0.5642125,0.8028798,-0.050021,-0.4537994,-0.0007406214,-0.0175,-0.1881928,-0.004981824,-0.0510102,-0.1245777,-0.001007023,-0.013405,-0.002418558,0.6931784,-0.0238314,-0.008952226,-0.005827403,-0.02465051,0.3516721,-0.05,-0.02121936,-0.04165606,-0.02178541,0.4225404,0.1507418,-0.005179632,-0.004406022,0.2834905,0.7340063,0.3681447,0.9184664,35,0,0.6666667,0.3333333,0.3333333,0.9810342,0.9975001,0.14,0.1364174,0.2746645,0.0009728944,0.0001708594,31.74281,0.002081905,1.32569e-12,0.001005219,0.0001037921,0.0139149,0,0.1,0,0.0001708594,-0.01424594,0.3459538,1.356903,1.68102,32358,1.447225,435.29,43.44834
14089,1790243642.204,-0.8211486,-1.072832,1.440012,-0.08074363,0,-0.0009854208,-0.02,-0.3713712,-0.009614332,-0.04860468,-0.2583628,-0.001929753,-0.06271999,-0.005184327,1.390262,-0.0426818,-0.0355575,-0.006268226,-0.04344561,0,0,0,-0.06930321,-0.03914898,0.7616553,0.09456611,-0.01118735,-0.009162094,0.5139776,1.372857,0.710811,1.597174,35,0,1,1,0,2.942594,0.9975001,0.14,0.2124782,0.2533434,0.0009701432,0.0001139063,31.74154,0.002059909,6.210362e-13,0.0009869161,0.0001028493,0.01513336,0.1,0.1,0,0.0001139063,-0.01386729,0.3016525,1.335657,1.551814,34045,1.446846,586.88,59.31773
14090,1790243645.081,-0.4369877,-0.5525671,0.763505,-0.038435,-0.112296,-0.0003986886,-0.015,-0.1866458,-0.004767644,-0.003826835,-0.1255269,-0.001026092,-0.01854667,-0.0022604,0.6949542,-0.0218205,-0.009654941,-0.003939091,-0.02369156,0.08300974,-0.06666668,-0.03155494,-0.03948331,-0.01832333,0.4037744,0.1185715,-0.005247145,-0.004412155,0.269864,0.7558942,0.3387819,0.8615364,35,0.5,1,0,0.5,4.359749,0.9975001,0.14,0.898956,0.3125281,0.0009604836,0.0001139063,31.7324,0.002051352,5.568659e-13,0.0009725455,0.0001183227,0.01415948,0.05,0.1,0,0.0001139063,-0.01327032,0.3336053,1.322067,1.542044,34322,1.445975,560.97,56.45341
14091,1790243648.132,-0.3050819,-0.3908615,0.5403354,-0.03180615,-0.1000614,-0.0004161284,-0.01222222,-0.1156018,-0.00319628,-0.0184715,-0.0782472,-0.0007060668,-0.008093333,-0.00149904,0.4714236,-0.01532807,-0.004248039,-0.002678317,-0.01600216,0.07506302,-0.07777779,-0.01225617,-0.02610161,-0.01400913,0.2847538,0.1165048,-0.003603406,-0.003120068,0.1856231,0.4903763,0.2419979,0.6131324,35,0.5714287,1,0,0.4285715,3.292301,0.9975001,0.14,0.2404217,0.2952135,0.0009655498,0.0001139063,31.72231,0.002070332,5.506603e-13,0.0009939714,0.0001108111,0.01061984,0,0.05,0,0.0001139063,-0.01234969,0.2961026,1.359991,1.679686,32340,1.445377,621.55,63.60361
14092,1790243651.016,-0.388669,-0.4860414,0.6767186,-0.03798195,-0.3472701,-0.0003656099,-0.01357143,-0.1512115,-0.004199027,-0.02472189,-0.0994352,-0.0008711288,-0.008022856,-0.001694723,0.5894531,-0.02012981,-0.004104534,-0.00124878,-0.02046961,0.2127425,-0.07142858,-0.02056763,-0.03320803,-0.01451474,0.3566819,0.1530052,-0.00404399,-0.003622287,0.2492335,0.6270179,0.3053667,0.782467,35,0.3333333,0.8333334,0.1666667,0.3333333,3.796004,0.9975001,0.14,0.2194816,0.2651125,0.0009565933,0.0001139063,31.71406,0.002071557,5.440489e-13,0.000967616,0.0001473481,0.0113266,0,0.05,0,0.0001139063,-0.01281883,0.2715487,1.348117,1.52404,34226,1.444815,663.44,66.47577
14093,1790243654.008,-0.3047225,-0.3843789,0.5349393,-0.03003315,-0.1682541,-0.0004429409,-0.003125,-0.1207033,-0.00325464,-0.01315683,-0.07972192,-0.0006934998,-0.006995001,-0.001384057,0.4761643,-0.01559864,-0.003507118,-0.001047626,-0.0151435,0.110832,-0.08750001,-0.01842803,-0.02336768,-0.01259309,0.2833725,0.1172282,-0.003197792,-0.00288947,0.194947,0.4997906,0.2457793,0.6162004,35,0.2857143,1,0.4285715,0.2857143,6.505842,0.9975001,0.14,0.2904558,0.2643735,0.0009432428,0.0001139063,31.70726,0.002025256,5.901441e-13,0.0009486316,0.0001333817,0.01222698,0.05,0.1,0,0.0001139063,-0.01228736,0.3189504,1.363369,1.616593,32988,1.444408,520.28,52.55219
14094,1790243657.038,-0.3324018,-0.4402279,0.5917537,-0.0305503,-0.01617654,-0.0004901257,-0.00125,-0.1339383,-0.003572028,-0.03083371,-0.09016839,-0.0007841499,-0.01409,-0.001909942,0.5512657,-0.01722488,-0.009023109,-0.0003969596,-0.01700123,0.01591971,-0.075,-0.00279128,-0.02814625,-0.01456497,0.3152773,0.09299767,-0.003796376,-0.003339402,0.1979277,0.5193554,0.2409912,0.6621851,35,0.3333333,1,0.6666667,0,3.09844,0.9975001,0.14,0.1861875,0.2403617,0.0009636904,0.0001139063,31.70133,0.002040769,6.867797e-11,0.0009659525,0.0001111264,0.01449374,0.05,0.1,0,0.0001139063,-0.01362451,0.2945148,1.358709,1.658971,32576,1.443967,580.17,58.95021
14095,1790243660.097,-0.3154915,-0.3900467,0.5490029,-0.02741876,-0.4236035,-0.0003261342,-0.0025,-0.1152115,-0.003452824,-0.01437374,-0.07521617,-0.0007020892,0,-0.001362739,0.447951,-0.01679968,0,0,-0.01625938,0.2613435,-0.08333334,-0.04737766,-0.02250852,-0.01353028,0.288511,0.162418,-0.003066602,-0.002714074,0.2014015,0.5374246,0.2515977,0.65409,35,0,0.8333334,0.3333333,0.5,2.687812,1,0.14,0.2204745,0.2417578,0.0009700961,0.0001139063,31.69527,0.002029902,3.390194e-11,0.0009506738,0.0001091317,0.010669,0,0.05,0,0.0001139063,-0.0134368,0.2945444,1.370286,1.676855,32261,1.443475,633.06,64.55207
14096,1790243663.109,-0.7514004,-0.9535279,1.310012,-0.07119751,-0.6192871,-0.0008051931,-0.006666667,-0.3122001,-0.008209912,-0.04403026,-0.2123481,-0.001686111,-0.03410333,-0.003857224,1.22321,-0.03893101,-0.01972197,-0.003997206,-0.04191341,0.3970253,-0.01666667,-0.008787056,-0.06580739,-0.03077604,0.6834201,0.1844061,-0.008976327,-0.007796607,0.4729002,1.214601,0.5188509,1.48604,35,0,0.3333333,0.3333333,0,1.823804,1,0.14,0.2335898,0.2526956,0.0009573954,0.0001139063,31.69003,0.002021042,4.857378e-12,0.0009554261,0.0001082207,0.01440077,0.05,0.1,0,0.0001139063,-0.01392523,0.3920704,1.362601,1.637309,32768,1.443278,686.06,68.85933
14097,1790243665.972,-0.7867013,-0.9775361,1.359512,-0.0799478,-0.7810513,-0.001169316,-0.01611112,-0.3209598,-0.008847842,-0.05368222,-0.2118872,-0.001724062,-0.02517333,-0.003810953,1.212004,-0.03948126,-0.01349403,-0.005498145,-0.04372252,0.5245249,-0.01111111,-0.01497777,-0.07000728,-0.03071972,0.7087544,0.2568211,-0.008386185,-0.007424541,0.4926767,1.264529,0.6177682,1.55555,35,0,0.2,0.2,0,2.872625,1,0.14,0.1711805,0.2206475,0.0009474485,7.59375e-05,31.68947,0.001975822,9.188451e-13,0.0009303967,9.797735e-05,0.01294955,0.1,0.1,0,7.59375e-05,-0.0118747,0.2976992,1.270637,1.581313,34469,1.443171,846.85,86.34402
14098,1790243668.823,-0.6078078,-0.7579038,1.05479,-0.05470458,-0.5617785,-0.0006876031,-0.003750001,-0.2407663,-0.006797573,-0.03141246,-0.1604913,-0.001337322,-0.0208075,-0.002720364,0.9573134,-0.03111457,-0.01117208,-0.002661446,-0.03264335,0.381038,-0.0375,-0.09653388,-0.04877753,-0.02351401,0.5569813,0.1948888,-0.006507302,-0.005814431,0.3801978,1.018476,0.4683341,1.227993,35,0.2727273,0.5454546,0.1818182,0.09090909,3.923071,1,0.14,0.226377,0.2068627,0.0009410739,0.0001139063,31.68377,0.001902277,5.507333e-13,0.0008454233,0.0001157802,0.01023582,0,0.1,0,0.0001139063,-0.01219259,0.2614274,1.261354,1.579155,34607,1.442297,843.89,85.71176
14099,1790243671.664,-0.7122724,-0.8908595,1.238211,-0.06987047,-0.3439817,-0.0007980997,-0.008666668,-0.3000547,-0.007695581,-0.0249454,-0.2035606,-0.001594006,-0.03486533,-0.003507265,1.16886,-0.03475609,-0.01971862,-0.005198977,-0.03870647,0.2279485,-0.02,-0.00816554,-0.05912312,-0.02837888,0.6522071,0.1597248,-0.008201351,-0.007232879,0.4475485,1.167926,0.5399399,1.404629,35,0.3333333,0.5,0.1666667,0,4.151748,1,0.14,0.2035929,0.2066678,0.0009475171,0.0001139063,31.67425,0.001866525,5.066726e-13,0.0008145276,0.0001044805,0.01321803,0.05,0.1,0,0.0001139063,-0.01284171,0.3642541,1.30419,1.525093,34745,1.441933,813.85,82.81555
14100,1790243674.505,-0.7089362,-0.8738461,1.227177,-0.07862854,-0.7457168,-0.0006980601,-0.01777778,-0.2857203,-0.007726201,-0.02556821,-0.1867435,-0.001513287,-0.02135111,-0.003182137,1.114715,-0.03599031,-0.01257134,-0.003811344,-0.03909374,0.5078758,-0.02222222,-0.1028833,-0.05801114,-0.02758382,0.644559,0.2401666,-0.007739178,-0.006746323,0.4423224,1.158719,0.553763,1.418496,35,0,0.3333333,0.3333333,0,3.433403,1,0.14,0.1791303,0.1989783,0.0009557961,0.0001139063,31.67028,0.001846891,4.800884e-13,0.0007839968,0.0001070978,0.01421714,0.05,0.1,0,0.0001139063,-0.01438664,0.3232623,1.253146,1.576885,34736,1.441399,787.61,80.74761
14101,1790243677.354,-0.7005498,-0.8774574,1.216511,-0.0693762,-0.2404332,-0.0008116186,-0.04749997,-0.293671,-0.007594842,-0.05022647,-0.1986347,-0.001578098,-0.0320475,-0.003804542,1.151572,-0.03536303,-0.01879273,-0.005872391,-0.0366677,0.1608528,-0.025,-0.006482611,-0.05419312,-0.0295408,0.6428753,0.1669423,-0.008095354,-0.007122645,0.439738,1.128016,0.5275272,1.381686,35,0,0.6666667,0.3333333,0.3333333,1.244282,1,0.14,0.2168648,0.2109254,0.0009627946,0.0001139063,31.66547,0.00183612,4.564138e-13,0.0007752054,9.811985e-05,0.01063877,0,0.05,0,0.0001139063,-0.01318735,0.4329596,1.260966,1.576257,34647,1.441518,614.77,63.09653
14102,1790243680.224,-0.6505165,-0.8018317,1.125125,-0.06338146,-0.8098277,-0.0007271112,-0.01423077,-0.2471823,-0.007141599,-0.02882397,-0.1627531,-0.00140611,-0.01079077,-0.002791648,0.987061,-0.03390551,-0.00678114,-0.001006923,-0.03607355,0.5808164,-0.03076923,-0.03775277,-0.05152112,-0.02398735,0.5905952,0.2647128,-0.006647923,-0.005870579,0.4140945,1.079703,0.5137758,1.327931,35,0.1,0.4,0.3,0,2.345445,1,0.14,0.1797564,0.1991664,0.0009617152,7.59375e-05,31.66984,0.001885553,4.641465e-13,0.000823539,0.0001002984,0.01388471,0.1,0.1,0,7.59375e-05,-0.01402323,0.4803707,1.258324,1.601286,34376,1.441945,583.8,59.8514
14103,1790243683.052,-0.7622249,-0.9438128,1.32644,-0.07551353,-0.4920583,-0.0008598354,-0.01928572,-0.3106327,-0.008120443,-0.04183115,-0.2108426,-0.001688028,-0.03458857,-0.004066208,1.236882,-0.03866036,-0.02067562,-0.005855008,-0.04132412,0.3298434,-0.01428572,-0.0005195837,-0.06198207,-0.03303385,0.6955202,0.1870282,-0.008833344,-0.007719377,0.4768162,1.220896,0.5586429,1.513048,35,0.3333333,0.3333333,0,0,2.054712,1,0.14,0.1786591,0.2122277,0.0009811876,0.0001139063,31.67493,0.001945298,4.637895e-13,0.000835985,0.0001281252,0.01030717,0,0.1,0,0.0001139063,-0.0140614,0.4741103,1.247021,1.570194,34894,1.442323,577.54,58.97511
14104,1790243685.913,-0.5652894,-0.716751,0.9965702,-0.05772782,-0.5969145,-0.0005287459,-0.00125,-0.2156309,-0.00623247,-0.01475903,-0.1407962,-0.001251027,-0.009502498,-0.002364819,0.8757867,-0.0294514,-0.005750583,-0.0008475189,-0.03034581,0.4271269,-0.05,-0.03425326,-0.04196457,-0.02007607,0.528831,0.2405674,-0.005798744,-0.005218413,0.3675669,0.9896039,0.4578227,1.166156,35,0,0.6666667,0.3333333,0.3333333,2.839575,1,0.14,0.1762178,0.20851,0.0009906001,0.0001708594,31.68064,0.001943952,5.090356e-13,0.0008518734,0.0001014783,0.01322524,0,0.1,0,0.0001708594,-0.01581881,0.4993454,1.259276,1.591087,34488,1.442806,590.55,61.66628
14105,1790243688.788,-0.3922754,-0.4784529,0.6833381,-0.03802895,-0.3975247,-0.0003449054,-0.001111111,-0.1471129,-0.004201976,-0.008283379,-0.0967816,-0.0008777973,-0.005600001,-0.001658327,0.6051091,-0.02110421,-0.003633144,-0.0003385387,-0.02042276,0.2999197,-0.06666668,-0.002087937,-0.02890711,-0.01430625,0.3631884,0.1661419,-0.003915252,-0.003559892,0.2558051,0.6873497,0.3206832,0.7931851,35,0.5,0.75,0.25,0,2.20378,1,0.14,0.1695829,0.2017571,0.000994346,7.59375e-05,31.68831,0.001948866,4.768031e-13,0.000857016,9.750442e-05,0.01442226,0.15,0.1,0,7.59375e-05,-0.01431287,0.6118185,1.25654,1.607681,34321,1.443337,537.86,55.38854
14106,1790243691.652,-0.4267659,-0.5155709,0.7402554,-0.04563216,-0.6619346,-0.0005844095,-0.005,-0.1567082,-0.00468138,-0.008558897,-0.09932394,-0.0009098812,0,-0.001467349,0.6374661,-0.02370814,0,0,-0.02317173,0.4825965,-0.0625,-0.09765129,-0.03088552,-0.01386946,0.3891965,0.2190398,-0.003825092,-0.003545871,0.2793776,0.7572128,0.339285,0.8764369,35,0.375,0.625,0.125,0.125,2.60823,1,0.14,0.1566888,0.2000663,0.0009942397,7.59375e-05,31.69546,0.001970449,4.791242e-13,0.0008779918,9.821749e-05,0.01437275,0.1,0.15,0,7.59375e-05,-0.01498681,0.4619021,1.256277,1.597267,34449,1.443884,557.08,57.58899
14107,1790243694.641,-0.6316061,-0.7891614,1.108759,-0.06529122,-0.3084169,-0.0007753698,-0.04833333,-0.2574932,-0.006653272,-0.04941812,-0.1741318,-0.001418347,-0.01823334,-0.002980447,1.000374,-0.03176385,-0.01013118,-0.003251041,-0.03345351,0.2618979,-0.03333334,-0.01093783,-0.05156966,-0.02695569,0.5842564,0.2181751,-0.00733168,-0.006343169,0.400576,1.06741,0.4821738,1.248484,35,0,0.6666667,0.6666667,0,0.9780964,1,0.14,0.1462729,0.2305521,0.0009918066,0.0001139063,31.70194,0.001964451,6.306226e-13,0.0008634573,0.0001091866,0.01019799,0,0.1,0,0.0001139063,-0.01527959,0.5520285,1.417867,1.559601,33015,1.444409,512.31,52.78133
14108,1790243697.534,-0.2412982,-0.3031757,0.4235019,-0.02518337,-0.05293582,-0.0002923374,-0.006111112,-0.09247974,-0.002479718,-0.006947485,-0.06271559,-0.0005579358,-0.006126666,-0.001257019,0.3802845,-0.01296204,-0.003724252,-0.0007677799,-0.01198075,0.04539988,-0.0888889,-0.007892981,-0.01966229,-0.01032787,0.2258607,0.08942138,-0.002528416,-0.00235076,0.1548716,0.4111091,0.183232,0.4867744,35,0.5,1,0.375,0.125,3.38042,1,0.14,0.221293,0.2249874,0.0009985263,0.0001139063,31.71209,0.001985346,3.347319e-11,0.000884351,0.0001024681,0.01401975,0.05,0.1,0,0.0001139063,-0.01572693,0.5486855,1.317363,1.563561,34122,1.445301,553.05,57.01173
14109,1790243700.497,-0.4816612,-0.6232826,0.8630693,-0.04838489,-0.01828403,-0.0004716956,-0.00125,-0.2008402,-0.00504135,-0.0224266,-0.1390644,-0.001148963,-0.0230975,-0.002846424,0.8225067,-0.02477155,-0.01310361,-0.00387402,-0.02529453,0.02115376,-0.05,-0.00279637,-0.04040415,-0.02100949,0.4567235,0.1182001,-0.005735464,-0.00510027,0.3135785,0.7724384,0.3583355,0.9772384,35,0.25,1,0.5,0.25,0.9925689,1,0.14,0.2279293,0.2127877,0.0009963183,0.0001139063,31.72087,0.001989755,1.388817e-11,0.0008908458,0.000102591,0.01494727,0.05,0.1,0,0.0001139063,-0.01448545,0.5950842,1.382746,1.56888,33305,1.445818,528.24,54.27065
14110,1790243703.422,-0.2922971,-0.358037,0.5130028,-0.029628,-0.3493428,-0.0002955807,-0.0008333334,-0.10722,-0.003142979,-0.01008952,-0.06902119,-0.0006519727,0,-0.001112726,0.4346181,-0.01537296,0,0,-0.01542119,0.2162679,-0.08333334,-0.004095859,-0.01920573,-0.01189936,0.2727825,0.1526641,-0.002890241,-0.002613527,0.1938052,0.5255444,0.2288739,0.6167471,35,0.1666667,0.8333334,0.6666667,0,4.623332,1,0.14,0.2693443,0.2537606,0.001011355,0.0001139063,31.7267,0.002018877,2.946953e-12,0.0009076681,9.985355e-05,0.01433565,0.05,0.1,0,0.0001139063,-0.01438215,0.4093342,1.365995,1.546569,33751,1.446249,525.46,53.38556
