step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/fixture_force_tracking,Episode_Reward/fixture_lost,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Fixture/force_ceiling_n,Fixture/lost_fraction,Fixture/mean_error_n,Fixture/relative_force_error,Fixture/relative_force_error_ema,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
11508,1790235459.202,-0.3743559,-0.4939551,1.498514,-0.04951585,-1.096397,-0.001871804,0,-0.1288902,-0.01192546,-0.08400212,-0.08732337,-0.001755479,-0.0122,-0.001094752,1.623834,-0.0304592,-0.01072467,-0.001070027,-0.03964874,0.8277754,0,-0.04548071,-0.01773071,0.8037703,0.3377914,-0.005981968,-0.003956347,0.6678642,1.619669,0.6577472,1.817894,15,0,6.513024,0.634787,1.577561,0.0003129074,5.0625e-05,23.39907,0.001384716,1.10921e-08,0.001037612,3.418549e-05,0.01071341,0.05,0.1,0,5.0625e-05,-0.006402473,0.3353081,1.272734,1.552841,34790,0.9007899,881.6,128.2922
11509,1790235462.088,-0.3191727,-0.4142634,1.28101,-0.04871017,-1.413084,-0.003088052,0,-0.09388898,-0.01055623,-0.003369493,-0.05923685,-0.001442885,0,-0.0006495675,1.365897,-0.02665468,0,0,-0.03045643,0.9499396,-0.03333334,-0.03031505,-0.01188189,0.6785926,0.3804697,-0.005040723,-0.003018127,0.568041,1.397603,0.6018188,1.606842,15,0.3333333,7.464437,0.9209532,1.067595,0.0003054459,5.0625e-05,23.40703,0.001385243,1.061249e-08,0.001045824,3.396223e-05,0.01026804,0.05,0.1,0,5.0625e-05,-0.006735758,0.3966255,1.280301,1.595479,34183,0.9012097,883.45,128.8277
11510,1790235464.946,-0.2725535,-0.3434119,1.080009,-0.04028466,-1.11977,-0.001939208,0,-0.07882672,-0.00849045,-0.01349198,-0.0492589,-0.001228796,0,-0.0005448489,1.156178,-0.02268998,0,0,-0.02552305,0.8299021,-0.03333334,-0.02284721,-0.009497132,0.5730096,0.3210584,-0.004255339,-0.002578843,0.4847898,1.197964,0.507681,1.352424,15,0.3333333,6.857244,0.721022,0.8872308,0.0003013978,5.0625e-05,23.41443,0.001377413,1.006715e-08,0.00103785,3.815541e-05,0.0105622,0.05,0.1,0,5.0625e-05,-0.006549219,0.4257966,1.268915,1.579836,34507,0.9015388,899.47,133.3476
11511,1790235467.797,-0.2839342,-0.3710926,1.132509,-0.03823496,-1.243164,-0.002045325,0,-0.0772961,-0.009503895,-0.0007400342,-0.04874609,-0.001306936,0,-0.0006506742,1.185444,-0.02250716,0,0,-0.02740963,0.774464,-0.03333334,-0.02534068,-0.0109236,0.6166286,0.3409344,-0.004455986,-0.002550433,0.5119695,1.237938,0.4820896,1.420751,15,0.3333333,8.760031,1.102747,1.155256,0.0003043682,5.0625e-05,23.42221,0.001409951,1.069861e-08,0.001051877,5.369536e-05,0.008921918,0,0.05,0,5.0625e-05,-0.006928042,0.3875215,1.276501,1.564997,34595,0.9020425,866.71,127.2178
11512,1790235470.649,-0.2955988,-0.3881837,1.18126,-0.03959037,-0.8500075,-0.002665704,0,-0.08668552,-0.009611043,-0.0005777582,-0.0560242,-0.001386392,-0.00332,-0.0005913374,1.281538,-0.02500334,-0.002775236,0,-0.02904518,0.6351737,-0.025,-0.02816406,-0.01118858,0.6224519,0.3221824,-0.004632589,-0.002854948,0.5261176,1.269791,0.6168469,1.469431,15,0.3333333,5.898952,0.7111802,1.051289,0.0003020016,3.375e-05,23.43279,0.001389353,1.050538e-08,0.001052588,3.475277e-05,0.01038146,0.1,0.1,0,3.375e-05,-0.00590149,0.5912592,1.269787,1.572192,34589,0.9025568,812.07,119.9369
11513,1790235473.529,-0.3456294,-0.4359599,1.349345,-0.04331585,-1.282678,-0.001772282,-0.004444445,-0.1063024,-0.01121259,-0.03236469,-0.07050358,-0.001563872,-0.005797777,-0.0009526991,1.419741,-0.02736915,-0.005170743,-0.0002995779,-0.0340628,0.947358,-0.03333334,-0.03352346,-0.0149303,0.7310067,0.3563933,-0.005371436,-0.003357665,0.5949695,1.470512,0.6240613,1.680465,15,0.375,6.913421,0.7171825,0.9652704,0.0003034525,5.0625e-05,23.44472,0.001402396,1.050928e-08,0.001042633,5.630067e-05,0.009871194,0,0.1,0,5.0625e-05,-0.006420374,0.4111642,1.299191,1.571744,34241,0.9031825,910.03,133.8538
11514,1790235476.390,-0.3777865,-0.4849928,1.498514,-0.04678333,-1.586457,-0.0003945373,0,-0.1080536,-0.01292518,-0.003907181,-0.06876296,-0.001738862,0,-0.001023766,1.501414,-0.02977479,0,0,-0.03487714,1.133471,0,-0.02823976,-0.01658004,0.8489097,0.4603831,-0.005789684,-0.003238971,0.6797708,1.672553,0.649624,1.890256,15,0,7.079984,0.7186205,1.015955,0.0003006144,5.0625e-05,23.45498,0.001362285,1.111312e-08,0.001029968,3.169118e-05,0.01090986,0.05,0.1,0,5.0625e-05,-0.005972141,0.3228953,1.266424,1.584995,34475,0.9036065,849.52,125.1363
11515,1790235479.211,-0.2998613,-0.3913924,1.179009,-0.03738245,-0.6794,-0.001743697,-0.001666667,-0.1051761,-0.009868542,-4.262924e-06,-0.07226919,-0.001421456,-0.01262666,-0.0009060779,1.301612,-0.02379212,-0.01186902,0,-0.03296438,0.4066891,-0.03333334,-0.03303988,-0.01390688,0.6283818,0.2398243,-0.004630423,-0.003201469,0.5210602,1.234351,0.54895,1.457569,15,0.5,9.689089,1.501652,1.076924,0.000301445,5.0625e-05,23.46317,0.001430178,1.124355e-08,0.00105432,7.440136e-05,0.01182072,0.05,0.1,0,5.0625e-05,-0.007045439,0.5612065,1.267736,1.542834,34976,0.9040653,808.98,117.9878
11516,1790235482.065,-0.3239787,-0.4250037,1.301111,-0.0426802,-1.07533,-0.001941413,-0.011,-0.09902438,-0.0106941,-0.0287623,-0.06662773,-0.001500932,-0.004668001,-0.0009005546,1.385893,-0.02667937,-0.003706702,-0.0005591308,-0.03532807,0.768309,-0.02,-0.03775095,-0.01442895,0.6954998,0.3450835,-0.005213217,-0.003266472,0.5855638,1.386504,0.6139201,1.594765,15,0.25,6.967863,0.7439085,0.953192,0.0003094394,5.0625e-05,23.47424,0.001420784,1.081794e-08,0.001057734,5.359948e-05,0.01133812,0.05,0.1,0,5.0625e-05,-0.006739883,0.5353134,1.262109,1.583163,34549,0.9047019,823.8,121.9091
11517,1790235484.898,-0.3662307,-0.4849106,1.498514,-0.04571591,-1.095757,-0.001516628,-0.01666667,-0.1251998,-0.01222647,-0.006708015,-0.08877506,-0.001784667,-0.0116,-0.001264501,1.582666,-0.02890209,-0.01075869,-0.00177648,-0.04151399,0.8036022,0,-0.04951682,-0.01954896,0.8147468,0.3430569,-0.005961766,-0.003883749,0.6688046,1.573821,0.5787497,1.84416,15,0,6.544212,0.5632581,0.983546,0.000309458,5.0625e-05,23.48662,0.001412645,1.020035e-08,0.001057438,4.573917e-05,0.0106384,0,0.05,0,5.0625e-05,-0.007247633,0.6606033,1.261417,1.561961,34817,0.9052693,762.83,111.3696
11518,1790235487.744,-0.3009965,-0.3980274,1.200385,-0.03822942,-0.8869671,-0.002560501,-0.00125,-0.09008116,-0.009628402,-0.001495693,-0.0584774,-0.00140242,-0.003895,-0.0006158833,1.295988,-0.02500441,-0.002299715,-0.0006653384,-0.0308248,0.6477522,-0.025,-0.03184172,-0.01247264,0.6363506,0.3290247,-0.00472672,-0.002943627,0.5207253,1.265583,0.5644839,1.481353,15,0.3333333,6.681602,0.7268409,0.8799949,0.0003100131,5.0625e-05,23.49866,0.001410555,1.058008e-08,0.001046751,5.378067e-05,0.009214721,0,0.05,0,5.0625e-05,-0.007605876,0.5889257,1.272898,1.563581,34657,0.905973,833.68,121.8471
11519,1790235490.631,-0.26591,-0.3488736,1.052792,-0.03414577,-0.8751504,-0.001930742,-0.001428572,-0.08763215,-0.00862892,-0.0011639,-0.06009351,-0.001224419,-0.008160001,-0.0008026708,1.142609,-0.0215834,-0.006044791,-0.0006396315,-0.02780302,0.6294696,-0.05714286,-0.02995293,-0.01221957,0.5598572,0.2507301,-0.004232763,-0.002807505,0.4653699,1.126889,0.5201553,1.298349,15,0.6666667,6.917861,0.7360603,1.075352,0.0003074796,5.0625e-05,23.51412,0.00139231,1.130857e-08,0.001043978,4.084124e-05,0.01223935,0.05,0.1,0,5.0625e-05,-0.007075846,0.6902872,1.298351,1.578915,34165,0.9067494,764.8,112.7481
11520,1790235493.501,-0.3542456,-0.4626842,1.412262,-0.05057808,-1.577347,-0.002272189,0,-0.1006971,-0.01185734,0,-0.06409623,-0.001578107,0,-0.0007366714,1.491227,-0.02939478,0,0,-0.03321569,1.165772,-0.025,-0.02847498,-0.01510373,0.7571241,0.4220175,-0.005510386,-0.003289831,0.6293854,1.562023,0.7011191,1.776747,15,0.25,6.519221,0.7037622,1.056912,0.0003208492,3.375e-05,23.5275,0.001409398,1.123617e-08,0.001051153,3.73848e-05,0.0101523,0.1,0.1,0,3.375e-05,-0.005896061,0.5732748,1.286135,1.572818,34384,0.9072055,791.54,116.4311
11521,1790235496.360,-0.3727068,-0.4919984,1.498514,-0.05217622,-1.038617,-0.004033008,-0.008333335,-0.1358929,-0.01244991,0,-0.09148207,-0.001736236,-0.01766667,-0.001355405,1.692952,-0.03075357,-0.01600445,-0.0001990966,-0.04175548,0.7848138,0,-0.04617457,-0.01558871,0.7781321,0.2937843,-0.006007735,-0.004314228,0.6548243,1.573874,0.6981615,1.854684,15,0,5.630155,0.5512232,1.017278,0.0003168109,5.0625e-05,23.5366,0.00139547,1.086641e-08,0.00103329,4.535808e-05,0.009418316,0,0.1,0,5.0625e-05,-0.008274949,0.6016414,1.27517,1.573396,34509,0.9077758,802.98,117.805
11522,1790235499.214,-0.2928208,-0.3842241,1.165008,-0.03962879,-1.053704,-0.002506936,-0.001111111,-0.08899021,-0.009533238,-0.004013869,-0.05838466,-0.001340234,-0.004175556,-0.0006372465,1.2607,-0.02429296,-0.003936122,-9.263317e-05,-0.02914502,0.7570668,-0.04444445,-0.03232487,-0.01232066,0.6191157,0.3099551,-0.004596381,-0.00289234,0.5099891,1.252204,0.5481578,1.45027,15,0.5,6.812013,0.71684,1.585088,0.000315102,5.0625e-05,23.55078,0.001455526,1.071462e-08,0.00103926,0.0001011536,0.01364202,0.05,0.1,0,5.0625e-05,-0.007988639,0.6681349,1.286701,1.557553,34562,0.9085511,801.9,118.3755
11523,1790235502.067,-0.3369896,-0.4426638,1.32991,-0.0421288,-0.7887151,-0.001938759,-0.008,-0.1166131,-0.01094039,-0.01126355,-0.08090048,-0.001595482,-0.013236,-0.001051193,1.463684,-0.02765216,-0.0112579,-0.0001221713,-0.03551421,0.5400435,-0.04,-0.04164971,-0.01658465,0.7116013,0.2861855,-0.005343895,-0.003639105,0.583297,1.396642,0.6005792,1.629178,15,0.6666667,7.29958,0.8577174,1.136437,0.0003149218,3.375e-05,23.5626,0.001503533,1.063061e-08,0.001058371,0.0001302294,0.009662651,0.1,0.1,0,3.375e-05,-0.006402656,0.6480105,1.278636,1.564984,34570,0.9090007,814.84,119.8149
11524,1790235504.945,-0.2336475,-0.3033083,0.9135072,-0.03226038,-0.1019603,-0.002836942,-0.2325,-0.09615277,-0.006559054,-0.1301389,-0.06735082,-0.001108554,-0.01772,-0.001239869,1.021384,-0.01816875,-0.01660552,-9.739213e-05,-0.02991586,0.07574649,-0.05,-0.05506431,-0.01658999,0.4719435,0.1043677,-0.004014546,-0.003022966,0.3884158,0.904772,0.3429378,1.067058,15,1,5.868468,0.6473128,0.921644,0.0003126298,5.0625e-05,23.5727,0.001501434,1.07965e-08,0.001057675,0.0001311182,0.009860259,0,0.1,0,5.0625e-05,-0.00687326,0.5165064,1.28745,1.579419,34289,0.9095815,811.3,119.3538
11525,1790235507.810,-0.2262397,-0.2872792,0.8444986,-0.02831162,-0.8067693,-0.0007436147,0,-0.06221689,-0.007190886,-0.01288035,-0.03947485,-0.0009787797,0,-0.0007053193,0.8816028,-0.01838808,0,0,-0.02253116,0.4508953,-0.1,-0.01706907,-0.008373633,0.4542416,0.2527795,-0.003294671,-0.002025388,0.3692542,0.914174,0.3699531,1.054994,15,1,9.107174,1.52463,1.028823,0.0003167478,7.59375e-05,23.58664,0.00144165,1.137663e-08,0.001048909,7.598203e-05,0.01362331,0,0.1,0,7.59375e-05,-0.00669989,0.4463153,1.28706,1.567697,34435,0.9103902,817.25,118.9944
11526,1790235510.668,-0.3434452,-0.4519439,1.35631,-0.04373132,-1.123496,-0.00174518,-0.015,-0.1107908,-0.0111275,-0.04373461,-0.07481472,-0.001588297,-0.007587999,-0.0008579764,1.450004,-0.02758552,-0.006797063,-0.0009098879,-0.03484776,0.8394679,-0.02,-0.03725907,-0.0172913,0.7340576,0.3413863,-0.00543009,-0.003395405,0.5998926,1.46082,0.6321796,1.661915,15,0.25,7.023499,0.6858279,0.8715377,0.0003175427,7.59375e-05,23.60368,0.001419315,1.09853e-08,0.001054294,4.746719e-05,0.01367841,0,0.05,0,7.59375e-05,-0.007563935,0.6158212,1.283179,1.565834,34504,0.9113172,806.05,119.3532
11527,1790235513.543,-0.2538202,-0.3312234,0.9815071,-0.032707,-0.4461171,-0.002054578,-0.008333335,-0.102083,-0.007752317,-0.003657778,-0.07213094,-0.001190103,-0.01646,-0.001026912,1.067527,-0.01978304,-0.0171275,0,-0.02919305,0.331217,-0.06666668,-0.03987286,-0.01365576,0.525393,0.1485978,-0.004109204,-0.003135965,0.4217369,0.9683784,0.4273158,1.179969,15,1,6.034513,0.5298169,0.9847527,0.0003157694,7.59375e-05,23.62209,0.001397927,1.076191e-08,0.001045815,3.633228e-05,0.01274534,0,0.05,0,7.59375e-05,-0.007091872,0.5544173,1.294535,1.570514,34311,0.9121281,841.33,122.6947
11528,1790235516.385,-0.2795314,-0.3639756,1.099006,-0.03471838,-0.8656197,-0.0006579962,-0.004166667,-0.08904028,-0.009119282,-0.01737164,-0.05981176,-0.001302473,-0.008456668,-0.0009160329,1.148034,-0.02118659,-0.007523358,-0.001682108,-0.02777432,0.5613753,-0.05,-0.0304784,-0.01312077,0.60646,0.2600287,-0.004509367,-0.002849062,0.4914498,1.149761,0.4531227,1.355589,15,0.6,8.352083,1.105384,0.9045799,0.0003176992,5.0625e-05,23.63587,0.00138355,1.083883e-08,0.0010149,5.09397e-05,0.0106217,0.05,0.05,0,5.0625e-05,-0.007047769,0.6186954,1.275617,1.556467,34710,0.9126794,861.28,125.7009
11529,1790235519.265,-0.3734618,-0.4947727,1.495888,-0.05107398,-1.237412,-0.001820581,0,-0.1227202,-0.01242413,-0.09633621,-0.08302915,-0.001736336,-0.008755002,-0.00115086,1.598505,-0.0303843,-0.007814172,-0.0008969982,-0.03839349,0.8900607,-0.025,-0.04521706,-0.01622562,0.8086945,0.3672026,-0.00596701,-0.003834374,0.6599613,1.535475,0.6734228,1.845608,15,0.3333333,6.846921,0.7773275,0.8545226,0.0003200534,7.59375e-05,23.65005,0.001399584,1.047004e-08,0.001006887,7.263308e-05,0.01287858,0,0.1,0,7.59375e-05,-0.007872106,0.379104,1.272712,1.598446,34238,0.9134942,889.58,129.6887
11530,1790235522.131,-0.3689475,-0.4818863,1.435812,-0.05187288,-1.245699,-0.004056308,-0.01,-0.123328,-0.01176049,-0.001832509,-0.08350706,-0.001648491,-0.007075999,-0.00114988,1.555356,-0.0306303,-0.00695223,-3.18021e-05,-0.03745115,0.9163979,-0.02,-0.0385749,-0.01719625,0.7432568,0.3559812,-0.005809433,-0.003892627,0.6324531,1.552575,0.7012481,1.765274,15,0.25,6.048072,0.6934901,0.8609527,0.0003148087,7.59375e-05,23.66348,0.001347226,1.067473e-08,0.000999879,3.252739e-05,0.0119017,0,0.05,0,7.59375e-05,-0.007358175,0.4778782,1.264887,1.591014,34421,0.9140444,849.29,124.9032
11531,1790235524.984,-0.3756973,-0.4845077,1.498514,-0.05124083,-1.669808,-0.0008756914,0,-0.1000706,-0.01272026,-0.01581773,-0.06458245,-0.001727132,0,-0.000967923,1.570966,-0.03106756,0,0,-0.03283764,1.260191,0,-0.03048506,-0.01492867,0.8322738,0.4558253,-0.00579132,-0.003312365,0.6809758,1.666993,0.6986973,1.885297,15,0,6.31793,0.6677045,2.767269,0.0003181589,7.59375e-05,23.67514,0.001381623,1.144245e-08,0.001011978,5.147487e-05,0.01204315,0,0.05,0,7.59375e-05,-0.008057,0.5697844,1.258976,1.584946,34566,0.914698,841.82,122.3011
11532,1790235527.848,-0.2917025,-0.3747889,1.123509,-0.03972692,-1.172761,-0.002327659,-0.001666667,-0.08102007,-0.009130565,-0.005456245,-0.05147425,-0.001267036,0,-0.0006572357,1.191969,-0.02379294,0,0,-0.02664222,0.8887467,-0.06666668,-0.02420264,-0.01148791,0.6003226,0.3350993,-0.004422173,-0.002634787,0.4963233,1.249305,0.5257748,1.408579,15,0.6666667,6.353143,0.6315419,1.415835,0.000320962,7.59375e-05,23.68935,0.001361582,1.145906e-08,0.0009827337,5.787481e-05,0.01232154,0,0.05,0,7.59375e-05,-0.008181181,0.5762764,1.271148,1.583428,34437,0.9154701,830.39,121.004
11533,1790235530.709,-0.2632094,-0.3421122,1.044007,-0.03549863,-1.007255,-0.001348736,0,-0.07595107,-0.008733347,-0.002267013,-0.0489161,-0.0012136,0,-0.0006304804,1.085859,-0.02163818,0,0,-0.02377809,0.7089676,-0.05,-0.02334463,-0.01040976,0.5697861,0.3147496,-0.004047874,-0.002348875,0.4683942,1.155821,0.5330129,1.303684,15,0.5,7.624486,1.059904,1.098544,0.000327309,7.59375e-05,23.70577,0.001365578,1.177147e-08,0.0009999274,3.832984e-05,0.01229514,0,0.05,0,7.59375e-05,-0.007321502,0.5234016,1.269212,1.582198,34475,0.916301,817.04,119.1674
11534,1790235533.568,-0.3403555,-0.4427044,1.297509,-0.04061099,-0.2909568,-0.001389079,-0.02,-0.1482205,-0.01059079,-0.07459319,-0.1090521,-0.001611415,-0.0277,-0.001986618,1.439139,-0.02662169,-0.02514384,-0.01515005,-0.04039165,0.2249412,-0.025,-0.05749736,-0.02331074,0.6863412,0.142405,-0.005871472,-0.00438456,0.5575131,1.220695,0.527303,1.5266,15,1,6.052873,0.4938493,0.9850146,0.0003216625,7.59375e-05,23.72146,0.001382962,1.099766e-08,0.001005464,5.58247e-05,0.01207448,0,0.05,0,7.59375e-05,-0.00812455,0.3778327,1.284754,1.563614,34512,0.9169989,892,129.2657
11535,1790235536.448,-0.3065872,-0.3994071,1.19757,-0.04276817,-0.9106915,-0.001779565,-0.006875,-0.1016238,-0.009605492,-0.02586124,-0.06987005,-0.001407357,-0.008345002,-0.001234832,1.272654,-0.02557043,-0.008433207,-0.004085097,-0.03343846,0.7319663,-0.0375,-0.03757208,-0.01532354,0.6365601,0.2850468,-0.004932645,-0.003257819,0.5238495,1.260637,0.5776169,1.457731,15,0.5,5.692992,0.5119604,0.8251187,0.0003170977,7.59375e-05,23.73503,0.0013679,1.106065e-08,0.001015938,3.485348e-05,0.0128507,0,0.05,0,7.59375e-05,-0.007641014,0.5568444,1.281549,1.588347,34253,0.9177683,860.04,125.6762
11536,1790235539.319,-0.2595509,-0.3400952,1.007108,-0.03518604,-0.6727325,-0.0016881,-0.006000001,-0.08020763,-0.008336334,-0.01627315,-0.05322772,-0.001194929,-0.002184001,-0.0006891539,1.07306,-0.02125612,-0.001841968,-0.0001174202,-0.02597415,0.4475951,-0.04,-0.02352215,-0.01109869,0.5398881,0.2790524,-0.003951771,-0.002550163,0.439921,1.090913,0.4818575,1.241665,15,0.5,8.401263,1.119812,0.8864455,0.00032366,5.0625e-05,23.75015,0.001403741,1.149812e-08,0.001015511,6.455864e-05,0.01105384,0.05,0.05,0,5.0625e-05,-0.007230078,0.4618437,1.291978,1.57003,34347,0.9184097,851.13,125.0816
11537,1790235542.175,-0.3084317,-0.4029041,1.203385,-0.04085978,-1.301533,-0.001654255,0,-0.08750568,-0.01016316,-0.001724327,-0.05592074,-0.001367851,0,-0.0007319869,1.255299,-0.02510003,0,0,-0.02680835,0.8613605,-0.025,-0.02385069,-0.01169069,0.6572142,0.3629164,-0.004686262,-0.002750971,0.5314528,1.321122,0.5786875,1.512124,15,0.25,8.13306,1.168336,0.8629148,0.0003194995,3.375e-05,23.76055,0.001376953,1.117465e-08,0.001015963,4.147945e-05,0.01031256,0.1,0.1,0,3.375e-05,-0.005490742,0.5863148,1.271559,1.573663,34550,0.9188248,870.1,127.4291
11538,1790235544.978,-0.3708054,-0.4783122,1.424075,-0.04496325,-0.7384217,-0.001765689,-0.006875,-0.1323048,-0.01159593,-0.05598444,-0.09000804,-0.001719262,-0.01673,-0.001469964,1.533465,-0.02895277,-0.01449764,-0.00073089,-0.0402853,0.5154456,-0.0125,-0.04778717,-0.0189284,0.7658305,0.2886165,-0.005712423,-0.003887783,0.6229613,1.477305,0.5983366,1.726223,15,0.25,7.458957,0.8429933,0.8723675,0.0003189618,5.0625e-05,23.76904,0.001376328,1.136282e-08,0.001010275,4.707951e-05,0.0109175,0.05,0.15,0,5.0625e-05,-0.006739632,0.4064275,1.246694,1.546112,35199,0.919337,930.54,135.6985
11539,1790235547.790,-0.2286601,-0.3023495,0.8853819,-0.03143242,-0.4735219,-0.002405017,0,-0.08318514,-0.007180608,-0.0005613882,-0.05650824,-0.001060139,-0.009504998,-0.0007006256,0.9809593,-0.01849598,-0.008470303,-0.0004630673,-0.02503828,0.3129476,-0.05,-0.0324209,-0.0113867,0.4624232,0.1776479,-0.003553729,-0.002457881,0.3796438,0.9354729,0.4396096,1.071846,15,0.6666667,7.995008,1.045771,0.8734776,0.000317935,3.375e-05,23.77822,0.001344691,1.124509e-08,0.0009887934,3.79515e-05,0.01000414,0.1,0.1,0,3.375e-05,-0.006485379,0.5632322,1.260696,1.5409,35088,0.9198009,886.19,129.5254
11540,1790235550.640,-0.3768944,-0.4931297,1.46718,-0.046269,-0.7531857,-0.002444064,-0.001111111,-0.1337424,-0.01207103,-0.008533893,-0.09183701,-0.001761169,-0.01392889,-0.001424787,1.600111,-0.03043394,-0.01303346,-0.0003790034,-0.0425203,0.5766524,0,-0.04773637,-0.01917056,0.7787801,0.3127977,-0.005829373,-0.004017727,0.6406164,1.546178,0.6638664,1.792763,15,0,6.556314,0.6429991,0.8521305,0.0003228093,5.0625e-05,23.78817,0.001349987,1.105802e-08,0.000992622,3.454468e-05,0.01100952,0,0.1,0,5.0625e-05,-0.007132396,0.421713,1.260727,1.578927,34618,0.9203051,916.58,133.7746
11541,1790235553.520,-0.3177671,-0.4156817,1.230224,-0.04025441,-0.8357822,-0.002200683,-0.004285715,-0.1094026,-0.009949064,-0.0104358,-0.07292976,-0.001450499,-0.01189143,-0.0009357125,1.337213,-0.02504467,-0.009449085,-7.276061e-05,-0.03202672,0.6596811,-0.02857143,-0.03744633,-0.01463981,0.6525396,0.2709865,-0.004928527,-0.003303574,0.5419588,1.302548,0.5871033,1.502753,15,0.4,6.086137,0.5866078,0.8270898,0.0003224395,5.0625e-05,23.79747,0.001353482,1.074052e-08,0.001001495,2.953683e-05,0.009450125,0,0.05,0,5.0625e-05,-0.007201965,0.4271861,1.278868,1.590325,34261,0.9207571,921.15,132.7228
11542,1790235556.355,-0.350571,-0.4602908,1.360012,-0.04562121,-0.7566718,-0.002353169,-0.008333335,-0.1353893,-0.0111477,-0.01031792,-0.09226112,-0.001620376,-0.01931333,-0.001374002,1.500699,-0.02799176,-0.01845269,-0.0002085059,-0.03739335,0.5258635,-0.01111111,-0.04544635,-0.01762697,0.724573,0.2319873,-0.005486577,-0.003925364,0.5945872,1.417083,0.6265579,1.661713,15,0.2,6.981849,0.8234632,0.8276436,0.0003149141,3.375e-05,23.80613,0.001348224,1.078455e-08,0.001005151,2.814875e-05,0.01012357,0.1,0.1,0,3.375e-05,-0.006465012,0.7496666,1.255463,1.568869,34806,0.9211461,902.01,130.6275
11543,1790235559.210,-0.3134397,-0.3987088,1.19101,-0.04163551,-0.8160003,-0.002484837,-0.009285716,-0.1101509,-0.009744763,-0.02305573,-0.07422926,-0.001399848,-0.008894286,-0.001032998,1.281862,-0.02514269,-0.008650037,-0.0002213151,-0.0328995,0.6267923,-0.02857143,-0.03819901,-0.01550422,0.6315486,0.2760164,-0.004765983,-0.003224029,0.5130112,1.267916,0.5675048,1.462301,15,0.4,5.861139,0.5611801,0.8420984,0.0003294281,5.0625e-05,23.81487,0.001428796,1.113584e-08,0.001002045,9.731226e-05,0.0100701,0,0.1,0,5.0625e-05,-0.007471292,0.6879329,1.274388,1.571231,34545,0.921724,848.35,123.9677
11544,1790235562.060,-0.2044598,-0.2686653,0.7845033,-0.02813796,-0.3859231,-0.002264661,-0.00125,-0.07567988,-0.006048694,-0.006485294,-0.0535308,-0.0009368644,-0.00614,-0.0007054996,0.8576676,-0.01714969,-0.005080331,-0.0006537958,-0.02290852,0.2695568,-0.075,-0.02632693,-0.01063751,0.4007649,0.1751374,-0.003207279,-0.002245955,0.341642,0.8123683,0.3861727,0.9499485,15,1,7.065116,0.9459249,0.890509,0.000329486,7.59375e-05,23.82893,0.001388101,1.097354e-08,0.0009908482,6.775634e-05,0.0125103,0,0.1,0,7.59375e-05,-0.007701497,0.493514,1.264338,1.575473,34616,0.9225341,864.49,126.139
11545,1790235564.918,-0.2745906,-0.3535748,1.062824,-0.03683778,-0.9419872,-0.001351349,0,-0.08172603,-0.008865518,-0.001668205,-0.05352199,-0.001239763,-0.002249091,-0.0007689296,1.105867,-0.02204104,-0.00204631,-0.0003953778,-0.02596897,0.6625017,-0.07272728,-0.02495573,-0.01209267,0.5791416,0.2999324,-0.004191748,-0.002577645,0.4676639,1.160306,0.5030116,1.316715,15,0.8000001,6.965686,0.8006606,1.220276,0.0003267939,7.59375e-05,23.84654,0.001381578,1.064095e-08,0.0009964581,5.831566e-05,0.01383604,0,0.05,0,7.59375e-05,-0.007288883,0.7795012,1.273819,1.573216,34528,0.923494,813.75,118.4487
11546,1790235567.795,-0.3219212,-0.4114929,1.233009,-0.04004163,-0.1922768,-0.002261981,-0.005,-0.1190923,-0.009982847,-0.0008286246,-0.08083384,-0.001528168,-0.01670667,-0.0009981918,1.385747,-0.0247766,-0.01436583,-0.0003014436,-0.03480629,0.1390916,-0.03333334,-0.04300195,-0.01675687,0.6483291,0.2151997,-0.004942454,-0.003607822,0.5338173,1.184895,0.5321503,1.48917,15,1,6.986208,0.9393553,0.9736936,0.0003346975,5.0625e-05,23.86215,0.001428863,1.130891e-08,0.001022192,7.196238e-05,0.01081587,0.05,0.05,0,5.0625e-05,-0.005998006,0.4004745,1.283932,1.582026,34300,0.9240057,877.48,127.8236
