step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/fixture_force_tracking,Episode_Reward/fixture_lost,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Fixture/force_ceiling_n,Fixture/lost_fraction,Fixture/mean_error_n,Fixture/relative_force_error,Fixture/relative_force_error_ema,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
11420,1790235117.510,-0.08381902,-0.1158032,0.3710636,-0.01116563,-0.2263317,-0.0007362913,0,-0.02187443,-0.002850959,-0.0002762746,-0.01446442,-0.000447745,0,-0.0001895695,0.398306,-0.007736014,0,0,-0.010278,0.1560375,-0.08750001,-0.01013052,-0.004045905,0.1963682,0.1101403,-0.001449925,-0.0008192993,0.1678416,0.400647,0.1611531,0.4559241,15,0.875,7.422987,0.9856874,1.3431,0.000333647,2.25e-05,22.39156,0.00155113,1.056588e-08,0.001176798,4.067488e-05,0.008375503,0,0.1,0,2.25e-05,-0.006224419,0.8222255,1.31852,1.637271,33258,0.8522419,248.88,36.9085
11421,1790235120.381,-0.09411069,-0.1279409,0.4173009,-0.01236212,-0.284304,-0.000614056,0,-0.02900133,-0.003260351,-0.003617479,-0.01960723,-0.0004971317,-0.001624,-0.000296507,0.4360198,-0.008019204,-0.001237741,0,-0.01147588,0.1927295,-0.03,-0.01327766,-0.004966932,0.2231519,0.1120709,-0.001670667,-0.000951969,0.1900046,0.4445485,0.1786597,0.5154874,15,0.3333333,7.52706,0.7406442,1.10554,0.0003260578,3.375e-05,22.39852,0.001579956,1.082178e-08,0.001181157,7.273103e-05,0.009118998,0,0.1,0,3.375e-05,-0.00801807,0.8615119,1.279225,1.582151,34355,0.8526046,271.3,40.29746
11422,1790235123.411,-0.1053021,-0.1425371,0.4680007,-0.01427474,-0.2882486,-0.0009958253,0,-0.03201931,-0.003629996,-0.0007332169,-0.02138739,-0.0005576542,-0.002125715,-0.0002524275,0.5131287,-0.009097213,-0.002081082,-0.0002326565,-0.0127807,0.1909547,-0.04285715,-0.01065452,-0.005358848,0.2490611,0.1190657,-0.001823487,-0.0011383,0.2090977,0.4909812,0.1772473,0.5721958,15,0.5,7.79348,1.04188,1.050037,0.0003241057,5.0625e-05,22.40861,0.001543221,1.112301e-08,0.00115022,6.888404e-05,0.01039608,0,0.1,0,5.0625e-05,-0.008477216,0.6519583,1.339897,1.670292,32657,0.8531561,294.16,43.43983
11423,1790235127.409,-0.1052725,-0.1436034,0.4682504,-0.01402073,-0.3087375,-0.0006608471,-0.001666667,-0.03044631,-0.003535368,-0.02334109,-0.01997129,-0.0005596771,-0.00057,-0.0002018598,0.4956335,-0.008889735,-0.0006827257,0,-0.01245482,0.1956388,-0.05,-0.0136289,-0.004700262,0.2505358,0.1334297,-0.001831123,-0.001072501,0.2099385,0.4995049,0.1930239,0.5820355,15,0.6,8.571192,1.003921,1.184612,0.0003221674,5.0625e-05,22.41905,0.001514035,1.178334e-08,0.001134822,5.703323e-05,0.01018818,0,0.05,0,5.0625e-05,-0.008007132,0.4691216,2.282962,1.673636,24845,0.8535587,318.52,47.2192
11424,1790235131.336,-0.1167379,-0.1628212,0.5230001,-0.01490819,-0.5015106,-0.0003365754,0,-0.03311474,-0.004198617,-0.001360155,-0.02185742,-0.0006056428,0,-0.0003350123,0.5220503,-0.009623067,0,0,-0.01321001,0.2899817,-0.03333334,-0.0117576,-0.00561962,0.290062,0.158956,-0.002027947,-0.001013776,0.2422999,0.5636442,0.2073479,0.656069,15,0.3333333,9.382793,1.130421,1.387728,0.000325927,5.0625e-05,22.42792,0.001508808,1.135295e-08,0.001144616,3.825413e-05,0.01030716,0,0.05,0,5.0625e-05,-0.008331372,0.4390344,2.209214,1.673592,25317,0.853974,326.98,47.93508
11425,1790235135.312,-0.1122949,-0.1534704,0.4969285,-0.01596653,-0.398994,-0.001050731,0,-0.03203699,-0.003926034,-0.000284664,-0.02063335,-0.0005823825,0,-0.0002736682,0.5244933,-0.009936005,0,0,-0.01302146,0.2647483,-0.04285715,-0.01218801,-0.004802063,0.263456,0.1476344,-0.00193676,-0.001108389,0.2302215,0.5321555,0.2148969,0.6206487,15,0.4285715,8.092043,0.9744636,1.285033,0.0003206884,5.0625e-05,22.43751,0.001504633,1.148074e-08,0.001135962,4.797176e-05,0.009589464,0,0.05,0,5.0625e-05,-0.007600925,0.4391159,2.249488,1.684579,24987,0.8544422,342.64,50.04342
11426,1790235139.373,-0.1241951,-0.1704809,0.5494999,-0.01752186,-0.4368595,-0.0005887564,0,-0.03237438,-0.004347642,-0.001725668,-0.02127866,-0.0006463126,0,-0.0003802798,0.5695173,-0.01061402,0,0,-0.01370882,0.2287931,-0.06666668,-0.01520857,-0.00640612,0.3018137,0.1661553,-0.002126445,-0.001108559,0.2525206,0.5720489,0.2611139,0.6843017,15,0.6666667,10.25211,1.903646,1.340298,0.0003099882,5.0625e-05,22.44829,0.001479351,1.07394e-08,0.001127361,4.199037e-05,0.0100691,0,0.05,0,5.0625e-05,-0.00723136,0.4968109,2.359118,1.664907,24429,0.8549497,373.35,54.82255
11427,1790235143.460,-0.1246686,-0.1672795,0.5459993,-0.01875756,-0.3553477,-0.001347173,0,-0.04144781,-0.004233892,-0.001579594,-0.02811696,-0.0006409091,-0.002935,-0.0004001914,0.5882506,-0.01136075,-0.002365322,0,-0.01516754,0.2381139,-0.05,-0.01487778,-0.006747331,0.2843927,0.1405635,-0.00215807,-0.001333092,0.2391309,0.5675043,0.2562562,0.6637193,15,0.6666667,7.054564,0.7296865,1.222101,0.0003041105,3.375e-05,22.45845,0.001461415,1.070751e-08,0.001116561,4.073313e-05,0.01088533,0.1,0.1,0,3.375e-05,-0.005935773,0.5045673,2.373442,1.664331,24346,0.8553076,381.45,56.08464
11428,1790235147.486,-0.154326,-0.2043152,0.6839988,-0.02078622,-0.485752,-0.0005965025,-0.001,-0.04977525,-0.005559338,-0.0004836449,-0.03358049,-0.00080934,-0.005456,-0.000512041,0.7157013,-0.01312335,-0.004814173,0,-0.0182691,0.2866917,-0.06,-0.02015929,-0.006890654,0.3747065,0.1659836,-0.002683817,-0.001546025,0.3068705,0.7053021,0.3308166,0.8475944,15,0.75,8.514112,1.117189,24.02688,0.0002951775,5.0625e-05,22.46704,0.001492108,1.106002e-08,0.00111793,7.898952e-05,0.01064788,0,0.1,0,5.0625e-05,-0.007464357,0.4528699,2.324193,1.664485,24645,0.8558106,409.26,59.95285
11429,1790235151.538,-0.1627306,-0.2250137,0.7199984,-0.02439698,-0.4297539,-0.002332006,0,-0.05700726,-0.00558373,-0.03909131,-0.03844881,-0.0008443824,-0.003626668,-0.0005715723,0.7682514,-0.0145837,-0.003219671,-0.001869127,-0.02001546,0.2227093,-0.03333334,-0.03047982,-0.009612553,0.3679087,0.1748169,-0.003037354,-0.001982459,0.3188434,0.673353,0.2241654,0.8770623,15,0.5,10.27964,1.589962,8.945633,0.0002913053,5.0625e-05,22.47716,0.001579818,1.010676e-08,0.001112847,0.0001756551,0.01036524,0,0.05,0,5.0625e-05,-0.006973643,0.351258,2.346227,1.664785,24508,0.8561995,443.12,64.47825
11430,1790235155.528,-0.1489863,-0.2061277,0.6664984,-0.02019991,-0.2443776,-0.0008913693,-0.0025,-0.05194968,-0.005396666,-0.0001153131,-0.03633674,-0.0008134532,-0.006493334,-0.00047116,0.7326683,-0.01274904,-0.005920193,-0.0003603444,-0.01813989,0.1808445,-0.01666667,-0.01952908,-0.007834421,0.3558627,0.1432698,-0.002636885,-0.001718001,0.3024827,0.6956512,0.2905239,0.81354,15,0.3333333,6.549953,0.5944289,3.517527,0.0002944996,5.0625e-05,22.48515,0.001487192,1.003877e-08,0.001094698,9.798515e-05,0.01045371,0,0.05,0,5.0625e-05,-0.006932482,0.3685485,2.299149,1.652224,24878,0.8566077,475.74,69.43907
11431,1790235159.525,-0.1866705,-0.2462702,0.7919978,-0.02624972,-0.4489983,-0.00154627,-0.007000001,-0.07506427,-0.006120893,-0.007933879,-0.05267715,-0.0009486407,-0.010228,-0.000995498,0.8533327,-0.01569756,-0.008903055,-0.001951655,-0.02267691,0.2433969,0,-0.03102802,-0.01093282,0.4169816,0.1427134,-0.00325692,-0.002238747,0.3552631,0.7959148,0.3030343,0.9603653,15,0,10.57277,1.579175,1.936926,0.0002946183,5.0625e-05,22.49267,0.001426994,1.06602e-08,0.001086131,4.623377e-05,0.008801861,0,0.05,0,5.0625e-05,-0.007141371,0.254175,2.314459,1.6384,24869,0.8568813,492.78,71.81023
11432,1790235163.548,-0.120492,-0.16484,0.5564998,-0.01803315,-0.4515055,-0.002387027,0,-0.03109284,-0.004248576,-0.003414485,-0.02081194,-0.0006470002,0,-0.0002547373,0.6237005,-0.01184859,0,0,-0.01531798,0.1792167,-0.1,-0.01512817,-0.00646583,0.2845859,0.1623157,-0.002158025,-0.001239652,0.2507181,0.5693257,0.2574592,0.6915357,15,1,13.75463,69.1237,5.113353,0.0002947216,3.375e-05,22.49784,0.001429105,1.05945e-08,0.00108115,5.322263e-05,0.01119648,0.1,0.1,0,3.375e-05,-0.007038943,0.4505005,2.324672,1.655324,24699,0.8571721,499.71,72.94472
11433,1790235167.562,-0.1246031,-0.1685503,0.5452496,-0.01500183,-0.2053075,-0.0007434778,-0.0025,-0.04526548,-0.004440145,-4.652203e-05,-0.0321219,-0.0006596019,-0.007395001,-0.0005499207,0.5963522,-0.01062579,-0.007297432,-0.0003482567,-0.01534737,0.1249812,-0.05,-0.01790375,-0.008415783,0.2931932,0.09995928,-0.002197077,-0.001458506,0.2433713,0.5485114,0.2500274,0.6333132,15,0.6666667,10.0847,1.137831,2.343256,0.0002942631,5.0625e-05,22.50532,0.001492912,1.183379e-08,0.00108778,0.0001108574,0.01021269,0,0.1,0,5.0625e-05,-0.007409079,0.4102326,2.320489,1.646684,24779,0.8576208,495.82,72.18522
11434,1790235171.580,-0.210224,-0.2762982,0.9,-0.02866981,0,-0.004585783,-0.01,-0.1000449,-0.007501905,-0.003624037,-0.06988026,-0.001132965,-0.01712,-0.001044202,1.004354,-0.0173329,-0.01530938,-0.0001038464,-0.0279582,0,0,-0.04307384,-0.01551176,0.4511409,0.1095118,-0.003610228,-0.002824995,0.3830361,0.8628631,0.3282302,1.054899,15,0,9.240931,1.087035,1.515341,0.000294696,7.59375e-05,22.51687,0.001472738,1.259494e-08,0.001090923,8.710578e-05,0.01339519,0,0.1,0,7.59375e-05,-0.006826352,0.3583022,2.329989,1.644361,24734,0.8582597,549.93,79.87659
11435,1790235175.576,-0.1952723,-0.2654797,0.8599094,-0.026753,-0.6869677,-0.001041447,-0.0004545455,-0.05906674,-0.007012357,-0.002192295,-0.03875721,-0.001001898,-0.00279091,-0.0005277453,0.9109541,-0.01666543,-0.002718945,-0.0002046197,-0.02248923,0.4046868,-0.04545455,-0.02515628,-0.008973105,0.4676754,0.2339539,-0.003384686,-0.00192736,0.3935553,0.9062502,0.3630405,1.068987,15,0.5555556,9.653397,1.263461,1.222818,0.0002948476,5.0625e-05,22.528,0.001465173,1.041059e-08,0.001067583,0.0001027315,0.01170015,0.05,0.05,0,5.0625e-05,-0.006106883,0.4466394,2.334184,1.623463,24839,0.8586329,567.55,83.25699
11436,1790235179.594,-0.2141415,-0.2902547,0.9376885,-0.02866714,-0.6804355,-0.001150009,-0.003125,-0.0686892,-0.007482599,-0.006651084,-0.04730419,-0.00110306,-0.0069675,-0.0007840341,1.004637,-0.01877687,-0.006422314,-0.0003397391,-0.02621153,0.438415,-0.025,-0.03373178,-0.01031382,0.5055966,0.223064,-0.003733843,-0.002278133,0.4177095,0.9707121,0.3661087,1.15624,15,0.3333333,8.536093,0.9709963,1.151338,0.0002983254,3.375e-05,22.53481,0.001547317,1.174928e-08,0.001081951,0.0001670293,0.0118641,0.1,0.1,0,3.375e-05,-0.00720049,0.3554034,2.322162,1.646114,24772,0.8588528,584.79,85.18215
11437,1790235183.586,-0.1871248,-0.2584348,0.8232514,-0.02355956,-0.4348773,-0.0008663842,0,-0.05824144,-0.006826779,-0.001452154,-0.03967736,-0.000999045,-0.006083333,-0.0006368834,0.8862047,-0.01586806,-0.004919726,-0.0001247441,-0.02243496,0.2600882,-0.03333334,-0.02441588,-0.008770894,0.450701,0.1984797,-0.003217048,-0.0018909,0.3781042,0.8553094,0.3816251,1.012034,15,0.5,10.18098,1.503677,1.212051,0.0002946715,5.0625e-05,22.53846,0.001527262,1.241625e-08,0.00108647,0.0001461084,0.01038962,0,0.1,0,5.0625e-05,-0.00693662,0.3196573,2.297811,1.652874,24882,0.8590994,620.73,90.02414
11438,1790235187.565,-0.2305966,-0.3095088,0.9986272,-0.03057562,-0.6982015,-0.0009906809,0,-0.06672072,-0.008433925,-0.001806126,-0.04425738,-0.001178299,-0.00238,-0.0005078327,1.061919,-0.01932845,-0.002168649,-0.000770583,-0.02743384,0.388426,-0.05,-0.026988,-0.01071387,0.5421903,0.278604,-0.003917077,-0.002246109,0.4440479,1.047223,0.4786763,1.234607,15,0.6666667,10.22769,1.545177,1.507473,0.000292651,5.0625e-05,22.54569,0.001473883,1.20355e-08,0.001090951,9.026895e-05,0.01003058,0,0.05,0,5.0625e-05,-0.007517681,0.5393426,2.279494,1.654673,24987,0.8595856,608.77,88.65376
11439,1790235191.545,-0.2487596,-0.3469307,1.080004,-0.03925544,-0.5163412,-0.001587785,-0.015,-0.1010112,-0.0088953,-0.006197157,-0.07288896,-0.001282046,-0.01951,-0.001239825,1.181308,-0.02074762,-0.01879327,-0.0008245268,-0.0311125,0.3523498,0,-0.04260289,-0.01676401,0.5729936,0.163395,-0.004400915,-0.003038996,0.4714712,1.070464,0.4710154,1.277475,15,0,6.880969,0.6866638,1.446494,0.0002890737,3.375e-05,22.55633,0.001499011,1.155084e-08,0.001097511,0.0001124156,0.01008711,0.1,0.1,0,3.375e-05,-0.005930289,0.3582954,2.284323,1.649143,24991,0.8600147,652.55,94.45884
11440,1790235195.505,-0.2481376,-0.3380214,1.094004,-0.02880704,-0.7464056,-0.0007440693,0,-0.08903142,-0.009277327,-0.0006269974,-0.06283979,-0.001303132,-0.01283,-0.0009850075,1.156317,-0.02025823,-0.01110326,-0.0001002877,-0.03005398,0.4916004,-0.01666667,-0.03546106,-0.01269697,0.6017579,0.221425,-0.004322935,-0.002726244,0.4945405,1.126652,0.5169477,1.350702,15,0.25,8.269236,0.8401154,1.11499,0.0002906086,5.0625e-05,22.56483,0.001496722,1.113036e-08,0.001100986,0.0001051154,0.01033963,0,0.1,0,5.0625e-05,-0.006782907,0.3423146,2.27561,1.646837,25061,0.8604503,649.96,94.6504
11441,1790235199.520,-0.2354641,-0.3258803,1.047004,-0.02951795,-0.8445867,-0.001401368,-0.001,-0.06915545,-0.008501356,-0.0009859717,-0.04569783,-0.001221653,-0.002692,-0.0005667442,1.087908,-0.02010919,-0.00266971,0,-0.02555617,0.5445188,-0.02,-0.0249138,-0.01121813,0.574346,0.2934252,-0.004158868,-0.002355257,0.4710246,1.114893,0.5050677,1.298242,15,0.25,7.989844,0.773791,1.02724,0.0002896276,5.0625e-05,22.57278,0.00147246,1.033076e-08,0.001115509,6.731358e-05,0.009614099,0,0.05,0,5.0625e-05,-0.007110723,0.4891807,2.325003,1.651166,24723,0.860813,676.69,98.56023
11442,1790235203.512,-0.2386383,-0.3210821,1.033803,-0.03413407,-0.9136569,-0.002072675,-0.029,-0.0727578,-0.008323312,-0.1248397,-0.04948313,-0.001188096,-0.002564,-0.0006618253,1.079667,-0.02067997,-0.002474312,-0.001826746,-0.0294283,0.5153415,-0.04,-0.0359287,-0.01220654,0.5487825,0.2860115,-0.004175975,-0.002505425,0.4654412,1.059339,0.4051301,1.265731,15,0.5,9.910114,1.328497,1.799616,0.0002898336,5.0625e-05,22.58064,0.001495918,1.061303e-08,0.001118121,8.795282e-05,0.009887823,0,0.05,0,5.0625e-05,-0.007164859,0.4918433,2.300272,1.653903,24860,0.861274,712.58,103.8789
11443,1790235207.494,-0.2569224,-0.3448663,1.116005,-0.03285819,-0.5251698,-0.002112247,-0.02875,-0.08538862,-0.009321772,-0.04057776,-0.0582382,-0.001348388,-0.008215001,-0.0009987585,1.190959,-0.02310163,-0.006724915,-0.002560653,-0.03280424,0.3360364,-0.025,-0.04829012,-0.01258122,0.5968602,0.2633439,-0.004419635,-0.002737651,0.4888327,1.113658,0.4565997,1.356024,15,0.5,8.88471,1.056663,1.332574,0.0002863966,5.0625e-05,22.5911,0.001488461,1.05643e-08,0.001107036,9.501738e-05,0.01110156,0,0.05,0,5.0625e-05,-0.007188317,0.4823911,2.284824,1.650781,24978,0.8617915,713.76,103.4749
11444,1790235211.514,-0.2189765,-0.2911739,0.9270036,-0.02791366,-0.4347257,-0.001431613,-0.003333334,-0.08351521,-0.00791094,-0.01679888,-0.06007015,-0.001122403,-0.01408,-0.0008658172,1.033207,-0.01768504,-0.0134929,-0.0002560974,-0.0279497,0.2592487,-0.06666668,-0.0348768,-0.01319797,0.4916527,0.1519345,-0.003714237,-0.002503511,0.4010973,0.9525315,0.4283884,1.108839,15,1,9.201441,1.355315,1.179692,0.0002857663,7.59375e-05,22.60342,0.001458752,1.043979e-08,0.001127076,4.589908e-05,0.01286356,0,0.1,0,7.59375e-05,-0.006919485,0.4139251,2.347797,1.632043,24700,0.8624686,734.81,106.6624
11445,1790235215.535,-0.2626366,-0.3466127,1.112106,-0.03410736,-0.57855,-0.001626289,-0.004,-0.09510984,-0.009042226,-0.04615844,-0.06806235,-0.001341973,-0.015252,-0.00119927,1.23243,-0.02241343,-0.01471357,-6.250987e-05,-0.03325985,0.3617005,-0.04,-0.04704281,-0.01499546,0.5887791,0.2009783,-0.004609853,-0.003045586,0.4862131,1.11851,0.4658254,1.328936,15,0.6666667,9.093767,1.269451,1.179668,0.0002823135,3.375e-05,22.6163,0.00145519,1.03846e-08,0.001126046,4.682091e-05,0.01081418,0.1,0.05,0,3.375e-05,-0.006855949,0.7555369,2.329336,1.648499,24712,0.862983,698.08,101.3647
11446,1790235219.546,-0.2859457,-0.3850965,1.24257,-0.03815258,-1.133256,-0.001674049,-0.01125,-0.08633356,-0.0105793,-0.01263289,-0.05603109,-0.001442226,-0.003832499,-0.0006958914,1.312586,-0.02365497,-0.003689567,0,-0.0329357,0.7554204,-0.025,-0.0405001,-0.013174,0.6699197,0.337198,-0.004865953,-0.002900749,0.5593653,1.314919,0.5272503,1.548823,15,0.2857143,7.547237,0.7856988,1.133892,0.0002890786,5.0625e-05,22.62812,0.001455031,1.056829e-08,0.001125999,3.99423e-05,0.009861298,0,0.1,0,5.0625e-05,-0.007903669,0.48112,2.327211,1.647418,24732,0.8635857,733.86,106.8413
