step,time_s,tip_err_l1_m,tip_err_x_m,tip_err_y_m,tip_err_z_m,base_z_m,force_cmd_n,force_est_n,base_vx_mps,base_vy_mps,base_wz_radps,base_roll_rad,base_pitch_rad,goal_radius_m,goal_pitch_rad,goal_yaw_rad,tip_x_m,tip_y_m,tip_z_m,action_absmax,torque_absmax_nm
63,1.26,0.155916,0.0824937,0.0157304,0.0576921,0.271522,0,2.646,0.0407325,0.000298304,0.00241075,0.00251229,-0.00298964,0.5,0.343594,0,0.313765,-0.016854,0.600745,0,8.17656
64,1.28,0.156272,0.082895,0.0157051,0.0576718,0.272155,0,2.54526,0.0399934,0.000333166,0.00287834,0.00242192,-0.000287319,0.5,0.339075,0,0.316997,-0.0167814,0.598635,0,7.9874
65,1.3,0.156418,0.0833347,0.0156398,0.0574432,0.272787,0,2.44946,0.0363485,0.000325243,0.00299923,0.00229382,0.0021594,0.5,0.334555,0,0.319985,-0.0166667,0.596731,0,7.8026
66,1.32,0.156721,0.083908,0.01563,0.0571833,0.27334,0,2.36656,0.0309517,0.00027567,0.00288174,0.00221694,0.00434152,0.5,0.330036,0,0.322462,-0.0165996,0.594855,0,7.63638
67,1.34,0.157182,0.0846978,0.0156039,0.0568803,0.273724,0,2.30305,0.0238218,5.40726e-05,0.00319771,0.00212322,0.00589837,0.5,0.325516,0,0.324202,-0.0165285,0.593019,0,7.55266
68,1.36,0.157744,0.0856388,0.0155867,0.0565184,0.273932,0,2.26096,0.0152058,5.2361e-05,0.00242505,0.00208458,0.00697561,0.5,0.320997,0,0.325141,-0.0164806,0.591238,0,7.56836
69,1.38,0.158334,0.0867157,0.0155877,0.0560311,0.273994,0,2.24003,0.00627544,-8.57284e-05,0.00162265,0.00209338,0.0075329,0.5,0.316478,0,0.325221,-0.0164867,0.589579,0,7.58184
70,1.4,0.159089,0.0880816,0.0155764,0.0554307,0.273932,0,2.23914,-0.00231807,-0.000155486,0.00170483,0.0020928,0.00731288,0.5,0.311958,0,0.324296,-0.0165017,0.588031,0,7.58176
71,1.42,0.159926,0.0896945,0.0155949,0.0546365,0.273759,0,2.2611,-0.0101458,-0.000264784,0.00187938,0.00215236,0.00638641,0.5,0.307439,0,0.322452,-0.0165477,0.586673,0,7.56892
72,1.44,0.160845,0.0914647,0.0156054,0.0537747,0.273475,0,2.30144,-0.0165427,-0.000380376,0.00218492,0.00221401,0.00492973,0.5,0.302919,0,0.319867,-0.0165873,0.585379,0,7.59346
73,1.46,0.161966,0.0933608,0.0156144,0.052991,0.273075,0,2.3587,-0.0208387,-0.00040343,0.00258038,0.00226378,0.00315071,0.5,0.2984,0,0.316722,-0.0166149,0.584005,0,7.723
74,1.48,0.163227,0.0953997,0.0156588,0.0521687,0.272571,0,2.43454,-0.0232776,-0.000336254,0.00160906,0.00239243,0.00103856,0.5,0.29388,0,0.313159,-0.0166898,0.582666,0,7.87724
75,1.5,0.163475,0.0967521,0.0156029,0.0511201,0.272048,0,2.52598,-0.0220503,-0.000407442,0.00171619,0.00236074,-0.000635388,0.5,0.289361,0,0.310204,-0.0166896,0.58155,0,8.02071
76,1.52,0.166422,0.0994192,0.0156485,0.0513543,0.271511,0,2.60754,-0.0188031,-1.48903e-05,0.00303752,0.00243881,-0.00274546,0.5,0.284841,0,0.306156,-0.0167328,0.579148,0,8.16967
77,1.54,0.167862,0.101448,0.0156435,0.0507703,0.271075,0,2.72578,-0.0155499,-0.000167629,0.00304435,0.00244821,-0.00461563,0.5,0.280322,0,0.302974,-0.0167154,0.577562,0,8.29816
78,1.56,0.169627,0.103295,0.0156336,0.0506992,0.270787,0,2.81948,-0.00967218,-1.04479e-05,0.00297889,0.00242676,-0.00588182,0.5,0.275803,0,0.300337,-0.0166795,0.57546,0,8.38246
79,1.58,0.171313,0.10516,0.0156202,0.0505325,0.270576,0,2.91082,-0.00296543,3.2531e-05,0.00246484,0.00239392,-0.00686984,0.5,0.271283,0,0.298185,-0.0166491,0.573451,0,8.44385
80,1.6,0.172824,0.106814,0.0155994,0.0504102,0.270465,0,2.98278,0.00361844,8.67688e-05,0.0021862,0.00236084,-0.00730595,0.5,0.266764,0,0.29677,-0.0166251,0.571395,0,8.47294
81,1.62,0.173899,0.107895,0.0155419,0.050462,0.270497,0,3.03093,0.0103904,3.08526e-05,0.00266276,0.00233296,-0.00699194,0.5,0.262244,0,0.296445,-0.0165607,0.569162,0,8.459
82,1.64,0.175577,0.109357,0.0155609,0.0506592,0.270655,0,3.04818,0.0176228,0.000122337,0.00320679,0.00226344,-0.00589469,0.5,0.257725,0,0.296318,-0.0165454,0.566781,0,8.39709
83,1.66,0.176439,0.110348,0.0155305,0.050561,0.270939,0,3.05488,0.0222252,-1.59761e-05,0.00279935,0.00225413,-0.00516218,0.5,0.253205,0,0.297107,-0.0164919,0.564693,0,8.33443
84,1.68,0.177314,0.111228,0.0154723,0.0506138,0.271379,0,3.02534,0.0265876,6.08379e-05,0.0027503,0.00214813,-0.00326623,0.5,0.248686,0,0.298357,-0.016424,0.562451,0,8.20394
85,1.7,0.178226,0.11213,0.0154886,0.0506073,0.27183,0,2.98677,0.029692,0.000115141,0.00255024,0.00215376,-0.00149702,0.5,0.244167,0,0.299883,-0.0164162,0.560267,0,8.07627
86,1.72,0.178956,0.113036,0.0154575,0.0504625,0.272267,0,2.93693,0.0302753,-4.64707e-05,0.00245429,0.00207032,0.000307492,0.5,0.239647,0,0.301537,-0.0163813,0.558217,0,7.94637
87,1.74,0.179918,0.113908,0.0154384,0.0505715,0.27271,0,2.88492,0.0289,0.00018017,0.00323734,0.00206354,0.00226417,0.5,0.235128,0,0.303165,-0.0163496,0.555912,0,7.80519
88,1.76,0.180633,0.114736,0.015442,0.0504557,0.273104,0,2.83568,0.0260114,1.06383e-05,0.0031089,0.00203505,0.004022,0.5,0.230608,0,0.304655,-0.0163203,0.553829,0,7.68476
89,1.78,0.181241,0.115715,0.0154059,0.0501205,0.273416,0,2.79317,0.0218316,0.000106532,0.00346179,0.0019551,0.00537875,0.5,0.226089,0,0.305702,-0.0162562,0.551963,0,7.5852
90,1.8,0.182123,0.116846,0.0153976,0.0498793,0.273656,0,2.76054,0.0162909,5.61192e-05,0.00291613,0.00191018,0.00636622,0.5,0.221569,0,0.306184,-0.0162218,0.550001,0,7.56824
91,1.82,0.183029,0.118077,0.0153733,0.0495786,0.2738,0,2.74263,0.0102593,8.7306e-06,0.00277801,0.00185083,0.00695958,0.5,0.21705,0,0.306086,-0.0161894,0.548096,0,7.57233
92,1.84,0.183955,0.119436,0.0153614,0.0491571,0.273827,0,2.74242,0.00420399,-3.44896e-05,0.00328362,0.00182015,0.00710101,0.5,0.212531,0,0.305363,-0.0161643,0.54631,0,7.57344
93,1.86,0.18495,0.120927,0.0153627,0.0486611,0.273747,0,2.75855,-0.00170254,-0.000143956,0.00330284,0.00182512,0.0067756,0.5,0.208011,0,0.304014,-0.0161509,0.544596,0,7.57064
94,1.88,0.185984,0.122523,0.0153532,0.0481075,0.273584,0,2.78801,-0.00689758,-0.000217566,0.00312365,0.00181628,0.00606395,0.5,0.203492,0,0.3021,-0.0161387,0.542938,0,7.56281
95,1.9,0.187148,0.12425,0.0153597,0.0475388,0.273349,0,2.83384,-0.010946,-0.000280808,0.00274639,0.00185432,0.00497844,0.5,0.198972,0,0.299676,-0.0161589,0.541292,0,7.60741
96,1.92,0.188547,0.126133,0.0153796,0.0470344,0.27305,0,2.8903,-0.0135235,-0.000352452,0.00280129,0.0019214,0.00361047,0.5,0.194453,0,0.296819,-0.0162022,0.53958,0,7.70087
97,1.94,0.189968,0.12803,0.0153796,0.0465586,0.272702,0,2.96157,-0.0149518,-0.000376429,0.0027036,0.00196872,0.00208442,0.5,0.189933,0,0.29378,-0.016234,0.537838,0,7.81327
98,1.96,0.191319,0.129909,0.0153648,0.0460452,0.272337,0,3.03761,-0.0145875,-0.000456117,0.00243433,0.00197494,0.000601462,0.5,0.185414,0,0.290714,-0.0162683,0.536131,0,7.92172
99,1.98,0.192786,0.131811,0.0153681,0.0456066,0.271982,0,3.11772,-0.012708,-0.000376057,0.00284244,0.00204678,-0.000835771,0.5,0.180895,0,0.287706,-0.0163051,0.534348,0,8.02658
100,2,0.194359,0.133701,0.0153998,0.045258,0.27167,0,3.1948,-0.00980776,-0.000414448,0.00362092,0.00214834,-0.00214998,0.5,0.176375,0,0.284897,-0.0163533,0.532473,0,8.12026
101,2.02,0.196018,0.135599,0.0153926,0.0450265,0.271428,0,3.26594,-0.00592404,-0.000387315,0.00402088,0.00216716,-0.00321389,0.5,0.171856,0,0.282351,-0.0163482,0.530479,0,8.19365
102,2.04,0.1976,0.137386,0.0154026,0.0448115,0.271266,0,3.32954,-0.00134171,-0.000174528,0.00278562,0.00223038,-0.00390058,0.5,0.167336,0,0.280243,-0.016365,0.528467,0,8.24137
103,2.06,0.199205,0.139075,0.0154002,0.0447297,0.271185,0,3.37961,0.00344478,-0.000172212,0.00295509,0.00223603,-0.00421371,0.5,0.162817,0,0.278604,-0.0163908,0.52632,0,8.26312
104,2.08,0.200743,0.140693,0.0153752,0.0446755,0.271197,0,3.41429,0.008233,-6.82312e-05,0.00377495,0.0021855,-0.00414031,0.5,0.158297,0,0.277412,-0.0163683,0.524143,0,8.25805
105,2.1,0.202325,0.142259,0.015368,0.0446988,0.271303,0,3.43774,0.0125465,1.89596e-05,0.00439007,0.00215691,-0.00374556,0.5,0.153778,0,0.276628,-0.0163296,0.521887,0,8.22865
106,2.12,0.203887,0.143765,0.0153579,0.0447651,0.271493,0,3.44711,0.0161469,1.39609e-05,0.00434733,0.00210911,-0.00303766,0.5,0.149258,0,0.276209,-0.0162771,0.519587,0,8.17608
107,2.14,0.205455,0.145245,0.0153323,0.0448776,0.271737,0,3.44594,0.0188554,7.75403e-06,0.00417635,0.00201843,-0.00211004,0.5,0.144739,0,0.276057,-0.0162189,0.51724,0,8.10702
108,2.16,0.207109,0.146721,0.0153009,0.0450867,0.272011,0,3.43334,0.0203978,1.49773e-05,0.00374446,0.00197454,-0.000990827,0.5,0.14022,0,0.276068,-0.016173,0.514794,0,8.02646
109,2.18,0.208874,0.148223,0.0153014,0.04535,0.272297,0,3.42411,0.0209018,-0.0001128,0.00366077,0.00195099,0.000239827,0.5,0.1357,0,0.27612,-0.0161727,0.512292,0,7.9392
110,2.2,0.210648,0.149776,0.0152901,0.0455818,0.27257,0,3.41807,0.0200796,-0.00016502,0.00413169,0.00194603,0.00134757,0.5,0.131181,0,0.276095,-0.016171,0.509821,0,7.85786
111,2.22,0.212554,0.151398,0.0152951,0.0458606,0.272822,0,3.41937,0.0181345,-0.000228489,0.00472825,0.00195347,0.00237312,0.5,0.126661,0,0.275875,-0.0161659,0.507301,0,7.78251
112,2.24,0.214418,0.15305,0.0152682,0.0460993,0.27303,0,3.43203,0.0154691,-0.000190417,0.00522291,0.00191734,0.00326017,0.5,0.122142,0,0.275421,-0.0161182,0.50482,0,7.71927
