step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
0,1789964622.774,-0.01159094,-0.01236241,0.03299999,-0.001470001,-0.0001207182,0,-0.004282533,-0.0006302973,0,-0.003279974,-4.734655e-05,-0.0024,-0.0001212918,0.0141,-0.0008821725,-0.001572795,0,-0.001189072,-0.001388688,-0.004300201,0.01787451,0,-0.0001103227,-9.007667e-05,0.008182216,0.03281091,0.0351967,0.01476038,0.0002962963,25.54219,0.03582216,0.005558367,0.009780559,0.005722856,0.0141624,0.2,0.05,0.0002962963,-0.01218448,0.4153487,0.5990362,0.4411435,23626,1.000131,9.923077,0.7512348
1,1789964623.640,-0.02419759,-0.02765536,0.07199996,-0.004259213,-0.0002833101,-0.003333334,-0.009283865,-0.001030551,0,-0.006888121,-0.0001004265,-0.004400001,-0.0002630648,0.0401,-0.001770643,-0.003525723,0,-0.002466696,-0.002210073,-0.006509969,0.03845664,0,-0.0002696289,-0.0002041169,0.02068951,0.06993588,0.03380945,0.006068167,0.0001975309,25.54946,0.02554028,0.005669455,0.009318681,0.004483982,0.01626415,0.2,0.15,0.0001975309,-0.03399775,0.497464,0.4688435,0.3601167,29646,1.000765,25.79245,2.174574
2,1789964624.496,-0.03353549,-0.03423793,0.1079999,-0.0081931,-0.0007245723,0,-0.01324303,-0.001678841,0,-0.009999456,-0.0001479544,-0.004500001,-0.0003387036,0.05885005,-0.002457508,-0.005247538,-0.001875916,-0.005403691,-0.007888038,-0.01497908,0.05701357,0,-0.0004280255,-0.0002739292,0.03038257,0.08959957,0.01788263,0.005583322,1e-05,25.55041,0.02436722,0.00616572,0.008523122,0.004095058,0.01718129,0.7,0.2,1e-05,-0.03250597,0.4157067,0.4809387,0.3626699,29131,1.000468,38.32941,3.105598
3,1789964625.357,-0.0474512,-0.05264444,0.1439999,-0.009121483,-0.0004984834,-0.0025,-0.01535581,-0.002213836,0,-0.01132815,-0.0002005857,0,-0.0003353394,0.1377249,-0.003958425,0,0,-0.004148094,-0.006014384,-0.01032758,0.07608964,0.04272148,-0.0005452884,-0.0003866706,0.03539525,0.1339811,0.159443,0.005397514,3.375e-05,25.54655,0.0210001,0.004906834,0.006844163,0.00385159,0.01017985,0.3,0.45,3.375e-05,-0.02034748,0.468764,0.4921334,0.3636677,28716,1.000118,59.87,5.091283
4,1789964626.215,-0.0624741,-0.05938999,0.1799999,-0.009315101,-0.00112569,-0.07500001,-0.01923943,-0.002778483,-0.000218373,-0.01401941,-0.0002517947,0,-5.034741e-05,0.1821499,-0.005145597,0,0,-0.006005154,-0.008315677,-0.009948898,0.09163921,0.05241537,-0.0006810601,-0.0005448774,0.04323214,0.1463556,0.1777108,0.00553956,7.59375e-05,25.54162,0.01909916,0.004273539,0.005649378,0.003636679,0.0124432,0.2,0.3,7.59375e-05,-0.02682915,0.3241147,0.4973505,0.3554413,28818,1.000064,90.69,7.593121
5,1789964627.091,-0.06662963,-0.07974889,0.2159999,-0.01491033,-0.0009166158,0,-0.02480697,-0.003211541,0,-0.01790505,-0.0003004678,-0.01102,-0.0006801503,0.1365499,-0.00480178,-0.01035282,-0.01599712,-0.01043678,-0.01013695,-0.0159501,0.1157414,0,-0.0008322845,-0.0005437545,0.05677832,0.2102682,0.195396,0.005536246,1e-05,25.53901,0.01781371,0.003744114,0.005025709,0.003507643,0.0148783,0.55,0.25,1e-05,-0.02869143,0.3548355,0.506598,0.3632941,28251,0.9998055,119.38,9.841097
6,1789964627.966,-0.07602756,-0.09117952,0.2520002,-0.01168451,-0.001271787,0,-0.0358553,-0.003499482,0,-0.02396267,-0.0003536962,-0.009640001,-0.0009336788,0.1409999,-0.005534108,-0.01065737,-0.01774142,-0.01220906,-0.01125745,-0.01948735,0.1341821,0.009377735,-0.001058812,-0.0006248982,0.06722295,0.2449162,0.1971927,0.005429029,2.25e-05,25.53934,0.01559477,0.002907504,0.004013377,0.003244862,0.0110102,0.35,0.45,2.25e-05,-0.02248734,0.3134293,0.503655,0.3657537,28267,1.00014,141.84,11.76798
7,1789964628.831,-0.09097271,-0.1085822,0.2880004,-0.01723433,-0.001328232,-0.0425,-0.03477396,-0.004207165,0,-0.02450519,-0.0004027,-0.00201,-0.0009443089,0.2344997,-0.006704584,-0.002089785,-0.001633417,-0.01172905,-0.0111214,-0.01338286,0.1496296,0.07193264,-0.001118831,-0.0008106547,0.06240938,0.2409155,0.2646858,0.00550266,0.0002562891,25.54463,0.01384467,0.002253516,0.003104768,0.002983721,0.01016799,0,0.3,0.0002562891,-0.02329825,0.3315974,0.5003097,0.3588531,28604,1.000267,167.01,13.99736
8,1789964629.716,-0.1065073,-0.1130672,0.3240007,-0.02030864,-0.00155974,-0.005,-0.04556746,-0.004569336,-0.0001200616,-0.03143924,-0.0004561081,-0.01604,-0.0007554106,0.1856497,-0.007996069,-0.01581608,-0.003227392,-0.01365375,-0.01293734,-0.01108163,0.1713126,0,-0.001313733,-0.000851598,0.08289059,0.3092424,0.1703222,0.005483711,1.5e-05,25.54744,0.01268088,0.001953034,0.002526163,0.002717976,0.01641541,0.45,0.1,1.5e-05,-0.02965805,0.2328814,0.5066595,0.3655357,28177,1.000478,186.02,16.20808
9,1789964630.583,-0.1140488,-0.1313915,0.3600009,-0.02040694,-0.002159482,0,-0.05132254,-0.005279133,-0.00246707,-0.03490783,-0.0005034815,-0.01021,-0.0009463615,0.2303997,-0.008885756,-0.01296557,-0.005305549,-0.017874,-0.01922122,-0.01843275,0.1890519,0.030045,-0.001543832,-0.0009752681,0.08689106,0.2888298,0.3356866,0.005518133,0.0001139063,25.55015,0.01154388,0.001499595,0.002028121,0.002498034,0.01105921,0.1,0.35,0.0001139063,-0.02439262,0.2520172,0.4953685,0.3654578,28549,1.000587,208.91,18.38371
