step,wall_time,Episode_Reward/action_rate,Episode_Reward/alive,Episode_Reward/base_height,Episode_Reward/base_motion,Episode_Reward/failure,Episode_Reward/joint_limits,Episode_Reward/joint_vel,Episode_Reward/reach_coarse,Episode_Reward/reach_fine,Episode_Reward/upright,Episode_Termination/bad_orientation,Episode_Termination/base_contact,Episode_Termination/low_base,Episode_Termination/outside_workspace,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/ee_position/position_error_m,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
384,1789552774.263,-0.03469293,0.329209,-0.01218402,-0.004947213,-0.0025,0,-0.002330809,1.245213,0.5404702,-0.01105335,0.02410889,0,0,0,0.9758911,12.48507,7.59375e-05,-0.003036393,0.002532944,0.2335149,0.4618049,0.03821659,98299,0.5166038,337.72,21.1314
385,1789552774.764,-0.05321234,0.4892936,-0.008218541,-0.004245526,-0.0001666667,0,-0.002837552,1.920317,0.8669865,-0.007308528,0.02581787,0,0,0,0.9741821,12.50805,0.0001139063,-0.002409046,0.003450056,0.02754748,0.4578185,0.03945446,98843,0.5172744,335.16,20.92125
386,1789552775.274,-0.05052435,0.4904394,-0.007484014,-0.004185037,-0.0001666667,0,-0.002972451,1.925581,0.8767874,-0.006667337,0.02659098,0,0,0,0.9734091,12.52888,0.0001139063,-0.00299047,0.0004799227,0.02469361,0.468354,0.03813934,97043,0.5176994,337.53,21.07498
387,1789552775.785,-0.0510909,0.500002,-0.004673907,-0.004064752,0,0,-0.002945905,1.968898,0.8976989,-0.007608894,0.02685547,0,0,0,0.9731445,12.53676,0.0001708594,-0.00329389,0.000371938,0.008924223,0.4688354,0.03827691,96925,0.5178975,411.87,26.43973
388,1789552776.306,-0.05173603,0.500002,-0.004985587,-0.00386871,0,0,-0.002818239,1.967794,0.9059705,-0.006017369,0.02685547,0,0,0,0.9731445,12.53652,5.0625e-05,0.001173026,0.0002271676,0.008815574,0.4788349,0.03851986,95006,0.5178565,487.62,32.06429
389,1789552776.832,-0.05156805,0.500002,-0.006850882,-0.004123484,0,0,-0.002867792,1.966768,0.8982553,-0.007027535,0.02685547,0,0,0,0.9731445,12.53098,0.0001139063,-0.005728755,0.0002283454,0.009597795,0.4833429,0.03822327,94239,0.5176252,500,32.98472
390,1789552777.351,-0.05134541,0.500002,-0.00933371,-0.004214803,0,0,-0.002922038,1.96437,0.8962946,-0.005875343,0.02685547,0,0,0,0.9731445,12.52045,0.0001708594,-0.003238865,0.0002259188,0.01065807,0.4766812,0.03826761,95450,0.5174983,500,32.90814
391,1789552777.868,-0.0510131,0.500002,-0.00502535,-0.004097888,0,0,-0.002846021,1.967007,0.9012045,-0.0069405,0.02685547,0,0,0,0.9731445,12.51836,0.0001139063,0.001346462,0.0002369221,0.007774749,0.473352,0.03961325,95819,0.5174969,500,32.90341
392,1789552778.389,-0.04978265,0.500002,-0.004572672,-0.003967955,0,0,-0.002788456,1.968506,0.9017427,-0.007160149,0.02685547,0,0,0,0.9731445,12.51575,0.0001139063,-0.003447401,0.0002023137,0.01044002,0.4779806,0.03934813,95011,0.5174013,500,32.94659
393,1789552778.900,-0.05114406,0.500002,-0.007405542,-0.004048173,0,0,-0.002976353,1.965945,0.8949434,-0.0064852,0.02685547,0,0,0,0.9731445,12.51022,0.0001708594,-0.005488418,0.0002173985,0.008795829,0.4674797,0.03931665,96985,0.5173419,500,32.98366
394,1789552779.404,-0.05148426,0.500002,-0.005025335,-0.003925974,0,0,-0.00294421,1.969878,0.9062437,-0.007084157,0.02685547,0,0,0,0.9731445,12.50514,7.59375e-05,-0.002069319,0.0002195904,0.008581354,0.4625089,0.03811789,98180,0.5172566,500,32.99154
395,1789552779.907,-0.05047829,0.500002,-0.006006976,-0.004066142,0,0,-0.002799533,1.967506,0.8964121,-0.007565008,0.02685547,0,0,0,0.9731445,12.49767,0.0001708594,-0.003582053,0.0002795213,0.009014608,0.4604936,0.03841639,98518,0.5170202,500,32.91486
396,1789552780.394,-0.05152718,0.500002,-0.006096819,-0.004007231,0,0,-0.002913068,1.966714,0.8987946,-0.006701508,0.02685547,0,0,0,0.9731445,12.49084,0.0001708594,-0.0008860609,0.001080262,0.009161489,0.4449248,0.03816938,101744,0.5169789,500,32.91486
397,1789552780.876,-0.05938375,0.500002,-0.0134981,-0.004891678,0,0,-0.003415062,1.955749,0.870731,-0.00681832,0.02642822,0,0,0,0.9735718,12.49224,5.0625e-05,-0.0002367919,0.0007765821,0.01018864,0.4400446,0.03822231,102771,0.5170411,500,32.90678
398,1789552781.364,-0.04743978,0.4645018,-0.005213832,-0.004165457,-0.0003333334,0,-0.002978193,1.818765,0.8213456,-0.006833119,0.02602132,0,0,0,0.9739787,12.49826,5.0625e-05,-0.00211864,0.004590252,0.03906357,0.4456952,0.03885412,101438,0.5173694,495.75,32.60647
399,1789552781.854,-0.029171,0.3111261,-0.01077968,-0.004275652,-0.001833333,0,-0.002169895,1.180762,0.5125718,-0.008620752,0.02642822,0,0,0,0.9735718,12.53015,7.59375e-05,-0.003890622,0.008559136,0.1689932,0.4472733,0.03882217,101115,0.5187525,487.59,32.01623
400,1789552782.361,-0.02981831,0.3250428,-0.007673227,-0.004298704,-0.001777778,0,-0.001909471,1.238153,0.5396264,-0.009818364,0.02783203,0,0,0,0.972168,12.57347,0.0001708594,-0.004366813,0.001498128,0.1890303,0.4622223,0.04136658,97603,0.5198555,475.78,31.17925
401,1789552782.884,-0.04893827,0.4852936,-0.004222728,-0.004078365,-0.0001666667,-6.927898e-07,-0.002860832,1.905926,0.8592641,-0.008645399,0.02618408,0,0,0,0.9738159,12.60478,0.0001139063,-0.00331197,0.003456226,0.0253262,0.4749954,0.04097748,95260,0.5208092,472.26,30.92095
402,1789552783.390,-0.04168357,0.4302932,-0.007689017,-0.004453545,-0.0008333334,-6.927898e-07,-0.002543921,1.672578,0.7450738,-0.009733928,0.024882,0,0,0,0.975118,12.64197,0.0001139063,-0.001053487,0.003166563,0.07954066,0.4632976,0.03833532,97983,0.5219634,465.98,30.45349
403,1789552783.897,-0.04763227,0.4931894,-0.003852503,-0.004189922,-8.333334e-05,-1.710514e-05,-0.002871128,1.939559,0.8801303,-0.0088444,0.0191447,0,0,0,0.9808553,12.67279,7.59375e-05,-0.00255398,0.004926308,0.01906259,0.4647408,0.03902388,97569,0.5226365,462.72,30.21966
404,1789552784.435,-0.04975676,0.4839741,-0.007374546,-0.004152514,-0.0002222222,0,-0.002778672,1.897008,0.8567383,-0.007611482,0.01265462,0,0,0,0.9873454,12.70181,7.59375e-05,-0.002003696,0.004559889,0.03252933,0.4957507,0.03839731,92019,0.5236,456.94,29.8041
405,1789552784.948,-0.04714655,0.4415154,-0.008470753,-0.004315364,-0.0008611111,0,-0.002829948,1.716094,0.7699157,-0.00894422,0.0100708,0,0,0,0.9899292,12.72575,7.59375e-05,-0.001283378,0.0007171043,0.08545472,0.4705987,0.03822875,96598,0.524034,443.43,28.81488
406,1789552785.454,-0.0545119,0.500002,-0.003516376,-0.003865832,0,0,-0.002748073,1.970877,0.9042439,-0.008696521,0.009236654,0,0,0,0.9907634,12.73141,0.0001139063,-0.002800931,0.0003639133,0.008873237,0.4636703,0.03894377,97792,0.5241252,447.68,29.12154
407,1789552785.957,-0.05026376,0.500002,-0.005580384,-0.0039038,0,0,-0.002826459,1.966413,0.8903455,-0.008006768,0.008443197,0,0,0,0.9915568,12.73049,3.375e-05,0.002051309,0.0002467917,0.01072188,0.4610476,0.03832746,98427,0.5241019,471.17,30.80083
408,1789552786.469,-0.04899526,0.500002,-0.005350512,-0.004062025,0,0,-0.002820913,1.96738,0.8993851,-0.006573867,0.008300781,0,0,0,0.9916992,12.72931,0.0001139063,-0.001241875,0.0002265847,0.009698372,0.4694986,0.03827453,96799,0.5241081,480.71,31.52538
409,1789552786.991,-0.0497714,0.500002,-0.005708636,-0.00396421,0,0,-0.002770853,1.965766,0.899503,-0.006569747,0.008300781,0,0,0,0.9916992,12.72882,7.59375e-05,-0.003435767,0.0004477019,0.009095592,0.4809024,0.03809023,94706,0.5241644,500,32.95877
410,1789552787.520,-0.05116911,0.500002,-0.005556311,-0.003977333,0,0,-0.002968542,1.9653,0.8922436,-0.006946496,0.008300781,0,0,0,0.9916992,12.72732,7.59375e-05,-0.00239043,0.0003395473,0.008367401,0.4864101,0.03818035,93695,0.5240763,500,32.91233
411,1789552788.037,-0.05063833,0.500002,-0.007226184,-0.004098909,0,0,-0.002888834,1.964767,0.894727,-0.006915168,0.008300781,0,0,0,0.9916992,12.73151,0.0001139063,-0.002912732,0.002952537,0.01041689,0.4754355,0.03808379,95715,0.5246913,500,32.8798
412,1789552788.556,-0.04878324,0.4894291,-0.005938587,-0.004004197,-0.000125,0,-0.002793038,1.921874,0.8754878,-0.006914369,0.008870443,0,0,0,0.9911296,12.76655,0.0001708594,-0.0002961122,0.0003821456,0.02005453,0.4765766,0.03843665,95438,0.5256804,493.35,32.43017
413,1789552789.074,-0.051769,0.500002,-0.004518105,-0.003871355,0,0,-0.002917677,1.9677,0.899706,-0.007179217,0.009277344,0,0,0,0.9907227,12.77858,0.0001139063,-0.0007504322,0.0002807326,0.008352863,0.4746499,0.03866911,95753,0.5258052,493.35,32.45327
414,1789552789.588,-0.04921628,0.500002,-0.006450649,-0.003973023,0,0,-0.002739203,1.963947,0.8981647,-0.006358853,0.009277344,0,0,0,0.9907227,12.77703,0.0001708594,-0.003810647,0.0002478917,0.00849206,0.4725811,0.03810024,96247,0.5257435,493.35,32.44069
415,1789552790.090,-0.0520096,0.500002,-0.003364598,-0.003816332,0,0,-0.002757955,1.969974,0.9056539,-0.007657076,0.009277344,0,0,0,0.9907227,12.76912,7.59375e-05,-0.002357668,0.000220046,0.007329904,0.4598229,0.03799701,98734,0.5255921,500,32.94564
416,1789552790.588,-0.05446867,0.500002,-0.004543401,-0.003946926,0,0,-0.002954604,1.969446,0.8985321,-0.007633119,0.009277344,0,0,0,0.9907227,12.76375,0.0001708594,-0.003398948,0.00035755,0.01237313,0.4556117,0.03849769,99475,0.5254523,500,33.01142
417,1789552791.065,-0.05042451,0.500002,-0.005501637,-0.00390846,0,0,-0.002839182,1.966957,0.8999451,-0.006900999,0.009277344,0,0,0,0.9907227,12.76169,0.0001139063,-0.0009267032,0.001115563,0.009066976,0.4353011,0.03855753,103727,0.5255383,500,33.01042
418,1789552791.539,-0.05187735,0.500002,-0.006042672,-0.003822794,0,0,-0.002708669,1.968223,0.9193394,-0.003491662,0.009277344,0,0,0,0.9907227,12.76249,0.0001139063,-0.002771173,0.0007647222,0.005294462,0.4322925,0.03814411,104481,0.5254505,500,33.01042
419,1789552792.023,-0.04624645,0.500002,-0.004096083,-0.003922897,0,0,-0.002691805,1.966917,0.9028265,-0.007097058,0.009155273,0,0,0,0.9908447,12.75849,0.0001139063,-0.002934757,0.0008316192,0.008149047,0.4422195,0.03830791,102287,0.5254101,500,33.01212
420,1789552792.512,-0.04907064,0.4667518,-0.007947995,-0.003978447,-0.0003333334,0,-0.002823484,1.82667,0.8268663,-0.005617298,0.008239746,0,0,0,0.9917603,12.77372,0.0001708594,-0.00319036,0.004483442,0.03657911,0.4467885,0.03810048,101367,0.5264779,496.02,32.72326
421,1789552792.998,-0.04315394,0.4516268,-0.006455067,-0.004089521,-0.0005,-3.257801e-05,-0.003127658,1.761259,0.7926073,-0.007916657,0.007303874,0,0,0,0.9926962,12.81537,7.59375e-05,-0.002518402,0.0005298539,0.05553208,0.4450779,0.0382278,101699,0.5273774,492.16,32.42287
422,1789552793.486,-0.05233045,0.500002,-0.007694044,-0.003937379,0,0,-0.003014208,1.965703,0.9028836,-0.005804886,0.007222494,0,0,0,0.9927775,12.82215,0.0001708594,-0.003885202,0.0004482511,0.01061656,0.4449263,0.0389533,101578,0.5274268,492.16,32.424
423,1789552793.982,-0.05080704,0.500002,-0.004405493,-0.003928797,0,0,-0.002877149,1.967477,0.9010202,-0.006136089,0.006205241,0,0,0,0.9937948,12.82605,7.59375e-05,-0.001378473,0.005587934,0.01015404,0.4543293,0.03836823,99761,0.527754,492.16,32.42464
424,1789552794.489,-0.04333048,0.4547933,-0.005539205,-0.004163353,-0.0005833334,-1.038396e-05,-0.002725892,1.777625,0.8044085,-0.009919454,0.006022136,0,0,0,0.9939779,12.85016,0.0001139063,-0.001774199,0.001435126,0.05726962,0.4643559,0.03809857,97823,0.5286267,482.87,31.73113
425,1789552794.994,-0.04967026,0.4918075,-0.00487979,-0.003969994,-0.0001111111,0,-0.002907121,1.932773,0.8793039,-0.007842479,0.006551107,0,0,0,0.9934489,12.87218,0.0001708594,-0.002738861,0.0006157337,0.01864719,0.4624844,0.03859329,98092,0.5292036,479.93,31.50756
426,1789552795.500,-0.04878807,0.500002,-0.006779788,-0.003994233,0,0,-0.002770942,1.965309,0.9006898,-0.006006585,0.004496257,0,0,0,0.9955038,12.88684,5.0625e-05,0.0001067983,0.003447638,0.009662978,0.4646664,0.03823066,97737,0.5295764,479.93,31.52929
427,1789552796.010,-0.04574478,0.4585016,-0.006806166,-0.004051154,-0.0006666667,0,-0.002906902,1.789318,0.7982578,-0.008382191,0.004333496,0,0,0,0.9956665,12.89202,7.59375e-05,-0.000790643,0.0004074561,0.06372024,0.4677811,0.03809357,97162,0.529682,481.43,31.62154
428,1789552796.515,-0.04961146,0.500002,-0.004727051,-0.003864567,0,0,-0.002770551,1.968149,0.9070092,-0.007576042,0.004394531,0,0,0,0.9956055,12.89802,0.0001708594,-0.002599231,0.001038262,0.008041214,0.4624336,0.0383606,98148,0.5302215,485.29,31.92334
429,1789552797.020,-0.05171498,0.4923769,-0.005438009,-0.003908345,-0.0001666667,-6.80406e-06,-0.002872334,1.934214,0.8779947,-0.008109474,0.004455566,0,0,0,0.9955444,12.91856,0.0001139063,-0.0006286543,0.0005855787,0.0238414,0.4632185,0.03813386,98038,0.5307673,495.7,32.63908
430,1789552797.539,-0.0498071,0.500002,-0.006069579,-0.003913023,0,0,-0.002810018,1.964508,0.8945508,-0.006973783,0.004882812,0,0,0,0.9951172,12.92356,0.0001708594,-0.002672262,0.0002519266,0.009821744,0.4767675,0.03857446,95377,0.5308774,498.18,32.80659
431,1789552798.059,-0.05054528,0.500002,-0.005152407,-0.003887845,0,0,-0.002726791,1.967139,0.8956625,-0.007788244,0.004882812,0,0,0,0.9951172,12.92116,0.0001139063,-0.001743794,0.0002087474,0.01014149,0.4775684,0.03830314,95279,0.5308725,498.18,32.78475
432,1789552798.579,-0.0486663,0.500002,-0.005752574,-0.004138178,0,0,-0.002736503,1.964827,0.8929495,-0.007239419,0.004882812,0,0,0,0.9951172,12.91658,0.0001708594,-0.004778652,0.0002063024,0.009493842,0.477596,0.03858948,95221,0.5308194,500,32.93465
433,1789552799.094,-0.05064591,0.500002,-0.00494166,-0.003807973,0,0,-0.002751935,1.967969,0.9030166,-0.007291362,0.004150391,0,0,0,0.9958496,12.91031,7.59375e-05,-0.001406637,0.0002226269,0.009219691,0.4712911,0.0397656,96177,0.5306677,500,32.94793
434,1789552799.615,-0.04826196,0.500002,-0.005068811,-0.003927569,0,0,-0.002681204,1.966501,0.8932828,-0.008561008,0.00390625,0,0,0,0.9960938,12.90009,0.0001708594,-0.003200773,0.0002050554,0.01069985,0.4788671,0.03822565,95054,0.530309,500,32.92772
435,1789552800.122,-0.04916654,0.500002,-0.004394203,-0.003760926,0,0,-0.002695032,1.968382,0.8978481,-0.008805345,0.00390625,0,0,0,0.9960938,12.89037,1e-05,0.00567994,0.000224355,0.009720561,0.4645233,0.03850579,97712,0.5302658,500,32.92326
436,1789552800.626,-0.04811781,0.500002,-0.005064494,-0.003745293,0,0,-0.002660597,1.966938,0.895975,-0.009058234,0.00390625,0,0,0,0.9960938,12.88951,3.375e-05,0.0006567717,0.0002226885,0.009666743,0.4609079,0.03836083,98447,0.5302724,500,32.92739
437,1789552801.117,-0.0490704,0.500002,-0.005312452,-0.00374956,0,0,-0.002761844,1.967997,0.905259,-0.006551749,0.00390625,0,0,0,0.9960938,12.88831,7.59375e-05,-0.006199432,0.0006358227,0.009691563,0.4477105,0.03958559,100866,0.5302915,500,32.93727
438,1789552801.598,-0.05036281,0.500002,-0.005774904,-0.003824949,0,0,-0.00287247,1.965865,0.8971416,-0.007219714,0.00390625,0,0,0,0.9960938,12.89594,0.0001708594,-0.002069928,0.003195701,0.009901055,0.4380329,0.03935432,102960,0.5309434,500,32.93402
439,1789552802.077,-0.01972517,0.1933336,-0.01055971,-0.004435183,-0.003333333,-0.000229189,-0.001779672,0.6731548,0.2474993,-0.01316635,0.004374187,0,0,0,0.9956259,12.91986,0.0001708594,-0.000827888,0.001057399,0.3417556,0.4380116,0.0382359,103206,0.5315474,496.33,32.6676
440,1789552802.563,-0.04237483,0.4416683,-0.01112706,-0.004354041,-0.0006666667,-0.0001420926,-0.002923773,1.715719,0.7650823,-0.007130525,0.004475912,0,0,0,0.9955241,12.93523,0.0001139063,-0.0009769535,0.003969791,0.07263871,0.4436152,0.03858066,101933,0.532087,492.84,32.41008
441,1789552803.055,-0.04422085,0.4770852,-0.007906158,-0.004026306,-0.00025,-3.945125e-05,-0.002864965,1.864347,0.8370757,-0.005579102,0.004903158,0,0,0,0.9950969,12.96337,7.59375e-05,-0.003488334,0.0125502,0.03489099,0.4496143,0.03853035,100691,0.53315,488.85,32.11934
442,1789552803.560,-0.03235426,0.3326677,-0.009758976,-0.004285231,-0.001833333,-0.0003706988,-0.002099642,1.267844,0.5617537,-0.009928436,0.00579834,0,0,0,0.9942017,12.99989,0.0001139063,-0.002527059,0.01248881,0.1632304,0.4614394,0.03947997,98123,0.534386,463.99,30.34114
443,1789552804.060,-0.03108322,0.2920841,-0.007967653,-0.004336108,-0.002333333,-0.0003528378,-0.002099203,1.095462,0.4714292,-0.01166709,0.008544922,0,0,0,0.9914551,13.04035,3.375e-05,-0.00169574,0.02597146,0.2201128,0.456774,0.03955364,99031,0.5352503,453.34,29.56659
444,1789552804.573,-0.03406609,0.3601858,-0.006498731,-0.004485217,-0.001672222,-0.0001588642,-0.002285964,1.375327,0.6086649,-0.01028027,0.01236979,0,0,0,0.9876302,13.06153,7.59375e-05,-0.002832113,0.005749619,0.1652643,0.4715061,0.03846312,96382,0.5359036,413.54,26.67046
445,1789552805.083,-0.04368825,0.4609184,-0.004651641,-0.004044708,-0.0005,-9.894545e-06,-0.002827539,1.803246,0.8172305,-0.009797473,0.01525879,0,0,0,0.9847412,13.08676,0.0001139063,-0.002090665,0.003140912,0.05690513,0.4667673,0.0388298,97215,0.5366654,404.19,25.99283
446,1789552805.593,-0.04781495,0.500002,-0.005971312,-0.003843502,0,0,-0.002762905,1.966968,0.9066519,-0.006414475,0.01466878,0,0,0,0.9853312,13.11834,0.0001708594,-0.002066705,0.004853589,0.009455002,0.4675395,0.03848839,97132,0.5379319,411.35,26.54133
447,1789552806.106,-0.04547247,0.4650087,-0.005918906,-0.004151407,-0.0005277778,-6.886572e-08,-0.002736876,1.815742,0.8137069,-0.0101589,0.01599121,0,0,0,0.9840088,13.16117,0.0001139063,-0.001686797,0.004324188,0.05976548,0.4707639,0.03821158,96570,0.5390745,436.81,28.3389
448,1789552806.621,-0.04462011,0.4700017,-0.00616792,-0.003981117,-0.0005,-0.0001115779,-0.002603666,1.837035,0.8318142,-0.009149611,0.01662191,0,0,0,0.9833781,13.18251,7.59375e-05,-0.0005328153,0.0007975271,0.0511009,0.4694514,0.03806472,96848,0.539489,459.05,29.94844
449,1789552807.126,-0.04807941,0.500002,-0.005285492,-0.003625069,0,0,-0.002651025,1.967096,0.9015826,-0.008038711,0.01708984,0,0,0,0.9829102,13.20388,7.59375e-05,-0.002415295,0.004124014,0.009612262,0.4605515,0.04026961,98142,0.5405856,475.39,31.1505
450,1789552807.651,-0.04707321,0.4881998,-0.005982546,-0.004015165,-0.0002083334,-4.797031e-07,-0.002747857,1.915216,0.8662094,-0.008914001,0.01751709,0,0,0,0.9824829,13.22712,5.0625e-05,-0.00126104,0.0005909614,0.02589666,0.4832313,0.03833294,94239,0.5408729,479.19,31.36549
451,1789552808.183,-0.04711664,0.500002,-0.005278794,-0.003782915,0,0,-0.002740972,1.966542,0.8944244,-0.008008081,0.01757812,0,0,0,0.9824219,13.23279,0.0001139063,-0.003328281,0.000410428,0.01096593,0.486516,0.0381093,93689,0.5410569,494.45,32.49346
452,1789552808.704,-0.04791719,0.500002,-0.006292741,-0.003836266,0,0,-0.002931735,1.965612,0.894082,-0.007075175,0.01757812,0,0,0,0.9824219,13.2325,0.0001708594,-0.003026477,0.0003988641,0.01050774,0.4781394,0.03848529,95140,0.5410033,500,32.93389
453,1789552809.220,-0.04684245,0.500002,-0.006434077,-0.003842773,0,0,-0.002789927,1.965636,0.8935479,-0.007842375,0.01757812,0,0,0,0.9824219,13.22975,0.0001708594,-0.0008095417,0.0003292529,0.00972693,0.4728649,0.03842068,96134,0.5410758,500,32.94613
454,1789552809.735,-0.04774868,0.500002,-0.006018567,-0.003832042,0,0,-0.002714733,1.965423,0.9014005,-0.006529304,0.01757812,0,0,0,0.9824219,13.23341,0.0002562891,-0.004543858,0.0003098278,0.01040456,0.4734313,0.03828359,96053,0.5412968,500,32.95468
455,1789552810.249,-0.04737521,0.500002,-0.005730534,-0.003854732,0,0,-0.002640769,1.966941,0.8971162,-0.008048512,0.01757812,0,0,0,0.9824219,13.23215,0.0001139063,-0.001803768,0.0003568201,0.010173,0.4709408,0.03836608,96507,0.5413573,500,32.96404
456,1789552810.761,-0.04823577,0.500002,-0.005360884,-0.00394767,0,0,-0.002756559,1.96622,0.8922745,-0.00863841,0.01757812,0,0,0,0.9824219,13.23943,0.0001139063,-0.00282954,0.001578221,0.01230456,0.4702289,0.03843188,96630,0.5419087,500,32.94271
457,1789552811.280,-0.04644843,0.4735851,-0.00744962,-0.004081725,-0.0003333334,0,-0.003107012,1.855187,0.8377006,-0.007676068,0.01790365,0,0,0,0.9820964,13.26152,0.0001139063,-0.0007282616,0.0004357475,0.03425976,0.4765649,0.03825164,95474,0.5424185,496.84,32.69758
458,1789552811.768,-0.04551156,0.500002,-0.005226124,-0.003980388,0,0,-0.00268624,1.964816,0.8918755,-0.007346249,0.01806641,0,0,0,0.9819336,13.27024,0.0001139063,-0.003142296,0.002499262,0.01125152,0.4459193,0.03866053,101432,0.5427861,500,32.91719
459,1789552812.251,-0.0455624,0.4702518,-0.007627561,-0.003835428,-0.0003333334,0,-0.002658984,1.842705,0.8382736,-0.007529261,0.01822917,0,0,0,0.9817709,13.29284,0.0001139063,-0.004209454,0.004140475,0.03446037,0.4407058,0.03803778,102668,0.5435731,496.44,32.66312
460,1789552812.745,-0.04270014,0.4157724,-0.003602204,-0.003847748,-0.0009166667,0,-0.002341284,1.624423,0.7419924,-0.008082671,0.0182902,0,0,0,0.9817098,13.3226,0.0001708594,-0.003092256,0.00135029,0.06987932,0.4522645,0.0383172,100191,0.5444514,489.7,32.1824
461,1789552813.244,-0.03316412,0.3824597,-0.006347273,-0.00463599,-0.001166667,0,-0.002161718,1.481708,0.6601098,-0.00905038,0.01888021,0,0,0,0.9811198,13.34699,5.0625e-05,-0.0005481481,0.005360741,0.09391379,0.4573085,0.03805447,99224,0.545072,489.7,32.18325
462,1789552813.742,-0.04171194,0.4670852,-0.005265973,-0.004137978,-0.0003333334,0,-0.002506503,1.830399,0.8207039,-0.009065298,0.01845296,0,0,0,0.9815471,13.36662,7.59375e-05,-0.004568724,0.006016085,0.03189567,0.4556577,0.03800082,99566,0.5458094,485.76,31.91111
463,1789552814.245,-0.0436786,0.4605851,-0.006165993,-0.003825457,-0.0005,0,-0.002675225,1.803813,0.8155158,-0.008867256,0.01713054,0,0,0,0.9828695,13.39622,0.0001139063,-0.003022749,0.01097843,0.05108113,0.4611375,0.03810048,98454,0.5469113,480.18,31.51071
464,1789552814.754,-0.03852931,0.4125709,-0.006586195,-0.004244696,-0.001,-6.049648e-07,-0.002717031,1.59794,0.6945481,-0.01223276,0.01621501,0,0,0,0.983785,13.43566,0.0001139063,-0.002416971,0.006512349,0.09675786,0.4672494,0.03829479,97225,0.5480402,452.28,29.47641
465,1789552815.270,-0.04353913,0.480606,-0.004952998,-0.003875714,-0.0002361111,-1.491458e-05,-0.002511109,1.885262,0.8611967,-0.007028775,0.0149943,0,0,0,0.9850057,13.47768,0.0001139063,-0.002722973,0.008010347,0.02925595,0.4738424,0.03830886,95971,0.5493584,439.2,28.56279
466,1789552815.789,-0.04012258,0.4250432,-0.00783761,-0.004175646,-0.001,-0.0001914258,-0.00254601,1.64789,0.7382228,-0.009957802,0.01357015,0,0,0,0.9864299,13.50945,0.0001139063,-0.003110495,0.004908811,0.09362355,0.4749,0.03967786,95519,0.5501168,437.65,28.40683
467,1789552816.304,-0.04398133,0.4770852,-0.005727094,-0.003816646,-0.0003333334,0,-0.002681416,1.871443,0.8488562,-0.008544664,0.0148112,0,0,0,0.9851888,13.54012,0.0001139063,-0.00312235,0.008724576,0.03460109,0.4722285,0.03909874,96126,0.551299,441.69,28.70509
468,1789552816.821,-0.04354142,0.4555155,-0.006779442,-0.003931675,-0.0006944445,-6.73337e-05,-0.002842698,1.775845,0.8000781,-0.009198061,0.01570638,0,0,0,0.9842936,13.57826,0.0001139063,-0.002455679,0.006113951,0.07157814,0.4755492,0.03824019,95665,0.5523776,455.05,29.63823
469,1789552817.329,-0.04622604,0.4814602,-0.005943472,-0.003839626,-0.0003333334,0,-0.002775602,1.887434,0.8520839,-0.009776388,0.01658122,0,0,0,0.9834188,13.61171,0.0001139063,-0.001968848,0.001993844,0.04275824,0.4654694,0.0384593,97537,0.5532981,460.39,29.99099
470,1789552817.838,-0.04644185,0.4912102,-0.006051055,-0.003883285,-0.0001666667,-6.479845e-06,-0.002877884,1.927548,0.8715094,-0.00850527,0.0177002,0,0,0,0.9822998,13.62725,0.0001139063,-0.001268757,0.000885218,0.02403755,0.4659455,0.03835249,97466,0.5535828,465.11,30.31603
471,1789552818.354,-0.04908787,0.500002,-0.006137222,-0.003650576,0,0,-0.002786494,1.966162,0.894192,-0.006903865,0.01774089,0,0,0,0.9822592,13.63767,0.0001708594,-0.002640142,0.002717441,0.01057069,0.4739859,0.03855491,95898,0.554196,476.15,31.14425
472,1789552818.880,-0.04708498,0.4978631,-0.005804645,-0.00372848,-5.555556e-05,-1.870167e-05,-0.002748958,1.955973,0.8909814,-0.007382938,0.0177002,0,0,0,0.9822998,13.65915,0.0001708594,-0.002654631,0.001240776,0.01343673,0.4823434,0.03877902,94319,0.5548327,496.42,32.66821
473,1789552819.404,-0.04678962,0.4970228,-0.005658667,-0.003771482,-8.333334e-05,0,-0.002703744,1.953797,0.8917376,-0.008054029,0.01845296,0,0,0,0.9815471,13.6784,0.0001139063,-0.001425525,0.002215918,0.01742995,0.4818242,0.03859615,94446,0.5555832,497.05,32.70988
474,1789552819.925,-0.04722797,0.500002,-0.006184168,-0.003772184,0,0,-0.002671262,1.965832,0.8961117,-0.007325432,0.01855469,0,0,0,0.9814453,13.70118,0.0001139063,-0.001540045,0.003880875,0.0104041,0.4777606,0.03840518,95225,0.5563602,498.58,32.82877
475,1789552820.443,-0.04537237,0.4733212,-0.00658644,-0.003947036,-0.0004722222,0,-0.00265111,1.852442,0.8382112,-0.008522707,0.01926677,0,0,0,0.9807333,13.72499,0.0001708594,-0.004534931,0.0006108542,0.05091826,0.4752431,0.038836,95611,0.5569731,491.91,32.3522
