step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
0,1789983030.630,-0.01202776,-0.01113767,0.03599999,-0.002265778,-0.0002495155,0,-0.003983115,-0.0005402612,0,-0.00340362,-5.138102e-05,-0.00211,-0.0001094042,0.020375,-0.001257952,-0.001687266,0,-0.0006984415,-0.001486204,-0.008099385,0.01915937,0,-0.0001287908,-0.0001268588,0.01048091,0.03748908,0.03399971,0.01454817,0.0001,25.53817,0.03463523,0.003795409,0.009764329,0.006527318,0.004266914,0,0.4,0.0001,-0.004758676,0.4654394,1.024316,1.492456,39059,0.9996303,13.09,1.205618
1,1789983033.121,-0.02305624,-0.02587755,0.07199996,-0.004565635,-0.0003341633,-0.0125,-0.008714739,-0.001137297,-1.919667e-05,-0.006594158,-0.0001012427,-0.00216,-0.0002486102,0.04757501,-0.001838598,-0.00179798,-0.0009994358,-0.002652633,-0.003851986,-0.00906053,0.0375787,0.00706185,-0.0002703723,-0.0002086856,0.01791002,0.06497091,0.05945409,0.007736884,0.0001,25.53149,0.02797076,0.004144103,0.01041637,0.005673397,0.003185962,0,0.6,0.0001,-0.004493299,0.5043734,0.9242387,1.532699,40010,0.9993461,39.71,3.365017
2,1789983035.608,-0.03397856,-0.03751507,0.1079999,-0.005621606,-0.0006012475,-0.0225,-0.01349461,-0.001763994,-0.01701867,-0.009924429,-0.0001508404,-0.00168,-0.0007022648,0.06405003,-0.002809162,-0.0025216,0,-0.004742507,-0.006473567,-0.008191602,0.05543195,0.01580686,-0.0004270006,-0.0003370012,0.02306067,0.08373666,0.1140408,0.006413328,0.0001,25.52758,0.02654792,0.004449599,0.01028269,0.005402303,0.002507376,0,0.8,0.0001,-0.003914701,0.3995526,0.9563174,1.524801,39620,0.9991851,62.82,5.429155
3,1789983038.110,-0.04559061,-0.05125232,0.1439999,-0.008471096,-0.0006018787,-0.008333335,-0.01676117,-0.002120731,-0.0002782804,-0.01218917,-0.0002025925,-0.003556667,-0.0002850037,0.106525,-0.003670207,-0.003541442,-0.000230825,-0.005410187,-0.006771462,-0.00970451,0.07637407,0.02135921,-0.0005520618,-0.0003723112,0.03239044,0.1318298,0.1321875,0.005954629,0.0001,25.52423,0.02728938,0.005129951,0.0108151,0.005389697,0.003226273,0,0.6,0.0001,-0.005192479,0.4311082,0.9597151,1.536735,39377,0.99891,87.34,7.921626
4,1789983040.620,-0.05781401,-0.06142109,0.1799999,-0.009854054,-0.0007922753,-0.02214286,-0.01940282,-0.002707647,0,-0.0141854,-0.0002538333,-0.006882858,-0.0004447637,0.1241143,-0.004804146,-0.007239491,0,-0.005945818,-0.007930714,-0.01110395,0.09472745,0.00752332,-0.0006739383,-0.0005059023,0.04477732,0.1562371,0.1157697,0.005804798,0.0001,25.51895,0.02825462,0.005380922,0.01176098,0.005307914,0.003606587,0,0.55,0.0001,-0.005885858,0.2987149,0.9725072,1.530656,39271,0.998648,111.69,9.383201
5,1789983043.138,-0.06836043,-0.07655778,0.216,-0.01317448,-0.001176363,-0.007727274,-0.02735148,-0.003234191,-0.004722772,-0.01961989,-0.00030346,-0.00717091,-0.0006587659,0.1419863,-0.005370692,-0.007586572,-0.002440355,-0.009366302,-0.01205607,-0.01606584,0.1129773,0.01749146,-0.0008550412,-0.0006021752,0.05416786,0.1923616,0.1529949,0.005688499,0.0001,25.51321,0.02870877,0.005868214,0.01207199,0.005080076,0.004469607,0,0.4,0.0001,-0.006400732,0.3053583,0.9672034,1.538043,39239,0.9982356,135.77,11.51629
6,1789983045.644,-0.08019121,-0.08758794,0.2520002,-0.01625336,-0.001177223,-0.03583334,-0.02692958,-0.003564628,-3.834904e-05,-0.02033556,-0.0003526862,-0.006380001,-0.0004710514,0.1945165,-0.006520638,-0.006208248,0,-0.008943472,-0.01358918,-0.01471894,0.1321471,0.03697827,-0.0009562656,-0.0007003792,0.06380139,0.2249919,0.2241018,0.005636964,0.0001,25.50755,0.02881864,0.00669613,0.01174913,0.004736409,0.004824893,0,0.4,0.0001,-0.006871505,0.2827615,0.9727414,1.528111,39308,0.9981304,157.8,13.45295
7,1789983048.152,-0.09229563,-0.1022886,0.2880004,-0.01881887,-0.00134652,-0.04000001,-0.03404186,-0.004171452,-0.000601523,-0.02430003,-0.000403397,-0.0103425,-0.0005276361,0.1781123,-0.007013915,-0.01169463,-0.0008888964,-0.01105745,-0.01415933,-0.01521067,0.1520934,0.01068606,-0.001135836,-0.0007831242,0.06797113,0.2487916,0.2208899,0.005626359,0.0001,25.50608,0.02895897,0.007260284,0.01162695,0.004445372,0.00532661,0,0.35,0.0001,-0.007359806,0.3182754,0.9676723,1.534229,39291,0.9979515,183.97,15.06478
8,1789983050.635,-0.1051518,-0.114019,0.3240007,-0.01869416,-0.001632256,-0.04416667,-0.03628564,-0.004582729,-0.0001071098,-0.02593023,-0.0004537508,-0.009360002,-0.0004887361,0.242633,-0.008615006,-0.009972194,-0.0003538537,-0.01177014,-0.01674385,-0.0143232,0.1692476,0.03199814,-0.00125057,-0.0009133715,0.0818624,0.2533129,0.1949871,0.005532875,0.0001,25.50126,0.02904886,0.007516527,0.0117753,0.00422416,0.005175336,0,0.3,0.0001,-0.007677042,0.2459567,0.9667408,1.509639,39696,0.997638,203.39,17.01107
9,1789983053.164,-0.1120439,-0.136084,0.3600009,-0.02172251,-0.002064493,-0.1033333,-0.03877869,-0.005262124,-0.0003076999,-0.02796385,-0.0005009036,-0.01452667,-0.0006117548,0.2312663,-0.00914696,-0.01377997,-0.0008525899,-0.01431734,-0.02216983,-0.02036893,0.1871814,0.01558624,-0.001433326,-0.001018107,0.08448281,0.2708283,0.2708783,0.005513523,0.0001,25.49602,0.02888313,0.007397082,0.01206563,0.003906892,0.005189009,0,0.35,0.0001,-0.007434333,0.2545053,0.9722347,1.544569,39059,0.9974025,225.79,18.4195
