step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
12,1789988220.655,-0.1226237,-0.1355775,0.3825004,-0.02326012,-0.002055069,-0.06499998,-0.04272568,-0.005631575,-0.01538235,-0.03087842,-0.0005322732,-0.003566667,-0.0008425256,0.3357997,-0.009798665,-0.002880922,0,-0.01325554,-0.01664726,-0.02006274,0.1976718,0.09400152,-0.001434324,-0.001119364,0.09608597,0.2942704,0.364571,0.004861871,0.0001708594,25.51886,0.009028542,0.0009857533,0.0008851575,0.00229576,0.01410721,0.1,0.15,0,0.0001708594,-0.02965658,0.2144511,0.4964132,0.3376849,29464,0.9990075,258.97,21.24531
13,1789988221.529,-0.159629,-0.177521,0.5040003,-0.0300928,-0.002520404,-0.16,-0.05351787,-0.00723229,0,-0.03731948,-0.0007037607,-0.02061,-0.0004430821,0.3131994,-0.01298089,-0.02129758,-0.0001778206,-0.01681007,-0.02108644,-0.01604622,0.2614304,0,-0.001868251,-0.001458899,0.1250305,0.3612425,0.2666695,0.004980063,5.0625e-05,25.52533,0.008938866,0.0009255432,0.0008138941,0.002219366,0.01508266,0.25,0.15,0,5.0625e-05,-0.0308627,0.1907727,0.5063934,0.3622651,28291,0.9992716,289.4,23.27366
14,1789988222.400,-0.1726276,-0.1988275,0.54,-0.03324686,-0.003148298,-0.2049999,-0.05388866,-0.008072928,0,-0.04100787,-0.0007550088,-0.006360001,-0.0005383283,0.4886001,-0.01488407,-0.007956346,0,-0.01853836,-0.0259195,-0.02388143,0.2772319,0.1085661,-0.002035514,-0.001540102,0.1428996,0.4261582,0.4363916,0.005076288,0.0002562891,25.52728,0.008758659,0.0008119172,0.0007274437,0.00214301,0.01184905,0,0.25,0,0.0002562891,-0.02660215,0.2163161,0.4988961,0.3658156,28421,0.9992089,311.41,24.73069
15,1789988223.257,-0.1804005,-0.200157,0.5744997,-0.03407952,-0.003924217,-0.2824998,-0.05707499,-0.008361431,0,-0.0408616,-0.0008009305,-0.02289001,-0.0002704454,0.3990744,-0.01478339,-0.02128974,0,-0.02159756,-0.03602111,-0.0185407,0.2933815,0.02917746,-0.002204725,-0.001704155,0.1519586,0.3659791,0.4235064,0.004906716,0.0001139063,25.52291,0.008483858,0.0007950565,0.000741718,0.002040367,0.01585892,0.2,0.15,0,0.0001139063,-0.03079689,0.1909834,0.4955308,0.3548236,28900,0.9989958,323.36,24.98403
16,1789988224.114,-0.1894891,-0.2218834,0.6089994,-0.0350366,-0.003807521,-0.1824999,-0.05657416,-0.00884065,-9.15575e-05,-0.04168607,-0.000848641,-0.0085,-0.0003820806,0.5416002,-0.0160775,-0.01069044,0,-0.02174291,-0.03173417,-0.02185503,0.3121451,0.1094501,-0.00231973,-0.001767725,0.1609673,0.3793461,0.5650153,0.004794249,0.0001139063,25.52482,0.007961154,0.0006600642,0.0005764312,0.001930409,0.01474645,0.15,0.2,0,0.0001139063,-0.03124972,0.1901777,0.4896414,0.3614912,28874,0.9993204,342.05,26.50989
17,1789988224.986,-0.2110513,-0.2308274,0.647999,-0.03757117,-0.003935998,-0.2799999,-0.06712591,-0.009413296,0,-0.04738262,-0.0009053142,-0.01714,-0.0006039398,0.4798499,-0.01721694,-0.0196812,0,-0.02329258,-0.03019894,-0.02127904,0.3322466,0.05659327,-0.002414662,-0.00194877,0.1600053,0.489519,0.4660234,0.004854477,0.0001139063,25.52725,0.007807412,0.0005473186,0.0004923103,0.001913306,0.01320217,0.15,0.2,0,0.0001139063,-0.02884864,0.188964,0.5047529,0.3611495,28381,0.9991746,373.97,28.50624
18,1789988225.832,-0.2195466,-0.2413352,0.6839988,-0.04356892,-0.003227974,-0.08833333,-0.07716975,-0.009653972,-0.01361826,-0.05520339,-0.0009556933,-0.02204667,-0.001245789,0.50055,-0.01743761,-0.0216807,-0.00129966,-0.02434993,-0.02999463,-0.02227187,0.3581282,0.06722084,-0.002605502,-0.001871515,0.1703434,0.5283686,0.6040459,0.004849843,5.0625e-05,25.52174,0.007644301,0.0004682188,0.0004441208,0.001882119,0.01464412,0.25,0.2,0,5.0625e-05,-0.02943275,0.1904566,0.5074422,0.3329208,29244,0.9988643,397.67,31.40363
19,1789988226.710,-0.222622,-0.2591121,0.7184984,-0.04929619,-0.003609484,-0.09000002,-0.07812797,-0.01048683,-0.001409441,-0.05788606,-0.000999578,-0.02916,-0.001278106,0.4561999,-0.01876794,-0.03374139,0,-0.02598248,-0.03673333,-0.02889614,0.3746256,0,-0.002690346,-0.001980209,0.1634607,0.4815495,0.7407657,0.004817424,0.0002562891,25.51876,0.007410104,0.0004311418,0.0003946958,0.001766843,0.01290681,0,0.25,0,0.0002562891,-0.02701121,0.2139405,0.5048292,0.3664694,28206,0.9987931,397.2,31.76226
20,1789988227.577,-0.1958474,-0.2064203,0.5864996,-0.03651126,-0.003315053,-0.07749999,-0.08340477,-0.008587623,0,-0.05532736,-0.0008108683,-0.01676001,-0.001224348,0.3783496,-0.0144102,-0.01790998,-0.007184032,-0.02638463,-0.02840545,-0.02320157,0.3045662,0.05519279,-0.002418286,-0.001660717,0.1556716,0.3938236,0.3984898,0.004799075,5.0625e-05,25.5202,0.0072963,0.0004161198,0.0003774224,0.001703684,0.01606255,0.3,0.15,0,5.0625e-05,-0.02815014,0.2039279,0.4995134,0.3625534,28508,0.9989423,399.3,31.77932
21,1789988228.440,-0.02104988,-0.02966506,0.06599997,-0.004018789,-0.0002219946,-0.005,-0.01263171,-0.001136402,0,-0.00824479,-9.454937e-05,-0.00288,-0.0002807241,0.03405,-0.001241961,-0.002418728,0,-0.002757059,-0.002657127,-0.007632238,0.03434487,0,-0.0002416104,-0.0001859248,0.0109781,0.05446653,0.06298019,0.004776184,0.0001139063,25.52313,0.007114944,0.0003443896,0.0003281072,0.001666263,0.01339871,0.1,0.25,0,0.0001139063,-0.0258049,0.204563,0.4998057,0.356256,28708,0.9991986,415.26,32.88564
22,1789988229.297,-0.2703421,-0.3000302,0.8279983,-0.05306021,-0.004361302,-0.06000001,-0.09454826,-0.01258438,-0.0004454023,-0.06665523,-0.001148436,-0.04151999,-0.001446484,0.5307003,-0.02094587,-0.04035515,0,-0.03020556,-0.04534874,-0.02932126,0.4323506,0,-0.003191808,-0.00227026,0.1962745,0.5647343,0.5029857,0.004678755,0.0001139063,25.52861,0.006968684,0.0003299461,0.0003141841,0.0016458,0.01483121,0.15,0.2,0,0.0001139063,-0.03242895,0.1608308,0.4862761,0.3652704,28860,0.999467,438.94,34.30618
23,1789988230.177,-0.2354159,-0.2703758,0.7409982,-0.05324712,-0.003935122,-0.02,-0.08774277,-0.01058347,0,-0.06170173,-0.001028614,-0.03164,-0.001438163,0.4673498,-0.01782032,-0.03620183,-0.003934675,-0.02914541,-0.04120819,-0.02783715,0.3885174,0,-0.002833687,-0.001887314,0.1887195,0.5485593,0.3474754,0.004480598,0.0001139063,25.53061,0.006636667,0.0003158968,0.0002969308,0.001543241,0.01517275,0.15,0.2,0,0.0001139063,-0.03410123,0.1267507,0.5029469,0.3635373,28362,0.9994548,469.83,36.79805
24,1789988231.037,-0.2871594,-0.3293913,0.9,-0.06754477,-0.005060972,-0.2,-0.1014955,-0.01334195,0,-0.07429938,-0.001254109,-0.008120002,-0.001031985,0.8288522,-0.02348921,-0.006887124,0,-0.03174093,-0.04057608,-0.02475041,0.4617271,0.218443,-0.003423148,-0.00254264,0.2457948,0.5949244,0.9374072,0.004496333,0.0002562891,25.52801,0.006504503,0.0002863907,0.0002736242,0.001448156,0.01265859,0,0.15,0,0.0002562891,-0.02923251,0.1386394,0.491328,0.3629491,28768,0.9992343,497.78,39.9956
25,1789988231.912,-0.3007633,-0.341108,0.9360008,-0.05619473,-0.005512588,-0.08500002,-0.1027647,-0.01368555,0,-0.07374446,-0.001299819,-0.04232001,-0.001277966,0.6064505,-0.02606432,-0.04398894,0,-0.03172396,-0.0523142,-0.03757812,0.4860868,0,-0.003596196,-0.002618752,0.2157981,0.5863029,0.4043226,0.004419107,5.0625e-05,25.52162,0.006435606,0.0002896489,0.000280128,0.001446723,0.01658075,0.25,0.1,0,5.0625e-05,-0.03090702,0.1152009,0.503933,0.3657699,28257,0.9988633,526.34,42.11205
26,1789988232.783,-0.3172602,-0.3455289,0.9720016,-0.05836466,-0.005719445,-0.1849999,-0.09846538,-0.01384254,0,-0.07120402,-0.001354209,-0.02320001,-0.0005112048,0.7714514,-0.02684955,-0.02727182,0,-0.03313814,-0.04549045,-0.02497548,0.5021793,0.10975,-0.003655968,-0.002723891,0.2651827,0.6802241,0.7220237,0.004463752,0.0002562891,25.51413,0.006440034,0.0002731945,0.000265923,0.001437164,0.01282207,0,0.25,0,0.0002562891,-0.02734064,0.1412401,0.5019388,0.3633173,28403,0.9981972,553.95,44.73502
27,1789988233.649,-0.3356093,-0.3596588,1.008003,-0.07303594,-0.006113059,-0.2524999,-0.1169116,-0.01434442,-0.007356306,-0.08533727,-0.001401624,-0.02084,-0.001382814,0.7944273,-0.02630886,-0.02221571,-0.001439419,-0.03748644,-0.0556193,-0.0334862,0.5162735,0.1475041,-0.003826638,-0.002925705,0.2518097,0.6428965,0.7774868,0.004391297,0.0001139063,25.49828,0.006363736,0.0002856863,0.00027589,0.001410863,0.01573265,0.15,0.1,0,0.0001139063,-0.03054599,0.1362031,0.503721,0.3558877,28589,0.9973896,586.87,47.35992
28,1789988234.523,-0.3308967,-0.3632584,1.036503,-0.06563011,-0.005557212,-0.2199999,-0.1139142,-0.01441793,-0.0006861282,-0.08064622,-0.001435285,-0.02314,-0.001079163,0.8324279,-0.02572222,-0.02296669,0,-0.03871231,-0.04949633,-0.02918841,0.5340842,0.1515754,-0.003980315,-0.002995185,0.2747111,0.7265266,0.9914173,0.004335691,0.0001139063,25.47892,0.006221362,0.0002859733,0.000272046,0.001327652,0.01277898,0.1,0.15,0,0.0001139063,-0.0333792,0.08681944,0.5021,0.3664026,28296,0.9957882,608.68,49.06047
29,1789988235.397,-0.3468336,-0.36404,1.080004,-0.07077326,-0.005491327,-0.11,-0.1161243,-0.0157104,-0.0001585054,-0.08387658,-0.001506786,-0.03142,-0.001674281,0.8069023,-0.02820396,-0.03397299,0,-0.03686753,-0.05022611,-0.0339527,0.5630915,0.1097166,-0.004076046,-0.002844349,0.264214,0.7122177,1.083709,0.004228347,0.0001139063,25.45201,0.006098768,0.0002824994,0.0002675236,0.001320398,0.01331146,0.1,0.15,0,0.0001139063,-0.03499651,0.09099381,0.5031874,0.3654487,28292,0.9945826,629.85,50.32324
30,1789988236.263,-0.3619264,-0.399813,1.116005,-0.07071151,-0.005726546,-0.08749999,-0.1277403,-0.01621036,0,-0.08994512,-0.001546634,-0.03421,-0.001923436,0.8285785,-0.0291304,-0.03499649,0,-0.03918578,-0.05337138,-0.03439516,0.5806696,0.1094004,-0.004215455,-0.002991133,0.2635136,0.7229513,0.9041044,0.004149412,0.0001708594,25.43195,0.005991933,0.0002679884,0.0002718843,0.001302648,0.0127449,0.05,0.15,0,0.0001708594,-0.02972552,0.1014671,0.5019696,0.3582823,28568,0.9935552,662.34,53.05076
31,1789988237.148,-0.3685684,-0.4102451,1.150506,-0.07101832,-0.007073859,-0.3424998,-0.1279894,-0.01623214,0,-0.09171103,-0.001601114,-0.02373,-0.001802841,0.9207291,-0.03022753,-0.02691928,0,-0.04458293,-0.06596067,-0.03594486,0.5867119,0.1669151,-0.004440737,-0.003257427,0.2846821,0.6520414,0.936042,0.004097301,0.0001139063,25.4174,0.00594552,0.0002719849,0.0002623162,0.001313919,0.01504041,0.15,0.15,0,0.0001139063,-0.02838683,0.1144364,0.5153568,0.3628538,27984,0.9931724,694.45,55.55286
32,1789988238.017,-0.3795916,-0.4189443,1.186507,-0.07773887,-0.004871407,-0.04,-0.133293,-0.01571881,0,-0.09550451,-0.001641932,-0.03136001,-0.002241698,0.8631036,-0.03092426,-0.04037328,0,-0.04081688,-0.04481192,-0.03478085,0.6244088,0.1112021,-0.004503343,-0.003050243,0.265951,0.7137097,0.9830667,0.00388969,0.0001139063,25.40734,0.00565812,0.0002571946,0.0002478445,0.001263391,0.01391546,0.1,0.15,0,0.0001139063,-0.03003116,0.0865977,0.4982784,0.3648756,28472,0.992306,705.92,56.71288
33,1789988238.905,-0.3991143,-0.4440852,1.222507,-0.07088879,-0.00880438,-0.5850005,-0.1317661,-0.01756534,0,-0.08930866,-0.001690976,-0.01936,-0.0006988684,1.045657,-0.02976589,-0.02065226,0,-0.04707192,-0.06590474,-0.03346292,0.617314,0.2173113,-0.004762604,-0.003750065,0.3396704,0.8303784,1.014735,0.004056615,0.0001139063,25.38512,0.005868391,0.0002493757,0.0002445912,0.001317809,0.01473694,0.1,0.15,0,0.0001139063,-0.02942101,0.09148378,0.512553,0.3694227,27864,0.9907967,743.65,59.94374
34,1789988239.790,-0.02192872,-0.02420236,0.07049996,-0.004771652,-0.0004278201,-0.015,-0.01174005,-0.001172275,-0.01495451,-0.008296719,-0.0001014863,0,-0.0005938456,0.04915,-0.001653878,0,0,-0.003271601,-0.002574492,-0.006702041,0.03619884,0.0206109,-0.0002553233,-0.0002185325,0.01681318,0.05114197,0.07111004,0.00393229,0.0001708594,25.36275,0.005747001,0.000248397,0.0002453252,0.001320989,0.01458961,0.05,0.15,0,0.0001708594,-0.02701893,0.1177626,0.5065808,0.3653319,28186,0.9899217,751.99,60.15002
35,1789988240.659,-0.4191069,-0.469248,1.294509,-0.08368461,-0.007852016,-0.1974999,-0.1495906,-0.01811295,-0.01496456,-0.1073638,-0.001810477,-0.03489,-0.001918327,0.9772044,-0.03458173,-0.03920778,0,-0.04965315,-0.06778054,-0.03461169,0.6632137,0.1343374,-0.005022012,-0.003695749,0.3222635,0.6303183,1.052769,0.003914504,5.0625e-05,25.3446,0.005732427,0.000238591,0.0002422226,0.00133711,0.01535369,0.25,0.15,0,5.0625e-05,-0.0339072,0.08629341,0.5065658,0.3564587,28476,0.9888057,769.07,61.17901
36,1789988241.543,-0.4251302,-0.4777983,1.33051,-0.08301761,-0.007997915,-0.2699999,-0.143327,-0.0188817,-9.050729e-05,-0.1023457,-0.001845879,-0.04459332,-0.001447944,0.9300873,-0.03549403,-0.05240579,0,-0.0469751,-0.06504416,-0.0431956,0.6839752,0.05655586,-0.005052745,-0.003728143,0.3117101,0.8187089,0.9779347,0.003945799,0.0001708594,25.32938,0.005744264,0.0002302696,0.0002279026,0.001340293,0.01115223,0,0.2,0,0.0001708594,-0.02558317,0.0937623,0.5142887,0.3642511,27973,0.9880065,799.02,63.28103
37,1789988242.420,-0.4468328,-0.492219,1.365011,-0.09266933,-0.008498099,-0.2449999,-0.1538475,-0.01956736,0,-0.1095337,-0.001903644,-0.05205999,-0.001313641,0.898303,-0.03749146,-0.06161642,0,-0.04807937,-0.07559257,-0.05001888,0.7005205,0,-0.005206573,-0.003916915,0.3302311,0.9826316,1.362529,0.003825695,0.0001708594,25.30617,0.005592928,0.0002268837,0.0002224731,0.001317876,0.01566394,0.1,0.15,0,0.0001708594,-0.03194919,0.09113155,0.5068753,0.3643649,28208,0.9866611,820.25,64.94856
38,1789988243.306,-0.4627664,-0.4845234,1.404011,-0.08918353,-0.008586234,-0.3799998,-0.1624841,-0.02012487,-0.04301997,-0.1138726,-0.0019384,-0.04763998,-0.00205379,1.026353,-0.03637235,-0.04704271,-0.0007464585,-0.05407739,-0.08042632,-0.03865736,0.7199777,0.1093517,-0.00545057,-0.004076065,0.3815044,0.8292152,1.000881,0.003736034,7.59375e-05,25.29015,0.005447644,0.0002133262,0.0002140889,0.001284195,0.01535572,0.2,0.15,0,7.59375e-05,-0.02406535,0.1203906,0.5150149,0.3648982,27930,0.9861199,825.23,64.91211
39,1789988244.204,-0.4679948,-0.5199865,1.440012,-0.08976236,-0.007926217,-0.1549999,-0.16072,-0.02041124,-0.0002384091,-0.1150363,-0.00200152,-0.03628,-0.002062256,1.143691,-0.03813768,-0.03947011,0,-0.05131476,-0.06969167,-0.04668828,0.7425467,0.1820968,-0.005527301,-0.003993712,0.3564588,0.9459813,1.174702,0.003794531,3.375e-05,25.27904,0.005452468,0.0001995634,0.0002074337,0.00125094,0.0146795,0.25,0.2,0,3.375e-05,-0.03067446,0.07795996,0.5234897,0.3673763,27586,0.9854063,850.05,67.62931
40,1789988245.115,-0.4937342,-0.5305962,1.474513,-0.08647006,-0.009262952,-0.3449998,-0.164769,-0.02027599,0,-0.1174248,-0.002063628,-0.04512001,-0.001274941,1.076157,-0.03903885,-0.04861699,0,-0.05311451,-0.07229122,-0.05019256,0.7552947,0.1091114,-0.005633194,-0.00435157,0.3717501,0.943617,1.051636,0.003751284,0.0001139063,25.26686,0.005346977,0.0001915737,0.0001948465,0.001209273,0.01225266,0.1,0.3,0,0.0001139063,-0.02424778,0.09281589,0.5291638,0.3691833,27356,0.9846977,881.39,70.82521
41,1789988246.019,-0.4862673,-0.5358748,1.498514,-0.08661219,-0.009162306,-0.2699999,-0.1462289,-0.02116684,0,-0.1056025,-0.002095005,-0.04234002,-0.001187947,1.114658,-0.0405661,-0.05115999,0,-0.05073957,-0.07415225,-0.05170101,0.7671252,0.1085225,-0.005719239,-0.004401585,0.3778621,0.9714913,1.18817,0.003740905,0.0001708594,25.2541,0.005292206,0.0001786936,0.0001853571,0.00118725,0.01435542,0.05,0.15,0,0.0001708594,-0.02226273,0.1347167,0.5339828,0.3636513,27378,0.9841666,880.76,71.5387
42,1789988246.919,-0.494493,-0.5432658,1.498514,-0.09432931,-0.008287086,-0.2649999,-0.1909639,-0.02077624,-0.06331324,-0.1312071,-0.002089494,-0.02761999,-0.003074813,1.168609,-0.03871302,-0.03663982,-5.141616e-05,-0.05629012,-0.06992337,-0.04999181,0.772321,0.218492,-0.005774922,-0.004247233,0.39434,1.002267,1.553591,0.003701651,0.0001708594,25.2426,0.005254762,0.0001835679,0.000183918,0.001185625,0.01384031,0.1,0.15,0,0.0001708594,-0.02751811,0.1074096,0.5295203,0.3632815,27526,0.9834741,890.95,72.84256
