step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
0,1789988210.342,-0.01166593,-0.01265693,0.0345,-0.002052532,-0.0003326073,-0.005,-0.004749307,-0.0006574678,0,-0.003456104,-4.917655e-05,-0.0025,-0.0001505435,0.0213,-0.000988752,-0.001488155,0,-0.001340255,-0.001924551,-0.01042524,0.01739108,0,-0.0001277941,-0.0001081223,0.00840098,0.03284908,0.02372947,0.01175048,0.0004444444,25.54989,0.02702828,0.003590671,0.006749044,0.004938083,0.01281164,0.1,0.05,0,0.0004444444,-0.01848215,0.4122652,0.6062663,0.4480758,23309,1.001262,12.96154,1.054633
1,1789988211.196,-0.02340033,-0.02346532,0.07199996,-0.003928077,-0.0006659009,-0.025,-0.01029245,-0.00111677,-0.05772402,-0.007280966,-0.0001033044,-0.003400001,-0.0005187743,0.03230001,-0.001423892,-0.003306367,-0.002269732,-0.003735491,-0.004434672,-0.00821268,0.03659682,0,-0.0003015481,-0.0002739943,0.01724217,0.03884608,0.02784893,0.006660365,0.0001975309,25.55967,0.02235129,0.004479074,0.007276851,0.003934994,0.01574583,0.15,0.1,0,0.0001975309,-0.03386607,0.4966538,0.4990261,0.3220112,29932,1.000821,26.70175,2.211993
2,1789988212.056,-0.03425406,-0.03722168,0.1079999,-0.006304757,-0.0003870688,-0.01333333,-0.01222628,-0.001555952,0,-0.008869784,-0.0001507964,-0.005186667,-0.0002323755,0.06253336,-0.002744236,-0.004903409,0,-0.003249783,-0.003216558,-0.008076567,0.05742728,0,-0.0003849463,-0.0003006044,0.02635611,0.1047043,0.05477358,0.005376135,2.601229e-05,25.55279,0.01833904,0.003789954,0.005587421,0.003585531,0.01503878,0.4,0.2,0,2.601229e-05,-0.03073549,0.410045,0.514899,0.3386171,28793,1.000596,38.31034,3.141463
3,1789988212.932,-0.04931445,-0.04922351,0.1439999,-0.00732009,-0.0004537687,0,-0.01326386,-0.002118066,0,-0.009798953,-0.0002016058,-0.008360001,-0.0001845722,0.08280006,-0.003547787,-0.006919838,0,-0.00362368,-0.003960257,-0.009676352,0.07748021,0,-0.0005522248,-0.000388546,0.03233012,0.1383041,0.1031669,0.005270451,3.901844e-05,25.54809,0.01668372,0.003469772,0.004472504,0.003470996,0.0121135,0.3,0.4,0,3.901844e-05,-0.02382678,0.4266594,0.511586,0.3577805,28268,1.000222,56.68,4.806149
4,1789988213.804,-0.056247,-0.06831202,0.1769999,-0.009922754,-0.0006011277,-0.025,-0.0180673,-0.002440877,0,-0.01414594,-0.0002493991,-0.00393,-0.0002472379,0.1407749,-0.004994493,-0.004106711,0,-0.004925454,-0.005820116,-0.0107917,0.09384575,0.02630014,-0.0006657405,-0.0004695608,0.04363126,0.1584713,0.1173665,0.005212096,8.779149e-05,25.54308,0.01561744,0.0031453,0.003934464,0.003325577,0.01230864,0.2,0.35,0,8.779149e-05,-0.02439621,0.322528,0.5029867,0.3623021,28402,1.000081,76.49,6.380426
5,1789988214.651,-0.06986748,-0.07835581,0.2159999,-0.01185693,-0.0009946714,-0.003333334,-0.02699953,-0.003246136,0,-0.01909622,-0.0003033013,-0.006926667,-0.0005644126,0.1439165,-0.005382681,-0.007090688,0,-0.008628554,-0.008641116,-0.0122824,0.1147591,0.0212654,-0.000860616,-0.0005806967,0.04628816,0.2036428,0.1700052,0.005047467,1.156102e-05,25.53804,0.01440085,0.002926277,0.003206085,0.003221025,0.01427836,0.45,0.25,0,1.156102e-05,-0.02950696,0.3525204,0.5038803,0.3372712,29217,0.9997095,97.6,8.388522
6,1789988215.523,-0.08109826,-0.09035131,0.2520002,-0.01419403,-0.001202713,-0.005,-0.02993026,-0.003517634,0,-0.02127906,-0.0003526104,-0.00499,-0.0006449858,0.1861748,-0.006605133,-0.006248908,0,-0.009866766,-0.01237645,-0.0115583,0.1319889,0.03719871,-0.001017026,-0.0006522916,0.0532284,0.230981,0.2070567,0.004987402,5.852766e-05,25.53439,0.01289604,0.002369075,0.002440456,0.003099105,0.009340444,0.2,0.45,0,5.852766e-05,-0.02167719,0.3144527,0.4976201,0.3626957,28566,0.9995322,123.2,10.41058
7,1789988216.391,-0.07918216,-0.08323887,0.2460001,-0.01304602,-0.001603493,-0.03750001,-0.03252079,-0.003625255,-0.0005427847,-0.02266933,-0.0003477304,-0.00429,-0.0005356522,0.2009248,-0.006602468,-0.004998981,-0.001872702,-0.010639,-0.01564569,-0.01722255,0.1263268,0.0420448,-0.0009591178,-0.0006718395,0.05822287,0.1982439,0.1730502,0.004932643,0.0001316872,25.5316,0.01197689,0.001948277,0.002069183,0.003026785,0.01225105,0.1,0.25,0,0.0001316872,-0.02837029,0.2995696,0.5013695,0.3608072,28504,0.999628,151.56,13.00562
8,1789988217.217,-0.1064892,-0.1132301,0.3240007,-0.02095013,-0.001815674,0,-0.03771069,-0.004784872,-0.01758779,-0.02693917,-0.0004472602,-0.01432,-0.00094193,0.1882498,-0.009158934,-0.01568683,0,-0.01168167,-0.01599134,-0.01874825,0.1699958,0,-0.001271358,-0.0009380388,0.07580875,0.286225,0.1333368,0.004880871,1e-05,25.5368,0.01160602,0.001940427,0.001952871,0.002831855,0.01496779,0.5,0.2,0,1e-05,-0.03168412,0.2241188,0.4974148,0.3225858,29970,0.9998512,172.84,14.47583
9,1789988218.084,-0.1156963,-0.1384396,0.3600009,-0.02057659,-0.001660403,-0.07000002,-0.03956535,-0.005536867,0,-0.02859633,-0.0004916589,0,-0.0006192656,0.3330996,-0.008577568,0,0,-0.0124486,-0.01513352,-0.02059964,0.1881316,0.1062103,-0.00134808,-0.001028559,0.09163996,0.2999268,0.3799172,0.004893304,0.0002562891,25.53373,0.0105742,0.001509297,0.00148621,0.00268539,0.01001313,0,0.45,0,0.0002562891,-0.02051893,0.2457724,0.5073433,0.3525367,28580,0.9991813,198.84,17.08313
10,1789988218.950,-0.1079006,-0.1139995,0.3363759,-0.01972575,-0.001549926,-0.07374999,-0.03720929,-0.004998708,-0.0001252528,-0.02714986,-0.0004706275,-0.01141,-0.0004134661,0.2167747,-0.008816492,-0.01405846,-0.0004804709,-0.01186465,-0.01319015,-0.0163094,0.175671,0.004785939,-0.001247721,-0.0009546817,0.07795361,0.2699325,0.2336713,0.004817543,1e-05,25.52118,0.01014301,0.001358209,0.001411082,0.002556177,0.01736187,0.65,0.15,0,1e-05,-0.02922566,0.2365735,0.5008752,0.3583803,28601,0.9988803,225.06,18.55117
11,1789988219.814,-0.1094941,-0.1222271,0.3375006,-0.02097728,-0.001449682,-0.01,-0.03817375,-0.004876565,-0.0002338376,-0.02660226,-0.0004737528,-0.01235333,-0.0007040296,0.2077664,-0.00823514,-0.01376165,0,-0.0120332,-0.01693154,-0.01779939,0.1798786,0.01463353,-0.001316257,-0.000871113,0.07268766,0.2579098,0.2055597,0.004989637,0.0001708594,25.51934,0.009588564,0.001087156,0.001077483,0.002434287,0.008242644,0,0.4,0,0.0001708594,-0.01740988,0.2702838,0.4948361,0.3623319,28671,0.9987088,240.1,20.17373
