step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/mech_effort,Episode_Reward/mech_overspeed,Episode_Reward/mech_progress,Episode_Reward/mech_push,Episode_Reward/mech_torn,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Mechanism/frontier_opened_ema,Mechanism/frontier_opened_fraction,Mechanism/latch_released_fraction,Mechanism/opened_fraction,Mechanism/opened_hinge,Mechanism/opened_pull,Mechanism/opened_push,Mechanism/opened_side,Mechanism/opened_up,Mechanism/peak_ceiling_n,Mechanism/torn_fraction,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
13986,1790259324.176,-0.2163518,-0.3303851,1.498514,-0.03123393,-1.195334,-0.004982577,0,-0.05263311,-0.01218343,0,-0.03751742,-0.00174509,-0.004192,-0.0002413021,1.776631,-0.0222609,-0.004222993,0,-0.03201601,-0.04877893,-0.01207869,-0.01386963,-0.003522716,1.895727,0.02837183,0,0.7885579,0.3981374,-0.005604138,-0.003384202,0.7550055,1.847239,0.827371,1.916122,0.0001757117,5.0625e-05,18.90714,0.00127135,5.291694e-12,0.001072781,2.285756e-05,0.01262604,0.1,0.1,0,5.0625e-05,-0.008888523,0.05696805,0.5634021,0,1,0.75,1,1,1,0,0,35,0,1.23079,1.61885,34496,0.708419,999,190.5545
13987,1790259327.040,-0.2187027,-0.3317469,1.498514,-0.02705463,-1.112898,-0.003687832,0,-0.04647292,-0.01264911,-2.718061e-05,-0.03232931,-0.001770196,-0.00263,-0.0002707571,1.736233,-0.02047464,-0.002438866,0,-0.02986384,-0.03468541,-0.01107118,-0.0201554,-0.005961261,1.908589,0.05475013,0,0.8254441,0.4261698,-0.005570007,-0.002965569,0.7561992,1.863976,0.8336219,1.915849,0.0001743249,7.59375e-05,18.90241,0.001294681,6.390227e-13,0.001097396,2.296057e-05,0.0122682,0,0.1,0,7.59375e-05,-0.009977215,0.05325944,0.539278,1,1,1,1,1,1,1,0,35,0,1.226017,1.619557,34546,0.7080973,999,188.16
13988,1790259329.918,-0.2144157,-0.3210233,1.498514,-0.0367158,-1.570575,-0.005219212,0,-0.04564958,-0.01179072,0,-0.03167375,-0.001665372,0,-0.0001184895,1.763371,-0.02200357,0,0,-0.03629214,-0.04629548,-0.009439129,-0.0256469,-0.0004605709,2.284847,0.1255288,0,0.7762942,0.4399877,-0.005739817,-0.003240946,0.7443295,1.885279,0.8249992,1.915206,0.0001754898,3.375e-05,18.89604,0.001311579,4.016253e-11,0.001113201,2.288821e-05,0.009301009,0.1,0.05,0,3.375e-05,-0.006128991,0.06245558,0.5931422,0.5,nan,0.5,1,1,1,0,0,35,0,1.24156,1.619172,34363,0.7079561,999,191.0491
13989,1790259332.814,-0.2195716,-0.3381368,1.498514,-0.02951867,-1.130051,-0.002030024,-0.00125,-0.05488421,-0.01337976,-0.0002570854,-0.03870153,-0.001824261,-0.005190001,-0.000214102,1.706495,-0.02026389,-0.005234808,-5.945022e-05,-0.02913631,-0.0258571,-0.01196446,-0.01741403,-0.000203407,2.069124,0.03819001,0,0.8347349,0.4005947,-0.005632359,-0.003314775,0.7797033,1.857509,0.826159,1.918351,0.0001743218,5.0625e-05,18.89066,0.001314901,7.89636e-12,0.001117056,2.352331e-05,0.008668145,0,0.1,0,5.0625e-05,-0.01122131,0.05687782,0.5870622,1,1,1,1,1,1,0,0,35,0,1.320606,1.563545,34084,0.7076459,999,186.8406
13990,1790259335.730,-0.2167315,-0.3186877,1.498514,-0.03761467,-1.204187,-0.007353301,0,-0.06230463,-0.01193671,-0.04222287,-0.04632335,-0.001722512,-0.007615,-0.0003654625,1.792134,-0.02247847,-0.008378442,-0.0002107568,-0.03854953,-0.05757193,-0.01294547,-0.02426597,-0.001053923,1.664645,0.128976,0,0.7607667,0.3519949,-0.005886498,-0.003726148,0.7526857,1.814847,0.8306149,1.886362,0.0001748643,7.59375e-05,18.88177,0.001307786,2.195084e-12,0.001110119,2.280331e-05,0.01193168,0,0.1,0,7.59375e-05,-0.01058986,0.05390614,0.5863335,1,1,1,1,1,1,1,0,35,0,1.313431,1.590626,33850,0.7072884,999,188.5027
13991,1790259338.656,-0.2144317,-0.3096856,1.498514,-0.03743301,-1.528341,-0.008015012,0,-0.04308704,-0.01201498,-0.001077493,-0.02930414,-0.001673788,0,-9.385881e-05,1.806272,-0.02213665,0,0,-0.03124911,-0.03689542,-0.009396973,-0.02067279,-0.006797398,2.414871,0.05920919,0,0.7681043,0.4378476,-0.005637029,-0.003495458,0.757671,1.901276,0.8570455,1.927986,0.0001747377,5.0625e-05,18.87528,0.001312501,3.441608e-12,0.001114923,2.284107e-05,0.01421508,0.1,0.1,0,5.0625e-05,-0.008417885,0.06132601,0.5751011,1,1,1,0.5,1,1,0,1,35,0,1.337975,1.575708,33738,0.7071501,999,188.7741
13992,1790259341.588,-0.2136728,-0.3390777,1.498514,-0.029732,-1.228041,-0.002699059,0,-0.04562749,-0.01294097,-0.0004592339,-0.0322672,-0.001797229,-0.001706667,-0.0001786115,1.728378,-0.02048398,-0.001646039,0,-0.02952388,-0.03345583,-0.01146655,-0.01331479,-0.003130249,2.178002,0.02940275,0,0.8331072,0.4370923,-0.005542199,-0.002947879,0.7693894,1.837833,0.8353353,1.921434,0.0001729371,5.0625e-05,18.87268,0.001280945,4.671539e-13,0.001085262,2.274616e-05,0.008471074,0,0.05,0,5.0625e-05,-0.008441235,0.05836045,0.5883886,1,1,1,0.5,1,1,1,1,35,0,1.340544,1.580356,33655,0.7069491,999,190.8554
13993,1790259344.516,-0.2152326,-0.3293755,1.498514,-0.03651604,-1.299802,-0.008582151,-0.01785715,-0.05951028,-0.01189213,-0.003251784,-0.0428554,-0.001735812,-0.006105715,-0.0002732383,1.768199,-0.02157329,-0.006473361,-0.0001047559,-0.04092538,-0.08569773,-0.01275097,-0.01950456,-0.004855554,1.326104,0.1151999,0,0.7633394,0.3717954,-0.005961078,-0.003911759,0.7535717,1.699667,0.7392532,1.905685,0.0001736842,5.0625e-05,18.86641,0.001276648,3.258654e-13,0.001079706,2.325802e-05,0.008930787,0,0.05,0,5.0625e-05,-0.007962434,0.05641174,0.6329492,0.5,1,0.6666667,0.6,1,1,0.6,0,35,0,1.321431,1.593607,33723,0.7067127,999,189.2543
13994,1790259347.451,-0.2187666,-0.3290587,1.498514,-0.02987129,-1.10443,-0.002276015,0,-0.06598976,-0.01247031,0,-0.04729262,-0.001793799,-0.01037,-0.000481972,1.749883,-0.02017699,-0.0107258,0,-0.03036001,-0.03779059,-0.01239749,-0.01617604,-0.001443494,1.611699,0.03923608,0,0.8245146,0.3404754,-0.005633207,-0.003354695,0.7739062,1.829209,0.8189189,1.908996,0.0001714165,7.59375e-05,18.86246,0.001254925,2.971352e-12,0.001060354,2.315465e-05,0.01146981,0,0.1,0,7.59375e-05,-0.01014609,0.06524547,0.5767615,0.5,1,0.6666667,0,1,0,0,0,35,0,1.351246,1.572385,33623,0.7066402,999,187.77
13995,1790259350.366,-0.2149868,-0.3292196,1.498514,-0.03344475,-1.245533,-0.003270121,0,-0.04983103,-0.0123771,-0.001089294,-0.03515792,-0.001751396,-0.003546667,-0.0003145293,1.763804,-0.02134657,-0.003851972,0,-0.03258057,-0.03770768,-0.01082483,-0.01383448,-0.0006142496,1.827699,0.06234948,0,0.8122452,0.4121224,-0.005633642,-0.003326744,0.7667246,1.832698,0.840209,1.916678,0.0001723198,7.59375e-05,18.86391,0.001262824,7.98324e-12,0.001067353,2.315047e-05,0.01346096,0,0.05,0,7.59375e-05,-0.004346983,0.0629631,0.6902468,0.25,1,0.4,0.5,0.6666667,0,0,1,35,0,1.353419,1.549015,33869,0.7066204,999,188.0957
13996,1790259353.298,-0.2164648,-0.3293943,1.498514,-0.03022704,-1.22101,-0.004196173,-0.008,-0.05721326,-0.01217059,-0.01818163,-0.04101251,-0.001776571,-0.006572002,-0.0002862663,1.72489,-0.02007858,-0.006069783,-5.64774e-05,-0.03399118,-0.05450122,-0.01139796,-0.02241728,-0.0004836956,1.468398,0.08501064,0,0.8130803,0.3818191,-0.005867933,-0.003702151,0.763519,1.800641,0.8109078,1.911903,0.0001700145,2.25e-05,18.86328,0.001260043,1.658155e-12,0.001067393,2.263608e-05,0.01337664,0.15,0.05,0,2.25e-05,-0.006384703,0.06653354,0.6852455,0,1,0.25,0,1,0,0,0,35,0,1.342282,1.577812,33664,0.7065716,999,190.3558
13997,1790259356.203,-0.2110708,-0.3318453,1.498514,-0.0278138,-1.537812,-0.001036367,0,-0.04310387,-0.01298525,0,-0.03037881,-0.001759109,0,-0.0002532512,1.677894,-0.02024483,0,0,-0.03069147,-0.03355246,-0.01112587,-0.01836712,-0.01725772,2.280551,0.03665492,0,0.8482434,0.4600546,-0.005509799,-0.002619541,0.7703122,1.864745,0.8309878,1.916886,0.0001699945,3.375e-05,18.86392,0.001264898,1.403526e-11,0.00107277,2.213419e-05,0.009568022,0,0.1,0,3.375e-05,-0.003607201,0.06342546,0.6643438,0.4,1,1,1,1,0,0.5,0,35,0,1.311951,1.581424,33975,0.7066088,999,189.2281
13998,1790259359.092,-0.2149554,-0.3192769,1.498514,-0.04289299,-1.580712,-0.01217323,0,-0.04688554,-0.0120581,-0.004982843,-0.03143102,-0.001698147,0,-7.264195e-05,1.825772,-0.02131787,0,0,-0.0431944,-0.08677985,-0.01082033,-0.01348189,-0.0006437513,1.171015,0.08401956,0,0.7227548,0.4246244,-0.005672676,-0.004170333,0.742438,1.705532,0.8352461,1.917502,0.0001704763,5.0625e-05,18.86305,0.001252435,3.71228e-12,0.001059565,2.23943e-05,0.007941973,0,0.1,0,5.0625e-05,-0.01156987,0.0583502,0.6741079,0,1,0,0,1,1,0.6666667,0,35,0,1.290396,1.587058,34163,0.7063821,999,189.6829
13999,1790259361.997,-0.2159867,-0.3272287,1.498514,-0.03239783,-1.165645,-0.002842852,-0.00375,-0.06605677,-0.01212109,0,-0.05046798,-0.001762033,-0.01108,-0.0007945662,1.743545,-0.0213742,-0.01182965,0,-0.03386467,-0.03218643,-0.01433422,-0.0226216,-0.0009755392,1.737266,0.09005925,0,0.8183488,0.3393258,-0.005753759,-0.003333683,0.7657341,1.831254,0.8162314,1.894979,0.0001728807,5.0625e-05,18.85771,0.001260152,6.138346e-13,0.001064605,2.26671e-05,0.009063251,0,0.05,0,5.0625e-05,-0.008007462,0.06582099,0.6267849,1,1,1,0,1,1,0.5,0,35,0,1.305953,1.587494,33974,0.7061979,999,189.6794
14000,1790259364.905,-0.2157654,-0.3210446,1.498514,-0.04215037,-1.526004,-0.008302919,-0.0025,-0.04531734,-0.01221213,0,-0.03024824,-0.001676671,0,-3.27127e-05,1.800097,-0.02118662,0,0,-0.03360757,-0.04183593,-0.009542391,-0.01733297,-0.002856302,2.062888,0.08408316,0,0.75538,0.4341535,-0.005715578,-0.003523499,0.7567964,1.855497,0.8120898,1.925629,0.0001723801,2.25e-05,18.8554,0.001280244,3.389756e-12,0.001085114,2.27495e-05,0.01289187,0.15,0.1,0,2.25e-05,-0.006541189,0.06574536,0.618806,0.5,1,0.5,0.5,1,0.6666667,0,1,35,0,1.310993,1.58492,33945,0.7061505,999,190.7665
14001,1790259367.843,-0.2147046,-0.3283021,1.498514,-0.03327727,-1.213137,-0.002833843,-0.002,-0.05710862,-0.01279586,-0.02856803,-0.04343371,-0.001769873,-0.006832001,-0.0003231622,1.75193,-0.02153228,-0.00611614,-7.058399e-05,-0.0318418,-0.03314919,-0.01269936,-0.01977773,-0.004414024,1.78189,0.09265196,0,0.8172275,0.3849004,-0.00570213,-0.003335399,0.7668809,1.841004,0.8298836,1.898016,0.0001720091,5.0625e-05,18.85353,0.001279364,1.830118e-11,0.001084584,2.277165e-05,0.008153491,0,0.15,0,5.0625e-05,-0.01089693,0.06285977,0.5963378,1,1,1,1,1,1,1,0,35,0,1.31526,1.583021,33918,0.7059701,999,186.4671
14002,1790259370.738,-0.2158461,-0.323121,1.498514,-0.03535242,-1.131626,-0.005165734,-0.00375,-0.06035037,-0.0119563,-0.0008323481,-0.04328493,-0.001743824,-0.007335,-0.0003098715,1.782059,-0.0211776,-0.008392866,0,-0.03673395,-0.0537965,-0.01186435,-0.0256781,-0.001458782,1.33024,0.07326095,0,0.7823617,0.3562952,-0.005978332,-0.00385556,0.7650525,1.800472,0.7931857,1.908928,0.0001703419,7.59375e-05,18.84751,0.001246404,3.755558e-12,0.001052599,2.346333e-05,0.01127832,0,0.1,0,7.59375e-05,-0.01051576,0.06748296,0.5935544,0.6666667,1,0.6666667,1,1,1,1,0,35,0,1.308773,1.57469,34092,0.705778,999,190.3258
14003,1790259373.674,-0.2112621,-0.3201681,1.498514,-0.03138828,-0.8104658,-0.008047878,0,-0.05701825,-0.01182228,-0.005242224,-0.04138675,-0.00179428,-0.007380001,-0.0002810829,1.792188,-0.02150662,-0.006943963,-7.013306e-06,-0.03855748,-0.08142965,-0.01287147,-0.01479649,-0.0001674124,0.5110167,0.1106701,0,0.763333,0.3608822,-0.006256968,-0.004053613,0.7544717,1.663761,0.7891644,1.899565,0.0001717293,7.59375e-05,18.84459,0.001266764,1.542956e-11,0.001071336,2.369878e-05,0.0110007,0,0.05,0,7.59375e-05,-0.009036294,0.07533096,0.5731684,0.3333333,0.5,0.3333333,0,1,0,0,0,35,0,1.328032,1.596214,33616,0.7056605,999,186.501
14004,1790259376.533,-0.2147793,-0.3254077,1.498514,-0.03597217,-0.8000362,-0.004708073,-0.006250001,-0.08938393,-0.01112785,-0.06713183,-0.07177602,-0.001761209,-0.02059,-0.0009877681,1.81781,-0.02282028,-0.02230386,-3.389816e-05,-0.0397408,-0.08001813,-0.01710206,-0.01661894,-5.3522e-05,0.6664816,0.09586459,0,0.7712088,0.2142423,-0.005973144,-0.004401159,0.7564451,1.699789,0.7773921,1.878008,0.0001713651,5.0625e-05,18.84364,0.001258929,4.014787e-12,0.001064794,2.277006e-05,0.01100541,0.05,0.05,0,5.0625e-05,-0.006373925,0.05741636,0.5032147,0.5,1,0.5,0.5,0.5,0,0,1,35,0,1.306212,1.540781,34529,0.7056704,999,186.0617
14005,1790259379.448,-0.2188336,-0.3163189,1.498514,-0.03891759,-1.186201,-0.007913215,-0.06749998,-0.06110037,-0.01132502,-0.03670339,-0.045812,-0.001672954,-0.008525001,-0.0003643761,1.835035,-0.02274423,-0.008368998,0,-0.03804617,-0.05398407,-0.01306833,-0.02976543,-0.005557255,1.317172,0.100973,0,0.7479057,0.347712,-0.005936626,-0.004015235,0.7287691,1.705317,0.7699617,1.900661,0.0001728095,7.59375e-05,18.84396,0.001256736,1.288963e-11,0.001058372,2.555474e-05,0.0140322,0,0.1,0,7.59375e-05,-0.005935806,0.06501887,0.4728029,0,1,0.6666667,0.5,0.5,0,1,0,35,0,1.325241,1.578261,33857,0.7056561,999,189.7844
14006,1790259382.376,-0.2122692,-0.3235964,1.498514,-0.03408864,-1.53841,-0.006688477,-0.003,-0.04964866,-0.01184858,-0.03392898,-0.03391322,-0.001700075,0,-0.000144455,1.715139,-0.02119813,0,0,-0.03618118,-0.07298659,-0.01138423,-0.03002465,-0.003964129,1.832875,0.1342384,0,0.7855098,0.4423196,-0.007808687,-0.004339324,0.7555344,1.806397,0.7223641,1.917738,0.0001739936,3.375e-05,18.84284,0.001264785,3.338251e-11,0.001062725,2.806689e-05,0.01216633,0.1,0.05,0,3.375e-05,-0.008863626,0.05764472,0.4308663,0.4,0.6666667,0.4,0.6666667,1,1,0.3333333,0,35,0,1.356335,1.560029,33707,0.7055664,999,189.6301
14007,1790259385.292,-0.2143774,-0.3309672,1.498514,-0.03756867,-1.470743,-0.01173706,-0.015,-0.05116703,-0.01216293,0,-0.0338449,-0.001699036,0,-4.908444e-05,1.774096,-0.02323457,0,0,-0.03603157,-0.04722512,-0.009156193,-0.02904174,-0.0006159389,2.342089,0.04586719,0,0.7430355,0.4305438,-0.005760384,-0.003668492,0.7395698,1.87293,0.7722305,1.925185,0.0001735489,3.375e-05,18.84149,0.001287133,1.589037e-11,0.001090975,2.260902e-05,0.009692396,0.1,0.15,0,3.375e-05,-0.006897528,0.06089861,0.4171227,0,nan,1,1,1,1,1,1,35,0,1.32228,1.580974,33859,0.7054919,999,187.648
14008,1790259388.231,-0.2121785,-0.323557,1.498514,-0.02762438,-1.155277,-0.006300642,-0.0075,-0.06027025,-0.01200717,-0.00449473,-0.04415123,-0.00177652,-0.008244998,-0.0004143985,1.763858,-0.02231851,-0.008180737,0,-0.04114175,-0.09030905,-0.01266337,-0.02138371,-0.000802625,1.622147,0.03459174,0,0.7665403,0.3529944,-0.005641514,-0.003605353,0.7554399,1.818575,0.7681427,1.905475,0.0001733486,5.0625e-05,18.83688,0.001282158,3.805143e-12,0.001086296,2.251412e-05,0.009356285,0,0.1,0,5.0625e-05,-0.00929256,0.06006926,0.4577814,0.5,1,0.6666667,0.6666667,1,1,1,0,35,0,1.335565,1.591568,33583,0.7051614,999,184.7454
14009,1790259391.056,-0.2069108,-0.3193392,1.498514,-0.03831115,-1.618505,-0.01007276,0,-0.04817606,-0.01155199,-0.002695245,-0.0325762,-0.001700634,0,-5.224793e-05,1.786446,-0.02216117,0,0,-0.04422347,-0.1222006,-0.01042392,-0.03032271,-0.001119036,1.479348,0.1136203,0,0.7410023,0.4298394,-0.005772827,-0.003422256,0.7497246,1.696285,0.8342115,1.915605,0.0001707437,7.59375e-05,18.82987,0.0012767,3.006639e-11,0.001083226,2.273076e-05,0.01140627,0,0.1,0,7.59375e-05,-0.008556833,0.06326456,0.426648,0,1,0,0,1,0,1,0,35,0,1.225222,1.588634,34935,0.7049795,999,184.8614
14010,1790259393.916,-0.2196797,-0.3307308,1.498514,-0.0293959,-1.457133,-0.001790426,0,-0.04698665,-0.01261548,-0.000919183,-0.03207076,-0.001756207,0,-0.0001103203,1.689919,-0.02080243,0,0,-0.03101517,-0.02854271,-0.01079969,-0.02035831,-2.382548e-05,2.313439,0.05977083,0,0.8410597,0.4580935,-0.005631182,-0.002912153,0.7745134,1.894599,0.8397109,1.924747,0.0001710373,3.375e-05,18.82874,0.001290992,5.019622e-12,0.001096993,2.296193e-05,0.01352869,0.15,0.1,0,3.375e-05,-0.006964719,0.06135061,0.4681422,0,0,0.3333333,1,1,0.5,0,0,35,0,1.239473,1.609264,34507,0.7049576,999,186.8604
14011,1790259396.773,-0.2124814,-0.3222505,1.498514,-0.03201618,-1.095525,-0.002578407,0,-0.06329875,-0.01230992,-0.004963445,-0.04666026,-0.001777238,-0.01076857,-0.0003652636,1.764949,-0.0198976,-0.01062072,-2.237403e-05,-0.03396046,-0.0336904,-0.01290512,-0.02007031,-0.001213029,1.668439,0.07286536,0,0.8166491,0.3381852,-0.005683246,-0.00338353,0.7715144,1.824957,0.8012162,1.899929,0.0001732426,3.375e-05,18.82727,0.001283064,1.067847e-12,0.00108723,2.259137e-05,0.008359957,0,0.05,0,3.375e-05,-0.007533601,0.05842048,0.5254583,1,1,1,1,1,1,1,0,35,0,1.239544,1.605899,34547,0.7048642,999,187.9789
14012,1790259399.638,-0.2130089,-0.323873,1.498514,-0.03070363,-1.166548,-0.003416517,-0.00125,-0.05495836,-0.01224742,-0.00379292,-0.0403701,-0.001778399,-0.004980001,-0.000322064,1.748258,-0.02114999,-0.005496567,0,-0.03503163,-0.04550939,-0.01229516,-0.01663679,-0.0001090463,1.846818,0.04791431,0,0.8092964,0.3936231,-0.005757113,-0.003355534,0.7666698,1.829432,0.8261867,1.9113,0.0001734988,5.0625e-05,18.82249,0.001308294,1.402243e-11,0.001111954,2.28409e-05,0.008360322,0,0.1,0,5.0625e-05,-0.01163197,0.05868032,0.5373163,0.5,1,0.6666667,0.5,1,0,0,1,35,0,1.248399,1.605718,34442,0.7045287,999,186.7538
14013,1790259402.472,-0.212317,-0.3202819,1.498514,-0.03285088,-1.018554,-0.003506944,0,-0.0569456,-0.01266648,-0.001243413,-0.04159705,-0.001792752,-0.007153334,-0.0003819407,1.766621,-0.02075381,-0.007627857,0,-0.03378592,-0.03759059,-0.01168618,-0.02591691,-0.001330295,1.52787,0.1123612,0,0.8107297,0.3749096,-0.005684893,-0.003103915,0.764182,1.823452,0.821556,1.89614,0.0001727439,5.0625e-05,18.81363,0.001293531,3.582954e-12,0.001097405,2.338256e-05,0.008665147,0,0.05,0,5.0625e-05,-0.01026431,0.06161008,0.5447435,0.5,1,0.75,0,0.6666667,1,0,0,35,0,1.236501,1.585585,34833,0.7042217,999,189.0179
14014,1790259405.334,-0.2133307,-0.3192511,1.498514,-0.03416359,-0.9058694,-0.004296066,0,-0.0738866,-0.0118142,-0.004864763,-0.05438651,-0.00175944,-0.014848,-0.0005166366,1.791191,-0.02052477,-0.01513129,0,-0.03364804,-0.04687791,-0.01446538,-0.02199987,-0.0001434686,1.214958,0.1004292,0,0.7885911,0.2852623,-0.00582095,-0.003809007,0.7643752,1.752555,0.7680091,1.902296,0.000171788,2.25e-05,18.80704,0.001292086,4.388778e-13,0.001096911,2.338703e-05,0.0138042,0.15,0.1,0,2.25e-05,-0.00556076,0.06263544,0.6689741,1,1,1,1,1,1,1,0,35,0,1.237699,1.614315,34468,0.7040612,999,189.3739
14015,1790259408.207,-0.2090991,-0.3078048,1.498514,-0.03347429,-1.598819,-0.004598114,0,-0.04275008,-0.01185351,-0.009928668,-0.0301244,-0.001677315,0,-0.0001453675,1.743545,-0.02171135,0,0,-0.03594759,-0.06708392,-0.01089646,-0.03271899,-0.00192075,1.596551,0.1562924,0,0.7988085,0.4461676,-0.005938739,-0.003223966,0.7624699,1.761945,0.8253981,1.910633,0.0001726654,5.0625e-05,18.80352,0.001290556,5.126951e-12,0.001094843,2.30468e-05,0.0100295,0,0.15,0,5.0625e-05,-0.007813288,0.06418648,0.5726607,0.25,0.5,0.25,0,0.5,0.5,0,0,35,0,1.240098,1.621814,34349,0.7039189,999,184.5923
14016,1790259411.076,-0.2090542,-0.3185627,1.498514,-0.03469224,-1.538902,-0.006108516,-0.01375,-0.04349493,-0.01223807,-0.004485852,-0.03007738,-0.001699918,0,-0.0001390562,1.768408,-0.0212782,0,0,-0.03630384,-0.05448369,-0.01036199,-0.0178374,-0.002137547,2.066699,0.06569141,0,0.7874732,0.4430661,-0.005631433,-0.003329729,0.7575397,1.853474,0.8426574,1.917779,0.0001713383,5.0625e-05,18.7983,0.001288816,7.223665e-11,0.001094837,2.264044e-05,0.008594892,0,0.05,0,5.0625e-05,-0.007546759,0.06016651,0.5357007,0.6666667,0.75,0.75,1,1,0.5,0,0,35,0,1.234517,1.62376,34392,0.7036529,999,187.5548
14017,1790259413.959,-0.2075712,-0.3142112,1.498514,-0.03502385,-1.539403,-0.005428955,-0.003333334,-0.0421107,-0.01203217,-0.04364295,-0.02894335,-0.001731455,0,-7.158296e-05,1.791322,-0.0212227,0,0,-0.03392181,-0.02754131,-0.009951524,-0.02331704,-0.0009776121,1.557515,0.1225628,0,0.7939372,0.4448706,-0.005759175,-0.003324714,0.7515774,1.74364,0.8237734,1.922749,0.0001694736,2.25e-05,18.79101,0.001277207,3.398832e-11,0.001084642,2.309131e-05,0.01395031,0.15,0.1,0,2.25e-05,-0.006904888,0.0539732,0.4642243,0,1,0.3333333,0,0,1,0,0,35,0,1.246109,1.625252,34236,0.7034289,999,188.8929
14018,1790259416.871,-0.2179649,-0.3297061,1.498514,-0.03268407,-0.7458456,-0.002847371,0,-0.06816205,-0.01222432,-0.000722316,-0.04923871,-0.001811147,-0.01364,-0.0004524343,1.754433,-0.02074765,-0.01393079,0,-0.03509852,-0.04211426,-0.01238242,-0.01589328,-0.000196319,1.314828,0.0269546,0,0.8118889,0.3074705,-0.005690806,-0.003549338,0.7668431,1.790102,0.8303925,1.899712,0.0001671928,3.375e-05,18.78798,0.001271516,1.065698e-11,0.001081737,2.258582e-05,0.007419212,0,0.1,0,3.375e-05,-0.007011141,0.06014721,0.4662555,1,1,1,1,1,1,0,0,35,0,1.291197,1.608548,33900,0.7033322,999,185.1771
14019,1790259419.803,-0.2063154,-0.322996,1.498514,-0.03098875,-1.502383,-0.01013718,0,-0.0504631,-0.01199323,-0.005127042,-0.03416454,-0.001715838,0,-0.0001388546,1.751345,-0.02371798,0,0,-0.0439687,-0.1126847,-0.009340729,-0.02757616,-0.0003708117,1.459857,0.1171235,0,0.7530048,0.4330693,-0.005756816,-0.002842018,0.7462517,1.801562,0.8082983,1.921381,0.0001676486,5.0625e-05,18.7848,0.001256632,1.50202e-12,0.001066653,2.233027e-05,0.01025501,0,0.1,0,5.0625e-05,-0.007919168,0.05958131,0.4330747,0.5,nan,0.5,0.5,1,0,0,0,35,0,1.336066,1.582383,33683,0.7031944,999,186.3847
14020,1790259422.744,-0.2170172,-0.3225655,1.498514,-0.02948517,-0.4992342,-0.001624691,0,-0.07444078,-0.01227882,0,-0.0555814,-0.001851204,-0.01745334,-0.0004986966,1.773554,-0.01998694,-0.01790035,0,-0.02999983,-0.03362114,-0.01593658,-0.01176459,-0.0004413826,0.8504348,0.03659154,0,0.8305299,0.265769,-0.005843806,-0.003745959,0.7862172,1.768676,0.7466476,1.899803,0.0001676872,7.59375e-05,18.78326,0.001261374,2.507922e-12,0.001071201,2.248538e-05,0.0113177,0,0.1,0,7.59375e-05,-0.008941645,0.06436031,0.6346489,1,1,1,1,1,1,1,0,35,0,1.373397,1.554445,33575,0.7031556,999,186.2487
14021,1790259425.681,-0.2127081,-0.312011,1.498514,-0.03271819,-1.481939,-0.002834219,-0.006666667,-0.04009556,-0.01247501,0,-0.02816817,-0.001708977,0,-0.000117398,1.775071,-0.02146469,0,0,-0.03245578,-0.03134442,-0.00968173,-0.02633894,-0.002372018,2.522215,0.04627956,0,0.8004699,0.4469583,-0.005644567,-0.003357429,0.7635989,1.908849,0.8384354,1.926026,0.0001673391,7.59375e-05,18.78225,0.001259073,1.87374e-11,0.00106931,2.242422e-05,0.01213116,0,0.05,0,7.59375e-05,-0.008697719,0.06158412,0.6163189,1,1,1,1,1,1,0.5,0,35,0,1.342687,1.58175,33614,0.7029775,999,186.9243
