t,state,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_fb_0,q_fb_1,q_fb_2,q_fb_3,q_fb_4,q_fb_5,q_true_0,q_true_1,q_true_2,q_true_3,q_true_4,q_true_5,gripper_cmd_m,finger_m,cup_x_b,cup_y_b,cup_top_z_b,cup_tilt_deg,jaw_x_b,jaw_y_b,jaw_z_b,base_height_m
1.860,moving,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13023,0.94590,0.02758,-0.15467,0.02198,0.00702,0.13026,0.95183,0.02755,-0.15467,0.02198,0.0000,0.0000,0.4357,0.0299,-0.0405,0.00,0.2767,-0.0001,0.1509,0.0852
1.880,moving,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13023,0.94590,0.02758,-0.15467,0.02198,0.00702,0.13023,0.95029,0.02754,-0.15468,0.02198,0.0000,0.0000,0.4357,0.0299,-0.0406,0.00,0.2772,-0.0001,0.1513,0.0851
1.900,moving,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13023,0.94590,0.02758,-0.15467,0.02198,0.00702,0.13020,0.94899,0.02756,-0.15468,0.02198,0.0000,0.0000,0.4357,0.0299,-0.0406,0.00,0.2776,-0.0001,0.1516,0.0851
1.920,moving,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13023,0.94590,0.02758,-0.15467,0.02198,0.00702,0.13018,0.94794,0.02757,-0.15468,0.02198,0.0000,0.0000,0.4357,0.0299,-0.0405,0.00,0.2779,-0.0001,0.1519,0.0851
1.940,moving,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13023,0.94590,0.02758,-0.15467,0.02198,0.00702,0.13017,0.94708,0.02758,-0.15469,0.02198,0.0000,0.0000,0.4357,0.0299,-0.0406,0.00,0.2782,-0.0001,0.1521,0.0851
1.960,moving,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13017,0.94708,0.02758,-0.15469,0.02198,0.00702,0.13016,0.94637,0.02758,-0.15469,0.02198,0.0000,0.0000,0.4357,0.0299,-0.0406,0.00,0.2784,-0.0001,0.1523,0.0852
1.980,moving,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13017,0.94708,0.02758,-0.15469,0.02198,0.00702,0.13015,0.94580,0.02758,-0.15469,0.02198,0.0000,0.0000,0.4357,0.0299,-0.0405,0.00,0.2786,-0.0001,0.1524,0.0852
2.000,moving,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13017,0.94708,0.02758,-0.15469,0.02198,0.00702,0.13014,0.94533,0.02759,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2787,-0.0001,0.1525,0.0852
2.020,moving,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13017,0.94708,0.02758,-0.15469,0.02198,0.00702,0.13014,0.94494,0.02759,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2788,-0.0001,0.1526,0.0852
2.040,moving,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13017,0.94708,0.02758,-0.15469,0.02198,0.00702,0.13014,0.94463,0.02759,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2789,-0.0001,0.1527,0.0852
2.060,moving,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13017,0.94708,0.02758,-0.15469,0.02198,0.00702,0.13014,0.94437,0.02759,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2790,-0.0001,0.1528,0.0852
2.080,moving,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13014,0.94437,0.02759,-0.15469,0.02198,0.00702,0.13014,0.94416,0.02759,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2791,-0.0001,0.1528,0.0852
2.100,moving,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13014,0.94437,0.02759,-0.15469,0.02198,0.00702,0.13013,0.94399,0.02759,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2791,-0.0001,0.1529,0.0852
2.120,moving,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13014,0.94437,0.02759,-0.15469,0.02198,0.00702,0.13013,0.94385,0.02759,-0.15469,0.02197,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2792,-0.0001,0.1529,0.0852
2.140,moving,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13014,0.94437,0.02759,-0.15469,0.02198,0.00702,0.13013,0.94374,0.02759,-0.15469,0.02197,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2792,-0.0001,0.1529,0.0852
2.160,moving,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13014,0.94437,0.02759,-0.15469,0.02198,0.00702,0.13013,0.94365,0.02759,-0.15469,0.02197,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2792,-0.0001,0.1529,0.0852
2.180,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13014,0.94437,0.02759,-0.15469,0.02198,0.00702,0.13013,0.94358,0.02759,-0.15469,0.02197,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2793,-0.0001,0.1530,0.0852
2.200,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13013,0.94358,0.02759,-0.15469,0.02197,0.00702,0.13012,0.94352,0.02759,-0.15469,0.02197,0.0000,0.0000,0.4357,0.0299,-0.0405,0.00,0.2793,-0.0001,0.1530,0.0852
2.220,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13013,0.94358,0.02759,-0.15469,0.02197,0.00702,0.13012,0.94347,0.02759,-0.15469,0.02197,0.0000,0.0000,0.4357,0.0299,-0.0405,0.00,0.2793,-0.0001,0.1530,0.0852
2.240,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13013,0.94358,0.02759,-0.15469,0.02197,0.00702,0.13012,0.94343,0.02759,-0.15469,0.02197,0.0000,0.0000,0.4357,0.0299,-0.0405,0.00,0.2793,-0.0001,0.1530,0.0852
2.260,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13013,0.94358,0.02759,-0.15469,0.02197,0.00702,0.13012,0.94339,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4357,0.0299,-0.0405,0.00,0.2793,-0.0001,0.1530,0.0852
2.280,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13013,0.94358,0.02759,-0.15469,0.02197,0.00702,0.13012,0.94337,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4357,0.0299,-0.0405,0.00,0.2793,-0.0001,0.1530,0.0852
2.300,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13013,0.94358,0.02759,-0.15469,0.02197,0.00702,0.13012,0.94335,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2793,-0.0001,0.1530,0.0852
2.320,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94335,0.02760,-0.15469,0.02198,0.00702,0.13012,0.94333,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2793,-0.0001,0.1530,0.0852
2.340,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94335,0.02760,-0.15469,0.02198,0.00702,0.13012,0.94331,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2793,-0.0001,0.1530,0.0852
2.360,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94335,0.02760,-0.15469,0.02198,0.00702,0.13012,0.94330,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2793,-0.0001,0.1530,0.0852
2.380,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94335,0.02760,-0.15469,0.02198,0.00702,0.13012,0.94329,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2793,-0.0001,0.1530,0.0852
2.400,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94335,0.02760,-0.15469,0.02198,0.00702,0.13012,0.94328,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2793,-0.0001,0.1530,0.0852
2.420,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94335,0.02760,-0.15469,0.02198,0.00702,0.13012,0.94327,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2793,-0.0001,0.1530,0.0852
2.440,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94327,0.02760,-0.15469,0.02198,0.00702,0.13012,0.94327,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2793,-0.0001,0.1530,0.0852
2.460,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94327,0.02760,-0.15469,0.02198,0.00702,0.13012,0.94326,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2794,-0.0001,0.1530,0.0852
2.480,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94327,0.02760,-0.15469,0.02198,0.00702,0.13012,0.94326,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2794,-0.0001,0.1530,0.0852
2.500,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94327,0.02760,-0.15469,0.02198,0.00702,0.13012,0.94326,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2794,-0.0001,0.1530,0.0852
2.520,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94327,0.02760,-0.15469,0.02198,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2794,-0.0001,0.1530,0.0852
2.540,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94327,0.02760,-0.15469,0.02198,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02197,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2794,-0.0001,0.1530,0.0852
2.560,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02197,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02197,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2794,-0.0001,0.1530,0.0852
2.580,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02197,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02197,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2794,-0.0001,0.1530,0.0852
2.600,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02197,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02197,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2794,-0.0001,0.1530,0.0852
2.620,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02197,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2794,-0.0001,0.1530,0.0852
2.640,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02197,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2794,-0.0001,0.1530,0.0852
2.660,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02197,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2794,-0.0001,0.1530,0.0852
2.680,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02198,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2794,-0.0001,0.1530,0.0852
2.700,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02198,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2794,-0.0001,0.1530,0.0852
2.720,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02198,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2794,-0.0001,0.1531,0.0852
2.740,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02198,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2794,-0.0001,0.1531,0.0852
2.760,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02198,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2794,-0.0001,0.1531,0.0852
2.780,detect,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02198,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2794,-0.0001,0.1531,0.0852
2.800,failed,0.00706,0.12588,0.94146,0.02787,-0.15502,0.02199,0.00702,0.13012,0.94325,0.02760,-0.15469,0.02198,0.00702,0.13012,0.94324,0.02760,-0.15469,0.02198,0.0000,0.0000,0.4356,0.0299,-0.0405,0.00,0.2794,-0.0001,0.1531,0.0852
