attempt,step,time_s,phase,jaw_centre_error_m,lateral_error_m,along_error_m,tip_goal_error_m,jaw_command_m,approach_elevation_deg,jaw_tilt_deg,base_height_m,base_shift_m,base_yaw_deg,finger_contact_n,forearm_contact_n,fell,cup_lift_m,cup_tilt_deg
0,7,0.14,spawn,0.01917,0.01742,-0.008,0.01917,0.0048,4.93,41.39,0.3325,0.0063,0.025,0.0,0.0,0,0.0,0.0
1,7,0.14,spawn,0.01917,0.01743,-0.00799,0.01917,0.0048,4.93,41.39,0.3325,0.0063,0.025,0.0,0.0,0,0.0,0.0
2,7,0.14,spawn,0.01917,0.01743,-0.00798,0.01917,0.0048,4.93,41.39,0.3325,0.0063,0.025,0.0,0.0,0,0.0,0.0
3,7,0.14,spawn,0.01916,0.01741,-0.00799,0.01916,0.0048,4.93,41.39,0.3325,0.0063,0.025,0.0,0.0,0,0.0,0.0
0,8,0.16,spawn,0.01847,0.01764,-0.00548,0.01847,0.0054,6.48,46.16,0.3295,0.0073,0.008,0.0,0.0,0,0.0,0.0
1,8,0.16,spawn,0.01847,0.01763,-0.00548,0.01847,0.0054,6.47,46.16,0.3295,0.0073,0.008,0.0,0.0,0,0.0,0.0
2,8,0.16,spawn,0.01848,0.01765,-0.00548,0.01848,0.0054,6.48,46.16,0.3295,0.0073,0.008,0.0,0.0,0,0.0,0.0
3,8,0.16,spawn,0.01847,0.01764,-0.00548,0.01847,0.0054,6.48,46.16,0.3295,0.0073,0.008,0.0,0.0,0,0.0,0.0
0,9,0.18,spawn,0.01636,0.01542,-0.00549,0.01636,0.006,8.02,50.93,0.3267,0.0081,-0.019,0.0,0.0,0,0.0,0.0
1,9,0.18,spawn,0.01637,0.01541,-0.00551,0.01637,0.006,8.02,50.93,0.3267,0.0081,-0.019,0.0,0.0,0,0.0,0.0
2,9,0.18,spawn,0.01636,0.0154,-0.00551,0.01636,0.006,8.02,50.93,0.3267,0.0081,-0.019,0.0,0.0,0,0.0,0.0
3,9,0.18,spawn,0.01636,0.01541,-0.0055,0.01636,0.006,8.02,50.93,0.3267,0.0081,-0.019,0.0,0.0,0,0.0,0.0
0,10,0.2,spawn,0.0139,0.01303,-0.00484,0.0139,0.0066,8.35,55.69,0.3244,0.009,-0.043,0.0,0.0,0,0.0,0.0
1,10,0.2,spawn,0.0139,0.01302,-0.00487,0.0139,0.0066,8.34,55.69,0.3244,0.009,-0.043,0.0,0.0,0,0.0,0.0
2,10,0.2,spawn,0.01389,0.01301,-0.00486,0.01389,0.0066,8.34,55.69,0.3244,0.009,-0.043,0.0,0.0,0,0.0,0.0
3,10,0.2,spawn,0.0139,0.01302,-0.00486,0.0139,0.0066,8.34,55.69,0.3244,0.009,-0.043,0.0,0.0,0,0.0,0.0
0,11,0.22,spawn,0.0128,0.01274,-0.00124,0.0128,0.0072,8.62,60.33,0.3224,0.0101,-0.065,0.0,0.0,0,0.0,0.0
1,11,0.22,spawn,0.0128,0.01274,-0.00127,0.0128,0.0072,8.62,60.33,0.3224,0.0101,-0.065,0.0,0.0,0,0.0,0.0
2,11,0.22,spawn,0.0128,0.01274,-0.00126,0.0128,0.0072,8.62,60.33,0.3224,0.0101,-0.065,0.0,0.0,0,0.0,0.0
3,11,0.22,spawn,0.0128,0.01274,-0.00126,0.0128,0.0072,8.62,60.33,0.3224,0.0101,-0.065,0.0,0.0,0,0.0,0.0
0,12,0.24,spawn,0.01313,0.01297,0.00204,0.01313,0.0078,9.23,64.86,0.3206,0.0112,-0.108,0.0,0.0,0,0.0,0.0
1,12,0.24,spawn,0.01313,0.01297,0.00201,0.01313,0.0078,9.23,64.86,0.3206,0.0112,-0.108,0.0,0.0,0,0.0,0.0
2,12,0.24,spawn,0.01313,0.01298,0.00202,0.01313,0.0078,9.23,64.86,0.3206,0.0112,-0.108,0.0,0.0,0,0.0,0.0
3,12,0.24,spawn,0.01313,0.01297,0.00202,0.01313,0.0078,9.23,64.86,0.3206,0.0112,-0.108,0.0,0.0,0,0.0,0.0
0,13,0.26,spawn,0.01107,0.01028,0.00412,0.01107,0.0084,9.31,69.43,0.3192,0.0122,-0.168,0.0,0.0,0,0.0,0.0
1,13,0.26,spawn,0.01106,0.01028,0.00409,0.01106,0.0084,9.31,69.43,0.3192,0.0122,-0.168,0.0,0.0,0,0.0,0.0
2,13,0.26,spawn,0.01107,0.01028,0.0041,0.01107,0.0084,9.31,69.43,0.3192,0.0122,-0.168,0.0,0.0,0,0.0,0.0
3,13,0.26,spawn,0.01107,0.01029,0.00409,0.01107,0.0084,9.31,69.43,0.3192,0.0122,-0.168,0.0,0.0,0,0.0,0.0
0,14,0.28,spawn,0.00872,0.00685,0.00541,0.00872,0.009,9.04,73.89,0.3181,0.0131,-0.221,0.0,0.0,0,0.0,0.0
1,14,0.28,spawn,0.00871,0.00684,0.00539,0.00871,0.009,9.04,73.89,0.3181,0.0131,-0.221,0.0,0.0,0,0.0,0.0
2,14,0.28,spawn,0.00872,0.00685,0.0054,0.00872,0.009,9.04,73.89,0.3181,0.0131,-0.221,0.0,0.0,0,0.0,0.0
3,14,0.28,spawn,0.00872,0.00686,0.00538,0.00872,0.009,9.04,73.89,0.3181,0.0131,-0.221,0.0,0.0,0,0.0,0.0
0,15,0.3,spawn,0.00775,0.00438,0.00639,0.00775,0.0096,8.56,78.05,0.3172,0.0139,-0.264,0.0,0.0,0,0.0,0.0
1,15,0.3,spawn,0.00773,0.00438,0.00637,0.00773,0.0096,8.56,78.05,0.3172,0.0139,-0.264,0.0,0.0,0,0.0,0.0
2,15,0.3,spawn,0.00774,0.00439,0.00638,0.00774,0.0096,8.56,78.05,0.3172,0.0139,-0.264,0.0,0.0,0,0.0,0.0
3,15,0.3,spawn,0.00773,0.00439,0.00637,0.00773,0.0096,8.55,78.05,0.3172,0.0139,-0.264,0.0,0.0,0,0.0,0.0
0,16,0.32,spawn,0.00926,0.00448,0.0081,0.00926,0.0102,8.12,81.23,0.3165,0.0148,-0.295,0.0,0.0,0,0.0,0.0
1,16,0.32,spawn,0.00924,0.00449,0.00807,0.00924,0.0102,8.12,81.23,0.3165,0.0148,-0.295,0.0,0.0,0,0.0,0.0
2,16,0.32,spawn,0.00924,0.00448,0.00808,0.00924,0.0102,8.12,81.23,0.3165,0.0148,-0.295,0.0,0.0,0,0.0,0.0
3,16,0.32,spawn,0.00923,0.00446,0.00808,0.00923,0.0102,8.12,81.23,0.3165,0.0148,-0.295,0.0,0.0,0,0.0,0.0
0,17,0.34,spawn,0.01098,0.00404,0.0102,0.01098,0.0108,7.38,82.46,0.3161,0.0156,-0.308,0.0,0.0,0,0.0,0.0
1,17,0.34,spawn,0.01095,0.00403,0.01018,0.01095,0.0108,7.38,82.45,0.3161,0.0156,-0.308,0.0,0.0,0,0.0,0.0
2,17,0.34,spawn,0.01096,0.00404,0.01018,0.01096,0.0108,7.38,82.46,0.3161,0.0156,-0.308,0.0,0.0,0,0.0,0.0
3,17,0.34,spawn,0.01095,0.00405,0.01018,0.01095,0.0108,7.38,82.46,0.3161,0.0156,-0.308,0.0,0.0,0,0.0,0.0
0,18,0.36,spawn,0.01345,0.00579,0.01214,0.01345,0.0114,6.4,80.92,0.3158,0.0163,-0.325,0.0,0.0,0,0.0,0.0
1,18,0.36,spawn,0.01345,0.0058,0.01213,0.01345,0.0114,6.4,80.92,0.3158,0.0163,-0.325,0.0,0.0,0,0.0,0.0
2,18,0.36,spawn,0.01342,0.00576,0.01212,0.01342,0.0114,6.4,80.92,0.3158,0.0163,-0.324,0.0,0.0,0,0.0,0.0
3,18,0.36,spawn,0.01341,0.00575,0.01211,0.01341,0.0114,6.41,80.91,0.3158,0.0163,-0.324,0.0,0.0,0,0.0,0.0
0,19,0.38,spawn,0.01482,0.00525,0.01385,0.01482,0.012,5.39,77.62,0.3156,0.0171,-0.301,0.0,0.0,0,0.0,0.0
1,19,0.38,spawn,0.01482,0.00524,0.01387,0.01482,0.012,5.38,77.62,0.3156,0.0171,-0.301,0.0,0.0,0,0.0,0.0
2,19,0.38,spawn,0.01479,0.00523,0.01384,0.01479,0.012,5.39,77.62,0.3156,0.0171,-0.301,0.0,0.0,0,0.0,0.0
3,19,0.38,spawn,0.01478,0.00524,0.01382,0.01478,0.012,5.39,77.61,0.3156,0.0171,-0.3,0.0,0.0,0,0.0,0.0
0,20,0.4,spawn,0.01587,0.00559,0.01485,0.01587,0.0126,4.29,73.62,0.3155,0.0178,-0.255,0.0,0.0,0,0.0,0.0
1,20,0.4,spawn,0.01587,0.00556,0.01486,0.01587,0.0126,4.28,73.62,0.3155,0.0178,-0.254,0.0,0.0,0,0.0,0.0
2,20,0.4,spawn,0.01585,0.00557,0.01484,0.01585,0.0126,4.29,73.62,0.3155,0.0178,-0.255,0.0,0.0,0,0.0,0.0
3,20,0.4,spawn,0.01584,0.00559,0.01482,0.01584,0.0126,4.29,73.62,0.3155,0.0178,-0.254,0.0,0.0,0,0.0,0.0
0,21,0.42,spawn,0.01664,0.00792,0.01463,0.01664,0.0132,3.75,74.38,0.3153,0.0184,-0.203,0.0,0.0,0,0.0,0.0
1,21,0.42,spawn,0.01662,0.00789,0.01463,0.01662,0.0132,3.75,74.38,0.3153,0.0184,-0.203,0.0,0.0,0,0.0,0.0
2,21,0.42,spawn,0.01662,0.00791,0.01462,0.01662,0.0132,3.75,74.36,0.3153,0.0184,-0.203,0.0,0.0,0,0.0,0.0
3,21,0.42,spawn,0.01662,0.00792,0.01461,0.01662,0.0132,3.75,74.36,0.3153,0.0184,-0.203,0.0,0.0,0,0.0,0.0
0,22,0.44,spawn,0.01716,0.01048,0.01359,0.01716,0.0138,3.37,79.87,0.3151,0.019,-0.141,0.0,0.0,0,0.0,0.0
1,22,0.44,spawn,0.01715,0.01046,0.01359,0.01715,0.0138,3.37,79.86,0.3151,0.019,-0.14,0.0,0.0,0,0.0,0.0
2,22,0.44,spawn,0.01712,0.01042,0.01358,0.01712,0.0138,3.37,79.85,0.3151,0.019,-0.14,0.0,0.0,0,0.0,0.0
3,22,0.44,spawn,0.01712,0.01042,0.01358,0.01712,0.0138,3.37,79.85,0.3151,0.019,-0.14,0.0,0.0,0,0.0,0.0
0,23,0.46,spawn,0.01788,0.01197,0.01328,0.01788,0.0144,2.78,85.33,0.3149,0.0196,-0.074,0.0,0.0,0,0.0,0.0
1,23,0.46,spawn,0.01787,0.01196,0.01328,0.01787,0.0144,2.77,85.33,0.3149,0.0196,-0.074,0.0,0.0,0,0.0,0.0
2,23,0.46,spawn,0.0179,0.01202,0.01326,0.0179,0.0144,2.77,85.32,0.3149,0.0196,-0.074,0.0,0.0,0,0.0,0.0
3,23,0.46,spawn,0.0179,0.01203,0.01326,0.0179,0.0144,2.77,85.31,0.3149,0.0196,-0.074,0.0,0.0,0,0.0,0.0
0,24,0.48,spawn,0.01778,0.01155,0.01352,0.01778,0.015,2.28,86.86,0.3147,0.0203,0.001,0.0,0.0,0,0.0,0.0
1,24,0.48,spawn,0.01779,0.01156,0.01352,0.01779,0.015,2.28,86.87,0.3147,0.0203,0.001,0.0,0.0,0,0.0,0.0
2,24,0.48,spawn,0.01783,0.01163,0.01351,0.01783,0.015,2.27,86.88,0.3147,0.0203,0.0,0.0,0.0,0,0.0,0.0
3,24,0.48,spawn,0.01784,0.01164,0.01351,0.01784,0.015,2.27,86.88,0.3147,0.0203,0.0,0.0,0.0,0,0.0,0.0
0,25,0.5,spawn,0.01738,0.01058,0.01378,0.01738,0.0156,1.82,82.8,0.3145,0.021,0.076,0.0,0.0,0,0.0,0.0
1,25,0.5,spawn,0.01739,0.01061,0.01378,0.01739,0.0156,1.81,82.8,0.3145,0.021,0.077,0.0,0.0,0,0.0,0.0
2,25,0.5,spawn,0.01741,0.01064,0.01378,0.01741,0.0156,1.81,82.87,0.3145,0.021,0.076,0.0,0.0,0,0.0,0.0
3,25,0.5,spawn,0.01742,0.01065,0.01378,0.01742,0.0156,1.81,82.89,0.3145,0.021,0.076,0.0,0.0,0,0.0,0.0
0,26,0.52,spawn,0.01683,0.01079,0.01292,0.01683,0.0162,1.07,81.56,0.3144,0.0216,0.142,0.0,0.0,0,0.0,0.0
1,26,0.52,spawn,0.01685,0.01081,0.01292,0.01685,0.0162,1.07,81.55,0.3144,0.0216,0.142,0.0,0.0,0,0.0,0.0
2,26,0.52,spawn,0.01682,0.01079,0.0129,0.01682,0.0162,1.07,81.58,0.3144,0.0216,0.142,0.0,0.0,0,0.0,0.0
3,26,0.52,spawn,0.01682,0.01079,0.01291,0.01682,0.0162,1.07,81.59,0.3144,0.0216,0.142,0.0,0.0,0,0.0,0.0
0,27,0.54,spawn,0.01698,0.01305,0.01086,0.01698,0.0168,0.01,81.33,0.3142,0.0221,0.184,0.0,0.0,0,0.0,0.0
1,27,0.54,spawn,0.01698,0.01305,0.01086,0.01698,0.0168,0.01,81.33,0.3142,0.0221,0.184,0.0,0.0,0,0.0,0.0
2,27,0.54,spawn,0.01696,0.01306,0.01082,0.01696,0.0168,0.01,81.34,0.3142,0.0221,0.184,0.0,0.0,0,0.0,0.0
3,27,0.54,spawn,0.01696,0.01307,0.01082,0.01696,0.0168,0.01,81.35,0.3142,0.0221,0.184,0.0,0.0,0,0.0,0.0
0,28,0.56,spawn,0.01778,0.01512,0.00936,0.01778,0.0174,-0.89,81.11,0.3141,0.0226,0.248,0.0,0.0,0,0.0,0.0
1,28,0.56,spawn,0.01779,0.01513,0.00936,0.01779,0.0174,-0.89,81.1,0.3141,0.0226,0.249,0.0,0.0,0,0.0,0.0
2,28,0.56,spawn,0.01774,0.01511,0.0093,0.01774,0.0174,-0.88,81.1,0.3141,0.0225,0.249,0.0,0.0,0,0.0,0.0
3,28,0.56,spawn,0.01773,0.01509,0.00931,0.01773,0.0174,-0.88,81.1,0.3141,0.0225,0.249,0.0,0.0,0,0.0,0.0
0,29,0.58,spawn,0.02203,0.02029,0.0086,0.02203,0.018,-2.08,80.72,0.314,0.023,0.31,0.0,0.0,0,0.0,0.0
1,29,0.58,spawn,0.02203,0.02029,0.00859,0.02203,0.018,-2.08,80.71,0.3141,0.023,0.31,0.0,0.0,0,0.0,0.0
2,29,0.58,spawn,0.02202,0.02029,0.00854,0.02202,0.018,-2.09,80.71,0.314,0.023,0.31,0.0,0.0,0,0.0,0.0
3,29,0.58,spawn,0.02202,0.02029,0.00855,0.02202,0.018,-2.08,80.7,0.314,0.0229,0.31,0.0,0.0,0,0.0,0.0
0,30,0.6,spawn,0.02694,0.02593,0.00732,0.02694,0.0186,-2.99,80.02,0.314,0.0233,0.378,0.0,0.0,0,0.0,0.0
1,30,0.6,spawn,0.02694,0.02593,0.00731,0.02694,0.0186,-2.99,80.0,0.314,0.0233,0.378,0.0,0.0,0,0.0,0.0
2,30,0.6,spawn,0.02695,0.02595,0.00726,0.02695,0.0186,-2.99,80.0,0.314,0.0233,0.377,0.0,0.0,0,0.0,0.0
3,30,0.6,spawn,0.02696,0.02596,0.00728,0.02696,0.0186,-2.99,80.0,0.314,0.0233,0.378,0.0,0.0,0,0.0,0.0
0,31,0.62,spawn,0.03101,0.03065,0.00474,0.03101,0.0192,-3.68,79.27,0.3139,0.0235,0.442,0.0,0.0,0,0.0,0.0
1,31,0.62,spawn,0.031,0.03064,0.00473,0.031,0.0192,-3.69,79.25,0.3139,0.0235,0.442,0.0,0.0,0,0.0,0.0
2,31,0.62,spawn,0.03102,0.03067,0.00469,0.03102,0.0192,-3.68,79.25,0.3139,0.0235,0.442,0.0,0.0,0,0.0,0.0
3,31,0.62,spawn,0.03104,0.03068,0.00471,0.03104,0.0192,-3.68,79.25,0.3139,0.0235,0.442,0.0,0.0,0,0.0,0.0
0,32,0.64,spawn,0.03551,0.03547,0.00181,0.03551,0.0198,-4.58,77.91,0.3138,0.0237,0.497,0.0,0.0,0,0.0,0.0
1,32,0.64,spawn,0.03551,0.03546,0.00179,0.03551,0.0198,-4.58,77.88,0.3138,0.0237,0.497,0.0,0.0,0,0.0,0.0
2,32,0.64,spawn,0.03553,0.03548,0.00176,0.03553,0.0198,-4.58,77.89,0.3138,0.0237,0.496,0.0,0.0,0,0.0,0.0
3,32,0.64,spawn,0.03553,0.03549,0.00177,0.03553,0.0198,-4.58,77.9,0.3138,0.0236,0.496,0.0,0.0,0,0.0,0.0
0,33,0.66,spawn,0.04131,0.04131,-0.00044,0.04131,0.0204,-5.26,74.43,0.3136,0.0238,0.563,0.0,0.0,0,0.0,0.0
1,33,0.66,spawn,0.0413,0.0413,-0.00046,0.0413,0.0204,-5.26,74.39,0.3136,0.0238,0.563,0.0,0.0,0,0.0,0.0
2,33,0.66,spawn,0.0413,0.0413,-0.00047,0.0413,0.0204,-5.26,74.39,0.3136,0.0238,0.563,0.0,0.0,0,0.0,0.0
3,33,0.66,spawn,0.04131,0.0413,-0.00046,0.04131,0.0204,-5.26,74.4,0.3136,0.0238,0.563,0.0,0.0,0,0.0,0.0
0,34,0.68,spawn,0.04695,0.04688,-0.00269,0.04695,0.021,-5.46,71.61,0.3134,0.0239,0.645,0.0,0.0,0,0.0,0.0
1,34,0.68,spawn,0.04694,0.04686,-0.00271,0.04694,0.021,-5.46,71.57,0.3134,0.0239,0.645,0.0,0.0,0,0.0,0.0
2,34,0.68,spawn,0.04694,0.04686,-0.00271,0.04694,0.021,-5.46,71.59,0.3134,0.0239,0.644,0.0,0.0,0,0.0,0.0
3,34,0.68,spawn,0.04694,0.04687,-0.0027,0.04694,0.021,-5.46,71.59,0.3134,0.0239,0.644,0.0,0.0,0,0.0,0.0
0,35,0.7,spawn,0.05126,0.05094,-0.00574,0.05126,0.0216,-5.34,69.08,0.3131,0.024,0.729,0.0,0.0,0,0.0,0.0
1,35,0.7,spawn,0.05125,0.05092,-0.00575,0.05125,0.0216,-5.33,69.05,0.3131,0.024,0.729,0.0,0.0,0,0.0,0.0
2,35,0.7,spawn,0.05125,0.05092,-0.00575,0.05125,0.0216,-5.34,69.07,0.3131,0.0239,0.729,0.0,0.0,0,0.0,0.0
3,35,0.7,spawn,0.05125,0.05093,-0.00574,0.05125,0.0216,-5.34,69.08,0.3131,0.0239,0.729,0.0,0.0,0,0.0,0.0
0,36,0.72,spawn,0.05509,0.05439,-0.00876,0.05509,0.0222,-5.22,65.75,0.3128,0.024,0.813,0.0,0.0,0,0.0,0.0
1,36,0.72,spawn,0.05508,0.05438,-0.00877,0.05508,0.0222,-5.22,65.7,0.3128,0.0239,0.813,0.0,0.0,0,0.0,0.0
2,36,0.72,spawn,0.05508,0.05437,-0.00877,0.05508,0.0222,-5.22,65.75,0.3128,0.0239,0.813,0.0,0.0,0,0.0,0.0
3,36,0.72,spawn,0.05508,0.05437,-0.00876,0.05508,0.0222,-5.22,65.76,0.3128,0.0239,0.813,0.0,0.0,0,0.0,0.0
0,37,0.74,spawn,0.0591,0.05808,-0.01093,0.0591,0.0228,-5.29,62.45,0.3125,0.0239,0.894,0.0,0.0,0,0.0,0.0
1,37,0.74,spawn,0.0591,0.05807,-0.01095,0.0591,0.0228,-5.28,62.42,0.3125,0.0239,0.894,0.0,0.0,0,0.0,0.0
2,37,0.74,spawn,0.05908,0.05806,-0.01095,0.05908,0.0228,-5.28,62.46,0.3124,0.0239,0.894,0.0,0.0,0,0.0,0.0
3,37,0.74,spawn,0.05908,0.05806,-0.01093,0.05908,0.0228,-5.28,62.47,0.3124,0.0239,0.894,0.0,0.0,0,0.0,0.0
0,38,0.76,spawn,0.06375,0.06255,-0.0123,0.06375,0.0234,-5.23,59.05,0.3121,0.0239,0.979,0.0,0.0,0,0.0,0.0
1,38,0.76,spawn,0.06375,0.06255,-0.01231,0.06375,0.0234,-5.23,59.02,0.3121,0.0239,0.979,0.0,0.0,0,0.0,0.0
2,38,0.76,spawn,0.06374,0.06254,-0.01231,0.06374,0.0234,-5.23,59.07,0.3121,0.0239,0.979,0.0,0.0,0,0.0,0.0
3,38,0.76,spawn,0.06373,0.06254,-0.0123,0.06373,0.0234,-5.23,59.08,0.3121,0.0239,0.979,0.0,0.0,0,0.0,0.0
0,39,0.78,spawn,0.06834,0.06692,-0.01386,0.06834,0.024,-5.05,55.83,0.3118,0.0239,1.066,0.0,0.0,0,0.0,0.0
1,39,0.78,spawn,0.06834,0.06692,-0.01388,0.06834,0.024,-5.05,55.81,0.3118,0.0238,1.066,0.0,0.0,0,0.0,0.0
2,39,0.78,spawn,0.06835,0.06692,-0.01389,0.06835,0.024,-5.06,55.87,0.3118,0.0238,1.066,0.0,0.0,0,0.0,0.0
3,39,0.78,spawn,0.06835,0.06692,-0.01387,0.06835,0.024,-5.06,55.88,0.3118,0.0238,1.066,0.0,0.0,0,0.0,0.0
0,40,0.8,spawn,0.07219,0.07043,-0.01583,0.07219,0.0246,-4.82,51.69,0.3115,0.0238,1.147,0.0,0.0,0,0.0,0.0
1,40,0.8,spawn,0.07218,0.07042,-0.01587,0.07218,0.0246,-4.83,51.58,0.3115,0.0237,1.148,0.0,0.0,0,0.0,0.0
2,40,0.8,spawn,0.07219,0.07042,-0.01588,0.07219,0.0246,-4.84,51.59,0.3115,0.0237,1.148,0.0,0.0,0,0.0,0.0
3,40,0.8,spawn,0.07219,0.07043,-0.01586,0.07219,0.0246,-4.83,51.6,0.3115,0.0237,1.148,0.0,0.0,0,0.0,0.0
0,41,0.82,spawn,0.07465,0.0727,-0.01693,0.07465,0.0252,-4.97,50.3,0.3112,0.0236,1.203,0.0,0.0,0,0.0,0.0
1,41,0.82,spawn,0.07467,0.07272,-0.01698,0.07467,0.0252,-4.96,50.05,0.3112,0.0236,1.204,0.0,0.0,0,0.0,0.0
2,41,0.82,spawn,0.07466,0.0727,-0.01699,0.07466,0.0252,-4.97,50.01,0.3111,0.0236,1.203,0.0,0.0,0,0.0,0.0
3,41,0.82,spawn,0.07467,0.07272,-0.01697,0.07467,0.0252,-4.97,50.01,0.3111,0.0236,1.203,0.0,0.0,0,0.0,0.0
0,42,0.84,spawn,0.07881,0.07686,-0.01743,0.07881,0.0258,-4.8,49.4,0.3108,0.0236,1.285,0.0,0.0,0,0.0,0.0
1,42,0.84,spawn,0.07883,0.07686,-0.01747,0.07883,0.0258,-4.79,49.16,0.3108,0.0236,1.286,0.0,0.0,0,0.0,0.0
2,42,0.84,spawn,0.07883,0.07687,-0.01749,0.07883,0.0258,-4.8,49.12,0.3108,0.0235,1.285,0.0,0.0,0,0.0,0.0
3,42,0.84,spawn,0.07884,0.07688,-0.01747,0.07884,0.0258,-4.8,49.12,0.3108,0.0235,1.285,0.0,0.0,0,0.0,0.0
0,43,0.86,spawn,0.08217,0.08008,-0.01839,0.08217,0.0264,-4.62,48.46,0.3105,0.0235,1.368,0.0,0.0,0,0.0,0.0
1,43,0.86,spawn,0.08218,0.08009,-0.01842,0.08218,0.0264,-4.6,48.26,0.3105,0.0235,1.368,0.0,0.0,0,0.0,0.0
2,43,0.86,spawn,0.08222,0.08012,-0.01845,0.08222,0.0264,-4.61,48.23,0.3105,0.0235,1.368,0.0,0.0,0,0.0,0.0
