step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/fixture_force_tracking,Episode_Reward/fixture_lost,Episode_Reward/fixture_seat,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Fixture/force_ceiling_n,Fixture/lost_backed_off_fraction,Fixture/lost_fraction,Fixture/lost_lifted_off_fraction,Fixture/lost_slid_off_fraction,Fixture/mean_error_n,Fixture/relative_force_error,Fixture/relative_force_error_ema,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
13516,1790241915.663,-0.118872,-0.1597228,0.2735458,-0.01311403,-0.07560395,-0.0003215055,0,-0.0453549,-0.001547262,-0.001990911,-0.02914531,-0.0003637376,0,-0.0006075436,0.2344316,-0.00705332,0,0,-0.006577048,0.06095136,-0.09090909,-0.005321253,-0.009590698,-0.005827961,0.1489988,0.08237448,-0.001218779,-0.0009862505,0.1103999,0.2676531,0.1341233,0.3264827,35,0,0.9090909,0.4545455,0.4545455,0.1833752,0.2491134,0.225642,0.0008593978,7.59375e-05,29.48715,0.001784718,8.958907e-12,0.0008464312,7.888894e-05,0.01408321,0.05,0.05,0,7.59375e-05,-0.01377109,0.7644586,1.227071,1.584025,34969,1.277743,183.27,21.66251
13517,1790241918.503,-0.1070205,-0.1493308,0.2513078,-0.01091336,-0.03838218,-0.0002005526,0,-0.0410734,-0.001536282,-0.002247828,-0.0271565,-0.0003341951,-0.001658462,-0.0006734306,0.2184767,-0.006007168,-0.0007721836,-0.0002781308,-0.005969222,0.03623113,-0.08461539,-0.00173127,-0.008375982,-0.005403424,0.1390701,0.06637846,-0.001171546,-0.0009413673,0.1048788,0.2509871,0.1240174,0.2978851,35,0,0.9166667,0.08333334,0.8333334,1.044388,0.2670529,0.2394402,0.0008648772,0.0001139063,29.50475,0.001839477,9.169233e-12,0.0008979604,7.663939e-05,0.01333431,0,0.1,0,0.0001139063,-0.01362334,0.9300032,1.242325,1.587658,34736,1.279198,187.44,22.20177
13518,1790241921.298,-0.1245382,-0.1606798,0.2850002,-0.01272878,-0.04415854,-0.0003351118,-0.002777778,-0.04820011,-0.001713807,-0.005686407,-0.03239544,-0.0003815801,-0.002242223,-0.0008400108,0.2527443,-0.006813026,-0.001392605,-0.0001311144,-0.007166715,0.03658941,-0.0888889,-0.003174404,-0.009386962,-0.006331536,0.1559828,0.07039719,-0.001351553,-0.001112973,0.1137541,0.2993759,0.1371285,0.3314803,35,0,1,0.375,0.625,3.675666,0.195917,0.2467214,0.0008666341,0.0001139063,29.52541,0.001865975,9.704901e-12,0.0009222687,7.707175e-05,0.01238839,0,0.05,0,0.0001139063,-0.01457913,0.8004316,1.228035,1.557123,35295,1.280611,201.74,23.7629
13519,1790241924.095,-0.1857902,-0.2427563,0.4275003,-0.02143958,-0.1171879,-0.0009163907,-0.003333334,-0.08331912,-0.002599461,-0.0119057,-0.0552193,-0.0005606074,-0.007813334,-0.001386605,0.4038166,-0.01077664,-0.004437248,-0.001115567,-0.01156247,0.06137858,-0.03333334,-0.00109742,-0.02216167,-0.009930488,0.2222884,0.07607284,-0.00218763,-0.001853894,0.172456,0.4395751,0.1871033,0.4876676,35,0,0.5,0,0.5,1.932053,0.2724013,0.2465087,0.0008595111,0.0001139063,29.54729,0.001892901,1.012697e-11,0.0009559828,7.7407e-05,0.01284016,0,0.05,0,0.0001139063,-0.01414003,0.8845872,1.228558,1.559387,35260,1.282114,208.89,24.56437
13520,1790241927.004,-0.1522557,-0.2057218,0.3466367,-0.01618661,-0.1619511,-0.0004769159,-0.007727274,-0.05735618,-0.002182649,-0.008173367,-0.0372869,-0.0004520315,0,-0.0007109371,0.2970225,-0.008978181,0,0,-0.009736634,0.08659029,-0.07272728,-0.01103213,-0.01612268,-0.007271638,0.1817545,0.1023037,-0.001568963,-0.001314939,0.1372427,0.3370726,0.1679853,0.4043454,35,0.09090909,0.7272727,0.3636364,0.2727273,4.611835,0.3038422,0.2666512,0.0008668733,7.59375e-05,29.56997,0.001941068,1.125363e-11,0.0009907575,8.34372e-05,0.0138934,0.05,0.05,0,7.59375e-05,-0.0135913,0.8769104,1.331402,1.56582,33930,1.283603,217.62,25.44993
13521,1790241929.916,-0.1626767,-0.2155921,0.3673125,-0.01774988,-0.1582807,-0.0009778844,-0.025,-0.0602979,-0.002257328,-0.01873229,-0.03995743,-0.0004741048,0,-0.0007455174,0.3146561,-0.009574464,0,0,-0.01048627,0.1067339,-0.0625,-0.001808308,-0.02848582,-0.008098641,0.1879822,0.1070149,-0.001693577,-0.001415697,0.1428006,0.3697704,0.1554216,0.4355165,35,0,0.625,0,0.625,2.636931,0.2641602,0.2645692,0.0008471163,7.59375e-05,29.58809,0.001905146,2.159536e-11,0.0009796561,7.837329e-05,0.01122192,0.05,0.1,0,7.59375e-05,-0.01114719,0.9934282,1.340925,1.559778,33889,1.284572,223.22,25.95463
13522,1790241932.821,-0.1272174,-0.178375,0.2991002,-0.01389264,-0.0754028,-0.0003258728,-0.005000001,-0.04621647,-0.001861207,-0.004076642,-0.03011426,-0.0003956777,0,-0.0007164506,0.2599599,-0.007854376,0,0,-0.00773363,0.03875829,-0.09,-0.004330892,-0.01562976,-0.005745308,0.1600866,0.08918373,-0.001362646,-0.001126819,0.1197503,0.2776759,0.1460408,0.3554049,35,0.1,0.9,0.4,0.4,3.272876,0.3095786,0.2466112,0.0008460919,0.0001139063,29.60484,0.001928362,2.836194e-11,0.0009980128,8.425742e-05,0.01338106,0,0.1,0,0.0001139063,-0.0125966,1.100708,1.340038,1.553164,33977,1.286043,240.67,28.07374
13523,1790241935.710,-0.167897,-0.2214245,0.3855,-0.01873435,-0.0821307,-0.000375175,-0.002857144,-0.06728291,-0.002462007,-0.003758154,-0.04464691,-0.0005017654,-0.003682858,-0.0008490601,0.3571644,-0.009884628,-0.002818575,-0.0004091273,-0.009844253,0.06437905,-0.0857143,-0.004215191,-0.01569122,-0.008336661,0.207455,0.08806975,-0.001911702,-0.001637546,0.1537891,0.3984841,0.1841911,0.4555786,35,0,1,0.6666667,0.3333333,1.220822,0.286543,0.2561455,0.0008387331,0.0001139063,29.63019,0.001951615,2.68116e-11,0.001019981,9.290138e-05,0.01479444,0.05,0.1,0,0.0001139063,-0.01349289,0.9409651,1.325217,1.553206,34152,1.287741,235.83,27.9564
13524,1790241938.611,-0.1654551,-0.2268375,0.387,-0.01854727,-0.1161044,-0.0004110809,-0.006666667,-0.06281542,-0.002418303,-0.00961231,-0.04254309,-0.0005089535,-0.003293333,-0.0009196902,0.3503945,-0.009956358,-0.002540075,-2.081911e-05,-0.01044415,0.1001711,-0.07777779,-0.004230118,-0.01804403,-0.007879945,0.2069853,0.09287968,-0.001908301,-0.001599082,0.1494258,0.3976765,0.1998761,0.4615926,35,0,0.875,0.25,0.625,3.642259,0.2698505,0.2641074,0.0008407449,0.0001139063,29.64895,0.001944061,3.917438e-11,0.001017921,8.539528e-05,0.01282681,0,0.05,0,0.0001139063,-0.01291818,0.6970321,1.338653,1.551426,34014,1.288799,263.52,30.47938
13525,1790241941.508,-0.1908935,-0.2592751,0.4420708,-0.02402588,-0.2031491,-0.0007422989,-0.01785714,-0.07272898,-0.002818647,-0.01334168,-0.04715439,-0.000564664,-0.00228,-0.0009494491,0.3920146,-0.01093777,-0.00126823,-0.0002727919,-0.0123564,0.1263263,-0.07142858,-0.02378817,-0.02676689,-0.008107311,0.2280921,0.1135515,-0.002110192,-0.001782115,0.1766319,0.4158071,0.1891049,0.5238255,35,0,0.8333334,0.6666667,0.1666667,1.00068,0.1958615,0.2463285,0.0008424137,0.0001139063,29.6632,0.001907758,1.559639e-11,0.0009888385,7.650561e-05,0.01236317,0,0.05,0,0.0001139063,-0.0126438,0.5975105,1.327937,1.557485,34069,1.289613,294.21,34.32199
13526,1790241944.411,-0.236345,-0.3206142,0.5402721,-0.02681399,-0.1419507,-0.0007370749,-0.02863636,-0.09661867,-0.003467768,-0.0173409,-0.06609182,-0.0007058706,-0.008574547,-0.001432979,0.5080504,-0.01398844,-0.006194062,-0.002344287,-0.01524468,0.0928442,-0.04545455,-0.01006776,-0.02780489,-0.01194422,0.2826738,0.09996798,-0.00294654,-0.002464759,0.2096798,0.54997,0.2603941,0.6189145,35,0.1666667,0.8333334,0.5,0.1666667,3.094082,0.2140307,0.2408018,0.0008378325,7.59375e-05,29.67365,0.00190745,5.41391e-11,0.0009887889,8.082828e-05,0.01350921,0.1,0.1,0,7.59375e-05,-0.01297817,0.5519407,1.337035,1.554594,33996,1.290246,317.11,37.06451
13527,1790241947.324,-0.2514336,-0.3345889,0.5695487,-0.0265307,-0.2915131,-0.0007685038,-0.0245,-0.1020394,-0.003813736,-0.02656126,-0.06781761,-0.0007403814,-0.007072001,-0.00119223,0.5354761,-0.01493128,-0.004421982,-0.001321168,-0.01732711,0.2069145,-0.04,-0.01473069,-0.03229528,-0.01080486,0.290713,0.1185638,-0.002792521,-0.002469339,0.2216324,0.5747539,0.272078,0.6633753,35,0,0.5,0.125,0.375,3.119367,0.2734711,0.2463586,0.0008221317,0.0001139063,29.68307,0.001911656,1.266471e-10,0.001005532,8.399218e-05,0.01222697,0,0.1,0,0.0001139063,-0.01246552,0.5833622,1.367912,1.534597,33868,1.291089,315.92,36.31737
13528,1790241950.234,-0.2002627,-0.2661489,0.4444996,-0.02316101,-0.2470835,-0.0007032839,-0.001666667,-0.07623981,-0.002893116,-0.007815158,-0.04926866,-0.0005770714,0,-0.0010723,0.3822838,-0.01206376,0,0,-0.01308246,0.1487165,-0.06666668,-0.001338589,-0.02871235,-0.009067046,0.2237311,0.1284673,-0.002176796,-0.001774847,0.1623394,0.4096556,0.214211,0.5245548,35,0,0.6666667,0.3333333,0.3333333,5.288133,0.2699001,0.2694323,0.0008220067,7.59375e-05,29.69358,0.00191238,3.775496e-11,0.00100783,8.254327e-05,0.01150188,0.1,0.1,0,7.59375e-05,-0.01063711,0.5302747,1.34195,1.556195,33919,1.29163,309.94,34.73867
13529,1790241953.128,-0.2463534,-0.3317987,0.5559996,-0.02588749,-0.2667322,-0.0006631463,0,-0.09736149,-0.003676455,-0.01414388,-0.06369977,-0.0007190284,-0.006173334,-0.0009732318,0.5238012,-0.01380295,-0.00413291,-0.0003444715,-0.01530798,0.2099541,-0.05,-0.00112859,-0.02224261,-0.01035223,0.2909454,0.1204659,-0.002717457,-0.002414139,0.2198962,0.5460718,0.2760605,0.6617784,35,0,0.6,0.2,0.4,1.081614,0.1537988,0.2560396,0.0008195094,0.0001139063,29.70249,0.001892734,1.058592e-10,0.0009929875,8.023702e-05,0.01130862,0,0.1,0,0.0001139063,-0.0126906,0.5585851,1.339963,1.54245,34104,1.292359,318.82,36.5415
13530,1790241956.027,-0.2195913,-0.2842785,0.4848,-0.02140348,-0.00569651,-0.000367878,0,-0.0936657,-0.003072163,-0.01344469,-0.06516548,-0.0006472949,-0.01307201,-0.001133522,0.4761014,-0.01177335,-0.007455301,-0.003329348,-0.01301212,0.005962291,-0.06,-0.001647436,-0.02175568,-0.01127936,0.2603383,0.0601951,-0.002744152,-0.002418989,0.1960183,0.4938905,0.2161821,0.5573839,35,0.3333333,1,0.6666667,0,1.442958,0.2783017,0.2619994,0.000810343,7.59375e-05,29.71606,0.001901756,2.14599e-11,0.001007403,8.401023e-05,0.01552408,0.1,0.1,0,7.59375e-05,-0.01056758,0.4882501,1.335001,1.549919,34075,1.293303,354.83,40.5922
13531,1790241959.143,-0.2112965,-0.2887449,0.4828852,-0.02338881,-0.1652711,-0.0006373663,-0.007692309,-0.08136853,-0.003116842,-0.009199046,-0.05363687,-0.0006265881,-0.003033847,-0.0009583318,0.4398469,-0.01247261,-0.002141837,-5.80177e-05,-0.01365048,0.1125204,-0.06923078,-0.009639187,-0.02577162,-0.009206504,0.2530108,0.1210561,-0.00226131,-0.001911291,0.1873605,0.4413105,0.2264247,0.5754055,35,0,0.8181819,0.3636364,0.4545455,2.438861,0.1852619,0.2547297,0.000818721,0.0001139063,29.72764,0.001918329,1.19636e-11,0.001016882,8.272586e-05,0.01256076,0,0.1,0,0.0001139063,-0.009872993,0.5770539,1.477859,1.623329,31698,1.294145,342.66,39.26775
13532,1790241962.293,-0.2273636,-0.3038426,0.5125008,-0.02234865,-0.01603438,-0.0003571736,-0.01,-0.09603445,-0.00328505,-0.02774729,-0.06589155,-0.0006719771,-0.01120667,-0.001211198,0.504585,-0.01356442,-0.008064631,-0.0003511466,-0.0139512,0.01094421,-0.06666668,-0.003727616,-0.02016149,-0.01151013,0.2779513,0.0764948,-0.002587818,-0.002328857,0.2001233,0.4765732,0.2426298,0.5933914,35,0,1,0.5,0.5,1.312088,0.2611272,0.2333532,0.0008026887,7.59375e-05,29.73913,0.001960771,1.072403e-11,0.001048655,0.0001094271,0.01227774,0.1,0.1,0,7.59375e-05,-0.009738241,0.5805079,1.501427,1.634439,31348,1.294816,323.43,37.56546
13533,1790241965.585,-0.2807698,-0.3823931,0.6425014,-0.0281544,-0.1744811,-0.0006657992,0,-0.1157232,-0.004265282,-0.01058792,-0.07748005,-0.0008452991,-0.01079,-0.00139225,0.6149775,-0.01606647,-0.006938541,-0.001006358,-0.01827802,0.09418069,-0.05,-0.0007837368,-0.02650651,-0.01319209,0.339297,0.1214981,-0.003120956,-0.002787549,0.2555257,0.6254017,0.3075557,0.7522881,35,0,0.75,0.25,0.5,3.364694,0.2813274,0.249581,0.0008055043,0.0001139063,29.74751,0.001963751,1.139083e-11,0.001026683,0.0001315634,0.0118259,0,0.1,0,0.0001139063,-0.0107053,0.5148849,1.674656,1.594271,30072,1.295423,351.24,39.90955
13534,1790241969.750,-0.2462926,-0.3388861,0.5632511,-0.02767829,-0.2343528,-0.0008746399,-0.0125,-0.09536469,-0.003604318,-0.006537845,-0.06351805,-0.0007303447,-0.005393333,-0.0009128957,0.5240434,-0.01474239,-0.003333663,-0.001124608,-0.01668904,0.1455339,-0.06666668,-0.002068053,-0.0338307,-0.01190786,0.2882304,0.1308838,-0.002821835,-0.002488725,0.2128475,0.5500534,0.2562536,0.6492707,35,0,0.8000001,0.4,0.4,3.144173,0.2107445,0.2386125,0.0008145446,0.0001139063,29.75586,0.001964262,1.119568e-11,0.001026812,0.0001229061,0.01417862,0.05,0.1,0,0.0001139063,-0.01049224,0.4524584,2.479521,1.638569,23871,1.296038,397.59,45.8686
13535,1790241973.882,-0.4759831,-0.6383824,1.080004,-0.05921109,-0.5144886,-0.001961293,-0.05250001,-0.2099482,-0.007439097,-0.01965809,-0.1393309,-0.001388992,-0.02600999,-0.002387166,1.067232,-0.02547192,-0.01569388,-0.001945075,-0.0335609,0.3162045,0,-9.457512e-18,-0.08372973,-0.02116095,0.5423672,0.1493177,-0.005363101,-0.004984946,0.4005367,1.087225,0.5321323,1.257205,35,0,0,0,0,6.98821,0.2552233,0.2535502,0.0007968334,0.0001139063,29.76342,0.001955154,3.520505e-11,0.001045759,0.0001125617,0.01076301,0,0.05,0,0.0001139063,-0.01112351,0.4218881,2.437538,1.640883,24103,1.296446,443.88,50.50068
13536,1790241977.972,-0.455505,-0.6043315,1.026504,-0.04666632,-0.6710231,-0.001098697,-0.04749998,-0.1826421,-0.006904184,-0.02807822,-0.1223462,-0.00131047,-0.01715667,-0.001842586,0.9802974,-0.02589921,-0.01137436,-0.0008718966,-0.03232648,0.3928604,-0.01666667,-0.05113277,-0.04969179,-0.02113203,0.5134766,0.185494,-0.005346484,-0.004615366,0.3926362,1.007487,0.4733557,1.204546,35,0,0.25,0.25,0,4.124539,0.2267407,0.2382004,0.0007923598,0.0001139063,29.76698,0.001917049,2.256214e-11,0.001037607,8.708285e-05,0.01108615,0,0.05,0,0.0001139063,-0.01063351,0.3540408,2.402918,1.630871,24370,1.29657,441.91,50.28042
13537,1790241982.026,-0.2657335,-0.352768,0.5913023,-0.0262402,-0.245683,-0.0007528457,-0.005,-0.1027763,-0.003814293,-0.007595608,-0.0683734,-0.000773657,-0.006172001,-0.001051414,0.563503,-0.01605257,-0.004238443,-0.0002309438,-0.01699506,0.1526297,-0.06,-0.0004970245,-0.02670692,-0.01156531,0.3070262,0.1271435,-0.002881959,-0.002556881,0.2273697,0.5914847,0.2843545,0.6924993,35,0,0.75,0.25,0.5,3.566993,0.28655,0.2560126,0.0007894367,0.0001139063,29.76703,0.00190115,1.289443e-11,0.001024515,8.719871e-05,0.01263916,0.05,0.1,0,0.0001139063,-0.0104758,0.3421434,2.371021,1.631453,24560,1.296571,518.01,58.00888
13538,1790241986.001,-0.2479004,-0.3168022,0.5450022,-0.02610303,-0.39534,-0.0009135901,-0.01,-0.09142783,-0.003650505,-0.003030206,-0.05914698,-0.000686388,0,-0.001046394,0.4809687,-0.01508327,0,0,-0.0151442,0.2444782,-0.06666668,-0.001456489,-0.03675134,-0.01106155,0.2750348,0.1577948,-0.002422338,-0.00206509,0.2003712,0.518794,0.2670503,0.648947,35,0,0.6666667,0,0.6666667,0.1818423,0.2696207,0.2523738,0.0007853582,0.0001139063,29.7683,0.001904783,1.095184e-11,0.001035365,8.40592e-05,0.0141382,0.05,0.1,0,0.0001139063,-0.01098655,0.436591,2.33496,1.599976,24982,1.296831,441.08,49.38391
13539,1790241988.875,-0.4265336,-0.5838326,0.9798806,-0.04877266,-0.310923,-0.001336371,-0.02,-0.1858808,-0.006354886,-0.0221141,-0.1286187,-0.00125778,-0.02128,-0.002375441,0.965907,-0.02427274,-0.01526914,-0.002340721,-0.02945436,0.183641,-0.025,-9.376232e-05,-0.05840182,-0.02144772,0.5019999,0.1314184,-0.005227712,-0.004638437,0.3748945,0.9610887,0.4458768,1.136359,35,0,0.5,0,0.5,0.6426774,0.2041536,0.2326595,0.000771791,0.0001139063,29.77199,0.001893819,1.093319e-11,0.001041787,8.024149e-05,0.01456967,0.05,0.1,0,0.0001139063,-0.011522,0.3132893,1.285286,1.57807,34331,1.297006,485.56,54.92468
