step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
0,1789987932.496,-0.01159094,-0.01236241,0.03299999,-0.001470001,-0.0001207182,0,-0.004282533,-0.0006302973,0,-0.003279974,-4.734655e-05,-0.0024,-0.0001212918,0.0141,-0.0008821725,-0.001572795,0,-0.001189072,-0.001388688,-0.004300201,0.01787451,0,-0.0001103227,-9.007667e-05,0.008182216,0.03281091,0.0351967,0.01473712,0.0001975309,25.5421,0.03668047,0.005905041,0.01026069,0.005777614,0.01540155,0.2,0.05,0,0.0001975309,-0.02232156,0.41433,0.6000931,0.4318488,23815,1.000278,9.923077,0.7512348
1,1789987933.354,-0.02318401,-0.02795288,0.07199996,-0.004169974,-0.0003296405,-0.01,-0.009782735,-0.001073765,-0.002179247,-0.007075583,-0.0001005675,-0.00401,-0.0002907224,0.0388,-0.00162064,-0.00333011,0,-0.002757058,-0.002414558,-0.007377205,0.03819495,0,-0.0002661538,-0.0002098795,0.02035706,0.06448317,0.03860567,0.005997288,1e-05,25.55306,0.02702952,0.006655965,0.009805557,0.00457071,0.01560496,0.6,0.2,0,1e-05,-0.03453117,0.5167721,0.4815381,0.3406842,29889,1.000885,26.2037,2.181056
2,1789987934.208,-0.03289076,-0.03978954,0.1064999,-0.005558783,-0.0006374575,-0.0025,-0.01498901,-0.001616353,0,-0.01093742,-0.0001497792,-0.005799999,-0.0004348494,0.059125,-0.002860287,-0.004959548,-0.004109477,-0.005055592,-0.005629837,-0.01192314,0.05523651,0,-0.0004656671,-0.0003057392,0.0287518,0.08710029,0.06678971,0.005534,7.59375e-05,25.55546,0.02337112,0.00574464,0.00799365,0.004098828,0.008943796,0.2,0.5,0,7.59375e-05,-0.02004758,0.4562337,0.4875672,0.3614073,28947,1.000678,37.19512,3.053797
3,1789987935.088,-0.04728241,-0.05138046,0.1439999,-0.008250527,-0.0004935709,0,-0.01496569,-0.001989579,0,-0.01077355,-0.0002030023,0,-0.0003384257,0.1419499,-0.003870507,0,0,-0.004117904,-0.006022369,-0.009722304,0.07631347,0.04278324,-0.0005498675,-0.0003859013,0.03998604,0.1353567,0.1592784,0.005419618,3.375e-05,25.55286,0.02044125,0.004895763,0.006256135,0.003869732,0.01274066,0.3,0.25,0,3.375e-05,-0.02965223,0.4669627,0.5097001,0.3641839,28122,1.000682,60.58,5.114584
4,1789987935.921,-0.06390642,-0.06263518,0.1799999,-0.009198083,-0.00125295,-0.02,-0.02540692,-0.00277773,0,-0.01669523,-0.0002504083,0,-0.0003018188,0.1506249,-0.004660787,0,0,-0.008545736,-0.01412055,-0.009201141,0.09238543,0.05263193,-0.0007958882,-0.000516452,0.04589893,0.152466,0.1852048,0.005556809,2.25e-05,25.55493,0.01883632,0.004040961,0.005601041,0.003637509,0.01191439,0.35,0.35,0,2.25e-05,-0.02698414,0.3494971,0.4997594,0.3267515,29734,1.000928,93.78,7.967286
5,1789987936.782,-0.06920974,-0.08165956,0.2159999,-0.01338136,-0.001301492,0,-0.02925797,-0.003310879,-0.0002757094,-0.02062985,-0.0003012931,-0.01195333,-0.0007701044,0.1216,-0.004939361,-0.01056854,-0.006320325,-0.01079638,-0.01445421,-0.01309993,0.1127443,0,-0.0008662096,-0.0005704953,0.04613551,0.2020983,0.1252152,0.005603261,0.0002562891,25.55991,0.01659876,0.002971571,0.004649343,0.003374584,0.008986203,0,0.35,0,0.0002562891,-0.02280324,0.3659758,0.5067391,0.3492949,28709,1.001322,119.67,10.01604
6,1789987937.660,-0.07954895,-0.08492416,0.2520002,-0.01381052,-0.001083703,0,-0.0360309,-0.003495835,0,-0.02390763,-0.0003470191,-0.007720001,-0.0004181697,0.1442498,-0.006304557,-0.01239894,-0.009718258,-0.01026788,-0.01116614,-0.01305658,0.1350567,0,-0.0009824074,-0.0006315912,0.05013427,0.2392916,0.1999749,0.005515692,1e-05,25.5698,0.01533189,0.002702834,0.003885628,0.003227735,0.01667567,0.6,0.15,0,1e-05,-0.03184102,0.2806388,0.5101388,0.3616331,28190,1.001767,138.51,11.64986
7,1789987938.516,-0.08729225,-0.09957471,0.2865004,-0.01935339,-0.001811819,-0.04500001,-0.03474516,-0.004220215,-0.002236845,-0.02489586,-0.0004024783,-0.00586,-0.000874199,0.1889497,-0.007664443,-0.00662578,0,-0.01233003,-0.01594164,-0.01765541,0.1485427,0.04176668,-0.001152455,-0.000824861,0.07375281,0.2392126,0.3016328,0.00539205,0.0002562891,25.57405,0.01354666,0.00212346,0.002893719,0.00313743,0.009259762,0,0.45,0,0.0002562891,-0.02003056,0.3435873,0.5027442,0.3479133,28890,1.002179,162.88,13.78323
8,1789987939.408,-0.1042299,-0.1148254,0.3240007,-0.0185589,-0.002179997,-0.01333333,-0.04669852,-0.004504168,-0.02283306,-0.03116035,-0.0004498673,-0.01398,-0.001157464,0.1843498,-0.007587334,-0.01524929,-0.002896518,-0.01640268,-0.01861288,-0.02067904,0.1686582,0.004332069,-0.001364468,-0.0009284934,0.0655345,0.2726872,0.1410978,0.005407052,1e-05,25.5787,0.0131242,0.001828601,0.002902449,0.002986096,0.01773122,0.6,0.15,0,1e-05,-0.02996969,0.2692564,0.5124385,0.366642,27956,1.002078,189.97,16.17209
9,1789987940.256,-0.1122338,-0.1382632,0.3600009,-0.02130685,-0.001839973,0,-0.05006462,-0.00524077,-0.001425417,-0.03394646,-0.0004954643,-0.01994,-0.001145833,0.1926997,-0.008715129,-0.01798632,-0.002475709,-0.01683437,-0.02241326,-0.01630671,0.1907568,0,-0.001547814,-0.0008963514,0.1021899,0.2551006,0.2121835,0.005499884,0.0001708594,25.57894,0.01184595,0.001354562,0.002215902,0.0027756,0.007994517,0,0.4,0,0.0001708594,-0.01816598,0.2881314,0.5023155,0.3403881,29163,1.002289,211.12,17.99501
