step,wall_time,Episode_Reward/action_rate,Episode_Reward/alive,Episode_Reward/base_motion,Episode_Reward/failure,Episode_Reward/joint_limits,Episode_Reward/joint_vel,Episode_Reward/reach_coarse,Episode_Reward/reach_fine,Episode_Reward/upright,Episode_Termination/bad_orientation,Episode_Termination/base_contact,Episode_Termination/low_base,Episode_Termination/outside_workspace,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/ee_position/position_error_m,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
13,1789466318.810,-0.05241541,0.3099998,-0.009039333,-0.004,0,-0.003265095,0.2761605,0.000327273,-0.03387198,0.09375,0,0,0,0,13.15353,1e-05,-0.04292942,0.01643145,0.4478636,0.3999186,0.03885794,3500,0.5026151,271.8333,3.947103
14,1789466319.263,-0.05241541,0.3099998,-0.009039333,-0.004,0,-0.003265095,0.2761605,0.000327273,-0.03387198,0.09375,0,0,0,0,13.16322,1.5e-05,-0.03988545,0.0153563,0.4478636,0.4160411,0.03426695,3410,0.5029196,271.8333,3.947103
15,1789466319.736,-0.05241541,0.3099998,-0.009039333,-0.004,0,-0.003265095,0.2761605,0.000327273,-0.03387198,0.09375,0,0,0,0,13.17156,1e-05,-0.04339955,0.01611435,0.4478636,0.4195065,0.04910874,3277,0.5030582,271.8333,3.947103
16,1789466320.168,-0.05241541,0.3099998,-0.009039333,-0.004,0,-0.003265095,0.2761605,0.000327273,-0.03387198,0.09375,0,0,0,0,13.18172,1.5e-05,-0.03704169,0.01478947,0.4478636,0.39189,0.03732324,3578,0.5035356,271.8333,3.947103
17,1789466320.616,-0.06496804,0.388,-0.009254077,-0.004,0,-0.003843175,0.6822333,0.007185601,-0.03916692,0.1054688,0,0,0,0,13.19521,1.5e-05,-0.03746279,0.01831621,0.5022593,0.4070494,0.0372479,3457,0.5037624,292.2857,4.974113
18,1789466321.034,-0.07228266,0.4308754,-0.009994985,-0.004,0,-0.004056087,0.5013134,0.00468371,-0.03747573,0.1191406,0,0,0,0,13.19859,1e-05,-0.03691191,0.01630869,0.4258333,0.3754506,0.03906059,3705,0.5037361,311,5.135262
19,1789466321.475,-0.0741609,0.4410006,-0.01039658,-0.004,0,-0.004068218,0.3115467,0.00181091,-0.03540203,0.125,0,0,0,0,13.19917,1e-05,-0.03905152,0.01522901,0.3690986,0.3986342,0.03912115,3508,0.5038139,311,5.135262
20,1789466321.893,-0.07636648,0.4556676,-0.0103049,-0.003166667,0,-0.003997114,0.3686229,0.003054021,-0.03131644,0.1289062,0,0,0,0.1790365,13.20402,1e-05,-0.03303105,0.02208647,0.3433655,0.3773029,0.03763175,3701,0.5040149,476.3594,8.93694
21,1789466322.333,-0.08311757,0.5000019,-0.00973049,0,0,-0.003664816,0.5556866,0.007634233,-0.01661711,0.140625,0,0,0,0.859375,13.21134,1e-05,-0.03023029,0.02308851,0.2359596,0.3996134,0.03652573,3521,0.5041902,476.3594,8.93694
22,1789466322.762,-0.08311757,0.5000019,-0.00973049,0,0,-0.003664816,0.5556866,0.007634233,-0.01661711,0.140625,0,0,0,0.859375,13.22202,1.5e-05,-0.0380182,0.02169186,0.2359596,0.3898242,0.0359652,3607,0.5046681,476.3594,8.93694
23,1789466323.199,-0.08311757,0.5000019,-0.00973049,0,0,-0.003664816,0.5556866,0.007634233,-0.01661711,0.140625,0,0,0,0.859375,13.23824,1e-05,-0.03791713,0.02338941,0.2359596,0.3996441,0.03449273,3538,0.5050333,476.3594,8.93694
24,1789466323.633,-0.0493444,0.2946666,-0.009966638,-0.003666667,0,-0.002663228,0.4483031,0.001900868,-0.02420645,0.140625,0,0,0,0.859375,13.24902,1.5e-05,-0.03942164,0.01747281,0.4700626,0.3937798,0.03693318,3566,0.5053092,473.2923,8.896093
25,1789466324.078,-0.04627411,0.2759998,-0.009988105,-0.004,0,-0.002572174,0.4385409,0.001379653,-0.02489639,0.140625,0,0,0,0.859375,13.25898,1e-05,-0.03899436,0.0178635,0.4913447,0.4066408,0.03496075,3478,0.5055878,473.2923,8.896093
26,1789466324.524,-0.04627411,0.2759998,-0.009988105,-0.004,0,-0.002572174,0.4385409,0.001379653,-0.02489639,0.140625,0,0,0,0.859375,13.26689,1e-05,-0.03650326,0.01981372,0.4913447,0.4071879,0.03555083,3469,0.5057498,473.2923,8.896093
27,1789466324.944,-0.04627411,0.2759998,-0.009988105,-0.004,0,-0.002572174,0.4385409,0.001379653,-0.02489639,0.140625,0,0,0,0.859375,13.27115,1e-05,-0.03840962,0.01952455,0.4913447,0.3798192,0.03593779,3694,0.5058392,473.2923,8.896093
28,1789466325.348,-0.04627411,0.2759998,-0.009988105,-0.004,0,-0.002572174,0.4385409,0.001379653,-0.02489639,0.140625,0,0,0,0.859375,13.27696,1e-05,-0.03393306,0.02838605,0.4913447,0.3683248,0.03264093,3830,0.506079,473.2923,8.896093
29,1789466325.749,-0.0624909,0.3762924,-0.01059491,-0.002166667,0,-0.002990834,0.4560081,0.0070823,-0.02088327,0.1334635,0,0,0,0.8665365,13.28485,1e-05,-0.033356,0.03010282,0.389761,0.3648186,0.03288317,3862,0.5062652,469.9105,8.836136
30,1789466326.158,-0.06277417,0.3729175,-0.01063193,-0.004,0,-0.003422449,0.330817,0.003001596,-0.03573154,0.1510417,0,0,0,0.8489584,13.29037,1.5e-05,-0.03239252,0.03988007,0.5802244,0.3720856,0.03395033,3782,0.5064061,463.5714,8.661899
31,1789466326.562,-0.05751715,0.3464588,-0.01024694,-0.004,0,-0.003565043,0.4806684,0.01707094,-0.04012562,0.1744792,0,0,0,0.8255209,13.29495,1e-05,-0.03810276,0.02385184,0.6294173,0.367671,0.03299069,3833,0.5065134,460.8611,8.64138
32,1789466326.966,-0.04753546,0.2899583,-0.009978527,-0.003666667,0,-0.003371469,0.3331401,0.006914731,-0.04089963,0.1985677,0,0,0,0.8014323,13.30026,1e-05,-0.03208601,0.02940306,0.5684745,0.3668754,0.0333333,3837,0.5067108,456.6533,8.570125
33,1789466327.377,-0.06247726,0.3718756,-0.009620705,-0.0025,0,-0.003413864,0.7386982,0.0235091,-0.03356216,0.2128906,0,0,0,0.7871094,13.3054,1.5e-05,-0.03807521,0.03272755,0.3931424,0.3738873,0.03411746,3764,0.5068032,455.1299,8.681882
34,1789466328.023,-0.05980064,0.3521251,-0.009413429,-0.003333333,0,-0.003205463,0.4985099,0.01450855,-0.04119116,0.2311198,0,0,0,0.7688802,13.30978,1.5e-05,-0.04221079,0.02099055,0.4744719,0.6099288,0.03266335,2390,0.5069569,450.3125,8.575607
35,1789466328.427,-0.05694332,0.3467498,-0.01017481,-0.004,0,-0.003991346,0.6221187,0.03752359,-0.04983214,0.2753906,0,0,0,0.7246094,13.31824,1e-05,-0.04218306,0.02368267,0.5375777,0.364995,0.03528094,3837,0.5072899,446.759,8.605737
36,1789466328.870,-0.0632515,0.3673747,-0.01017061,-0.004,0,-0.003507802,0.730121,0.05232164,-0.03655104,0.3027344,0,0,0,0.6972656,13.32912,1e-05,-0.03598866,0.02555994,0.5123447,0.4062359,0.03388643,3489,0.5075642,444.6395,8.644891
37,1789466329.306,-0.06617682,0.3869997,-0.01012411,-0.004,0,-0.004222927,0.9665551,0.0746467,-0.04132424,0.34375,0,0,0,0.65625,13.33602,1.5e-05,-0.03691938,0.01646371,0.5046215,0.3826795,0.04935241,3555,0.5076777,444.6395,8.644891
38,1789466329.730,-0.0751636,0.4471674,-0.01108319,-0.002666667,0,-0.003944335,0.6813854,0.007080895,-0.03550475,0.3541667,0,0,0,0.6458334,13.33861,1e-05,-0.03938467,0.02388101,0.3968081,0.3856776,0.03476119,3653,0.5077114,444.6629,8.697791
39,1789466330.156,-0.08352207,0.4866683,-0.009745041,-0.0008333334,0,-0.003691529,1.045073,0.09520368,-0.02235324,0.3626302,0,0,0,0.6373698,13.33927,1e-05,-0.04035558,0.02057149,0.2150642,0.3898199,0.03310657,3631,0.5077058,445.1868,8.770423
40,1789466330.557,-0.07359914,0.4254172,-0.01053786,-0.003166667,0,-0.003748327,0.7294509,0.03156987,-0.03941362,0.3619792,0,0,0,0.6380209,13.34047,1.5e-05,-0.04023689,0.01911176,0.5540123,0.3654451,0.03283048,3856,0.5078197,444.9462,8.79444
41,1789466330.956,-0.08291605,0.488335,-0.01125751,-0.002333333,0,-0.004218457,0.7883821,0.02205865,-0.03444212,0.3684896,0,0,0,0.6315104,13.34604,1e-05,-0.03355984,0.0373572,0.4026353,0.362488,0.03275537,3886,0.5079735,463.93,9.884146
42,1789466331.358,-0.07991392,0.4650016,-0.01016471,-0.0006666667,0,-0.003829283,0.7234661,0.01521548,-0.01940835,0.359375,0,0,0,0.640625,13.34963,1e-05,-0.03685104,0.02456232,0.2355036,0.3666816,0.03227782,3850,0.5080377,461.84,9.866311
43,1789466331.787,-0.05141494,0.2899998,-0.009486019,-0.004,0,-0.003347582,0.5140082,0.01263475,-0.02506174,0.359375,0,0,0,0.640625,13.35196,1e-05,-0.03727857,0.02005674,0.5205821,0.3868942,0.03877473,3608,0.5081136,461.84,9.866311
44,1789466332.194,-0.05194859,0.2964998,-0.01008136,-0.004,0,-0.003561079,0.4582582,0.01216914,-0.02995706,0.359375,0,0,0,0.640625,13.35674,1.5e-05,-0.0386527,0.02115598,0.5138669,0.3700771,0.03366899,3804,0.5083262,459.88,9.847483
45,1789466332.589,-0.06269747,0.3513331,-0.01001952,-0.004,0,-0.004024116,0.3811208,0.006113788,-0.03364898,0.359375,0,0,0,0.640625,13.36722,1e-05,-0.04021204,0.02240139,0.487527,0.3579905,0.03354454,3923,0.5086629,458.5,9.8585
46,1789466332.983,-0.06474051,0.3609997,-0.009888086,-0.004,0,-0.004074024,0.3768433,0.004995841,-0.03340831,0.359375,0,0,0,0.640625,13.37437,1e-05,-0.03587343,0.02368883,0.483602,0.3577428,0.03274083,3933,0.5087518,458.5,9.8585
47,1789466333.379,-0.06474051,0.3609997,-0.009888086,-0.004,0,-0.004074024,0.3768433,0.004995841,-0.03340831,0.359375,0,0,0,0.640625,13.37871,1e-05,-0.03458643,0.02557106,0.483602,0.3604424,0.03261733,3907,0.5089175,458.5,9.8585
48,1789466333.797,-0.06474051,0.3609997,-0.009888086,-0.004,0,-0.004074024,0.3768433,0.004995841,-0.03340831,0.359375,0,0,0,0.640625,13.38526,1e-05,-0.03349879,0.0249838,0.483602,0.3815656,0.03294802,3705,0.5091133,458.5,9.8585
49,1789466334.196,-0.06854906,0.3851249,-0.01070242,-0.004,0,-0.003988638,0.4624873,0.01031958,-0.03540516,0.359375,0,0,0,0.640625,13.3892,1.5e-05,-0.03844029,0.02370558,0.4886736,0.3630176,0.03296351,3878,0.5091255,457.23,9.913219
50,1789466334.606,-0.07455051,0.4267095,-0.0104887,-0.0025,0,-0.00388419,0.652296,0.0210771,-0.03682546,0.3639323,0,0,0,0.6360677,13.38866,1e-05,-0.04284324,0.02406592,0.4410021,0.3734593,0.03311682,3777,0.5091053,454.99,9.902705
51,1789466335.007,-0.06918359,0.396876,-0.008668457,-0.001833333,0,-0.003889428,0.5026842,0.001361019,-0.03046655,0.3665365,0,0,0,0.6334636,13.39026,1e-05,-0.03513485,0.03121946,0.3690519,0.3612616,0.03371382,3888,0.5092219,454.99,9.881099
52,1789466335.406,-0.08592215,0.500002,-0.0098478,0,0,-0.003874563,0.617295,0.001187504,-0.01649388,0.3470052,0,0,0,0.6529948,13.39208,1e-05,-0.04025554,0.03028065,0.1360148,0.3615499,0.03389072,3884,0.5091943,454.99,9.864177
53,1789466335.815,-0.08118132,0.4733767,-0.01050143,-0.0005,0,-0.004236691,0.6587624,0.008622853,-0.02909451,0.3320312,0,0,0,0.6679688,13.39412,1e-05,-0.03716335,0.02380587,0.2858753,0.3717866,0.03366876,3788,0.5093582,452.87,9.859674
54,1789466336.225,-0.07645076,0.4360425,-0.01075384,-0.003,0,-0.004335986,0.8386368,0.03047242,-0.03691876,0.3359375,0,0,0,0.6640625,13.40244,1e-05,-0.03929333,0.02348416,0.4886175,0.373565,0.03286099,3779,0.5096467,449.43,9.953996
55,1789466336.625,-0.08646186,0.500002,-0.01074457,0,0,-0.004123578,1.134872,0.03822296,-0.01851804,0.3079427,0,0,0,0.6920573,13.41048,1e-05,-0.03840006,0.02814304,0.09738301,0.3643072,0.03292918,3866,0.5098102,449.43,10.11423
56,1789466337.024,-0.0870655,0.500002,-0.0109861,0,-1.671827e-05,-0.004018938,1.124068,0.03498956,-0.01981098,0.2799479,0,0,0,0.7200521,13.41394,1e-05,-0.03848385,0.02579967,0.09225494,0.3625975,0.03295422,3883,0.5098515,449.43,10.23056
57,1789466337.428,-0.08861051,0.500002,-0.01080347,0,-3.900929e-05,-0.003944087,1.031616,0.03809304,-0.0179477,0.2519531,0,0,0,0.7480469,13.41368,1e-05,-0.03854772,0.02572183,0.1108018,0.3661072,0.03435087,3835,0.5097873,449.43,10.33011
58,1789466337.858,-0.08864719,0.500002,-0.01205013,0,0,-0.00431237,0.4925782,0.002446756,-0.01701376,0.2161458,0,0,0,0.7838542,13.41423,1e-05,-0.03885294,0.02670285,0.1396886,0.392045,0.0344522,3601,0.5099,449.43,10.39364
59,1789466338.266,-0.08911628,0.500002,-0.01022536,0,0,-0.003869888,0.6695069,0.004969325,-0.01875363,0.2005208,0,0,0,0.7994792,13.41982,1e-05,-0.03530294,0.01980679,0.1928522,0.3712659,0.03285956,3800,0.5100934,449.43,10.39472
60,1789466338.705,-0.08921616,0.500002,-0.01055948,0,0,-0.003901808,0.285571,0.001391017,-0.01655571,0.1875,0,0,0,0.8125,13.4261,1e-05,-0.03478227,0.01784645,0.2281099,0.3863707,0.04958415,3523,0.5102427,449.43,10.39472
61,1789466339.159,-0.08802088,0.500002,-0.01086265,0,0,-0.004501757,1.128137,0.04875444,-0.02007627,0.1673177,0,0,0,0.8326823,13.42936,1e-05,-0.0342221,0.01574537,0.1141268,0.4130611,0.03675032,3414,0.5102922,449.43,10.55475
62,1789466339.613,-0.08696467,0.500002,-0.01068602,0,0,-0.004136549,0.8776726,0.0231488,-0.01919952,0.15625,0,0,0,0.84375,13.43173,1e-05,-0.03795309,0.01618224,0.1451689,0.4089932,0.04109669,3412,0.510382,485.5,12.35006
63,1789466340.081,-0.03767039,0.2165008,-0.00825353,-0.002333333,0,-0.001982354,0.5074599,0.03847799,-0.006883143,0.1510417,0,0.01432292,0,0.8346354,13.43517,1e-05,-0.02678096,0.0352971,0.08887811,0.4253716,0.03730369,3319,0.5104842,480.65,12.32899
64,1789466340.500,-0.08691052,0.500002,-0.01037319,0,0,-0.004026618,1.233105,0.1066928,-0.0155478,0.140625,0,0.015625,0,0.84375,13.43775,1e-05,-0.03579696,0.01653321,0.06909303,0.3801544,0.03597212,3691,0.5105326,480.65,12.32899
65,1789466340.913,-0.08649036,0.500002,-0.01088563,0,0,-0.004067316,0.586277,0.03556594,-0.01924857,0.1302083,0,0.015625,0,0.8541667,13.44019,1e-05,-0.03525693,0.01420226,0.1377213,0.3756499,0.03362727,3752,0.5106252,480.65,12.23247
66,1789466341.336,-0.08506885,0.500002,-0.0109915,0,0,-0.003809226,0.8676499,0.003937084,-0.0170988,0.109375,0,0.015625,0,0.875,13.44304,1e-05,-0.03565483,0.01035514,0.07886282,0.3836198,0.03559089,3664,0.5106879,480.65,12.19845
67,1789466341.748,-0.08506885,0.500002,-0.0109915,0,0,-0.003809226,0.8676499,0.003937084,-0.0170988,0.109375,0,0.015625,0,0.875,13.44542,1e-05,-0.0343898,0.01109747,0.07886282,0.365027,0.04419827,3753,0.510765,480.65,12.19845
68,1789466342.156,-0.08506885,0.500002,-0.0109915,0,0,-0.003809226,0.8676499,0.003937084,-0.0170988,0.109375,0,0.015625,0,0.875,13.44759,1e-05,-0.03480265,0.01274502,0.07886282,0.3677881,0.0370779,3793,0.5108169,480.65,12.19845
69,1789466342.572,-0.08506885,0.500002,-0.0109915,0,0,-0.003809226,0.8676499,0.003937084,-0.0170988,0.109375,0,0.015625,0,0.875,13.44905,1e-05,-0.03709605,0.01161222,0.07886282,0.3780212,0.03453302,3723,0.5108427,480.65,12.19845
70,1789466343.002,-0.08589688,0.500002,-0.01081301,0,0,-0.004128054,0.9319818,0.01801305,-0.01824088,0.09570312,0,0.015625,0,0.8886719,13.45096,1e-05,-0.03479355,0.01567436,0.1430992,0.3934782,0.03271866,3603,0.5109309,480.65,12.23622
71,1789466343.398,-0.08750623,0.500002,-0.01000505,0,-0.0005777702,-0.00434584,1.008179,0.01625798,-0.03037288,0.07096355,0,0.015625,0,0.9134115,13.45538,1e-05,-0.03389317,0.01462245,0.1552963,0.3603017,0.03254652,3909,0.5110823,480.65,12.28689
72,1789466343.854,-0.0860507,0.500002,-0.01180303,0,0,-0.004571435,1.061671,0.01256642,-0.01959451,0.0625,0,0.015625,0,0.921875,13.45993,1e-05,-0.02960588,0.01492437,0.1502667,0.4080482,0.04464674,3393,0.5111917,480.65,12.28718
73,1789466344.314,-0.08840126,0.500002,-0.01138753,0,0,-0.004045041,1.197269,0.05655175,-0.0177182,0.0625,0,0.015625,0,0.921875,13.46322,1e-05,-0.03032799,0.01554862,0.0807915,0.4202185,0.03593302,3367,0.5112637,480.65,12.38194
74,1789466344.812,-0.08766454,0.500002,-0.01113576,0,0,-0.004123979,0.9549407,0.03537134,-0.01911655,0.05403646,0,0.015625,0,0.9303386,13.46947,1e-05,-0.03132859,0.01244806,0.1674403,0.4584384,0.03645515,3103,0.5115414,480.65,12.48761
75,1789466345.275,-0.086629,0.500002,-0.01086965,0,0,-0.004090868,1.053827,0.02760032,-0.01832234,0.01302083,0,0.015625,0,0.9713542,13.47796,1e-05,-0.03132352,0.01484735,0.09928679,0.4248939,0.03380084,3348,0.5117226,480.65,12.67234
76,1789466345.731,-0.08628156,0.500002,-0.01015651,0,0,-0.004148642,1.080491,0.04921041,-0.02179952,0,0,0.015625,0,0.984375,13.48108,1e-05,-0.03117923,0.01660533,0.133407,0.4172189,0.0354867,3392,0.5117496,480.65,12.71096
77,1789466346.168,-0.08604869,0.500002,-0.01080753,0,0,-0.004145173,1.136334,0.04977133,-0.01725304,0,0,0.015625,0,0.984375,13.48243,1e-05,-0.03281667,0.01395375,0.150997,0.3998406,0.03420067,3538,0.5118,480.65,12.83421
78,1789466346.627,-0.08589958,0.500002,-0.01080074,0,0,-0.004082589,0.9532037,0.03212038,-0.01813678,0,0,0.015625,0,0.984375,13.48443,1.5e-05,-0.02607596,0.01467974,0.1575088,0.4179776,0.0371387,3374,0.5118577,480.65,12.95345
79,1789466347.055,-0.08522661,0.500002,-0.009789237,0,0,-0.004018748,1.05195,0.02636486,-0.01858371,0,0,0.015625,0,0.984375,13.48669,1e-05,-0.03263228,0.01366601,0.1536643,0.3872492,0.03633833,3626,0.511924,480.65,12.94444
80,1789466347.507,-0.08585094,0.500002,-0.01106458,0,0,-0.004061554,1.130737,0.05585625,-0.01775441,0,0,0.015625,0,0.984375,13.48702,1e-05,-0.03064844,0.01580949,0.167607,0.4137783,0.03542805,3419,0.5118855,480.65,12.95371
81,1789466347.933,-0.08700398,0.500002,-0.01086233,0,0,-0.004161636,1.43181,0.114413,-0.01832792,0,0,0.015625,0,0.984375,13.48609,1e-05,-0.03536234,0.01520002,0.1158537,0.3842628,0.03805685,3637,0.5118772,480.65,13.09301
82,1789466348.381,-0.08562493,0.500002,-0.01014075,0,0,-0.003886702,1.19667,0.09258682,-0.01875339,0,0,0.015625,0,0.984375,13.48975,1e-05,-0.0332312,0.01464887,0.1362828,0.409955,0.03445697,3456,0.5120943,480.65,13.17038
83,1789466348.850,-0.08574659,0.500002,-0.01024111,0,0,-0.003963958,1.035326,0.0350545,-0.01921969,0,0,0.01432292,0,0.9856771,13.49655,1e-05,-0.03191413,0.01114342,0.1329058,0.4224348,0.04292774,3300,0.5122399,495.15,14.3439
84,1789466349.313,-0.08610561,0.500002,-0.009768351,0,0,-0.003767292,1.054558,0.01255397,-0.01931444,0,0,0,0,1,13.49707,1e-05,-0.03206452,0.01390377,0.09708165,0.4217122,0.03688526,3349,0.5121296,495.15,14.38831
85,1789466349.792,-0.08698609,0.500002,-0.009883477,0,0,-0.003615403,1.1285,0.006312465,-0.01774235,0,0,0,0,1,13.49605,1e-05,-0.03272621,0.0114696,0.09774604,0.4336016,0.04027152,3241,0.5122064,495.15,14.38831
86,1789466350.235,-0.08582602,0.500002,-0.009465979,0,0,-0.003587408,1.257627,0.06159859,-0.01999544,0,0,0,0,1,13.4997,1.5e-05,-0.02979589,0.01437234,0.0814323,0.4036722,0.03586411,3494,0.5123236,495.15,14.44318
87,1789466350.681,-0.08711885,0.500002,-0.009465314,0,0,-0.003547436,1.353128,0.0762088,-0.01773977,0,0,0,0,1,13.5046,5.0625e-05,-0.0329238,0.01209831,0.08193602,0.40731,0.03530669,3470,0.5125143,495.15,14.44318
88,1789466351.100,-0.08711885,0.500002,-0.009465314,0,0,-0.003547436,1.353128,0.0762088,-0.01773977,0,0,0,0,1,13.51475,1e-05,-0.03939179,0.01307487,0.08193602,0.3787978,0.03630567,3700,0.5128263,495.15,14.44318
89,1789466351.554,-0.08711885,0.500002,-0.009465314,0,0,-0.003547436,1.353128,0.0762088,-0.01773977,0,0,0,0,1,13.52091,1e-05,-0.03210817,0.01330911,0.08193602,0.4150846,0.03572607,3407,0.5129096,495.15,14.44318
90,1789466351.979,-0.08711885,0.500002,-0.009465314,0,0,-0.003547436,1.353128,0.0762088,-0.01773977,0,0,0,0,1,13.52384,3.375e-05,-0.02791233,0.01219182,0.08193602,0.3863266,0.03577924,3638,0.5130062,495.15,14.44318
91,1789466352.430,-0.08548417,0.500002,-0.009950757,0,0,-0.003860621,1.175357,0.0590494,-0.01726589,0,0,0,0,1,13.52801,7.59375e-05,-0.02909633,0.009336936,0.1357632,0.4116957,0.03510308,3437,0.5131108,495.15,14.42202
92,1789466352.857,-0.08729929,0.500002,-0.009723856,0,0,-0.003692744,1.097121,0.06145682,-0.01643198,0,0,0,0,1,13.52963,0.0001139063,-0.03796115,0.01236631,0.1146825,0.3907573,0.03319049,3623,0.5131481,495.15,14.42328
93,1789466353.252,-0.08213118,0.500002,-0.009755859,0,0,-0.003665243,1.09226,0.03817645,-0.01486675,0,0,0,0,1,13.53286,1.5e-05,-0.03212608,0.0106273,0.1498691,0.3576438,0.03357983,3926,0.5132401,495.15,14.45048
94,1789466353.670,-0.08351888,0.500002,-0.01045224,0,0,-0.003812411,0.9143718,0.01115173,-0.0156683,0,0,0,0,1,13.53556,1e-05,-0.03065396,0.01110577,0.215387,0.3660948,0.0474546,3714,0.5133403,495.15,14.45048
95,1789466354.079,-0.08617769,0.500002,-0.009950263,0,0,-0.003919545,1.124479,0.04191732,-0.01794693,0,0,0,0,1,13.53981,1e-05,-0.02858135,0.01158609,0.1104829,0.3723743,0.03242707,3794,0.5134705,495.15,14.54386
96,1789466354.482,-0.08453196,0.500002,-0.01014186,0,0,-0.00402028,1.247265,0.04883846,-0.01620932,0,0,0,0,1,13.54343,1e-05,-0.02751564,0.01080694,0.1175336,0.3662488,0.03332949,3844,0.5135494,495.15,14.78226
97,1789466354.883,-0.08363891,0.500002,-0.009390818,0,0,-0.003811821,1.173244,0.05265091,-0.01740309,0,0,0,0,1,13.54564,3.375e-05,-0.02479335,0.009952174,0.1662107,0.3609993,0.03619909,3867,0.513612,495.15,14.84622
98,1789466355.282,-0.08330612,0.500002,-0.009224935,0,0,-0.003956929,1.088583,0.04061041,-0.01651395,0,0,0,0,1,13.55016,1.5e-05,-0.02656333,0.0122355,0.1062247,0.3600616,0.03535962,3884,0.5137663,495.15,14.81956
99,1789466355.683,-0.08268653,0.500002,-0.01009427,0,0,-0.003934723,0.8927729,0.013737,-0.01585433,0,0,0,0,1,13.55712,0.0001139063,-0.0305527,0.01070722,0.1312824,0.36235,0.03586364,3857,0.5141253,495.15,14.79253
