step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/fixture_force_tracking,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/mech_effort,Episode_Reward/mech_overspeed,Episode_Reward/mech_progress,Episode_Reward/mech_push,Episode_Reward/mech_torn,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Mechanism/frontier_opened_ema,Mechanism/frontier_opened_fraction,Mechanism/latch_released_fraction,Mechanism/opened_fraction,Mechanism/opened_hinge,Mechanism/opened_pull,Mechanism/opened_push,Mechanism/opened_side,Mechanism/opened_up,Mechanism/peak_ceiling_n,Mechanism/torn_fraction,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
16352,1790266573.847,-0.2247853,-0.2754032,1.498514,-0.05281776,-1.450036,-0.004946685,0,-0.06211879,-0.01303219,-0.06235617,-0.04321103,-0.001716941,0,-0.001619725,1.675618,-0.02357968,0,0,-0.0377943,0.7853193,-0.04663767,-0.01337125,-0.09088254,-0.002468955,2.262685,0,0,0.7922329,0.4444333,-0.006450893,-0.003248129,0.7388781,1.58091,0.7327027,1.846408,0.0002058158,5.0625e-05,17.81547,0.001345025,1.553743e-15,0.001120089,1.912001e-05,0.01095361,0,0.1,0,5.0625e-05,-0.008948951,0.1663037,0.6025848,1,1,1,1,1,0.5,0,0,80,0,1.269189,1.597983,34286,0.6586083,999,184.7553
16353,1790266576.730,-0.217241,-0.2727868,1.498514,-0.04955302,-1.478897,-0.002904478,-0.003333334,-0.05682936,-0.01300146,-0.08706,-0.0390612,-0.001685786,0,-0.0006588892,1.675185,-0.02189671,0,0,-0.04459377,0.666549,-0.04847513,-0.01187003,-0.03641175,-0.0302139,1.726747,0,0,0.8021552,0.4472661,-0.005520399,-0.002573515,0.7382523,1.313972,0.7578257,1.891222,0.0002014888,7.59375e-05,17.82119,0.001333633,1.51967e-15,0.001113286,1.885802e-05,0.01387587,0,0.1,0,7.59375e-05,-0.007860363,0.1909574,0.4828351,1,1,1,1,1,1,1,0,80,0,1.26949,1.602443,34229,0.6588431,989.32,180.4906
16354,1790266579.602,-0.2165831,-0.2536414,1.498514,-0.03242516,0,-0.001131978,0,-0.09643929,-0.01205132,0,-0.07340463,-0.001790167,-0.03209999,-0.001838713,1.793921,-0.0202909,-0.03366105,0,-0.02908711,0,-0.03106349,-0.01996051,0,0,0,0,0,0.859622,0.1180658,-0.005417693,-0.003110535,0.7909629,1.591678,0.7752132,1.887726,0.0002025378,7.59375e-05,17.82899,0.001322894,1.555917e-15,0.001100488,1.986768e-05,0.0114029,0,0.05,0,7.59375e-05,-0.01081729,0.1535827,0.4749854,1,1,1,1,1,0.6666667,1,0,80,0,1.24776,1.613166,34360,0.6590984,977.54,179.1943
16355,1790266582.484,-0.2222736,-0.2652456,1.498514,-0.03942355,-0.9278851,-0.001016365,0,-0.07104887,-0.01390615,-0.002158486,-0.04931177,-0.001748938,-0.01427333,-0.001186079,1.723503,-0.01952742,-0.0154716,0,-0.03494966,0.8132071,-0.02949624,-0.01358113,-0.02014676,-0.003191667,1.607108,0,0,0.8546524,0.3078621,-0.005425768,-0.002669669,0.7768177,1.703264,0.8227775,1.886995,0.0002063637,7.59375e-05,17.83614,0.001328447,1.477197e-15,0.001102588,1.94954e-05,0.01308675,0,0.05,0,7.59375e-05,-0.006551015,0.1540524,0.495429,1,1,1,1,1,1,1,0,80,0,1.246782,1.623587,34247,0.6593506,978.86,183.7898
16356,1790266585.368,-0.2098448,-0.2716528,1.498514,-0.04256912,-1.517487,-0.001686903,0,-0.04935631,-0.01392884,-0.01158808,-0.03281581,-0.001657919,0,-0.0006448586,1.699669,-0.02112765,0,0,-0.0351147,1.053424,-0.02742017,-0.008380417,-0.04330708,-0.01069423,2.774511,0,0,0.8350943,0.4565216,-0.005620913,-0.002467566,0.7742263,1.641191,0.8178362,1.892884,0.0001952056,7.59375e-05,17.84256,0.001281782,1.412713e-15,0.001067371,1.920512e-05,0.01182612,0,0.05,0,7.59375e-05,-0.009386556,0.1367002,0.5738325,0,nan,1,1,1,0,0,0,80,0,1.276476,1.596736,34213,0.6595565,990.64,184.1352
16357,1790266588.215,-0.2055623,-0.2710355,1.498514,-0.02663234,-1.413546,-0.01316928,0,-0.05793389,-0.01346077,0,-0.03692846,-0.001663463,0,-0.0002345975,1.71722,-0.02251576,0,0,-0.04081225,0.04058788,-0.08877933,-0.007734574,-0.01754039,0,1.391371,0,0,0.7542931,0.4335251,-0.005346357,-0.001884219,0.7243523,1.037968,0.8307958,1.925814,0.0002015681,7.59375e-05,17.84905,0.001297129,1.397902e-15,0.001076576,1.898406e-05,0.0120202,0,0.05,0,7.59375e-05,-0.007753737,0.1562176,0.5281422,0,nan,0,0,1,0,1,0,80,0,1.244443,1.591306,34665,0.659852,999,184.5247
16358,1790266591.069,-0.2108838,-0.2654774,1.498514,-0.04069693,-1.458413,-0.005447797,0,-0.0541552,-0.01368909,-0.03108124,-0.03594079,-0.001677692,0,-0.0003588185,1.699669,-0.02127802,0,0,-0.03932391,0.4979333,-0.05707268,-0.009533111,-0.04054485,-0.009558372,1.568011,0,0,0.7977068,0.4459009,-0.005469095,-0.002217155,0.7474865,1.317179,0.8126943,1.915563,0.0002010093,5.0625e-05,17.86033,0.001308062,1.354135e-15,0.001087575,1.947771e-05,0.01606667,0.1,0.1,0,5.0625e-05,-0.008809231,0.151004,0.4779144,1,1,0.6666667,0.5,1,0,1,0,80,0,1.233865,1.608973,34579,0.6603835,993.41,179.9932
16359,1790266593.949,-0.2159787,-0.2652559,1.498514,-0.04177251,-1.226872,-0.008370066,-0.02083334,-0.06835973,-0.01309339,-0.03135244,-0.04644577,-0.001694242,-0.007996669,-0.0009356653,1.714727,-0.02264418,-0.008016331,0,-0.03463028,0.5357519,-0.05359953,-0.01134458,-0.04776381,-0.007944146,1.628799,0,0,0.768096,0.3606685,-0.00562838,-0.002801083,0.733998,1.40026,0.7905954,1.88634,0.0002053055,5.0625e-05,17.86924,0.001330203,1.328477e-15,0.001104957,1.994127e-05,0.009076431,0,0.05,0,5.0625e-05,-0.009868193,0.1514134,0.4580542,0.3333333,0.3333333,0.6,0.5,1,0,0,0,80,0,1.262037,1.606593,34268,0.6604732,988.1,180.1964
16360,1790266596.828,-0.2150775,-0.2592774,1.498514,-0.02820646,0,-0.001263161,0,-0.08113261,-0.01330262,-0.0003149933,-0.06172062,-0.001858027,-0.02645,-0.001307789,1.796846,-0.01831451,-0.02754037,0,-0.02927659,0,-0.04024858,-0.01766657,0,0,0,0,0,0.8568265,0.1745544,-0.00531068,-0.002897601,0.7873502,1.683677,0.7389931,1.889745,0.0002038704,5.0625e-05,17.87162,0.001298954,1.279309e-15,0.00107556,1.952311e-05,0.01418791,0.05,0.1,0,5.0625e-05,-0.00787093,0.154714,0.5339655,1,1,1,1,1,1,0,0,80,0,1.249284,1.616315,34304,0.6606014,988.1,183.0504
16361,1790266599.743,-0.1971899,-0.2568937,1.498514,-0.03858493,-1.572863,-0.007467268,0,-0.04684403,-0.01248176,-0.00980811,-0.03117437,-0.001629706,0,-0.001738845,1.704868,-0.02177787,0,0,-0.04667648,0.0295084,-0.03127274,-0.01112778,-0.01929787,0,0.6174859,0,0,0.749,0.4321965,-0.005678527,-0.002560297,0.7186337,0.8389394,0.7720226,1.922485,0.0002038239,5.0625e-05,17.87351,0.001322073,1.260305e-15,0.001099141,1.910804e-05,0.009655995,0,0.05,0,5.0625e-05,-0.007521168,0.1380777,0.5525872,0,0,0,0,1,0,0,0,80,0,1.323532,1.576315,33899,0.6606111,999,184.8081
16362,1790266602.630,-0.214507,-0.2729579,1.498514,-0.04409818,-1.390232,-0.003409628,0,-0.05384642,-0.0139242,-0.02439816,-0.03518931,-0.001678378,0,-0.0004495297,1.696743,-0.02156654,0,0,-0.03866909,0.9134082,-0.033932,-0.00926616,-0.04790207,-0.006909843,2.372741,0,0,0.8168542,0.4514019,-0.005393683,-0.00233017,0.7611494,1.596632,0.8447935,1.912886,0.0001988514,5.0625e-05,17.87355,0.001296956,1.218131e-15,0.001079125,1.897982e-05,0.008295951,0,0.05,0,5.0625e-05,-0.01035684,0.1348435,0.5769362,1,nan,1,1,1,1,1,0.5,80,0,1.280638,1.594082,34196,0.6606154,994.69,186.64
16363,1790266605.526,-0.2217448,-0.2669669,1.498514,-0.03890678,-0.7588667,-0.003393814,0,-0.08254205,-0.01361554,-0.006673932,-0.06007101,-0.001765991,-0.02116,-0.001318953,1.797497,-0.01990037,-0.02188664,0,-0.02977155,0.5583637,-0.03796487,-0.01555285,-0.01566461,-0.0002814348,1.102927,0,0,0.8221095,0.2216473,-0.005445073,-0.00299048,0.7704322,1.642908,0.80591,1.892722,0.0002029667,5.0625e-05,17.87414,0.001324852,1.219579e-15,0.001103164,1.872165e-05,0.008675976,0,0.05,0,5.0625e-05,-0.01009037,0.136044,0.6237084,0,nan,1,1,1,1,1,0,80,0,1.268471,1.60734,34183,0.6606899,994.69,189.1088
16364,1790266608.341,-0.212222,-0.271074,1.498514,-0.04730394,-1.485281,-0.006195594,-0.01,-0.05480245,-0.01331661,-0.001828976,-0.03602109,-0.001644143,0,-0.001318701,1.687968,-0.02241054,0,0,-0.04168936,0.5498441,-0.04492689,-0.009473044,-0.02558259,-0.00986574,1.570636,0,0,0.7693092,0.4379033,-0.005597097,-0.002576926,0.7241443,1.302168,0.7641463,1.903472,0.0002096755,5.0625e-05,17.87704,0.001315475,1.189674e-15,0.001086663,1.913631e-05,0.01306043,0.05,0.1,0,5.0625e-05,-0.008862406,0.1367129,0.5825615,0,0,0.5,0.5,1,0,0,0,80,0,1.224944,1.571207,35156,0.6608112,997.01,189.2375
16365,1790266611.225,-0.22184,-0.272857,1.498514,-0.05207298,-1.525681,-0.002467689,0,-0.06168234,-0.01339839,-0.05073098,-0.04134697,-0.001693954,0,-0.0009595588,1.617442,-0.02353088,0,0,-0.0385539,0.956156,-0.03500821,-0.009757074,-0.08333,-0.018083,2.400904,0,0,0.8109282,0.4498345,-0.005742959,-0.002761282,0.7447731,1.598647,0.8093122,1.860201,0.0002052974,7.59375e-05,17.87829,0.001324004,1.156266e-15,0.001099533,1.917327e-05,0.01146728,0,0.1,0,7.59375e-05,-0.009880324,0.1270784,0.6348375,1,nan,1,1,1,0,1,1,80,0,1.240835,1.63104,34229,0.6607741,997.01,192.2289
16366,1790266614.076,-0.2178174,-0.2741203,1.498514,-0.04759582,-1.446332,-0.002888752,-0.005,-0.05795049,-0.01306682,-0.01543343,-0.03882468,-0.001677952,0,-0.001004357,1.646693,-0.02178441,0,0,-0.04764388,0.7294866,-0.03984036,-0.009316726,-0.05516262,-0.01006644,1.856481,0,0,0.8091712,0.4492473,-0.005679302,-0.002681978,0.7345923,1.396644,0.8424696,1.891232,0.0001970429,7.59375e-05,17.87849,0.001289049,1.166455e-15,0.001073216,1.878941e-05,0.01234944,0,0.05,0,7.59375e-05,-0.007070537,0.1409566,0.5808579,1,1,1,1,1,1,0,0,80,0,1.228463,1.610113,34631,0.6608658,999,190.8034
16367,1790266616.916,-0.214049,-0.2542377,1.498514,-0.04625378,-1.477572,-0.001503617,0,-0.04991799,-0.01230094,-0.01323437,-0.03323501,-0.001609124,0,-0.0004821715,1.723071,-0.02028449,0,0,-0.04857472,0.0401568,-0.06390294,-0.0106498,-0.009049482,0,0.7884476,0,0,0.8009917,0.4470142,-0.005705164,-0.002229265,0.7532231,1.038971,0.8534288,1.923671,0.0001976015,7.59375e-05,17.88064,0.001306696,1.127978e-15,0.001090325,1.876903e-05,0.01206359,0,0.05,0,7.59375e-05,-0.008216923,0.1887148,0.5729275,0,nan,0,0,1,0,1,0,80,0,1.213648,1.614522,34758,0.660973,999,189.5132
16368,1790266619.761,-0.2149013,-0.2849393,1.498514,-0.04381687,-1.402195,-0.0005544054,0,-0.04778419,-0.01412554,-0.001145542,-0.03213757,-0.001724662,0,-0.0003943769,1.709419,-0.01964775,0,0,-0.04079314,1.202815,-0.0240146,-0.008832978,-0.03903408,-0.0003569472,2.434913,0,0,0.8553013,0.4621031,-0.005279677,-0.00222828,0.7716882,1.695358,0.8332152,1.92795,0.0002018868,3.375e-05,17.8834,0.001336512,1.124399e-15,0.001115318,1.930732e-05,0.01249652,0.1,0.05,0,3.375e-05,-0.00455547,0.1274259,0.632375,1,nan,1,1,1,1,1,0,80,0,1.220423,1.605759,34783,0.6610526,999,188.2547
16369,1790266622.566,-0.2248964,-0.258907,1.498514,-0.03474007,0,-0.00177975,0,-0.1124937,-0.01276348,0,-0.08886379,-0.001892188,-0.04644,-0.00196478,1.804322,-0.01982205,-0.04785198,0,-0.03283399,0,-0.04415767,-0.02213993,0,0,0,0,0,0.8396224,0,-0.005468574,-0.003533653,0.7913205,1.581163,0.7775404,1.821893,0.0002068841,5.0625e-05,17.88528,0.00133335,1.131707e-15,0.001107035,1.943069e-05,0.008760812,0,0.1,0,5.0625e-05,-0.01219588,0.1386481,0.5928484,0,0,0,0,1,0,0.5,0,80,0,1.19195,1.600346,35205,0.6611751,999,190.8588
16370,1790266625.416,-0.2084859,-0.2777089,1.498514,-0.03935524,-1.463673,-0.003158729,0,-0.04534158,-0.014259,-0.001284317,-0.03084273,-0.001684607,0,-0.0004943985,1.712019,-0.01985381,0,0,-0.04654589,0.9499733,-0.047451,-0.01118484,-0.04230694,-0.00072909,2.317159,0,0,0.8210325,0.4523721,-0.00536435,-0.002368233,0.773981,1.572045,0.8294587,1.923407,0.0002075001,7.59375e-05,17.8913,0.001349512,1.112964e-15,0.001122739,1.927294e-05,0.01226946,0,0.1,0,7.59375e-05,-0.01110843,0.1383874,0.6100888,1,1,1,1,1,1,1,0,80,0,1.215925,1.62312,34625,0.6614769,999,189.1217
16371,1790266628.243,-0.221073,-0.2760457,1.498514,-0.04793337,-1.506447,-0.00134873,0,-0.06143735,-0.01413003,-0.04912398,-0.04036772,-0.001711589,0,-0.0007324046,1.648968,-0.02242502,0,0,-0.0330867,1.242631,-0.02642007,-0.01001986,-0.05308768,-0.01040833,2.301749,0,0,0.8346879,0.4564449,-0.005562178,-0.00254554,0.7706544,1.661307,0.8329458,1.905981,0.0002055663,3.375e-05,17.89692,0.001324067,1.101707e-15,0.001098827,1.967424e-05,0.01077728,0.1,0.05,0,3.375e-05,-0.005204162,0.1414164,0.6995085,1,1,1,1,1,0,0,0,80,0,1.220399,1.593631,34933,0.6615473,999,186.3837
16372,1790266631.109,-0.2171909,-0.2670216,1.498514,-0.04137499,-0.7485522,-0.003048555,0,-0.07661244,-0.01324644,-0.009884609,-0.05723771,-0.001765945,-0.01698,-0.0009948604,1.760121,-0.02091626,-0.01813108,0,-0.04115521,0.3257372,-0.04686466,-0.0135458,-0.03575686,-1.224425e-05,1.049598,0,0,0.8171661,0.280382,-0.005387418,-0.002905297,0.7474712,1.571058,0.7993328,1.890168,0.0002063578,5.0625e-05,17.89777,0.001330869,1.058227e-15,0.001105463,1.904843e-05,0.009816051,0,0.1,0,5.0625e-05,-0.008255886,0.1433362,0.5962662,0,nan,0,1,1,0,0,0,80,0,1.259741,1.59313,34457,0.6615605,999,182.6969
16373,1790266633.968,-0.2166508,-0.2578018,1.498514,-0.0308149,-0.7855486,-0.001467527,0,-0.07000919,-0.01196866,0,-0.05142181,-0.001761343,-0.01625,-0.001148776,1.73932,-0.02000186,-0.01714018,0,-0.04167835,0.0114455,-0.05333458,-0.01350107,-0.005539862,0,0.7033988,0,0,0.8219265,0.2815034,-0.005672809,-0.002911644,0.7698051,1.288415,0.715659,1.910173,0.00020224,5.0625e-05,17.90011,0.001339947,1.046621e-15,0.001117853,1.985464e-05,0.01466335,0.05,0.1,0,5.0625e-05,-0.007071711,0.1279002,0.6232237,0,nan,0,1,1,1,1,0,80,0,1.253304,1.593101,34536,0.6617098,999,181.6036
16374,1790266636.824,-0.2100073,-0.2782695,1.498514,-0.04732426,-1.542473,-0.006176447,0,-0.05613221,-0.01338329,-0.02133883,-0.03636952,-0.001650231,0,-0.0006666665,1.720469,-0.02210415,0,0,-0.04851322,0.660602,-0.06208298,-0.009803966,-0.04273498,-0.0006539651,2.017918,0,0,0.7812993,0.4414346,-0.00551225,-0.002368065,0.7489856,1.384831,0.8126577,1.92113,0.0002034651,5.0625e-05,17.903,0.001355604,1.056541e-15,0.001131597,2.054119e-05,0.01152514,0.05,0.1,0,5.0625e-05,-0.007417503,0.1339885,0.5766946,0,1,0.5,0,1,0,1,0,80,0,1.245262,1.596902,34587,0.6617664,999,181.2179
16375,1790266639.685,-0.2238809,-0.2668541,1.498514,-0.0544555,-1.520195,-0.01221615,-0.2049999,-0.06783875,-0.01193218,-0.1092994,-0.04603768,-0.001697144,0,-0.0007612171,1.690568,-0.02461984,0,0,-0.04655489,0.4790364,-0.1157039,-0.01265746,-0.1407435,-0.007097863,1.570127,0,0,0.7310306,0.4262243,-0.006429306,-0.003431931,0.7068409,1.284343,0.8045103,1.839146,0.0002067861,5.0625e-05,17.90277,0.001366655,1.052909e-15,0.001139863,2.000518e-05,0.009792338,0,0.05,0,5.0625e-05,-0.007411025,0.1306101,0.5669411,0,1,0,0,0,1,1,0,80,0,1.256813,1.592035,34506,0.6617203,999,184.11
16376,1790266642.564,-0.2202374,-0.2756743,1.498514,-0.04117442,-1.469942,-0.001288776,0,-0.05121834,-0.0139701,0,-0.03465767,-0.001698572,0,-0.0005490125,1.679519,-0.02326709,0,0,-0.03085352,1.190587,-0.02978649,-0.008457644,-0.0491354,-0.02017084,2.020087,0,0,0.8376994,0.4572886,-0.005565872,-0.002380369,0.7614669,1.677508,0.8160073,1.878853,0.0002036971,7.59375e-05,17.90249,0.001352939,1.034957e-15,0.001129354,1.988741e-05,0.01219838,0,0.1,0,7.59375e-05,-0.01032917,0.1449681,0.5162592,0,1,1,1,1,0,0,0,80,0,1.267262,1.600319,34281,0.661834,999,185.9026
16377,1790266645.419,-0.2158802,-0.2706226,1.498514,-0.04094733,-1.116923,-0.00473336,-0.007500002,-0.06444231,-0.01318065,-0.03500528,-0.04512294,-0.001718141,-0.008498333,-0.0008373035,1.723124,-0.02159326,-0.008959125,0,-0.03903907,0.4394309,-0.04876853,-0.01199082,-0.04398055,-0.005384825,1.381038,0,0,0.8037207,0.3613287,-0.005543437,-0.002679634,0.7482785,1.450545,0.7709063,1.889531,0.0002023656,7.59375e-05,17.90859,0.001326541,1.005513e-15,0.00110515,1.902578e-05,0.0116439,0,0.05,0,7.59375e-05,-0.008540979,0.1380737,0.6068145,0.8333334,1,0.6666667,1,1,0.5,0.5,0,80,0,1.280627,1.562913,34570,0.6621007,998.37,188.6127
16378,1790266648.286,-0.2142823,-0.2703463,1.498514,-0.04153746,-1.357839,-0.004047192,-0.0003571429,-0.05579551,-0.01354325,-0.01930819,-0.03767838,-0.001691223,-0.002295714,-0.0006274884,1.699855,-0.02136141,-0.002537492,0,-0.04217308,0.5600996,-0.04364943,-0.01011177,-0.02603941,-0.006097266,1.735623,0,0,0.8033775,0.4228259,-0.005487173,-0.002411715,0.7513591,1.376798,0.7960302,1.908435,0.0001994832,7.59375e-05,17.91394,0.001281737,9.830982e-16,0.001064265,1.798919e-05,0.01227053,0,0.05,0,7.59375e-05,-0.008378863,0.1294492,0.5657408,0.6,0.6,0.5384616,0.7142857,1,0.3333333,0,0.3333333,80,0,1.24989,1.60437,34441,0.6622097,999,186.148
16379,1790266651.168,-0.2182718,-0.2758828,1.498514,-0.03774864,-1.127541,-0.003026663,-0.0025,-0.06256068,-0.01364113,-0.02796783,-0.0438512,-0.001751558,-0.008200001,-0.0008932161,1.690731,-0.02032014,-0.008923637,0,-0.03147826,0.7760056,-0.03272876,-0.01126414,-0.03524301,-0.009685218,1.820135,0,0,0.8326946,0.3691011,-0.005462862,-0.002609785,0.7697076,1.639748,0.8002962,1.894596,0.000186796,7.59375e-05,17.91841,0.001144802,9.31835e-16,0.0009405404,1.746557e-05,0.01027298,0,0.05,0,7.59375e-05,-0.009585632,0.1209467,0.6550183,1,1,1,1,1,0,0,1,80,0,1.278215,1.590277,34270,0.662484,991.68,182.7641
16380,1790266654.033,-0.2175761,-0.2685208,1.498514,-0.04252803,-1.224296,-0.004719463,-0.007727274,-0.06798862,-0.01276526,-0.02955889,-0.0487335,-0.001699509,-0.007892728,-0.00107338,1.70416,-0.02206778,-0.008709088,0,-0.04165996,0.5050628,-0.05706985,-0.01324376,-0.03287881,-0.01204558,1.650984,0,0,0.7955067,0.3621873,-0.005684257,-0.002837717,0.7439348,1.391289,0.7802216,1.886451,0.0001887697,7.59375e-05,17.92359,0.001108845,8.878051e-16,0.0009028618,1.721329e-05,0.01276032,0,0.05,0,7.59375e-05,-0.005922814,0.106964,0.6277176,0.7142857,0.8000001,0.6666667,1,1,0.5,1,0,80,0,1.251599,1.601847,34450,0.6625425,999,186.5733
16381,1790266656.897,-0.215027,-0.2694871,1.498514,-0.03834593,-0.8391713,-0.003744135,-0.0058,-0.06537809,-0.01316268,-0.01059373,-0.04646968,-0.001738858,-0.0100992,-0.001036512,1.722888,-0.02070516,-0.01123369,-1.469047e-05,-0.03928728,0.2190215,-0.0538442,-0.01238056,-0.03521158,-0.005865113,0.9112169,0,0,0.8155534,0.3399767,-0.005483266,-0.002650565,0.7539148,1.449776,0.7649981,1.898974,0.0001802296,7.59375e-05,17.92463,0.001020929,8.461893e-16,0.0008245502,1.614963e-05,0.01161723,0,0.05,0,7.59375e-05,-0.007662854,0.1029368,0.617514,0.4166667,0.5,0.5,0.7142857,1,0.3333333,0.6,0,80,0,1.268209,1.583665,34469,0.6626061,999,181.9812
16382,1790266659.752,-0.2163461,-0.2666047,1.498514,-0.04081869,-1.329555,-0.00379907,-0.001,-0.05591995,-0.0134733,-0.04536017,-0.03820273,-0.001688491,-0.00209,-0.0008340056,1.685369,-0.02219503,-0.002666402,0,-0.03859376,0.598822,-0.04726201,-0.01032466,-0.038726,-0.003796088,1.835546,0,0,0.8080882,0.4260454,-0.005561489,-0.002422814,0.7535633,1.444604,0.8101839,1.900774,0.0001718752,5.0625e-05,17.92765,0.0009337444,7.835218e-16,0.0007464501,1.541905e-05,0.01476093,0.1,0.1,0,5.0625e-05,-0.006858959,0.1264399,0.5961134,0.5,0.5,0.6666667,1,1,0,1,0,80,0,1.253437,1.590895,34561,0.6627421,982.84,182.3801
16383,1790266662.622,-0.2163447,-0.2701747,1.498514,-0.04522172,-1.170992,-0.004879284,-0.008500001,-0.06497755,-0.0131548,-0.03913378,-0.04583408,-0.001718155,-0.006486,-0.0009275264,1.709875,-0.02209876,-0.006803387,0,-0.04438798,0.4098322,-0.06077027,-0.01230731,-0.04975962,-0.006163856,1.455562,0,0,0.796936,0.376796,-0.00557059,-0.002705261,0.7438524,1.403889,0.7918519,1.89449,0.0001712237,3.375e-05,17.93207,0.0008904999,7.487959e-16,0.0007044862,1.479003e-05,0.01357404,0.1,0.1,0,3.375e-05,-0.007095944,0.1056404,0.5823271,0.7142857,0.8000001,0.75,1,1,0.6666667,1,0,80,0,1.281701,1.577187,34385,0.6629123,999,188.5871
16384,1790266665.507,-0.2173739,-0.2716008,1.498514,-0.03778324,-1.268112,-0.004565034,-0.0007142859,-0.05596169,-0.0141057,-0.01955967,-0.03719202,-0.001701431,-0.003080001,-0.0004991625,1.711741,-0.02120758,-0.003284077,0,-0.035394,0.7229265,-0.03726591,-0.00959762,-0.02578176,-0.002744365,1.950913,0,0,0.8156583,0.4179014,-0.005367314,-0.002289314,0.7576011,1.506497,0.826327,1.915834,0.0001727366,5.0625e-05,17.93748,0.0009279358,7.578094e-16,0.0007397985,1.540063e-05,0.01010407,0,0.1,0,5.0625e-05,-0.01015125,0.1554586,0.541325,0.5,0.3333333,0.6666667,1,1,0.3333333,0.5,0,80,0,1.313912,1.560014,34205,0.6632133,999,181.9295
16385,1790266668.395,-0.2188935,-0.2751431,1.498514,-0.0399723,-0.854329,-0.004469668,-0.01444444,-0.06900619,-0.012878,-0.02559098,-0.04958613,-0.00175697,-0.01208222,-0.001047389,1.739753,-0.02177339,-0.01295906,0,-0.04018676,0.2439416,-0.05754178,-0.01362997,-0.02774866,-0.01007084,0.8490893,0,0,0.8038476,0.3198416,-0.005544278,-0.002827172,0.7416276,1.415033,0.7646694,1.873734,0.0001803651,7.59375e-05,17.94513,0.001002146,7.53754e-16,0.0008060189,1.576244e-05,0.01238882,0,0.1,0,7.59375e-05,-0.0106063,0.1783009,0.6590751,0.5,0.6666667,0.4,0.5,1,0,0.5,0,80,0,1.3027,1.573544,34177,0.6634948,999,188.5181
16386,1790266671.271,-0.2124459,-0.2737012,1.498514,-0.03716595,-1.507425,-0.01249338,-0.01,-0.05658039,-0.01406834,-0.09697189,-0.03731588,-0.001698376,0,-0.0008252076,1.699343,-0.02302637,0,0,-0.03895091,0.5078759,-0.07735458,-0.01057924,-0.06986751,-0.006861113,1.479489,0,0,0.739063,0.4291092,-0.005437709,-0.002548484,0.7022564,1.273175,0.8154041,1.898445,0.0001914004,7.59375e-05,17.95734,0.001089802,8.092933e-16,0.0008821627,1.623862e-05,0.01328486,0,0.05,0,7.59375e-05,-0.007202309,0.2094951,0.6570266,0,nan,0.5,0.5,1,0,0,0,80,0,1.292925,1.571918,34313,0.6640902,999,186.6972
16387,1790266674.129,-0.2151745,-0.2628068,1.498514,-0.04145878,-1.509766,-0.001922825,0,-0.05443089,-0.01321441,-0.0149634,-0.03623399,-0.001666035,0,-0.0006243132,1.660018,-0.02180335,0,0,-0.04559563,0.5561714,-0.06030374,-0.01071049,-0.05082491,-0.008741248,1.834126,0,0,0.8141262,0.4506684,-0.005576293,-0.002383637,0.7407874,1.304425,0.8047044,1.910643,0.0001959009,7.59375e-05,17.97162,0.001197279,8.395145e-16,0.0009846666,1.67118e-05,0.01199135,0,0.05,0,7.59375e-05,-0.009155088,0.2075173,0.6014432,1,1,0.6666667,1,1,1,1,0,80,0,1.272934,1.574815,34519,0.6644745,999,182.998
16388,1790266677.034,-0.2120596,-0.270121,1.498514,-0.04859186,-1.516174,-0.005600124,-0.005,-0.05611796,-0.0130755,-0.0229568,-0.03758205,-0.001656601,0,-0.0005216735,1.702269,-0.02227787,0,0,-0.04683203,0.5462909,-0.06502134,-0.01062683,-0.0656475,-0.005444194,1.515375,0,0,0.7732932,0.4391383,-0.00561547,-0.002488612,0.7308315,1.284631,0.7558753,1.899796,0.0002069764,7.59375e-05,17.98099,0.001271528,8.938974e-16,0.001047205,1.734707e-05,0.01324609,0,0.05,0,7.59375e-05,-0.008213182,0.2123633,0.6436565,0.3333333,1,0.5,0,1,0,1,0,80,0,1.294162,1.600131,33964,0.6647973,999,183.1006
