t,state,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_fb_0,q_fb_1,q_fb_2,q_fb_3,q_fb_4,q_fb_5,q_true_0,q_true_1,q_true_2,q_true_3,q_true_4,q_true_5,gripper_cmd_m,finger_m,cup_x_b,cup_y_b,cup_top_z_b,cup_tilt_deg,jaw_x_b,jaw_y_b,jaw_z_b,base_height_m
7.500,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.37250,-0.52478,0.01383,0.68451,0.00831,0.06901,1.37201,-0.52462,0.01383,0.68449,0.00832,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4317,0.0302,-0.0652,0.0853
7.520,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.37250,-0.52478,0.01383,0.68451,0.00831,0.06901,1.37143,-0.52463,0.01383,0.68448,0.00832,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4319,0.0302,-0.0649,0.0853
7.540,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.37250,-0.52478,0.01383,0.68451,0.00831,0.06901,1.37095,-0.52463,0.01383,0.68447,0.00831,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4320,0.0302,-0.0647,0.0853
7.560,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.37250,-0.52478,0.01383,0.68451,0.00831,0.06901,1.37056,-0.52464,0.01383,0.68446,0.00831,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4321,0.0302,-0.0645,0.0853
7.580,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.37250,-0.52478,0.01383,0.68451,0.00831,0.06901,1.37024,-0.52464,0.01383,0.68446,0.00831,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4322,0.0302,-0.0644,0.0853
7.600,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.37024,-0.52464,0.01383,0.68446,0.00831,0.06901,1.36998,-0.52464,0.01383,0.68445,0.00831,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4322,0.0302,-0.0643,0.0853
7.620,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.37024,-0.52464,0.01383,0.68446,0.00831,0.06901,1.36977,-0.52464,0.01383,0.68445,0.00831,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4323,0.0303,-0.0642,0.0853
7.640,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.37024,-0.52464,0.01383,0.68446,0.00831,0.06901,1.36959,-0.52463,0.01383,0.68445,0.00831,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4323,0.0303,-0.0641,0.0853
7.660,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.37024,-0.52464,0.01383,0.68446,0.00831,0.06901,1.36945,-0.52463,0.01383,0.68444,0.00831,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4324,0.0303,-0.0641,0.0853
7.680,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.37024,-0.52464,0.01383,0.68446,0.00831,0.06901,1.36934,-0.52463,0.01383,0.68444,0.00831,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4324,0.0303,-0.0640,0.0853
7.700,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.37024,-0.52464,0.01383,0.68446,0.00831,0.06901,1.36924,-0.52463,0.01383,0.68444,0.00831,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4324,0.0303,-0.0640,0.0853
7.720,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36924,-0.52463,0.01383,0.68444,0.00831,0.06901,1.36917,-0.52463,0.01383,0.68444,0.00831,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4324,0.0303,-0.0639,0.0853
7.740,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36924,-0.52463,0.01383,0.68444,0.00831,0.06901,1.36910,-0.52462,0.01383,0.68444,0.00831,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0639,0.0853
7.760,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36924,-0.52463,0.01383,0.68444,0.00831,0.06901,1.36905,-0.52462,0.01383,0.68444,0.00831,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0639,0.0853
7.780,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36924,-0.52463,0.01383,0.68444,0.00831,0.06901,1.36901,-0.52462,0.01383,0.68444,0.00831,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0639,0.0853
7.800,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36924,-0.52463,0.01383,0.68444,0.00831,0.06901,1.36898,-0.52462,0.01383,0.68444,0.00831,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0639,0.0853
7.820,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36924,-0.52463,0.01383,0.68444,0.00831,0.06901,1.36895,-0.52462,0.01383,0.68444,0.00831,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
7.840,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36895,-0.52462,0.01383,0.68444,0.00831,0.06901,1.36893,-0.52462,0.01383,0.68444,0.00831,0.0000,0.0295,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
7.860,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36895,-0.52462,0.01383,0.68444,0.00831,0.06901,1.36891,-0.52462,0.01383,0.68444,0.00831,0.0000,0.0290,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
7.880,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36895,-0.52462,0.01383,0.68444,0.00831,0.06901,1.36889,-0.52462,0.01383,0.68444,0.00831,0.0000,0.0285,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
7.900,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36895,-0.52462,0.01383,0.68444,0.00831,0.06901,1.36888,-0.52462,0.01383,0.68444,0.00831,0.0000,0.0280,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
7.920,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36895,-0.52462,0.01383,0.68444,0.00831,0.06901,1.36887,-0.52462,0.01383,0.68444,0.00831,0.0000,0.0275,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
7.940,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36895,-0.52462,0.01383,0.68444,0.00831,0.06901,1.36886,-0.52462,0.01383,0.68444,0.00832,0.0000,0.0270,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
7.960,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36886,-0.52462,0.01383,0.68444,0.00832,0.06901,1.36886,-0.52462,0.01383,0.68444,0.00832,0.0000,0.0265,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
7.980,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36886,-0.52462,0.01383,0.68444,0.00832,0.06901,1.36885,-0.52462,0.01383,0.68444,0.00831,0.0000,0.0260,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
8.000,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36886,-0.52462,0.01383,0.68444,0.00832,0.06901,1.36885,-0.52462,0.01383,0.68444,0.00832,0.0000,0.0255,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
8.020,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36886,-0.52462,0.01383,0.68444,0.00832,0.06901,1.36884,-0.52462,0.01383,0.68444,0.00832,0.0000,0.0251,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
8.040,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36886,-0.52462,0.01383,0.68444,0.00832,0.06901,1.36884,-0.52461,0.01383,0.68443,0.00831,0.0000,0.0246,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
8.060,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36886,-0.52462,0.01383,0.68444,0.00832,0.06901,1.36884,-0.52461,0.01383,0.68443,0.00832,0.0000,0.0241,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
8.080,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36884,-0.52461,0.01383,0.68443,0.00832,0.06901,1.36884,-0.52461,0.01383,0.68444,0.00832,0.0000,0.0236,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
8.100,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36884,-0.52461,0.01383,0.68443,0.00832,0.06901,1.36883,-0.52461,0.01383,0.68444,0.00831,0.0000,0.0231,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
8.120,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36884,-0.52461,0.01383,0.68443,0.00832,0.06901,1.36883,-0.52461,0.01384,0.68444,0.00832,0.0000,0.0226,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
8.140,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36884,-0.52461,0.01383,0.68443,0.00832,0.06901,1.36883,-0.52461,0.01384,0.68444,0.00832,0.0000,0.0222,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
8.160,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36884,-0.52461,0.01383,0.68443,0.00832,0.06901,1.36883,-0.52461,0.01383,0.68444,0.00832,0.0000,0.0217,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
8.180,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36884,-0.52461,0.01383,0.68443,0.00832,0.06901,1.36883,-0.52461,0.01384,0.68444,0.00832,0.0000,0.0212,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
8.200,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36883,-0.52461,0.01384,0.68444,0.00832,0.06901,1.36883,-0.52461,0.01384,0.68444,0.00832,0.0000,0.0208,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
8.220,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36883,-0.52461,0.01384,0.68444,0.00832,0.06901,1.36883,-0.52461,0.01384,0.68443,0.00832,0.0000,0.0203,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
8.240,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36883,-0.52461,0.01384,0.68444,0.00832,0.06901,1.36883,-0.52461,0.01384,0.68443,0.00832,0.0000,0.0198,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
8.260,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36883,-0.52461,0.01384,0.68444,0.00832,0.06901,1.36883,-0.52461,0.01384,0.68443,0.00832,0.0000,0.0194,0.4356,0.0301,-0.0404,0.00,0.4325,0.0303,-0.0638,0.0853
8.280,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36883,-0.52461,0.01384,0.68444,0.00832,0.06898,1.36881,-0.52461,0.01354,0.68443,0.00822,0.0000,0.0189,0.4356,0.0302,-0.0404,0.08,0.4325,0.0302,-0.0638,0.0853
8.300,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.36883,-0.52461,0.01384,0.68444,0.00832,0.06882,1.36866,-0.52453,0.01254,0.68442,0.00793,0.0000,0.0185,0.4356,0.0303,-0.0403,0.13,0.4326,0.0300,-0.0637,0.0853
8.320,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06882,1.36866,-0.52453,0.01254,0.68442,0.00793,0.06866,1.36853,-0.52446,0.01140,0.68442,0.00763,0.0000,0.0181,0.4356,0.0305,-0.0403,0.17,0.4326,0.0298,-0.0637,0.0853
8.340,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06882,1.36866,-0.52453,0.01254,0.68442,0.00793,0.06855,1.36846,-0.52448,0.01055,0.68441,0.00741,0.0000,0.0177,0.4356,0.0307,-0.0403,0.14,0.4326,0.0297,-0.0637,0.0853
8.360,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06882,1.36866,-0.52453,0.01254,0.68442,0.00793,0.06859,1.36850,-0.52457,0.01039,0.68441,0.00738,0.0000,0.0173,0.4356,0.0311,-0.0403,0.20,0.4326,0.0297,-0.0637,0.0853
8.380,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06882,1.36866,-0.52453,0.01254,0.68442,0.00793,0.06860,1.36857,-0.52460,0.00970,0.68441,0.00721,0.0000,0.0169,0.4356,0.0314,-0.0403,0.21,0.4326,0.0296,-0.0637,0.0853
8.400,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06882,1.36866,-0.52453,0.01254,0.68442,0.00793,0.06856,1.36854,-0.52466,0.00942,0.68440,0.00713,0.0000,0.0165,0.4356,0.0318,-0.0403,0.22,0.4327,0.0296,-0.0637,0.0853
8.420,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06882,1.36866,-0.52453,0.01254,0.68442,0.00793,0.06855,1.36851,-0.52463,0.00897,0.68440,0.00700,0.0000,0.0161,0.4355,0.0322,-0.0403,0.29,0.4327,0.0295,-0.0637,0.0853
8.440,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06855,1.36851,-0.52463,0.00897,0.68440,0.00700,0.06853,1.36851,-0.52466,0.00863,0.68440,0.00693,0.0000,0.0157,0.4355,0.0325,-0.0403,0.24,0.4327,0.0294,-0.0636,0.0853
8.460,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06855,1.36851,-0.52463,0.00897,0.68440,0.00700,0.06852,1.36847,-0.52466,0.00820,0.68439,0.00681,0.0000,0.0153,0.4355,0.0328,-0.0403,0.23,0.4327,0.0294,-0.0636,0.0853
8.480,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06855,1.36851,-0.52463,0.00897,0.68440,0.00700,0.06852,1.36846,-0.52468,0.00791,0.68439,0.00673,0.0000,0.0149,0.4355,0.0332,-0.0402,0.25,0.4327,0.0294,-0.0636,0.0853
8.500,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06855,1.36851,-0.52463,0.00897,0.68440,0.00700,0.06852,1.36844,-0.52469,0.00768,0.68439,0.00666,0.0000,0.0145,0.4355,0.0337,-0.0402,0.29,0.4327,0.0293,-0.0636,0.0853
8.520,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06855,1.36851,-0.52463,0.00897,0.68440,0.00700,0.06836,1.36832,-0.52475,0.00658,0.68438,0.00636,0.0000,0.0140,0.4355,0.0339,-0.0402,0.35,0.4328,0.0291,-0.0635,0.0853
8.540,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06855,1.36851,-0.52463,0.00897,0.68440,0.00700,0.06836,1.36832,-0.52478,0.00654,0.68437,0.00634,0.0000,0.0136,0.4355,0.0343,-0.0402,0.33,0.4328,0.0291,-0.0635,0.0853
8.560,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06836,1.36832,-0.52478,0.00654,0.68437,0.00634,0.06838,1.36830,-0.52476,0.00629,0.68437,0.00627,0.0000,0.0132,0.4354,0.0347,-0.0402,0.32,0.4328,0.0291,-0.0635,0.0853
8.580,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06836,1.36832,-0.52478,0.00654,0.68437,0.00634,0.06842,1.36835,-0.52478,0.00632,0.68437,0.00628,0.0000,0.0127,0.4354,0.0352,-0.0402,0.31,0.4328,0.0291,-0.0636,0.0853
8.600,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06836,1.36832,-0.52478,0.00654,0.68437,0.00634,0.06848,1.36837,-0.52479,0.00637,0.68438,0.00630,0.0000,0.0123,0.4354,0.0356,-0.0402,0.36,0.4328,0.0292,-0.0636,0.0853
8.620,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06836,1.36832,-0.52478,0.00654,0.68437,0.00634,0.06843,1.36833,-0.52483,0.00599,0.68437,0.00619,0.0000,0.0119,0.4354,0.0360,-0.0402,0.35,0.4328,0.0291,-0.0635,0.0853
8.640,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06836,1.36832,-0.52478,0.00654,0.68437,0.00634,0.06842,1.36833,-0.52483,0.00587,0.68437,0.00615,0.0000,0.0115,0.4353,0.0364,-0.0402,0.32,0.4328,0.0291,-0.0635,0.0853
8.660,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06836,1.36832,-0.52478,0.00654,0.68437,0.00634,0.06845,1.36836,-0.52490,0.00603,0.68437,0.00620,0.0000,0.0110,0.4353,0.0369,-0.0402,0.35,0.4328,0.0291,-0.0635,0.0853
8.680,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06845,1.36836,-0.52490,0.00603,0.68437,0.00620,0.06845,1.36836,-0.52489,0.00586,0.68437,0.00615,0.0000,0.0106,0.4353,0.0373,-0.0402,0.33,0.4328,0.0291,-0.0635,0.0853
8.700,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06845,1.36836,-0.52490,0.00603,0.68437,0.00620,0.06841,1.36832,-0.52493,0.00572,0.68436,0.00610,0.0000,0.0102,0.4353,0.0377,-0.0402,0.35,0.4328,0.0291,-0.0635,0.0853
8.720,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06845,1.36836,-0.52490,0.00603,0.68437,0.00620,0.06845,1.36834,-0.52494,0.00579,0.68437,0.00614,0.0000,0.0098,0.4352,0.0381,-0.0402,0.36,0.4328,0.0291,-0.0635,0.0853
8.740,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06845,1.36836,-0.52490,0.00603,0.68437,0.00620,0.06845,1.36836,-0.52493,0.00582,0.68436,0.00613,0.0000,0.0094,0.4352,0.0385,-0.0402,0.34,0.4328,0.0291,-0.0635,0.0853
8.760,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06845,1.36836,-0.52490,0.00603,0.68437,0.00620,0.06842,1.36832,-0.52497,0.00563,0.68436,0.00607,0.0000,0.0089,0.4352,0.0389,-0.0402,0.34,0.4329,0.0291,-0.0635,0.0853
8.780,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06845,1.36836,-0.52490,0.00603,0.68437,0.00620,0.06846,1.36833,-0.52495,0.00574,0.68436,0.00612,0.0000,0.0085,0.4351,0.0394,-0.0401,0.37,0.4328,0.0291,-0.0635,0.0853
8.800,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06846,1.36833,-0.52495,0.00574,0.68436,0.00612,0.06841,1.36831,-0.52500,0.00525,0.68435,0.00596,0.0000,0.0081,0.4351,0.0397,-0.0401,0.39,0.4329,0.0290,-0.0635,0.0853
8.820,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06846,1.36833,-0.52495,0.00574,0.68436,0.00612,0.06843,1.36834,-0.52498,0.00552,0.68435,0.00604,0.0000,0.0077,0.4351,0.0401,-0.0402,0.31,0.4329,0.0290,-0.0635,0.0853
8.840,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06846,1.36833,-0.52495,0.00574,0.68436,0.00612,0.06836,1.36819,-0.52490,0.00535,0.68435,0.00599,0.0000,0.0073,0.4351,0.0405,-0.0401,0.38,0.4329,0.0290,-0.0635,0.0853
8.860,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06846,1.36833,-0.52495,0.00574,0.68436,0.00612,0.06840,1.36817,-0.52499,0.00577,0.68436,0.00614,0.0000,0.0070,0.4351,0.0409,-0.0401,0.44,0.4329,0.0291,-0.0634,0.0853
8.880,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06846,1.36833,-0.52495,0.00574,0.68436,0.00612,0.06839,1.36819,-0.52502,0.00603,0.68435,0.00625,0.0000,0.0069,0.4351,0.0410,-0.0401,0.44,0.4329,0.0291,-0.0634,0.0853
8.900,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06846,1.36833,-0.52495,0.00574,0.68436,0.00612,0.06840,1.36824,-0.52507,0.00637,0.68436,0.00637,0.0000,0.0069,0.4351,0.0410,-0.0401,0.42,0.4329,0.0291,-0.0635,0.0853
8.920,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06840,1.36824,-0.52507,0.00637,0.68436,0.00637,0.06844,1.36831,-0.52506,0.00675,0.68437,0.00651,0.0000,0.0068,0.4351,0.0411,-0.0401,0.37,0.4329,0.0292,-0.0635,0.0853
8.940,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06840,1.36824,-0.52507,0.00637,0.68436,0.00637,0.06845,1.36837,-0.52512,0.00703,0.68436,0.00660,0.0000,0.0068,0.4351,0.0411,-0.0402,0.33,0.4329,0.0292,-0.0635,0.0853
8.960,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06840,1.36824,-0.52507,0.00637,0.68436,0.00637,0.06844,1.36839,-0.52513,0.00715,0.68436,0.00665,0.0000,0.0069,0.4351,0.0411,-0.0402,0.32,0.4329,0.0292,-0.0635,0.0853
8.980,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06840,1.36824,-0.52507,0.00637,0.68436,0.00637,0.06848,1.36838,-0.52517,0.00764,0.68436,0.00681,0.0000,0.0069,0.4351,0.0412,-0.0402,0.35,0.4329,0.0293,-0.0635,0.0853
9.000,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06840,1.36824,-0.52507,0.00637,0.68436,0.00637,0.06846,1.36838,-0.52518,0.00782,0.68435,0.00686,0.0000,0.0068,0.4351,0.0412,-0.0401,0.36,0.4329,0.0293,-0.0635,0.0853
9.020,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06840,1.36824,-0.52507,0.00637,0.68436,0.00637,0.06845,1.36837,-0.52517,0.00803,0.68434,0.00691,0.0000,0.0068,0.4351,0.0412,-0.0401,0.36,0.4329,0.0294,-0.0635,0.0853
9.040,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06845,1.36837,-0.52517,0.00803,0.68434,0.00691,0.06843,1.36838,-0.52519,0.00808,0.68434,0.00693,0.0000,0.0068,0.4351,0.0413,-0.0401,0.36,0.4329,0.0294,-0.0635,0.0853
9.060,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06845,1.36837,-0.52517,0.00803,0.68434,0.00691,0.06841,1.36839,-0.52522,0.00810,0.68433,0.00693,0.0000,0.0068,0.4351,0.0412,-0.0401,0.36,0.4329,0.0293,-0.0635,0.0853
9.080,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06845,1.36837,-0.52517,0.00803,0.68434,0.00691,0.06844,1.36844,-0.52523,0.00821,0.68435,0.00698,0.0000,0.0068,0.4351,0.0413,-0.0402,0.33,0.4329,0.0294,-0.0635,0.0853
9.100,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06845,1.36837,-0.52517,0.00803,0.68434,0.00691,0.06847,1.36848,-0.52530,0.00835,0.68434,0.00702,0.0000,0.0068,0.4351,0.0413,-0.0402,0.33,0.4329,0.0294,-0.0635,0.0853
9.120,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06845,1.36837,-0.52517,0.00803,0.68434,0.00691,0.06852,1.36853,-0.52532,0.00859,0.68435,0.00711,0.0000,0.0068,0.4351,0.0413,-0.0402,0.30,0.4329,0.0294,-0.0635,0.0853
9.140,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06845,1.36837,-0.52517,0.00803,0.68434,0.00691,0.06852,1.36855,-0.52537,0.00878,0.68435,0.00717,0.0000,0.0068,0.4351,0.0414,-0.0402,0.30,0.4329,0.0295,-0.0635,0.0853
9.160,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06852,1.36855,-0.52537,0.00878,0.68435,0.00717,0.06854,1.36856,-0.52539,0.00887,0.68436,0.00720,0.0000,0.0068,0.4351,0.0414,-0.0402,0.30,0.4329,0.0295,-0.0635,0.0853
9.180,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06852,1.36855,-0.52537,0.00878,0.68435,0.00717,0.06856,1.36854,-0.52539,0.00903,0.68435,0.00724,0.0000,0.0068,0.4351,0.0414,-0.0402,0.30,0.4329,0.0295,-0.0635,0.0853
9.200,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06852,1.36855,-0.52537,0.00878,0.68435,0.00717,0.06855,1.36854,-0.52538,0.00920,0.68433,0.00726,0.0000,0.0068,0.4351,0.0414,-0.0402,0.30,0.4329,0.0295,-0.0635,0.0853
9.220,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06852,1.36855,-0.52537,0.00878,0.68435,0.00717,0.06854,1.36853,-0.52539,0.00928,0.68433,0.00728,0.0000,0.0068,0.4351,0.0414,-0.0402,0.30,0.4329,0.0295,-0.0635,0.0853
9.240,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06852,1.36855,-0.52537,0.00878,0.68435,0.00717,0.06853,1.36853,-0.52541,0.00933,0.68432,0.00729,0.0000,0.0068,0.4351,0.0414,-0.0402,0.30,0.4329,0.0295,-0.0635,0.0853
9.260,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06852,1.36855,-0.52537,0.00878,0.68435,0.00717,0.06852,1.36855,-0.52542,0.00933,0.68432,0.00729,0.0000,0.0068,0.4351,0.0414,-0.0402,0.30,0.4329,0.0295,-0.0635,0.0853
9.280,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06852,1.36855,-0.52542,0.00933,0.68432,0.00729,0.06852,1.36857,-0.52544,0.00928,0.68432,0.00728,0.0000,0.0068,0.4351,0.0414,-0.0402,0.29,0.4329,0.0295,-0.0635,0.0853
9.300,close,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06852,1.36855,-0.52542,0.00933,0.68432,0.00729,0.06852,1.36859,-0.52546,0.00922,0.68433,0.00727,0.0000,0.0068,0.4351,0.0414,-0.0402,0.29,0.4329,0.0295,-0.0635,0.0853
