t,state,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_fb_0,q_fb_1,q_fb_2,q_fb_3,q_fb_4,q_fb_5,q_true_0,q_true_1,q_true_2,q_true_3,q_true_4,q_true_5,gripper_cmd_m,finger_m,cup_x_b,cup_y_b,cup_top_z_b,cup_tilt_deg,jaw_x_b,jaw_y_b,jaw_z_b,base_height_m
5.680,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10219,-0.44451,0.01154,0.87108,0.00707,0.06697,1.10218,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
5.700,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10219,-0.44451,0.01154,0.87108,0.00707,0.06697,1.10217,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
5.720,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10219,-0.44451,0.01154,0.87108,0.00707,0.06697,1.10216,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
5.740,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10219,-0.44451,0.01154,0.87108,0.00707,0.06697,1.10216,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
5.760,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10219,-0.44451,0.01154,0.87108,0.00707,0.06697,1.10215,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
5.780,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10219,-0.44451,0.01154,0.87108,0.00707,0.06697,1.10215,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
5.800,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10215,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10215,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
5.820,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10215,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10214,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
5.840,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10215,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10214,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
5.860,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10215,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10214,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
5.880,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10215,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10214,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
5.900,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10215,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10214,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
5.920,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10214,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10214,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
5.940,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10214,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10214,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
5.960,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10214,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
5.980,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10214,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.000,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10214,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.020,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10214,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.040,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.060,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.080,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.100,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.120,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.140,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.160,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.180,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.200,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.220,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.240,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.260,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.280,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.300,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.320,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.340,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.360,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.380,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.400,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.420,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.440,refine,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.460,moving,0.06712,1.09544,-0.44277,0.01115,0.87005,0.00672,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.480,moving,0.06737,1.12395,-0.44041,0.01143,0.83920,0.00692,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0291,0.0361,0.0853
6.500,moving,0.06737,1.12395,-0.44041,0.01143,0.83920,0.00692,0.06697,1.10213,-0.44451,0.01155,0.87108,0.00707,0.06723,1.10404,-0.44278,0.01183,0.86874,0.00727,0.0300,0.0300,0.4356,0.0300,-0.0404,0.00,0.4281,0.0292,0.0350,0.0853
6.520,moving,0.06750,1.13865,-0.44026,0.01158,0.82435,0.00702,0.06723,1.10404,-0.44278,0.01183,0.86874,0.00727,0.06723,1.11233,-0.44212,0.01184,0.86021,0.00727,0.0300,0.0300,0.4356,0.0300,-0.0404,0.00,0.4282,0.0292,0.0314,0.0853
6.540,moving,0.06750,1.13865,-0.44026,0.01158,0.82435,0.00702,0.06723,1.10404,-0.44278,0.01183,0.86874,0.00727,0.06723,1.12406,-0.44216,0.01184,0.84806,0.00727,0.0300,0.0300,0.4356,0.0300,-0.0404,0.00,0.4286,0.0293,0.0264,0.0853
6.560,moving,0.06750,1.13865,-0.44026,0.01158,0.82435,0.00702,0.06723,1.10404,-0.44278,0.01183,0.86874,0.00727,0.06723,1.13188,-0.44223,0.01184,0.84154,0.00727,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4286,0.0292,0.0231,0.0853
6.580,moving,0.06750,1.13865,-0.44026,0.01158,0.82435,0.00702,0.06723,1.10404,-0.44278,0.01183,0.86874,0.00727,0.06722,1.13582,-0.44222,0.01184,0.84024,0.00727,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4282,0.0292,0.0214,0.0853
6.600,moving,0.06750,1.13865,-0.44026,0.01158,0.82435,0.00702,0.06723,1.10404,-0.44278,0.01183,0.86874,0.00727,0.06735,1.13785,-0.44193,0.01199,0.83791,0.00738,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4282,0.0293,0.0205,0.0853
6.620,moving,0.06750,1.13865,-0.44026,0.01158,0.82435,0.00702,0.06723,1.10404,-0.44278,0.01183,0.86874,0.00727,0.06735,1.14451,-0.44196,0.01199,0.83007,0.00738,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4285,0.0293,0.0177,0.0853
6.640,moving,0.06762,1.15371,-0.44100,0.01173,0.81003,0.00712,0.06735,1.14451,-0.44196,0.01199,0.83007,0.00738,0.06735,1.14925,-0.44201,0.01199,0.82575,0.00738,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4285,0.0293,0.0157,0.0853
6.660,moving,0.06775,1.16913,-0.44265,0.01188,0.79626,0.00722,0.06735,1.14451,-0.44196,0.01199,0.83007,0.00738,0.06735,1.15034,-0.44197,0.01200,0.82540,0.00739,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4284,0.0293,0.0153,0.0853
6.680,moving,0.06775,1.16913,-0.44265,0.01188,0.79626,0.00722,0.06735,1.14451,-0.44196,0.01199,0.83007,0.00738,0.06735,1.14954,-0.44194,0.01199,0.82540,0.00738,0.0300,0.0300,0.4355,0.0301,-0.0404,0.00,0.4285,0.0293,0.0156,0.0853
6.700,moving,0.06775,1.16913,-0.44265,0.01188,0.79626,0.00722,0.06735,1.14451,-0.44196,0.01199,0.83007,0.00738,0.06760,1.15087,-0.44367,0.01229,0.82307,0.00758,0.0300,0.0300,0.4355,0.0300,-0.0404,0.00,0.4292,0.0295,0.0154,0.0853
6.720,moving,0.06775,1.16913,-0.44265,0.01188,0.79626,0.00722,0.06735,1.14451,-0.44196,0.01199,0.83007,0.00738,0.06761,1.15829,-0.44440,0.01229,0.81452,0.00758,0.0300,0.0300,0.4355,0.0300,-0.0404,0.00,0.4297,0.0295,0.0123,0.0853
6.740,moving,0.06775,1.16913,-0.44265,0.01188,0.79626,0.00722,0.06735,1.14451,-0.44196,0.01199,0.83007,0.00738,0.06761,1.17008,-0.44448,0.01229,0.80333,0.00757,0.0300,0.0300,0.4356,0.0300,-0.0404,0.00,0.4297,0.0295,0.0074,0.0853
6.760,moving,0.06787,1.18491,-0.44520,0.01203,0.78302,0.00731,0.06761,1.17008,-0.44448,0.01229,0.80333,0.00757,0.06761,1.17829,-0.44451,0.01229,0.79800,0.00758,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4292,0.0294,0.0039,0.0853
6.780,moving,0.06800,1.20105,-0.44866,0.01217,0.77035,0.00740,0.06761,1.17008,-0.44448,0.01229,0.80333,0.00757,0.06761,1.18274,-0.44445,0.01230,0.79730,0.00759,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4285,0.0294,0.0019,0.0853
6.800,moving,0.06800,1.20105,-0.44866,0.01217,0.77035,0.00740,0.06761,1.17008,-0.44448,0.01229,0.80333,0.00757,0.06785,1.18541,-0.44635,0.01260,0.79498,0.00776,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4290,0.0296,0.0012,0.0853
6.820,moving,0.06800,1.20105,-0.44866,0.01217,0.77035,0.00740,0.06761,1.17008,-0.44448,0.01229,0.80333,0.00757,0.06786,1.19208,-0.45012,0.01260,0.78643,0.00777,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4304,0.0297,-0.0010,0.0853
6.840,moving,0.06800,1.20105,-0.44866,0.01217,0.77035,0.00740,0.06761,1.17008,-0.44448,0.01229,0.80333,0.00757,0.06787,1.20351,-0.45050,0.01260,0.77606,0.00777,0.0300,0.0300,0.4356,0.0300,-0.0404,0.00,0.4302,0.0296,-0.0058,0.0853
6.860,moving,0.06800,1.20105,-0.44866,0.01217,0.77035,0.00740,0.06761,1.17008,-0.44448,0.01229,0.80333,0.00757,0.06787,1.21171,-0.45051,0.01260,0.77173,0.00777,0.0300,0.0300,0.4356,0.0300,-0.0404,0.00,0.4294,0.0296,-0.0093,0.0853
6.880,moving,0.06812,1.21753,-0.45304,0.01232,0.75824,0.00748,0.06787,1.21171,-0.45051,0.01260,0.77173,0.00777,0.06786,1.21624,-0.45042,0.01261,0.77138,0.00778,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4286,0.0295,-0.0112,0.0853
6.900,moving,0.06825,1.23437,-0.45834,0.01246,0.74670,0.00756,0.06787,1.21171,-0.45051,0.01260,0.77173,0.00777,0.06811,1.21895,-0.45230,0.01290,0.76906,0.00794,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4290,0.0297,-0.0121,0.0853
6.920,moving,0.06837,1.25155,-0.46458,0.01261,0.73576,0.00763,0.06787,1.21171,-0.45051,0.01260,0.77173,0.00777,0.06811,1.22543,-0.45839,0.01291,0.76051,0.00794,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4311,0.0298,-0.0137,0.0853
6.940,moving,0.06837,1.25155,-0.46458,0.01261,0.73576,0.00763,0.06787,1.21171,-0.45051,0.01260,0.77173,0.00777,0.06812,1.23673,-0.46021,0.01290,0.75117,0.00794,0.0300,0.0300,0.4356,0.0300,-0.0404,0.00,0.4311,0.0298,-0.0182,0.0853
6.960,moving,0.06837,1.25155,-0.46458,0.01261,0.73576,0.00763,0.06787,1.21171,-0.45051,0.01260,0.77173,0.00777,0.06812,1.24504,-0.46019,0.01290,0.74784,0.00794,0.0300,0.0300,0.4356,0.0300,-0.0404,0.00,0.4299,0.0297,-0.0218,0.0853
6.980,moving,0.06837,1.25155,-0.46458,0.01261,0.73576,0.00763,0.06787,1.21171,-0.45051,0.01260,0.77173,0.00777,0.06812,1.24979,-0.46007,0.01291,0.74771,0.00795,0.0300,0.0300,0.4355,0.0301,-0.0404,0.00,0.4289,0.0296,-0.0238,0.0853
7.000,moving,0.06850,1.26908,-0.47177,0.01274,0.72542,0.00770,0.06812,1.24979,-0.46007,0.01291,0.74771,0.00795,0.06837,1.25273,-0.46193,0.01319,0.74539,0.00809,0.0300,0.0300,0.4355,0.0301,-0.0404,0.00,0.4293,0.0298,-0.0248,0.0853
7.020,moving,0.06862,1.28695,-0.47992,0.01288,0.71569,0.00775,0.06812,1.24979,-0.46007,0.01291,0.74771,0.00795,0.06837,1.25925,-0.46934,0.01320,0.73684,0.00809,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4317,0.0300,-0.0262,0.0853
7.040,moving,0.06862,1.28695,-0.47992,0.01288,0.71569,0.00775,0.06812,1.24979,-0.46007,0.01291,0.74771,0.00795,0.06838,1.27064,-0.47344,0.01318,0.72874,0.00809,0.0300,0.0300,0.4356,0.0300,-0.0404,0.00,0.4319,0.0300,-0.0304,0.0853
7.060,moving,0.06862,1.28695,-0.47992,0.01288,0.71569,0.00775,0.06812,1.24979,-0.46007,0.01291,0.74771,0.00795,0.06838,1.27890,-0.47360,0.01319,0.72640,0.00809,0.0300,0.0300,0.4356,0.0300,-0.0404,0.00,0.4306,0.0299,-0.0339,0.0853
7.080,moving,0.06862,1.28695,-0.47992,0.01288,0.71569,0.00775,0.06812,1.24979,-0.46007,0.01291,0.74771,0.00795,0.06838,1.28358,-0.47344,0.01320,0.72638,0.00810,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4295,0.0298,-0.0359,0.0853
7.100,moving,0.06862,1.28695,-0.47992,0.01288,0.71569,0.00775,0.06812,1.24979,-0.46007,0.01291,0.74771,0.00795,0.06850,1.28655,-0.47528,0.01334,0.72405,0.00815,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4298,0.0299,-0.0369,0.0853
7.120,moving,0.06874,1.30518,-0.48905,0.01300,0.70659,0.00780,0.06850,1.28655,-0.47528,0.01334,0.72405,0.00815,0.06850,1.29290,-0.48072,0.01333,0.71802,0.00816,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4312,0.0300,-0.0387,0.0853
7.140,moving,0.06887,1.32377,-0.49919,0.01312,0.69815,0.00784,0.06850,1.28655,-0.47528,0.01334,0.72405,0.00815,0.06850,1.29835,-0.48157,0.01334,0.71662,0.00816,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4304,0.0299,-0.0409,0.0853
7.160,moving,0.06887,1.32377,-0.49919,0.01312,0.69815,0.00784,0.06850,1.28655,-0.47528,0.01334,0.72405,0.00815,0.06850,1.30006,-0.48141,0.01334,0.71661,0.00816,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4300,0.0299,-0.0416,0.0853
7.180,moving,0.06887,1.32377,-0.49919,0.01312,0.69815,0.00784,0.06850,1.28655,-0.47528,0.01334,0.72405,0.00815,0.06850,1.29946,-0.48129,0.01334,0.71661,0.00816,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4301,0.0299,-0.0414,0.0853
7.200,moving,0.06887,1.32377,-0.49919,0.01312,0.69815,0.00784,0.06850,1.28655,-0.47528,0.01334,0.72405,0.00815,0.06875,1.30051,-0.48343,0.01360,0.71427,0.00825,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4309,0.0301,-0.0415,0.0853
7.220,moving,0.06887,1.32377,-0.49919,0.01312,0.69815,0.00784,0.06850,1.28655,-0.47528,0.01334,0.72405,0.00815,0.06875,1.30795,-0.49176,0.01360,0.70598,0.00826,0.0300,0.0300,0.4356,0.0300,-0.0404,0.00,0.4333,0.0302,-0.0432,0.0853
7.240,moving,0.06899,1.34271,-0.51037,0.01324,0.69037,0.00787,0.06875,1.30795,-0.49176,0.01360,0.70598,0.00826,0.06876,1.32041,-0.49940,0.01358,0.70000,0.00825,0.0300,0.0300,0.4356,0.0300,-0.0404,0.00,0.4338,0.0302,-0.0472,0.0852
7.260,moving,0.06899,1.34271,-0.51037,0.01324,0.69037,0.00787,0.06875,1.30795,-0.49176,0.01360,0.70598,0.00826,0.06876,1.32978,-0.50099,0.01359,0.69900,0.00825,0.0300,0.0300,0.4356,0.0300,-0.0404,0.00,0.4322,0.0301,-0.0510,0.0853
7.280,moving,0.06899,1.34271,-0.51037,0.01324,0.69037,0.00787,0.06875,1.30795,-0.49176,0.01360,0.70598,0.00826,0.06876,1.33522,-0.50080,0.01359,0.69899,0.00826,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4308,0.0300,-0.0534,0.0853
7.300,moving,0.06899,1.34271,-0.51037,0.01324,0.69037,0.00787,0.06875,1.30795,-0.49176,0.01360,0.70598,0.00826,0.06888,1.33899,-0.50261,0.01371,0.69666,0.00829,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4309,0.0301,-0.0547,0.0853
7.320,moving,0.06899,1.34271,-0.51037,0.01324,0.69037,0.00787,0.06875,1.30795,-0.49176,0.01360,0.70598,0.00826,0.06888,1.34596,-0.50954,0.01371,0.69181,0.00829,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4322,0.0302,-0.0565,0.0853
7.340,moving,0.06899,1.34271,-0.51037,0.01324,0.69037,0.00787,0.06875,1.30795,-0.49176,0.01360,0.70598,0.00826,0.06888,1.35221,-0.51187,0.01371,0.69117,0.00829,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4315,0.0301,-0.0588,0.0853
7.360,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06888,1.35221,-0.51187,0.01371,0.69117,0.00829,0.06888,1.35437,-0.51173,0.01372,0.69116,0.00830,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4309,0.0301,-0.0598,0.0853
7.380,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06888,1.35221,-0.51187,0.01371,0.69117,0.00829,0.06888,1.35419,-0.51159,0.01372,0.69116,0.00829,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4310,0.0301,-0.0597,0.0853
7.400,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06888,1.35221,-0.51187,0.01371,0.69117,0.00829,0.06901,1.35543,-0.51373,0.01382,0.68881,0.00830,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4317,0.0302,-0.0599,0.0853
7.420,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06888,1.35221,-0.51187,0.01371,0.69117,0.00829,0.06901,1.36285,-0.52136,0.01382,0.68479,0.00830,0.0300,0.0300,0.4356,0.0300,-0.0404,0.00,0.4330,0.0303,-0.0617,0.0853
7.440,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06888,1.35221,-0.51187,0.01371,0.69117,0.00829,0.06901,1.36986,-0.52479,0.01382,0.68452,0.00831,0.0300,0.0300,0.4356,0.0300,-0.0404,0.00,0.4323,0.0303,-0.0642,0.0853
7.460,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06888,1.35221,-0.51187,0.01371,0.69117,0.00829,0.06901,1.37250,-0.52478,0.01383,0.68451,0.00831,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4316,0.0302,-0.0653,0.0853
7.480,moving,0.06911,1.36238,-0.52343,0.01334,0.68378,0.00788,0.06901,1.37250,-0.52478,0.01383,0.68451,0.00831,0.06901,1.37270,-0.52462,0.01383,0.68450,0.00831,0.0300,0.0300,0.4356,0.0301,-0.0404,0.00,0.4315,0.0302,-0.0655,0.0853
