step,time_s,tip_err_l1_m,tip_err_x_m,tip_err_y_m,tip_err_z_m,base_z_m,force_cmd_n,force_est_n,base_vx_mps,base_vy_mps,base_wz_radps,base_roll_rad,base_pitch_rad,goal_radius_m,goal_pitch_rad,goal_yaw_rad,tip_x_m,tip_y_m,tip_z_m,action_absmax,torque_absmax_nm
52,1.04,0.603747,0.0797756,0.460713,0.0632581,0.143594,0,10.233,0.00837325,-0.0101727,-0.0558266,2.24856,-0.00234065,0.5,0.393308,0,0.696525,-0.808932,0.618365,12.7471,21.6647
53,1.06,0.593118,0.0893006,0.438349,0.0654684,0.143621,0,10.4054,0.00828162,-0.00929163,-0.0843491,2.24748,-0.00275687,0.5,0.388788,0,0.70292,-0.783008,0.614065,12.7256,23.7
54,1.08,0.585944,0.10504,0.407278,0.0736257,0.143571,0,11.7935,0.000936609,-0.00859195,0.0515071,2.24458,-0.00336505,0.5,0.384269,0,0.71521,-0.748436,0.603815,12.4076,23.7
55,1.1,0.592258,0.125358,0.381709,0.0851915,0.143727,0,12.6575,0.00827164,-0.0127788,0.0551288,2.24252,-0.00280163,0.5,0.37975,0,0.734176,-0.721724,0.590153,12.03,23.7
56,1.12,0.593308,0.141915,0.353635,0.0977581,0.143908,0,13.6781,0.0151882,-0.00744337,-0.0020249,2.24048,-0.0021092,0.5,0.37523,0,0.748792,-0.691714,0.575485,11.6592,23.7
57,1.14,0.602893,0.158227,0.331254,0.113412,0.144037,0,14.2582,0.0264744,-0.0202605,0.0842538,2.23924,-0.00154567,0.5,0.370711,0,0.763733,-0.667403,0.557727,11.31,23.7
58,1.16,0.618618,0.178355,0.307551,0.132712,0.144126,0,14.7985,0.00245853,-0.00323644,-0.0102282,2.23693,-0.0014219,0.5,0.366191,0,0.783744,-0.642311,0.536319,10.7049,23.7
59,1.18,0.641891,0.201195,0.290315,0.150381,0.144188,0,15.1248,0.00734166,-0.00594356,-0.00236268,2.23474,-0.00141862,0.5,0.361672,0,0.806186,-0.623787,0.516539,9.94197,23.7
60,1.2,0.662287,0.223368,0.271758,0.16716,0.144266,0,14.7818,0.0131291,-0.00163967,-0.0657692,2.23222,-0.00137156,0.5,0.357152,0,0.827519,-0.603298,0.497644,9.30268,23.7
61,1.22,0.647702,0.22257,0.244824,0.180309,0.144331,0,14.3979,0.0125287,-0.00182268,-0.0135863,2.23001,-0.00136477,0.5,0.352633,0,0.827161,-0.576074,0.482376,9.33443,23.7
62,1.24,0.635061,0.219669,0.205458,0.209935,0.144472,0,13.9194,0.00956022,0.000786489,-0.0643945,2.22801,-0.000925064,0.5,0.348114,0,0.826849,-0.537033,0.450628,9.25014,23.7
63,1.26,0.597679,0.20413,0.17277,0.220779,0.144625,0,13.1766,0.0368249,-0.000537444,0.0301951,2.2261,-0.00113773,0.5,0.343594,0,0.819142,-0.507688,0.437658,9.18125,23.7
64,1.28,0.547174,0.174543,0.133549,0.239082,0.144767,0,12.4615,0.0806743,-0.00776777,0.309503,2.22442,-0.00147077,0.5,0.339075,0,0.802574,-0.475388,0.417225,9.04547,23.7
65,1.3,0.504674,0.146886,0.106127,0.25166,0.145007,0,11.6952,0.0196883,0.00162023,0.0174325,2.22444,-0.000384569,0.5,0.334555,0,0.787067,-0.45715,0.402514,8.77257,23.7
66,1.32,0.480401,0.136753,0.0951923,0.248456,0.145526,0,10.9691,0.0340454,0.0366141,-0.0725955,2.22701,0.00321115,0.5,0.330036,0,0.782412,-0.450692,0.403583,8.92323,23.7
67,1.34,0.462311,0.125164,0.0793646,0.257783,0.146663,0,10.0749,0.025938,0.0260372,-0.316856,2.22434,0.00762458,0.5,0.325516,0,0.777128,-0.440543,0.392116,9.09358,23.7
