step,wall_time,Episode_Reward/action_rate,Episode_Reward/alive,Episode_Reward/base_angular_motion,Episode_Reward/base_height,Episode_Reward/base_motion,Episode_Reward/failure,Episode_Reward/joint_limits,Episode_Reward/joint_vel,Episode_Reward/reach_coarse,Episode_Reward/reach_fine,Episode_Reward/upright,Episode_Termination/bad_orientation,Episode_Termination/base_contact,Episode_Termination/low_base,Episode_Termination/outside_workspace,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/ee_position/position_error_m,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
10,1789605664.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51272,0.0005766504,-0.01088092,0.0145151,0,0.5015674,0.03933573,90870,0.5131987,,
11,1789605664.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.56527,0.001297463,-0.01088293,0.0146329,0,0.5023057,0.03997803,90638,0.5149745,,
12,1789605665.565,-0.01110204,0.06412496,-0.02988136,-0.006661803,-0.001314479,-0.0008333334,0,-0.0005080443,0.08646351,0.001651839,-0.00523225,0.0001831055,0,0,0,0,13.61702,0.001297463,-0.01141921,0.01611234,0.1105654,0.8221443,0.03990054,57017,0.5164006,308.5,3.329574
13,1789605666.112,-0.05337965,0.3146664,-0.1443421,-0.02414267,-0.006378751,-0.004,0,-0.002200132,0.468338,0.004053713,-0.02325489,0.001383464,0,0,0,0,13.66836,0.0005766504,-0.01107364,0.01364895,0.5072713,0.5043468,0.03932118,90408,0.5178906,311.3333,3.969367
14,1789605666.675,-0.0593993,0.3463748,-0.1778287,-0.03298528,-0.006137042,-0.004,0,-0.002393932,0.3662574,0.003953693,-0.02782257,0.004231771,0,0,0,0,13.73159,0.0008649756,-0.01059523,0.01451242,0.4860545,0.5203755,0.03931785,87819,0.5197287,339.0769,4.234776
15,1789605667.490,-0.06392398,0.3699164,-0.2065421,-0.03153776,-0.006412648,-0.004,0,-0.002535675,0.4751087,0.004369107,-0.0277984,0.008687338,0,0,0,0,13.77691,0.0008649756,-0.01138578,0.01504052,0.4850659,0.771631,0.03962302,60587,0.5208659,354.0435,4.718565
16,1789605668.070,-0.06828921,0.395083,-0.194522,-0.03827364,-0.006530357,-0.004,0,-0.002749348,0.4623515,0.009775219,-0.03021946,0.01727295,0,0,0,0,13.81431,0.0005766504,-0.01084611,0.01592699,0.4764316,0.5368123,0.03889513,85376,0.5219808,377.78,5.059862
17,1789605668.650,-0.07267053,0.4190418,-0.2027757,-0.03997032,-0.00671592,-0.004,0,-0.00283507,0.5096923,0.01222001,-0.03168241,0.03051758,0,0,0,0,13.86344,0.0005766504,-0.01164012,0.01738465,0.4928092,0.5379996,0.03859615,85245,0.52349,393.2468,5.393877
18,1789605669.231,-0.07662107,0.4431673,-0.2172115,-0.04587445,-0.006722617,-0.004,0,-0.00308503,0.5911407,0.012176,-0.03566997,0.04848226,0,0,0,0,13.9173,0.0008649756,-0.01149698,0.01745827,0.4970113,0.5376737,0.03888607,85250,0.525232,425.49,6.024189
19,1789605669.814,-0.08113129,0.4673346,-0.2212619,-0.04669791,-0.006790237,-0.004,0,-0.003307945,0.6165714,0.01689011,-0.03757117,0.07389323,0,0,0,0,13.95141,0.0008649756,-0.01085737,0.01941006,0.4828649,0.5391016,0.0398109,84904,0.5258009,456.82,6.737882
20,1789605670.384,-0.08548188,0.4911682,-0.2192675,-0.04822907,-0.006470546,-0.003167575,0,-0.003344468,0.6715207,0.02089126,-0.03521964,0.09690349,0,0,0,0.1866659,13.97753,0.0005766504,-0.0120531,0.01613096,0.4113703,0.526207,0.03871036,87007,0.5266739,500,9.09102
21,1789605670.905,-0.04619876,0.2605835,-0.1121054,-0.03051402,-0.004521633,-0.002834605,0,-0.002029251,0.3965632,0.02306993,-0.02545069,0.1049805,0,0,0,0.8959961,14.01275,0.0005766504,-0.01164876,0.0204271,0.4585413,0.4769082,0.0392251,95231,0.5280061,496.63,9.024199
22,1789605671.423,-0.03579154,0.1909999,-0.08680456,-0.03023705,-0.003823505,-0.004,0,-0.001905266,0.215368,0.01672426,-0.03476804,0.1049805,0,0,0,0.8959961,14.06134,0.0005766504,-0.0108398,0.01203497,0.5936249,0.4740641,0.04005671,95603,0.5291816,493.55,8.904583
23,1789605671.940,-0.03579154,0.1909999,-0.08680456,-0.03023705,-0.003823505,-0.004,0,-0.001905266,0.215368,0.01672426,-0.03476804,0.1049805,0,0,0,0.8959961,14.08648,0.0003844336,-0.01295443,0.01032148,0.5936249,0.473505,0.03938985,95832,0.5298697,493.55,8.904583
24,1789605672.450,-0.03579154,0.1909999,-0.08680456,-0.03023705,-0.003823505,-0.004,0,-0.001905266,0.215368,0.01672426,-0.03476804,0.1049805,0,0,0,0.8959961,14.11174,0.0003844336,-0.01122243,0.01067912,0.5936249,0.4677968,0.03900647,96984,0.5304064,493.55,8.904583
25,1789605672.962,-0.03579154,0.1909999,-0.08680456,-0.03023705,-0.003823505,-0.004,0,-0.001905266,0.215368,0.01672426,-0.03476804,0.1049805,0,0,0,0.8959961,14.1243,0.0003844336,-0.0118921,0.01112161,0.5936249,0.4684634,0.03974819,96715,0.5310792,493.55,8.904583
26,1789605673.474,-0.03579154,0.1909999,-0.08680456,-0.03023705,-0.003823505,-0.004,0,-0.001905266,0.215368,0.01672426,-0.03476804,0.1049805,0,0,0,0.8959961,14.15271,0.0002562891,-0.01115062,0.01304554,0.5936249,0.468528,0.03946185,96757,0.5317336,493.55,8.904583
27,1789605673.987,-0.03579154,0.1909999,-0.08680456,-0.03023705,-0.003823505,-0.004,0,-0.001905266,0.215368,0.01672426,-0.03476804,0.1049805,0,0,0,0.8959961,14.1626,0.0002562891,-0.01063513,0.01173102,0.5936249,0.4690084,0.03940892,96676,0.5320114,493.55,8.904583
28,1789605674.495,-0.03579154,0.1909999,-0.08680456,-0.03023705,-0.003823505,-0.004,0,-0.001905266,0.215368,0.01672426,-0.03476804,0.1049805,0,0,0,0.8959961,14.17871,0.0002562891,-0.0109765,0.01191763,0.5936249,0.4650497,0.03994036,97332,0.5326409,493.55,8.904583
29,1789605675.005,-0.03579154,0.1909999,-0.08680456,-0.03023705,-0.003823505,-0.004,0,-0.001905266,0.215368,0.01672426,-0.03476804,0.1049805,0,0,0,0.8959961,14.20218,0.0003844336,-0.009888706,0.01147497,0.5936249,0.465925,0.04065442,97027,0.53346,493.55,8.904583
30,1789605675.516,-0.03579154,0.1909999,-0.08680456,-0.03023705,-0.003823505,-0.004,0,-0.001905266,0.215368,0.01672426,-0.03476804,0.1049805,0,0,0,0.8959961,14.22334,0.0003844336,-0.01040039,0.01120398,0.5936249,0.4686427,0.03881788,96858,0.5338721,493.55,8.904583
31,1789605676.032,-0.03579154,0.1909999,-0.08680456,-0.03023705,-0.003823505,-0.004,0,-0.001905266,0.215368,0.01672426,-0.03476804,0.1049805,0,0,0,0.8959961,14.22386,0.0003844336,-0.01063235,0.0128993,0.5936249,0.471453,0.04008889,96085,0.5338667,493.55,8.904583
32,1789605676.542,-0.03579154,0.1909999,-0.08680456,-0.03023705,-0.003823505,-0.004,0,-0.001905266,0.215368,0.01672426,-0.03476804,0.1049805,0,0,0,0.8959961,14.23076,0.0005766504,-0.009835321,0.01040079,0.5936249,0.4670095,0.03958273,97024,0.5343619,493.55,8.904583
33,1789605677.055,-0.05837569,0.3068756,-0.1233537,-0.02855858,-0.004027165,-0.0025,0,-0.002162809,0.6498711,0.04969496,-0.02796849,0.1046346,0,0,0,0.896342,14.24945,0.001297463,-0.009628674,0.01056681,0.3857681,0.4698246,0.03998733,96412,0.5350459,493.55,8.9881
34,1789605677.575,-0.09348941,0.500002,-0.1461491,-0.02830286,-0.003694335,0,0,-0.002738504,1.503038,0.1790574,-0.01585631,0.1033936,0,0,0,0.897583,14.26815,0.001297463,-0.007695178,0.008286948,0.0784369,0.4771764,0.03899932,95223,0.5357407,493.55,9.161807
35,1789605678.096,-0.0949509,0.500002,-0.165825,-0.0277227,-0.004346879,0,0,-0.002741401,1.317473,0.09514356,-0.01531374,0.1009521,0,0,0,0.9000244,14.28552,0.0008649756,-0.01024262,0.01047756,0.07769078,0.4783087,0.03886414,95039,0.5361857,493.55,9.541376
36,1789605678.628,-0.09397173,0.500002,-0.1609452,-0.03367474,-0.004142549,0,0,-0.002637393,1.391278,0.1100069,-0.01645654,0.09637451,0,0,0,0.9046021,14.28378,0.0008649756,-0.009600826,0.008491248,0.05770312,0.4885519,0.03879452,93206,0.5359187,493.55,10.30238
37,1789605679.167,-0.09556863,0.500002,-0.162884,-0.02949052,-0.004033051,0,0,-0.002631521,1.41943,0.1157585,-0.01609349,0.08652751,0,0,0,0.9144491,14.28333,0.0008649756,-0.009134823,0.008071359,0.05951465,0.4964461,0.03854585,91874,0.536176,493.55,12.77555
38,1789605679.715,-0.09620213,0.500002,-0.1628593,-0.0297139,-0.00391541,0,0,-0.002667618,1.459853,0.1313466,-0.01642807,0.07287598,0,0,0,0.9281006,14.28855,0.001297463,-0.00956194,0.00812764,0.06035302,0.5037456,0.04033923,90338,0.5366101,493.55,15.75935
39,1789605680.263,-0.09579788,0.500002,-0.1528452,-0.0313571,-0.004202077,0,0,-0.002728278,1.462804,0.126302,-0.01689093,0.05367025,0,0,0,0.9473063,14.30362,0.001297463,-0.009088995,0.00817123,0.05724806,0.5056911,0.03865552,90295,0.5371525,500,17.79132
40,1789605680.817,-0.09651256,0.500002,-0.149372,-0.0307162,-0.003848362,0,0,-0.002601393,1.469529,0.1403358,-0.01584941,0.02785238,0,0,0,0.9731242,14.31606,0.0008649756,-0.009079005,0.009670681,0.05590768,0.5105164,0.0395236,89360,0.537546,500,18.01955
41,1789605681.352,-0.09604391,0.500002,-0.1481087,-0.02960512,-0.003876776,0,0,-0.00262725,1.509464,0.1535045,-0.01626034,0.006245931,0,0,0,0.9943644,14.33107,0.0001708594,-0.003478208,0.009856828,0.05921897,0.4914172,0.03895235,92675,0.5379863,500,18.70891
42,1789605681.864,-0.09785839,0.500002,-0.1591607,-0.03122947,-0.003855849,0,0,-0.002646178,1.60344,0.1962861,-0.01637153,0.0004679362,0,0,0,0.9995321,14.34115,0.0003844336,-0.008327814,0.007565083,0.04680922,0.4689555,0.0389595,96772,0.538325,500,18.70737
43,1789605682.372,-0.09843441,0.500002,-0.1921788,-0.03449143,-0.004002919,0,0,-0.002669698,1.511312,0.1445745,-0.01656247,0,0,0,0,1,14.34143,0.0008649756,-0.008835989,0.005929494,0.05635136,0.4658606,0.0390718,97343,0.5380273,500,18.70737
44,1789605682.880,-0.09843441,0.500002,-0.1921788,-0.03449143,-0.004002919,0,0,-0.002669698,1.511312,0.1445745,-0.01656247,0,0,0,0,1,14.35098,0.0008649756,-0.009176992,0.005421063,0.05635136,0.4655828,0.03915548,97381,0.5389749,500,18.70737
45,1789605683.396,-0.09843441,0.500002,-0.1921788,-0.03449143,-0.004002919,0,0,-0.002669698,1.511312,0.1445745,-0.01656247,0,0,0,0,1,14.36577,0.0008649756,-0.009180246,0.005354251,0.05635136,0.4733651,0.03876615,95975,0.5390647,500,18.70737
46,1789605683.915,-0.09843441,0.500002,-0.1921788,-0.03449143,-0.004002919,0,0,-0.002669698,1.511312,0.1445745,-0.01656247,0,0,0,0,1,14.36983,0.001297463,-0.008660277,0.005931702,0.05635136,0.475631,0.0400188,95320,0.5398318,500,18.70737
47,1789605684.430,-0.09843441,0.500002,-0.1921788,-0.03449143,-0.004002919,0,0,-0.002669698,1.511312,0.1445745,-0.01656247,0,0,0,0,1,14.38518,0.0008649756,-0.009857103,0.006071193,0.05635136,0.4713562,0.03936076,96241,0.539651,500,18.70737
48,1789605684.940,-0.09843441,0.500002,-0.1921788,-0.03449143,-0.004002919,0,0,-0.002669698,1.511312,0.1445745,-0.01656247,0,0,0,0,1,14.38829,0.0005766504,-0.01029254,0.005351892,0.05635136,0.4681063,0.03849983,97022,0.5405616,500,18.70737
49,1789605685.454,-0.09843441,0.500002,-0.1921788,-0.03449143,-0.004002919,0,0,-0.002669698,1.511312,0.1445745,-0.01656247,0,0,0,0,1,14.42255,0.0008649756,-0.009797064,0.00559699,0.05635136,0.4710717,0.03935266,96296,0.5413773,500,18.70737
50,1789605685.962,-0.09843441,0.500002,-0.1921788,-0.03449143,-0.004002919,0,0,-0.002669698,1.511312,0.1445745,-0.01656247,0,0,0,0,1,14.42542,0.0008649756,-0.008172098,0.005222118,0.05635136,0.4655941,0.03884506,97438,0.5418165,500,18.70737
51,1789605686.476,-0.09843441,0.500002,-0.1921788,-0.03449143,-0.004002919,0,0,-0.002669698,1.511312,0.1445745,-0.01656247,0,0,0,0,1,14.42414,0.0008649756,-0.008914003,0.005071115,0.05635136,0.4677353,0.03902936,96991,0.5412906,500,18.70737
52,1789605686.984,-0.09843441,0.500002,-0.1921788,-0.03449143,-0.004002919,0,0,-0.002669698,1.511312,0.1445745,-0.01656247,0,0,0,0,1,14.40958,0.0008649756,-0.00847128,0.004679829,0.05635136,0.4665897,0.03866577,97281,0.541552,500,18.70737
53,1789605687.495,-0.09843441,0.500002,-0.1921788,-0.03449143,-0.004002919,0,0,-0.002669698,1.511312,0.1445745,-0.01656247,0,0,0,0,1,14.42045,0.001297463,-0.007346644,0.004469317,0.05635136,0.4669876,0.03985929,96976,0.5421004,500,18.70737
54,1789605688.014,-0.09823036,0.500002,-0.1527269,-0.02746164,-0.003727735,0,0,-0.002837616,1.603148,0.2048403,-0.01646913,0,0,0,0,1,14.432,0.0008649756,-0.007120898,0.004832086,0.05223454,0.475553,0.03979564,95376,0.5423908,500,18.80474
55,1789605688.531,-0.09816627,0.500002,-0.1223225,-0.02612225,-0.004076372,0,0,-0.002909395,1.704335,0.2722719,-0.01705516,0,0,0,0,1,14.41943,0.001297463,-0.007725772,0.01131615,0.03460985,0.4734614,0.03930449,95856,0.5424563,500,18.88441
56,1789605689.053,-0.09888744,0.500002,-0.1198761,-0.02295704,-0.004082796,0,0,-0.002840996,1.678013,0.2398906,-0.01647679,0,0,0,0,1,14.43902,0.0008649756,-0.007633316,0.004604312,0.060332,0.4794867,0.03882551,94830,0.5428436,500,19.09217
57,1789605689.585,-0.1011664,0.500002,-0.1348395,-0.02416214,-0.003689175,0,0,-0.002777308,1.727515,0.2878661,-0.01629996,0,0,0,0,1,14.42666,0.0008649756,-0.008305972,0.003879611,0.04248882,0.488692,0.03935242,93083,0.5428648,500,19.67598
58,1789605690.132,-0.1006496,0.500002,-0.1301626,-0.02339342,-0.003579555,0,0,-0.002831782,1.729851,0.2998984,-0.01618176,0,0,0,0,1,14.4394,0.001297463,-0.007984417,0.003981363,0.04794503,0.5035415,0.03894067,90605,0.543526,500,20.66971
59,1789605690.689,-0.1007815,0.500002,-0.1258336,-0.02569627,-0.003723794,0,0,-0.002758685,1.737385,0.3057619,-0.01598843,0,0,0,0,1,14.44776,0.0008649756,-0.007330741,0.004243962,0.03974239,0.5132847,0.03870201,89045,0.5439702,500,22.09772
60,1789605691.232,-0.1011628,0.500002,-0.1285102,-0.02118481,-0.003744101,0,0,-0.002792882,1.746368,0.3157211,-0.01593063,0,0,0,0,1,14.45811,0.0008649756,-0.008772221,0.00453451,0.04052485,0.5005798,0.03914642,91068,0.5441412,500,22.77527
61,1789605691.780,-0.1018083,0.500002,-0.1301855,-0.02350659,-0.003792563,0,0,-0.002774186,1.744586,0.3145325,-0.01614524,0,0,0,0,1,14.44637,0.001297463,-0.007846076,0.00447057,0.04393413,0.5036635,0.03937244,90513,0.5441133,500,22.85026
62,1789605692.315,-0.1015844,0.500002,-0.129647,-0.02300803,-0.00383025,0,0,-0.002833988,1.751328,0.3227402,-0.0160386,0,0,0,0,1,14.44148,0.0001139063,0.001181358,0.02157129,0.04184912,0.4916615,0.0393734,92558,0.5440719,500,23.08546
63,1789605692.822,-0.1045073,0.500002,-0.1504474,-0.02651062,-0.004142959,0,0,-0.002733827,1.767596,0.3437466,-0.01543972,0,0,0,0,1,14.4362,0.0003844336,-0.008389807,0.004478833,0.05570769,0.4635632,0.03936911,97730,0.5437753,500,23.09436
64,1789605693.331,-0.09916817,0.500002,-0.1117126,-0.02063478,-0.00369386,0,0,-0.002573097,1.771591,0.3408242,-0.0136026,0,0,0,0,1,14.41531,0.0008649756,-0.009237018,0.003555885,0.02993098,0.4659257,0.03932357,97282,0.5432867,500,23.09436
65,1789605693.840,-0.09916817,0.500002,-0.1117126,-0.02063478,-0.00369386,0,0,-0.002573097,1.771591,0.3408242,-0.0136026,0,0,0,0,1,14.41239,0.0005766504,-0.007101992,0.0039573,0.02993098,0.4663227,0.03910446,97248,0.5439939,500,23.09436
66,1789605694.347,-0.09916817,0.500002,-0.1117126,-0.02063478,-0.00369386,0,0,-0.002573097,1.771591,0.3408242,-0.0136026,0,0,0,0,1,14.41052,0.0008649756,-0.007512862,0.003221191,0.02993098,0.4642355,0.03908443,97655,0.5434662,500,23.09436
67,1789605694.853,-0.09916817,0.500002,-0.1117126,-0.02063478,-0.00369386,0,0,-0.002573097,1.771591,0.3408242,-0.0136026,0,0,0,0,1,14.37939,0.0008649756,-0.006887903,0.00319847,0.02993098,0.4641924,0.03881001,97717,0.5427613,500,23.09436
68,1789605695.369,-0.09916817,0.500002,-0.1117126,-0.02063478,-0.00369386,0,0,-0.002573097,1.771591,0.3408242,-0.0136026,0,0,0,0,1,14.34259,0.0005766504,-0.009703698,0.003496455,0.02993098,0.4731994,0.0389874,95964,0.5419251,500,23.09436
69,1789605695.876,-0.09916817,0.500002,-0.1117126,-0.02063478,-0.00369386,0,0,-0.002573097,1.771591,0.3408242,-0.0136026,0,0,0,0,1,14.33273,0.0008649756,-0.008261648,0.003044872,0.02993098,0.4647884,0.03898644,97567,0.5426328,500,23.09436
70,1789605696.385,-0.09916817,0.500002,-0.1117126,-0.02063478,-0.00369386,0,0,-0.002573097,1.771591,0.3408242,-0.0136026,0,0,0,0,1,14.34465,0.0008649756,-0.007563012,0.002920879,0.02993098,0.4663043,0.039289,97216,0.5425559,500,23.09436
71,1789605696.892,-0.09916817,0.500002,-0.1117126,-0.02063478,-0.00369386,0,0,-0.002573097,1.771591,0.3408242,-0.0136026,0,0,0,0,1,14.33162,0.0008649756,-0.006686095,0.003429553,0.02993098,0.4643323,0.038975,97658,0.542679,500,23.09436
72,1789605697.403,-0.09916817,0.500002,-0.1117126,-0.02063478,-0.00369386,0,0,-0.002573097,1.771591,0.3408242,-0.0136026,0,0,0,0,1,14.32418,0.0008649756,-0.007362546,0.004220048,0.02993098,0.4667137,0.04060531,96885,0.5423029,500,23.09436
73,1789605697.908,-0.09916817,0.500002,-0.1117126,-0.02063478,-0.00369386,0,0,-0.002573097,1.771591,0.3408242,-0.0136026,0,0,0,0,1,14.28936,0.0008649756,-0.007706855,0.002786811,0.02993098,0.4621332,0.03921103,98040,0.5415404,500,23.09436
74,1789605698.415,-0.09916817,0.500002,-0.1117126,-0.02063478,-0.00369386,0,0,-0.002573097,1.771591,0.3408242,-0.0136026,0,0,0,0,1,14.25859,0.0008649756,-0.006044749,0.003299431,0.02993098,0.4636402,0.03998566,97596,0.5408203,500,23.09436
75,1789605698.930,-0.09910132,0.500002,-0.1102572,-0.02193166,-0.003902371,0,0,-0.00320482,1.785837,0.3765326,-0.01650829,0,0,0,0,1,14.23259,0.0008649756,-0.005454106,0.003637147,0.0383599,0.4707222,0.04042292,96160,0.5404531,500,23.13522
76,1789605699.445,-0.1016625,0.500002,-0.1152722,-0.02130752,-0.004160739,0,0,-0.003231612,1.791317,0.394413,-0.0168209,0,0,0,0,1,14.19673,0.0008649756,-0.006927307,0.003729284,0.0398814,0.4709108,0.04027653,96152,0.5392711,500,23.22926
77,1789605699.975,-0.1058767,0.500002,-0.1320769,-0.01570158,-0.00393252,0,0,-0.002878094,1.812888,0.4202865,-0.01598674,0,0,0,0,1,14.15425,0.0005766504,-0.008339827,0.002423383,0.04192874,0.487494,0.03893447,93368,0.5383888,500,23.37344
78,1789605700.511,-0.1044483,0.500002,-0.1282983,-0.01506423,-0.00390436,0,0,-0.002881953,1.835461,0.4533571,-0.01568267,0,0,0,0,1,14.12475,0.0008649756,-0.008457387,0.002515313,0.03175338,0.4926898,0.03906941,92432,0.5380344,500,23.76823
79,1789605701.045,-0.102907,0.500002,-0.1180515,-0.01434956,-0.003673375,0,0,-0.002835746,1.83036,0.4398996,-0.01513547,0,0,0,0,1,14.1067,0.0008649756,-0.005684681,0.002339931,0.03227892,0.491199,0.03862071,92771,0.5373141,500,24.22897
80,1789605701.594,-0.1036969,0.500002,-0.1260419,-0.01618009,-0.003977885,0,0,-0.002887035,1.83298,0.4473556,-0.01569016,0,0,0,0,1,14.06723,0.0008649756,-0.007442878,0.00266441,0.03596489,0.5058315,0.03941178,90146,0.536554,500,24.97134
81,1789605702.136,-0.1043446,0.500002,-0.1196979,-0.01356236,-0.003737993,0,0,-0.002819515,1.834748,0.4525995,-0.01503098,0,0,0,0,1,14.05308,0.0005766504,-0.00656494,0.002422746,0.02853875,0.4985254,0.0389297,91453,0.5364636,500,25.1893
82,1789605702.685,-0.1030717,0.500002,-0.120289,-0.01524263,-0.003787481,0,0,-0.002916523,1.834248,0.4517758,-0.01546774,0,0,0,0,1,14.0309,0.0008649756,-0.007852395,0.002281621,0.03795626,0.5040667,0.04075456,90216,0.5359302,500,25.28561
83,1789605703.211,-0.1029172,0.500002,-0.1183721,-0.01514937,-0.003641971,0,0,-0.002877814,1.83286,0.4475454,-0.01567974,0,0,0,0,1,14.02176,0.0001708594,0.003181895,0.007417032,0.03807051,0.4823394,0.03991175,94115,0.5358739,500,25.28808
84,1789605703.723,-0.09988575,0.500002,-0.1077352,-0.01731055,-0.003609416,0,0,-0.002967532,1.82302,0.4214222,-0.01542712,0,0,0,0,1,14.01145,0.0003844336,-0.008620444,0.002586079,0.05087501,0.4682291,0.03962922,96782,0.5354483,500,25.2817
85,1789605704.230,-0.09978627,0.500002,-0.1057234,-0.01653994,-0.003884023,0,0,-0.003242912,1.817685,0.4077084,-0.01593322,0,0,0,0,1,13.97719,0.0008649756,-0.007096687,0.002252345,0.05914075,0.4625912,0.0403626,97726,0.5346419,500,25.2817
86,1789605704.735,-0.09978627,0.500002,-0.1057234,-0.01653994,-0.003884023,0,0,-0.003242912,1.817685,0.4077084,-0.01593322,0,0,0,0,1,13.96428,0.0003844336,-0.004809722,0.002099511,0.05914075,0.4620261,0.0398066,97944,0.5347731,500,25.2817
87,1789605705.240,-0.09978627,0.500002,-0.1057234,-0.01653994,-0.003884023,0,0,-0.003242912,1.817685,0.4077084,-0.01593322,0,0,0,0,1,13.96605,0.0005766504,-0.005554383,0.002115576,0.05914075,0.4613526,0.03938103,98159,0.5351772,500,25.2817
88,1789605705.748,-0.09978627,0.500002,-0.1057234,-0.01653994,-0.003884023,0,0,-0.003242912,1.817685,0.4077084,-0.01593322,0,0,0,0,1,13.95397,0.0005766504,-0.00703082,0.001903556,0.05914075,0.4610066,0.0385828,98384,0.5344467,500,25.2817
89,1789605706.252,-0.09978627,0.500002,-0.1057234,-0.01653994,-0.003884023,0,0,-0.003242912,1.817685,0.4077084,-0.01593322,0,0,0,0,1,13.91743,0.0008649756,-0.006373046,0.001988687,0.05914075,0.4616237,0.038872,98206,0.5337161,500,25.2817
90,1789605706.758,-0.09978627,0.500002,-0.1057234,-0.01653994,-0.003884023,0,0,-0.003242912,1.817685,0.4077084,-0.01593322,0,0,0,0,1,13.86618,0.0008649756,-0.007412215,0.002499009,0.05914075,0.4638584,0.03871274,97801,0.5323991,500,25.2817
91,1789605707.271,-0.09978627,0.500002,-0.1057234,-0.01653994,-0.003884023,0,0,-0.003242912,1.817685,0.4077084,-0.01593322,0,0,0,0,1,13.8434,0.0008649756,-0.005229747,0.002319946,0.05914075,0.4699423,0.03902674,96571,0.532473,500,25.2817
92,1789605707.780,-0.09978627,0.500002,-0.1057234,-0.01653994,-0.003884023,0,0,-0.003242912,1.817685,0.4077084,-0.01593322,0,0,0,0,1,13.8293,0.0008649756,-0.005417448,0.002604521,0.05914075,0.4655638,0.04026985,97170,0.5322918,500,25.2817
93,1789605708.295,-0.09978627,0.500002,-0.1057234,-0.01653994,-0.003884023,0,0,-0.003242912,1.817685,0.4077084,-0.01593322,0,0,0,0,1,13.81438,0.0005766504,-0.004277151,0.002807841,0.05914075,0.4711063,0.03988957,96188,0.5320803,500,25.2817
94,1789605708.804,-0.09978627,0.500002,-0.1057234,-0.01653994,-0.003884023,0,0,-0.003242912,1.817685,0.4077084,-0.01593322,0,0,0,0,1,13.79076,0.0005766504,-0.008067475,0.001843433,0.05914075,0.4645536,0.04031467,97356,0.5314847,500,25.2817
95,1789605709.310,-0.09978627,0.500002,-0.1057234,-0.01653994,-0.003884023,0,0,-0.003242912,1.817685,0.4077084,-0.01593322,0,0,0,0,1,13.75597,0.0005766504,-0.007387685,0.00179123,0.05914075,0.4612718,0.0416131,97740,0.5307673,500,25.2817
96,1789605709.827,-0.0986115,0.500002,-0.1067507,-0.01496255,-0.003927905,0,0,-0.003416583,1.855642,0.4958318,-0.01670127,0,0,0,0,1,13.7343,0.0005766504,-0.007395154,0.001894174,0.03902245,0.4736195,0.03958154,95775,0.5304303,500,25.31583
