step,time_s,tip_err_l1_m,tip_err_x_m,tip_err_y_m,tip_err_z_m,base_z_m,force_cmd_n,force_est_n,base_vx_mps,base_vy_mps,base_wz_radps,base_roll_rad,base_pitch_rad,goal_radius_m,goal_pitch_rad,goal_yaw_rad,tip_x_m,tip_y_m,tip_z_m,action_absmax,torque_absmax_nm
0,0,0.047337,0.00116313,0.013923,0.0322509,0.316632,0,0.267813,0.00077183,-1.87783e-06,3.12724e-05,-9.36026e-07,0.00015579,0.5,0.628319,0,0.405679,-0.013923,0.816144,0,0.000527113
1,0.02,0.087922,0.0168658,0.0151055,0.0559506,0.253255,0,2.06495,-0.150405,-0.000119849,0.00233912,-4.02007e-05,0.0489222,0.5,0.623799,0,0.417165,-0.0150999,0.726111,0,12.0774
2,0.04,0.269564,0.0843576,0.0154703,0.169736,0.233711,0,0.134159,-0.249321,-0.00174594,-0.00136641,0.000716743,0.189351,0.5,0.61928,0,0.466864,-0.0155903,0.610488,0,18.1729
3,0.06,0.309641,0.0849691,0.0153156,0.209357,0.238048,0,0.515928,-0.153516,-0.0027429,0.00101267,0.00095624,0.186739,0.5,0.61476,0,0.45288,-0.0156939,0.569025,0,17.4124
4,0.08,0.204428,0.036167,0.0153178,0.152943,0.253382,0,0.516082,-0.145454,-0.00335196,0.00118381,0.00103588,0.064853,0.5,0.610241,0,0.394926,-0.015965,0.623589,0,12.2827
5,0.1,0.0942397,0.0166514,0.0155408,0.0620474,0.282487,0,0.556982,-0.15448,-0.00256962,-0.00551045,0.00119477,-0.0292059,0.5,0.605721,0,0.330446,-0.016653,0.71263,0,7.34186
6,0.12,0.0740506,0.040949,0.0162532,0.0168485,0.296066,0,0.437678,-0.111251,-0.00183149,0.0134981,0.00213844,-0.0621837,0.5,0.601202,0,0.295898,-0.0175331,0.755969,0,6.31113
7,0.14,0.0909891,0.0289988,0.0162138,0.0457766,0.280714,0,0.474957,-0.0996188,-0.00365239,0.00357288,0.00281521,-0.0357395,0.5,0.596682,0,0.300749,-0.0174839,0.725174,0,7.9105
8,0.16,0.129446,0.0104542,0.0162704,0.102721,0.258721,0,0.353198,-0.0947208,-0.00407099,-0.000670459,0.00319759,-0.00144058,0.5,0.592163,0,0.313268,-0.0178041,0.666357,0,10.1692
9,0.18,0.160914,0.00585794,0.0166422,0.138414,0.250612,0,0.220139,-0.10402,-0.00357874,-0.00265081,0.00436887,0.00811539,0.5,0.587644,0,0.310674,-0.0185859,0.628787,0,11.0138
10,0.2,0.17003,0.0212282,0.0168944,0.131907,0.257969,0,0.136798,-0.0758687,-0.00209676,-0.0014378,0.00555469,-0.0222397,0.5,0.583124,0,0.288581,-0.0193364,0.63341,0,10.7331
11,0.22,0.163949,0.0454278,0.0172842,0.101237,0.269451,0,0.134317,-0.0315797,-0.0024323,-0.000727866,0.00605824,-0.0646706,0.5,0.578605,0,0.260367,-0.0201974,0.662191,0,10.2423
12,0.24,0.159636,0.0544431,0.0172396,0.0879534,0.272582,0,0.281738,0.00296829,-0.00068118,0.00340785,0.00596811,-0.0764518,0.5,0.574085,0,0.250854,-0.0203857,0.67358,0,10.1089
13,0.26,0.173209,0.0460555,0.0172285,0.109925,0.265559,0,0.319757,0.0380525,0.000683435,0.00680627,0.00601647,-0.0544028,0.5,0.569566,0,0.262362,-0.0201831,0.649708,0,10.5296
14,0.28,0.194495,0.0362914,0.0171728,0.14103,0.257743,0,0.405971,0.0573658,0.00111377,0.00407732,0.00578258,-0.0294953,0.5,0.565046,0,0.277414,-0.0198538,0.616697,0,10.9913
15,0.3,0.204707,0.0342775,0.0168047,0.153625,0.257752,0,0.566276,0.0636823,0.00204902,0.0056794,0.00533006,-0.0185353,0.5,0.560527,0,0.285139,-0.0192951,0.602191,0,10.7085
16,0.32,0.199811,0.0402892,0.016793,0.142729,0.265268,0,0.876884,0.0799852,0.00174524,0.00643708,0.00474061,-0.0255056,0.5,0.556008,0,0.285477,-0.0190427,0.611171,0,9.85266
17,0.34,0.188827,0.0473618,0.0163246,0.12514,0.273659,0,1.24429,0.0948498,0.00223248,0.00570625,0.00377149,-0.0360738,0.5,0.551488,0,0.285952,-0.0183973,0.626837,0,8.97782
18,0.36,0.186307,0.0476144,0.0161307,0.122562,0.276883,0,1.45118,0.100819,0.00185321,0.00481977,0.00314661,-0.0313267,0.5,0.546969,0,0.294256,-0.0179576,0.627489,0,8.382
19,0.38,0.195705,0.0422477,0.0160962,0.137361,0.274705,0,1.63005,0.100286,0.00144639,0.00647794,0.00297477,-0.0124753,0.5,0.542449,0,0.308603,-0.0176584,0.610757,0,8.15211
