step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
2551,1790181690.976,-0.1275177,-0.1655572,1.498514,-0.01664646,-0.001073348,0,-0.04913089,-0.0188726,-0.01232683,-0.04343082,-0.001945849,-0.02615001,-0.0007090704,1.9067,-0.01462434,-0.02832191,-1.118705e-06,-0.02889152,-0.03087985,-0.01406861,0.8690235,0.1377154,-0.005048025,-0.002745622,0.868973,1.789745,0.8025621,1.921115,8.477654e-05,7.59375e-05,12.37211,9.989817e-05,1.776189e-07,2.125385e-07,1.473147e-05,0.01506366,0,0.1,0,7.59375e-05,-0.007379161,0.02339783,1.052149,1.577162,37387,0.4898524,999,183.7104
2552,1790181693.607,-0.1290765,-0.1630333,1.498514,-0.01656786,-0.001061247,0,-0.05065153,-0.01862392,-0.001271325,-0.04353428,-0.001953411,-0.02745501,-0.0007529773,1.907512,-0.01445183,-0.03054204,0,-0.02852762,-0.02741693,-0.0134971,0.8734869,0.1187246,-0.005185933,-0.002750468,0.8687767,1.744752,0.8167796,1.919206,8.276288e-05,7.59375e-05,12.37702,9.762556e-05,1.767735e-07,2.142298e-07,1.447169e-05,0.01437991,0,0.05,0,7.59375e-05,-0.007753621,0.01879149,1.047437,1.57568,37476,0.4899738,997.5,183.9066
2553,1790181696.230,-0.1275361,-0.1654016,1.498514,-0.01794503,-0.0009467059,0,-0.04576505,-0.0180194,-0.002193706,-0.04090455,-0.001928034,-0.02368001,-0.0007497359,1.89486,-0.01502571,-0.02602906,0,-0.03016286,-0.03034616,-0.01526174,0.8646312,0.1683434,-0.005190189,-0.002725995,0.8644367,1.748233,0.7809361,1.919044,7.91545e-05,7.59375e-05,12.37784,9.357212e-05,1.703618e-07,2.058829e-07,1.404137e-05,0.01386735,0,0.05,0,7.59375e-05,-0.008218019,0.01716861,1.043739,1.572938,37568,0.4898843,999,183.625
2554,1790181698.849,-0.1271023,-0.1644909,1.498514,-0.01755838,-0.001048882,0,-0.04547303,-0.01795546,-0.01699422,-0.03898311,-0.001923948,-0.02316001,-0.0006136127,1.906663,-0.01435969,-0.02554317,-0.0001141924,-0.03012405,-0.0266857,-0.01383223,0.8668036,0.1694082,-0.005200692,-0.002684443,0.8616208,1.71861,0.800553,1.921379,7.883846e-05,7.59375e-05,12.37323,9.275875e-05,1.707404e-07,1.988746e-07,1.355068e-05,0.01413002,0,0.05,0,7.59375e-05,-0.008698815,0.02078513,1.053841,1.558685,37627,0.4898159,999,183.1888
2555,1790181701.461,-0.1278554,-0.1678578,1.498514,-0.0180164,-0.0008405635,0,-0.04731514,-0.01744656,-0.0009868608,-0.04274839,-0.001919908,-0.02520001,-0.000740745,1.896462,-0.0154102,-0.02879549,0,-0.03189959,-0.03769464,-0.01597583,0.8579964,0.1463649,-0.005227239,-0.002813045,0.8559471,1.720026,0.7614087,1.9146,7.773481e-05,7.59375e-05,12.37212,9.192413e-05,1.66693e-07,1.992142e-07,1.382341e-05,0.01426825,0,0.05,0,7.59375e-05,-0.00812168,0.02061529,1.039912,1.557069,37853,0.4897746,999,183.3741
2556,1790181704.097,-0.1280171,-0.1638146,1.498514,-0.01680962,-0.001069663,0,-0.04898074,-0.01881645,-0.00323078,-0.04339587,-0.001955838,-0.026545,-0.0007563799,1.910356,-0.01469995,-0.02862538,-7.161359e-06,-0.0298104,-0.02849371,-0.01445605,0.8658344,0.1322036,-0.005101348,-0.002715165,0.8683355,1.756348,0.8124096,1.916302,8.190991e-05,7.59375e-05,12.37135,9.625962e-05,1.736921e-07,2.098897e-07,1.396614e-05,0.0148289,0,0.05,0,7.59375e-05,-0.007874462,0.02026676,1.044842,1.584206,37391,0.4897882,997.05,183.3965
2557,1790181706.764,-0.1263674,-0.1635544,1.498514,-0.01689572,-0.001024365,0,-0.04875609,-0.01842135,0,-0.03952644,-0.001931755,-0.02799,-0.0004684959,1.912875,-0.01273877,-0.02915988,0,-0.02605686,-0.01698757,-0.01270612,0.8836988,0.1189159,-0.005037977,-0.002690522,0.8668043,1.77671,0.8400935,1.936135,8.135744e-05,7.59375e-05,12.37421,9.58852e-05,1.83208e-07,2.215279e-07,1.412302e-05,0.0158261,0,0.05,0,7.59375e-05,-0.005377452,0.01864473,1.078698,1.574639,37049,0.4899934,999,183.8835
2558,1790181709.392,-0.12863,-0.1636467,1.498514,-0.01685827,-0.001137189,0,-0.04932992,-0.01899667,-0.003871017,-0.04361634,-0.001955605,-0.02597144,-0.0007558035,1.914268,-0.01459491,-0.0282144,-3.77588e-06,-0.03011767,-0.02609977,-0.01422999,0.8695828,0.1344807,-0.005060251,-0.002699584,0.8709668,1.770334,0.8344035,1.923797,8.030551e-05,5.0625e-05,12.38005,9.587088e-05,1.751507e-07,2.121054e-07,1.517811e-05,0.01499695,0.05,0.05,0,5.0625e-05,-0.009477912,0.01900519,1.042536,1.577836,37515,0.4900568,996.35,183.3277
2559,1790181712.024,-0.1264018,-0.1632338,1.498514,-0.01684611,-0.0009986085,0,-0.04895665,-0.01872038,-0.007904166,-0.04260369,-0.001945192,-0.02619429,-0.0008888437,1.907675,-0.0146786,-0.02931561,-6.111198e-05,-0.02837247,-0.02529572,-0.01463101,0.873385,0.1351689,-0.005074515,-0.002660268,0.8702204,1.759067,0.8166012,1.920455,7.865008e-05,5.0625e-05,12.3808,9.315866e-05,1.717671e-07,2.079697e-07,1.412885e-05,0.01079604,0,0.05,0,5.0625e-05,-0.008827318,0.01877516,1.044537,1.579905,37457,0.4900387,999,183.7565
2560,1790181714.646,-0.1289798,-0.165058,1.498514,-0.01780038,-0.0009025496,-0.00125,-0.05067306,-0.01803435,-0.001516548,-0.04488072,-0.001930818,-0.02862001,-0.0005771137,1.908649,-0.01446653,-0.02956459,-2.623357e-05,-0.02900353,-0.0283864,-0.01573913,0.8683455,0.1191438,-0.005121957,-0.002803694,0.8609587,1.754448,0.7939891,1.914531,8.052694e-05,7.59375e-05,12.38118,9.62309e-05,1.776544e-07,2.209479e-07,1.530535e-05,0.01514355,0,0.1,0,7.59375e-05,-0.003547304,0.02142888,1.036858,1.578136,37592,0.4901382,999,183.0438
2561,1790181717.253,-0.1251358,-0.1672348,1.498514,-0.01498017,-0.0009475583,0,-0.04369262,-0.01840059,0,-0.03903126,-0.001949831,-0.02295001,-0.0005134849,1.897924,-0.01418083,-0.02471921,0,-0.02785129,-0.01907897,-0.01336155,0.8808634,0.1785094,-0.005151273,-0.002542633,0.8713303,1.783823,0.798892,1.93684,8.340432e-05,7.59375e-05,12.38722,0.0001003098,1.754721e-07,2.111508e-07,1.651887e-05,0.01356156,0,0.05,0,7.59375e-05,-0.008882852,0.01729732,1.040081,1.561263,37789,0.4902874,999,183.1672
2562,1790181719.842,-0.132376,-0.1604812,1.498514,-0.01741889,-0.001037847,-0.0025,-0.05961345,-0.01864648,-0.0003951839,-0.05439273,-0.001949326,-0.03186002,-0.0006492686,1.91905,-0.01542013,-0.03558099,0,-0.0326241,-0.02967925,-0.015806,0.8614482,0.05931155,-0.005035509,-0.00317363,0.8733903,1.768562,0.835279,1.92093,8.978002e-05,5.0625e-05,12.39067,0.0001061358,1.857923e-07,2.080797e-07,1.596194e-05,0.01386512,0.05,0.05,0,5.0625e-05,-0.007790262,0.01840638,1.039574,1.542571,38070,0.4903275,993.64,182.9254
2563,1790181722.449,-0.1316321,-0.165475,1.498514,-0.01678724,-0.001066178,0,-0.05937596,-0.01754227,-0.005144683,-0.05226819,-0.001895924,-0.034825,-0.000999592,1.917912,-0.0160632,-0.03720521,0,-0.03302776,-0.03477149,-0.01972703,0.8491582,0.02970204,-0.005292793,-0.00322373,0.8578471,1.707552,0.7916912,1.890749,8.170714e-05,7.59375e-05,12.38961,9.786676e-05,1.730969e-07,2.059605e-07,1.578056e-05,0.01416733,0,0.1,0,7.59375e-05,-0.007885145,0.01966276,1.044047,1.549234,37907,0.4902626,999,182.847
2564,1790181725.047,-0.1297458,-0.1662801,1.498514,-0.01770173,-0.0011481,0,-0.05555917,-0.01894716,-0.0001494139,-0.05060689,-0.00195696,-0.03022501,-0.0006648395,1.908812,-0.01536797,-0.03397969,-5.087581e-05,-0.03050578,-0.03082531,-0.0164081,0.8606154,0.08844223,-0.00505996,-0.002998646,0.8706139,1.783899,0.8394141,1.911792,8.485654e-05,5.0625e-05,12.3892,0.0001012547,1.702276e-07,2.062969e-07,1.602164e-05,0.01181001,0.05,0.05,0,5.0625e-05,-0.007492684,0.01774459,1.045042,1.546231,37936,0.4903064,999,183.4116
2565,1790181727.707,-0.1270692,-0.1666033,1.498514,-0.01594357,-0.001302095,0,-0.05011874,-0.0188484,-6.346584e-05,-0.04157963,-0.00194497,-0.02723001,-0.0007292547,1.908324,-0.01389874,-0.0301198,0,-0.02669813,-0.0267523,-0.01392743,0.8768605,0.1181249,-0.005007685,-0.002638049,0.8748215,1.756059,0.8516182,1.934515,8.128932e-05,7.59375e-05,12.38693,9.582846e-05,1.688196e-07,2.013174e-07,1.4169e-05,0.01357045,0,0.1,0,7.59375e-05,-0.008646553,0.01613769,1.059344,1.586829,37149,0.4900768,999,182.8995
2566,1790181730.343,-0.1272981,-0.1667068,1.498514,-0.01711863,-0.001216579,-0.0125,-0.05023905,-0.01883971,-6.504179e-05,-0.04469832,-0.001943019,-0.02742001,-0.0006900562,1.904749,-0.01486888,-0.03036713,0,-0.02834881,-0.02671393,-0.01519395,0.8715097,0.1187594,-0.005094077,-0.002723044,0.8731664,1.779539,0.8305857,1.916039,8.096321e-05,5.0625e-05,12.37909,9.511239e-05,1.707002e-07,2.01015e-07,1.377746e-05,0.01523228,0.05,0.05,0,5.0625e-05,-0.008664897,0.01897093,1.050447,1.578693,37390,0.4899923,999,183.1872
2567,1790181732.980,-0.131266,-0.1622385,1.498514,-0.01782204,-0.0008566639,0,-0.06258662,-0.01918019,-0.00447262,-0.05403466,-0.001971265,-0.03708,-0.000874843,1.9288,-0.01457172,-0.03993982,-0.0001874521,-0.02978563,-0.02291784,-0.01665901,0.8658666,0,-0.005063995,-0.003348509,0.8699745,1.776785,0.8367998,1.917074,8.112035e-05,5.0625e-05,12.37513,9.550492e-05,1.678776e-07,2.005315e-07,1.401616e-05,0.009418644,0,0.05,0,5.0625e-05,-0.009899446,0.01646715,1.054343,1.568647,37477,0.4897976,999,183.4932
2568,1790181735.618,-0.1243673,-0.1646457,1.498514,-0.01680087,-0.000756365,0,-0.045569,-0.01880394,0,-0.03766628,-0.00192507,-0.02410667,-0.0005602433,1.911141,-0.01402034,-0.02687338,0,-0.02750381,-0.02489002,-0.01174888,0.8773457,0.1579143,-0.005077472,-0.00264249,0.8718431,1.759711,0.8159449,1.93359,8.190862e-05,5.0625e-05,12.36781,9.701764e-05,1.729277e-07,2.045534e-07,1.473154e-05,0.01082391,0,0.05,0,5.0625e-05,-0.007212822,0.01916699,1.051415,1.57918,37369,0.4896443,999,183.5612
2569,1790181738.231,-0.1242869,-0.1674744,1.498514,-0.01790133,-0.0008480518,-0.0175,-0.04270362,-0.01850858,-0.0002979434,-0.03394356,-0.001934422,-0.02312001,-0.0004923972,1.906049,-0.01365711,-0.02600634,0,-0.02821323,-0.02447408,-0.01101926,0.8750235,0.1760554,-0.005146686,-0.002506639,0.8647024,1.75091,0.8204755,1.931369,8.32657e-05,5.0625e-05,12.36618,9.8401e-05,1.738579e-07,2.080169e-07,1.475343e-05,0.01345416,0.05,0.1,0,5.0625e-05,-0.008403158,0.02049192,1.0496,1.556916,37714,0.4897529,999,182.5254
2570,1790181740.834,-0.1287667,-0.1621546,1.498514,-0.01857467,-0.001087318,0,-0.048942,-0.01793333,-0.01046802,-0.04359262,-0.001903777,-0.02530001,-0.0004996473,1.909624,-0.01488139,-0.02745634,0,-0.03127193,-0.03520171,-0.01394215,0.8587406,0.1458767,-0.005148078,-0.002876395,0.8616154,1.730044,0.7803124,1.918152,8.615527e-05,5.0625e-05,12.37092,0.0001032794,1.802592e-07,2.127931e-07,1.673104e-05,0.01572162,0.05,0.1,0,5.0625e-05,-0.007978499,0.02319947,1.050146,1.54583,37867,0.4898959,999,183.4142
2571,1790181743.435,-0.1345281,-0.1690896,1.498514,-0.01882656,-0.001396523,0,-0.06341593,-0.01968236,-0.001892668,-0.05986935,-0.001970391,-0.03612,-0.0008387332,1.907675,-0.01591576,-0.03938913,0,-0.03355664,-0.04372207,-0.01820773,0.8485414,0,-0.005075072,-0.003381511,0.8642384,1.758436,0.8372857,1.875762,8.808257e-05,3.375e-05,12.37708,0.0001365808,1.888791e-07,2.469928e-07,4.806231e-05,0.01567239,0.1,0.1,0,3.375e-05,-0.005857217,0.0249702,1.048917,1.546289,37879,0.4900546,993.67,182.2815
2572,1790181746.083,-0.1303653,-0.1677362,1.498514,-0.01888493,-0.00116135,0,-0.05311453,-0.01857688,-0.006002381,-0.05004551,-0.001951084,-0.02666001,-0.001560576,1.899224,-0.01588276,-0.03395175,0,-0.03068507,-0.03061353,-0.01716769,0.8628734,0.118177,-0.005145236,-0.002659732,0.8701052,1.762754,0.8082492,1.910239,8.616584e-05,5.0625e-05,12.38027,0.0001048745,1.937109e-07,2.404983e-07,1.827448e-05,0.01227283,0,0.1,0,5.0625e-05,-0.007355159,0.02510133,1.061322,1.576575,37266,0.4901136,990.42,180.5983
2573,1790181748.722,-0.123244,-0.1680013,1.498514,-0.01872648,-0.0006550088,0,-0.03675906,-0.01865109,-0.01137813,-0.03352586,-0.001930564,-0.01516,-0.0004008336,1.901824,-0.01453357,-0.01712758,0,-0.02953796,-0.02361114,-0.01225566,0.8683307,0.2743704,-0.00509015,-0.002462122,0.8560588,1.744482,0.8047228,1.924338,8.724627e-05,5.0625e-05,12.38243,0.0001086545,1.842318e-07,2.176937e-07,2.100627e-05,0.01202509,0,0.05,0,5.0625e-05,-0.005424922,0.02482648,1.051463,1.575112,37426,0.4901636,999,183.8415
2574,1790181751.347,-0.1274133,-0.1675203,1.498514,-0.01658616,-0.001150323,0,-0.05062603,-0.01878977,-0.001786475,-0.04458822,-0.001944313,-0.02678667,-0.0008945179,1.905941,-0.01537054,-0.03008739,-0.0004430567,-0.0293672,-0.0286802,-0.01522872,0.8663214,0.117378,-0.005127806,-0.002737591,0.8702328,1.755696,0.8098471,1.916486,8.555048e-05,5.0625e-05,12.38278,0.0001056445,1.955554e-07,2.202909e-07,1.967817e-05,0.01221555,0.05,0.1,0,5.0625e-05,-0.008129958,0.01789638,1.051066,1.566415,37556,0.4900954,997.1,183.9737
2575,1790181753.971,-0.1271358,-0.1646884,1.498514,-0.01851729,-0.0008388928,0,-0.05026812,-0.01803546,-0.01005947,-0.04344811,-0.00192354,-0.02765,-0.0005280392,1.914174,-0.01434679,-0.03022389,0,-0.02996002,-0.02846343,-0.01393099,0.8622939,0.1170723,-0.005207769,-0.002919528,0.8656044,1.700616,0.7897683,1.917935,8.330544e-05,3.375e-05,12.38057,9.988947e-05,1.85653e-07,2.154791e-07,1.618289e-05,0.01230765,0.1,0.1,0,3.375e-05,-0.006899089,0.01918847,1.048639,1.56938,37549,0.4900551,999,183.2147
2576,1790181756.615,-0.1261631,-0.1639911,1.498514,-0.01648223,-0.0009823552,0,-0.04386507,-0.01769807,-0.004408024,-0.04007608,-0.001888955,-0.02381,-0.0008719772,1.882324,-0.01564692,-0.02534818,0,-0.02946594,-0.04112074,-0.01556184,0.8496736,0.1741155,-0.005323089,-0.00265558,0.8593835,1.692086,0.7931291,1.915753,8.501791e-05,5.0625e-05,12.37998,0.0001108512,1.791493e-07,2.153427e-07,2.54388e-05,0.01168276,0,0.1,0,5.0625e-05,-0.009283133,0.01999179,1.050742,1.586083,37281,0.4900614,999,183.3612
2577,1790181759.237,-0.126568,-0.1672072,1.498514,-0.01853499,-0.00106665,0,-0.05037127,-0.01838534,-0.003558213,-0.04508216,-0.001928231,-0.02772668,-0.0006427241,1.912224,-0.01479891,-0.02951766,0,-0.03338113,-0.03045789,-0.01398683,0.8489611,0.1149831,-0.005159671,-0.003040237,0.8668534,1.702146,0.785897,1.922451,8.300659e-05,5.0625e-05,12.3796,0.0001161747,1.804164e-07,2.108551e-07,3.277682e-05,0.01122458,0,0.05,0,5.0625e-05,-0.008915161,0.01787037,1.04511,1.569194,37602,0.4900278,999,183.8235
2578,1790181761.829,-0.1271577,-0.1654953,1.498514,-0.01741338,-0.001004323,0,-0.04857932,-0.01828842,-0.001568876,-0.0431544,-0.001938793,-0.02565201,-0.0008040904,1.909235,-0.01514045,-0.02776269,0,-0.02953867,-0.02879502,-0.01400771,0.8668298,0.1406767,-0.005116579,-0.002667655,0.8657637,1.775024,0.8133688,1.9206,8.625926e-05,5.0625e-05,12.37967,0.0001040837,1.777918e-07,2.121971e-07,1.743442e-05,0.01155982,0,0.05,0,5.0625e-05,-0.006764762,0.03162137,1.046139,1.540129,38009,0.4901682,999,183.4589
2579,1790181764.438,-0.1318606,-0.1666445,1.498514,-0.01734071,-0.00102568,0,-0.05717159,-0.01863454,-0.0007908922,-0.05092846,-0.001930114,-0.029415,-0.0006580462,1.913362,-0.01519381,-0.03160151,0,-0.03204145,-0.03002094,-0.01584916,0.8576991,0.08766266,-0.005094293,-0.003077321,0.8690212,1.765572,0.8068354,1.909213,9.550901e-05,5.0625e-05,12.38646,0.000113939,1.807442e-07,2.18995e-07,1.803027e-05,0.01035452,0,0.05,0,5.0625e-05,-0.007760302,0.02964644,1.037114,1.563333,37802,0.4903305,999,183.4183
2580,1790181767.072,-0.127728,-0.1693222,1.498514,-0.01748781,-0.0007985742,0,-0.04827997,-0.01877479,-0.0002957058,-0.04505952,-0.001953136,-0.02477334,-0.001143787,1.905291,-0.01675807,-0.02701872,-0.0004526803,-0.03156678,-0.03291879,-0.01612582,0.8597105,0.1563291,-0.005063392,-0.002788221,0.8589362,1.766338,0.8025128,1.908593,8.525605e-05,5.0625e-05,12.39269,0.00011513,1.896435e-07,2.265357e-07,2.945773e-05,0.01564261,0.05,0.1,0,5.0625e-05,-0.009470969,0.01837157,1.054267,1.572802,37419,0.4904541,994.65,182.9137
2581,1790181769.712,-0.1263276,-0.1657134,1.498514,-0.01745895,-0.0009495348,0,-0.04238588,-0.01887419,-0.01271847,-0.03700459,-0.001943331,-0.02120001,-0.0005719196,1.898899,-0.01435802,-0.02331517,-3.374257e-05,-0.02884577,-0.02778564,-0.01370283,0.8653428,0.1952527,-0.005103569,-0.00259231,0.8608741,1.749958,0.8130047,1.918013,8.138227e-05,5.0625e-05,12.39331,9.935137e-05,1.800283e-07,2.148911e-07,1.757418e-05,0.01001029,0,0.05,0,5.0625e-05,-0.009749025,0.01784066,1.053248,1.580715,37321,0.4903446,999,183.3976
2582,1790181772.333,-0.1294042,-0.1656217,1.498514,-0.01594565,-0.001128965,0,-0.04721092,-0.01903054,0,-0.04279383,-0.001974723,-0.02484001,-0.0008551478,1.896841,-0.01517612,-0.02644379,0,-0.02907574,-0.03046371,-0.01434584,0.8663701,0.157873,-0.005132775,-0.002726109,0.8637376,1.776048,0.8139863,1.916574,8.309464e-05,7.59375e-05,12.38681,9.890127e-05,1.784683e-07,2.122447e-07,1.541592e-05,0.01453362,0,0.1,0,7.59375e-05,-0.01009513,0.0180818,1.042058,1.573048,37590,0.4901764,999,183.5847
2583,1790181774.949,-0.1279814,-0.1659932,1.498514,-0.01703884,-0.001097442,0,-0.0502594,-0.01852156,-0.001109945,-0.0455808,-0.001932403,-0.02504001,-0.0007502543,1.897924,-0.01540286,-0.0267131,0,-0.03074186,-0.02895892,-0.01501859,0.8593605,0.1461288,-0.005181712,-0.002787911,0.865383,1.734973,0.7836897,1.895485,8.193203e-05,7.59375e-05,12.38332,9.907999e-05,1.743068e-07,2.109339e-07,1.676271e-05,0.01480322,0,0.05,0,7.59375e-05,-0.008413034,0.02276877,1.03631,1.573577,37665,0.4900718,999,183.637
2584,1790181777.566,-0.1257616,-0.1623548,1.498514,-0.01794215,-0.0008717728,0,-0.04559577,-0.01869873,-0.0003629822,-0.03804618,-0.001919312,-0.02365334,-0.0004301214,1.903991,-0.01313791,-0.02678544,0,-0.02753814,-0.02854867,-0.01341452,0.8672832,0.155379,-0.005096778,-0.002644351,0.8633248,1.792986,0.8061578,1.935295,8.429827e-05,5.0625e-05,12.37939,0.0001009252,1.772319e-07,2.135471e-07,1.62362e-05,0.0140146,0.05,0.05,0,5.0625e-05,-0.008094977,0.0264321,1.033842,1.574884,37682,0.4900098,999,183.9954
2585,1790181780.192,-0.1321177,-0.1671057,1.498514,-0.01654033,-0.001064065,0,-0.05969065,-0.01832005,-0.002006549,-0.05368621,-0.001937798,-0.03442501,-0.0008356059,1.917099,-0.0156097,-0.0368747,0,-0.03220335,-0.03322087,-0.01739329,0.8596435,0.03000709,-0.005200675,-0.003242572,0.8697059,1.758229,0.7947619,1.905481,8.274922e-05,7.59375e-05,12.37746,9.855412e-05,1.733489e-07,2.107223e-07,1.542084e-05,0.01468599,0,0.1,0,7.59375e-05,-0.008193268,0.02007573,1.041308,1.578639,37521,0.4899746,999,182.8367
2586,1790181782.822,-0.1280071,-0.1632008,1.498514,-0.01552451,-0.001080456,0,-0.05016986,-0.01873685,-0.0006161276,-0.04523133,-0.001935937,-0.02793334,-0.000953224,1.910924,-0.0149413,-0.02950741,0,-0.02987062,-0.0285333,-0.01542702,0.8648888,0.1173476,-0.005108381,-0.002731319,0.8668739,1.787377,0.8123986,1.9212,8.691534e-05,5.0625e-05,12.37967,0.0001032692,1.6894e-07,2.066483e-07,1.59783e-05,0.01564476,0.05,0.05,0,5.0625e-05,-0.006427565,0.02714803,1.04125,1.575273,37570,0.4901846,999,183.4235
2587,1790181785.423,-0.122792,-0.1660893,1.498514,-0.01774514,-0.0008360981,0,-0.03590772,-0.01875636,-0.0004661214,-0.03039091,-0.001940226,-0.01561,-0.0004311615,1.905725,-0.01359518,-0.0174342,0,-0.02622464,-0.02056141,-0.01112658,0.8739478,0.2641698,-0.005091154,-0.002307263,0.8656768,1.771519,0.8336166,1.935523,9.02349e-05,7.59375e-05,12.38791,0.0001080122,1.761204e-07,2.215497e-07,1.737967e-05,0.01418738,0,0.1,0,7.59375e-05,-0.009264106,0.01800051,1.032076,1.562717,37885,0.4903204,992.23,182.5493
2588,1790181788.000,-0.1300929,-0.1698584,1.498514,-0.01602217,-0.0009107508,0,-0.05101852,-0.01864269,-0.00101218,-0.0452178,-0.001953767,-0.02768001,-0.000562177,1.912008,-0.01461282,-0.02849849,-6.054193e-05,-0.03006551,-0.0253847,-0.01464405,0.8699573,0.1183169,-0.005094313,-0.002782021,0.8673962,1.77518,0.785535,1.922144,8.642724e-05,7.59375e-05,12.38681,0.0001025831,1.678682e-07,2.014431e-07,1.578657e-05,0.01398964,0,0.05,0,7.59375e-05,-0.009519433,0.01654332,1.043707,1.527355,38234,0.4900517,999,184.0716
2589,1790181790.624,-0.1297371,-0.1660125,1.498514,-0.01818257,-0.001024064,0,-0.04936005,-0.01813246,-0.01141227,-0.0427788,-0.001921356,-0.02525,-0.0007674198,1.906374,-0.01500974,-0.02719655,0,-0.02888977,-0.02629972,-0.0143589,0.8706923,0.1476216,-0.005128345,-0.002747967,0.8591825,1.739951,0.7758663,1.913085,8.30159e-05,7.59375e-05,12.37932,0.0001018917,1.683858e-07,2.016222e-07,1.850578e-05,0.01533432,0,0.05,0,7.59375e-05,-0.006917892,0.02537836,1.041996,1.574662,37568,0.4900221,999,183.6532
2590,1790181793.252,-0.1268371,-0.1696738,1.498514,-0.01735688,-0.0009891068,0,-0.04561619,-0.01837627,-0.0005082578,-0.03889262,-0.001935311,-0.02395001,-0.0006373227,1.917099,-0.01461602,-0.02341166,0,-0.02886488,-0.02587727,-0.01305507,0.8685019,0.1767081,-0.005074816,-0.00251877,0.8611711,1.752495,0.8206465,1.929711,8.132409e-05,7.59375e-05,12.38019,0.0001068003,1.688927e-07,2.031045e-07,2.51042e-05,0.01442402,0,0.05,0,7.59375e-05,-0.008119496,0.02149107,1.049845,1.564544,37601,0.4900157,996.81,182.684
2591,1790181795.868,-0.1243335,-0.166282,1.498514,-0.01789537,-0.001062077,0,-0.03422572,-0.017576,-0.0006670207,-0.0290591,-0.001900643,-0.0141,-0.0003056052,1.873549,-0.01392533,-0.01416046,0,-0.02921315,-0.05041496,-0.01093085,0.8597792,0.290263,-0.005190066,-0.002163785,0.8542454,1.74644,0.7365434,1.932038,7.900076e-05,7.59375e-05,12.37631,0.000102287,1.6978e-07,1.979249e-07,2.291857e-05,0.0120014,0,0.05,0,7.59375e-05,-0.00926305,0.01871142,1.037384,1.571408,37681,0.489799,999,183.7906
2592,1790181798.514,-0.126944,-0.1638604,1.498514,-0.01649401,-0.0009945498,0,-0.04339036,-0.01846569,-0.004374578,-0.03709365,-0.001937353,-0.02150751,-0.00059882,1.903043,-0.01432008,-0.02322306,0,-0.02877819,-0.02552204,-0.01280528,0.8703725,0.1914986,-0.005140788,-0.002610433,0.8664757,1.769105,0.8148682,1.930456,8.137259e-05,5.0625e-05,12.36391,0.0001162301,1.718108e-07,2.026126e-07,3.44831e-05,0.01544836,0.05,0.05,0,5.0625e-05,-0.009042836,0.017085,1.062472,1.575945,37258,0.4894604,999,183.217
2593,1790181801.139,-0.1229341,-0.1659394,1.498514,-0.01714958,-0.0009776081,0,-0.03987744,-0.0186254,-0.0005741088,-0.03459831,-0.001939598,-0.02011092,-0.0006221965,1.896506,-0.01398219,-0.02186947,-6.069089e-06,-0.02775475,-0.02651209,-0.01242126,0.8722034,0.2138405,-0.005102881,-0.002445069,0.8625824,1.762945,0.8049857,1.931398,8.650438e-05,5.0625e-05,12.35617,0.0001150869,1.749971e-07,2.066102e-07,2.820091e-05,0.01183234,0,0.05,0,5.0625e-05,-0.009002703,0.01964137,1.055586,1.562625,37546,0.4893582,994.02,183.0084
2594,1790181803.769,-0.1270366,-0.1679175,1.498514,-0.01662268,-0.0009284575,0,-0.04583152,-0.01898436,-0.0009692737,-0.03939291,-0.001947321,-0.02318,-0.0006501434,1.903032,-0.0140735,-0.02491885,-6.871885e-06,-0.02784952,-0.02501484,-0.01369997,0.8717081,0.1684057,-0.005122282,-0.00256911,0.8685399,1.753746,0.8229378,1.927148,8.23951e-05,5.0625e-05,12.35273,0.0001031459,1.717442e-07,2.018802e-07,2.03772e-05,0.01090278,0,0.05,0,5.0625e-05,-0.009214491,0.01771903,1.052269,1.570261,37484,0.4892753,999,183.4486
