step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
10173,1790201852.256,-0.2139182,-0.2883291,1.498514,-0.03481506,-0.00366812,-0.005,-0.08472469,-0.01525379,-0.1444298,-0.07106259,-0.001754157,-0.03781,-0.001451203,1.778321,-0.02406014,-0.03559256,-0.0004469852,-0.05311757,-0.07280826,-0.02680336,0.7732351,0.109561,-0.007708819,-0.005577432,0.6946184,1.481474,0.604582,1.793312,0.0001584952,3.375e-05,17.55707,0.0003367898,2.476118e-08,0.0001509233,2.734651e-05,0.01113348,0,0.05,0,3.375e-05,-0.007917467,0.06627926,1.119251,1.550323,36823,0.6539342,999,160.1683
10174,1790201854.963,-0.2074034,-0.2837925,1.498514,-0.02994656,-0.001725495,-0.006250001,-0.07857469,-0.01588897,-0.06052868,-0.06094684,-0.001853415,-0.03096,-0.001692745,1.802372,-0.02089197,-0.0328933,-0.0003350542,-0.04735132,-0.05045225,-0.01992972,0.8037059,0.1402198,-0.006557563,-0.004416758,0.7524719,1.487747,0.6105343,1.811035,0.0001650302,3.375e-05,17.55853,0.0003525624,2.451691e-08,0.0001508215,3.668622e-05,0.01007456,0,0.05,0,3.375e-05,-0.008196678,0.06634504,1.114503,1.584214,36426,0.6539591,997.98,160.7542
10175,1790201857.641,-0.2073028,-0.2823845,1.498514,-0.02841801,-0.001658744,-0.002142857,-0.07443612,-0.01637626,-0.01060055,-0.05956925,-0.001854595,-0.02625715,-0.001273487,1.800329,-0.02082114,-0.02780226,-9.876936e-05,-0.04960219,-0.05389124,-0.02005615,0.8035573,0.1772895,-0.006422231,-0.004405089,0.7576634,1.523283,0.6163114,1.843982,0.0001656053,3.375e-05,17.56042,0.0003447068,2.342608e-08,0.0001502222,2.88559e-05,0.01060122,0,0.05,0,3.375e-05,-0.00808853,0.06815836,1.11951,1.544834,36896,0.6541073,999,161.4582
10176,1790201860.342,-0.2086648,-0.2871949,1.498514,-0.02909084,-0.001531176,-0.04999999,-0.06921028,-0.01525563,-0.03477027,-0.05694699,-0.001813386,-0.02662667,-0.001568954,1.790455,-0.02116589,-0.0287443,0,-0.0491469,-0.05815571,-0.02139014,0.810878,0.1890645,-0.006934012,-0.004416325,0.7361572,1.468955,0.5724091,1.830593,0.000166647,3.375e-05,17.56477,0.0003620658,2.363258e-08,0.0001494537,4.594142e-05,0.01065678,0,0.05,0,3.375e-05,-0.006974561,0.06614969,1.111575,1.582312,36491,0.6542216,998.24,159.429
10177,1790201863.026,-0.2072672,-0.2779991,1.498514,-0.0269629,-0.0008855951,0,-0.0737391,-0.01672772,-0.002782054,-0.05697349,-0.001899716,-0.02518001,-0.001529362,1.775721,-0.01943922,-0.02627255,-0.0002031682,-0.04413742,-0.0426509,-0.01863803,0.8289253,0.184111,-0.006159732,-0.003872599,0.7675002,1.599582,0.6621043,1.853602,0.000165339,3.375e-05,17.56782,0.0004043228,2.44217e-08,0.0001472527,9.170656e-05,0.01155861,0,0.05,0,3.375e-05,-0.008090033,0.05812011,1.109044,1.567112,36733,0.6543045,999,160.3152
10178,1790201865.729,-0.2118238,-0.2861927,1.498514,-0.02664033,-0.001398337,-0.003333334,-0.0820189,-0.01714493,-0.03089967,-0.0670908,-0.001913162,-0.03096667,-0.001604308,1.811255,-0.02106998,-0.03427679,-0.0001583869,-0.04680341,-0.04929113,-0.0213527,0.8179485,0.1151693,-0.006180314,-0.004486694,0.7686743,1.577224,0.6727273,1.822593,0.0001625252,3.375e-05,17.57059,0.0004163029,2.400262e-08,0.0001478376,0.0001059161,0.01150302,0,0.05,0,3.375e-05,-0.007848537,0.07062293,1.110904,1.585386,36458,0.6544283,998.93,160.4844
10179,1790201868.419,-0.2067404,-0.2857009,1.498514,-0.0291369,-0.00149501,-0.07099997,-0.07609348,-0.01592781,-0.03907905,-0.06086234,-0.001841226,-0.028644,-0.001543744,1.796782,-0.02049924,-0.02849375,-2.676845e-05,-0.04929166,-0.07215887,-0.02098709,0.8029099,0.1590685,-0.006402521,-0.004445772,0.7409474,1.464815,0.5858296,1.827192,0.0001636919,3.375e-05,17.57338,0.0003788209,2.330273e-08,0.0001482752,6.683051e-05,0.01028736,0,0.05,0,3.375e-05,-0.008782729,0.05102807,1.104011,1.579174,36637,0.654464,995.67,159.7021
10180,1790201871.090,-0.2090356,-0.2839759,1.498514,-0.02925848,-0.002177687,-0.009166667,-0.07652419,-0.01605552,-0.03824432,-0.06046259,-0.001827887,-0.02634,-0.001270955,1.804538,-0.02122112,-0.02836799,0,-0.04969759,-0.05987647,-0.01861389,0.793569,0.1668994,-0.00632349,-0.004239217,0.7527627,1.473041,0.576584,1.811748,0.0001634691,2.25e-05,17.57369,0.0004013836,2.422524e-08,0.0001473559,9.053443e-05,0.01095323,0.05,0.05,0,2.25e-05,-0.005116795,0.05246224,1.095214,1.570205,36881,0.6544428,999,160.8526
10181,1790201873.802,-0.2079055,-0.2795113,1.498514,-0.02749372,-0.001572232,-0.003333334,-0.0789727,-0.01661545,-0.005546723,-0.06175357,-0.001860778,-0.03143334,-0.001748219,1.814397,-0.02016911,-0.03678381,0,-0.04598805,-0.04816169,-0.02034916,0.8230009,0.1152797,-0.006370011,-0.004523783,0.7589137,1.590313,0.6864556,1.812858,0.0001635089,3.375e-05,17.57276,0.0004023236,2.490527e-08,0.0001494401,8.934965e-05,0.01104054,0,0.1,0,3.375e-05,-0.008002242,0.06077461,1.110706,1.588169,36424,0.6544327,998.88,161.019
10182,1790201876.513,-0.2131203,-0.2861593,1.498514,-0.02907312,-0.002046265,-0.006000001,-0.08437612,-0.01598048,-0.03575958,-0.07043295,-0.00184025,-0.035492,-0.001871232,1.803932,-0.02271828,-0.03882942,0,-0.04983182,-0.0583204,-0.02577594,0.7946288,0.08951907,-0.006600054,-0.005089597,0.7518629,1.529428,0.6338021,1.802087,0.0001629016,3.375e-05,17.5728,0.0003415133,2.414289e-08,0.0001523296,2.625788e-05,0.01000982,0,0.05,0,3.375e-05,-0.008724067,0.0537985,1.114108,1.589145,36365,0.6544739,999,160.4761
10183,1790201879.220,-0.2068326,-0.2788618,1.498514,-0.02724018,-0.001575757,0,-0.07534301,-0.01730404,-0.000350183,-0.05601673,-0.001835042,-0.02552,-0.00103654,1.823497,-0.0192643,-0.02705117,0,-0.04545335,-0.05469515,-0.01723431,0.8134212,0.1659365,-0.006013304,-0.003819625,0.7659025,1.576774,0.7205855,1.899599,0.0001632137,3.375e-05,17.57431,0.0003690057,2.314258e-08,0.0001513717,5.43971e-05,0.01012035,0,0.05,0,3.375e-05,-0.01087485,0.06162519,1.111983,1.581687,36494,0.65457,999,161.5176
10184,1790201881.934,-0.217093,-0.2909752,1.498514,-0.02736783,-0.001681744,-0.02,-0.08930501,-0.01588709,-0.04938466,-0.07535544,-0.001811437,-0.03879,-0.001954911,1.803346,-0.02155309,-0.04057036,0,-0.05153318,-0.07502635,-0.02411532,0.7970683,0.05698519,-0.006959699,-0.004867525,0.7444232,1.490734,0.6630185,1.775681,0.0001673699,1.5e-05,17.57721,0.0004810757,2.363763e-08,0.0001536093,0.0001600729,0.01385269,0.1,0.05,0,1.5e-05,-0.006533253,0.0617351,1.123805,1.583482,36310,0.6546703,999,159.4386
10185,1790201884.625,-0.2111417,-0.2873649,1.498514,-0.02708295,-0.001315576,0,-0.0821244,-0.01712,-0.005451158,-0.06819098,-0.001854102,-0.034032,-0.0019228,1.831102,-0.02115864,-0.03728483,0,-0.04745133,-0.05077628,-0.02276118,0.8086338,0.08968075,-0.006338479,-0.004681743,0.7637953,1.581161,0.6483299,1.803735,0.0001708262,2.25e-05,17.57856,0.0003973585,2.699144e-08,0.0001544755,7.20298e-05,0.01041045,0,0.1,0,2.25e-05,-0.006842574,0.06768438,1.141686,1.540753,36647,0.6546927,995.06,160.8665
10186,1790201887.355,-0.2046118,-0.286276,1.498514,-0.02641438,-0.001490948,0,-0.07287248,-0.01734417,-0.005191696,-0.0569738,-0.001903601,-0.02656501,-0.001180564,1.801559,-0.01980378,-0.02749461,-2.643825e-05,-0.04568875,-0.04962308,-0.01876712,0.8189103,0.1685974,-0.005962776,-0.003825878,0.7642019,1.551175,0.7128981,1.857542,0.0001799161,3.375e-05,17.57958,0.0004021144,2.894314e-08,0.0001513792,7.079012e-05,0.0137634,0,0.1,0,3.375e-05,-0.006968624,0.05878812,1.140846,1.582447,36097,0.6547393,994.57,158.5325
10187,1790201890.050,-0.2110218,-0.2914052,1.498514,-0.02745412,-0.001626404,-0.015,-0.08014657,-0.016614,-0.1281582,-0.06256606,-0.001869456,-0.03023667,-0.001445144,1.805189,-0.02017749,-0.03236623,-0.0002596701,-0.04590563,-0.05555622,-0.01936563,0.8086058,0.1340681,-0.006428074,-0.004439746,0.7539977,1.568721,0.6170025,1.8166,0.0001767645,3.375e-05,17.58147,0.0004340259,2.599254e-08,0.0001516134,0.000105622,0.01404079,0,0.05,0,3.375e-05,-0.006484752,0.07342894,1.127232,1.561544,36560,0.6548527,996.65,160.6788
10188,1790201892.766,-0.2078633,-0.2828448,1.498514,-0.02728604,-0.000702318,0,-0.06681924,-0.01680318,0,-0.05513496,-0.001781527,-0.02142,-0.0008945977,1.78092,-0.02046677,-0.01952207,0,-0.04155337,-0.03998738,-0.01538601,0.8317694,0.228922,-0.005870837,-0.003503634,0.7626917,1.734798,0.7491509,1.876928,0.0001711521,3.375e-05,17.58567,0.0003477584,2.50011e-08,0.0001486275,2.795383e-05,0.01153129,0,0.05,0,3.375e-05,-0.007489573,0.06668107,1.124785,1.584308,36286,0.6549976,995.02,158.7589
10189,1790201895.465,-0.2136244,-0.2857492,1.498514,-0.027856,-0.001459857,-0.05999997,-0.09112088,-0.01639087,-0.0190778,-0.07287945,-0.00185469,-0.03776,-0.002020896,1.840073,-0.0203012,-0.03828143,-1.508273e-05,-0.04822872,-0.05754354,-0.02375682,0.8053533,0.05633797,-0.006578885,-0.004995971,0.766901,1.539482,0.6568795,1.807211,0.0001687801,3.375e-05,17.58871,0.0003439196,2.655838e-08,0.0001485115,2.660145e-05,0.01236348,0,0.05,0,3.375e-05,-0.007585872,0.06223903,1.119579,1.572008,36522,0.65508,995.02,160.4855
10190,1790201898.176,-0.2031666,-0.2847946,1.498514,-0.02406642,-0.001018277,0,-0.06616636,-0.01692213,-0.004013897,-0.05104215,-0.00189923,-0.02198,-0.001266208,1.80183,-0.01996207,-0.02500026,0,-0.04476796,-0.04339305,-0.01589472,0.8257134,0.2087953,-0.006306422,-0.003859411,0.7561988,1.608997,0.6617614,1.86686,0.000169964,3.375e-05,17.59114,0.000405898,2.935183e-08,0.0001520572,8.384747e-05,0.01309133,0,0.05,0,3.375e-05,-0.00685646,0.07355313,1.121184,1.58202,36365,0.6551777,999,160.6696
10191,1790201900.891,-0.2067786,-0.2768783,1.458441,-0.02818965,-0.001223936,-0.08785717,-0.08553942,-0.01610747,-0.09831136,-0.06995101,-0.001804394,-0.03361429,-0.001919856,1.757113,-0.02038636,-0.03556037,-0.003326337,-0.04813079,-0.06343683,-0.02389689,0.7805225,0.08086447,-0.006512837,-0.004869244,0.739783,1.485523,0.6506526,1.754752,0.0001717791,3.375e-05,17.59237,0.0003590704,2.932016e-08,0.0001538092,3.345272e-05,0.01137404,0,0.05,0,3.375e-05,-0.007245507,0.05851421,1.11675,1.585126,36383,0.6551809,994.97,160.3987
10192,1790201903.591,-0.1918328,-0.2558482,1.352411,-0.02518629,-0.001441906,-0.06199997,-0.07243215,-0.01508635,-0.04111446,-0.05860717,-0.001723281,-0.026356,-0.001666602,1.621998,-0.01831779,-0.02860492,-0.01624389,-0.03978188,-0.04242086,-0.02242895,0.7459721,0.1140054,-0.005475225,-0.003505265,0.6884388,1.415943,0.5772592,1.633588,0.0001758876,3.375e-05,17.59258,0.000394356,2.666539e-08,0.0001514903,6.695142e-05,0.01181149,0,0.05,0,3.375e-05,-0.007435251,0.06033922,1.113099,1.579173,36513,0.6552176,994.13,160.7016
10193,1790201906.305,-0.2099258,-0.2822146,1.498514,-0.02762203,-0.003152396,0,-0.07931872,-0.01523998,-0.000826903,-0.05927296,-0.001796299,-0.03200001,-0.001390491,1.847223,-0.02049801,-0.03617499,0,-0.05405154,-0.07328888,-0.02198133,0.78026,0.1096212,-0.00675721,-0.0050054,0.7383761,1.559474,0.6563523,1.856381,0.0001679812,2.25e-05,17.5943,0.0003521859,2.555968e-08,0.0001528786,3.130053e-05,0.01328153,0.1,0.1,0,2.25e-05,-0.0060856,0.0679027,1.122947,1.576961,36410,0.6552728,994.13,158.7304
10194,1790201909.016,-0.2167574,-0.2830707,1.498514,-0.02736574,-0.001940602,0,-0.09384298,-0.01681516,-0.04011523,-0.07850169,-0.001918189,-0.03703,-0.002290777,1.817647,-0.02291378,-0.04192914,0,-0.05204901,-0.06945966,-0.03046254,0.8088719,0.05850981,-0.006680185,-0.005213311,0.75886,1.580281,0.6791656,1.830509,0.0001715379,3.375e-05,17.59496,0.0003634044,2.478299e-08,0.0001539544,3.78874e-05,0.01141925,0,0.1,0,3.375e-05,-0.006583119,0.06217745,1.129066,1.575203,36351,0.6552456,997.97,161.085
10195,1790201911.737,-0.2111926,-0.2813945,1.498514,-0.02699981,-0.001389334,-0.005,-0.08099478,-0.01638081,-0.02513957,-0.06610435,-0.001865852,-0.030355,-0.001543687,1.821303,-0.02138537,-0.03386733,-1.794046e-05,-0.04683508,-0.05387618,-0.02163965,0.813601,0.1271351,-0.006486665,-0.004572229,0.7602795,1.558791,0.6557366,1.834525,0.0001773885,3.375e-05,17.59525,0.000356823,2.478108e-08,0.0001549355,2.447429e-05,0.01216502,0,0.05,0,3.375e-05,-0.006446019,0.07145623,1.148122,1.559314,36308,0.6552938,999,160.0501
10196,1790201914.428,-0.210467,-0.2836487,1.498514,-0.02770411,-0.001727091,-0.01875,-0.08001457,-0.01700875,-0.027893,-0.06332062,-0.001869091,-0.03046501,-0.001793419,1.813422,-0.02019441,-0.03490015,-6.251325e-05,-0.04817588,-0.05925295,-0.0223662,0.8044271,0.1147297,-0.006503656,-0.00475808,0.7617546,1.574187,0.6735986,1.830095,0.0001805154,3.375e-05,17.59772,0.0003628399,2.511277e-08,0.0001562,2.609935e-05,0.0107055,0,0.05,0,3.375e-05,-0.007458596,0.06791765,1.123167,1.560749,36627,0.6553811,997.49,161.692
10197,1790201917.159,-0.2174752,-0.290833,1.498514,-0.02974426,-0.002247465,-0.03000001,-0.09040174,-0.01601428,-0.05508686,-0.07161337,-0.00176726,-0.03590667,-0.001755635,1.813206,-0.02137333,-0.03828172,-0.0002323443,-0.04954263,-0.06882207,-0.02464336,0.7919258,0.07477613,-0.007174475,-0.005399585,0.7502332,1.412912,0.5751314,1.772972,0.000172664,3.375e-05,17.59973,0.0003798468,2.384235e-08,0.0001489294,5.82295e-05,0.01154482,0,0.05,0,3.375e-05,-0.006461359,0.06303329,1.138926,1.578867,36170,0.6554458,994.23,158.7682
10198,1790201919.841,-0.2094204,-0.2870888,1.498514,-0.02806161,-0.000992507,0,-0.08894394,-0.01627235,-0.03240195,-0.06959122,-0.001853357,-0.037405,-0.001702087,1.836985,-0.0202888,-0.03933947,-3.234085e-05,-0.04746364,-0.05065492,-0.02115011,0.8141812,0.05630685,-0.006168009,-0.004611816,0.7686092,1.520145,0.6350011,1.827187,0.0001720481,3.375e-05,17.60178,0.0003723912,2.423714e-08,0.0001475987,5.272024e-05,0.01136731,0,0.05,0,3.375e-05,-0.008354471,0.05851461,1.109666,1.565912,36741,0.6554954,997.18,160.7235
10199,1790201922.544,-0.2090388,-0.2860249,1.498514,-0.02796365,-0.001268027,0,-0.07765959,-0.01685283,-0.04275593,-0.06482037,-0.001918038,-0.02623,-0.001637016,1.788072,-0.02152855,-0.02806031,-0.0001562758,-0.04583081,-0.05413396,-0.02106496,0.8145143,0.1714713,-0.00604676,-0.004166529,0.7630385,1.545707,0.587595,1.845223,0.0001694574,3.375e-05,17.60203,0.0003614292,2.498766e-08,0.0001475295,4.441725e-05,0.01211004,0,0.05,0,3.375e-05,-0.006042786,0.05557608,1.114649,1.581937,36454,0.6554902,997.91,160.7324
10200,1790201925.226,-0.208726,-0.2882813,1.498514,-0.02812048,-0.001180419,-0.002142857,-0.06971389,-0.01714551,-0.03206734,-0.05578334,-0.001893931,-0.02353429,-0.001595376,1.791601,-0.02084558,-0.02745637,0,-0.04491206,-0.04389881,-0.0195417,0.8211171,0.1955618,-0.006268074,-0.003871021,0.7648958,1.548603,0.6808594,1.851081,0.0001706931,3.375e-05,17.60155,0.0003826729,2.61134e-08,0.0001441965,6.775714e-05,0.01188835,0,0.05,0,3.375e-05,-0.006669458,0.05721402,1.109522,1.564912,36756,0.6554829,999,161.5935
10201,1790201927.950,-0.2146172,-0.2898727,1.498514,-0.02986487,-0.00226537,-0.03000001,-0.08228905,-0.01594886,-0.0435149,-0.0671477,-0.001846181,-0.02808667,-0.001981326,1.779838,-0.02144635,-0.02737019,-0.003434576,-0.05049456,-0.07865255,-0.03060133,0.7920989,0.1489942,-0.00713429,-0.004725414,0.723597,1.455183,0.6414006,1.799862,0.0001733449,3.375e-05,17.60187,0.000402313,2.546207e-08,0.0001485222,8.042045e-05,0.009855768,0,0.05,0,3.375e-05,-0.007690473,0.06060474,1.089231,1.599179,36565,0.6555396,997.68,161.1357
10202,1790201930.622,-0.2153997,-0.2836074,1.498514,-0.03014582,-0.001667791,-0.005,-0.08610176,-0.01705489,-0.01827465,-0.07098927,-0.001869839,-0.03255501,-0.001573622,1.825772,-0.0213167,-0.03493071,0,-0.04556336,-0.04601578,-0.02269155,0.8084955,0.1131036,-0.006670065,-0.004786274,0.7706608,1.568023,0.6979069,1.836502,0.0001788087,3.375e-05,17.60531,0.000361664,2.448454e-08,0.0001528651,2.996571e-05,0.01204961,0,0.05,0,3.375e-05,-0.008126401,0.07081954,1.091442,1.574288,36876,0.6557202,994.9,159.2943
10203,1790201933.317,-0.209082,-0.2875203,1.498514,-0.02743171,-0.00100366,0,-0.08014753,-0.01713933,-0.009817049,-0.06486642,-0.001919903,-0.02992858,-0.00155107,1.798565,-0.02066893,-0.03332365,-3.431469e-05,-0.04624171,-0.05553379,-0.01993966,0.8197292,0.1310335,-0.006198871,-0.004340249,0.7589543,1.539304,0.6474975,1.853279,0.0001788663,3.375e-05,17.61003,0.0003664698,2.428479e-08,0.0001519943,3.558498e-05,0.0111319,0,0.05,0,3.375e-05,-0.006523842,0.06163977,1.095276,1.593457,36561,0.6558157,999,160.8112
10204,1790201935.993,-0.2122205,-0.2798342,1.498514,-0.02742489,-0.001066779,0,-0.0810258,-0.01695762,-0.007022493,-0.06612261,-0.00190576,-0.02952,-0.001510844,1.830647,-0.02038968,-0.03393587,0,-0.04629231,-0.04964435,-0.01971341,0.8224418,0.1153478,-0.006068269,-0.004255986,0.7697446,1.61498,0.7053303,1.838251,0.0001719992,3.375e-05,17.61145,0.0003411224,2.365242e-08,0.0001490869,2.001266e-05,0.01184034,0,0.05,0,3.375e-05,-0.008110363,0.05309972,1.087295,1.582397,36822,0.6558216,992.37,158.1008
10205,1790201938.694,-0.2101527,-0.2860536,1.498514,-0.02911933,-0.00162014,-0.0125,-0.0852965,-0.01602255,-0.06638587,-0.06705214,-0.001850717,-0.03215,-0.001421147,1.810497,-0.02056608,-0.03184302,-0.000493133,-0.05212219,-0.07207131,-0.0223988,0.7990655,0.1133282,-0.006803087,-0.004739309,0.7477336,1.478017,0.6290635,1.786515,0.0001706302,2.25e-05,17.61067,0.0003395087,2.29494e-08,0.0001469752,2.18803e-05,0.01330604,0.1,0.1,0,2.25e-05,-0.005264987,0.06111472,1.099802,1.595122,36477,0.6557578,992.96,158.7771
10206,1790201941.406,-0.210019,-0.2836485,1.498514,-0.02814153,-0.002072346,-0.007272728,-0.07640843,-0.01675591,-0.09064762,-0.06230814,-0.001843299,-0.02802545,-0.001690767,1.811177,-0.02169217,-0.02943605,-1.777006e-05,-0.04866928,-0.06109266,-0.0217858,0.8007659,0.151295,-0.006413001,-0.004298267,0.7528092,1.553221,0.662168,1.84242,0.0001764546,2.25e-05,17.60986,0.0003600915,2.325804e-08,0.0001485052,3.510845e-05,0.009463656,0,0.05,0,2.25e-05,-0.007929743,0.06095787,1.108067,1.59727,36337,0.6557624,998.97,160.5865
10207,1790201944.124,-0.2071488,-0.2824798,1.498514,-0.027685,-0.002156874,-0.007000001,-0.0758613,-0.01660469,-0.1055767,-0.06036815,-0.001852406,-0.027284,-0.001353344,1.801202,-0.02042496,-0.02859457,0,-0.04714967,-0.05987378,-0.01979862,0.7984077,0.1565364,-0.006664902,-0.004463251,0.7659119,1.573846,0.6618842,1.848863,0.0001797893,3.375e-05,17.61091,0.0003880316,2.330128e-08,0.0001514328,5.678606e-05,0.0129906,0,0.1,0,3.375e-05,-0.006500044,0.05496854,1.110867,1.593127,36355,0.6558111,997.84,160.1705
10208,1790201946.832,-0.2106745,-0.2847896,1.498514,-0.03126348,-0.002311744,-0.0025,-0.0713392,-0.01717306,-0.1340234,-0.05633368,-0.001846766,-0.02677,-0.001138019,1.807897,-0.02000512,-0.03093408,0,-0.04533174,-0.03754904,-0.01975751,0.8134124,0.1688651,-0.007360568,-0.004648248,0.7561853,1.569638,0.6848539,1.863435,0.0001731017,2.25e-05,17.61203,0.0003878689,2.484533e-08,0.0001515689,6.317349e-05,0.0119936,0.1,0.1,0,2.25e-05,-0.006096678,0.05740093,1.116291,1.585255,36388,0.6558437,999,158.968
10209,1790201949.560,-0.2156218,-0.285611,1.498514,-0.02895248,-0.001852686,0,-0.09228799,-0.01600936,-0.06294088,-0.06816741,-0.001788707,-0.04379999,-0.002315203,1.855673,-0.01916277,-0.04603425,0,-0.0445595,-0.0384933,-0.02161506,0.8183603,0,-0.006811045,-0.005116356,0.7884705,1.606869,0.722029,1.869259,0.0001822736,3.375e-05,17.61208,0.0004938729,2.441068e-08,0.0001528782,0.0001586968,0.01202311,0,0.1,0,3.375e-05,-0.007602477,0.06034311,1.129787,1.590617,36135,0.6558397,999,161.6472
10210,1790201952.288,-0.2155763,-0.2937101,1.498514,-0.02873764,-0.00179648,-0.005,-0.08978166,-0.01681316,-0.03147372,-0.0730976,-0.001887545,-0.03648,-0.001669679,1.845706,-0.02151745,-0.03956694,-0.0004934042,-0.04862877,-0.05743429,-0.02466257,0.8061633,0.05603876,-0.006620366,-0.005051359,0.754822,1.550442,0.6672543,1.81701,0.0001784686,3.375e-05,17.61301,0.0003723752,2.367697e-08,0.0001524887,4.139418e-05,0.0128342,0,0.05,0,3.375e-05,-0.004533796,0.0636358,1.128072,1.591598,36145,0.655906,999,161.6921
10211,1790201955.006,-0.2106073,-0.2922272,1.498514,-0.02876157,-0.001736876,-0.01,-0.07848981,-0.01612179,-0.05466185,-0.06179079,-0.001837884,-0.02801,-0.001611482,1.803239,-0.02114831,-0.03072276,-6.92121e-05,-0.04803564,-0.05979018,-0.02054282,0.8021245,0.1490588,-0.006574802,-0.004354154,0.7576415,1.493536,0.6559048,1.840231,0.0001762955,3.375e-05,17.61411,0.0003550369,2.309947e-08,0.0001545236,2.419469e-05,0.01302858,0,0.05,0,3.375e-05,-0.005801444,0.05792363,1.13115,1.58084,36247,0.6559491,999,159.8717
10212,1790201957.736,-0.2125328,-0.2921137,1.498514,-0.02998815,-0.001241361,-0.006250001,-0.08622526,-0.01631053,-0.05404752,-0.07091837,-0.001837367,-0.03265,-0.001774732,1.806109,-0.02192264,-0.03515901,-0.0003097499,-0.04964199,-0.0715955,-0.02159871,0.8031718,0.113746,-0.006782967,-0.00490969,0.7520826,1.549258,0.6493871,1.807185,0.0001755392,3.375e-05,17.61523,0.0003455911,2.325082e-08,0.0001512937,1.873492e-05,0.0116387,0,0.05,0,3.375e-05,-0.006588302,0.05521568,1.135542,1.587363,36102,0.6560002,998.46,160.982
10213,1790201960.468,-0.2154885,-0.2870111,1.498514,-0.02970282,-0.001534437,-0.008,-0.09169352,-0.01642093,-0.04076955,-0.07628011,-0.001881855,-0.03653601,-0.002250772,1.787421,-0.02171176,-0.03983528,-0.0006557557,-0.04980936,-0.05676825,-0.0247178,0.8005847,0.06849422,-0.007351805,-0.005064969,0.7548396,1.48114,0.6066169,1.789503,0.0001737853,3.375e-05,17.61724,0.0003512918,2.324217e-08,0.0001502747,2.720866e-05,0.01147715,0,0.05,0,3.375e-05,-0.00707471,0.07056428,1.132169,1.592805,36075,0.6560908,999,159.9123
10214,1790201963.191,-0.2133517,-0.287867,1.498514,-0.02756192,-0.001786355,-0.052,-0.08649479,-0.01645646,-0.04800167,-0.07140415,-0.001860251,-0.033436,-0.002103553,1.817322,-0.02072331,-0.03675491,-0.0001100803,-0.04775368,-0.0600363,-0.02567809,0.8107638,0.09241556,-0.006566504,-0.004846707,0.757851,1.523512,0.6286603,1.80826,0.0001817046,3.375e-05,17.61987,0.000381818,2.417805e-08,0.0001504104,4.967878e-05,0.01129902,0,0.05,0,3.375e-05,-0.006860979,0.06341454,1.134853,1.581014,36196,0.6562051,995.74,160.9601
10215,1790201965.931,-0.2099047,-0.2862784,1.498514,-0.02692542,-0.001371193,-0.003571429,-0.07683007,-0.01706277,-0.003748753,-0.05930795,-0.001904254,-0.02979429,-0.001394133,1.806273,-0.01996135,-0.0321376,-1.903727e-05,-0.04601915,-0.05310868,-0.01897598,0.8175768,0.1461472,-0.006325466,-0.00423362,0.7514579,1.596321,0.6645562,1.863248,0.0001807679,3.375e-05,17.62391,0.0003871616,2.498518e-08,0.0001512325,5.513624e-05,0.01113641,0,0.05,0,3.375e-05,-0.008709289,0.06184495,1.131976,1.5947,36052,0.6563434,993.72,159.9231
10216,1790201968.608,-0.208919,-0.2820554,1.498514,-0.02731372,-0.001431559,0,-0.0847586,-0.01650489,-0.04868303,-0.06797828,-0.001832291,-0.03234,-0.001539798,1.82664,-0.02150461,-0.03416687,0,-0.04660028,-0.05599336,-0.02252107,0.8009222,0.1115551,-0.006378718,-0.004705125,0.7606527,1.567894,0.6854035,1.845027,0.0001780606,3.375e-05,17.62746,0.0004134602,2.429348e-08,0.0001517527,8.362268e-05,0.01531188,0.05,0.1,0,3.375e-05,-0.009960867,0.05828792,1.119053,1.550796,36820,0.6564823,999,161.076
