step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
10,1789987662.361,-0.1304193,-0.1406517,0.3960012,-0.02057195,-0.003029399,-0.2599999,-0.03875955,-0.005577547,0,-0.0283078,-0.0005502497,-0.0178,-0.0001120036,0.2393996,-0.009863509,-0.0175092,0,-0.0160232,-0.03054637,-0.01400554,0.1995679,0,-0.001580943,-0.001208079,0.0830993,0.2715868,0.1429548,0.004824472,1e-05,25.58276,0.008693757,0.0003471078,0.000337841,0.003184337,0.01633883,0.55,0.15,0,1e-05,-0.03137235,0.2273747,0.5371501,0.3582025,27448,1.00254,224.01,19.38184
11,1789987663.210,-0.1442544,-0.1580935,0.432001,-0.0269339,-0.001648289,-0.01,-0.05350141,-0.006428968,-0.007457578,-0.03725488,-0.0005957348,-0.009620002,-0.001202003,0.3231494,-0.01088595,-0.009670001,-0.004759789,-0.01592243,-0.01679159,-0.01895925,0.2282355,0.07113435,-0.001642834,-0.001112289,0.1177763,0.3285807,0.3869006,0.005037005,0.0001708594,25.58479,0.008432321,0.0002769145,0.0002769168,0.002841485,0.007671549,0,0.4,0,0.0001708594,-0.01801669,0.276056,0.5093684,0.3343077,29129,1.002322,240.78,20.0869
12,1789987664.105,-0.1552903,-0.1666786,0.4665006,-0.02819431,-0.00241679,-0.1083333,-0.05073687,-0.006886117,0,-0.03612542,-0.0006536838,-0.01491334,-0.0004765684,0.3526829,-0.01227815,-0.01482215,0,-0.01650956,-0.02164215,-0.01911742,0.2429859,0.04527521,-0.001798001,-0.001344804,0.1175319,0.3428349,0.4248064,0.005006206,1.5e-05,25.57989,0.008257961,0.0002643914,0.0002599793,0.002727384,0.01539542,0.4,0.15,0,1.5e-05,-0.03011278,0.2379979,0.5325267,0.3567698,27635,1.002169,263.9,21.0878
13,1789987664.962,-0.1286439,-0.1487089,0.4080012,-0.02294907,-0.001876976,-0.13,-0.04189771,-0.006240211,-0.0005258442,-0.03014564,-0.0005720516,-0.01690001,-0.0003360944,0.2618995,-0.008691303,-0.01601144,0,-0.01551879,-0.01601939,-0.01259613,0.2109311,0,-0.001569963,-0.00124375,0.08679737,0.3066383,0.3053939,0.004865483,0.0002562891,25.5795,0.007858842,0.0002293891,0.0002231725,0.002540797,0.01100097,0,0.4,0,0.0002562891,-0.02186429,0.2496927,0.5203726,0.330658,28877,1.002192,285.07,23.20147
14,1789987665.799,-0.1777906,-0.1901792,0.54,-0.03371864,-0.002188989,-0.0125,-0.06050044,-0.007425666,0,-0.04291544,-0.0007496288,-0.007250001,-0.000788018,0.4586999,-0.01370789,-0.008164848,0,-0.01730973,-0.01996946,-0.02035224,0.285579,0.1107421,-0.002004712,-0.001438587,0.134988,0.4000653,0.4770442,0.004973881,0.0001708594,25.57607,0.007810137,0.0002232257,0.0002102774,0.002402752,0.01428534,0.15,0.15,0,0.0001708594,-0.03121419,0.2352491,0.5068769,0.3241155,29574,1.001764,312.98,25.94049
15,1789987666.682,-0.1885348,-0.2094331,0.5759997,-0.03421289,-0.00267739,-0.05250001,-0.07005724,-0.008244174,0,-0.04957978,-0.0008012454,-0.01131,-0.001112601,0.4264249,-0.01456645,-0.01298281,0,-0.02240708,-0.02306779,-0.02302093,0.3025053,0.08516251,-0.002242756,-0.001576941,0.1479071,0.4777846,0.4777024,0.004783627,1.5e-05,25.56744,0.007490688,0.0002142105,0.0002027978,0.002290053,0.01649847,0.45,0.2,0,1.5e-05,-0.03120472,0.2335409,0.5150135,0.3619854,28022,1.00144,330.38,27.66861
16,1789987667.559,-0.2048045,-0.2210187,0.6104993,-0.03407799,-0.004203828,-0.1949999,-0.07131743,-0.008824689,0,-0.04883535,-0.0008558392,-0.02058,-0.0006417992,0.4571497,-0.01482903,-0.016721,0,-0.02441182,-0.032513,-0.01969751,0.3098415,0.06931628,-0.002236579,-0.001771609,0.158304,0.4341462,0.4220273,0.00474902,0.0001708594,25.56654,0.007271702,0.0001969512,0.000187593,0.002138138,0.008948022,0,0.35,0,0.0001708594,-0.02148198,0.2129758,0.5281327,0.343076,28209,1.001472,348.42,28.88136
17,1789987668.436,-0.2122547,-0.2341603,0.647999,-0.04066498,-0.003568351,-0.1524999,-0.07438548,-0.009688385,0,-0.05266024,-0.0009037717,-0.03089,-0.0008752107,0.4177744,-0.01627015,-0.02981443,0,-0.02345379,-0.03149851,-0.02336911,0.3376685,0,-0.002480341,-0.001827533,0.1484966,0.4761322,0.3749189,0.004745618,1e-05,25.56626,0.007187412,0.0001890027,0.0001859738,0.002066818,0.01529415,0.45,0.15,0,1e-05,-0.0289438,0.1987347,0.5174217,0.3537884,28209,1.001441,366.69,30.52475
18,1789987669.307,-0.2267786,-0.2505128,0.6839988,-0.03920563,-0.003762405,-0.05500001,-0.08110997,-0.0101873,0,-0.05643047,-0.000957182,-0.02396,-0.0009364511,0.4277494,-0.01934892,-0.0320888,0,-0.0243929,-0.03031592,-0.01960308,0.3555591,0.0004455063,-0.002721622,-0.00190421,0.1686494,0.3560193,0.3986969,0.004673639,0.0001139063,25.56695,0.006938297,0.0001713,0.0001701447,0.001923213,0.01045481,0.1,0.45,0,0.0001139063,-0.02052167,0.211691,0.522115,0.3354731,28657,1.001598,381.52,31.04378
19,1789987670.199,-0.2388115,-0.2570421,0.7199984,-0.04457144,-0.004233315,-0.16,-0.08115079,-0.01029031,-0.001635192,-0.05814327,-0.001005614,-0.01583334,-0.0009151094,0.5827839,-0.01924447,-0.01663079,0,-0.02607114,-0.0408985,-0.03185321,0.3706871,0.1042171,-0.002760679,-0.002121747,0.1774031,0.4728307,0.6143085,0.004614774,5.0625e-05,25.56836,0.006865658,0.0001694952,0.0001686689,0.00191272,0.01490094,0.25,0.2,0,5.0625e-05,-0.02981203,0.1982629,0.5311553,0.3552125,27726,1.001485,403.63,32.64116
20,1789987671.064,-0.1697318,-0.1831479,0.5294993,-0.03029811,-0.003225326,-0.1224999,-0.05777723,-0.007638517,0,-0.04030957,-0.0007374703,-0.01596,-0.0004882684,0.4027752,-0.01368838,-0.01577994,-0.001904561,-0.01977308,-0.0273312,-0.02043518,0.2725349,0.05394613,-0.002028149,-0.001507624,0.1373709,0.4113586,0.4431459,0.004532828,0.0002562891,25.56292,0.006619224,0.0001546011,0.0001600062,0.001771789,0.01210877,0,0.25,0,0.0002562891,-0.02610385,0.2147926,0.5123625,0.3466308,28610,1.001076,418.97,33.28778
21,1789987671.931,-0.2613622,-0.283403,0.7919978,-0.04312401,-0.003525325,-0.08749999,-0.09657791,-0.01132555,0,-0.06793698,-0.001108107,-0.02061,-0.00142531,0.6127008,-0.02119361,-0.0201477,0,-0.02753126,-0.03238004,-0.03022746,0.4141582,0.1098716,-0.003030765,-0.002193819,0.1989423,0.5286467,0.6872861,0.004548227,0.0001708594,25.55413,0.006580624,0.000154214,0.000164838,0.001713345,0.01547385,0.15,0.15,0,0.0001708594,-0.03331192,0.1650403,0.5040524,0.3572357,28534,1.000543,436.27,34.88044
22,1789987672.783,-0.138521,-0.1564739,0.4185011,-0.02651962,-0.001693892,-0.04500001,-0.05108666,-0.00615207,0,-0.03578974,-0.0005818992,-0.01742,-0.001080645,0.2557496,-0.01004291,-0.01844937,0,-0.01624268,-0.02093694,-0.01321907,0.2180969,0.01293674,-0.001580043,-0.001184734,0.08975085,0.4037184,0.2966436,0.004505604,1e-05,25.54783,0.006432989,0.0001482286,0.0001601216,0.001619035,0.01569609,0.45,0.15,0,1e-05,-0.03179647,0.1720971,0.5249617,0.3208256,29056,1.000419,462.08,37.43689
23,1789987673.642,-0.2660017,-0.2899487,0.8639991,-0.05192923,-0.004938987,-0.145,-0.09144773,-0.01226082,0,-0.06619986,-0.001204771,-0.03604,-0.001097333,0.5631006,-0.02270522,-0.03900766,0,-0.02977169,-0.03939159,-0.03407863,0.4470055,0,-0.003209423,-0.002562877,0.1817102,0.5220119,0.452183,0.004463016,0.0001139063,25.54584,0.006245948,0.0001384852,0.0001482814,0.001496165,0.00756239,0,0.35,0,0.0001139063,-0.01857479,0.1597794,0.5053437,0.348526,28781,1.000132,489.48,39.79898
24,1789987674.523,-0.2474396,-0.2746912,0.769499,-0.04787526,-0.003809665,-0.03500001,-0.0981594,-0.01102767,-0.01486139,-0.06880011,-0.001064503,-0.02294667,-0.002280359,0.5294003,-0.01828977,-0.02495837,-0.0005542549,-0.03054433,-0.03957575,-0.0276197,0.4018141,0.07333563,-0.003023491,-0.00213939,0.1997833,0.5687273,0.5212761,0.004317512,5.0625e-05,25.53721,0.006035663,0.0001372673,0.0001428487,0.001438035,0.01414137,0.2,0.15,0,5.0625e-05,-0.02892018,0.1650019,0.5097029,0.3581893,28316,0.9997149,519.04,42.11689
25,1789987675.382,-0.3046151,-0.3318793,0.9360008,-0.05626006,-0.005571187,-0.2574999,-0.1082811,-0.01350693,0,-0.07597066,-0.001300692,-0.03618,-0.0006338634,0.640901,-0.02527684,-0.03786961,0,-0.03336495,-0.04374944,-0.03188151,0.4822266,0.02754979,-0.003493404,-0.002758191,0.249474,0.5753952,0.9136041,0.004233643,7.59375e-05,25.53111,0.005889925,0.0001326345,0.0001416304,0.001382016,0.01319525,0.15,0.25,0,7.59375e-05,-0.02923327,0.1333802,0.4925201,0.3602958,28817,0.9992518,538.25,43.36528
26,1789987676.261,-0.2004989,-0.2164273,0.6090008,-0.03506755,-0.002937187,-0.0075,-0.07295149,-0.008903911,0,-0.05134772,-0.0008497302,-0.01602,-0.001130293,0.4730254,-0.01530413,-0.01528695,-8.798541e-05,-0.02203525,-0.02739488,-0.03089108,0.3195483,0.08734869,-0.002374244,-0.001667974,0.1561744,0.401908,0.5862036,0.004324514,7.59375e-05,25.52318,0.005964563,0.0001342896,0.0001449851,0.001360775,0.01324087,0.15,0.2,0,7.59375e-05,-0.03046405,0.1327326,0.5121706,0.3603704,28166,0.998993,555.05,44.48575
27,1789987677.138,-0.3388194,-0.3586677,1.008003,-0.05988895,-0.007121183,-0.2099999,-0.1161229,-0.01507982,0,-0.08277842,-0.001405846,-0.03938001,-0.001259304,0.6641011,-0.02958816,-0.04607385,0,-0.03794622,-0.06252959,-0.03198498,0.5128629,0,-0.003939954,-0.003025095,0.2595528,0.6672832,0.4672382,0.004152007,0.0001139063,25.52012,0.00570581,0.0001287519,0.0001390857,0.001285965,0.01382331,0.1,0.2,0,0.0001139063,-0.03005727,0.1399402,0.5115724,0.3599305,28199,0.9986773,586.34,47.06561
28,1789987677.973,-0.3278835,-0.3362811,0.9960021,-0.05730439,-0.00565887,-0.1999999,-0.121971,-0.01410472,-0.02953352,-0.08376517,-0.00139003,-0.01955,-0.001783658,0.7712772,-0.02448561,-0.02042363,-0.001900698,-0.04026171,-0.04933333,-0.02827525,0.5133581,0.1645329,-0.003878182,-0.002925422,0.2482893,0.6038837,0.7906601,0.004252492,0.0001139063,25.51095,0.005811854,0.0001283865,0.0001423478,0.001288628,0.01382293,0.1,0.15,0,0.0001139063,-0.02956971,0.1348386,0.5029612,0.3259168,29649,0.9981471,598.31,48.23211
29,1789987678.839,-0.3551644,-0.376,1.078504,-0.06260312,-0.00607252,-0.3449998,-0.123732,-0.01510594,0,-0.08719676,-0.001499792,-0.03525999,-0.001008803,0.7672018,-0.02801376,-0.0381512,-0.000962444,-0.03838412,-0.0489503,-0.03633396,0.5533572,0.05457774,-0.00412606,-0.003101511,0.2718244,0.7093552,0.9667799,0.004153633,0.0001139063,25.50343,0.005721148,0.0001255696,0.0001402457,0.0013017,0.01359273,0.1,0.15,0,0.0001139063,-0.03011945,0.1169429,0.5144923,0.3455622,28574,0.9979298,629.81,51.46657
30,1789987679.712,-0.3527771,-0.3943945,1.116005,-0.06499065,-0.005614485,-0.025,-0.1269054,-0.0157923,0,-0.09023395,-0.001552936,-0.01984,-0.001837199,0.9725537,-0.0291448,-0.01845565,0,-0.03955148,-0.05369927,-0.03810983,0.5795643,0.2190725,-0.004235425,-0.002996771,0.2549334,0.7422621,0.9944775,0.003981397,0.0002562891,25.50224,0.005447679,0.0001246422,0.000134928,0.001206711,0.01385318,0,0.15,0,0.0002562891,-0.0274639,0.1281069,0.5013318,0.3601358,28528,0.997879,649.34,53.6283
31,1789987680.575,-0.3756034,-0.4169338,1.152006,-0.07609006,-0.007299544,-0.15,-0.1398526,-0.01665004,-0.05665737,-0.09812548,-0.001608267,-0.03374,-0.002330967,0.837903,-0.03281757,-0.03644446,0,-0.04300263,-0.06192484,-0.0392757,0.5942335,0.11065,-0.004388868,-0.003440169,0.3203543,0.6515561,0.9359505,0.003911399,7.59375e-05,25.49109,0.005399211,0.0001273694,0.0001372437,0.001223199,0.01577568,0.2,0.1,0,7.59375e-05,-0.03441064,0.09429296,0.4994988,0.3574605,28678,0.9969565,677.78,55.99333
32,1789987681.427,-0.3883013,-0.4166106,1.188007,-0.06945463,-0.006927896,-0.3099998,-0.1434071,-0.01712207,-0.005510874,-0.1005085,-0.001647618,-0.0176,-0.00159689,0.9912037,-0.02870611,-0.02099135,0,-0.04523193,-0.07034048,-0.03543554,0.6077999,0.2183629,-0.004652626,-0.003528589,0.3018314,0.8540873,1.214377,0.003873275,0.0001708594,25.47705,0.005377103,0.0001238082,0.0001356948,0.001244324,0.0107228,0,0.15,0,0.0001708594,-0.02848093,0.0784864,0.5034392,0.3428063,29041,0.9960534,713.18,58.50756
33,1789987682.304,-0.4023388,-0.4360952,1.219507,-0.06929523,-0.00757021,-0.3999997,-0.1312411,-0.01749034,0,-0.09114083,-0.001701136,0,-0.0007376563,1.211309,-0.03137392,0,0,-0.04395095,-0.06684056,-0.03797598,0.6191026,0.354634,-0.004711272,-0.003682538,0.2970649,0.6324257,1.244951,0.003842862,1e-05,25.45465,0.005317973,0.0001260805,0.0001353449,0.001213686,0.01709361,0.5,0.15,0,1e-05,-0.03198654,0.09035515,0.5078404,0.3628635,28225,0.9949641,731.32,60.61907
34,1789987683.187,-0.4203474,-0.4451188,1.260008,-0.07524958,-0.007081166,-0.1516666,-0.1429441,-0.01788734,0,-0.1002911,-0.001754835,-0.03237334,-0.001822451,0.9786537,-0.0351121,-0.03748318,0,-0.04303387,-0.06144318,-0.03969081,0.651749,0.1369162,-0.004811424,-0.003496727,0.3011456,0.8591053,1.044444,0.003915554,0.0001139063,25.44456,0.005337101,0.0001219596,0.0001295651,0.001170023,0.008768359,0,0.35,0,0.0001139063,-0.01802495,0.08911803,0.5156417,0.3615167,28017,0.994347,773.2,63.22982
35,1789987684.072,-0.4231973,-0.4635578,1.296009,-0.08091237,-0.006209468,-0.095,-0.156009,-0.01861813,-0.002709619,-0.110275,-0.001804012,-0.05256998,-0.002657426,0.888203,-0.03240247,-0.05377095,0,-0.04677344,-0.06034887,-0.05379447,0.6732904,0.05486643,-0.005051018,-0.003598162,0.3010125,0.8659432,1.031789,0.003806724,0.0001139063,25.42166,0.005239841,0.0001195061,0.0001270786,0.001186533,0.01504167,0.1,0.15,0,0.0001139063,-0.02787196,0.08934519,0.5151143,0.3627563,27995,0.9928986,803.89,64.98005
36,1789987684.962,-0.4274008,-0.4498109,1.33201,-0.07307658,-0.009022111,-0.4349999,-0.1420315,-0.01929146,0,-0.09807266,-0.001866358,-0.01268,-0.0009445073,1.198159,-0.03660846,-0.01664613,0,-0.0494087,-0.06847923,-0.03866322,0.6742548,0.2779715,-0.005057996,-0.003920987,0.354924,0.7224266,1.35296,0.003790542,7.59375e-05,25.40409,0.005211997,0.0001185123,0.0001300682,0.001172875,0.01419917,0.15,0.15,0,7.59375e-05,-0.03169015,0.07617025,0.5198073,0.3647418,27783,0.992223,828.87,66.86795
37,1789987685.831,-0.4546655,-0.473483,1.366511,-0.08712357,-0.00773203,-0.2149999,-0.1516555,-0.01986258,0,-0.1110934,-0.00191771,-0.04264,-0.001904693,1.029655,-0.03672951,-0.0483128,-0.0003369076,-0.05078499,-0.06620722,-0.05980211,0.7015242,0.1093842,-0.005217289,-0.004032464,0.318027,1.037023,1.091077,0.003708888,0.0001139063,25.39161,0.005091631,0.0001164739,0.0001259894,0.001140279,0.01378398,0.1,0.2,0,0.0001139063,-0.02877799,0.07719766,0.5164292,0.3455434,28511,0.9915199,844.11,68.05933
38,1789987686.721,-0.4638954,-0.4899511,1.404011,-0.08542003,-0.008979682,-0.1899999,-0.1637573,-0.01920444,-0.00143715,-0.1171238,-0.001951521,-0.03416,-0.001848765,1.136204,-0.03692396,-0.03664743,0,-0.05328534,-0.08243643,-0.04191056,0.7183754,0.1916901,-0.00543102,-0.00400809,0.3711602,0.7380659,1.010793,0.003705397,0.0001708594,25.37618,0.005112458,0.0001191631,0.0001287723,0.001159126,0.01422712,0.05,0.15,0,0.0001708594,-0.02789719,0.09619597,0.5221932,0.3616974,27804,0.9904822,860.09,69.86523
39,1789987687.600,-0.4675027,-0.5037367,1.440012,-0.09484526,-0.00707193,-0.08000001,-0.1702749,-0.02040239,-0.02670759,-0.1220625,-0.002008205,-0.01662,-0.003245136,1.241409,-0.03673666,-0.01543447,0,-0.05458242,-0.0711086,-0.04655249,0.7510208,0.3309276,-0.005525668,-0.004060994,0.3633555,0.8960776,1.339206,0.003605067,0.0001139063,25.36138,0.004955471,0.0001152015,0.0001278511,0.001107352,0.0135341,0.15,0.15,0,0.0001139063,-0.02253155,0.1217572,0.5151141,0.3587742,28122,0.9900404,875.1,71.94556
40,1789987688.482,-0.4857525,-0.5129689,1.476013,-0.09012301,-0.008361766,-0.13,-0.1695692,-0.02038139,0,-0.1209047,-0.002055363,-0.02485,-0.00273536,1.258209,-0.03837245,-0.02666142,0,-0.05505081,-0.08414035,-0.05911927,0.7613589,0.2708248,-0.005712488,-0.004036554,0.3773109,0.8835391,1.426002,0.003674067,5.0625e-05,25.34412,0.004972885,0.0001132506,0.0001214751,0.001064093,0.01395864,0.2,0.15,0,5.0625e-05,-0.0310123,0.07695557,0.5291941,0.3468094,28054,0.9885002,891.78,73.59444
41,1789987689.385,-0.4774879,-0.5122608,1.498514,-0.09946713,-0.007845703,-0.135,-0.168067,-0.02168859,-0.06091153,-0.1217508,-0.002084182,-0.04455999,-0.002468257,1.073704,-0.03878417,-0.0522746,-0.002331448,-0.05507089,-0.06324904,-0.03850544,0.7774485,0.110639,-0.005716463,-0.004230255,0.3612092,0.9159211,1.019286,0.003622392,7.59375e-05,25.31983,0.004907924,0.0001124959,0.0001201275,0.001052908,0.01371447,0.15,0.25,0,7.59375e-05,-0.02761988,0.07683773,0.5342159,0.3630643,27389,0.9873695,926.79,77.15582
42,1789987690.271,-0.4800262,-0.5290985,1.498514,-0.09844952,-0.009071307,-0.1949999,-0.1771279,-0.0203761,-0.02809794,-0.1238255,-0.002091625,-0.05517999,-0.002353114,1.089304,-0.03715145,-0.05403757,-0.00174233,-0.05809873,-0.07677578,-0.03917189,0.7711645,0.1081272,-0.005691258,-0.004390278,0.3683956,0.9290509,1.003177,0.00361052,0.0001708594,25.30352,0.004866452,0.0001133076,0.0001179122,0.001024712,0.01370901,0.05,0.2,0,0.0001708594,-0.02580076,0.07945652,0.5140755,0.3653276,27946,0.9866906,940.35,78.28261
43,1789987691.119,-0.4929895,-0.5351723,1.498514,-0.09152841,-0.01022125,-0.3049998,-0.1633686,-0.02122577,-0.0006824554,-0.1161715,-0.002093005,-0.03555999,-0.001159323,1.147806,-0.04019512,-0.05091495,0,-0.05490106,-0.09480469,-0.04108875,0.759534,0.1088673,-0.00580305,-0.004521362,0.4115091,0.9060326,1.039042,0.003539377,7.59375e-05,25.28615,0.004757648,0.0001121069,0.0001200452,0.0009861195,0.01567122,0.2,0.15,0,7.59375e-05,-0.03013118,0.06304049,0.4820588,0.3603821,29172,0.985741,953.67,78.87915
