step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
0,1789987653.714,-0.01019691,-0.01383025,0.0345,-0.002054809,-6.961143e-05,0,-0.005291524,-0.0007567256,0,-0.003542736,-4.972272e-05,0,-0.000180422,0.02455,-0.0006233064,0,0,-0.001075963,-0.001303619,-0.004322519,0.0182386,0.01023498,-0.0001257867,-8.805006e-05,0.008982233,0.03409589,0.04051699,0.01206971,0.0001316872,25.55276,0.0233611,0.002114037,0.002435681,0.006741669,0.01469001,0.25,0.05,0,0.0001316872,-0.02169201,0.426104,0.6184056,0.4288619,23466,1.001401,14.5,1.298225
1,1789987654.581,-0.02359949,-0.02464614,0.06899996,-0.005444601,-0.0003041846,-0.015,-0.006931958,-0.001222827,0,-0.005839241,-9.958527e-05,-0.0038,-0.0002067002,0.04195,-0.002009402,-0.003096505,0,-0.00213745,-0.003292488,-0.006209382,0.03609257,0,-0.0002356602,-0.0001920888,0.009594026,0.06555389,0.02351296,0.006946647,1.734153e-05,25.57425,0.01618744,0.002018913,0.001792666,0.005429212,0.01329433,0.4,0.2,0,1.734153e-05,-0.03161935,0.5355914,0.4787457,0.3553565,29464,1.002183,24.2,2.183589
2,1789987655.448,-0.0352232,-0.03247411,0.1064999,-0.005934698,-0.0006452164,0,-0.01734143,-0.001569484,0,-0.01163614,-0.0001469637,-0.0063,-0.0005317982,0.05295002,-0.002539624,-0.005195168,-0.008434964,-0.005992544,-0.006309189,-0.01208043,0.05605201,0,-0.000495857,-0.000272256,0.01522772,0.09122714,0.09280619,0.005846331,0.0002962963,25.57803,0.01376301,0.001674928,0.001411102,0.004830646,0.008879867,0,0.4,0,0.0002962963,-0.02188425,0.4640511,0.5074198,0.3535578,28544,1.001877,37.96296,3.399162
3,1789987656.321,-0.04796992,-0.05387449,0.1439999,-0.007782505,-0.000707084,-0.02333334,-0.01904179,-0.002084889,0,-0.01336438,-0.0002015425,0,-0.0005626193,0.1202833,-0.003871439,0,0,-0.00565173,-0.005694104,-0.009837115,0.07497506,0.04240401,-0.0005789594,-0.000393145,0.03435182,0.1284683,0.1308289,0.005356,1e-05,25.57264,0.01297153,0.00150813,0.001403984,0.004703413,0.01601282,0.6,0.15,0,1e-05,-0.03119697,0.4331189,0.5154231,0.3521998,28325,1.001756,52.55,4.71349
4,1789987657.175,-0.052136,-0.07392509,0.1799999,-0.01118079,-0.0005299646,-0.005,-0.02001145,-0.002816194,0,-0.01487256,-0.00025226,-0.007480001,-0.0001583847,0.1178,-0.004497838,-0.008780746,0,-0.005086805,-0.005219558,-0.008176943,0.09668361,0,-0.0006916068,-0.000470369,0.04776862,0.1757171,0.1515936,0.005228647,0.0002562891,25.57265,0.01171177,0.00103462,0.001023774,0.004424729,0.00795754,0,0.45,0,0.0002562891,-0.01972533,0.3722406,0.4929988,0.3546588,28992,1.001862,77.96,6.896522
5,1789987658.017,-0.07302126,-0.07766317,0.2159999,-0.01328637,-0.0008460291,0,-0.0252358,-0.0030933,0,-0.01759519,-0.0002979457,0,-0.0005856577,0.2112998,-0.005908187,0,0,-0.006144495,-0.009683783,-0.01123984,0.1138204,0.06399133,-0.0008383131,-0.0005851725,0.05918717,0.211809,0.2178206,0.005323724,1e-05,25.57219,0.01161695,0.0009792191,0.0009758802,0.004338124,0.01733947,0.55,0.15,0,1e-05,-0.03119775,0.3400499,0.50208,0.334105,29390,1.001681,105.22,9.183854
6,1789987658.881,-0.08179028,-0.08994588,0.2505002,-0.01368163,-0.001328218,-0.03,-0.02745275,-0.00383284,0,-0.01903369,-0.0003529545,0,-0.0004564988,0.2468998,-0.007832786,0,0,-0.008549554,-0.01028529,-0.01285905,0.1283433,0.07317635,-0.0009339972,-0.0007244141,0.07911967,0.1626845,0.2494622,0.005032792,0.0001708594,25.5695,0.01055779,0.0007002838,0.0006955931,0.004129116,0.007286316,0,0.4,0,0.0001708594,-0.01849996,0.3124244,0.5129714,0.3455338,28626,1.001522,125.65,11.02964
7,1789987659.754,-0.04863286,-0.04931692,0.15375,-0.009320742,-0.0007077993,-0.025,-0.02474399,-0.002284388,0,-0.01678365,-0.0002143975,-0.00552,-0.0007094768,0.08637496,-0.002897596,-0.005657309,-6.481559e-06,-0.007833167,-0.009264736,-0.01121964,0.08076208,0.01186512,-0.0006687155,-0.0003954196,0.03498498,0.1423247,0.07885805,0.004940136,2.25e-05,25.56561,0.009942239,0.0005969158,0.0005797279,0.003825459,0.01496038,0.35,0.15,0,2.25e-05,-0.02952956,0.3198015,0.5129941,0.3541179,28342,1.001348,147.19,12.70612
8,1789987660.609,-0.1049874,-0.1191994,0.3240007,-0.02254331,-0.002322748,-0.125,-0.05096556,-0.00469157,-0.1146357,-0.0344672,-0.000451982,-0.01488,-0.001236576,0.1609497,-0.005656187,-0.01483442,-0.01022798,-0.01678087,-0.01637278,-0.01303692,0.1675208,0,-0.001265421,-0.001185819,0.09596976,0.2313369,0.2113483,0.005097998,5.0625e-05,25.56463,0.009625572,0.0004653903,0.0004662588,0.003595925,0.01146,0.25,0.4,0,5.0625e-05,-0.02274095,0.290802,0.5069895,0.3424165,28933,1.001339,171.85,14.91137
9,1789987661.460,-0.1116633,-0.1315279,0.3600009,-0.02271279,-0.001582296,-0.02,-0.04367938,-0.005585112,-1.911402e-05,-0.03049486,-0.0005030935,-0.01825,-0.0007611536,0.2391746,-0.008984869,-0.01742879,0,-0.01295364,-0.01430709,-0.01452515,0.189671,0,-0.001345209,-0.0009817958,0.08657865,0.323423,0.2363356,0.004879929,0.0002562891,25.56857,0.008965067,0.0003562075,0.0003626609,0.003366269,0.01174655,0,0.25,0,0.0002562891,-0.02457099,0.2879554,0.5031857,0.3412125,29104,1.00193,195.52,17.51371
