step,wall_time,Episode_Reward/action_rate,Episode_Reward/alive,Episode_Reward/base_angular_motion,Episode_Reward/base_height,Episode_Reward/base_motion,Episode_Reward/failure,Episode_Reward/joint_limits,Episode_Reward/joint_vel,Episode_Reward/reach_coarse,Episode_Reward/reach_fine,Episode_Reward/upright,Episode_Termination/bad_orientation,Episode_Termination/base_contact,Episode_Termination/low_base,Episode_Termination/outside_workspace,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/ee_position/position_error_m,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
0,1789559489.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07034,1e-05,0.02089219,0.02186218,0,0.5214946,0.07661581,82178,0.5002147,,
1,1789559490.080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07965,1e-05,-0.005186855,0.01553607,0,0.458251,0.0387888,98889,0.5006135,,
2,1789559490.600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0981,0.0002562891,-0.007277455,0.01366854,0,0.4789314,0.03841949,95007,0.5014658,,
3,1789559491.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15223,0.0002562891,-0.0111226,0.01161252,0,0.492641,0.03940487,92383,0.5028726,,
4,1789559491.660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1896,0.0002562891,-0.0110624,0.0113072,0,0.4829721,0.03863931,94231,0.5039637,,
5,1789559492.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.23406,0.0001708594,-0.0112296,0.01138138,0,0.4856954,0.03932953,93618,0.5051327,,
6,1789559492.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.27306,0.0003844336,-0.01173909,0.01127906,0,0.4907019,0.03878784,92828,0.5064803,,
7,1789559493.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33732,0.0008649756,-0.01127382,0.01219906,0,0.4828279,0.03822613,94331,0.5085732,,
8,1789559493.944,-0.004328047,0.02662498,-0.01532993,-0.002677077,-0.0005236712,-0.0005,0,-0.0002055062,0.03376003,0.0008639395,-0.002453631,6.103516e-05,0,0,0,0,13.41621,0.0008649756,-0.0109026,0.0125627,0.06723242,0.6543396,0.0410347,70684,0.5107928,214,2.81849
9,1789559494.618,-0.03786974,0.2222498,-0.1161425,-0.02815359,-0.004233276,-0.004,0,-0.001843506,0.2584212,0.003338164,-0.025616,0.0008544922,0,0,0,0,13.46268,0.0008649756,-0.01047033,0.01164665,0.5299661,0.6313186,0.03831577,73401,0.5116516,226,2.422845
