step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/fixture_force_tracking,Episode_Reward/fixture_lost,Episode_Reward/fixture_seat,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Fixture/force_ceiling_n,Fixture/lost_backed_off_fraction,Fixture/lost_fraction,Fixture/lost_lifted_off_fraction,Fixture/lost_slid_off_fraction,Fixture/mean_error_n,Fixture/press_lost_fraction,Fixture/press_slip_radius_m,Fixture/relative_force_error,Fixture/relative_force_error_ema,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
14207,1790244004.646,-0.5076193,-0.6458901,1.020571,-0.0492375,-0.3156566,-0.0006560129,-0.000625,-0.1885064,-0.006389042,-0.03328583,-0.1234757,-0.001337928,-0.0068375,-0.002214775,0.8982815,-0.02760029,-0.004090894,-0.001063684,-0.02558645,0.1817833,-0.0375,-0.3964897,-0.03253886,-0.01882713,0.5583873,0.2662119,-0.005396131,-0.004797022,0.3992036,0.93916,0.4882037,1.212971,40,0,0.5,0.5,0.3333333,2.658045,1,0.15,0.5212113,0.4170119,0.0008806959,0.0001139063,30.22552,0.003369904,2.848834e-11,0.002397378,9.182945e-05,0.01390825,0.05,0.1,0,0.0001139063,-0.01160255,0.2229068,1.328574,1.573843,33869,1.334936,744.6,76.77384
14208,1790244007.550,-0.6654102,-0.8458428,1.329655,-0.07269799,-0.5500314,-0.0008688061,-0.007857143,-0.2575626,-0.00834436,-0.01778858,-0.1680801,-0.00170198,-0.01396572,-0.002620011,1.21786,-0.03513491,-0.009383252,-0.002046032,-0.03791746,0.4108627,-0.01428572,-0.4680091,-0.04677983,-0.02651085,0.7144815,0.3022963,-0.007311378,-0.0066228,0.5187959,1.251264,0.6537811,1.568014,40,0.2,0.2,0.2,0.2,2.479769,1,0.15,0.1870558,0.394036,0.0008671053,0.0001708594,30.21908,0.002688623,3.536833e-12,0.001739657,8.186082e-05,0.01482762,0,0.1,0,0.0001708594,-0.01193066,0.27982,1.344139,1.547847,33991,1.334652,774.63,82.74218
14209,1790244010.477,-0.6372234,-0.8005466,1.264211,-0.07042807,-0.7242312,-0.0007688504,-0.001,-0.2574063,-0.007955613,-0.03613456,-0.1709829,-0.001593995,-0.02456399,-0.002635057,1.20058,-0.03285229,-0.0136931,-0.004368098,-0.03819616,0.4849012,-0.02,-0.101096,-0.05196306,-0.02509027,0.6698148,0.2196478,-0.007406372,-0.006498759,0.5031804,1.227468,0.6125457,1.499771,40,0,0.3333333,0.3333333,0,4.041684,1,0.15,0.2012173,0.4220988,0.0008694291,0.0001708594,30.21751,0.002945667,1.246126e-11,0.001993765,8.247254e-05,0.0147907,0,0.05,0,0.0001708594,-0.0124454,0.304744,1.354599,1.560888,33717,1.334637,792,81.9578
14210,1790244013.402,-0.7604116,-0.9370431,1.498514,-0.08654699,-1.663315,-0.0006815101,0,-0.2703201,-0.009467695,-0.03300418,-0.1707624,-0.00179267,0,-0.002135192,1.30576,-0.04028764,0,0,-0.04552376,1.137571,0,-0.1059129,-0.04986795,-0.02774144,0.795135,0.4454668,-0.007359243,-0.006623185,0.6130128,1.540517,0.763327,1.826352,40,0,0,0,0,2.207608,1,0.15,0.169729,0.336828,0.000883777,7.59375e-05,30.21534,0.003150736,1.886118e-11,0.00218431,8.264933e-05,0.01485032,0.1,0.05,0,7.59375e-05,-0.01275381,0.2949919,1.372842,1.540429,33743,1.33452,716.34,75.65443
14211,1790244016.311,-0.4869491,-0.6248204,1.001108,-0.04708652,-0.3032303,-0.0005486537,-0.03899999,-0.184298,-0.005575781,-0.01241477,-0.1194396,-0.001332961,-0.003628,-0.002034682,0.8577055,-0.02669823,-0.002134683,-0.0005743199,-0.02454258,0.1279208,-0.04,-0.5286446,-0.03439746,-0.01955768,0.5450565,0.2798093,-0.005645217,-0.004971279,0.3915515,0.8988284,0.46771,1.176245,40,0.25,0.5,0.5,0.25,15.93286,1,0.15,0.8554392,0.3600595,0.0008659498,0.0001139063,30.2132,0.002642906,4.777775e-11,0.00168623,9.072605e-05,0.0108851,0,0.1,0,0.0001139063,-0.01261968,0.2333392,1.352269,1.544945,33930,1.334247,774.7,82.60262
14212,1790244019.245,-0.5417738,-0.687144,1.08858,-0.06068622,-0.671008,-0.000506954,-0.015,-0.1941009,-0.006622316,-0.02376148,-0.1266216,-0.001373551,-0.00491143,-0.002317535,0.9532561,-0.02988624,-0.003165004,-0.002258808,-0.02949747,0.4097001,-0.02857143,-0.2956454,-0.03711572,-0.0205843,0.5909519,0.295494,-0.005754915,-0.005008261,0.4299562,1.048949,0.5218591,1.302784,40,0.1666667,0.3333333,0.1666667,0.3333333,7.191096,1,0.15,0.3783424,0.3746536,0.0008807359,0.0001708594,30.20415,0.003224253,1.403067e-11,0.002255977,8.754001e-05,0.01399159,0,0.1,0,0.0001708594,-0.01313153,0.2387787,1.36959,1.553245,33633,1.33331,808,86.20359
14213,1790244022.247,-0.3522637,-0.4460763,0.7224054,-0.04249715,-0.4555099,-0.0002866513,0,-0.129064,-0.004530402,-0.009513127,-0.08232384,-0.0009027622,0,-0.001286204,0.6283239,-0.01930584,0,0,-0.02015378,0.2426856,-0.06,-0.3070798,-0.02401318,-0.01407834,0.3890418,0.2163612,-0.003689817,-0.003241489,0.2924504,0.690767,0.3662087,0.8794165,40,0,0.6,0.6,0.2,4.79533,1,0.15,0.3055207,0.3498266,0.000832504,7.59375e-05,30.19218,0.002098666,3.326424e-12,0.001152534,0.0001136278,0.01405272,0.15,0.1,0,7.59375e-05,-0.01169766,0.2068184,1.357415,1.632931,32873,1.332644,791.95,83.88717
14214,1790244025.196,-0.5820121,-0.740497,1.179573,-0.06090527,-0.6604701,-0.0005426245,0,-0.2237034,-0.007507726,-0.009522088,-0.1479106,-0.00148249,-0.012645,-0.002392646,1.078515,-0.03083551,-0.007075003,-0.002650671,-0.03404195,0.471435,-0.025,-0.2053897,-0.04126161,-0.02333964,0.6338135,0.2688224,-0.006292689,-0.005606541,0.4693093,1.162261,0.5768554,1.401659,40,0,0.3333333,0.3333333,0.1666667,3.812968,1,0.15,0.1985775,0.3643296,0.0008459263,0.0001139063,30.18734,0.002428455,2.654764e-12,0.001494229,8.829953e-05,0.01103799,0,0.1,0,0.0001139063,-0.01173801,0.2697299,1.373123,1.563083,33479,1.332459,742.39,80.65603
14215,1790244028.107,-0.6440843,-0.8392879,1.319155,-0.06634762,-0.4511637,-0.0007503534,-0.001428572,-0.2554746,-0.008141666,-0.01881364,-0.1699396,-0.001706041,-0.01832286,-0.002869367,1.220482,-0.0340168,-0.01198167,-0.002843448,-0.03642949,0.2435257,-0.01428572,-0.3502735,-0.04899899,-0.02660153,0.7123023,0.2682705,-0.007707394,-0.006694387,0.5163996,1.25962,0.6140522,1.564301,40,0,0.25,0.25,0.5,4.610082,1,0.15,0.4076931,0.3105115,0.0008454815,0.0001139063,30.18347,0.002483037,1.087164e-11,0.001535086,0.0001024696,0.01335514,0.05,0.1,0,0.0001139063,-0.01263623,0.2269602,1.36128,1.537409,33913,1.33196,829.16,89.48731
14216,1790244031.170,-0.5251909,-0.6880271,1.078509,-0.05822906,-0.5827509,-0.0005969147,-0.005,-0.2018846,-0.006341296,-0.08638867,-0.1317524,-0.001337602,-0.01136667,-0.001934264,0.970874,-0.02863426,-0.006843003,-0.0008819702,-0.03282353,0.3148492,-0.03333334,-0.000722344,-0.04749335,-0.02041948,0.5722409,0.2467523,-0.005867636,-0.005035057,0.4214641,0.984115,0.5075613,1.264474,45,0,0.5,0.5,0,4.838962,1,0.15,0.1500714,0.1500714,0.0008265997,0.0001708594,30.16982,0.002216367,8.777633e-12,0.00130413,8.563741e-05,0.01270822,0,0.1,0,0.0001708594,-0.0129215,0.1946438,1.356791,1.69484,32213,1.330521,781.46,84.79751
14217,1790244034.179,-0.4338295,-0.5598614,0.884257,-0.04186669,-0.03244139,-0.0004803007,0,-0.1925756,-0.005241326,-0.0137761,-0.1318749,-0.001172243,-0.03026,-0.002432006,0.901783,-0.02118121,-0.01905513,-0.004025294,-0.02464875,0.02505293,-0.05,-0.0053642,-0.03607843,-0.01680877,0.4761544,0.06948504,-0.005372593,-0.00491104,0.3490025,0.8203793,0.3840059,1.016982,45,0,1,1,0,6.213518,1,0.15,0.662419,0.2630318,0.000839674,0.0001139063,30.1537,0.002004003,1.852292e-11,0.001078819,8.550978e-05,0.01640881,0.1,0.1,0,0.0001139063,-0.01227437,0.2583771,1.351336,1.646824,32788,1.329925,775.94,84.43877
14218,1790244037.169,-0.5182356,-0.6485559,1.048079,-0.05435625,-1.035659,-0.0004339734,-0.02714285,-0.1871959,-0.006576016,-0.03663708,-0.1188807,-0.001272461,0,-0.001479341,0.9012983,-0.02835339,0,0,-0.03246221,0.6899556,-0.02857143,-0.03254495,-0.03469849,-0.01889974,0.5571883,0.311855,-0.00529397,-0.004582248,0.4218408,1.060771,0.5152509,1.263547,45,0,0.2857143,0.2857143,0.1428572,3.215026,1,0.15,0.183548,0.3466866,0.0008498142,0.0001708594,30.14926,0.002351262,8.228472e-11,0.001420571,8.087685e-05,0.01497483,0,0.1,0,0.0001708594,-0.01194713,0.2390248,1.321353,1.658286,32991,1.329446,772.7,83.10612
14219,1790244040.055,-0.7324097,-0.9419278,1.498514,-0.07403135,-0.4896425,-0.0008162609,-0.014,-0.3003163,-0.008701274,-0.02436835,-0.2015284,-0.001960848,-0.027004,-0.003355589,1.404302,-0.03899305,-0.01661617,-0.003520971,-0.04276345,0.2443953,0,-0.6125717,-0.06187161,-0.02925075,0.8048096,0.2701467,-0.008518538,-0.007619693,0.5907282,1.406338,0.6818258,1.777676,45,0,0,0,0.6666667,5.079057,1,0.15,0.3799857,0.5496122,0.000834885,0.0001708594,30.13848,0.002340592,1.795231e-11,0.001426176,7.953111e-05,0.01284967,0,0.05,0,0.0001708594,-0.01272194,0.1803967,1.324799,1.549257,34203,1.328399,817.85,86.5752
14220,1790244042.963,-0.5654632,-0.7242454,1.150296,-0.06140752,-0.7426032,-0.0006063368,-0.002857144,-0.2185444,-0.007118447,-0.0165706,-0.1420229,-0.001436045,-0.01279429,-0.002141621,1.042693,-0.03071993,-0.007459661,-0.001704404,-0.03544552,0.5217437,-0.02857143,-0.007534492,-0.038932,-0.02093585,0.6145849,0.2631395,-0.005958999,-0.005356283,0.457543,1.162897,0.5651304,1.375767,45,0,0.4,0.4,0,3.092522,1,0.15,0.1512423,0.4629556,0.0008291979,0.0001708594,30.1202,0.002110407,1.34811e-10,0.001200375,8.083334e-05,0.01302458,0,0.05,0,0.0001708594,-0.0124901,0.1686024,1.366791,1.530132,33933,1.326961,803.47,84.62733
14221,1790244045.853,-0.4198805,-0.5373255,0.8695068,-0.0411849,-0.4144661,-0.000559183,-0.0008333334,-0.1492664,-0.005329717,-0.01358164,-0.09509685,-0.001121223,0,-0.001604935,0.7536299,-0.02312827,0,0,-0.02301533,0.2481902,-0.05,-0.5025515,-0.02671384,-0.01744004,0.4727362,0.2616481,-0.004468239,-0.003885112,0.351026,0.7987388,0.4142645,1.034389,45,0.1666667,0.5,0.5,0.1666667,6.159642,1,0.15,0.3001904,0.3356232,0.0008361205,0.0001139063,30.09968,0.002199029,6.5604e-11,0.001278685,8.422314e-05,0.01385468,0.05,0.05,0,0.0001139063,-0.01174368,0.2116771,1.336238,1.536283,34222,1.325853,753.07,83.26331
14222,1790244048.763,-0.6374018,-0.8055922,1.295511,-0.07315375,-0.5832671,-0.0007518008,-0.01083334,-0.2466311,-0.007832892,-0.05582233,-0.1604283,-0.001629828,-0.01771333,-0.002511381,1.206693,-0.033902,-0.01100636,-0.002480913,-0.03670216,0.4732866,-0.01666667,-0.2590965,-0.04375161,-0.02486364,0.6946728,0.275333,-0.00734891,-0.00652741,0.5148726,1.282453,0.6136874,1.538429,45,0,0.25,0.25,0.25,4.396262,1,0.15,0.1814528,0.3260304,0.0008454791,0.0001708594,30.08079,0.002189963,6.39019e-12,0.001261509,8.297439e-05,0.01398183,0,0.1,0,0.0001708594,-0.01294928,0.157803,1.353373,1.543249,33937,1.324076,859.32,91.45477
14223,1790244051.646,-0.5365924,-0.6994817,1.106509,-0.05358459,-0.567661,-0.0006806115,-0.04,-0.2057737,-0.006453436,-0.02073455,-0.131807,-0.001387172,-0.005920002,-0.00192782,0.9759235,-0.02918611,-0.003312666,-0.0003089886,-0.03384677,0.4224584,-0.03333334,-0.0003978526,-0.04076018,-0.01964237,0.5891579,0.2924064,-0.006131345,-0.005318381,0.4418423,1.042772,0.5061452,1.293381,45,0,0.5,0.5,0,2.559357,1,0.15,0.1171828,0.352516,0.0008347438,0.0001139063,30.05811,0.002277808,1.25539e-12,0.001339422,0.0001036425,0.0146036,0.05,0.05,0,0.0001139063,-0.01147406,0.2418835,1.329362,1.541501,34241,1.323033,766.91,83.8924
14224,1790244054.558,-0.5461542,-0.7033026,1.13896,-0.05134621,-0.6076838,-0.0007165421,0,-0.2034491,-0.007044437,-0.040517,-0.1331598,-0.001456822,-0.007160001,-0.002334337,1.000752,-0.03052014,-0.003922947,-0.001599752,-0.03148066,0.377616,-0.03,-0.2959554,-0.03900409,-0.02209478,0.615528,0.2972099,-0.005965452,-0.005281973,0.4540996,1.083443,0.5483999,1.36527,45,0,0.375,0.25,0.375,5.061328,1,0.15,0.3482649,0.3441401,0.0008490704,0.0001139063,30.04824,0.002293546,4.313946e-13,0.001352525,9.195089e-05,0.01431166,0.05,0.1,0,0.0001139063,-0.0110606,0.2453848,1.367979,1.532774,33889,1.322559,710.08,76.45526
14225,1790244057.460,-0.6111115,-0.7917385,1.264511,-0.05975656,-0.7888638,-0.0006406658,-0.001,-0.2247868,-0.008143751,-0.008526224,-0.1457593,-0.001597428,-0.008359998,-0.002312435,1.112058,-0.03348785,-0.004107402,-0.001484817,-0.03489045,0.6136011,-0.02,-0.2986995,-0.04175894,-0.0246776,0.6829009,0.3345096,-0.006409397,-0.005531698,0.5117642,1.251687,0.6399774,1.510346,45,0,0.25,0.25,0.25,3.39326,1,0.15,0.2278529,0.3104599,0.0008222195,0.0001139063,30.04125,0.001985754,5.343056e-13,0.00106029,0.0001032444,0.0113105,0,0.05,0,0.0001139063,-0.01109506,0.172288,1.33588,1.552756,34031,1.321677,835.52,90.68202
14226,1790244060.379,-0.478255,-0.626587,0.9937565,-0.05735409,-0.1972745,-0.0005795067,-0.06624997,-0.1976825,-0.005992582,-0.03691851,-0.1310496,-0.00128542,-0.018635,-0.002169283,0.9322441,-0.02725366,-0.01174524,-0.0001990326,-0.02843068,0.1622498,-0.05,-0.1027876,-0.04207131,-0.01975309,0.5302685,0.1856395,-0.005622351,-0.00507995,0.3968657,0.9656714,0.4427469,1.143923,45,0,1,0.5,0.5,2.248138,1,0.15,0.1607363,0.3374084,0.0008108484,0.0001708594,30.0208,0.001874365,9.866511e-11,0.0009778552,8.566108e-05,0.0136576,0,0.1,0,0.0001708594,-0.01138284,0.1515456,1.35079,1.554744,33833,1.319657,803.21,87.4201
14227,1790244063.284,-0.4019316,-0.5143489,0.8437568,-0.04030563,-0.894973,-0.0002921165,0,-0.1445261,-0.005535325,-0.002843287,-0.09204015,-0.001040437,0,-0.001132821,0.7450802,-0.02325576,0,0,-0.02631862,0.7889811,-0.05,-0.001037462,-0.02290725,-0.01446728,0.4513516,0.2518591,-0.004033798,-0.003557675,0.3399783,0.884114,0.3953296,1.02169,45,0,0.5,0.5,0,1.447099,1,0.15,0.1234255,0.3307628,0.0008165618,0.0001708594,29.99586,0.002352823,7.900339e-11,0.001449005,8.725574e-05,0.01404515,0,0.05,0,0.0001708594,-0.011795,0.2003514,1.351022,1.541442,33986,1.318266,795.5,85.91122
14228,1790244066.203,-0.5588505,-0.7272868,1.167009,-0.05166367,-0.2124577,-0.0006022076,-0.001666667,-0.2106787,-0.006802647,-0.02852577,-0.1389331,-0.001543639,-0.01192,-0.002018616,1.066341,-0.03172962,-0.008066347,-0.0001133972,-0.03141605,0.2155503,-0.03333334,-0.5402014,-0.04062768,-0.02301595,0.6315001,0.2763952,-0.006433841,-0.005736025,0.4696073,1.045593,0.5687692,1.358664,45,0,0.5,0.5,0.5,1.065398,1,0.15,0.1438325,0.3844699,0.0008258666,0.0001708594,29.9772,0.002097443,1.074714e-11,0.00116824,0.0001033366,0.01362489,0,0.05,0,0.0001708594,-0.01227041,0.1907977,1.350938,1.555144,33826,1.316804,813.99,89.02162
14229,1790244069.214,-0.7118882,-0.9099721,1.498514,-0.06361239,0,-0.0007109375,-0.01,-0.3082826,-0.008682212,-0.005447166,-0.2132034,-0.001979901,-0.05045999,-0.003762876,1.496215,-0.03751106,-0.03603221,-0.003862178,-0.04297647,0,0,0,-0.06511199,-0.03246126,0.7998837,0.1130534,-0.009237825,-0.008427652,0.5794243,1.513519,0.6385941,1.717146,45,0,1,1,0,2.282886,1,0.15,0.1872315,0.362042,0.0008220124,0.0001139063,29.95798,0.001781413,1.810601e-12,0.0008754424,8.395849e-05,0.01423518,0.1,0.1,0,0.0001139063,-0.01034458,0.2023762,1.371998,1.625427,32796,1.315809,782.81,85.10806
14230,1790244072.106,-0.6702752,-0.8514739,1.370636,-0.07204959,-1.54584,-0.0006239484,-0.00125,-0.2395469,-0.008900203,-0.01508042,-0.1531953,-0.001654813,0,-0.002050451,1.196521,-0.03785817,0,0,-0.04263484,1.057781,-0.025,-0.05348831,-0.04333771,-0.02413798,0.7265407,0.4072601,-0.006384038,-0.005662823,0.5510664,1.383386,0.6839658,1.666619,45,0,0.25,0.25,0,2.590447,1,0.15,0.1790472,0.371265,0.0008149007,0.0001708594,29.94035,0.001983583,4.920419e-13,0.001085619,8.306394e-05,0.01398916,0,0.1,0,0.0001708594,-0.01211256,0.1717951,1.342191,1.537265,34139,1.314051,853.17,91.29166
14231,1790244074.992,-0.4667687,-0.6147105,0.9984083,-0.05130966,-0.4306649,-0.0005303394,-0.005,-0.1665745,-0.006386574,-0.009861678,-0.1066759,-0.001295301,0,-0.001836114,0.8771159,-0.02781494,0,0,-0.02516242,0.3371591,-0.04,-0.6127016,-0.0321806,-0.01788137,0.5449713,0.3010364,-0.004865929,-0.004328778,0.4099666,0.8955788,0.5179295,1.195546,45,0,0.4,0.4,0.4,2.312279,1,0.15,0.282778,0.4016771,0.000842976,0.0001708594,29.91699,0.002370188,1.625798e-12,0.001444533,8.26797e-05,0.01377216,0,0.05,0,0.0001708594,-0.01174323,0.1837822,1.327017,1.540771,34278,1.312613,814.53,86.92286
14232,1790244077.777,-0.1449189,-0.1984244,0.3345008,-0.01219452,-0.05998234,-0.0001253238,0,-0.05150086,-0.001789309,-0.005869164,-0.03360146,-0.0004532849,0,-0.00027876,0.3016996,-0.009156046,0,0,-0.008349079,0.04985614,-0.1,-0.01542162,-0.009172968,-0.005635041,0.1823124,0.1007923,-0.001713402,-0.001536778,0.139912,0.3410412,0.1647595,0.396748,45,0,1,1,0,2.15471,1,0.15,0.2031613,0.3700261,0.0008351803,0.0001708594,29.89787,0.001875102,2.501783e-10,0.0009570468,8.287439e-05,0.01435709,0,0.05,0,0.0001708594,-0.01067236,0.1688176,1.230071,1.54366,35441,1.311299,788.2,85.6209
14233,1790244080.605,-0.7184255,-0.9149579,1.498514,-0.07086645,-0.6089062,-0.0007133418,0,-0.2651045,-0.009508654,-0.01462759,-0.175404,-0.001902656,-0.01191333,-0.002828499,1.350828,-0.03888166,-0.007568642,-0.002045888,-0.04375081,0.5172926,0,-0.5117001,-0.04960827,-0.02922393,0.8074303,0.3750488,-0.007721866,-0.006784338,0.6037926,1.477268,0.7366189,1.775645,45,0,0,0,0.5,3.526942,1,0.15,0.1031523,0.4244909,0.0008671214,0.0001139063,29.88201,0.002727299,4.284107e-11,0.001784064,7.611395e-05,0.01435244,0.05,0.05,0,0.0001139063,-0.01126447,0.2351466,1.240747,1.569964,34974,1.310489,747.89,79.88024
14234,1790244083.459,-0.699022,-0.9246668,1.498514,-0.09519637,-0.2183201,-0.0008218368,0,-0.2580925,-0.008906975,-0.02860857,-0.1630882,-0.001979997,0,-0.002599535,1.30511,-0.04029873,0,0,-0.03464204,0.09637331,0,-1.58389,-0.04450577,-0.02656768,0.813992,0.4507539,-0.007499157,-0.006678328,0.6365992,1.186411,0.7521376,1.785233,45,1,0,0,0,12.52176,1,0.15,0.8316228,0.3696716,0.0008556358,0.0001708594,29.8693,0.002599864,5.841632e-12,0.001669558,7.467072e-05,0.01420013,0,0.1,0,0.0001708594,-0.01132207,0.1732535,1.285433,1.558303,34568,1.309249,823.12,89.95148
14235,1790244086.307,-0.7219933,-0.9053073,1.498514,-0.08106526,-0.5640965,-0.0008601052,-0.015,-0.3038732,-0.008863021,-0.1490134,-0.2061601,-0.001896356,-0.03939334,-0.003146991,1.473464,-0.03619117,-0.02387936,-0.01029954,-0.04506664,0.4503245,0,-0.01132691,-0.0582043,-0.03260508,0.7942378,0.1856963,-0.009453232,-0.008264717,0.5935446,1.414937,0.633146,1.722206,45,0,0,0,0,0.89101,1,0.15,0.1306619,0.3507979,0.000813528,0.0001139063,29.84755,0.002175352,8.028408e-13,0.001286111,7.571306e-05,0.01175215,0.1,0.1,0,0.0001139063,-0.01093593,0.135161,1.270509,1.566549,34649,1.307528,912.91,97.06975
14236,1790244089.172,-0.566177,-0.7621028,1.200509,-0.06490223,-0.131374,-0.0009172942,-0.02666667,-0.2472231,-0.007070134,-0.0414835,-0.170841,-0.001566374,-0.03536001,-0.002871061,1.186626,-0.02979017,-0.02019273,-0.006905524,-0.03606943,0.1183153,-0.03333334,-0.007616129,-0.05240776,-0.02832008,0.6383687,0.1357648,-0.007482176,-0.006738856,0.4754049,1.139671,0.533693,1.366591,45,0,1,1,0,5.542887,1,0.15,0.345064,0.3600561,0.0008073889,0.0001708594,29.82038,0.002330445,2.842544e-13,0.001446453,7.660382e-05,0.01363838,0,0.1,0,0.0001708594,-0.0116584,0.14865,1.304262,1.550149,34439,1.3056,829.25,90.30254
14237,1790244092.036,-0.5737447,-0.7364084,1.20001,-0.0648302,-0.4538696,-0.0007112845,-0.006250001,-0.2353505,-0.007335895,-0.06437247,-0.164023,-0.001534837,-0.0343,-0.002361525,1.203999,-0.02975594,-0.02211796,-0.004012131,-0.03691415,0.2892425,-0.025,-0.0004112436,-0.05060606,-0.02550497,0.6361281,0.1338033,-0.007265324,-0.006272419,0.460278,1.135001,0.4888706,1.373019,45,0,0.5,0.5,0,3.047446,1,0.15,0.1744193,0.439106,0.0008302644,0.0001139063,29.79969,0.002657668,2.178165e-13,0.001747081,8.032213e-05,0.01494061,0.05,0.05,0,0.0001139063,-0.01032375,0.2008796,1.271946,1.581324,34453,1.304685,861.14,91.92521
14238,1790244094.917,-0.5725607,-0.7523906,1.225844,-0.06214018,-0.1127018,-0.0007286621,-0.01,-0.2207895,-0.007318863,-0.01649265,-0.1470795,-0.001620395,-0.01230444,-0.002778529,1.118859,-0.03142886,-0.008972719,-0.00161644,-0.03038126,0.05383755,-0.02222222,-0.6891958,-0.04086273,-0.02431373,0.6705531,0.2833368,-0.006683755,-0.005911761,0.4946074,1.078499,0.5703182,1.435031,45,0.1666667,0.3333333,0.3333333,0.5,11.99484,1,0.15,0.845371,0.5018544,0.0008287136,0.0001708594,29.78574,0.002287439,5.532436e-13,0.00137788,8.084525e-05,0.01264003,0,0.1,0,0.0001708594,-0.01243785,0.1658621,1.296395,1.572656,34263,1.303432,834.5,87.80765
14239,1790244097.822,-0.6139576,-0.815503,1.323012,-0.06918164,-0.129195,-0.0008745742,-0.01428572,-0.2333508,-0.008113792,-0.0178749,-0.1505503,-0.001759294,-0.006988572,-0.002723663,1.166659,-0.03358949,-0.004602841,-0.0003677942,-0.0321153,0.06506734,-0.01428572,-1.147054,-0.04371751,-0.02674594,0.7231023,0.3512021,-0.007079767,-0.006123712,0.5376549,1.087334,0.6458163,1.571159,45,0.1666667,0.1666667,0.1666667,0.6666667,6.818318,1,0.15,0.8533241,0.5485729,0.0008167595,0.0001708594,29.76993,0.002410449,7.832482e-11,0.001516308,7.7381e-05,0.01334413,0,0.05,0,0.0001708594,-0.01143738,0.1828666,1.326286,1.567662,33968,1.302457,832.94,88.54624
14240,1790244100.724,-0.6975052,-0.9287437,1.498514,-0.07585971,-0.6118473,-0.0009436621,-0.01375,-0.2602161,-0.009282434,-0.04191402,-0.1712842,-0.001927341,-0.01056,-0.002712102,1.357924,-0.03935634,-0.007259363,-0.0007963912,-0.04072627,0.3945683,0,-0.7461042,-0.05119057,-0.02965473,0.8049229,0.3793679,-0.007942854,-0.007068044,0.5953707,1.396293,0.7343027,1.76972,45,0.1666667,0,0,0.5,5.10358,1,0.15,0.2997174,0.398623,0.0008412471,0.0001139063,29.75749,0.002925956,1.416193e-11,0.002004265,8.044401e-05,0.01522553,0.1,0.1,0,0.0001139063,-0.01131486,0.2192247,1.313508,1.569299,34100,1.301804,854.29,90.52546
14241,1790244103.639,-0.6926262,-0.9345824,1.498514,-0.07091673,-0.09755556,-0.0009256398,-0.001,-0.2662169,-0.009594904,-0.02804348,-0.1752327,-0.001988918,-0.016888,-0.003162578,1.372192,-0.03764509,-0.0109501,-0.001997433,-0.03630906,0.0654278,0,-0.9771611,-0.04875717,-0.0301663,0.826633,0.3421188,-0.008061107,-0.00710527,0.6063242,1.344722,0.7125713,1.770893,45,0.3333333,0,0,0.6666667,14.41377,1,0.15,1.181562,0.3367531,0.0008246512,0.0001708594,29.74476,0.002435285,1.938967e-12,0.001529933,8.07008e-05,0.0131714,0,0.1,0,0.0001708594,-0.01223787,0.1777051,1.354099,1.549727,33853,1.300466,920.32,99.38904
14242,1790244106.561,-0.7001411,-0.916108,1.498514,-0.08277057,-0.7484059,-0.001486975,-0.015,-0.2744691,-0.009574099,-0.04789535,-0.1828682,-0.001875553,-0.024152,-0.002699635,1.407292,-0.03871538,-0.01576158,-0.002817551,-0.04448187,0.4408354,0,-0.299599,-0.06766059,-0.03303088,0.7839968,0.2870658,-0.008721389,-0.007517112,0.5856961,1.433378,0.7152652,1.7637,45,0,0,0,0.3333333,4.986589,1,0.15,0.2503994,0.4563793,0.0007975257,0.0001708594,29.72565,0.002067892,4.306418e-13,0.001188958,8.140845e-05,0.01391981,0,0.05,0,0.0001708594,-0.01167771,0.168972,1.360064,1.551125,33767,1.298978,853.14,92.46458
