step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/mech_effort,Episode_Reward/mech_overspeed,Episode_Reward/mech_progress,Episode_Reward/mech_torn,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Mechanism/frontier_opened_ema,Mechanism/frontier_opened_fraction,Mechanism/latch_released_fraction,Mechanism/opened_fraction,Mechanism/opened_hinge,Mechanism/opened_pull,Mechanism/opened_push,Mechanism/opened_side,Mechanism/opened_up,Mechanism/peak_ceiling_n,Mechanism/torn_fraction,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
13402,1790257441.146,-0.3012247,-0.4713751,1.498514,-0.03868857,-1.151706,-0.003144046,-0.0075,-0.08677641,-0.01055059,-0.004805862,-0.06089377,-0.001770871,-0.006010002,-0.0005541843,1.656768,-0.02541428,-0.006269558,-0.0001578924,-0.03610715,-0.04282309,-0.01635913,-0.02613332,-0.001976889,1.619192,0,0.7994892,0.3915651,-0.006017627,-0.003988602,0.7199995,1.626433,0.7590355,1.866661,0.0003058085,7.59375e-05,22.15844,0.002017157,4.420784e-11,0.001659733,5.161588e-05,0.01177501,0,0.1,0,7.59375e-05,-0.009193325,0.07992706,0.3516255,1,1,1,1,1,1,1,0,45,0,1.29827,1.545299,34570,0.8540968,995,177.7095
13403,1790257444.025,-0.3015184,-0.4583502,1.498514,-0.02953642,-0.5205265,-0.0008017798,0,-0.119241,-0.01091439,-0.02191242,-0.08699622,-0.001888669,-0.02572667,-0.001038595,1.674318,-0.0230641,-0.02285337,-0.0006735722,-0.03126487,-0.03438642,-0.02178235,-0.0139819,-0.0009336814,0.769886,0,0.8272085,0.227888,-0.006353032,-0.00440626,0.7628989,1.628783,0.752243,1.867218,0.0003046205,0.0001139063,22.15139,0.002013243,3.157843e-11,0.001658562,5.006076e-05,0.01449334,0,0.1,0,0.0001139063,-0.01015756,0.07199129,0.3593203,1,nan,1,1,1,0,0,0,45,0,1.296514,1.570933,34282,0.8537685,997.18,173.1559
13404,1790257446.898,-0.3018892,-0.4448217,1.498514,-0.03702728,-0.8585501,-0.001055293,0,-0.1116517,-0.01048255,-0.01016219,-0.08009531,-0.001811021,-0.01915,-0.0006916388,1.673994,-0.02226981,-0.01553227,-0.0002266738,-0.03588787,-0.03633964,-0.01768696,-0.01966409,-6.902205e-05,0.6093843,0,0.8233315,0.2829072,-0.006234601,-0.004450534,0.7404577,1.649205,0.7351278,1.893018,0.000302803,0.0001139063,22.14262,0.002017916,7.711332e-12,0.00166116,5.395357e-05,0.01196989,0,0.05,0,0.0001139063,-0.01273308,0.07051791,0.3703834,0,nan,0,0,0,0.6666667,0,1,45,0,1.290307,1.572853,34334,0.8531637,994.71,174.0952
13405,1790257449.800,-0.3084019,-0.4632145,1.498514,-0.03936634,-0.8539414,-0.004985388,-0.0025,-0.127828,-0.01070946,-0.004175213,-0.093244,-0.001850182,-0.02316,-0.00104367,1.71592,-0.02483908,-0.0233953,-0.0002358872,-0.03948169,-0.05672659,-0.02161111,-0.01376232,-1.272473e-07,1.375526,0,0.7791903,0.2152573,-0.006295157,-0.00472388,0.7213303,1.720785,0.7311346,1.864002,0.000304726,0.0001139063,22.12956,0.0020375,7.092413e-12,0.001680089,5.268481e-05,0.01392582,0,0.05,0,0.0001139063,-0.009978261,0.07289149,0.321956,0,1,0,0,0,0,1,1,45,0,1.317678,1.573013,34007,0.8525286,999,176.5407
13406,1790257452.682,-0.3027351,-0.4579909,1.498514,-0.03521037,-1.241711,-0.002161011,-0.001,-0.08386666,-0.01133292,-0.007152192,-0.05798748,-0.001780579,-0.004900001,-0.000510052,1.635708,-0.02489222,-0.004052453,-0.0001678301,-0.0334632,-0.03879749,-0.01506332,-0.02940928,-3.727328e-05,2.101489,0,0.8156752,0.4062328,-0.006055405,-0.003759976,0.7369291,1.766569,0.7949621,1.894581,0.0003027182,0.0001139063,22.11708,0.001997777,8.525876e-12,0.001640984,5.407554e-05,0.01367833,0,0.05,0,0.0001139063,-0.01003765,0.07779688,0.3531048,0.3333333,0.5,0.5,0.5,1,1,0,0,45,0,1.308296,1.562056,34248,0.8518509,996.14,180.8388
13407,1790257455.564,-0.3025022,-0.4660777,1.498514,-0.03678071,-1.571207,-0.00297158,-0.01125,-0.07200369,-0.01178497,-0.003084364,-0.04709954,-0.001749572,0,-0.0003105322,1.635805,-0.02476493,0,0,-0.03346808,-0.04365338,-0.01350226,-0.0318566,-0.001335344,2.739341,0,0.812495,0.4502173,-0.005877645,-0.003529519,0.7273211,1.845873,0.802551,1.904857,0.0003018894,0.0001139063,22.10581,0.001956404,7.033354e-11,0.001601096,5.341851e-05,0.01255761,0,0.05,0,0.0001139063,-0.01029186,0.06952032,0.3118534,0,1,1,1,1,1,0,0,45,0,1.288652,1.583187,34230,0.8514256,999,176.5922
13408,1790257458.460,-0.3058681,-0.4730762,1.498514,-0.0372114,-0.7970318,-0.001896496,-0.01416667,-0.1026175,-0.01167514,-0.01259888,-0.07264312,-0.00183542,-0.01284667,-0.0006287162,1.641601,-0.0234051,-0.01232282,-0.0004300333,-0.03282792,-0.03836881,-0.0168402,-0.0122366,-0.0007719604,1.299813,0,0.8258469,0.3219327,-0.006039125,-0.004225322,0.7378916,1.649569,0.752439,1.883918,0.0002998095,0.0001139063,22.09622,0.001970122,2.647915e-11,0.001619063,5.124955e-05,0.01247373,0,0.05,0,0.0001139063,-0.01250401,0.07685938,0.1978209,0.5,0.6666667,0.6666667,0.5,1,1,0,0,45,0,1.314622,1.570155,34076,0.8509721,994.27,174.8139
13409,1790257461.350,-0.2826918,-0.4330693,1.397262,-0.03384727,-0.9937801,-0.002492089,-0.016,-0.09555533,-0.01011058,-0.0128063,-0.06632411,-0.001708196,-0.010858,-0.0006734663,1.509936,-0.02232291,-0.01006998,-0.000156039,-0.03186591,-0.04236835,-0.01618595,-0.01678204,-0.002457014,1.314955,0,0.7557244,0.318121,-0.005663437,-0.003899744,0.6868427,1.574269,0.6603793,1.754184,0.0002959215,7.59375e-05,22.08802,0.001999759,3.250682e-11,0.001648988,5.4849e-05,0.01485022,0.05,0.05,0,7.59375e-05,-0.009212459,0.07681172,0.2925259,0,0.3333333,0.2857143,0.5,1,0.3333333,0,1,45,0,1.303556,1.574072,34161,0.8507378,992.25,175.529
13410,1790257464.239,-0.2983495,-0.4577363,1.498514,-0.03462294,-1.570226,-0.001925809,-0.02,-0.07099,-0.01146136,-0.002009123,-0.04738246,-0.001743863,0,-0.0004549316,1.604767,-0.0248052,0,0,-0.03162079,-0.03540739,-0.01282471,-0.02426694,-0.004631775,2.421093,0,0.818805,0.4520422,-0.005877221,-0.003389694,0.733055,1.81858,0.8248935,1.909251,0.0002918262,5.0625e-05,22.08645,0.0019596,2.780321e-11,0.001617463,5.03116e-05,0.009696884,0.05,0.05,0,5.0625e-05,-0.006243887,0.07825972,0.4296643,1,1,1,1,1,1,1,1,45,0,1.314092,1.563326,34163,0.8506733,992.25,175.7662
13411,1790257467.111,-0.2984666,-0.456099,1.498514,-0.03715844,-1.453402,-0.002820189,-0.0145,-0.07804846,-0.01122519,-0.03384795,-0.05298986,-0.001752324,-0.003941999,-0.0005234857,1.631028,-0.024684,-0.003522301,-3.054096e-05,-0.03302614,-0.0443855,-0.01496266,-0.02971623,-0.0003837891,1.933627,0,0.808511,0.415438,-0.005968781,-0.003806415,0.7319945,1.727096,0.7682053,1.893088,0.0002850077,7.59375e-05,22.0816,0.001921376,1.338256e-11,0.001585512,5.085614e-05,0.01016683,0,0.1,0,7.59375e-05,-0.01017334,0.06774688,0.3770615,0.3333333,0.4,0.4444445,0.3333333,0.6666667,0,1,0.5,45,0,1.298501,1.563333,34350,0.8501564,999,175.615
13412,1790257470.011,-0.3034748,-0.4484766,1.498514,-0.03423528,-1.279946,-0.001924894,-0.001,-0.08523532,-0.01105253,-0.00190258,-0.05819252,-0.001817059,-0.005104001,-0.0005882502,1.578377,-0.02431578,-0.004555759,0,-0.03136338,-0.04255261,-0.0153813,-0.02086721,-0.0002035167,1.746144,0,0.8201537,0.4075613,-0.006050918,-0.003640182,0.7318286,1.772386,0.7763917,1.884383,0.0002804862,7.59375e-05,22.06927,0.001911158,1.797656e-10,0.001580519,5.015254e-05,0.00921254,0,0.05,0,7.59375e-05,-0.01136324,0.07346098,0.3462368,0,nan,0.75,0,1,0,0,0.5,45,0,1.324215,1.564612,34029,0.8494167,996.8,172.7972
13413,1790257472.883,-0.2988056,-0.4554374,1.498514,-0.03591704,-1.42127,-0.001585116,-0.001875,-0.08107033,-0.01119175,-0.008584833,-0.0566978,-0.001757294,-0.006002498,-0.000537147,1.633936,-0.02391657,-0.006268346,-7.187828e-05,-0.03304943,-0.03755546,-0.0148127,-0.02842641,-0.0005866503,2.151777,0,0.8246784,0.3975369,-0.006031066,-0.003675866,0.740414,1.798002,0.8020262,1.89181,0.0002813375,0.0001139063,22.05202,0.001910153,5.203902e-11,0.001577223,5.159219e-05,0.01348207,0,0.1,0,0.0001139063,-0.009968478,0.07955451,0.4547443,0.25,1,0.5714287,1,0.75,0,0,1,45,0,1.294287,1.567127,34355,0.8485082,999,179.3987
13414,1790257475.804,-0.3021845,-0.4551823,1.498514,-0.03542151,-1.266405,-0.001933659,0,-0.09524526,-0.01145254,-0.008405826,-0.06653579,-0.00181758,-0.008176001,-0.0007262721,1.629987,-0.02413975,-0.008243772,-0.0003414658,-0.03113828,-0.04292785,-0.01469135,-0.01654811,-0.0007164282,2.021704,0,0.8209993,0.3622552,-0.006024258,-0.003885529,0.7530572,1.7629,0.7928177,1.883885,0.0002837154,3.375e-05,22.04179,0.001934363,1.010932e-11,0.001598434,5.221358e-05,0.01266584,0.15,0.05,0,3.375e-05,-0.003219475,0.0715045,0.3574454,0,0.5,0.75,1,1,0,0,1,45,0,1.314443,1.595133,33786,0.848244,999,178.5446
13415,1790257478.796,-0.2964794,-0.4468183,1.498514,-0.03451403,-1.628389,-0.001009338,0,-0.07531179,-0.01128034,-0.04267449,-0.05013239,-0.001773665,0,-0.0003659971,1.544749,-0.02289191,0,0,-0.02885117,-0.03275886,-0.01310752,-0.03542376,-5.136112e-05,1.895866,0,0.8323755,0.4558203,-0.005855523,-0.00327126,0.735018,1.730536,0.749797,1.902798,0.0002820381,5.0625e-05,22.03596,0.00189944,4.303515e-12,0.001566035,5.136699e-05,0.00862492,0,0.1,0,5.0625e-05,-0.009949994,0.07880879,0.3369274,0.3333333,0,0.3333333,0.5,1,0,0,0,45,0,1.431391,1.548476,32989,0.8479517,999,175.0042
13416,1790257481.891,-0.2954004,-0.4546979,1.498514,-0.03492059,-1.205258,-0.001709296,-0.01375,-0.08883326,-0.01071174,-0.009053798,-0.06196557,-0.001845066,-0.005870001,-0.0006627155,1.595829,-0.02480064,-0.006281659,-0.0001250069,-0.03339407,-0.03719946,-0.01759331,-0.02526584,-0.0005313063,1.436375,0,0.8061116,0.3929958,-0.00613931,-0.003716118,0.7296845,1.694628,0.7115306,1.870578,0.0002845264,7.59375e-05,22.02755,0.001937822,3.679453e-12,0.001594092,5.92027e-05,0.01002997,0,0.1,0,7.59375e-05,-0.0108659,0.08332425,0.347399,0.6666667,1,0.6666667,1,1,1,1,0,45,0,1.417034,1.666762,31877,0.8474019,999,176.2582
13417,1790257484.961,-0.2971359,-0.45361,1.498514,-0.03711328,-1.600555,-0.001719835,-0.02833334,-0.07532649,-0.01110482,-0.0164783,-0.05003494,-0.001666233,0,-0.000246011,1.564249,-0.02295166,0,0,-0.03153893,-0.03398993,-0.013428,-0.03531774,-0.002407535,1.918343,0,0.8247792,0.453643,-0.006600176,-0.004289609,0.7389302,1.722953,0.78798,1.901272,0.0002828827,7.59375e-05,22.017,0.001902181,3.501253e-12,0.001568509,5.078906e-05,0.01060467,0,0.05,0,7.59375e-05,-0.008359755,0.07529099,0.4232667,0,1,0.6666667,0.5,1,0.5,0,1,45,0,1.426053,1.631414,32152,0.8470035,999,176.9616
13418,1790257488.073,-0.2957441,-0.4505056,1.498514,-0.03906858,-1.597728,-0.002342533,-0.003333334,-0.0736427,-0.01114861,-0.01669207,-0.04843206,-0.001708088,0,-0.0003215908,1.610617,-0.02392046,0,0,-0.03503725,-0.04590895,-0.0129499,-0.03201835,-0.001446619,1.933238,0,0.8039243,0.4479197,-0.005996445,-0.003527465,0.726937,1.796438,0.7922575,1.906444,0.0002840011,7.59375e-05,22.00869,0.001904513,3.435032e-12,0.001570695,4.981706e-05,0.01159682,0,0.05,0,7.59375e-05,-0.007213002,0.08377021,0.338309,0,1,0.3333333,0,0,1,0.5,0.5,45,0,1.405055,1.685,31813,0.846617,999,174.2154
13419,1790257491.146,-0.2941558,-0.4493916,1.498514,-0.03702754,-1.289396,-0.002703457,-0.09899996,-0.08182541,-0.01099231,-0.03247895,-0.05647364,-0.001721476,-0.007116001,-0.0005382228,1.660018,-0.02409851,-0.00545889,-0.0002474127,-0.0332578,-0.04511404,-0.01499821,-0.0340504,-6.174954e-05,2.015522,0,0.8159275,0.3832886,-0.00604224,-0.003789193,0.724801,1.771826,0.7725499,1.899295,0.0002836353,7.59375e-05,22.00135,0.001923727,3.398477e-12,0.001586908,5.318414e-05,0.009445429,0,0.05,0,7.59375e-05,-0.01015983,0.0763934,0.3022924,0.5,0,0.5,0.5,0.6666667,0,0.5,0,45,0,1.387576,1.673297,32116,0.8463343,999,176.6013
13420,1790257494.149,-0.2935047,-0.4353828,1.498514,-0.03957704,-1.580761,-0.0008600269,0,-0.06750062,-0.01072515,-0.0007914449,-0.04546985,-0.001730984,0,-0.0002486145,1.624592,-0.02446505,0,0,-0.03201254,-0.03089622,-0.01219728,-0.03494763,-0.0003278379,2.255344,0,0.8174478,0.4517261,-0.006035622,-0.00335243,0.7292018,1.850078,0.8088635,1.89852,0.0002835717,7.59375e-05,21.99668,0.001952175,3.361166e-12,0.001619664,4.893973e-05,0.009811969,0,0.05,0,7.59375e-05,-0.01117671,0.07368802,0.2942706,1,nan,1,0,1,0.5,0,1,45,0,1.411145,1.580491,32859,0.8460945,999,172.8832
13421,1790257497.174,-0.2981722,-0.4486861,1.498514,-0.03469285,-0.528389,-0.002088538,-0.0125,-0.1157925,-0.01076004,-0.005430616,-0.08304764,-0.001893649,-0.02213,-0.0007107825,1.678977,-0.02329747,-0.02019419,-0.0003889569,-0.0358753,-0.04784735,-0.01825552,-0.008743847,0,0.6700782,0,0.8064908,0.2414158,-0.006270107,-0.0045525,0.7377067,1.608866,0.7171423,1.848792,0.0002868904,7.59375e-05,21.99046,0.001961672,3.43377e-12,0.001626847,4.793465e-05,0.01199005,0,0.05,0,7.59375e-05,-0.009889321,0.07868451,0.3193289,0,0,0,0.3333333,0,0.3333333,1,0,45,0,1.383223,1.630484,32618,0.8457138,999,173.5451
13422,1790257500.134,-0.2959364,-0.4592303,1.498514,-0.03481428,-1.565046,-0.0005796008,0,-0.07779798,-0.01178091,-0.02210923,-0.05084693,-0.001788946,0,-0.0005581877,1.549299,-0.02399815,0,0,-0.02717551,-0.02884717,-0.01472237,-0.02845545,-5.309151e-06,2.105573,0,0.8319857,0.4556988,-0.005972508,-0.003388883,0.7455411,1.838457,0.7926791,1.903716,0.000288282,5.0625e-05,21.98154,0.001986068,3.410773e-12,0.001648548,4.923803e-05,0.0151717,0.1,0.1,0,5.0625e-05,-0.01004327,0.07312672,0.3407655,0.3333333,1,0.3333333,1,0,0,1,0,45,0,1.381624,1.567797,33329,0.8452785,999,178.725
13423,1790257503.058,-0.2942373,-0.4507833,1.498514,-0.03856382,-1.302216,-0.002619883,-0.004,-0.07790695,-0.01022595,-0.02634473,-0.05367286,-0.001718932,-0.004700002,-0.000400054,1.650139,-0.02455991,-0.004197156,0,-0.03714833,-0.04148407,-0.01427858,-0.03242304,-0.0006738617,1.693331,0,0.796702,0.4010882,-0.006128231,-0.004109363,0.7290267,1.673701,0.7796631,1.883985,0.0002888534,7.59375e-05,21.97446,0.001973995,3.454463e-12,0.001637723,4.741868e-05,0.008982403,0,0.1,0,7.59375e-05,-0.01219091,0.08084639,0.309856,0,0.6666667,0.5,0,0.5,0,1,0,45,0,1.372231,1.540754,33746,0.8449447,999,172.325
13424,1790257505.970,-0.290563,-0.460749,1.498514,-0.03672778,-1.589046,-0.001184461,-0.0025,-0.06992827,-0.01134428,-0.00110993,-0.04696006,-0.001741873,0,-0.0003499206,1.603359,-0.024304,0,0,-0.03205503,-0.03344839,-0.01290958,-0.03791775,-0.0003222076,2.370807,0,0.8323392,0.4558026,-0.005898181,-0.003396476,0.7430921,1.832881,0.8035157,1.909187,0.000287729,7.59375e-05,21.96745,0.001940693,1.021766e-10,0.001605483,4.748011e-05,0.01078484,0,0.05,0,7.59375e-05,-0.01059683,0.07222896,0.3063928,0.4,1,0.5,0.5,0.5,0.5,1,1,45,0,1.335133,1.566152,33882,0.8445957,999,177.8241
13425,1790257508.920,-0.3017849,-0.4680766,1.498514,-0.04032874,-1.000138,-0.002070827,-0.015,-0.09952629,-0.01134076,-0.01344905,-0.0733292,-0.001748787,-0.01502,-0.0008448357,1.671935,-0.02384616,-0.014351,-0.001160661,-0.03743066,-0.03937515,-0.01879694,-0.02204145,-3.932861e-07,1.668148,0,0.815609,0.3012681,-0.005877867,-0.004304995,0.7322161,1.695006,0.8024058,1.866753,0.0002797873,7.59375e-05,21.96102,0.001925201,7.432224e-11,0.001597433,4.797986e-05,0.009949605,0,0.05,0,7.59375e-05,-0.01042412,0.0657436,0.3157934,0.5,1,0.5,1,0.3333333,0.5,0,0,45,0,1.37613,1.563779,33437,0.8443083,999,175.4996
13426,1790257511.834,-0.2962426,-0.4519931,1.498514,-0.03994583,-1.504001,-0.002305782,0,-0.06073695,-0.01036963,-0.004117991,-0.04152226,-0.00164535,0,-0.0003165926,1.648968,-0.02369592,0,0,-0.03611072,-0.03731308,-0.01191469,-0.05567469,-0.0002902542,2.207193,0,0.8125585,0.4503203,-0.005928084,-0.003645194,0.7265428,1.768332,0.7901338,1.91024,0.0002791636,7.59375e-05,21.95395,0.001923536,1.342875e-11,0.001595826,4.854635e-05,0.009941693,0,0.05,0,7.59375e-05,-0.01090299,0.0795123,0.4123507,0.5,nan,0.5,0,0,0,1,1,45,0,1.349561,1.553431,33862,0.8438714,999,178.4777
13427,1790257514.867,-0.2981147,-0.4492401,1.498514,-0.03542268,-0.4244939,-0.002479963,-0.0025,-0.1204446,-0.01072495,-0.004851469,-0.08627538,-0.001914247,-0.02245,-0.001050925,1.71787,-0.02333911,-0.02270948,-0.0002935453,-0.03640542,-0.04740774,-0.01912305,-0.007043707,0,0.5513813,0,0.8092588,0.222244,-0.006097363,-0.004624104,0.7400422,1.607763,0.7296879,1.868414,0.0002792013,7.59375e-05,21.94286,0.001918533,7.129722e-11,0.001589115,5.021694e-05,0.01411797,0.05,0.1,0,7.59375e-05,-0.009397533,0.08106877,0.290141,0,0,0,0,0,0,0,0,45,0,1.375299,1.646325,32533,0.8433678,999,173.2061
13428,1790257517.770,-0.2934613,-0.4488621,1.498514,-0.04320323,-1.608149,-0.00302924,-0.01833333,-0.0756688,-0.01170006,-0.004556273,-0.04949484,-0.001738289,0,-0.0003332669,1.613434,-0.02519557,0,0,-0.0342883,-0.04900994,-0.01308331,-0.02350283,0,1.816061,0,0.7934718,0.4448503,-0.005989467,-0.00387039,0.7252528,1.638635,0.8068414,1.905582,0.000280503,7.59375e-05,21.93398,0.001904644,4.44198e-11,0.001575425,4.871598e-05,0.009812722,0,0.05,0,7.59375e-05,-0.01127585,0.07367207,0.3488623,0,0,0,0,1,0,0,0,45,0,1.346385,1.546138,33985,0.8429157,999,171.671
13429,1790257520.714,-0.282073,-0.4278928,1.498514,-0.04164349,-1.070598,-0.002342418,-0.001666667,-0.09125298,-0.01061489,-0.003101695,-0.06491414,-0.001786071,-0.01146667,-0.0006079862,1.677136,-0.02391691,-0.009962538,-0.0003406866,-0.03660721,-0.04560678,-0.01741821,-0.02642558,-0.0002949244,0.9788097,0,0.8102759,0.3366784,-0.00627481,-0.004115567,0.731064,1.633028,0.7558441,1.873156,0.0002764894,7.59375e-05,21.92425,0.001899595,6.225943e-12,0.001574615,4.849083e-05,0.01059354,0,0.05,0,7.59375e-05,-0.009831053,0.07481793,0.382198,0,nan,0.5,0,0.5,0,1,0,45,0,1.376654,1.548963,33601,0.8425517,999,175.0905
13430,1790257523.757,-0.2808849,-0.4482841,1.498514,-0.0256995,-1.630877,-0.0002976108,0,-0.06896102,-0.01206055,-0.01612109,-0.04338979,-0.001847715,0,-0.0003003821,1.551466,-0.02182303,0,0,-0.02380928,-0.02042237,-0.01543557,-0.04089366,-0.002904811,2.807622,0,0.8673589,0.465378,-0.005787115,-0.00274935,0.7357405,1.904637,0.7996135,1.921175,0.0002763405,7.59375e-05,21.91656,0.001892066,3.362502e-12,0.001567781,4.794466e-05,0.01075921,0,0.05,0,7.59375e-05,-0.007935062,0.07055486,0.3844832,1,nan,1,1,1,1,1,0,45,0,1.370282,1.661123,32428,0.8421662,999,174.7162
13431,1790257526.673,-0.2882904,-0.44032,1.498514,-0.03825232,-1.595912,-0.007229786,-0.005,-0.07646413,-0.01134307,0,-0.05033731,-0.001759128,0,-0.0003069109,1.652867,-0.02668692,0,0,-0.04239992,-0.07741904,-0.0157781,-0.02813855,0,1.783837,0,0.7352273,0.4283417,-0.005861977,-0.003459437,0.7091329,1.814266,0.7515427,1.888179,0.000274885,7.59375e-05,21.90701,0.001883839,2.909414e-12,0.001561919,4.703516e-05,0.01008147,0,0.05,0,7.59375e-05,-0.01124078,0.0732436,0.2579437,0,nan,0,0,0,0,1,1,45,0,1.350497,1.554737,33836,0.8416717,999,175.6775
13432,1790257529.690,-0.2903067,-0.4455377,1.498514,-0.0360187,-1.595658,-0.001023697,-0.08666663,-0.06537812,-0.01154629,-0.0002797476,-0.04448472,-0.001706356,0,-0.0002734934,1.616467,-0.02425676,0,0,-0.0311189,-0.0289059,-0.01222111,-0.03284647,-0.003033289,2.301481,0,0.8318814,0.455683,-0.005850158,-0.003430543,0.7407646,1.822714,0.8154181,1.907654,0.0002759203,0.0001139063,21.89705,0.001896658,2.737714e-12,0.001574205,4.653365e-05,0.01309666,0,0.1,0,0.0001139063,-0.01072024,0.07018206,0.3451195,0.5,1,0.6666667,0,0.5,0.6,1,1,45,0,1.372382,1.634555,32692,0.8411791,999,179.3338
13433,1790257532.710,-0.2909766,-0.4446777,1.498514,-0.03613698,-1.579199,-0.002998294,-0.02499999,-0.06671657,-0.0115363,-0.008431131,-0.04447025,-0.001739177,0,-0.0003624988,1.606229,-0.02335241,0,0,-0.03154576,-0.03953259,-0.01332661,-0.03914548,-0.005245859,2.616743,0,0.8255785,0.4537767,-0.00581081,-0.003377964,0.7382306,1.854933,0.7924156,1.910524,0.0002794632,0.0001139063,21.88951,0.001898276,2.840256e-12,0.001573051,4.576216e-05,0.01485046,0,0.05,0,0.0001139063,-0.008822568,0.0760632,0.4126242,0.6666667,1,0.875,1,1,0.5,0,0,45,0,1.352413,1.656284,32673,0.840875,999,175.881
13434,1790257535.689,-0.2882054,-0.4426653,1.498514,-0.03534546,-1.313299,-0.001162856,-0.02642857,-0.0771004,-0.01127216,-0.01095327,-0.05467764,-0.001739065,-0.006479999,-0.0005615152,1.633553,-0.02288143,-0.006247628,-0.0001898143,-0.03186513,-0.03483406,-0.01478636,-0.02843734,-0.007613304,2.009458,0,0.8370458,0.3926974,-0.005945777,-0.003769429,0.7495872,1.796233,0.7926793,1.896996,0.0002819616,0.0001139063,21.88193,0.001908944,2.730162e-12,0.001581041,4.594096e-05,0.01356675,0,0.05,0,0.0001139063,-0.00981583,0.07867006,0.3401124,0,0.5,0.3333333,0.5,0,0,1,0.5,45,0,1.376239,1.590745,33132,0.8403999,999,175.9629
13435,1790257538.607,-0.2879148,-0.4363953,1.498514,-0.04050271,-1.608705,-0.003408361,-0.04833333,-0.06301822,-0.01038829,-0.004018215,-0.0421684,-0.001633549,0,-0.0002622496,1.678544,-0.02427212,0,0,-0.03477345,-0.04476398,-0.01234276,-0.04219071,-0.002985841,1.972988,0,0.8030376,0.4476343,-0.006112915,-0.003916438,0.7297263,1.768183,0.739113,1.905296,0.0002815635,7.59375e-05,21.87264,0.001904843,2.802358e-12,0.001577597,4.568269e-05,0.01410734,0.05,0.05,0,7.59375e-05,-0.01032071,0.07779388,0.2806429,0.3333333,0.75,0.6666667,0.8000001,1,1,0,0.5,45,0,1.358367,1.549494,33806,0.8400447,999,175.7299
13436,1790257541.521,-0.2888191,-0.4361721,1.498514,-0.03655396,-1.635228,-0.001216434,-0.002142857,-0.06919859,-0.01097051,-0.01232568,-0.04673019,-0.001754137,0,-0.0003608017,1.597988,-0.02378955,0,0,-0.03354387,-0.04206618,-0.01393204,-0.02847846,-0.002389471,2.116951,0,0.825538,0.4539276,-0.005902314,-0.003422983,0.7375116,1.813989,0.740971,1.897536,0.0002792268,7.59375e-05,21.86628,0.001922838,2.774638e-12,0.001598454,4.515713e-05,0.01152903,0,0.05,0,7.59375e-05,-0.008110032,0.06652495,0.2960212,0,1,0.7142857,1,1,0,0.5,1,45,0,1.351717,1.550925,33867,0.839651,999,179.1461
13437,1790257544.508,-0.2914407,-0.4447078,1.498514,-0.03648162,-1.0179,-0.001927392,-0.001666667,-0.09255736,-0.01055382,-0.01542503,-0.06318247,-0.001827757,-0.01107333,-0.0005793259,1.658501,-0.0225549,-0.01129685,-2.110004e-05,-0.0345803,-0.04581339,-0.01567034,-0.02462349,-0.002714737,1.493348,0,0.8194711,0.338578,-0.005941249,-0.003728198,0.7464337,1.742062,0.7486708,1.89345,0.0002812995,7.59375e-05,21.85678,0.00189987,2.980435e-12,0.001572622,4.594851e-05,0.009179072,0,0.05,0,7.59375e-05,-0.0117044,0.06985363,0.274206,0,1,0.5,1,0,0,1,0,45,0,1.392386,1.58217,33048,0.8391865,999,175.5025
13438,1790257547.537,-0.2842049,-0.4360411,1.498514,-0.03393424,-1.595927,-0.001630366,0,-0.0674632,-0.01146344,-0.004702144,-0.04507562,-0.001748515,0,-0.0004249654,1.604377,-0.02391573,0,0,-0.03323668,-0.03711393,-0.01383923,-0.03163901,-0.003000285,2.216095,0,0.8296806,0.4550624,-0.005900173,-0.003305806,0.7494731,1.833092,0.8098771,1.908202,0.0002814846,5.0625e-05,21.84595,0.001934778,2.823059e-12,0.001606456,4.683775e-05,0.013985,0.1,0.1,0,5.0625e-05,-0.006921702,0.07528394,0.3599055,0.6666667,0.6666667,0.8000001,0,1,1,0,1,45,0,1.372066,1.645446,32577,0.8388241,999,178.1234
