step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/mech_effort,Episode_Reward/mech_overspeed,Episode_Reward/mech_progress,Episode_Reward/mech_torn,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Mechanism/frontier_opened_ema,Mechanism/frontier_opened_fraction,Mechanism/latch_released_fraction,Mechanism/opened_fraction,Mechanism/opened_hinge,Mechanism/opened_pull,Mechanism/opened_push,Mechanism/opened_side,Mechanism/opened_up,Mechanism/peak_ceiling_n,Mechanism/torn_fraction,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
13108,1790256556.908,-0.5184335,-0.7173504,1.498514,-0.0488968,-1.627642,-0.006553318,-0.005,-0.1555164,-0.01058574,-0.02060281,-0.1005436,-0.00183573,0,-0.0009956685,1.549841,-0.03946253,0,0,-0.04432315,-0.08198297,-0.02026532,-0.03367735,-0.002010247,2.582139,0,0.7683746,0.4378567,-0.006218536,-0.004981123,0.6020037,1.81946,0.7291925,1.853474,0.0005476309,0.0001139063,26.70206,0.003028047,1.105589e-10,0.002379213,0.0001012033,0.009652831,0,0.05,0,0.0001139063,-0.01387078,0.05936637,0.7033997,1,1,1,0.6666667,1,1,1,1,25,0,1.276526,1.578201,34435,1.098631,999,148.8616
13109,1790256559.752,-0.5202349,-0.7084794,1.498514,-0.04291062,-0.7782261,-0.001961954,0,-0.1910869,-0.00982319,-0.007598056,-0.1283921,-0.001930007,-0.02435,-0.001638972,1.52904,-0.03368219,-0.01795384,-0.0002162322,-0.043296,-0.06105328,-0.02750354,-0.01095433,-0.004469153,0.5283252,0,0.7954995,0.280813,-0.006695926,-0.005688283,0.6144272,1.577326,0.7392868,1.847452,0.0005479931,0.0001139063,26.67463,0.002968956,1.112608e-10,0.002318484,0.0001024793,0.009571137,0,0.05,0,0.0001139063,-0.01417949,0.05504502,0.6771924,1,1,0,0,1,0,1,1,25,0,1.265431,1.567269,34703,1.096796,999,149.6788
13110,1790256562.633,-0.5199286,-0.7090741,1.498514,-0.0512277,-1.283332,-0.005307355,-0.003,-0.1829171,-0.01024021,-0.01486786,-0.1227206,-0.00185916,-0.011212,-0.00152363,1.553156,-0.03805655,-0.0101365,-0.001019537,-0.04418977,-0.08305408,-0.02089117,-0.0253138,-0.0001021936,1.836643,0,0.7718412,0.3512822,-0.006369216,-0.00529867,0.613455,1.718309,0.7146341,1.832396,0.0005442742,0.0001139063,26.64216,0.002905275,1.12082e-10,0.002262952,9.804939e-05,0.009087095,0,0.05,0,0.0001139063,-0.0149577,0.05647057,0.7018542,0.6666667,1,0.75,1,1,1,1,0.6666667,25,0,1.299207,1.57157,34242,1.094776,999,150.2435
13111,1790256565.488,-0.5160667,-0.7118459,1.498514,-0.0505791,-1.229227,-0.005680771,-0.01625,-0.1795475,-0.009601789,-0.06921424,-0.1205628,-0.001884126,-0.011795,-0.001145035,1.543665,-0.03676766,-0.009917321,-0.0005910992,-0.04666791,-0.1074922,-0.02164244,-0.02457976,-0.002224811,1.130023,0,0.7520639,0.3511177,-0.006341226,-0.005319144,0.5980437,1.580254,0.6017654,1.827123,0.000551993,0.0001139063,26.60952,0.002885168,1.103712e-10,0.002238877,9.429804e-05,0.01026975,0,0.05,0,0.0001139063,-0.01293969,0.06180469,0.6989428,1,1,0.6666667,1,1,0.5,1,1,25,0,1.272983,1.569845,34579,1.093053,999,150.6638
13112,1790256568.360,-0.5062353,-0.7048354,1.498514,-0.04728968,-1.642442,-0.004990251,-0.001,-0.1567872,-0.01051733,-0.01798883,-0.1018897,-0.001819172,0,-0.001261333,1.514284,-0.03871776,0,0,-0.04297795,-0.07268123,-0.02120328,-0.02939915,-0.001458952,2.268576,0,0.7738068,0.4394264,-0.006116164,-0.004714571,0.6050287,1.812321,0.7444482,1.846196,0.0005437372,0.0001139063,26.58251,0.002858186,1.132893e-10,0.002219586,9.48626e-05,0.009209611,0,0.05,0,0.0001139063,-0.01551212,0.06169827,0.6407472,0.3333333,0.3333333,0.6,1,1,0,0.5,0,25,0,1.283129,1.578097,34357,1.091409,999,152.9821
13113,1790256571.219,-0.5050337,-0.7037338,1.498514,-0.04662851,-1.218991,-0.003644583,-0.005,-0.1725466,-0.01013699,-0.03143009,-0.1148992,-0.001863279,-0.010965,-0.001471468,1.524653,-0.03489732,-0.008211303,-0.0002475647,-0.04225095,-0.06266922,-0.02228914,-0.0256479,-0.0008316388,1.814896,0,0.786826,0.3608485,-0.006472659,-0.005215645,0.6183017,1.717899,0.7310643,1.822758,0.0005437446,0.0001708594,26.54663,0.002874067,1.117473e-10,0.002233707,9.661558e-05,0.01284402,0,0.1,0,0.0001708594,-0.01671506,0.06384959,0.6439414,1,1,1,1,1,1,1,1,25,0,1.278562,1.569209,34519,1.088978,999,151.2853
13114,1790256574.253,-0.5152096,-0.6942787,1.498514,-0.04960583,-1.633274,-0.004758037,-0.0025,-0.1616134,-0.01010047,-0.00647738,-0.1032403,-0.001823942,0,-0.001157541,1.491827,-0.03818567,0,0,-0.04144356,-0.07031894,-0.02133004,-0.03609191,-0.0003274322,2.316425,0,0.7784736,0.4407312,-0.006239178,-0.004846825,0.6091933,1.81106,0.7173783,1.855608,0.0005398282,7.59375e-05,26.50893,0.002871145,1.082377e-10,0.002236801,9.451671e-05,0.01306215,0.1,0.05,0,7.59375e-05,-0.01578712,0.05866537,0.640016,0.5,1,0.5,1,1,1,0,0,25,0,1.37769,1.643885,32534,1.087136,999,152.1988
13115,1790256577.196,-0.5155325,-0.7000498,1.498514,-0.04849787,-0.8471891,-0.004859108,-0.01,-0.1994608,-0.009819884,-0.05096748,-0.1337019,-0.0019361,-0.023295,-0.00145123,1.567553,-0.03536958,-0.01775864,-0.001398921,-0.04544055,-0.07874607,-0.02523175,-0.01591222,-0.001471195,1.289198,0,0.775094,0.2753348,-0.006832113,-0.005798606,0.6078608,1.667118,0.6673533,1.815182,0.0005302364,0.0001139063,26.48232,0.002869335,1.084422e-10,0.002243696,9.540315e-05,0.01082307,0,0.1,0,0.0001139063,-0.01186599,0.060915,0.6249604,1,nan,1,1,1,1,0,1,25,0,1.366848,1.555887,33634,1.085504,999,147.2345
13116,1790256580.108,-0.5130872,-0.7022095,1.498514,-0.04562005,-1.018765,-0.002521629,-0.004375,-0.1960413,-0.009836882,-0.03317766,-0.1323906,-0.001904194,-0.019705,-0.001771414,1.518721,-0.03401873,-0.01631466,-0.0008556053,-0.04361717,-0.07039797,-0.02459995,-0.02349755,-0.001895944,1.07474,0,0.7843744,0.2924408,-0.006670869,-0.005473217,0.6227039,1.606169,0.6898974,1.81792,0.0005403056,0.0001708594,26.44696,0.002897842,1.419502e-10,0.002258603,9.893271e-05,0.01253596,0,0.1,0,0.0001708594,-0.01720642,0.06194507,0.6305233,0.5,1,0.8000001,0.5,1,0,1,1,25,0,1.376511,1.523347,33899,1.083261,999,151.3395
13117,1790256583.034,-0.502624,-0.6899988,1.498514,-0.04708193,-1.702521,-0.003139847,0,-0.1560187,-0.009950612,-0.02878285,-0.1008714,-0.001831804,0,-0.001284768,1.481264,-0.0360565,0,0,-0.04208421,-0.06286006,-0.02102963,-0.03148689,-0.002188054,1.818724,0,0.7907022,0.4442264,-0.006239532,-0.004721988,0.6261078,1.783802,0.7219679,1.845404,0.0005410869,0.0001139063,26.41566,0.002910725,1.118126e-10,0.002270184,9.945426e-05,0.01147185,0.05,0.05,0,0.0001139063,-0.01169292,0.06454685,0.6415979,1,1,0.75,1,1,0.5,1,0,25,0,1.373152,1.541682,33725,1.081741,999,151.8435
13118,1790256585.934,-0.5053071,-0.6952011,1.498514,-0.04774697,-1.382476,-0.002921496,-0.0007142859,-0.1691943,-0.0102934,-0.07093343,-0.1144352,-0.00185486,-0.008662855,-0.001507921,1.511814,-0.03615215,-0.006701495,-0.0005408001,-0.04335926,-0.06468794,-0.02408223,-0.02238616,-0.01086447,1.923486,0,0.7855734,0.3806759,-0.006339371,-0.004991523,0.6206837,1.762159,0.7173735,1.843358,0.000541092,0.0001708594,26.38435,0.002940619,1.045903e-10,0.002300054,9.947371e-05,0.01366295,0,0.1,0,0.0001708594,-0.01523895,0.06407309,0.6447658,0.75,1,0.6666667,1,1,0,0.5,0.3333333,25,0,1.352172,1.536955,34025,1.079889,999,152.0485
13119,1790256588.889,-0.502625,-0.6855547,1.498514,-0.0463344,-0.9808759,-0.003439476,-0.013,-0.1870688,-0.009912694,-0.04070706,-0.1241311,-0.001923929,-0.014528,-0.001312833,1.524555,-0.03490528,-0.01061665,-0.0008812218,-0.04395565,-0.06674103,-0.02205824,-0.0174499,-0.0008112122,1.334271,0,0.7802795,0.3318818,-0.006462076,-0.005385125,0.6243681,1.647592,0.6921313,1.803311,0.0005331392,7.59375e-05,26.35819,0.002887033,1.542391e-10,0.002256838,9.70556e-05,0.01592891,0.1,0.05,0,7.59375e-05,-0.009659993,0.09282652,0.697741,1,1,1,1,1,1,1,1,25,0,1.347203,1.595665,33404,1.078748,999,152.4066
13120,1790256591.779,-0.4995913,-0.7020511,1.498514,-0.04911491,-0.6337296,-0.004344561,-0.02200001,-0.190319,-0.009942269,-0.04449651,-0.1302448,-0.001923697,-0.021784,-0.001734563,1.554066,-0.03580561,-0.01811682,-0.0001964974,-0.04450168,-0.08421495,-0.0263445,-0.01660729,-0.0005153932,0.9832484,0,0.7734901,0.2860114,-0.006557134,-0.005551241,0.6196288,1.570925,0.619637,1.803444,0.0005316902,0.0001139063,26.33709,0.002873445,1.751158e-10,0.002247253,9.450109e-05,0.009424216,0,0.1,0,0.0001139063,-0.01544048,0.06018739,0.6783565,1,1,1,1,1,0,1,0,25,0,1.344903,1.53325,34155,1.07698,999,153.4445
13121,1790256594.819,-0.4933484,-0.6917447,1.498514,-0.04696974,-1.357488,-0.00510356,0,-0.1599767,-0.01003063,-0.05890013,-0.1059078,-0.001857089,-0.007130002,-0.001174021,1.565224,-0.03679966,-0.006522814,-0.0002290435,-0.04259995,-0.07379921,-0.02057964,-0.02961843,-0.0003041441,1.976454,0,0.7754912,0.3847213,-0.006346445,-0.005068865,0.6102321,1.756473,0.7169201,1.851174,0.0005374664,0.0001139063,26.2988,0.002862243,1.099078e-10,0.002226558,9.821858e-05,0.0145116,0.05,0.1,0,0.0001139063,-0.01525767,0.08572375,0.7779214,0.6666667,1,0.8000001,0.5,1,1,0,0,25,0,1.356716,1.671941,32457,1.074752,999,153.2487
13122,1790256597.841,-0.4916393,-0.6949436,1.498514,-0.04735672,-0.7938685,-0.00492935,-0.0125,-0.190281,-0.01011604,-0.0154223,-0.1329003,-0.001924149,-0.02224,-0.001529756,1.609642,-0.03449022,-0.016187,-0.002307854,-0.04458084,-0.0820272,-0.02404886,-0.02049032,-3.413127e-06,1.426069,0,0.7712352,0.2737965,-0.006998475,-0.006014701,0.6235019,1.660472,0.7248737,1.803867,0.0005378586,0.0001139063,26.26861,0.00286686,1.004786e-10,0.002229195,9.980596e-05,0.009189053,0,0.05,0,0.0001139063,-0.01602746,0.06566484,0.8332667,1,1,1,1,1,0,1,0,25,0,1.363851,1.645857,32662,1.073163,999,157.4785
13123,1790256600.795,-0.4998207,-0.6680194,1.498514,-0.04647671,-0.8380919,-0.002889961,0,-0.1957042,-0.009342488,-0.01380997,-0.134641,-0.001883088,-0.02369,-0.001550613,1.576816,-0.03425503,-0.01883232,-0.0007182767,-0.04747712,-0.08065039,-0.02549439,-0.02109631,0,0.1831253,0,0.7723739,0.2747647,-0.00698484,-0.005900418,0.6220495,1.432162,0.6664579,1.812777,0.0005425482,0.0001708594,26.23662,0.002939061,1.00599e-10,0.002293659,0.0001028541,0.01380873,0,0.1,0,0.0001708594,-0.01544776,0.05930946,0.6848024,0,nan,0,0,1,0,1,0,25,0,1.345615,1.596856,33408,1.071313,999,152.235
13124,1790256603.831,-0.4919623,-0.6800629,1.498514,-0.04651522,-0.8207991,-0.002907858,-0.03000001,-0.2020681,-0.01001812,-0.01581441,-0.137893,-0.001897292,-0.02168,-0.001981363,1.530665,-0.03432512,-0.01936264,-0.001711149,-0.04379737,-0.070163,-0.02588858,-0.008744146,-0.001432119,0.6897712,0,0.7839338,0.2786611,-0.006745695,-0.005605246,0.617124,1.552085,0.6907363,1.800714,0.0005380948,0.0001139063,26.20768,0.002916807,9.946929e-11,0.00227738,0.0001013318,0.01481665,0.05,0.05,0,0.0001139063,-0.01279037,0.06546807,0.6747762,1,nan,1,1,1,1,0,0,25,0,1.373734,1.649306,32518,1.069881,999,151.9314
13125,1790256606.756,-0.4856262,-0.6732881,1.498514,-0.04324925,-1.113636,-0.003555459,-0.01666667,-0.1732268,-0.009688973,-0.03351382,-0.1164823,-0.001881211,-0.01080334,-0.001224281,1.517231,-0.03450399,-0.008872941,-0.000607849,-0.04236414,-0.06501406,-0.0212241,-0.02314018,-0.002156426,1.06035,0,0.7837824,0.3498015,-0.006498141,-0.005087312,0.6292533,1.555869,0.6937911,1.837071,0.0005419505,0.0001139063,26.1846,0.003020835,9.77738e-11,0.002375309,0.0001035755,0.01396921,0.05,0.1,0,0.0001139063,-0.01119974,0.07889654,0.662653,0.6666667,1,0.75,0.6666667,1,0.6666667,1,0,25,0,1.318666,1.596115,33726,1.068673,999,152.8652
13126,1790256609.642,-0.4883262,-0.6757698,1.498514,-0.0449447,-1.093244,-0.003851686,-0.01166667,-0.1588477,-0.01001584,-0.02183543,-0.1039198,-0.001898539,-0.00533,-0.001164675,1.511057,-0.03532092,-0.004071412,-6.72044e-05,-0.04302552,-0.06390417,-0.02050168,-0.01701147,-0.0007751269,1.42085,0,0.7846126,0.405617,-0.00631332,-0.004961409,0.6178359,1.64496,0.6671337,1.838955,0.0005358885,0.0001139063,26.16505,0.003034348,9.75652e-11,0.002394739,0.0001037203,0.01017717,0,0.05,0,0.0001139063,-0.01474127,0.06186018,0.6109951,0.3333333,0.6666667,0.5,0.5,1,0,1,0,25,0,1.329226,1.545599,34194,1.067381,999,152.2729
13127,1790256612.476,-0.4898905,-0.6841463,1.498514,-0.04635085,-1.065932,-0.003148501,-0.0005555557,-0.1711114,-0.01009589,-0.03164171,-0.1164223,-0.001885608,-0.01185333,-0.001658291,1.560711,-0.03555764,-0.01128279,-0.0001910763,-0.04245348,-0.06736133,-0.02399455,-0.02309231,-0.001368672,1.472131,0,0.7866658,0.3443426,-0.006375176,-0.005121416,0.6297528,1.692929,0.7230461,1.829937,0.0005318322,0.0001708594,26.13321,0.003021951,1.073141e-10,0.002383841,0.000106278,0.01321287,0,0.1,0,0.0001708594,-0.01728814,0.06177188,0.2445626,0.75,1,0.8333334,1,1,1,1,0.6666667,30,0,1.261041,1.561947,34822,1.06512,999,152.2304
13128,1790256615.297,-0.4868303,-0.6719893,1.498514,-0.04017939,-1.313427,-0.0009597404,-0.002,-0.1618017,-0.01000988,-0.03017825,-0.1077187,-0.001868802,-0.009272,-0.001428925,1.441743,-0.03287238,-0.007794724,-0.0002111699,-0.04003924,-0.04912342,-0.02342188,-0.02743006,-0.008110756,1.556723,0,0.8113899,0.3841079,-0.006250727,-0.004637347,0.651312,1.726181,0.7369601,1.834718,0.0005353457,0.0001708594,26.09707,0.00301294,1.313624e-10,0.002372195,0.0001053991,0.01305994,0,0.05,0,0.0001708594,-0.01432156,0.06125089,0.5533032,1,1,0.75,1,1,1,1,0,30,0,1.257752,1.552109,34985,1.063312,999,155.8441
13129,1790256618.129,-0.4790467,-0.6719777,1.498514,-0.04583945,-1.16427,-0.003684963,-0.015,-0.1706845,-0.009800047,-0.06284049,-0.1138035,-0.001861807,-0.01022571,-0.001331383,1.533358,-0.03441403,-0.008650652,-0.0004879309,-0.04213874,-0.06732459,-0.02218597,-0.03016528,-0.005815779,1.240117,0,0.781718,0.3631383,-0.00650604,-0.005307616,0.6268328,1.65304,0.702469,1.821584,0.0005322571,0.0001708594,26.06673,0.002928085,1.10709e-10,0.00228599,0.0001098374,0.01331762,0,0.05,0,0.0001708594,-0.01366114,0.06166845,0.6507336,0.5,0.6666667,0.6,0.6666667,1,0,1,0.5,30,0,1.256275,1.565703,34835,1.061692,999,150.9833
13130,1790256620.948,-0.4816487,-0.6640941,1.498514,-0.04487429,-1.287008,-0.003809584,-0.004444445,-0.154741,-0.009957001,-0.07034658,-0.1034371,-0.00185923,-0.004426667,-0.001158847,1.522793,-0.03521999,-0.00386892,-0.000328406,-0.04112772,-0.06885567,-0.02225822,-0.02976389,-0.003714423,1.649504,0,0.7837361,0.4058182,-0.006340458,-0.004854538,0.6222934,1.706116,0.7097834,1.839334,0.0005247531,0.0001708594,26.04166,0.002963259,1.253563e-10,0.002327667,0.0001108382,0.01290424,0,0.05,0,0.0001708594,-0.01395808,0.0630909,0.5928739,0.4,1,0.5714287,0.75,1,0,0.3333333,0,30,0,1.264715,1.543716,35003,1.060188,999,152.3728
13131,1790256623.790,-0.4713365,-0.6679069,1.498514,-0.04604459,-1.394292,-0.00385332,-0.001666667,-0.1547436,-0.01010764,-0.02755328,-0.104128,-0.001850118,-0.007073333,-0.001198469,1.537815,-0.03472533,-0.005748878,-0.0008109793,-0.04144048,-0.06898703,-0.0219299,-0.0239026,-0.001878219,2.038133,0,0.7878677,0.3879473,-0.006232022,-0.004827087,0.6355364,1.747224,0.7088861,1.859281,0.00052757,0.0001139063,26.01204,0.002944883,1.202383e-10,0.002310028,0.0001072855,0.01488003,0.05,0.05,0,0.0001139063,-0.01265513,0.05957143,0.6710379,1,1,0.8000001,0,1,0.5,0,1,30,0,1.275338,1.556125,34718,1.058586,999,153.4164
13132,1790256626.627,-0.4649813,-0.6531553,1.498514,-0.04957084,-1.620792,-0.006909998,-0.018,-0.1340268,-0.01025795,-0.01109822,-0.08740701,-0.001808761,0,-0.000845144,1.582536,-0.0367751,0,0,-0.04100589,-0.08221381,-0.0189571,-0.03920992,-0.006810495,2.126175,0,0.7605138,0.4356522,-0.006140535,-0.004828237,0.6273121,1.718471,0.7043068,1.850841,0.0005147924,0.0001139063,25.98835,0.002931787,1.040754e-10,0.002308074,0.0001089204,0.01009779,0,0.05,0,0.0001139063,-0.01458869,0.05936932,0.7608482,0.75,1,0.8000001,0.75,1,0,1,1,30,0,1.262641,1.562186,34800,1.0571,999,155.1071
13133,1790256629.484,-0.4754531,-0.668662,1.498514,-0.04354408,-1.624052,-0.003767719,-0.008333335,-0.1473271,-0.009986177,-0.02069789,-0.09540799,-0.001840219,0,-0.001204841,1.489931,-0.03532989,0,0,-0.0406657,-0.06658103,-0.02044952,-0.02950474,-0.01138159,1.666396,0,0.7827088,0.4419218,-0.006244548,-0.004560729,0.6388645,1.72266,0.7037761,1.852643,0.00051552,0.0001139063,25.95635,0.002862515,9.715714e-11,0.002241523,0.0001054723,0.01384286,0.05,0.1,0,0.0001139063,-0.01457348,0.06778509,0.7221812,0.2,0.75,0.3333333,0.5,1,0,0.3333333,0,30,0,1.274985,1.570969,34541,1.055189,999,154.691
13134,1790256632.401,-0.4740028,-0.6572179,1.498514,-0.04597361,-1.348857,-0.003507886,-0.001,-0.1596078,-0.009800436,-0.02146523,-0.106993,-0.001839275,-0.011808,-0.001253211,1.561736,-0.03453882,-0.009751441,-0.0001543599,-0.04269409,-0.06835139,-0.02196766,-0.02604063,-0.005152404,1.354178,0,0.7849235,0.3539096,-0.006342574,-0.005087602,0.6316139,1.643963,0.6774043,1.836964,0.0005188056,0.0001139063,25.92785,0.002877393,9.78117e-11,0.002259114,9.947324e-05,0.01332143,0.05,0.1,0,0.0001139063,-0.01415119,0.06811695,0.7282091,0.75,nan,0.75,0.6666667,0.6666667,1,0,1,30,0,1.368597,1.535583,33849,1.053681,999,156.7327
13135,1790256635.484,-0.475702,-0.6550488,1.498514,-0.04355317,-1.328781,-0.004355622,-0.012,-0.1740694,-0.009955266,-0.007034482,-0.1170975,-0.001849829,-0.011724,-0.001390436,1.518965,-0.03420728,-0.008595343,-0.0002937729,-0.04181699,-0.06812932,-0.02257661,-0.02152756,-0.008443906,1.170849,0,0.7740342,0.3518034,-0.006363741,-0.004995423,0.63428,1.668075,0.7327011,1.841296,0.0005141646,0.0001139063,25.9057,0.002892462,9.876399e-11,0.002276066,0.0001022308,0.01064561,0,0.05,0,0.0001139063,-0.0128208,0.05915949,0.6709046,0.6666667,1,0.75,0.5,1,0.5,1,0,30,0,1.408723,1.662309,32010,1.052492,999,154.5293
13136,1790256638.423,-0.4706662,-0.6520616,1.498514,-0.04768774,-0.8606233,-0.003797683,-0.02,-0.1645306,-0.009544501,-0.02650323,-0.1094768,-0.001953006,-0.006460001,-0.001284362,1.474114,-0.03475365,-0.006457443,-1.69149e-05,-0.0464028,-0.06940006,-0.02159778,-0.01285195,-0.0005440022,0.8362927,0,0.7838156,0.3877133,-0.006407286,-0.004981573,0.6385553,1.530125,0.6913058,1.828785,0.0005130548,0.0001139063,25.88056,0.002870991,9.891212e-11,0.002255954,0.0001019815,0.009557363,0,0.05,0,0.0001139063,-0.015225,0.05592586,0.7491143,1,1,1,1,1,1,1,1,30,0,1.389904,1.536575,33591,1.050705,999,154.2998
13137,1790256641.418,-0.4806334,-0.6562368,1.498514,-0.04577268,-0.5193669,-0.002648674,-0.006666667,-0.200873,-0.009833541,-0.02562575,-0.1470077,-0.001951983,-0.02922001,-0.00261035,1.552332,-0.03408295,-0.02453164,-0.001532329,-0.04367511,-0.06735708,-0.02933648,-0.005918879,-0.0009916568,0.8065583,0,0.7889562,0.2256743,-0.006806506,-0.005816813,0.6396143,1.601926,0.7018322,1.758103,0.0005076039,0.0001139063,25.84939,0.002844193,9.422938e-11,0.002237877,9.871242e-05,0.01012887,0,0.05,0,0.0001139063,-0.01404521,0.05848654,0.6373569,0,1,1,0.5,1,0,0.5,0,30,0,1.384727,1.59137,33031,1.049023,999,152.8162
13138,1790256644.483,-0.4642532,-0.6613464,1.498514,-0.0441579,-1.690391,-0.003263678,0,-0.1379271,-0.01037607,-0.02927793,-0.08988027,-0.001836966,0,-0.001176081,1.485651,-0.0349393,0,0,-0.03881254,-0.06286071,-0.01997267,-0.02494316,-0.00439814,1.798287,0,0.7935929,0.4450221,-0.006080939,-0.004431675,0.6447103,1.766563,0.7292826,1.853576,0.0005194157,0.0001708594,25.81518,0.002881168,9.758309e-11,0.002262622,9.913054e-05,0.01386349,0,0.1,0,0.0001708594,-0.01486216,0.06447374,0.7333173,1,1,1,1,1,1,1,1,30,0,1.381893,1.670543,32205,1.046803,999,155.5285
13139,1790256647.378,-0.4577131,-0.652723,1.498514,-0.04382079,-1.09994,-0.002743712,-0.03166667,-0.173278,-0.009816943,-0.01045379,-0.120646,-0.001881244,-0.01794666,-0.001479525,1.568583,-0.03180752,-0.01551241,-0.00220234,-0.04211643,-0.06234812,-0.02281128,-0.01930893,-9.699782e-05,1.591768,0,0.7890942,0.2958293,-0.00640791,-0.005170994,0.6453947,1.684938,0.7257504,1.833134,0.0005164801,0.0001139063,25.78043,0.002828111,9.252227e-11,0.002212811,9.882009e-05,0.01407463,0.05,0.05,0,0.0001139063,-0.009822197,0.06901895,0.6791534,1,1,1,1,1,1,1,0,30,0,1.348795,1.53572,34079,1.045308,999,152.884
13140,1790256650.381,-0.4707474,-0.6319736,1.498514,-0.03847436,-1.806034,-0.0005332214,0,-0.1359967,-0.009724828,-0.1277663,-0.08703102,-0.001865868,0,-0.00130482,1.428612,-0.03457333,0,0,-0.04034434,-0.04155499,-0.01709928,-0.03014619,-0.001285704,2.536508,0,0.8191189,0.4521651,-0.006054194,-0.00388282,0.6427345,1.874184,0.653082,1.881249,0.0005023376,0.0001139063,25.7537,0.002822216,9.161581e-11,0.002223057,9.682133e-05,0.01460165,0.05,0.1,0,0.0001139063,-0.01418372,0.06298562,0.7405976,1,nan,1,1,1,1,1,1,30,0,1.336628,1.655478,32854,1.043575,999,154.5352
13141,1790256653.261,-0.4592374,-0.6443061,1.498514,-0.04825945,-1.669231,-0.007130743,-0.04999998,-0.1323307,-0.01025813,-0.003035392,-0.08638839,-0.00178752,0,-0.000878731,1.571128,-0.03553833,0,0,-0.04072329,-0.07790636,-0.01887351,-0.03826735,-0.003076914,1.819632,0,0.7714967,0.4386911,-0.006219336,-0.004715941,0.6232708,1.770449,0.7255882,1.853522,0.0005096701,0.0001139063,25.72765,0.002758866,1.040566e-10,0.002155253,9.39431e-05,0.01029751,0,0.05,0,0.0001139063,-0.01545464,0.0646459,0.7393178,0,1,0.5,0.6666667,1,0,0.3333333,0.5,30,0,1.318477,1.550597,34263,1.042187,999,158.3517
13142,1790256656.127,-0.4658067,-0.6484033,1.498514,-0.04603522,-0.8474146,-0.002269137,-0.00375,-0.1855474,-0.01027062,-0.008299181,-0.1275787,-0.001934524,-0.022095,-0.001492103,1.570803,-0.03272711,-0.01707609,-0.001098162,-0.04116739,-0.06736701,-0.0249017,-0.01392486,-0.0002338955,1.116251,0,0.7908176,0.2786937,-0.00658703,-0.005460938,0.6397854,1.673985,0.7089965,1.810506,0.0005058315,0.0001708594,25.6983,0.002776095,9.647164e-11,0.002175972,9.42917e-05,0.01414315,0,0.1,0,0.0001708594,-0.01582059,0.06990881,0.7112446,1,1,1,1,1,0,1,1,30,0,1.307751,1.547664,34427,1.040449,999,157.5393
13143,1790256658.996,-0.4669103,-0.6748275,1.498514,-0.04220903,-1.567841,-0.002365695,0,-0.1388196,-0.009938566,-0.00245026,-0.08951662,-0.001828874,0,-0.000617314,1.507265,-0.03419248,0,0,-0.04231862,-0.0721024,-0.01877815,-0.02321648,-0.01475689,2.04354,0,0.799617,0.4468029,-0.006094481,-0.004287892,0.6353678,1.823609,0.7281362,1.848258,0.0005070522,0.0001708594,25.67131,0.00276959,8.955211e-11,0.002164236,9.830165e-05,0.01474963,0,0.05,0,0.0001708594,-0.01340955,0.06155136,0.7431583,0.6666667,1,1,1,1,0.5,1,1,30,0,1.313002,1.544673,34399,1.038949,999,157.5048
13144,1790256661.875,-0.4660758,-0.6492687,1.498514,-0.04529766,-0.4269079,-0.002810433,-0.00125,-0.1846472,-0.009697152,-0.007955292,-0.1291416,-0.001970958,-0.023385,-0.001758558,1.588517,-0.0315576,-0.02007641,-0.001150055,-0.04278475,-0.07123154,-0.02530361,-0.006541303,-0.003976535,0.5731837,0,0.7841837,0.2487896,-0.006627498,-0.00547786,0.651137,1.540322,0.6904896,1.808271,0.000506017,7.59375e-05,25.64449,0.002795246,9.246867e-11,0.002190824,9.840509e-05,0.01486412,0.1,0.05,0,7.59375e-05,-0.01399054,0.07093246,0.7579081,1,1,1,1,1,0,1,1,30,0,1.313929,1.553009,34288,1.037661,999,157.0051
