step,wall_time,Episode/rew_action_rate,Episode/rew_action_rate_arm,Episode/rew_alive,Episode/rew_ang_vel_xy,Episode/rew_base_height,Episode/rew_collision,Episode/rew_dof_acc,Episode/rew_dof_acc_arm,Episode/rew_dof_pos_limits,Episode/rew_dof_vel,Episode/rew_dof_vel_arm,Episode/rew_feet_air_time,Episode/rew_feet_contact_forces,Episode/rew_feet_contact_number,Episode/rew_feet_drag,Episode/rew_feet_height,Episode/rew_feet_height_high,Episode/rew_feet_pos_xy,Episode/rew_hip_pos,Episode/rew_lin_vel_z,Episode/rew_ref_dof_leg,Episode/rew_stand_still,Episode/rew_torque_limits,Episode/rew_torques,Episode/rew_tracking_ang_vel,Episode/rew_tracking_ee_force_world,Episode/rew_tracking_lin_vel_force_world,Loss/learning_rate,Loss/mean_adaptation_module_loss,Loss/mean_surrogate_loss,Loss/surrogate,Loss/value_function,Perf/collection time,Perf/learning_time,Perf/total_fps,Policy/mean_noise_std,Train/mean_episode_length,Train/mean_reward
0,1789693356.172,-0.005303941,-0.004902796,0.0166875,-0.00548508,-9.013079e-05,-0.0025,-0.001166998,-0.002893478,-0.00212791,-0.001445103,-0.0004092538,-0.0003725,-0.0007015348,0.004876042,-0.0005194997,-0.000397318,-0.005394062,-0.0008743267,-0.0007320734,-0.006659703,0.008870168,0.001507574,-8.533568e-05,-5.319361e-05,0.002562842,0.008127579,0.007534241,1e-05,0.001011136,-0.02305447,-0.02305447,0.1076088,0.4640388,0.1381776,2550,0.99972,17.44444,0.2189839
1,1789693356.737,-0.0150743,-0.01650962,0.04833331,-0.01119834,-0.0004249887,-0.008368055,-0.002527469,-0.01153642,-0.004530936,-0.003707195,-0.001478126,-0.001840139,-0.001378793,0.02251493,-0.001988865,-0.001182774,-0.005896769,-0.002122134,-0.004621408,-0.02365693,0.02500013,0.003040224,-0.0002266449,-0.0001616557,0.006157198,0.02466702,0.01982557,1.5e-05,0.0008296901,-0.04708001,-0.04708001,0.1325968,0.4634974,0.07725239,2840,0.9997466,27.16,0.5605853
2,1789693357.291,-0.02315692,-0.02431924,0.07206246,-0.01739063,-0.0004275454,-0.00875,-0.003897624,-0.01222939,-0.004832114,-0.005683027,-0.002199117,-0.002452083,-0.002105202,0.03116458,-0.002800038,-0.002172652,-0.005551385,-0.00307575,-0.00468272,-0.02739399,0.03777634,0.001818959,-0.0003220387,-0.0002264275,0.01078641,0.04705752,0.03894904,1.5e-05,0.0006871716,-0.05435383,-0.05435383,0.1252828,0.4706593,0.07743192,2802,0.9996859,32.97059,0.8758866
3,1789693358.050,-0.0335944,-0.03765314,0.1076874,-0.02531667,-0.0007269515,-0.02020833,-0.005339921,-0.02114934,-0.0048243,-0.007560435,-0.002645165,-0.004020833,-0.001796977,0.05252918,-0.003606931,-0.003747457,-0.009650702,-0.004806033,-0.008607603,-0.02764152,0.0556015,0.002489646,-0.0004908672,-0.0003598103,0.0137141,0.08001415,0.04204015,1.5e-05,0.0006100699,-0.05519341,-0.05519341,0.1899418,0.6756744,0.07782888,2038,0.9995011,39.36585,1.085229
4,1789693358.598,-0.03976816,-0.04396875,0.1242916,-0.03189332,-0.001126177,-0.05020833,-0.007280547,-0.02268596,-0.01908077,-0.009797771,-0.00310527,-0.00326,-0.00349071,0.05528997,-0.005029157,-0.002982358,-0.009012356,-0.005612455,-0.01084397,-0.05229058,0.06456634,0.009736785,-0.0005907749,-0.0004166591,0.0200919,0.0700381,0.07037662,1.5e-05,0.0005368982,-0.05837167,-0.05837167,0.1746965,0.4652643,0.0764029,2835,0.9992595,47.59615,1.283086
