step,base_height_m,tilt_deg,base_drift_m,leg_joint_dev_rad,arm_joint_dev_rad,leg_torque_nm
421,0.266311,1.30881,0.0717305,0.348163,0.110799,8.71486
422,0.266311,1.30896,0.0717281,0.348166,0.110798,8.71491
423,0.266312,1.30896,0.0717271,0.348166,0.110797,8.71492
424,0.266312,1.30896,0.0717275,0.348166,0.110797,8.71489
425,0.266311,1.30896,0.0717293,0.348165,0.110798,8.71486
426,0.266311,1.30896,0.0717323,0.348165,0.110798,8.71484
427,0.26631,1.30896,0.0717366,0.348164,0.110798,8.71479
428,0.266309,1.30881,0.071742,0.348163,0.110799,8.71474
429,0.266307,1.30866,0.0717485,0.348161,0.1108,8.71466
430,0.266306,1.30821,0.071756,0.348156,0.110801,8.71453
431,0.266304,1.30776,0.0717643,0.348148,0.110802,8.71434
432,0.266302,1.30716,0.0717736,0.348141,0.110802,8.71415
433,0.2663,1.30686,0.0717837,0.348135,0.110802,8.71399
434,0.266298,1.30656,0.0717946,0.348131,0.110802,8.71386
435,0.266296,1.30611,0.0718061,0.348124,0.110802,8.71372
436,0.266293,1.30581,0.0718179,0.348117,0.110802,8.71354
437,0.266291,1.30521,0.07183,0.348109,0.110802,8.7133
438,0.266289,1.30461,0.0718423,0.348098,0.110803,8.71305
439,0.266287,1.30401,0.0718548,0.348089,0.110804,8.7128
440,0.266284,1.30371,0.0718674,0.348083,0.110804,8.71264
441,0.266282,1.30341,0.0718798,0.348076,0.110804,8.71247
442,0.26628,1.30296,0.071892,0.348069,0.110805,8.71231
443,0.266277,1.30251,0.0719039,0.348062,0.110806,8.71214
444,0.266275,1.30206,0.0719152,0.348055,0.110806,8.71194
445,0.266273,1.30161,0.0719261,0.348048,0.110807,8.71178
446,0.266271,1.30116,0.0719365,0.348042,0.110808,8.71163
447,0.266269,1.30086,0.0719461,0.348035,0.110809,8.7115
448,0.266267,1.30056,0.0719551,0.348032,0.110809,8.71141
449,0.266266,1.30026,0.0719632,0.348026,0.11081,8.71129
450,0.266264,1.30011,0.0719706,0.348024,0.11081,8.71125
451,0.266263,1.29996,0.0719771,0.348023,0.11081,8.71122
452,0.266262,1.2998,0.0719826,0.348023,0.110811,8.71121
453,0.266261,1.29965,0.0719872,0.348022,0.110812,8.71117
454,0.26626,1.2995,0.0719907,0.34802,0.110813,8.71115
455,0.266259,1.2995,0.0719933,0.348019,0.110814,8.71111
456,0.266259,1.29935,0.0719948,0.348019,0.110815,8.71109
457,0.266259,1.29935,0.0719954,0.348018,0.110815,8.71108
458,0.266259,1.2992,0.071995,0.348017,0.110815,8.71106
459,0.266259,1.2992,0.0719937,0.348015,0.110815,8.71104
460,0.26626,1.2992,0.0719915,0.348016,0.110815,8.71104
461,0.266261,1.2992,0.0719886,0.348015,0.110814,8.71106
462,0.266262,1.29935,0.0719848,0.348015,0.110813,8.71109
463,0.266263,1.2995,0.0719803,0.348016,0.110813,8.71112
464,0.266264,1.2995,0.071975,0.348016,0.110812,8.71115
465,0.266265,1.29965,0.0719691,0.348018,0.110811,8.71118
466,0.266267,1.29996,0.0719627,0.34802,0.11081,8.71126
467,0.266268,1.30011,0.0719557,0.348023,0.110809,8.71136
468,0.26627,1.30041,0.0719483,0.348028,0.110808,8.7115
469,0.266271,1.30086,0.0719406,0.348033,0.110807,8.71163
470,0.266273,1.30131,0.0719325,0.34804,0.110807,8.71185
471,0.266274,1.30161,0.0719243,0.348047,0.110806,8.71201
472,0.266276,1.30191,0.0719158,0.348054,0.110806,8.71217
473,0.266277,1.30221,0.0719072,0.348059,0.110807,8.71233
474,0.266279,1.30251,0.0718986,0.348066,0.110807,8.7125
475,0.26628,1.30281,0.0718901,0.348072,0.110807,8.71264
476,0.266281,1.30326,0.0718817,0.348079,0.110807,8.71282
477,0.266283,1.30356,0.0718737,0.348086,0.110807,8.71298
478,0.266284,1.30386,0.0718658,0.34809,0.110807,8.71311
479,0.266286,1.30416,0.0718584,0.348095,0.110807,8.71321
480,0.266287,1.30446,0.0718513,0.3481,0.110807,8.7133
481,0.266288,1.30476,0.0718447,0.348104,0.110807,8.71341
482,0.26629,1.30491,0.0718386,0.348107,0.110806,8.71349
483,0.266291,1.30506,0.071833,0.34811,0.110806,8.71354
484,0.266292,1.30521,0.0718279,0.34811,0.110806,8.71354
485,0.266293,1.30536,0.0718235,0.348111,0.110806,8.71355
486,0.266294,1.30551,0.0718198,0.348111,0.110806,8.71354
487,0.266294,1.30551,0.0718167,0.348112,0.110805,8.71355
488,0.266295,1.30566,0.0718142,0.348113,0.110804,8.71358
489,0.266295,1.30581,0.0718125,0.348114,0.110804,8.71358
490,0.266296,1.30581,0.0718114,0.348114,0.110803,8.71361
491,0.266296,1.30581,0.0718109,0.348114,0.110803,8.71359
492,0.266296,1.30581,0.0718111,0.348113,0.110803,8.71356
493,0.266295,1.30581,0.071812,0.348114,0.110803,8.71356
494,0.266295,1.30596,0.0718134,0.348114,0.110803,8.71356
495,0.266295,1.30596,0.0718154,0.348115,0.110803,8.71357
496,0.266294,1.30581,0.071818,0.348114,0.110803,8.71356
497,0.266293,1.30581,0.0718211,0.348114,0.110804,8.71351
498,0.266292,1.30566,0.0718247,0.348113,0.110804,8.71349
499,0.42,0,0,0,0,8.71346
500,0.417548,0,4.80758e-09,0,7.31532e-07,1.43717e-07
501,0.411171,0,4.73916e-09,0,7.33296e-07,5.85764e-07
502,0.400871,0,4.83088e-09,0,5.40291e-07,2.86644e-07
503,0.386646,0,4.50927e-09,0,3.19526e-07,1.42138e-07
504,0.368498,0,4.67022e-09,0,1.34783e-07,9.34296e-08
505,0.346425,0,4.81028e-09,0,9.95276e-09,1.10777e-07
506,0.320417,0,2.93181e-06,0.0202681,0.000136166,1.26239e-07
507,0.292695,0.120331,0.000297353,0.196393,0.00380842,8.1622
508,0.267413,0.995636,0.00173458,0.359668,0.0124922,11.9976
509,0.246255,2.69994,0.00453565,0.50553,0.0222372,15.3225
510,0.230001,5.08958,0.00863405,0.630558,0.0335787,18.1765
511,0.21844,7.97162,0.0138056,0.735271,0.046695,20.2707
512,0.210698,11.0779,0.0196721,0.820612,0.0600734,22.1361
513,0.205741,14.0551,0.0257331,0.886863,0.0741403,23.4278
514,0.20254,16.4903,0.0314973,0.933633,0.0866187,23.5
515,0.200246,18.1416,0.036573,0.963261,0.0964564,23.5
516,0.198487,18.8578,0.0406838,0.977355,0.108521,23.5
517,0.197728,18.3588,0.0434028,0.972532,0.130843,23.2736
518,0.197442,17.496,0.0458326,0.960994,0.14184,23.0644
519,0.197842,16.426,0.0480853,0.943747,0.155436,22.7831
520,0.199112,15.3016,0.0502506,0.921802,0.169493,22.613
521,0.201399,14.2609,0.0523878,0.896117,0.184267,21.9138
522,0.204708,13.339,0.0545043,0.867087,0.200143,21.1268
523,0.208954,12.5031,0.0565661,0.834603,0.216557,20.2531
524,0.213995,11.6811,0.0585185,0.798151,0.232153,19.2688
525,0.219677,10.7733,0.060325,0.756845,0.242803,18.1549
526,0.225873,9.70103,0.0619815,0.709781,0.244971,16.8719
527,0.232488,8.45714,0.0634913,0.656969,0.238713,15.4442
528,0.239462,7.06003,0.0648758,0.598585,0.224746,13.8802
529,0.246768,5.53548,0.0661656,0.534745,0.206659,12.1799
530,0.254397,3.90861,0.0673983,0.465458,0.187602,10.3432
531,0.262208,2.25229,0.0686134,0.392299,0.168365,8.43524
532,0.269801,0.704434,0.0698383,0.319777,0.148914,6.63164
533,0.276726,0.627138,0.0710773,0.252926,0.129193,5.06609
534,0.282537,1.64877,0.0723082,0.197844,0.109239,4.7313
535,0.286853,2.32608,0.0734879,0.187676,0.0893948,4.51019
536,0.289406,2.65365,0.0745648,0.180648,0.070784,4.39226
537,0.290117,2.66462,0.0755109,0.177935,0.0544693,4.40957
538,0.289056,2.4094,0.0763116,0.180103,0.0412678,4.55562
539,0.286442,1.96384,0.0769447,0.187276,0.0319436,4.8283
540,0.282599,1.39199,0.0774178,0.198781,0.0267645,5.56
541,0.277909,0.746248,0.0777586,0.236598,0.025593,6.67867
542,0.272774,0.0862292,0.0780059,0.279443,0.0279827,7.79666
543,0.267572,0.627138,0.0782,0.321889,0.0341541,8.85044
544,0.262638,1.28892,0.0783753,0.361593,0.0462667,9.79234
545,0.258242,1.90423,0.078555,0.396757,0.0601539,10.5873
546,0.254585,2.44777,0.0787494,0.426065,0.0748163,11.2114
547,0.251801,2.89523,0.0789569,0.448652,0.08938,11.6505
548,0.249956,3.22537,0.0791673,0.463958,0.103098,11.8888
549,0.249065,3.42177,0.079365,0.471854,0.115253,11.9473
550,0.249093,3.47457,0.0795331,0.47244,0.125006,11.8346
551,0.249966,3.38391,0.0796572,0.466123,0.132712,11.5469
552,0.251575,3.16038,0.079727,0.453626,0.138892,11.1178
553,0.253785,2.82598,0.079736,0.435912,0.143647,10.5692
554,0.256441,2.40875,0.0796799,0.414237,0.145628,9.95989
555,0.259379,1.93997,0.0795555,0.389944,0.144968,9.30211
556,0.262422,1.45374,0.0793609,0.364495,0.142087,8.63894
557,0.265398,0.983972,0.0790948,0.339505,0.137445,8.0273
558,0.268141,0.561626,0.0787562,0.316501,0.131459,7.48863
559,0.270506,0.213979,0.0783439,0.296824,0.124574,7.05681
560,0.272376,0.0713263,0.0778578,0.281623,0.117235,6.76393
561,0.273675,0.220287,0.0772999,0.271623,0.109904,6.61191
562,0.274366,0.280463,0.076674,0.267129,0.103017,6.60322
563,0.274459,0.247082,0.0759877,0.268028,0.0969834,6.72691
564,0.274001,0.13417,0.0752514,0.273774,0.0921384,6.9624
565,0.273075,0.0862292,0.0744789,0.283613,0.0887219,7.28485
566,0.271786,0.314658,0.0736851,0.29653,0.0868652,7.6615
567,0.270256,0.592153,0.0728858,0.311447,0.0865715,8.07581
568,0.268607,0.890873,0.0720959,0.327263,0.0877261,8.48872
569,0.266957,1.19272,0.071329,0.342993,0.0901455,8.88053
570,0.265412,1.482,0.070596,0.357749,0.093556,9.23128
571,0.26406,1.74484,0.0699055,0.370795,0.0976667,9.51847
572,0.262969,1.96981,0.0692632,0.381589,0.102149,9.75362
573,0.262184,2.14731,0.0686726,0.389717,0.10671,9.9075
574,0.261729,2.27124,0.0681356,0.394989,0.111074,9.98548
575,0.261606,2.33867,0.0676531,0.397337,0.115001,9.98938
576,0.2618,2.34985,0.0672252,0.396866,0.118313,9.92477
577,0.262279,2.30885,0.0668516,0.393824,0.120869,9.80043
578,0.262997,2.22132,0.0665317,0.388548,0.122599,9.61838
579,0.263899,2.09639,0.0662649,0.381525,0.123474,9.41763
580,0.264922,1.94481,0.0660511,0.373239,0.123503,9.18717
581,0.266001,1.77806,0.0658898,0.364281,0.122763,8.95032
582,0.267072,1.60791,0.0657808,0.35522,0.121356,8.72165
583,0.268075,1.44537,0.0657232,0.346599,0.119406,8.50755
584,0.268954,1.29996,0.0657158,0.338916,0.117062,8.33957
585,0.269668,1.17902,0.0657571,0.332556,0.114489,8.20546
586,0.270184,1.08769,0.0658452,0.327817,0.111857,8.11724
587,0.270484,1.02851,0.0659781,0.324853,0.109322,8.07652
588,0.270566,1.00171,0.0661538,0.323709,0.107034,8.08197
589,0.270439,1.00542,0.0663701,0.324294,0.105111,8.12923
590,0.270123,1.03628,0.0666253,0.326418,0.103646,8.21138
591,0.26965,1.08984,0.0669177,0.32982,0.102696,8.32046
592,0.269058,1.16062,0.0672451,0.334178,0.102273,8.44738
593,0.268387,1.24207,0.0676054,0.339136,0.10237,8.57614
594,0.26768,1.32781,0.067996,0.344341,0.102945,8.71733
595,0.266977,1.41195,0.0684142,0.349441,0.103922,8.84299
596,0.266316,1.48872,0.0688568,0.354136,0.105214,8.94609
597,0.265727,1.55356,0.06932,0.358178,0.106719,9.04148
598,0.265234,1.60242,0.0697996,0.361357,0.108329,9.10495
599,0.264854,1.63291,0.0702913,0.363565,0.109953,9.14139
