step,base_height_m,tilt_deg,base_drift_m,leg_joint_dev_rad,arm_joint_dev_rad,leg_torque_nm
40,0.282599,1.39199,0.0774178,0.198781,0.0267645,5.56
41,0.277909,0.746248,0.0777586,0.236598,0.025593,6.67867
42,0.272774,0.0862292,0.0780059,0.279443,0.0279827,7.79666
43,0.267572,0.627138,0.0782,0.321889,0.0341541,8.85044
44,0.262638,1.28892,0.0783753,0.361593,0.0462667,9.79234
45,0.258242,1.90423,0.078555,0.396757,0.0601539,10.5873
46,0.254585,2.44777,0.0787494,0.426065,0.0748163,11.2114
47,0.251801,2.89523,0.0789569,0.448652,0.08938,11.6505
48,0.249956,3.22537,0.0791673,0.463958,0.103098,11.8888
49,0.249065,3.42177,0.079365,0.471854,0.115253,11.9473
50,0.249093,3.47457,0.0795331,0.47244,0.125006,11.8346
51,0.249966,3.38391,0.0796572,0.466123,0.132712,11.5469
52,0.251575,3.16038,0.079727,0.453626,0.138892,11.1178
53,0.253785,2.82598,0.079736,0.435912,0.143647,10.5692
54,0.256441,2.40875,0.0796799,0.414237,0.145628,9.95989
55,0.259379,1.93997,0.0795555,0.389944,0.144968,9.30211
56,0.262422,1.45374,0.0793609,0.364495,0.142087,8.63894
57,0.265398,0.983972,0.0790948,0.339505,0.137445,8.0273
58,0.268141,0.561626,0.0787562,0.316501,0.131459,7.48863
59,0.270506,0.213979,0.0783439,0.296824,0.124574,7.05681
60,0.272376,0.0713263,0.0778578,0.281623,0.117235,6.76393
61,0.273675,0.220287,0.0772999,0.271623,0.109904,6.61191
62,0.274366,0.280463,0.076674,0.267129,0.103017,6.60322
63,0.274459,0.247082,0.0759877,0.268028,0.0969834,6.72691
64,0.274001,0.13417,0.0752514,0.273774,0.0921384,6.9624
65,0.273075,0.0862292,0.0744789,0.283613,0.0887219,7.28485
66,0.271786,0.314658,0.0736851,0.29653,0.0868652,7.6615
67,0.270256,0.592153,0.0728858,0.311447,0.0865715,8.07581
68,0.268607,0.890873,0.0720959,0.327263,0.0877261,8.48872
69,0.266957,1.19272,0.071329,0.342993,0.0901455,8.88053
70,0.265412,1.482,0.070596,0.357749,0.093556,9.23128
71,0.26406,1.74484,0.0699055,0.370795,0.0976667,9.51847
72,0.262969,1.96981,0.0692632,0.381589,0.102149,9.75362
73,0.262184,2.14731,0.0686726,0.389717,0.10671,9.9075
74,0.261729,2.27124,0.0681356,0.394989,0.111074,9.98548
75,0.261606,2.33867,0.0676531,0.397337,0.115001,9.98938
76,0.2618,2.34985,0.0672252,0.396866,0.118313,9.92477
77,0.262279,2.30885,0.0668516,0.393824,0.120869,9.80043
78,0.262997,2.22132,0.0665317,0.388548,0.122599,9.61838
79,0.263899,2.09639,0.0662649,0.381525,0.123474,9.41763
80,0.264922,1.94481,0.0660511,0.373239,0.123503,9.18717
81,0.266001,1.77806,0.0658898,0.364281,0.122763,8.95032
82,0.267072,1.60791,0.0657808,0.35522,0.121356,8.72165
83,0.268075,1.44537,0.0657232,0.346599,0.119406,8.50755
84,0.268954,1.29996,0.0657158,0.338916,0.117062,8.33957
85,0.269668,1.17902,0.0657571,0.332556,0.114489,8.20546
86,0.270184,1.08769,0.0658452,0.327817,0.111857,8.11724
87,0.270484,1.02851,0.0659781,0.324853,0.109322,8.07652
88,0.270566,1.00171,0.0661538,0.323709,0.107034,8.08197
89,0.270439,1.00542,0.0663701,0.324294,0.105111,8.12923
90,0.270123,1.03628,0.0666253,0.326418,0.103646,8.21138
91,0.26965,1.08984,0.0669177,0.32982,0.102696,8.32046
92,0.269058,1.16062,0.0672451,0.334178,0.102273,8.44738
93,0.268387,1.24207,0.0676054,0.339136,0.10237,8.57614
94,0.26768,1.32781,0.067996,0.344341,0.102945,8.71733
95,0.266977,1.41195,0.0684142,0.349441,0.103922,8.84299
96,0.266316,1.48872,0.0688568,0.354136,0.105214,8.94609
97,0.265727,1.55356,0.06932,0.358178,0.106719,9.04148
98,0.265234,1.60242,0.0697996,0.361357,0.108329,9.10495
99,0.264854,1.63291,0.0702913,0.363565,0.109953,9.14139
100,0.264594,1.64378,0.0707904,0.364705,0.111472,9.1502
101,0.264457,1.63494,0.0712922,0.364811,0.112834,9.13313
102,0.264436,1.60742,0.0717915,0.363923,0.113958,9.09236
103,0.264518,1.56285,0.0722833,0.362157,0.114805,9.03146
104,0.264687,1.50441,0.0727628,0.35966,0.115352,8.95521
105,0.264922,1.43572,0.0732253,0.356617,0.115583,8.86878
106,0.265201,1.36071,0.0736661,0.353231,0.115527,8.77764
107,0.2655,1.28375,0.0740817,0.349719,0.115196,8.68735
108,0.265797,1.20901,0.0744679,0.346285,0.11463,8.60289
109,0.26607,1.14004,0.0748215,0.343115,0.11389,8.52854
110,0.266303,1.07992,0.0751394,0.340373,0.113027,8.46796
111,0.266482,1.03098,0.0754195,0.338181,0.112103,8.42347
112,0.266598,0.995046,0.0756597,0.336625,0.111177,8.39638
113,0.266646,0.972168,0.0758586,0.33574,0.110305,8.38691
114,0.266627,0.962662,0.0760157,0.335526,0.109539,8.39409
115,0.266547,0.965503,0.0761307,0.335932,0.108913,8.41611
116,0.266414,0.979388,0.0762045,0.336887,0.108456,8.45041
117,0.26624,1.00308,0.0762381,0.338296,0.108182,8.49414
118,0.266038,1.03401,0.076233,0.340038,0.108093,8.54403
119,0.265823,1.07009,0.0761907,0.341985,0.10818,8.59026
120,0.26561,1.10889,0.076113,0.34401,0.108424,8.6488
121,0.265411,1.14825,0.0760019,0.345994,0.108801,8.69749
122,0.26524,1.18581,0.0758597,0.347823,0.109279,8.74043
123,0.265106,1.21997,0.0756885,0.349409,0.10982,8.77554
124,0.265016,1.24945,0.0754906,0.350685,0.110387,8.80163
125,0.264975,1.27303,0.0752683,0.351607,0.110945,8.81806
126,0.264982,1.29028,0.0750237,0.352156,0.111459,8.82484
127,0.265038,1.30161,0.0747593,0.352339,0.111904,8.82256
128,0.265138,1.30686,0.0744773,0.352182,0.112257,8.81229
129,0.265275,1.30716,0.0741802,0.351731,0.112503,8.79545
130,0.265442,1.30326,0.0738705,0.351046,0.112639,8.77386
131,0.265631,1.29664,0.0735505,0.350195,0.11266,8.74949
132,0.26583,1.28831,0.0732227,0.349249,0.11257,8.7239
133,0.266032,1.27947,0.0728897,0.348284,0.112397,8.69948
134,0.266228,1.27149,0.0725544,0.347367,0.112144,8.67751
135,0.266409,1.26532,0.0722192,0.346552,0.111829,8.6592
136,0.26657,1.26161,0.0718871,0.345898,0.111486,8.6458
137,0.266706,1.2613,0.0715608,0.345437,0.111128,8.63826
138,0.266814,1.26486,0.0712432,0.345187,0.110776,8.63591
139,0.266892,1.27211,0.0709368,0.345165,0.11045,8.63952
140,0.266941,1.28298,0.0706443,0.345355,0.110173,8.64836
141,0.266963,1.29739,0.0703684,0.345739,0.10995,8.66165
142,0.266961,1.31448,0.0701109,0.346288,0.109789,8.67859
143,0.26694,1.33354,0.069874,0.346963,0.109694,8.69763
144,0.266903,1.35335,0.0696593,0.347714,0.109673,8.7181
145,0.266856,1.3733,0.0694685,0.348502,0.109715,8.7385
146,0.266804,1.39255,0.0693031,0.349283,0.109812,8.75779
147,0.266752,1.41028,0.0691639,0.350008,0.109954,8.77498
148,0.266704,1.4256,0.0690517,0.350644,0.110128,8.78927
149,0.266663,1.43804,0.0689669,0.351163,0.110323,8.79999
150,0.266631,1.44713,0.0689097,0.351543,0.110523,8.80691
151,0.26661,1.45293,0.0688801,0.351777,0.110718,8.8099
152,0.2666,1.45508,0.0688776,0.351859,0.110894,8.8091
153,0.266601,1.45401,0.0689015,0.351796,0.111044,8.80478
154,0.266611,1.44969,0.068951,0.351601,0.111161,8.79733
155,0.266628,1.44239,0.0690249,0.351291,0.111241,8.7874
156,0.266649,1.43286,0.0691221,0.350891,0.111282,8.77565
157,0.266673,1.42134,0.069241,0.350429,0.111285,8.76286
158,0.266696,1.40848,0.06938,0.349929,0.111253,8.74963
159,0.266715,1.39479,0.0695374,0.349421,0.111191,8.73673
160,0.266727,1.38112,0.0697114,0.34893,0.111104,8.72475
161,0.266732,1.36745,0.0699002,0.348479,0.111,8.71418
162,0.266727,1.35451,0.0701017,0.348081,0.110888,8.70529
163,0.266711,1.34261,0.0703139,0.347754,0.110773,8.69838
164,0.266684,1.33178,0.0705349,0.347505,0.110665,8.69357
165,0.266645,1.32234,0.0707624,0.347335,0.110569,8.69078
166,0.266597,1.31418,0.0709945,0.347242,0.110485,8.6899
167,0.26654,1.30701,0.071229,0.347212,0.110433,8.6833
168,0.266475,1.30101,0.0714638,0.347249,0.110398,8.69257
169,0.266406,1.29588,0.071697,0.347333,0.110389,8.69553
170,0.266334,1.29165,0.0719269,0.347447,0.110404,8.69896
171,0.266261,1.28755,0.0721516,0.347577,0.110437,8.70236
172,0.26619,1.2839,0.0723693,0.347708,0.110495,8.70573
173,0.266123,1.28008,0.0725783,0.347823,0.110565,8.70848
174,0.26606,1.27641,0.072777,0.347924,0.11064,8.71052
175,0.266005,1.27242,0.0729641,0.34799,0.110723,8.71156
176,0.265958,1.26826,0.0731383,0.34802,0.110804,8.71159
177,0.265919,1.26347,0.0732981,0.348007,0.110886,8.71045
178,0.265888,1.25834,0.0734426,0.347952,0.110959,8.70829
179,0.265866,1.2532,0.073571,0.347863,0.11102,8.70533
180,0.265853,1.24772,0.0736822,0.347741,0.111067,8.70166
181,0.265846,1.24238,0.0737758,0.347591,0.111098,8.69747
182,0.265847,1.23717,0.073851,0.34743,0.111115,8.69315
183,0.265852,1.23242,0.0739079,0.347262,0.111117,8.68881
184,0.265862,1.22812,0.073946,0.347097,0.111106,8.68476
185,0.265876,1.22445,0.0739658,0.346944,0.111084,8.68117
186,0.265892,1.22173,0.0739671,0.346811,0.111051,8.67825
187,0.265909,1.22013,0.0739504,0.346704,0.111012,8.67611
188,0.265927,1.21949,0.0739163,0.346631,0.110969,8.6749
189,0.265946,1.22013,0.0738654,0.346594,0.110925,8.67465
190,0.265964,1.22189,0.0737985,0.346593,0.110882,8.67539
191,0.265981,1.22477,0.0737165,0.346631,0.110844,8.67702
192,0.265998,1.2286,0.0736205,0.346702,0.110811,8.67944
193,0.266015,1.23337,0.0735115,0.346803,0.110785,8.68258
194,0.266032,1.23907,0.073391,0.346929,0.110766,8.68623
195,0.266049,1.24553,0.07326,0.347075,0.110756,8.69031
196,0.266067,1.25242,0.07312,0.347237,0.110753,8.69459
197,0.266086,1.25974,0.0729725,0.347405,0.110758,8.69895
198,0.266106,1.26718,0.0728188,0.347573,0.110768,8.70318
199,0.266128,1.27457,0.0726604,0.347736,0.110782,8.70717
200,0.266152,1.28207,0.0724988,0.347888,0.1108,8.71079
201,0.266177,1.28922,0.0723354,0.348036,0.11082,8.71403
202,0.266205,1.29604,0.0721716,0.348146,0.110835,8.71676
203,0.266233,1.30251,0.0720088,0.348253,0.110848,8.7191
204,0.266263,1.30851,0.0718486,0.348341,0.110863,8.72097
205,0.266294,1.31433,0.0716923,0.348412,0.110872,8.72242
206,0.266326,1.31953,0.071541,0.348465,0.110876,8.72344
207,0.266358,1.32441,0.0713961,0.348505,0.110875,8.72419
208,0.26639,1.32898,0.0712585,0.348532,0.11087,8.72461
209,0.26642,1.33281,0.0711292,0.348549,0.11086,8.72517
210,0.266449,1.33662,0.0710091,0.348561,0.110842,8.7251
211,0.266475,1.33969,0.0708989,0.348564,0.110828,8.72516
212,0.266498,1.34261,0.0707995,0.348575,0.11081,8.72543
213,0.266518,1.34508,0.0707116,0.348584,0.11079,8.72565
214,0.266535,1.34756,0.0706357,0.348598,0.11077,8.72605
215,0.266549,1.34959,0.0705722,0.348615,0.11075,8.72652
216,0.266559,1.35133,0.0705215,0.348632,0.110733,8.72701
217,0.266566,1.35292,0.0704835,0.348654,0.110718,8.72762
218,0.26657,1.35393,0.0704584,0.348675,0.110707,8.72819
219,0.26657,1.3548,0.0704461,0.3487,0.110698,8.72883
220,0.266567,1.35523,0.0704464,0.348722,0.110694,8.72935
221,0.266562,1.35537,0.0704592,0.348743,0.110693,8.72982
222,0.266553,1.35494,0.0704839,0.348761,0.110695,8.73018
223,0.266543,1.35407,0.0705201,0.348772,0.1107,8.73036
224,0.26653,1.35277,0.0705674,0.348776,0.110707,8.73034
225,0.266517,1.35118,0.070625,0.348774,0.110716,8.73009
226,0.266501,1.34901,0.0706924,0.348761,0.110726,8.7296
227,0.266485,1.34654,0.0707686,0.348739,0.110737,8.72888
228,0.266468,1.34363,0.0708528,0.348709,0.110747,8.7279
229,0.26645,1.34042,0.0709442,0.348668,0.110758,8.7267
230,0.266431,1.33677,0.0710417,0.348619,0.110768,8.72529
231,0.266413,1.33281,0.0711445,0.34856,0.110777,8.72364
232,0.266394,1.32884,0.0712515,0.348497,0.110785,8.72193
233,0.266374,1.32441,0.0713617,0.348427,0.110792,8.72011
234,0.266354,1.31982,0.0714739,0.348352,0.110798,8.71811
235,0.266335,1.31522,0.0715873,0.348275,0.110802,8.71614
236,0.266315,1.31045,0.0717009,0.348197,0.110805,8.71417
237,0.266295,1.30581,0.0718136,0.348121,0.110806,8.7123
238,0.266275,1.30161,0.0719248,0.348049,0.110807,8.71054
239,0.266256,1.29739,0.0720332,0.347982,0.110807,8.70889
240,0.266237,1.29316,0.072138,0.347917,0.110804,8.70734
241,0.266218,1.28922,0.0722383,0.347857,0.110808,8.70594
242,0.266199,1.28542,0.0723335,0.347805,0.110809,8.70473
243,0.266181,1.28207,0.0724228,0.347755,0.11081,8.70365
244,0.266164,1.27901,0.0725056,0.347718,0.110812,8.70282
245,0.266149,1.27626,0.0725813,0.347685,0.110814,8.7021
246,0.266134,1.2738,0.0726494,0.347657,0.110817,8.70152
247,0.266121,1.2718,0.0727095,0.347635,0.110821,8.70103
248,0.26611,1.27011,0.0727613,0.347615,0.110826,8.70062
249,0.266101,1.26857,0.0728045,0.347598,0.110832,8.70023
250,0.266093,1.26749,0.0728389,0.347585,0.110838,8.69997
251,0.266088,1.26656,0.0728643,0.347572,0.110845,8.69969
252,0.266084,1.2661,0.0728809,0.347565,0.11085,8.69955
253,0.266082,1.26579,0.0728887,0.347558,0.110855,8.69944
254,0.266083,1.26579,0.0728877,0.347555,0.11086,8.69942
255,0.266085,1.2661,0.0728781,0.347555,0.110863,8.69947
256,0.266089,1.26671,0.0728603,0.347555,0.110865,8.69952
257,0.266095,1.26749,0.0728344,0.34756,0.110866,8.6997
258,0.266102,1.26857,0.0728011,0.347565,0.110866,8.69991
259,0.266111,1.26995,0.0727605,0.347576,0.110865,8.70026
260,0.266121,1.27149,0.0727134,0.347591,0.110863,8.70072
261,0.266133,1.27334,0.0726602,0.347609,0.110859,8.70122
262,0.266145,1.27564,0.0726016,0.347633,0.110855,8.70192
263,0.266158,1.27779,0.072538,0.347658,0.11085,8.70264
264,0.266172,1.28024,0.0724703,0.347687,0.110846,8.70343
265,0.266186,1.28298,0.072399,0.347723,0.110841,8.70438
266,0.266201,1.28588,0.0723247,0.347762,0.110835,8.70543
267,0.266216,1.28877,0.0722483,0.3478,0.110831,8.70647
268,0.266231,1.29165,0.0721703,0.347841,0.110826,8.70755
269,0.266246,1.29452,0.0720916,0.347883,0.110822,8.70865
270,0.266261,1.29739,0.0720128,0.347928,0.110818,8.70981
271,0.266275,1.30056,0.0719347,0.347975,0.110813,8.71099
272,0.26629,1.30341,0.0718578,0.348022,0.110809,8.71218
273,0.266303,1.30641,0.0717828,0.348067,0.110806,8.7133
274,0.266317,1.30925,0.0717103,0.348113,0.110802,8.71444
275,0.26633,1.31194,0.0716409,0.348156,0.110799,8.71551
276,0.266342,1.31448,0.0715751,0.348198,0.110797,8.71649
277,0.266353,1.317,0.0715134,0.348238,0.110795,8.71746
278,0.266364,1.31923,0.0714561,0.348273,0.110793,8.71829
279,0.266374,1.32116,0.0714037,0.348306,0.110791,8.71904
280,0.266383,1.32308,0.0713566,0.348336,0.11079,8.71974
281,0.266391,1.32456,0.071315,0.348359,0.110788,8.72027
282,0.266397,1.32589,0.0712792,0.348382,0.110787,8.72075
283,0.266403,1.32692,0.0712494,0.348402,0.110785,8.72118
284,0.266408,1.32781,0.0712256,0.348414,0.110783,8.72141
285,0.266411,1.3284,0.0712081,0.348427,0.110781,8.72165
286,0.266414,1.32884,0.0711967,0.348435,0.110779,8.72179
287,0.266415,1.32898,0.0711914,0.348438,0.110777,8.72194
288,0.266414,1.32913,0.0711922,0.348443,0.110774,8.72191
289,0.266413,1.32884,0.0711989,0.348444,0.110773,8.7219
290,0.26641,1.3284,0.0712112,0.34844,0.110772,8.72176
291,0.266407,1.32781,0.0712292,0.348435,0.110771,8.72155
292,0.266402,1.32707,0.0712525,0.348429,0.110771,8.72133
293,0.266397,1.32589,0.0712805,0.348417,0.110772,8.72102
294,0.26639,1.32471,0.0713132,0.348401,0.110773,8.72054
295,0.266383,1.32338,0.0713501,0.348385,0.110775,8.72009
296,0.266375,1.3219,0.0713908,0.348368,0.110777,8.71959
297,0.266367,1.32042,0.0714349,0.34835,0.110778,8.71909
298,0.266357,1.31849,0.0714818,0.348325,0.110781,8.71843
299,0.266348,1.31656,0.0715312,0.348297,0.110784,8.71768
300,0.266338,1.31462,0.0715826,0.348269,0.110786,8.71695
301,0.266328,1.31254,0.0716355,0.348239,0.110788,8.71618
302,0.266318,1.31045,0.0716894,0.348209,0.110791,8.71539
303,0.266307,1.30851,0.0717439,0.348178,0.110793,8.7146
304,0.266297,1.30641,0.0717985,0.348146,0.110795,8.71383
305,0.266287,1.30431,0.0718526,0.348115,0.110797,8.71303
306,0.266276,1.30236,0.0719059,0.348084,0.1108,8.71227
307,0.266267,1.30041,0.0719578,0.348054,0.110802,8.71152
308,0.266257,1.2986,0.072008,0.348027,0.110805,8.71082
309,0.266247,1.29694,0.0720561,0.348,0.110808,8.71017
310,0.266239,1.29513,0.0721016,0.347974,0.110811,8.70952
311,0.26623,1.29347,0.0721443,0.347948,0.110813,8.7089
312,0.266223,1.2921,0.072184,0.347927,0.110816,8.70842
313,0.266215,1.29089,0.0722202,0.347908,0.110819,8.70796
314,0.266209,1.28968,0.0722527,0.347889,0.110821,8.70751
315,0.266203,1.28846,0.0722813,0.347871,0.110823,8.70709
316,0.266198,1.2874,0.0723059,0.347853,0.110826,8.70669
317,0.266194,1.28664,0.0723265,0.347839,0.110828,8.70633
318,0.266191,1.28603,0.0723428,0.347828,0.110829,8.70613
319,0.266189,1.28557,0.0723549,0.347819,0.11083,8.70595
320,0.266188,1.28512,0.0723627,0.347811,0.11083,8.7058
321,0.266187,1.28512,0.0723663,0.347806,0.110831,8.70568
322,0.266187,1.28512,0.0723658,0.347804,0.110831,8.70568
323,0.266189,1.28527,0.0723611,0.347803,0.110832,8.70575
324,0.26619,1.28557,0.0723524,0.347805,0.110832,8.70583
325,0.266193,1.28588,0.0723399,0.347806,0.110832,8.70589
326,0.266196,1.28664,0.0723238,0.347813,0.110831,8.7061
327,0.266201,1.2874,0.0723043,0.347822,0.110831,8.70638
328,0.266205,1.28816,0.0722816,0.347833,0.11083,8.7067
329,0.26621,1.28907,0.0722559,0.347845,0.110829,8.70704
330,0.266216,1.28983,0.0722276,0.347856,0.110828,8.70738
331,0.266221,1.29104,0.0721971,0.347871,0.110826,8.70777
332,0.266228,1.29241,0.0721646,0.34789,0.110824,8.70829
333,0.266235,1.29377,0.0721304,0.347912,0.110822,8.70885
334,0.266241,1.29528,0.0720949,0.347935,0.11082,8.70945
335,0.266249,1.29664,0.0720583,0.347957,0.110818,8.71002
336,0.266256,1.29815,0.072021,0.347979,0.110817,8.71058
337,0.266263,1.2995,0.0719833,0.348002,0.110816,8.71118
338,0.26627,1.30086,0.0719455,0.348024,0.110815,8.71173
339,0.266277,1.30221,0.071908,0.348045,0.110814,8.71227
340,0.266284,1.30356,0.0718712,0.348067,0.110812,8.71281
341,0.266291,1.30491,0.0718352,0.348089,0.11081,8.71335
342,0.266298,1.30626,0.0718006,0.34811,0.110808,8.71388
343,0.266304,1.30746,0.0717674,0.34813,0.110806,8.71438
344,0.26631,1.30866,0.071736,0.34815,0.110804,8.71483
345,0.266316,1.30985,0.0717065,0.348168,0.110802,8.71529
346,0.266321,1.3109,0.0716792,0.348185,0.1108,8.71569
347,0.266326,1.31179,0.0716542,0.348199,0.110799,8.716
348,0.26633,1.31254,0.0716317,0.348211,0.110798,8.71631
349,0.266334,1.31328,0.0716119,0.348222,0.110797,8.71654
350,0.266337,1.31388,0.0715949,0.348233,0.110795,8.71679
351,0.26634,1.31448,0.0715808,0.348244,0.110794,8.71703
352,0.266342,1.31507,0.0715696,0.348253,0.110792,8.71723
353,0.266344,1.31537,0.0715614,0.348261,0.110791,8.7174
354,0.266345,1.31552,0.071556,0.348263,0.110791,8.71742
355,0.266345,1.31552,0.0715536,0.348266,0.110791,8.71746
356,0.266345,1.31567,0.0715541,0.348268,0.11079,8.71745
357,0.266344,1.31552,0.0715575,0.348269,0.11079,8.71746
358,0.266343,1.31552,0.0715636,0.348268,0.11079,8.71739
359,0.266341,1.31507,0.0715723,0.348264,0.11079,8.71729
360,0.266339,1.31448,0.0715834,0.348257,0.110791,8.71708
361,0.266336,1.31403,0.0715969,0.348248,0.110792,8.71683
362,0.266333,1.31328,0.0716126,0.348239,0.110792,8.71657
363,0.26633,1.31269,0.0716303,0.348229,0.110793,8.71628
364,0.266326,1.31194,0.0716499,0.348219,0.110793,8.71601
365,0.266322,1.3112,0.0716712,0.348208,0.110793,8.71572
366,0.266317,1.3106,0.0716938,0.348197,0.110794,8.71542
367,0.266313,1.3097,0.0717176,0.348185,0.110795,8.71508
368,0.266308,1.30896,0.0717423,0.348173,0.110796,8.71476
369,0.266303,1.30791,0.0717675,0.348157,0.110798,8.71436
370,0.266298,1.30686,0.0717932,0.34814,0.1108,8.71391
371,0.266293,1.30581,0.0718192,0.348124,0.110802,8.7135
372,0.266288,1.30476,0.0718452,0.348108,0.110804,8.7131
373,0.266283,1.30371,0.071871,0.348092,0.110805,8.7127
374,0.266278,1.30266,0.0718964,0.348075,0.110806,8.71226
375,0.266273,1.30176,0.0719212,0.34806,0.110807,8.71188
376,0.266269,1.30101,0.0719452,0.348046,0.110807,8.71155
377,0.266264,1.30026,0.0719682,0.348033,0.110808,8.71125
378,0.26626,1.2995,0.0719899,0.34802,0.110809,8.71093
379,0.266257,1.29875,0.0720103,0.348008,0.11081,8.7106
380,0.266253,1.298,0.0720291,0.347994,0.110812,8.71031
381,0.26625,1.29724,0.0720463,0.347984,0.110813,8.71004
382,0.266247,1.29664,0.0720617,0.347974,0.110815,8.70981
383,0.266244,1.29604,0.0720753,0.347964,0.110815,8.70961
384,0.266242,1.29543,0.072087,0.347955,0.110816,8.70939
385,0.26624,1.29498,0.0720967,0.347947,0.110817,8.70921
386,0.266238,1.29468,0.0721044,0.347939,0.110817,8.70907
387,0.266237,1.29452,0.0721102,0.347936,0.110817,8.70901
388,0.266237,1.29452,0.0721139,0.347935,0.110816,8.70901
389,0.266237,1.29452,0.0721156,0.347936,0.110816,8.70904
390,0.266237,1.29468,0.0721152,0.347937,0.110816,8.70911
391,0.266237,1.29483,0.0721129,0.347939,0.110817,8.70918
392,0.266238,1.29483,0.0721086,0.347941,0.110818,8.70927
393,0.266239,1.29498,0.0721025,0.347944,0.110818,8.70935
394,0.26624,1.29513,0.0720946,0.347947,0.110819,8.70945
395,0.266242,1.29543,0.0720851,0.347951,0.110819,8.7096
396,0.266245,1.29588,0.0720742,0.347956,0.110818,8.70973
397,0.266247,1.29649,0.0720621,0.347965,0.110817,8.70999
398,0.26625,1.29694,0.0720486,0.347975,0.110816,8.71023
399,0.266253,1.29754,0.072034,0.347984,0.110815,8.71048
400,0.266255,1.29815,0.0720184,0.347994,0.110815,8.71073
401,0.266259,1.2989,0.072002,0.348004,0.110814,8.71098
402,0.266262,1.2995,0.071985,0.348015,0.110814,8.71128
403,0.266265,1.30026,0.0719674,0.348027,0.110814,8.71156
404,0.266269,1.30086,0.0719496,0.348038,0.110813,8.71182
405,0.266272,1.30161,0.0719315,0.348046,0.110813,8.71207
406,0.266276,1.30221,0.0719134,0.348056,0.110812,8.71232
407,0.266279,1.30281,0.0718955,0.348066,0.110811,8.71255
408,0.266283,1.30341,0.0718779,0.348076,0.11081,8.71282
409,0.266286,1.30401,0.0718608,0.348087,0.110809,8.71305
410,0.266289,1.30461,0.0718442,0.348095,0.110808,8.71327
411,0.266292,1.30521,0.0718284,0.348103,0.110807,8.7135
412,0.266295,1.30581,0.0718134,0.348113,0.110805,8.71372
413,0.266298,1.30641,0.0717994,0.348121,0.110804,8.71391
414,0.2663,1.30686,0.0717864,0.348132,0.110803,8.71413
415,0.266303,1.30746,0.0717745,0.34814,0.110802,8.71436
416,0.266305,1.30776,0.0717638,0.348147,0.110802,8.71452
417,0.266306,1.30806,0.0717544,0.348151,0.110801,8.71461
418,0.266308,1.30821,0.0717463,0.348154,0.110801,8.71468
419,0.266309,1.30836,0.0717396,0.348157,0.1108,8.71473
420,0.26631,1.30866,0.0717343,0.348161,0.1108,8.71481
