attempt,step,time_s,phase,jaw_centre_error_m,lateral_error_m,along_error_m,tip_goal_error_m,jaw_command_m,approach_elevation_deg,jaw_tilt_deg,base_height_m,fell,cup_lift_m,cup_tilt_deg
0,524,10.48,lift,0.04252,0.02635,-0.03336,0.04252,0.0,-6.05,8.65,0.3201,0,0.0069,14.62
1,524,10.48,lift,0.03868,0.0332,-0.01984,0.03868,0.0,-10.15,12.21,0.3211,0,0.0027,5.59
2,524,10.48,lift,0.03989,0.03826,-0.01128,0.03989,0.0,-9.88,12.11,0.3206,0,0.0275,90.0
3,524,10.48,lift,0.07603,0.06898,0.03198,0.07603,0.0,-8.67,5.65,0.3123,0,0.0415,2.37
0,525,10.5,lift,0.04244,0.02639,-0.03323,0.04244,0.0,-5.8,8.12,0.3199,0,0.007,14.84
1,525,10.5,lift,0.03946,0.03437,-0.01939,0.03946,0.0,-9.66,12.52,0.3206,0,0.0011,2.33
2,525,10.5,lift,0.04125,0.03977,-0.01094,0.04125,0.0,-9.41,12.5,0.3201,0,0.0275,90.0
3,525,10.5,lift,0.07902,0.07187,0.03287,0.07902,0.0,-8.4,5.03,0.3123,0,0.0445,3.16
0,526,10.52,lift,0.04089,0.02767,-0.0301,0.04089,0.0,-5.19,7.73,0.3198,0,0.0071,14.88
1,526,10.52,lift,0.04023,0.03544,-0.01904,0.04023,0.0,-9.2,12.86,0.3202,0,0.0005,1.16
2,526,10.52,lift,0.04233,0.04096,-0.01069,0.04233,0.0,-8.99,12.88,0.3196,0,0.0275,90.0
3,526,10.52,lift,0.08211,0.07487,0.0337,0.08211,0.0,-8.1,4.05,0.3123,0,0.0476,4.05
0,527,10.54,lift,0.0385,0.02812,-0.02629,0.0385,0.0,-4.64,7.4,0.3197,0,0.0069,14.46
1,527,10.54,lift,0.04105,0.03649,-0.0188,0.04105,0.0,-8.76,13.22,0.3198,0,0.0012,2.58
2,527,10.54,lift,0.04311,0.04181,-0.01051,0.04311,0.0,-8.62,13.26,0.3192,0,0.0275,90.0
3,527,10.54,lift,0.08456,0.07728,0.03434,0.08456,0.0,-7.83,3.87,0.3123,0,0.0507,4.26
0,528,10.56,lift,0.03555,0.02743,-0.02261,0.03555,0.0,-4.25,7.4,0.3197,0,0.0063,13.21
1,528,10.56,lift,0.0419,0.03752,-0.01865,0.0419,0.0,-8.34,13.61,0.3195,0,0.0013,2.68
2,528,10.56,lift,0.04361,0.04236,-0.01037,0.04361,0.0,-8.29,13.63,0.3188,0,0.0275,90.0
3,528,10.56,lift,0.08713,0.0798,0.035,0.08713,0.0,-7.57,2.84,0.3123,0,0.0538,5.07
0,529,10.58,lift,0.03317,0.02675,-0.01962,0.03317,0.0,-3.93,7.39,0.3198,0,0.0053,11.08
1,529,10.58,lift,0.0427,0.03844,-0.01859,0.0427,0.0,-7.95,14.0,0.3192,0,0.0007,1.43
2,529,10.58,lift,0.04392,0.04271,-0.01024,0.04392,0.0,-8.01,13.99,0.3184,0,0.0275,90.0
3,529,10.58,lift,0.08904,0.08171,0.03539,0.08904,0.0,-7.35,2.6,0.3124,0,0.0567,5.36
0,530,10.6,lift,0.03209,0.02723,-0.01699,0.03209,0.0,-3.48,7.44,0.3199,0,0.0038,8.0
1,530,10.6,lift,0.04341,0.03921,-0.01864,0.04341,0.0,-7.59,14.4,0.3189,0,0.0002,0.6
2,530,10.6,lift,0.04428,0.04309,-0.01018,0.04428,0.0,-7.76,14.36,0.3181,0,0.0275,90.0
3,530,10.6,lift,0.09044,0.08301,0.0359,0.09044,0.0,-7.11,2.1,0.3124,0,0.0597,5.88
0,531,10.62,lift,0.03203,0.02864,-0.01434,0.03203,0.0,-2.92,7.51,0.3202,0,0.0018,3.89
1,531,10.62,lift,0.04411,0.03992,-0.01878,0.04411,0.0,-7.26,14.81,0.3186,0,0.0004,0.91
2,531,10.62,lift,0.04488,0.04373,-0.01012,0.04488,0.0,-7.5,14.75,0.3177,0,0.0275,90.0
3,531,10.62,lift,0.09207,0.08461,0.03631,0.09207,0.0,-6.92,1.25,0.3125,0,0.0627,6.69
0,532,10.64,lift,0.03256,0.03036,-0.01176,0.03256,0.0,-2.32,7.54,0.3205,0,0.001,2.42
1,532,10.64,lift,0.04499,0.04078,-0.01901,0.04499,0.0,-6.94,15.23,0.3183,0,0.0001,0.19
2,532,10.64,lift,0.04569,0.04458,-0.01003,0.04569,0.0,-7.23,15.14,0.3174,0,0.0275,90.0
3,532,10.64,lift,0.09357,0.08614,0.03653,0.09357,0.0,-6.72,1.36,0.3125,0,0.0656,6.69
0,533,10.66,lift,0.03336,0.03204,-0.00927,0.03336,0.0,-1.73,7.54,0.3209,0,0.0025,5.26
1,533,10.66,lift,0.04608,0.04186,-0.01927,0.04608,0.0,-6.6,15.65,0.318,0,0.0,0.02
2,533,10.66,lift,0.04655,0.04551,-0.00979,0.04655,0.0,-6.91,15.44,0.3171,0,0.0275,90.0
3,533,10.66,lift,0.09539,0.08805,0.03669,0.09539,0.0,-6.51,0.84,0.3125,0,0.0685,7.18
0,534,10.68,lift,0.03472,0.03401,-0.00698,0.03472,0.0,-1.13,7.54,0.3213,0,0.0036,7.59
1,534,10.68,lift,0.04729,0.04307,-0.01953,0.04729,0.0,-6.25,16.02,0.3176,0,0.0,0.0
2,534,10.68,lift,0.04739,0.04645,-0.00938,0.04739,0.0,-6.54,15.66,0.3168,0,0.0275,90.0
3,534,10.68,lift,0.09692,0.08974,0.03659,0.09692,0.0,-6.4,0.27,0.3124,0,0.0712,7.79
0,535,10.7,lift,0.03687,0.03656,-0.00478,0.03687,0.0,-0.47,7.55,0.3218,0,0.0043,9.09
1,535,10.7,lift,0.04865,0.04444,-0.0198,0.04865,0.0,-5.87,16.34,0.3173,0,0.0,0.0
2,535,10.7,lift,0.04835,0.04754,-0.00885,0.04835,0.0,-6.13,15.85,0.3165,0,0.0275,90.0
3,535,10.7,lift,0.09816,0.09113,0.03647,0.09816,0.0,-6.29,0.01,0.3124,0,0.0737,8.03
0,536,10.72,lift,0.03951,0.03942,-0.00259,0.03951,0.0,0.23,7.54,0.3223,0,0.0047,9.78
1,536,10.72,lift,0.05031,0.04612,-0.02011,0.05031,0.0,-5.45,16.61,0.317,0,0.0,0.0
2,536,10.72,lift,0.04975,0.04906,-0.00825,0.04975,0.0,-5.65,16.05,0.3161,0,0.0275,90.0
3,536,10.72,lift,0.09938,0.09246,0.03642,0.09938,0.0,-6.12,0.18,0.3122,0,0.0763,8.07
0,537,10.74,lift,0.04259,0.04258,-0.00045,0.04259,0.0,0.95,7.54,0.3228,0,0.0046,9.69
1,537,10.74,lift,0.05238,0.04823,-0.02044,0.05238,0.0,-4.98,16.86,0.3166,0,0.0,0.0
2,537,10.74,lift,0.05165,0.0511,-0.00749,0.05165,0.0,-5.09,16.25,0.3158,0,0.0275,90.0
3,537,10.74,lift,0.10021,0.09338,0.03636,0.10021,0.0,-6.0,0.6,0.3121,0,0.0787,8.38
0,538,10.76,lift,0.04577,0.04574,0.00166,0.04577,0.0,1.67,7.54,0.3233,0,0.0042,8.78
1,538,10.76,lift,0.05484,0.05074,-0.02081,0.05484,0.0,-4.47,17.11,0.3162,0,0.0,0.0
2,538,10.76,lift,0.05385,0.05345,-0.0065,0.05385,0.0,-4.43,16.42,0.3155,0,0.0275,90.0
3,538,10.76,lift,0.10083,0.09413,0.03613,0.10083,0.0,-5.94,0.67,0.312,0,0.0809,8.53
0,539,10.78,lift,0.04927,0.04914,0.0036,0.04927,0.0,2.41,7.54,0.3238,0,0.0033,6.97
1,539,10.78,lift,0.05765,0.05359,-0.02124,0.05765,0.0,-3.92,17.36,0.3157,0,0.0,0.0
2,539,10.78,lift,0.05615,0.0559,-0.00529,0.05615,0.0,-3.71,16.55,0.3151,0,0.0275,90.0
3,539,10.78,lift,0.10154,0.09499,0.03589,0.10154,0.0,-5.86,0.98,0.3118,0,0.083,8.87
0,540,10.8,lift,0.05303,0.05274,0.00557,0.05303,0.0,3.18,7.51,0.3242,0,0.002,4.2
1,540,10.8,lift,0.06073,0.05675,-0.02163,0.06073,0.0,-3.33,17.62,0.3152,0,0.0,0.0
2,540,10.8,lift,0.05861,0.05848,-0.00398,0.05861,0.0,-2.94,16.66,0.3147,0,0.0275,90.0
3,540,10.8,lift,0.10234,0.09594,0.03563,0.10234,0.0,-5.8,1.77,0.3117,0,0.0851,9.49
0,541,10.82,lift,0.0564,0.0559,0.00752,0.0564,0.0,3.91,7.41,0.3246,0,0.0003,0.89
1,541,10.82,lift,0.06406,0.06021,-0.0219,0.06406,0.0,-2.68,17.88,0.3147,0,0.0,0.0
2,541,10.82,lift,0.06141,0.06135,-0.00266,0.06141,0.0,-2.13,16.8,0.3143,0,0.0275,90.0
3,541,10.82,lift,0.10293,0.09663,0.03546,0.10293,0.0,-5.77,2.05,0.3115,0,0.0871,9.63
0,542,10.84,lift,0.05934,0.0586,0.00937,0.05934,0.0,4.56,7.15,0.325,0,0.0008,1.78
1,542,10.84,lift,0.0676,0.0639,-0.02204,0.0676,0.0,-1.99,18.14,0.3142,0,0.0,0.0
2,542,10.84,lift,0.0646,0.06458,-0.00129,0.0646,0.0,-1.25,16.94,0.3139,0,0.0275,90.0
3,542,10.84,lift,0.10343,0.09718,0.0354,0.10343,0.0,-5.69,2.02,0.3113,0,0.0891,9.52
0,543,10.86,lift,0.06212,0.06114,0.01102,0.06212,0.0,5.18,6.84,0.3252,0,0.0011,2.3
1,543,10.86,lift,0.07124,0.06774,-0.02206,0.07124,0.0,-1.23,18.39,0.3136,0,0.0,0.0
2,543,10.86,lift,0.06808,0.06808,0.0002,0.06808,0.0,-0.29,17.06,0.3135,0,0.0275,90.0
3,543,10.86,lift,0.10388,0.09768,0.03536,0.10388,0.0,-5.59,2.04,0.311,0,0.0911,9.48
0,544,10.88,lift,0.0649,0.06367,0.01255,0.0649,0.0,5.79,6.53,0.3254,0,0.0008,1.7
1,544,10.88,lift,0.07497,0.07168,-0.02199,0.07497,0.0,-0.43,18.65,0.313,0,0.0,0.0
2,544,10.88,lift,0.07176,0.07173,0.00179,0.07176,0.0,0.73,17.16,0.3131,0,0.0275,90.0
3,544,10.88,lift,0.10427,0.09814,0.03523,0.10427,0.0,-5.54,2.29,0.3108,0,0.093,9.8
0,545,10.9,lift,0.06748,0.066,0.01403,0.06748,0.0,6.39,6.37,0.3256,0,0.0004,1.03
1,545,10.9,lift,0.07885,0.07575,-0.02189,0.07885,0.0,0.41,18.92,0.3123,0,0.0,0.0
2,545,10.9,lift,0.07563,0.07555,0.00337,0.07563,0.0,1.81,17.25,0.3126,0,0.0275,90.0
3,545,10.9,lift,0.10465,0.09855,0.03519,0.10465,0.0,-5.44,2.53,0.3105,0,0.0949,10.09
0,546,10.92,lift,0.06979,0.06806,0.01542,0.06979,0.0,6.96,6.31,0.3256,0,0.0009,1.94
1,546,10.92,lift,0.08294,0.08002,-0.0218,0.08294,0.0,1.29,19.22,0.3116,0,0.0,0.0
2,546,10.92,lift,0.07979,0.07964,0.00487,0.07979,0.0,2.93,17.35,0.3122,0,0.0275,90.0
3,546,10.92,lift,0.10457,0.09854,0.035,0.10457,0.0,-5.41,2.25,0.3103,0,0.0966,9.94
0,547,10.94,lift,0.07197,0.07,0.01672,0.07197,0.0,7.53,6.3,0.3256,0,0.001,2.16
1,547,10.94,lift,0.08727,0.08452,-0.02174,0.08727,0.0,2.22,19.55,0.3109,0,0.0,0.0
2,547,10.94,lift,0.08428,0.08404,0.00633,0.08428,0.0,4.12,17.46,0.3117,0,0.0275,90.0
3,547,10.94,lift,0.10464,0.09868,0.03481,0.10464,0.0,-5.35,2.32,0.3101,0,0.0984,9.92
0,548,10.96,lift,0.07418,0.07196,0.01801,0.07418,0.0,8.12,6.27,0.3256,0,0.0006,1.21
1,548,10.96,lift,0.09184,0.08923,-0.02172,0.09184,0.0,3.19,19.91,0.3102,0,0.0,0.0
2,548,10.96,lift,0.08902,0.08868,0.00776,0.08902,0.0,5.37,17.55,0.3113,0,0.0275,90.0
3,548,10.96,lift,0.1047,0.09887,0.03444,0.1047,0.0,-5.28,2.7,0.3099,0,0.1001,10.28
0,549,10.98,lift,0.07618,0.07369,0.01935,0.07618,0.0,8.69,6.22,0.3255,0,0.0003,0.6
1,549,10.98,lift,0.0966,0.09412,-0.02172,0.0966,0.0,4.23,20.29,0.3094,0,0.0,0.0
2,549,10.98,lift,0.09392,0.09347,0.00912,0.09392,0.0,6.69,17.63,0.3108,0,0.0275,90.0
3,549,10.98,lift,0.10455,0.09892,0.03385,0.10455,0.0,-5.31,2.58,0.3097,0,0.1012,9.38
0,550,11.0,lift,0.07788,0.07513,0.02054,0.07788,0.0,9.21,6.13,0.3254,0,0.0004,0.8
1,550,11.0,lift,0.10151,0.09916,-0.02172,0.10151,0.0,5.34,20.68,0.3085,0,0.0,0.0
2,550,11.0,lift,0.09891,0.09837,0.01033,0.09891,0.0,8.05,17.69,0.3104,0,0.0275,90.0
3,550,11.0,lift,0.10438,0.09886,0.03348,0.10438,0.0,-5.29,2.5,0.3095,0,0.1027,8.89
0,551,11.02,lift,0.07954,0.07656,0.02156,0.07954,0.0,9.73,6.02,0.3252,0,0.0003,0.61
1,551,11.02,lift,0.10655,0.10431,-0.02173,0.10655,0.0,6.52,21.07,0.3076,0,0.0,0.0
2,551,11.02,lift,0.10403,0.10341,0.01129,0.10403,0.0,9.43,17.77,0.3099,0,0.0275,90.0
3,551,11.02,lift,0.10406,0.09862,0.03318,0.10406,0.0,-5.21,2.6,0.3093,0,0.1044,8.69
0,552,11.04,lift,0.08123,0.07804,0.02254,0.08123,0.0,10.25,5.9,0.325,0,0.0002,0.56
1,552,11.04,lift,0.11172,0.10956,-0.02183,0.11172,0.0,7.75,21.47,0.3067,0,0.0,0.0
2,552,11.04,lift,0.10932,0.10866,0.01198,0.10932,0.0,10.84,17.86,0.3094,0,0.0275,90.0
3,552,11.04,lift,0.10339,0.09806,0.03275,0.10339,0.0,-5.17,2.54,0.3091,0,0.1059,8.47
0,553,11.06,lift,0.08271,0.07928,0.02357,0.08271,0.0,10.75,5.81,0.3247,0,0.0001,0.32
1,553,11.06,lift,0.11709,0.11499,-0.0221,0.11709,0.0,9.03,21.9,0.3056,0,0.0,0.0
2,553,11.06,lift,0.11473,0.11406,0.01242,0.11473,0.0,12.29,17.94,0.3089,0,0.0275,90.0
3,553,11.06,lift,0.10266,0.09746,0.03227,0.10266,0.0,-5.18,2.73,0.3089,0,0.1072,8.44
0,554,11.08,lift,0.08393,0.08024,0.02461,0.08393,0.0,11.23,5.79,0.3245,0,0.0001,0.21
1,554,11.08,lift,0.12268,0.1206,-0.02247,0.12268,0.0,10.38,22.33,0.3045,0,0.0,0.0
2,554,11.08,lift,0.12018,0.11952,0.01259,0.12018,0.0,13.77,18.02,0.3084,0,0.0275,90.0
3,554,11.08,lift,0.10176,0.09664,0.03188,0.10176,0.0,-5.15,2.26,0.3087,0,0.1086,7.86
0,555,11.1,lift,0.08518,0.08126,0.02556,0.08518,0.0,11.71,5.78,0.3242,0,0.0,0.0
1,555,11.1,lift,0.12831,0.12625,-0.02287,0.12831,0.0,11.84,22.73,0.3034,0,0.0,0.0
2,555,11.1,lift,0.12563,0.12501,0.01244,0.12563,0.0,15.26,18.1,0.3079,0,0.0275,90.0
3,555,11.1,lift,0.10083,0.09578,0.03151,0.10083,0.0,-5.1,1.66,0.3086,0,0.11,7.26
0,556,11.12,lift,0.08662,0.08247,0.02648,0.08662,0.0,12.22,5.76,0.324,0,0.0,0.0
1,556,11.12,lift,0.13381,0.13176,-0.02331,0.13381,0.0,13.37,23.07,0.3022,0,0.0,0.0
2,556,11.12,lift,0.13108,0.13054,0.01193,0.13108,0.0,16.76,18.2,0.3074,0,0.0275,90.0
3,556,11.12,lift,0.09977,0.09486,0.03093,0.09977,0.0,-5.05,1.28,0.3084,0,0.1113,7.03
0,557,11.14,lift,0.08805,0.08365,0.02749,0.08805,0.0,12.73,5.74,0.3237,0,0.0,0.0
1,557,11.14,lift,0.13913,0.13707,-0.02388,0.13913,0.0,14.93,23.38,0.301,0,0.0,0.0
2,557,11.14,lift,0.13657,0.13612,0.01108,0.13657,0.0,18.26,18.31,0.3068,0,0.0275,90.0
3,557,11.14,lift,0.09874,0.09395,0.03037,0.09874,0.0,-4.98,0.98,0.3083,0,0.1128,6.9
0,558,11.16,lift,0.08936,0.08471,0.02843,0.08936,0.0,13.22,5.73,0.3235,0,0.0,0.0
1,558,11.16,lift,0.13931,0.13744,-0.0227,0.13931,0.0,15.69,23.95,0.2997,0,0.0,0.0
2,558,11.16,lift,0.14206,0.14171,0.0099,0.14206,0.0,19.77,18.43,0.3063,0,0.0275,90.0
3,558,11.16,lift,0.09772,0.09306,0.02982,0.09772,0.0,-4.89,0.76,0.3082,0,0.1141,6.68
0,559,11.18,lift,0.09086,0.08605,0.02916,0.09086,0.0,13.73,5.72,0.3232,0,0.0,0.0
1,559,11.18,lift,0.13561,0.13433,-0.01855,0.13561,0.0,16.6,24.27,0.2985,0,0.0,0.0
2,559,11.18,lift,0.14752,0.14728,0.00838,0.14752,0.0,21.28,18.56,0.3057,0,0.0275,90.0
3,559,11.18,lift,0.0967,0.09213,0.02939,0.0967,0.0,-4.81,0.25,0.3081,0,0.1156,5.97
0,560,11.2,lift,0.09275,0.08784,0.02978,0.09275,0.0,14.29,5.69,0.3229,0,0.0,0.0
1,560,11.2,lift,0.13084,0.13008,-0.01412,0.13084,0.0,17.56,24.37,0.2974,0,0.0,0.0
2,560,11.2,lift,0.15295,0.15281,0.0065,0.15295,0.0,22.78,18.71,0.3051,0,0.0275,90.0
3,560,11.2,lift,0.09578,0.09129,0.02896,0.09578,0.0,-4.7,0.07,0.3081,0,0.1171,5.51
0,561,11.22,lift,0.0948,0.08978,0.03044,0.0948,0.0,14.89,5.66,0.3227,0,0.0,0.0
1,561,11.22,lift,0.12677,0.12635,-0.01034,0.12677,0.0,18.58,24.4,0.2964,0,0.0,0.0
2,561,11.22,lift,0.15839,0.15833,0.00428,0.15839,0.0,24.27,18.88,0.3045,0,0.0275,90.0
3,561,11.22,lift,0.09471,0.09032,0.02852,0.09471,0.0,-4.61,0.45,0.308,0,0.1186,4.97
0,562,11.24,lift,0.09655,0.09139,0.03116,0.09655,0.0,15.44,5.53,0.3224,0,0.0,0.0
1,562,11.24,lift,0.12416,0.12394,-0.00743,0.12416,0.0,19.63,24.45,0.2955,0,0.0,0.0
2,562,11.24,lift,0.16379,0.16378,0.00174,0.16379,0.0,25.77,19.07,0.3039,0,0.0275,90.0
3,562,11.24,lift,0.09374,0.08942,0.02814,0.09374,0.0,-4.51,0.9,0.308,0,0.1202,4.73
0,563,11.26,lift,0.098,0.09269,0.03183,0.098,0.0,15.92,5.18,0.3221,0,0.0,0.0
1,563,11.26,lift,0.12328,0.12316,-0.00546,0.12328,0.0,20.73,24.54,0.2947,0,0.0,0.0
2,563,11.26,lift,0.16913,0.16912,-0.00106,0.16913,0.0,27.28,19.25,0.3032,0,0.0275,90.0
3,563,11.26,lift,0.09281,0.08856,0.0278,0.09281,0.0,-4.41,1.5,0.308,0,0.122,4.63
0,564,11.28,lift,0.09956,0.09415,0.03236,0.09956,0.0,16.38,4.76,0.3218,0,0.0,0.0
1,564,11.28,lift,0.12536,0.12524,-0.00539,0.12536,0.0,22.18,24.53,0.2941,0,0.0,0.0
2,564,11.28,lift,0.17441,0.17436,-0.0041,0.17441,0.0,28.83,19.42,0.3025,0,0.0275,90.0
3,564,11.28,lift,0.09207,0.08786,0.0275,0.09207,0.0,-4.29,1.97,0.3081,0,0.124,4.6
0,565,11.3,lift,0.10132,0.09586,0.03281,0.10132,0.0,16.85,4.36,0.3216,0,0.0,0.0
1,565,11.3,lift,0.13001,0.12983,-0.00694,0.13001,0.0,24.0,24.38,0.2936,0,0.0,0.0
2,565,11.3,lift,0.17967,0.17952,-0.00738,0.17967,0.0,30.41,19.58,0.3018,0,0.0275,90.0
3,565,11.3,lift,0.0914,0.08725,0.02723,0.0914,0.0,-4.17,2.47,0.3081,0,0.1261,4.28
0,566,11.32,lift,0.10301,0.09748,0.03329,0.10301,0.0,17.32,4.24,0.3213,0,0.0,0.0
1,566,11.32,lift,0.13578,0.13544,-0.00957,0.13578,0.0,25.76,24.33,0.2933,0,0.0,0.0
2,566,11.32,lift,0.18494,0.18462,-0.01088,0.18494,0.0,32.04,19.74,0.3012,0,0.0275,90.0
3,566,11.32,lift,0.09101,0.08691,0.027,0.09101,0.0,-4.02,2.61,0.3082,0,0.1283,3.88
0,567,11.34,lift,0.10453,0.09892,0.03379,0.10453,0.0,17.77,4.21,0.321,0,0.0,0.0
1,567,11.34,lift,0.14206,0.14149,-0.01277,0.14206,0.0,27.39,24.39,0.2931,0,0.0,0.0
2,567,11.34,lift,0.19017,0.18961,-0.01459,0.19017,0.0,33.73,19.86,0.3005,0,0.0275,90.0
3,567,11.34,lift,0.09077,0.08672,0.02681,0.09077,0.0,-3.85,2.47,0.3083,0,0.1305,3.81
0,568,11.36,lift,0.10608,0.10038,0.03431,0.10608,0.0,18.23,4.16,0.3207,0,0.0,0.0
1,568,11.36,lift,0.14875,0.14784,-0.01642,0.14875,0.0,28.98,24.49,0.2931,0,0.0,0.0
2,568,11.36,lift,0.19533,0.19446,-0.01848,0.19533,0.0,35.46,19.97,0.2998,0,0.0275,90.0
3,568,11.36,lift,0.09046,0.08646,0.0266,0.09046,0.0,-3.71,2.49,0.3085,0,0.1329,4.11
0,569,11.38,lift,0.10756,0.10176,0.03485,0.10756,0.0,18.68,3.98,0.3204,0,0.0,0.0
1,569,11.38,lift,0.15573,0.15438,-0.02045,0.15573,0.0,30.59,24.59,0.2932,0,0.0,0.0
2,569,11.38,lift,0.2004,0.19913,-0.02256,0.2004,0.0,37.22,20.07,0.2991,0,0.0275,90.0
3,569,11.38,lift,0.09031,0.08636,0.02644,0.09031,0.0,-3.55,2.35,0.3086,0,0.1353,4.68
0,570,11.4,lift,0.10883,0.10292,0.03537,0.10883,0.0,19.07,3.55,0.3201,0,0.0,0.0
1,570,11.4,lift,0.16295,0.16104,-0.0249,0.16295,0.0,32.11,24.67,0.2934,0,0.0,0.0
2,570,11.4,lift,0.20537,0.20361,-0.02682,0.20537,0.0,38.95,20.18,0.2984,0,0.0275,90.0
3,570,11.4,lift,0.09018,0.08626,0.02629,0.09018,0.0,-3.4,2.42,0.3088,0,0.1379,5.11
0,571,11.42,lift,0.1101,0.10413,0.03577,0.1101,0.0,19.41,3.03,0.3198,0,0.0,0.0
1,571,11.42,lift,0.1711,0.16845,-0.03001,0.1711,0.0,33.63,24.85,0.2936,0,0.0,0.0
2,571,11.42,lift,0.21028,0.20794,-0.03128,0.21028,0.0,40.65,20.31,0.2977,0,0.0275,90.0
3,571,11.42,lift,0.09004,0.08618,0.0261,0.09004,0.0,-3.27,2.43,0.309,0,0.1404,5.25
0,572,11.44,lift,0.11157,0.10559,0.03602,0.11157,0.0,19.75,2.73,0.3195,0,0.0,0.0
1,572,11.44,lift,0.18024,0.17665,-0.03578,0.18024,0.0,35.19,25.12,0.2938,0,0.0,0.0
2,572,11.44,lift,0.21403,0.21111,-0.03524,0.21403,0.0,42.02,20.63,0.2971,0,0.0275,90.0
3,572,11.44,lift,0.09016,0.08636,0.02591,0.09016,0.0,-3.1,2.84,0.3092,0,0.1431,4.91
0,573,11.46,lift,0.11305,0.10708,0.03625,0.11305,0.0,20.13,2.72,0.3192,0,0.0,0.0
1,573,11.46,lift,0.1902,0.18547,-0.04216,0.1902,0.0,36.76,25.47,0.294,0,0.0,0.0
2,573,11.46,lift,0.21485,0.21157,-0.03743,0.21485,0.0,42.98,21.15,0.2965,0,0.0275,90.0
3,573,11.46,lift,0.0916,0.08798,0.0255,0.0916,0.0,-2.91,2.79,0.3094,0,0.1457,4.93
0,574,11.48,lift,0.11448,0.10848,0.03656,0.11448,0.0,20.54,2.65,0.3189,0,0.0,0.0
1,574,11.48,lift,0.20003,0.19395,-0.04893,0.20003,0.0,38.66,25.72,0.2941,0,0.0,0.0
2,574,11.48,lift,0.21468,0.21107,-0.03917,0.21468,0.0,44.28,21.28,0.2959,0,0.0275,90.0
3,574,11.48,lift,0.0942,0.09057,0.02587,0.0942,0.0,-2.62,3.26,0.3096,0,0.148,4.49
0,575,11.5,lift,0.11566,0.1096,0.03697,0.11566,0.0,20.9,2.31,0.3186,0,0.0,0.0
1,575,11.5,lift,0.20793,0.20054,-0.05495,0.20793,0.0,40.5,25.77,0.2943,0,0.0,0.0
2,575,11.5,lift,0.21651,0.21232,-0.04237,0.21651,0.0,46.26,20.9,0.2955,0,0.0275,90.0
3,575,11.5,lift,0.09566,0.09201,0.02619,0.09566,0.0,-2.58,3.68,0.3099,0,0.1493,4.81
0,576,11.52,lift,0.11651,0.11036,0.03735,0.11651,0.0,21.17,1.76,0.3183,0,0.0,0.0
1,576,11.52,lift,0.21445,0.20577,-0.06039,0.21445,0.0,42.22,25.72,0.2944,0,0.0,0.0
2,576,11.52,lift,0.21962,0.21465,-0.04645,0.21962,0.0,47.88,20.71,0.295,0,0.0275,90.0
3,576,11.52,lift,0.09568,0.09196,0.02644,0.09568,0.0,-2.58,3.33,0.3103,0,0.1506,5.51
0,577,11.54,lift,0.11741,0.11125,0.03753,0.11741,0.0,21.39,1.28,0.318,0,0.0,0.0
1,577,11.54,lift,0.22077,0.21073,-0.06579,0.22077,0.0,43.67,25.76,0.2944,0,0.0,0.0
2,577,11.54,lift,0.22408,0.21809,-0.05145,0.22408,0.0,49.26,20.84,0.2945,0,0.0275,90.0
3,577,11.54,lift,0.09486,0.09105,0.02661,0.09486,0.0,-2.58,2.87,0.3107,0,0.1522,5.99
0,578,11.56,lift,0.11865,0.11258,0.03749,0.11865,0.0,21.63,0.83,0.3177,0,0.0,0.0
1,578,11.56,lift,0.22763,0.21602,-0.07176,0.22763,0.0,45.1,25.9,0.2944,0,0.0,0.0
2,578,11.56,lift,0.22979,0.22255,-0.05726,0.22979,0.0,50.53,21.19,0.2941,0,0.0275,90.0
3,578,11.56,lift,0.09374,0.08983,0.02677,0.09374,0.0,-2.56,3.08,0.3111,0,0.1542,5.78
0,579,11.58,lift,0.11999,0.11402,0.03737,0.11999,0.0,21.9,0.41,0.3174,0,0.0,0.0
1,579,11.58,lift,0.23435,0.22101,-0.07793,0.23435,0.0,46.56,26.03,0.2944,0,0.0,0.0
2,579,11.58,lift,0.2367,0.22793,-0.06382,0.2367,0.0,51.74,21.72,0.2936,0,0.0275,90.0
3,579,11.58,lift,0.09294,0.08896,0.02688,0.09294,0.0,-2.46,3.07,0.3115,0,0.1564,5.19
0,580,11.6,lift,0.12095,0.11502,0.0374,0.12095,0.0,22.17,0.23,0.3171,0,0.0,0.0
1,580,11.6,lift,0.24014,0.22506,-0.08375,0.24014,0.0,47.96,26.1,0.2942,0,0.0,0.0
2,580,11.6,lift,0.24334,0.2329,-0.07052,0.24334,0.0,53.01,22.1,0.2932,0,0.0275,90.0
3,580,11.6,lift,0.09249,0.08852,0.02682,0.09249,0.0,-2.29,2.79,0.3118,0,0.1589,4.95
0,581,11.62,lift,0.12157,0.11564,0.03751,0.12157,0.0,22.38,0.12,0.3167,0,0.0,0.0
1,581,11.62,lift,0.2452,0.22837,-0.08927,0.2452,0.0,49.26,26.13,0.2941,0,0.0,0.0
2,581,11.62,lift,0.24815,0.23619,-0.07612,0.24815,0.0,54.24,22.27,0.2929,0,0.0275,90.0
3,581,11.62,lift,0.09232,0.08841,0.0266,0.09232,0.0,-2.1,2.63,0.3122,0,0.1617,5.35
0,582,11.64,lift,0.12208,0.11616,0.03755,0.12208,0.0,22.54,0.59,0.3164,0,0.0,0.0
